question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
(7//8)+5=,(7+5)//,5,0,math_novar,False,True
(9-6)+4=,"7
Question:",7,3,math_novar,False,True
(1+6)//1=,"7, (1+",7,7,math_novar,False,True
(5*8)+5=,"45
Okay,",45,40,math_novar,False,True
(6+9)//4=,3.75,3,15,math_novar,False,True
(8-1)//2=,"3.5
Fact",3,7,math_novar,False,True
(1-5)-5=,"-9
Fact:",-9,-4,math_novar,False,True
(4+4)+1=,9. 4+,9,8,math_novar,False,True
(1*4)+4=,"8
Question: What",8,4,math_novar,False,True
(9//4)-9=,-6.25,-7,2,math_novar,False,False
(9*1)//2=,"4.5
Fact",4,9,math_novar,False,True
(6*2)*7=,6*(2*7,84,12,math_novar,False,False
(8//8)-3=,"-2
Fact:",-2,1,math_novar,False,True
(2+9)+8=,2+ (9+,19,11,math_novar,False,False
(9-3)-4=,2. 9-,2,6,math_novar,False,True
(6+3)-9=,"0. So,",0,9,math_novar,False,True
(4*4)+5=,"21
Question:",21,16,math_novar,False,True
(1*3)+7=,"10
Question:",10,3,math_novar,False,True
(4//5)//8=,4// (5,0,0,math_novar,False,False
(2*5)//4=,2.5//4,2,10,math_novar,False,True
(3*2)*8=,3*(2*,48,6,math_novar,False,False
(1*7)+4=,"11, (2",11,7,math_novar,False,True
(1+4)+9=,1+ (4+,14,5,math_novar,False,False
(9*5)*2=,"90
Fact:",90,45,math_novar,False,True
(2-7)//8=,-5//8=,-1,-5,math_novar,False,False
(5+8)-4=,"9
Question: What",9,13,math_novar,False,True
(7-8)*7=,"-7
Claim:",-7,-1,math_novar,False,True
(8//1)//8=,"1, (8//",1,8,math_novar,False,True
(2//3)*9=,"6. So,",0,0,math_novar,False,False
(2+6)*6=,"48
Fact:",48,8,math_novar,False,True
(5-9)//4=,"-1
Fact:",-1,-4,math_novar,False,True
(2-5)*9=,"-27
Fact",-27,-3,math_novar,False,True
(5-3)-3=,"-1
Fact:",-1,2,math_novar,False,True
(3*8)+7=,"31
Question:",31,24,math_novar,False,True
(8*8)-7=,"57
Fact:",57,64,math_novar,False,True
(3//7)+7=,3+7=,7,0,math_novar,False,True
(7*9)//1=,"63
Fact:",63,63,math_novar,False,True
(1-7)*2=,"-12
Fact",-12,-6,math_novar,False,True
(6-1)-1=,"4
Question: What",4,5,math_novar,False,True
(9-4)-1=,9-(4+1,4,5,math_novar,False,True
(3//3)*2=,"2
Fact: (",2,1,math_novar,False,True
(1+5)+5=,"11, (2",11,6,math_novar,False,True
(6//8)//8=,6//64,0,0,math_novar,False,False
(2+2)-6=,"-2
Okay,",-2,4,math_novar,False,True
(7+8)+6=,7+(8+6,21,15,math_novar,False,False
(6-4)*4=,"8
Question: What",8,2,math_novar,False,True
(9*2)//7=,2.571,2,18,math_novar,False,True
(3*7)*1=,"21
Fact:",21,21,math_novar,False,True
(1+1)*7=,"14
Question:",14,2,math_novar,False,True
(3//3)-9=,"-8
Fact:",-8,1,math_novar,False,True
(1*3)+4=,"7
Question: What",7,3,math_novar,False,True
(3//8)+1=,(3+8)/,1,0,math_novar,False,False
(2-6)-5=,"-9
Question:",-9,-4,math_novar,False,True
(1+2)//7=,3//7=,0,3,math_novar,False,False
(3+5)*1=,"8
Fact: (",8,8,math_novar,False,True
(8*3)//2=,"12
Fact:",12,24,math_novar,False,True
(1//2)-8=,-7.5,-8,0,math_novar,False,False
(1*3)//4=,"0.75,",0,3,math_novar,False,True
(1*9)//1=,"9, (2*",9,9,math_novar,False,True
(7-5)-8=,"-6
Question:",-6,2,math_novar,False,True
(1-4)*8=,"-24
Fact",-24,-3,math_novar,False,True
(5*2)-6=,"4
Question: What",4,10,math_novar,False,True
(3//4)+2=,2.75,2,0,math_novar,False,True
(6*7)+1=,"43
Fact:",43,42,math_novar,False,True
(8//2)*9=,"36
Fact",36,4,math_novar,False,True
(8+9)+4=,8+(9+4,21,17,math_novar,False,False
(8-8)-3=,"-3
Fact:",-3,0,math_novar,False,True
(8//9)-7=,-6.88,-7,0,math_novar,False,False
(4//2)//8=,4//2//,0,2,math_novar,False,False
(1//6)//9=,1//54,0,0,math_novar,False,False
(3//1)*1=,"3, (3//",3,3,math_novar,False,True
(4-9)*1=,"-5
Fact:",-5,-5,math_novar,False,True
(8-5)//1=,"3, (8-",3,3,math_novar,False,True
(8-7)//9=,(8-7)/,0,1,math_novar,False,False
(1+6)+4=,11 and 1,11,7,math_novar,False,True
(4//6)*7=,4*7//,0,0,math_novar,False,False
(4+9)+1=,4+(9+1,14,13,math_novar,False,False
(4+4)+9=,"17
Question:",17,8,math_novar,False,True
(3+3)//6=,"1, (3+",1,6,math_novar,False,True
(6+5)*8=,11*8,88,11,math_novar,False,False
(4-6)//4=,-0.5,-1,-2,math_novar,False,False
(9*7)//3=,"21
Fact:",21,63,math_novar,False,True
(4//1)//6=,4// (1,0,4,math_novar,False,False
(1+5)//5=,"1.2, but",1,6,math_novar,False,True
(3//8)+3=,3/8 +,3,0,math_novar,False,True
(3*9)-6=,"21
Question:",21,27,math_novar,False,True
(6-5)+3=,"4
Question: What",4,1,math_novar,False,True
(2+9)-5=,"6
Question: What",6,11,math_novar,False,True
(6//9)+5=,5.666,5,0,math_novar,False,True
(2+9)//8=,1.375,1,11,math_novar,False,True
(6//7)-9=,-8 1/,-9,0,math_novar,False,False
(2+3)-2=,"3
Claim: (",3,5,math_novar,False,True
(6*4)+9=,"33
Question",33,24,math_novar,False,True
(7*8)+7=,"63
Fact:",63,56,math_novar,False,True
(9+2)*7=,"91
Fact:",77,11,math_novar,False,False
(9//7)+6=,1+6=,7,1,math_novar,False,False
(9-8)-2=,1-2=-1,-1,1,math_novar,False,True
(9*1)-8=,"1
Fact: (",1,9,math_novar,False,True
(7-2)*4=,"20
Question:",20,5,math_novar,False,True
(7+4)*3=,"39
Fact:",33,11,math_novar,False,False
(7+4)+6=,7+(4+6,17,11,math_novar,False,False
(7-4)-5=,"-2
Fact:",-2,3,math_novar,False,True
(6*2)//3=,"4
Fact: (",4,12,math_novar,False,True
(4+6)//1=,"10, (4",10,10,math_novar,False,True
(2*1)//2=,"1, (2*",1,2,math_novar,False,True
(6+4)*1=,"10
Fact:",10,10,math_novar,False,True
(2*5)+8=,"18
Question:",18,10,math_novar,False,True
(3*6)-5=,"13
Question:",13,18,math_novar,False,True
(2-1)//1=,"1, (3-",1,1,math_novar,False,True
(6+5)//5=,"2.2
Fact",2,11,math_novar,False,True
(8+8)//8=,"2
Fact:",2,16,math_novar,False,True
(6+8)+3=,6+(8+3,17,14,math_novar,False,False
(6+1)-4=,"3. So,",3,7,math_novar,False,True
(6*1)+5=,"11
Question:",11,6,math_novar,False,True
(4//8)*6=,"3
Fact: (",0,0,math_novar,False,False
(9-2)-3=,"4
Question: What",4,7,math_novar,False,True
(6+8)*4=,"56
Question:",56,14,math_novar,False,True
(1-1)//5=,"0, (2-",0,0,math_novar,False,True
(1-9)-7=,(1-7)-,-15,-8,math_novar,False,False
(3*2)-6=,"0
Question: What",0,6,math_novar,False,True
(5*4)-2=,"18
Question:",18,20,math_novar,False,True
(1*5)+4=,"9, (2*",9,5,math_novar,False,True
(7-1)//5=,"1.2, but",1,6,math_novar,False,True
(1//8)*3=,3/8.,0,0,math_novar,False,False
(6*2)*3=,6*(2*3,36,12,math_novar,False,False
(5+7)//8=,12//8,1,12,math_novar,False,True
(5-8)+8=,"5
Question: What",5,-3,math_novar,False,True
(2+5)+1=,2+(5+1,8,7,math_novar,False,False
(8-5)*7=,"21
Fact:",21,3,math_novar,False,True
(7-5)//5=,"0.4
Fact",0,2,math_novar,False,True
(1-1)+5=,"5
Fact: (",5,0,math_novar,False,True
(8-3)-5=,"0. So,",0,5,math_novar,False,True
(5-1)//5=,"0.8, but",0,4,math_novar,False,True
(2+4)+5=,2+(4+5,11,6,math_novar,False,False
(8//4)+8=,"10
Fact",10,2,math_novar,False,True
(9//8)//1=,1//1=,1,1,math_novar,False,True
(2+8)*6=,"60
Question:",60,10,math_novar,False,True
(3+2)*9=,"45
Question:",45,5,math_novar,False,True
(2+8)+5=,2+ (8+,15,10,math_novar,False,False
(2-3)+8=,"7
Question: What",7,-1,math_novar,False,True
(2-8)*2=,"-12
Fact",-12,-6,math_novar,False,True
(1-1)*9=,"0, (2-",0,0,math_novar,False,True
(7//4)*1=,1.75,1,1,math_novar,False,True
(4*4)+3=,"19
Question:",19,16,math_novar,False,True
(6*6)-7=,"29
Question:",29,36,math_novar,False,True
(6+7)*9=,"117
Question",117,13,math_novar,False,True
(2-5)-6=,"-9
Fact:",-9,-3,math_novar,False,True
(7//6)-6=,"-5. So,",-5,1,math_novar,False,True
(8//5)*6=,"9.6
Fact",6,1,math_novar,False,True
(9+3)+3=,15. What is,15,12,math_novar,False,True
(3-8)+1=,-5+1=,-4,-5,math_novar,False,False
(4//3)-7=,-5.66,-6,1,math_novar,False,False
(7*3)*8=,7*(3*8,168,21,math_novar,False,False
(6+4)-1=,"9
Question: What",9,10,math_novar,False,True
(2*4)*4=,"32
Fact",32,8,math_novar,False,True
(9*7)*6=,9*(7*6,378,63,math_novar,False,False
(8-8)//7=,"0, (8-",0,0,math_novar,False,True
(9-4)*6=,"30
Question:",30,5,math_novar,False,True
(8+3)*1=,"11
Fact:",11,11,math_novar,False,True
(5*5)-1=,"24
Question:",24,25,math_novar,False,True
(9+4)//3=,4.333,4,13,math_novar,False,True
(8+2)-3=,"7
Question: What",7,10,math_novar,False,True
(7*6)+3=,"45
Fact:",45,42,math_novar,False,True
(3*3)+7=,"16
Question:",16,9,math_novar,False,True
(7*3)-3=,"18
Question:",18,21,math_novar,False,True
(1-5)//8=,(1-5)/,-1,-4,math_novar,False,False
(3+2)+6=,3+(2+6,11,5,math_novar,False,False
(6//3)*3=,"6, but (6",6,2,math_novar,False,True
(8+3)+2=,8+(3+2,13,11,math_novar,False,False
(6*2)+1=,"13
Question:",13,12,math_novar,False,True
(7*8)+6=,"62
Fact:",62,56,math_novar,False,True
(2*5)+4=,"14
Question:",14,10,math_novar,False,True
(6//8)*7=,5.25,0,0,math_novar,False,False
(2+1)+8=,2+(1+8,11,3,math_novar,False,False
(5//1)+2=,"7, (5//",7,5,math_novar,False,True
(4+3)*5=,"35
Fact:",35,7,math_novar,False,True
(7+7)-9=,"5
Question: What",5,14,math_novar,False,True
(3//7)//9=,3// (7,0,0,math_novar,False,False
(2*2)*8=,"32
Fact",32,4,math_novar,False,True
(2//4)*2=,"1
Fact: (",0,0,math_novar,False,False
(7//2)*6=,18. What is,18,3,math_novar,False,True
(7-5)+7=,"9
Question:",9,2,math_novar,False,True
(6-2)*9=,"36
Question:",36,4,math_novar,False,True
(7*2)//3=,4.666,4,14,math_novar,False,True
(7+9)+4=,7+(9+4,20,16,math_novar,False,False
(9-8)*6=,"6
Fact:",6,1,math_novar,False,True
(6-5)*6=,"6
Fact: (",6,1,math_novar,False,True
(3//7)//6=,3// (7,0,0,math_novar,False,False
(5+9)*7=,14*7,98,14,math_novar,False,False
(4-7)//3=,"-1, but (",-1,-3,math_novar,False,True
(8//4)//1=,2//1=2,2,2,math_novar,False,True
(4//5)*1=,4/5.,0,0,math_novar,False,False
(5+6)//6=,1.833,1,11,math_novar,False,True
(3+5)//2=,"4, (3+",4,8,math_novar,False,True
(7-8)//7=,-1//7=,-1,-1,math_novar,False,True
(5//9)-9=,-8.66,-9,0,math_novar,False,False
(6//5)*3=,"3.6
Fact",3,1,math_novar,False,True
(3+2)//7=,5//7=,0,5,math_novar,False,False
(2//9)+4=,(2+4)//,4,0,math_novar,False,True
(3-1)-4=,"-2
Fact:",-2,2,math_novar,False,True
(7//4)-4=,-1.25,-3,1,math_novar,False,False
(9//9)*6=,"6
Fact: (",6,1,math_novar,False,True
(7*1)*2=,"14
Fact:",14,7,math_novar,False,True
(4//4)//5=,"0.8,",0,1,math_novar,False,True
(8+8)*3=,"48
Fact:",48,16,math_novar,False,True
(9//7)//8=,1.28,0,1,math_novar,False,False
(5-5)-2=,"-2
Fact:",-2,0,math_novar,False,True
(6-3)-6=,"-3
Fact:",-3,3,math_novar,False,True
(1*8)+9=,"17, (2",17,8,math_novar,False,True
(5//7)//9=,5// (7,0,0,math_novar,False,False
(9-8)+6=,"7
Fact:",7,1,math_novar,False,True
(1//8)-7=,-6.87,-7,0,math_novar,False,False
(2+7)-5=,4. What is the,4,9,math_novar,False,True
(6+9)+1=,6+(9+1,16,15,math_novar,False,False
(8*6)//5=,"9.6
Fact",9,48,math_novar,False,True
(9*5)+4=,"49
Fact:",49,45,math_novar,False,True
(4-5)//1=,"-1, but (",-1,-1,math_novar,False,True
(3-2)+7=,"8
Question: What",8,1,math_novar,False,True
(2//7)*8=,1.71,0,0,math_novar,False,False
(4//2)*4=,"8
Fact:",8,2,math_novar,False,True
(7+2)//3=,"3, (7+",3,9,math_novar,False,True
(1-3)*5=,"-10
Question",-10,-2,math_novar,False,True
(7+2)*5=,"45
Fact:",45,9,math_novar,False,True
(3-2)-9=,"-8
Fact:",-8,1,math_novar,False,True
(2-3)+3=,"2
Claim:",2,-1,math_novar,False,True
(4+3)+2=,4+(3+2,9,7,math_novar,False,False
(7+4)//6=,1.833,1,11,math_novar,False,True
(3+2)-5=,"0. So,",0,5,math_novar,False,True
(9//5)//5=,"1. So,",0,1,math_novar,False,False
(3*7)*3=,"63
Fact:",63,21,math_novar,False,True
(7+2)//4=,2.25,2,9,math_novar,False,True
(7-8)-6=,"-7
Question:",-7,-1,math_novar,False,True
(9//4)+5=,2+5=,7,2,math_novar,False,False
(5-1)//8=,"0.5
Fact",0,4,math_novar,False,True
(3*5)//9=,"1. So,",1,15,math_novar,False,True
(5-1)*9=,"36
Question:",36,4,math_novar,False,True
(4-1)//5=,"0.6, but",0,3,math_novar,False,True
(3+7)+7=,"17
Fact:",17,10,math_novar,False,True
(3//4)//6=,3// (4,0,0,math_novar,False,False
(6+2)//8=,"1, (6+",1,8,math_novar,False,True
(2+9)*7=,"77
Fact",77,11,math_novar,False,True
(1-3)*1=,"-2
Fact:",-2,-2,math_novar,False,True
(1-5)+4=,"0
Question: What",0,-4,math_novar,False,True
(3+9)//8=,"1.5
Fact",1,12,math_novar,False,True
(7-1)*7=,"42
Fact:",42,6,math_novar,False,True
(8+1)*9=,9*9=,81,9,math_novar,False,False
(7*8)//8=,"7, (7*",7,56,math_novar,False,True
(1*3)*2=,6 and 1*(,6,3,math_novar,False,True
(4-9)+6=,4+(-9,1,-5,math_novar,False,False
(6*6)+2=,"44
Fact:",38,36,math_novar,False,False
(4//5)-7=,-6.2,-7,0,math_novar,False,False
(5*1)//5=,"1, (5*",1,5,math_novar,False,True
(8*3)//8=,"3, (8*",3,24,math_novar,False,True
(9*4)-5=,"31
Question:",31,36,math_novar,False,True
(4//1)//2=,"2, 4//",2,4,math_novar,False,True
(6*9)//2=,"27
Fact:",27,54,math_novar,False,True
(9-8)*1=,"1
Fact: (",1,1,math_novar,False,True
(5*9)//7=,6.428,6,45,math_novar,False,True
(2//4)+6=,2+6=,6,0,math_novar,False,True
(5//6)*1=,"5/6, (",0,0,math_novar,False,False
(7-8)+2=,"1
Question: What",1,-1,math_novar,False,True
(1-6)*2=,"-10
Fact",-10,-5,math_novar,False,True
(3+1)//2=,"2, (3+",2,4,math_novar,False,True
(7-4)*4=,"12
Fact:",12,3,math_novar,False,True
(6-8)+2=,(6+2)-,0,-2,math_novar,False,False
(9//4)-1=,"1
Fact: (",1,2,math_novar,False,True
(9//2)-1=,"3
Fact: (",3,4,math_novar,False,True
(1-7)-9=,"-15
Fact",-15,-6,math_novar,False,True
(5+1)-4=,2. 5+,2,6,math_novar,False,True
(9+2)-3=,"8
Question: What",8,11,math_novar,False,True
(2*3)-6=,"0
Question: What",0,6,math_novar,False,True
(5*2)-5=,"5
Claim:",5,10,math_novar,False,True
(8+4)//9=,12//9,1,12,math_novar,False,True
(2*6)//2=,"6
Fact: (",6,12,math_novar,False,True
(8//1)+2=,"10
Fact:",10,8,math_novar,False,True
(2-2)*3=,"0
Question: What",0,0,math_novar,False,True
(7+9)-7=,"9
Fact: (",9,16,math_novar,False,True
(9-3)+2=,"8
Question: What",8,6,math_novar,False,True
(3//8)+4=,3/8 +,4,0,math_novar,False,False
(9//2)-8=,"-5
Fact:",-4,4,math_novar,False,False
(8-7)*5=,"5
Fact:",5,1,math_novar,False,True
(8+5)+5=,8+(5+5,18,13,math_novar,False,False
(3*1)+3=,"6
Question: What",6,3,math_novar,False,True
(4+4)-8=,"0
Fact:",0,8,math_novar,False,True
(3+3)*4=,"24
Fact:",24,6,math_novar,False,True
(5+1)*7=,"42
Question:",42,6,math_novar,False,True
(3-1)*5=,"10
Question:",10,2,math_novar,False,True
(1//4)+8=,8.25,8,0,math_novar,False,True
(7//4)+3=,1+3=,4,1,math_novar,False,False
(5+9)-3=,"11
Question",11,14,math_novar,False,True
(1*1)//8=,0.125,0,1,math_novar,False,True
(4//4)*3=,"3
Fact: (",3,1,math_novar,False,True
(7*5)//6=,5.833,5,35,math_novar,False,True
(1//4)//4=,1//16.,0,0,math_novar,False,False
(7-1)+4=,"10
Question:",10,6,math_novar,False,True
(9+8)*2=,"34
Fact:",34,17,math_novar,False,True
(3+9)-4=,"8
Question:",8,12,math_novar,False,True
(5-9)+9=,"5
Question: What",5,-4,math_novar,False,True
(3*4)//5=,"2
Fact: (",2,12,math_novar,False,True
(1-2)-3=,"-4, (1",-4,-1,math_novar,False,True
(8+6)*5=,14*5,70,14,math_novar,False,False
(9+5)*5=,14*5,70,14,math_novar,False,False
(2//5)+1=,"1.4
Fact",1,0,math_novar,False,True
(6-4)*8=,"16
Question:",16,2,math_novar,False,True
(7*5)*4=,"140
Fact",140,35,math_novar,False,True
(1-8)//6=,-1.33,-2,-7,math_novar,False,False
(1//8)+2=,2.12,2,0,math_novar,False,True
(5-6)-1=,"-2
Question:",-2,-1,math_novar,False,True
(3//1)*6=,"18
Fact:",18,3,math_novar,False,True
(9+2)+2=,"13
Fact:",13,11,math_novar,False,True
(5//2)+4=,2+4=,6,2,math_novar,False,False
(2+7)*5=,45. 2,45,9,math_novar,False,True
(4*6)*3=,"72
Question:",72,24,math_novar,False,True
(2+7)+1=,2+(7+1,10,9,math_novar,False,False
(4*2)-2=,"6
Question: What",6,8,math_novar,False,True
(7*2)*4=,"56
Fact:",56,14,math_novar,False,True
(9//6)-3=,"-1
Fact:",-2,1,math_novar,False,False
(8//6)-5=,"-3
Fact:",-4,1,math_novar,False,False
(4*7)+7=,"35
Question:",35,28,math_novar,False,True
(2*9)-1=,"17
Question:",17,18,math_novar,False,True
(6-6)*7=,"0
Question: What",0,0,math_novar,False,True
(3*3)*6=,"54
Fact",54,9,math_novar,False,True
(1+9)-5=,1+ (9,5,10,math_novar,False,False
(2+9)*5=,"55
Question:",55,11,math_novar,False,True
(7-3)+3=,"7
Claim: (",7,4,math_novar,False,True
(6*1)+6=,"12
Question:",12,6,math_novar,False,True
(7+5)+9=,7+(5+9,21,12,math_novar,False,False
(6+6)//2=,"6, (6+",6,12,math_novar,False,True
(3//3)+7=,"8
Fact:",8,1,math_novar,False,True
(5+2)-4=,3. What is the,3,7,math_novar,False,True
(7*8)+2=,"58
Fact:",58,56,math_novar,False,True
(9-9)+7=,"7
Fact:",7,0,math_novar,False,True
(1*9)//3=,"3
Fact: (",3,9,math_novar,False,True
(7+9)//2=,"8, (7+",8,16,math_novar,False,True
(3+6)+8=,3+(6+8,17,9,math_novar,False,False
(7*4)+4=,"32
Fact:",32,28,math_novar,False,True
(7+6)-8=,"5
Question: What",5,13,math_novar,False,True
(1-5)-9=,"-13
Fact",-13,-4,math_novar,False,True
(7//3)+4=,3+4=7,6,2,math_novar,False,False
(2+2)-9=,"-5
Okay,",-5,4,math_novar,False,True
(4-9)*4=,"-20
Fact",-20,-5,math_novar,False,True
(4-8)//1=,"-4
Fact:",-4,-4,math_novar,False,True
(8-1)+4=,"11
Question:",11,7,math_novar,False,True
(6-9)-8=,"-11
Question",-11,-3,math_novar,False,True
(7//7)*8=,"8
Fact:",8,1,math_novar,False,True
(8-6)*3=,"6
Question: What",6,2,math_novar,False,True
(7*6)*9=,7*(6*,378,42,math_novar,False,False
(6+6)+9=,"21
Question:",21,12,math_novar,False,True
(6//7)-2=,(6-2)//,-2,0,math_novar,False,True
(3-6)-6=,"-9
Fact:",-9,-3,math_novar,False,True
(6+1)//3=,2.33,2,7,math_novar,False,True
(3-7)-4=,-4-4=,-8,-4,math_novar,False,False
(4+7)+3=,4+(7+3,14,11,math_novar,False,False
(3//4)//1=,3//4. Is,0,0,math_novar,False,False
(7+7)//5=,"2.8
Fact",2,14,math_novar,False,True
(2-4)//7=,-2/7,-1,-2,math_novar,False,False
(4*1)-5=,"-1
Question:",-1,4,math_novar,False,True
(9*7)-4=,"59
Fact:",59,63,math_novar,False,True
(8-1)-5=,2. 8-,2,7,math_novar,False,True
(5+9)*6=,14*6,84,14,math_novar,False,False
(5//3)*6=,1*6=,6,1,math_novar,False,True
(5*7)-3=,"32
Question:",32,35,math_novar,False,True
(9//3)+7=,3+7=,10,3,math_novar,False,False
(3-2)-8=,"-7
Fact:",-7,1,math_novar,False,True
(6-6)-7=,"-7
Fact:",-7,0,math_novar,False,True
(9//8)//8=,1//8=,0,1,math_novar,False,False
(8*1)*3=,"24, (8",24,8,math_novar,False,True
(8//8)-8=,"-7
Fact:",-7,1,math_novar,False,True
(9//3)+8=,"11
Fact",11,3,math_novar,False,True
(3-6)*3=,"-9
Fact:",-9,-3,math_novar,False,True
(7-2)+6=,7+(2-6,11,5,math_novar,False,False
(8+3)+5=,8+(3+5,16,11,math_novar,False,False
(9//4)*4=,"8, (9//",8,2,math_novar,False,True
(4*5)//3=,6.666,6,20,math_novar,False,True
(2+9)//2=,"5.5
Fact",5,11,math_novar,False,True
(1*3)+9=,"12
Question:",12,3,math_novar,False,True
(9-8)*4=,"4
Fact:",4,1,math_novar,False,True
(8+6)+8=,"22
Question:",22,14,math_novar,False,True
(4*7)+3=,"31
Fact:",31,28,math_novar,False,True
(8//1)-2=,"6
Fact: (",6,8,math_novar,False,True
(9*3)+2=,"29
Fact:",29,27,math_novar,False,True
(3*6)+5=,"23
Question:",23,18,math_novar,False,True
(2//6)*9=,"3
Fact: (",0,0,math_novar,False,False
(4//2)+3=,2+3=,5,2,math_novar,False,False
(9//9)//6=,1//6=,0,1,math_novar,False,False
(4-4)+2=,"2
Fact:",2,0,math_novar,False,True
(8+3)*4=,"52
Fact:",44,11,math_novar,False,False
(2-8)-6=,"-12
Question",-12,-6,math_novar,False,True
(3//8)+9=,10.3,9,0,math_novar,False,False
(9+3)//7=,1.714,1,12,math_novar,False,True
(3*8)*2=,3*(8*,48,24,math_novar,False,False
(2+2)+4=,"8, but 2",8,4,math_novar,False,True
(7-8)*5=,"-5
Fact:",-5,-1,math_novar,False,True
(5//3)-4=,"-1
Fact:",-3,1,math_novar,False,False
(9//2)//3=,1 and 9//(,1,4,math_novar,False,True
(9*9)*2=,162,162,81,math_novar,True,True
(9-4)*5=,"25
Question:",25,5,math_novar,False,True
(3//1)-4=,"-1
Fact:",-1,3,math_novar,False,True
(4*9)+7=,"43
Question:",43,36,math_novar,False,True
(1*3)+3=,"6
Question: What",6,3,math_novar,False,True
(7+9)+8=,7+(9+8,24,16,math_novar,False,False
(6-6)+1=,"1
Fact: (",1,0,math_novar,False,True
(8+1)*5=,"45
Fact:",45,9,math_novar,False,True
(8*3)-5=,"19
Question:",19,24,math_novar,False,True
(9//3)+4=,3+4=,7,3,math_novar,False,False
(9//6)//9=,1//9=,0,1,math_novar,False,False
(3-1)*9=,"18
Question:",18,2,math_novar,False,True
(8*1)*4=,"32
Fact:",32,8,math_novar,False,True
(8+9)//6=,"2. So,",2,17,math_novar,False,True
(1//9)//9=,1//81,0,0,math_novar,False,False
(9-4)*7=,"35
Question:",35,5,math_novar,False,True
(6-2)*5=,"20
Question:",20,4,math_novar,False,True
(3*7)+2=,"23
Question:",23,21,math_novar,False,True
(3+5)-9=,"-1
Question:",-1,8,math_novar,False,True
(1*1)+1=,"2, (2*",2,1,math_novar,False,True
(3+3)*7=,"42
Question:",42,6,math_novar,False,True
(8//9)//6=,8// (9,0,0,math_novar,False,False
(9//5)+7=,10.8,8,1,math_novar,False,True
(6-6)-9=,"-9
Fact:",-9,0,math_novar,False,True
(8*9)//8=,"9, (8*",9,72,math_novar,False,True
(4+5)+3=,4+(5+3,12,9,math_novar,False,False
(2//3)+3=,(2+9)/,3,0,math_novar,False,False
(5+1)//4=,"1.5, but",1,6,math_novar,False,True
(1+1)+3=,"5, (1",5,2,math_novar,False,True
(3+4)*3=,"21
Question:",21,7,math_novar,False,True
(3//9)+2=,2.33,2,0,math_novar,False,True
(8-4)-7=,"-3
Fact:",-3,4,math_novar,False,True
(7*6)*6=,7*(6*6,252,42,math_novar,False,False
(8+1)+4=,8+(1+4,13,9,math_novar,False,False
(5+9)+2=,5+(9+2,16,14,math_novar,False,False
(2+5)+3=,2+(5+3,10,7,math_novar,False,False
(1*4)*4=,"16, (2",16,4,math_novar,False,True
(9+7)-4=,9+(7-,12,16,math_novar,False,False
(6-9)*2=,"-6
Question:",-6,-3,math_novar,False,True
(8//4)+5=,2+5=,7,2,math_novar,False,False
(5//8)-7=,-1.75,-7,0,math_novar,False,False
(9-1)*3=,"24
Fact:",24,8,math_novar,False,True
(1+3)//7=,4//7=,0,4,math_novar,False,False
(1-7)-4=,"-10
Question",-10,-6,math_novar,False,True
(5*3)-3=,"12
Question:",12,15,math_novar,False,True
(5*9)-4=,"41
Question:",41,45,math_novar,False,True
(3-5)-4=,"-6
Question:",-6,-2,math_novar,False,True
(2*2)+8=,"12
Question:",12,4,math_novar,False,True
(8+1)//3=,"3, (8+",3,9,math_novar,False,True
(8*7)*4=,8*(7*,224,56,math_novar,False,False
(3//6)//6=,0.5//,0,0,math_novar,False,True
(6*8)//9=,5.333,5,48,math_novar,False,True
(9+7)+7=,"23
Question:",23,16,math_novar,False,True
(5-4)-6=,"-5
Question:",-5,1,math_novar,False,True
(2*8)//8=,"2, (2*",2,16,math_novar,False,True
(9-8)*7=,"7
Fact:",7,1,math_novar,False,True
(8*1)+2=,"10
Fact:",10,8,math_novar,False,True
(9-2)//2=,"3.5
Fact",3,7,math_novar,False,True
(4-2)+7=,"9
Question: What",9,2,math_novar,False,True
(4//3)*5=,6.666,5,1,math_novar,False,False
(2-3)//1=,"-1, but (",-1,-1,math_novar,False,True
(3//5)*2=,"1.2
Fact",0,0,math_novar,False,False
(4*1)*1=,"4
Fact: (",4,4,math_novar,False,True
(6//8)*4=,"3. So,",0,0,math_novar,False,False
(5+2)//8=,7//8=,0,7,math_novar,False,False
(7+2)-5=,4. What is the,4,9,math_novar,False,True
(6-2)//6=,4/6=,0,4,math_novar,False,False
(9+6)//7=,"1. So,",2,15,math_novar,False,False
(8*7)-9=,"55
Fact:",47,56,math_novar,False,False
(3+3)*9=,"54
Question:",54,6,math_novar,False,True
(7-2)*2=,"10
Fact:",10,5,math_novar,False,True
(1-7)-3=,"-9
Question:",-9,-6,math_novar,False,True
(6*9)-1=,"53
Question:",53,54,math_novar,False,True
(2*7)+2=,"16
Question:",16,14,math_novar,False,True
(3-4)+8=,"7
Question: What",7,-1,math_novar,False,True
(3*6)//9=,"2
Fact: (",2,18,math_novar,False,True
(8+4)-7=,5. What is the,5,12,math_novar,False,True
(9+8)*7=,"119
Fact",119,17,math_novar,False,True
(8+9)*1=,"17
Fact:",17,17,math_novar,False,True
(1+7)//9=,0.88,0,8,math_novar,False,True
(1-2)-7=,"-8
Fact:",-8,-1,math_novar,False,True
(9-1)*6=,"48
Fact:",48,8,math_novar,False,True
