question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
(2//9)*7=,14/9,0,0,math_novar,False,False
(9//6)//6=,"1, but 9",0,1,math_novar,False,False
(1+5)+8=,14.  (,14,6,math_novar,False,True
(6+7)-3=,10. Is the,10,13,math_novar,False,True
(9+6)*7=,91. Is,105,15,math_novar,False,False
(2-5)-4=,-7. Is the,-7,-3,math_novar,False,True
(4//5)-1=,(4//5-,-1,0,math_novar,False,False
(4*9)*1=,36. 4,36,36,math_novar,False,True
(5*7)+5=,40. Is the,40,35,math_novar,False,True
(7//9)*8=,56/9,0,0,math_novar,False,False
(7+5)//8=,1. Is the following,1,12,math_novar,False,True
(7*5)-4=,20+15,31,35,math_novar,False,False
(9+2)*2=,22. Is the,22,11,math_novar,False,True
(3//8)//7=,3// (8*,0,0,math_novar,False,False
(6-2)-8=,-4. Is the,-4,4,math_novar,False,True
(9//6)+8=,1+8=,9,1,math_novar,False,False
(8+9)-5=,12. Is the,12,17,math_novar,False,True
(5//6)-3=,-2.5,-3,0,math_novar,False,False
(4//9)-9=,-9.11,-9,0,math_novar,False,True
(2*5)-1=,9. What is the,9,10,math_novar,False,True
(6*4)//7=,3. What is the,3,24,math_novar,False,True
(8*6)+9=,57. Is the,57,48,math_novar,False,True
(9-6)-1=,2. Is the following,2,3,math_novar,False,True
(8//6)-8=,-8. Is this,-7,1,math_novar,False,False
(5*5)*5=,125.,125,25,math_novar,True,True
(1//8)-3=,-3.12,-3,0,math_novar,False,True
(9//1)*7=,63. Is the,63,9,math_novar,False,True
(6-3)//3=,1. Is this fact,1,3,math_novar,False,True
(7*1)-1=,"6, (7*",6,7,math_novar,False,True
(4*8)*9=,288. Is,288,32,math_novar,False,True
(3*6)*7=,126.,126,18,math_novar,True,True
(3-4)-6=,-7. Is the,-7,-1,math_novar,False,True
(5-4)+3=,4. Is the following,4,1,math_novar,False,True
(2-2)//8=,0. Is this correct,0,0,math_novar,False,True
(1//1)*3=,"3
Fact: (",3,1,math_novar,False,True
(1-8)//3=,"0.5
Fact",-3,-7,math_novar,False,False
(2*7)+6=,"20
Fact:",20,14,math_novar,False,True
(5-1)+4=,8. Is the following,8,4,math_novar,False,True
(4*4)*8=,128.,128,16,math_novar,True,True
(1//4)*8=,2.  (1,0,0,math_novar,False,False
(4+4)//9=,"1.0
Fact",0,8,math_novar,False,True
(8//9)-9=,-9. Is this,-9,0,math_novar,False,True
(2-5)-2=,-5. Is the,-5,-3,math_novar,False,True
(3+6)+5=,14. Is the,14,9,math_novar,False,True
(9-5)*6=,24.  What,24,4,math_novar,False,True
(6//4)-2=,"-1
Fact:",-1,1,math_novar,False,True
(2-7)-7=,-12. Is,-12,-5,math_novar,False,True
(7//1)*8=,56. Is the,56,7,math_novar,False,True
(1*6)-5=,"1. So, the",1,6,math_novar,False,True
(4-3)*9=,9. Is the following,9,1,math_novar,False,True
(9-5)+6=,10. Is the,10,4,math_novar,False,True
(9+5)-4=,10. Is the,10,14,math_novar,False,True
(5+5)-6=,4. Is the following,4,10,math_novar,False,True
(2-2)*8=,0. Is the following,0,0,math_novar,False,True
(2*2)*9=,36. Is the,36,4,math_novar,False,True
(7//5)+8=,1+8=,9,1,math_novar,False,False
(2//8)//4=,(2//4)//,0,0,math_novar,False,False
(7//6)*3=,"3.5
Fact",3,1,math_novar,False,True
(5-7)-5=,-9. Is the,-7,-2,math_novar,False,False
(1//2)//7=,(1//2)//,0,0,math_novar,False,False
(2+4)-6=,0. Is the following,0,6,math_novar,False,True
(7-8)+7=,12. Is the,6,-1,math_novar,False,False
(1-1)*7=,0. Is the following,0,0,math_novar,False,True
(6+6)*4=,48.  What,48,12,math_novar,False,True
(5*1)-4=,"1
Fact: (",1,5,math_novar,False,True
(2+8)//1=,10//1=,10,10,math_novar,False,True
(4*8)-6=,26. Is the,26,32,math_novar,False,True
(5+5)//4=,3. What is the,2,10,math_novar,False,False
(5+3)-6=,2. Which of the,2,8,math_novar,False,True
(8//9)//9=,8//9^2,0,0,math_novar,False,False
(8*9)+8=,8*9+8,80,72,math_novar,False,False
(8-1)+8=,15.  (,15,7,math_novar,False,True
(6*8)-2=,46. Is the,46,48,math_novar,False,True
(3+2)-2=,3. Is the following,3,5,math_novar,False,True
(1//8)-9=,-9.12,-9,0,math_novar,False,True
(6//5)*5=,6. Is this true,5,1,math_novar,False,False
(2+2)*5=,20.  What,20,4,math_novar,False,True
(3-4)*1=,-1. Is the,-1,-1,math_novar,False,True
(9-4)*2=,10. Is the,10,5,math_novar,False,True
(9+1)+7=,17. Is the,17,10,math_novar,False,True
(5//9)//5=,5// (9*,0,0,math_novar,False,False
(1+7)-6=,2.  (1,2,8,math_novar,False,True
(3//8)//2=,3//16.,0,0,math_novar,False,False
(2//2)+9=,10. Is,10,1,math_novar,False,True
(6-9)-1=,-4. Is the,-4,-3,math_novar,False,True
(5-9)+4=,0. Is the following,0,-4,math_novar,False,True
(9-4)//5=,1. Is this correct,1,5,math_novar,False,True
(6-5)//5=,"0.2
Fact",0,1,math_novar,False,True
(2//1)*7=,14. Is the,14,2,math_novar,False,True
(9-1)+8=,16. Is the,16,8,math_novar,False,True
(8//7)-9=,-9. Is this,-8,1,math_novar,False,False
(2*8)-6=,10. Is the,10,16,math_novar,False,True
(6-5)+5=,6. Is the following,6,1,math_novar,False,True
(4-2)//9=,(2)//9=,0,2,math_novar,False,False
(2*8)+1=,17.  What,17,16,math_novar,False,True
(2//7)-5=,-5.28,-5,0,math_novar,False,True
(6//6)-9=,"-9
Fact:",-8,1,math_novar,False,False
(3-1)+7=,9. Is the following,9,2,math_novar,False,True
(4-5)//8=,0.5. Is,-1,-1,math_novar,False,False
(3-6)*4=,-12.,-12,-3,math_novar,True,True
(7//8)//9=,7// (8*,0,0,math_novar,False,False
(6+7)+9=,22. Is the,22,13,math_novar,False,True
(7-4)+3=,6. Is the following,6,3,math_novar,False,True
(7*1)-4=,3. 7*,3,7,math_novar,False,True
(2*3)*7=,42.  (,42,6,math_novar,False,True
(9+5)-7=,7. Is the following,7,14,math_novar,False,True
(5+4)*3=,39. Is,27,9,math_novar,False,False
(7+8)+7=,22. Is the,22,15,math_novar,False,True
(3+2)*8=,40.  What,40,5,math_novar,False,True
(5-4)//9=,1/9. Is,0,1,math_novar,False,False
(3*6)//1=,18.  (,18,18,math_novar,False,True
(2*8)*6=,96. 2,96,16,math_novar,False,True
(8*9)//6=,12.  What,12,72,math_novar,False,True
(6-5)//1=,1. Is this a,1,1,math_novar,False,True
(3-5)//9=,(3-5)/,-1,-2,math_novar,False,False
(5*7)-1=,34.  What,34,35,math_novar,False,True
(9-2)+3=,10. Is the,10,7,math_novar,False,True
(5//1)*2=,10. Is the,10,5,math_novar,False,True
(2-4)-8=,"-10
Fact",-10,-2,math_novar,False,True
(1-2)+1=,0. Is the following,0,-1,math_novar,False,True
(5*5)//5=,5. Is this fact,5,25,math_novar,False,True
(9*1)-7=,2.  (9,2,9,math_novar,False,True
(5-6)+9=,8. Is the following,8,-1,math_novar,False,True
(1-1)-4=,-4. Is the,-4,0,math_novar,False,True
(1-1)//9=,"0, (1-",0,0,math_novar,False,True
(2+7)//5=,"1.8
Fact",1,9,math_novar,False,True
(1-7)*6=,-36. What,-36,-6,math_novar,False,True
(9*1)+5=,14.  (,14,9,math_novar,False,True
(7//1)+8=,15. Is,15,7,math_novar,False,True
(6//5)+4=,5. 6,5,1,math_novar,False,True
(1//2)//4=,1//8. Is,0,0,math_novar,False,False
(8//5)*7=,7. 8,7,1,math_novar,False,True
(9*6)+1=,55. 5,55,54,math_novar,False,True
(6+1)-2=,5. Is the following,5,7,math_novar,False,True
(8//2)//8=,"0, but 8",0,4,math_novar,False,True
(9-1)//4=,2. Is this fact,2,8,math_novar,False,True
(6+8)*5=,70.  What,70,14,math_novar,False,True
(3-5)*8=,"-16
Fact",-16,-2,math_novar,False,True
(5-3)+6=,8. Is the following,8,2,math_novar,False,True
(4//7)*7=,"4. So,",0,0,math_novar,False,False
(2-3)-3=,-4. Is the,-4,-1,math_novar,False,True
(8+9)-4=,13. Is the,13,17,math_novar,False,True
(9+2)*9=,99. Is the,99,11,math_novar,False,True
(4+1)-6=,-1. Is the,-1,5,math_novar,False,True
(3*2)*3=,18. Is,18,6,math_novar,False,True
(4-1)-6=,-3. Is the,-3,3,math_novar,False,True
(9*3)//4=,5.5.5,6,27,math_novar,False,False
(3*3)//6=,"2.5
Wait",1,9,math_novar,False,False
(3*7)+7=,28. Is the,28,21,math_novar,False,True
(3+5)-8=,0. Is the following,0,8,math_novar,False,True
(3*4)*5=,12*5=,60,12,math_novar,False,False
(2//6)*2=,2//6*,0,0,math_novar,False,False
(4-1)-9=,-6. Is the,-6,3,math_novar,False,True
(8+2)-1=,9. Is the following,9,10,math_novar,False,True
(8+2)-8=,2. Is the following,2,10,math_novar,False,True
(9-7)//2=,1. Is this correct,1,2,math_novar,False,True
(8*3)+4=,28. Is the,28,24,math_novar,False,True
(6-9)//6=,-3//6=,-1,-3,math_novar,False,False
(8+3)//6=,2. Is the following,1,11,math_novar,False,False
(1*4)+9=,"13, (2",13,4,math_novar,False,True
(8//6)//4=,"1, but 8",0,1,math_novar,False,False
(8+2)+7=,17. Is the,17,10,math_novar,False,True
(8*6)*9=,432.,432,48,math_novar,True,True
(7//3)//6=,(7//3)//,0,2,math_novar,False,False
(1//3)+5=,(1//3)+,5,0,math_novar,False,False
(1+8)-3=,6.  (1,6,9,math_novar,False,True
(7+9)*8=,16*8,128,16,math_novar,False,False
(6+5)*4=,44. Is the,44,11,math_novar,False,True
(5-6)-8=,-9. Is the,-9,-1,math_novar,False,True
(6-2)//8=,1. Is this correct,0,4,math_novar,False,False
(3-1)*4=,8. Is the following,8,2,math_novar,False,True
(4//5)//3=,(4//3)//,0,0,math_novar,False,False
(2-6)+1=,-3. Is the,-3,-4,math_novar,False,True
(4+4)//2=,4. Is this true,4,8,math_novar,False,True
(2-8)-9=,-15. Is,-15,-6,math_novar,False,True
(4*7)-5=,23. Is the,23,28,math_novar,False,True
(7+6)//1=,"13, (7",13,13,math_novar,False,True
(6*3)+7=,25. What is,25,18,math_novar,False,True
(7*2)//7=,2. Is the following,2,14,math_novar,False,True
(7-3)*8=,32. Is the,32,4,math_novar,False,True
(7+3)-2=,8. Is the following,8,10,math_novar,False,True
(1*4)//2=,"2, (2*",2,4,math_novar,False,True
(6//8)+1=,1.5. Is,1,0,math_novar,False,True
(8//9)//8=,"0 in Python, but",0,0,math_novar,False,True
(7-1)+5=,11. Is the,11,6,math_novar,False,True
(5+8)*9=,117.,117,13,math_novar,True,True
(6+2)-8=,0. Is the following,0,8,math_novar,False,True
(8-5)*3=,9. Is the following,9,3,math_novar,False,True
(6*8)-8=,40. Is,40,48,math_novar,False,True
(6-4)*6=,12. Is the,12,2,math_novar,False,True
(8-6)+7=,9. Is the following,9,2,math_novar,False,True
(2//8)+2=,(2//8)+,2,0,math_novar,False,True
(3+4)-2=,5. Is the following,5,7,math_novar,False,True
(3//8)*2=,3/4.,0,0,math_novar,False,False
(5//2)//6=,1//6=0,0,2,math_novar,False,True
(9*4)*4=,144.,144,36,math_novar,True,True
(6-1)*7=,35.  What,35,5,math_novar,False,True
(1*4)//3=,1.333,1,4,math_novar,False,True
(2*3)+6=,12. Is the,12,6,math_novar,False,True
(1//5)*4=,"0.8
Fact",0,0,math_novar,False,True
(3*1)*4=,"12, (3",12,3,math_novar,False,True
(6//2)//9=,(6//2)//,0,3,math_novar,False,False
(8//5)+3=,3. What is the,4,1,math_novar,False,False
(8*4)*8=,8*(4*,256,32,math_novar,False,False
(2+2)//7=,0.571,0,4,math_novar,False,True
(4-8)+6=,2. Is the following,2,-4,math_novar,False,True
(6+6)-1=,11. Is the,11,12,math_novar,False,True
(1//6)*5=,5/6. Is,0,0,math_novar,False,False
(7+3)//9=,1.111,1,10,math_novar,False,True
(7-2)*8=,40.  What,40,5,math_novar,False,True
(3+1)-9=,-5. Is the,-5,4,math_novar,False,True
(9//4)-7=,-6. Let's,-5,2,math_novar,False,False
(8-3)+8=,13. Is the,13,5,math_novar,False,True
(8-6)//6=,0.2. Is,0,2,math_novar,False,True
(7+1)+2=,10. Is the,10,8,math_novar,False,True
(4//6)-6=,-6. Is this,-6,0,math_novar,False,True
(1//3)-2=,-2.33,-2,0,math_novar,False,True
(5-2)//1=,3. Is the following,3,3,math_novar,False,True
(4//2)-5=,-3. Is the,-3,2,math_novar,False,True
(4//9)*7=,2.666,0,0,math_novar,False,False
(5*3)-5=,10. Is the,10,15,math_novar,False,True
(5-5)+6=,6. Is the following,6,0,math_novar,False,True
(2+5)//9=,1.0. What,0,7,math_novar,False,True
(1-4)-4=,-4. (1,-7,-3,math_novar,False,False
(2+5)+5=,12. 2,12,7,math_novar,False,True
(6*9)//5=,10.8,10,54,math_novar,False,True
(4*1)-4=,"0. So,",0,4,math_novar,False,True
(2+9)*9=,99. Is the,99,11,math_novar,False,True
(1//6)*4=,2/3.,0,0,math_novar,False,False
(5+5)*1=,10.  (,10,10,math_novar,False,True
(4*5)-1=,19. Is the,19,20,math_novar,False,True
(1+9)+1=,"11, (1",11,10,math_novar,False,True
(9-5)//4=,1. Is the following,1,4,math_novar,False,True
(1//7)//6=,"1//42,",0,0,math_novar,False,False
(3//6)+5=,5. 3,5,0,math_novar,False,True
(7-3)*4=,16. Is the,16,4,math_novar,False,True
(8*7)//8=,"7. So, the",7,56,math_novar,False,True
(8-9)-4=,-5. Is the,-5,-1,math_novar,False,True
(5*2)-3=,7. Is the following,7,10,math_novar,False,True
(4*6)+9=,33.  What,33,24,math_novar,False,True
(4-8)*8=,-32. Is,-32,-4,math_novar,False,True
(8*8)+9=,73. 7,73,64,math_novar,False,True
(4+9)*2=,26. Is the,26,13,math_novar,False,True
(3-8)//7=,(3-8)/,-1,-5,math_novar,False,False
(8//4)//8=,(8//4)//,0,2,math_novar,False,False
(9*4)//7=,4.285,5,36,math_novar,False,True
(6*9)*9=,486. Is,486,54,math_novar,False,True
(9+9)//2=,9. Is this true,9,18,math_novar,False,True
(4+6)-3=,7. Is the following,7,10,math_novar,False,True
(3-5)*1=,3-5*1,-2,-2,math_novar,False,False
(8*3)+3=,27.  What,27,24,math_novar,False,True
(3*5)*8=,120.,120,15,math_novar,True,True
(4//6)*3=,2. Is the following,0,0,math_novar,False,False
(2//7)//1=,2//7. Is,0,0,math_novar,False,False
(3+2)-9=,-4. Is the,-4,5,math_novar,False,True
(4+1)-9=,-4. Is the,-4,5,math_novar,False,True
(1-3)+3=,"1, (1-",1,-2,math_novar,False,True
(2+2)*8=,32. Is the,32,4,math_novar,False,True
(8//7)//8=,"0 in Python, but",0,1,math_novar,False,True
(8*8)*7=,448.,448,64,math_novar,True,True
(7*1)+4=,11. 7,11,7,math_novar,False,True
(6*7)+9=,51. Is the,51,42,math_novar,False,True
(6+9)+5=,20. Is the,20,15,math_novar,False,True
(7//1)//2=,"3, (7//",3,7,math_novar,False,True
(9+8)-2=,15. Is the,15,17,math_novar,False,True
(1*4)-4=,"0, (2*",0,4,math_novar,False,True
(2+6)-3=,5. Is the following,5,8,math_novar,False,True
(2+1)//3=,"1.0
Fact",1,3,math_novar,False,True
(1+8)*2=,18. Is the,18,9,math_novar,False,True
(1+4)-8=,-3.  (,-3,5,math_novar,False,True
(2//6)*3=,1. Is the following,0,0,math_novar,False,False
(5*1)*9=,"45, (5",45,5,math_novar,False,True
(3-7)*9=,-36. Is,-36,-4,math_novar,False,True
(6//3)+6=,8. Is the,8,2,math_novar,False,True
(6-8)//7=,1. Is this correct,-1,-2,math_novar,False,False
(1+2)*8=,24.  (,24,3,math_novar,False,True
(7-7)//7=,0. Is this correct,0,0,math_novar,False,True
(9-5)-6=,"-2
Fact:",-2,4,math_novar,False,True
(6+1)//5=,"1.4
Fact",1,7,math_novar,False,True
(7+8)*9=,135.,135,15,math_novar,True,True
(7-2)-9=,-5. Is the,-4,5,math_novar,False,False
(5-7)-3=,-5. Is the,-5,-2,math_novar,False,True
(5-7)//7=,-2/7.,-1,-2,math_novar,False,False
(8-8)-9=,-9. Is the,-9,0,math_novar,False,True
(9+1)+6=,16. Is the,16,10,math_novar,False,True
(5-8)*3=,-9. Is the,-9,-3,math_novar,False,True
(1*4)+3=,"7, (2*",7,4,math_novar,False,True
(3+1)*5=,20.  What,20,4,math_novar,False,True
(4//8)+7=,7.0,7,0,math_novar,False,True
(7+4)-6=,5. Is the following,5,11,math_novar,False,True
(6*4)//1=,24.  (,24,24,math_novar,False,True
(1+2)-9=,-8. Is the,-6,3,math_novar,False,False
(1+1)-6=,"-4
Fact:",-4,2,math_novar,False,True
(3*6)+6=,24.  What,24,18,math_novar,False,True
(4//9)-4=,-4.0,-4,0,math_novar,False,True
(3//9)*9=,"3. So,",0,0,math_novar,False,False
(2-5)*4=,-12.,-12,-3,math_novar,True,True
(5*8)//3=,13.33,13,40,math_novar,False,True
(2*2)+6=,"10
Fact:",10,4,math_novar,False,True
(9*6)-2=,52. Is the,52,54,math_novar,False,True
(6//3)//7=,(6//3)//,0,2,math_novar,False,False
(8//5)//6=,(8//5)//,0,1,math_novar,False,False
(9-5)//7=,4//7=,0,4,math_novar,False,False
(3//1)-7=,-4. Is the,-4,3,math_novar,False,True
(2//8)-9=,-10. Is,-9,0,math_novar,False,False
(2*8)*7=,112.,112,16,math_novar,True,True
(5//3)*7=,1*7=,7,1,math_novar,False,True
(2//4)-5=,-5. Is the,-5,0,math_novar,False,True
(9*1)*4=,36.  (,36,9,math_novar,False,True
(6//4)+1=,2. Is the following,2,1,math_novar,False,True
(2//9)+6=,(2//9)+,6,0,math_novar,False,False
(8-1)-1=,6. Is the following,6,7,math_novar,False,True
(8*5)+5=,45. 4,45,40,math_novar,False,True
(8+2)+5=,15. Is the,15,10,math_novar,False,True
(4*2)+1=,9.  What is,9,8,math_novar,False,True
(2-6)//3=,-2. Is this,-2,-4,math_novar,False,True
(7+6)-4=,9. Is the following,9,13,math_novar,False,True
(1+5)*3=,18.  (,18,6,math_novar,False,True
(4//7)-4=,-4. Is this,-4,0,math_novar,False,True
(3+5)+9=,17. 3,17,8,math_novar,False,True
(7+1)+4=,12. Is the,12,8,math_novar,False,True
(6*2)//7=,1.714,1,12,math_novar,False,True
(2+3)//6=,"1.0
Fact",0,5,math_novar,False,True
(2+5)*8=,56. Is the,56,7,math_novar,False,True
(2*8)*5=,80. 2,80,16,math_novar,False,True
(6+4)*4=,40. Is the,40,10,math_novar,False,True
(4-8)*3=,-12. What,-12,-4,math_novar,False,True
(1//7)//4=,(1//4)//,0,0,math_novar,False,False
(5-2)//9=,1. Is this correct,0,3,math_novar,False,False
(2+1)//9=,0.333,0,3,math_novar,False,True
(2*7)-7=,7. Is the following,7,14,math_novar,False,True
(3//1)//2=,"1, (3//",1,3,math_novar,False,True
(9//4)+2=,(9//4)+,4,2,math_novar,False,True
(8//5)-3=,-2. Let's,-2,1,math_novar,False,True
(7-7)-1=,-1. Is the,-1,0,math_novar,False,True
(2//3)-3=,-3.16,-3,0,math_novar,False,True
(8*1)//3=,2.666,2,8,math_novar,False,True
(6-9)*6=,-18. Is,-18,-3,math_novar,False,True
(7+8)-4=,11. Is the,11,15,math_novar,False,True
(5+8)*6=,78. Is the,78,13,math_novar,False,True
(5+7)//4=,3. Is the following,3,12,math_novar,False,True
(1-3)//8=,0.125,-1,-2,math_novar,False,False
(6-4)-3=,-1. Is the,-1,2,math_novar,False,True
(3//3)//9=,1//9=1,0,1,math_novar,False,False
(9-3)-5=,1. Is the following,1,6,math_novar,False,True
(5*6)*1=,30. Is the,30,30,math_novar,False,True
(9+2)//2=,5.5. Is,5,11,math_novar,False,True
(9+9)//4=,4.5. But,4,18,math_novar,False,True
(2*8)-7=,9. Is the following,9,16,math_novar,False,True
(2+9)+5=,16. Is the,16,11,math_novar,False,True
(8+5)*5=,65. Is the,65,13,math_novar,False,True
(6//3)*5=,10. Is the,10,2,math_novar,False,True
(4*5)*6=,20*6=,120,20,math_novar,False,False
(7-2)-1=,4. Is the following,4,5,math_novar,False,True
(6-1)+2=,7. Is the following,7,5,math_novar,False,True
(6//4)+8=,10. Is,9,1,math_novar,False,False
(4+5)*1=,9*1=9,9,9,math_novar,False,True
(9//8)*6=,6.375,6,1,math_novar,False,True
(4*4)//8=,2.5. Is,2,16,math_novar,False,True
(7//9)+1=,1. (7//,1,0,math_novar,False,True
(6-6)+6=,6. Is the following,6,0,math_novar,False,True
(9//7)+1=,2. Is the following,2,1,math_novar,False,True
(3//7)-7=,-7.0,-7,0,math_novar,False,True
(8//3)-1=,1. Is the following,1,2,math_novar,False,True
(6//2)//5=,"1, but 6",0,3,math_novar,False,False
(3//1)-5=,-2. Is the,-2,3,math_novar,False,True
(3*5)-6=,9. Is the following,9,15,math_novar,False,True
(8+9)-6=,11. Is the,11,17,math_novar,False,True
(5*6)//2=,15.  What,15,30,math_novar,False,True
(9//8)*5=,5.625,5,1,math_novar,False,True
(8*6)//9=,4.8,5,48,math_novar,False,False
(9//9)-2=,(9//9)-,-1,1,math_novar,False,False
(2//4)//4=,2//4//4,0,0,math_novar,False,False
(8//2)*3=,12. Is the,12,4,math_novar,False,True
(3+1)+1=,5. Is the following,5,4,math_novar,False,True
(5//7)+6=,(5//7)+,6,0,math_novar,False,False
(1+8)+3=,12. (1,12,9,math_novar,False,True
(3*1)-1=,"2, (3*",2,3,math_novar,False,True
(4+7)//7=,1. Is the following,1,11,math_novar,False,True
(6*5)//9=,"3.0
Fact",3,30,math_novar,False,True
(5*7)+2=,37.  What,37,35,math_novar,False,True
(6*6)+7=,43.  What,43,36,math_novar,False,True
(5-8)*6=,-18. Is,-18,-3,math_novar,False,True
(2//5)-6=,-6.2,-6,0,math_novar,False,True
(6-8)+8=,6. Is this true,6,-2,math_novar,False,True
(8//1)+1=,8+1=,9,8,math_novar,False,False
(2*1)+1=,3.  (2,3,2,math_novar,False,True
(2+5)//8=,1.0. What,0,7,math_novar,False,True
(4+6)-1=,9. Is the following,9,10,math_novar,False,True
(1-2)+6=,5.  The question,5,-1,math_novar,False,True
(2*4)-9=,-1. Is the,-1,8,math_novar,False,True
(9+5)//9=,1.444,1,14,math_novar,False,True
(9//3)*3=,9. Is the following,9,3,math_novar,False,True
(5-7)*6=,-12. Is,-12,-2,math_novar,False,True
(4*2)-7=,1. Is the following,1,8,math_novar,False,True
(6+8)//9=,1.444,1,14,math_novar,False,True
(4+6)//7=,1. Is the following,1,10,math_novar,False,True
(6+3)//1=,9.  What is,9,9,math_novar,False,True
(4*1)//5=,"0.8, (",0,4,math_novar,False,True
(7+5)*7=,84. Is the,84,12,math_novar,False,True
(1+9)+5=,15. (1,15,10,math_novar,False,True
(6-3)//6=,0.5. Is,0,3,math_novar,False,True
(1-4)//3=,0.333,-1,-3,math_novar,False,False
(8*2)//5=,3.2. But,3,16,math_novar,False,True
(6-3)//9=,3//9=,0,3,math_novar,False,False
(2//2)*8=,8. Is the,8,1,math_novar,False,True
(1//2)//3=,1//2//3,0,0,math_novar,False,False
(8*9)-1=,64-1=,71,72,math_novar,False,False
(2+4)//6=,"1.0
Fact",1,6,math_novar,False,True
(1*1)//1=,"1, (2*",1,1,math_novar,False,True
(9+2)//9=,1.222,1,11,math_novar,False,True
(4//8)//4=,0 in Python. But,0,0,math_novar,False,True
(3+9)//1=,12. 3,12,12,math_novar,False,True
(5//4)*6=,7.5.,6,1,math_novar,False,False
(9*4)+8=,44.  What,44,36,math_novar,False,True
(6+2)+5=,13. Is the,13,8,math_novar,False,True
(4-5)*8=,-8. Is the,-8,-1,math_novar,False,True
(9*4)+7=,43. Is the,43,36,math_novar,False,True
(7+4)-1=,10. Is the,10,11,math_novar,False,True
(6+4)//3=,3.333,3,10,math_novar,False,True
(7//2)+2=,3+2=,5,3,math_novar,False,False
(3+1)//3=,"1.4
Fact",1,4,math_novar,False,True
(6+5)-3=,8. Is the following,8,11,math_novar,False,True
(5//5)*6=,6. Is the following,6,1,math_novar,False,True
(4//7)+6=,(4//7)+,6,0,math_novar,False,False
(6//8)//9=,(6//9)//,0,0,math_novar,False,False
(5//2)+3=,(5//2)+,5,2,math_novar,False,True
(1//2)*5=,"2.5
Fact",0,0,math_novar,False,False
(6+6)//7=,1.571,1,12,math_novar,False,True
(8*3)+7=,31. Is the,31,24,math_novar,False,True
(6//5)*7=,8.4,7,1,math_novar,False,False
(6//5)//5=,1//5=0,0,1,math_novar,False,True
(1//3)*1=,"1/3, (",0,0,math_novar,False,False
(4*3)*8=,4*(3*8,96,12,math_novar,False,False
(8-8)+9=,9. Is the following,9,0,math_novar,False,True
(5*8)+7=,47. Is the,47,40,math_novar,False,True
(7*2)-7=,7. Is this a,7,14,math_novar,False,True
(4//5)+1=,"1.6
Fact",1,0,math_novar,False,True
(6+8)//1=,14.  (,14,14,math_novar,False,True
(2+5)+6=,13.  What,13,7,math_novar,False,True
(7-9)-9=,-11. Is,-11,-2,math_novar,False,True
(1+7)+9=,17.  (,17,8,math_novar,False,True
(6+2)*4=,32. Is the,32,8,math_novar,False,True
(4+9)+2=,15. Is the,15,13,math_novar,False,True
(7-5)*9=,18. Is the,18,2,math_novar,False,True
(9-1)+5=,13. Is the,13,8,math_novar,False,True
(8//3)-3=,-2. Is the,-1,2,math_novar,False,False
(6-2)*1=,4.  (6,4,4,math_novar,False,True
(8*5)-9=,21.  What,31,40,math_novar,False,False
(7+1)*1=,"8, (7+",8,8,math_novar,False,True
(2+3)//5=,"1.0
Fact",1,5,math_novar,False,True
(9*3)-8=,19. Is the,19,27,math_novar,False,True
(6//2)-7=,-5. Is the,-4,3,math_novar,False,False
(8//9)//3=,(8//9)//,0,0,math_novar,False,False
(8-6)+1=,3. Is the following,3,2,math_novar,False,True
(5*8)//1=,40.  (,40,40,math_novar,False,True
(2-6)+7=,(2+7)-,3,-4,math_novar,False,False
(4*7)-2=,26. Is the,26,28,math_novar,False,True
(2+6)+4=,12.  (,12,8,math_novar,False,True
(5-6)*6=,18. Is,-6,-1,math_novar,False,False
(9+1)-6=,4. Is the following,4,10,math_novar,False,True
(6-1)+5=,10. Is the,10,5,math_novar,False,True
(9//1)//9=,"1, (9//",1,9,math_novar,False,True
(3+5)*6=,48. Is the,48,8,math_novar,False,True
(1+2)-5=,-2. Is the,-2,3,math_novar,False,True
(4-5)-1=,-2. Is the,-2,-1,math_novar,False,True
(2+5)//6=,"1.0
Fact",1,7,math_novar,False,True
(4//7)+1=,1.571,1,0,math_novar,False,True
(5//7)//4=,5// (7//,0,0,math_novar,False,False
(2+8)+3=,13. Is the,13,10,math_novar,False,True
(1-7)//7=,0.714,-1,-6,math_novar,False,False
(5*2)+3=,13. Is the,13,10,math_novar,False,True
(7+2)-2=,7. Is this true,7,9,math_novar,False,True
(5+2)//6=,1.166,1,7,math_novar,False,True
(5-7)//4=,-0.5,-1,-2,math_novar,False,False
(2//1)//1=,2//1=2,2,2,math_novar,False,True
(4*5)-7=,13. Is the,13,20,math_novar,False,True
(4+4)+8=,16. Is the,16,8,math_novar,False,True
(8+9)-3=,14. Is the,14,17,math_novar,False,True
(1-8)*7=,"-49
Fact",-49,-7,math_novar,False,True
(8*7)//7=,"8. So, the",8,56,math_novar,False,True
(2//7)*3=,1.71,0,0,math_novar,False,False
(3-4)+7=,6. Is the following,6,-1,math_novar,False,True
(7*2)*7=,7*(2*7,98,14,math_novar,False,False
(5//6)//7=,5//42.,0,0,math_novar,False,False
(9*6)//3=,18.  What,18,54,math_novar,False,True
(3*5)//5=,"3. So, the",3,15,math_novar,False,True
(1+4)+3=,8.  (1,8,5,math_novar,False,True
(4-3)+1=,2. Is the following,2,1,math_novar,False,True
(7-9)-8=,-10. Is,-10,-2,math_novar,False,True
