,Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
153,agua,water,el,el,True,agua,True,agua,True,0.98828125,0.9765625,0.71875,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es
155,despertador,alarmclock,el,el,True,de,True,cam,False,0.6953125,0.6171875,0.87109375,malteada,milkshake,la,La bebida espesa hecha con helado y leche es la malteada,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es
157,brazos,arms,los,las,False,braz,True,manos,False,0.71875,0.7890625,0.984375,bota,boot,la,El calzado alto que cubre el tobillo es la bota,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son
158,flecha,arrow,la,la,True,fle,True,fle,True,0.91796875,0.99609375,0.734375,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es
159,cenicero,ashtray,el,el,True,c,True,c,True,0.50390625,0.8359375,0.87890625,esponja,sponge,la,El objeto que absorbe agua para limpiar es la esponja,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es
160,gaita,bagpipe,la,el,False,fl,False,__,False,0.796875,0.322265625,0.3203125,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es
161,mora,blackberry,la,la,True,u,False,dur,False,0.89453125,0.78125,0.29296875,bebé,baby,el,El niño muy pequeño que llora y necesita cuidados es el bebé,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es
163,puente,bridge,el,un,False,pu,True,p,True,0.40234375,0.703125,0.7109375,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es
165,pizarrón,chalkboard,el,el,True,p,True,p,True,0.70703125,0.953125,0.984375,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. La superficie negra donde escribes con gis es
168,ardilla listada,chipmunk,la,el,False,r,False,rat,False,0.5859375,0.6875,0.6015625,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El roedor pequeño con rayas en el lomo es
170,abrigo,coat,el,el,True,ab,True,cha,False,0.365234375,0.9765625,0.96484375,berenjena,eggplant,la,La verdura morada grande y brillante es la berenjena,La verdura morada grande y brillante es la berenjena. La prenda gruesa que te pones cuando hace frío es
171,algodón,cotton,el,el,True,alg,True,sed,False,0.78515625,0.734375,0.58984375,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. La fibra suave blanca que sale de una planta es
173,caballete,easel,el,el,True,tab,False,tabla,False,0.7734375,0.451171875,0.5625,yate,yacht,el,La embarcación lujosa de recreo es el yate,La embarcación lujosa de recreo es el yate. El soporte de madera donde los pintores ponen lienzos es
174,huevo,egg,el,el,True,h,True,cl,False,0.97265625,0.2373046875,0.10791015625,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. El óvalo blanco que ponen las gallinas es
178,harina,flour,la,el,False,har,True,az,False,0.609375,0.6796875,0.16796875,bote,canister,el,El recipiente cilíndrico con tapa es el bote,El recipiente cilíndrico con tapa es el bote. El polvo blanco que usas para hacer pan es
179,zorro,fox,el,el,True,z,True,ard,False,0.89453125,0.640625,0.142578125,espina,thorn,la,La púa afilada que tienen algunas plantas es la espina,La púa afilada que tienen algunas plantas es la espina. El animal astuto de cola peluda y orejas puntiagudas es
180,guante,glove,el,el,True,gu,True,gu,True,0.828125,0.9765625,0.62109375,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La prenda que protege y calienta las manos es
181,gorila,gorilla,el,el,True,t,False,t,False,0.9453125,0.20703125,0.330078125,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El simio grande y fuerte que vive en la selva es
183,cabello,hair,el,el,True,cabel,True,cabel,True,0.74609375,0.87890625,0.298828125,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. Los hilos que crecen en tu cabeza es
184,secador de pelo,hairdryer,el,el,True,sec,True,plan,False,0.75390625,0.984375,0.75,helecho,fern,el,La planta verde sin flores que crece en lugares húmedos es el helecho,La planta verde sin flores que crece en lugares húmedos es el helecho. El aparato que sopla aire caliente para secar cabello es
185,huella de mano,handprint,la,el,False,hu,True,t,False,0.68359375,0.96484375,0.1220703125,estante,shelf,el,La tabla horizontal donde pones libros es el estante,La tabla horizontal donde pones libros es el estante. La marca que deja tu mano en pintura es
186,faro,headlight,el,la,False,far,True,far,True,0.53125,0.8515625,0.40234375,jabalí,warthog,el,El cerdo salvaje con colmillos y verrugas es el jabalí,El cerdo salvaje con colmillos y verrugas es el jabalí. La luz delantera que ilumina el camino en autos es
188,cocina,kitchen,la,el,False,cocina,True,com,False,0.484375,0.94921875,0.400390625,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. El cuarto donde preparas la comida es
189,gatito,kitty,el,un,False,g,True,p,False,0.404296875,0.77734375,0.19921875,pirámide,pyramid,la,La construcción triangular de los faraones es la pirámide,La construcción triangular de los faraones es la pirámide. El gato bebé pequeño y juguetón es
190,cordero,lamb,el,el,True,c,True,o,False,0.88671875,0.640625,0.87109375,pingüino,penguin,el,El ave que no vuela y vive en lugares fríos es el pingüino,El ave que no vuela y vive en lugares fríos es el pingüino. El bebé de la oveja que bala tiernamente es
191,lámpara,lamp,la,la,True,lá,True,______,False,0.8203125,0.71484375,0.154296875,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que da luz eléctrica en tu cuarto es
192,cortacésped,lawnmower,el,la,False,cort,True,máquina,False,0.53515625,0.35546875,0.2265625,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. La máquina que corta el pasto del jardín es
193,lechuga,lettuce,la,la,True,le,True,br,False,0.75390625,0.8125,0.33984375,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. La verdura verde de hojas que comes en ensaladas es
195,gusano,maggot,el,el,True,h,False,lar,False,0.470703125,0.72265625,0.447265625,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es
196,malteada,milkshake,la,la,True,n,False,chocolate,False,0.59765625,0.494140625,0.33203125,portón,gate,el,La puerta grande que cierra el patio es el portón,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es
197,espejo,mirror,el,el,True,es,True,que,False,0.326171875,0.37890625,0.248046875,pez ángel,angelfish,el,El pez tropical con rayas que nada elegantemente es el pez ángel,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es
200,motocicleta,motorcycle,la,el,False,mot,True,mot,True,0.59765625,0.890625,0.82421875,cucaracha,cockroach,la,El insecto marrón que aparece en cocinas sucias es la cucaracha,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es
201,horno,oven,el,la,False,h,True,o,False,0.66796875,0.98046875,0.15625,canasta,basket,la,El recipiente tejido donde guardas frutas o ropa es la canasta,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es
202,pastel,pastry,el,el,True,past,True,g,False,0.90234375,0.94921875,0.90625,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es
204,viga,rafter,la,un,False,parte,False,p,False,0.404296875,0.1962890625,0.140625,brazos,arms,los,Las extremidades que usas para cargar cosas son los brazos,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es
205,lluvia,rain,la,la,True,ll,True,ll,True,0.9609375,0.96875,0.27734375,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es
206,pasa,raisin,la,la,True,u,False,pas,True,0.609375,0.625,0.33984375,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es
207,ensalada,salad,la,el,False,ens,True,cal,False,0.875,0.6875,0.10595703125,trineo,sled,el,El vehículo que se desliza sobre la nieve es el trineo,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es
208,bufanda,scarf,la,el,False,cam,False,pa,False,0.48046875,0.31640625,0.6484375,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es
209,zapato,shoe,el,el,True,zap,True,z,True,0.640625,0.53125,0.609375,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es
210,pala,shovel,la,un,False,p,True,...,False,0.298828125,0.89453125,0.1669921875,perro,dog,el,El animal doméstico fiel que ladra y mueve la cola es el perro,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es
211,esqueleto,skeleton,el,el,True,es,True,columna,False,0.734375,0.5859375,0.59375,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es
212,quitanieves,snowplow,el,el,True,...,False,esc,False,0.443359375,0.1962890625,0.1611328125,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es
213,refresco,soda,el,la,False,ref,True,soda,False,0.91796875,0.99609375,0.890625,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es
214,araña,spider,la,el,False,ar,True,ar,True,0.484375,0.96875,0.2890625,postre,dessert,el,El dulce que comes al final de la comida es el postre,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es
215,traje,suit,el,la,False,tr,True,,True,0.47265625,0.3515625,0.412109375,toronja,grapefruit,la,La fruta cítrica grande de sabor amargo es la toronja,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es
216,maleta,suitcase,la,la,True,ma,True,ma,True,0.7265625,0.95703125,0.765625,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es
218,inodoro,toilet,el,el,True,in,True,ba,False,0.57421875,0.88671875,0.66015625,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es
219,pasta de dientes,toothpaste,la,el,False,pasta,True,dent,False,0.47265625,0.62109375,0.37109375,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es
221,nuez,walnut,la,el,False,nue,True,nue,True,0.7265625,0.96484375,0.6796875,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es
222,cera,wax,la,la,True,mi,False,mi,False,0.7421875,1.0,0.7109375,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es
223,yate,yacht,el,el,True,y,True,embar,False,0.3203125,0.78515625,0.345703125,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es
224,bellota,acorn,la,la,True,nue,False,ro,False,0.49609375,0.88671875,0.8671875,destapacaños,plunger,el,La herramienta que destapa tuberías tapadas es el destapacaños,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es
225,avión,airplane,el,el,True,av,True,a,True,0.83203125,0.984375,0.796875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es
227,anchoa,anchovy,la,el,False,al,False,at,False,0.93359375,0.2314453125,0.1884765625,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es
228,yunque,anvil,el,el,True,h,False,p,False,0.76953125,0.271484375,0.2041015625,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es
229,brazo,arm,el,el,True,braz,True,braz,True,0.99609375,0.99609375,0.98828125,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es
230,ceniza,ash,la,el,False,cen,True,cen,True,0.57421875,1.0,0.82421875,colmena,beehive,la,La casa hexagonal donde viven las abejas es la colmena,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es
233,mochila,backpack,la,la,True,mo,True,mo,True,0.875,0.95703125,0.68359375,cenicero,ashtray,el,El recipiente donde los fumadores apagan cigarrillos es el cenicero,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es
234,pico,beak,el,la,False,p,True,p,True,0.55078125,0.953125,0.470703125,viga,rafter,la,La viga de madera que sostiene el techo es la viga,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es
236,barba,beard,la,el,False,bar,True,big,False,0.94140625,1.0,0.8046875,cisne,swan,el,El ave elegante de cuello largo es el cisne,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es
237,campana,bell,la,el,False,cam,True,tamb,False,0.890625,0.95703125,0.71484375,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es
238,blusa,blouse,la,la,True,bl,True,sujet,False,0.7734375,0.71875,0.86328125,bellota,acorn,la,El fruto del roble que comen las ardillas es la bellota,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es
239,arándano,blueberry,el,la,False,u,False,u,False,0.875,0.4765625,0.953125,tambor,drum,el,El instrumento musical que golpeas con palitos es el tambor,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es
240,bota,boot,la,el,False,bot,True,zap,False,0.890625,0.69140625,0.734375,espárrago,asparagus,el,La verdura verde larga y delgada es el espárrago,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es
241,pulsera,bracelet,la,un,False,per,False,collar,False,0.4453125,0.345703125,0.177734375,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es
243,abejorro,bumblebee,el,la,False,ab,True,ab,True,0.8203125,0.90234375,0.99609375,refrigerador,refrigerator,el,El electrodoméstico que mantiene fría la comida es el refrigerador,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es
244,botón,button,el,la,False,bot,True,c,False,0.443359375,0.92578125,0.375,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es
245,café,cafe,el,la,False,café,True,terr,False,0.51171875,0.2109375,0.53125,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es
247,alfombra,carpet,la,el,False,,True,su,False,0.625,0.27734375,0.173828125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es
248,castillo,castle,el,la,False,pal,False,c,True,0.63671875,0.76953125,0.498046875,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es
249,cueva,cave,la,un,False,cue,True,po,False,0.3515625,0.4140625,0.099609375,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es
250,violonchelo,cello,el,el,True,viol,True,viol,True,0.5859375,0.98828125,0.90234375,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es
251,cucaracha,cockroach,la,el,False,horn,False,pol,False,0.64453125,0.302734375,0.30078125,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es
252,potro,colt,el,el,True,cab,False,j,False,0.74609375,0.330078125,0.134765625,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es
253,maíz,corn,el,el,True,ma,True,ma,True,0.9140625,0.9765625,0.96875,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es
254,vaca,cow,la,el,False,vac,True,vac,True,0.734375,1.0,0.7265625,foco,bulb,el,El objeto que produce luz eléctrica es el foco,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es
255,coyote,coyote,el,el,True,z,False,z,False,0.859375,0.55078125,0.27734375,banqueta,sidewalk,la,El camino peatonal junto a la calle es la banqueta,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es
257,sótano,crawlspace,el,el,True,por,False,terr,False,0.515625,0.515625,0.287109375,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es
258,croissant,croissant,el,el,True,bag,False,bag,False,0.400390625,0.67578125,0.94140625,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es
260,daga,dagger,la,la,True,esp,False,c,False,0.5625,0.42578125,0.7109375,sidra,cider,la,La bebida hecha con jugo de manzana fermentado es la sidra,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es
261,delfín,dolphin,el,el,True,d,True,ball,False,0.890625,0.1484375,0.6015625,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es
262,dona,doughnut,la,el,False,g,False,ch,False,0.74609375,0.404296875,0.373046875,cómoda,dresser,la,El mueble con cajones donde guardas ropa es la cómoda,El mueble con cajones donde guardas ropa es la cómoda. El dulce frito en forma de anillo es
264,cómoda,dresser,la,el,False,mesa,False,arm,False,0.90625,0.1650390625,0.93359375,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. El mueble con cajones donde guardas ropa es
266,baqueta,drumstick,la,el,False,b,True,b,True,0.8203125,0.59375,0.67578125,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. El palo que usas para tocar la batería es
267,lóbulo,earlobe,el,la,False,p,False,que,False,0.380859375,0.0927734375,0.1689453125,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. La parte blanda de abajo de la oreja es
268,arete,earring,el,el,True,are,True,are,True,0.5703125,0.2255859375,0.296875,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La joya que cuelga de las orejas es
269,huella digital,fingerprint,la,la,True,hu,True,s,False,0.4375,0.8984375,0.2578125,pistola,handgun,la,El arma de fuego pequeña que se usa con una mano es la pistola,El arma de fuego pequeña que se usa con una mano es la pistola. La marca única que dejan tus dedos es
271,garaje,garage,el,el,True,est,False,coch,False,0.69140625,0.51953125,0.3671875,tronco,log,el,La madera redonda que cortas del árbol es el tronco,La madera redonda que cortas del árbol es el tronco. El lugar donde guardas el auto es
272,portón,gate,el,la,False,portal,False,pu,False,0.6015625,0.197265625,0.41796875,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La puerta grande que cierra el patio es
274,sierra,hacksaw,la,el,False,si,True,tal,False,0.55078125,0.97265625,0.470703125,serpiente,snake,la,El reptil largo sin patas que se arrastra es la serpiente,El reptil largo sin patas que se arrastra es la serpiente. La herramienta dentada que corta metal es
277,mosca,housefly,la,el,False,ab,False,mosquito,False,0.6484375,0.53125,0.85546875,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El insecto molesto que zumba en casa es
278,colibrí,hummingbird,el,el,True,mur,False,pal,False,0.88671875,0.443359375,0.57421875,águila,eagle,el,El ave rapaz grande con vista muy aguda es el águila,El ave rapaz grande con vista muy aguda es el águila. El ave pequeña que mueve las alas muy rápido es
279,iceberg,iceberg,el,el,True,h,False,gl,False,0.2265625,0.9453125,0.330078125,oreja,ear,la,La parte del cuerpo con la que escuchas sonidos es la oreja,La parte del cuerpo con la que escuchas sonidos es la oreja. La masa de hielo que flota en el océano es
281,isla,island,la,el,False,is,True,mar,False,0.453125,0.98046875,0.515625,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. La tierra rodeada de agua por todos lados es
282,mandíbula,jawbone,la,el,False,mand,True,max,False,0.96875,0.984375,0.984375,gorila,gorilla,el,El simio grande y fuerte que vive en la selva es el gorila,El simio grande y fuerte que vive en la selva es el gorila. El hueso que mueve la boca para masticar es
286,riñón,kidney,el,el,True,ri,True,ri,True,0.76953125,0.99609375,0.80859375,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El órgano que filtra la sangre en tu cuerpo es
287,tapa,lid,la,la,True,tap,True,tap,True,0.4921875,0.99609375,0.9765625,cámara,camera,la,El aparato que usas para tomar fotografías es la cámara,El aparato que usas para tomar fotografías es la cámara. La cubierta que cierra frascos y ollas es
288,faro,lighthouse,el,la,False,far,True,far,True,0.5234375,0.99609375,0.75390625,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. La torre con luz que guía barcos en la noche es
289,lima,lime,la,la,True,n,False,lim,True,0.703125,0.921875,0.88671875,tetera,teapot,la,La vasija con pico donde preparas té es la tetera,La vasija con pico donde preparas té es la tetera. La fruta cítrica verde pequeña es
291,león,lion,el,el,True,le,True,le,True,0.84765625,0.734375,0.5859375,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. El felino grande que ruge y tiene melena es
292,labio,lip,el,el,True,lab,True,lab,True,0.49609375,0.91015625,0.2099609375,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. El borde carnoso de la boca es
293,tronco,log,el,el,True,p,False,m,False,0.74609375,0.46875,0.546875,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. La madera redonda que cortas del árbol es
297,máscara,mask,la,la,True,má,True,cas,False,0.71875,0.7890625,0.88671875,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es
300,meteoro,meteor,el,la,False,meteor,True,meteor,True,0.318359375,0.8984375,0.5,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es
301,montaña,mountain,la,el,False,col,False,ter,False,0.34765625,0.291015625,0.0712890625,brazo,arm,el,La extremidad que va del hombro a la mano es el brazo,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es
302,bigote,moustache,el,el,True,pelo,False,bar,False,0.76953125,0.294921875,0.55859375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es
304,collar,necklace,el,una,False,collar,True,garg,False,0.376953125,0.345703125,0.55859375,cuello,neck,el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es
305,corbata,necktie,la,la,True,cam,False,c,True,0.71484375,0.9140625,0.6796875,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es
306,club nocturno,nightclub,el,el,True,club,True,disc,False,0.361328125,0.84375,0.75,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es
307,clip,paperclip,el,el,True,al,False,reg,False,0.80859375,0.58984375,0.62109375,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es
309,directorio telefónico,phonebook,el,el,True,dic,False,gu,False,0.9140625,0.36328125,0.8203125,caimán,alligator,el,El reptil grande con mandíbulas poderosas es el caimán,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es
311,destapacaños,plunger,el,una,False,des,True,ll,False,0.3671875,0.6015625,0.94140625,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es
312,pirámide,pyramid,la,el,False,pir,True,__,False,0.55078125,0.9140625,0.2177734375,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es
313,pitón,python,la,un,False,cola,False,animal,False,0.2119140625,0.259765625,0.1083984375,cola,tail,la,La extremidad trasera que mueven los animales es la cola,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es
314,auto de carreras,racecar,el,el,True,co,False,f,False,0.875,0.443359375,0.66015625,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es
315,secuoya,redwood,la,el,False,ce,False,á,False,0.9765625,0.4375,0.34375,plátano,banana,el,La fruta amarilla y alargada que comen los monos es el plátano,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es
316,caja torácica,ribcage,la,el,False,columna,False,est,False,0.69140625,0.58984375,0.3671875,recogedor,dustpan,el,El utensilio plano que usas con la escoba para recoger basura es el recogedor,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es
318,castillo de arena,sandcastle,el,un,False,mol,False,arena,False,0.455078125,0.2255859375,0.65625,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es
321,estante,shelf,el,la,False,est,True,mesa,False,0.5234375,0.37890625,0.83984375,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es
