question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
e=4*2. e*9=,"36
A",72,8,math,False,False
y=8+1. y//4=,2. y//,2,9,math,False,True
o=9*5. o//4=,11.5,11,45,math,False,True
j=4-3. j//5=,0.60,0,1,math,False,True
s=6*9. s//2=,27 B:,27,54,math,False,True
b=1+4. b+5=,1+4+,10,5,math,False,False
t=2//7. t+9=,11 B:,9,0,math,False,False
z=8+7. z+2=,10,17,15,math,False,False
i=6-8. i-4=,2 B:,-6,-2,math,False,False
y=4//4. y-7=,3 B:,-6,1,math,False,False
h=7*1. h+6=,"13
B",13,7,math,False,True
j=3+4. j//7=,1.00,1,7,math,False,True
p=3-2. p//2=,1.5 B,0,1,math,False,False
a=4//9. a-2=,1.00,-2,0,math,False,False
e=9*1. e+9=,9*1.,18,9,math,False,False
h=4-8. h-6=,-10 B:,-10,-4,math,False,True
r=4*7. r-1=,27 B:,27,28,math,False,True
t=4*2. t*7=,"28
Q",56,8,math,False,False
c=3*3. c*9=,27 B:,81,9,math,False,False
z=3+3. z+7=,10,13,6,math,False,False
o=4*2. o//8=,1. 2,1,8,math,False,True
j=8*4. j//4=,8*4=3,8,32,math,False,True
o=9*8. o-1=,72. o,71,72,math,False,False
d=5+6. d+9=,14 B:,20,11,math,False,False
y=3*7. y*9=,21*9,189,21,math,False,False
f=1-8. f+4=,1-8+,-3,-7,math,False,False
b=8*3. b*3=,"24
Q",72,24,math,False,False
w=1*1. w+5=,6. What is,6,1,math,False,True
c=1-3. c+8=,11 B:,6,-2,math,False,False
l=8*7. l//3=,16 2,18,56,math,False,False
s=3*5. s-2=,13,13,15,math,True,True
b=3*4. b-4=,12. b,8,12,math,False,False
j=7*5. j+5=,40,40,35,math,True,True
l=1*2. l-2=,1*2.,0,2,math,False,False
a=8+6. a+5=,"13
Q",19,14,math,False,False
o=1-2. o-3=,1-2=,-4,-1,math,False,False
d=7*7. d//5=,49. d,9,49,math,False,True
f=9*6. f+4=,"58
Q",58,54,math,False,True
i=8-7. i+7=,15 B:,8,1,math,False,False
w=8-2. w*4=,16-8,24,6,math,False,False
i=2//7. i-4=,2 B:,-4,0,math,False,False
w=8-2. w+8=,16 B:,14,6,math,False,False
q=5+2. q-2=,"3
Q:",5,7,math,False,False
t=9//9. t//2=,0,0,1,math,True,True
z=7+8. z-7=,"8
Q:",8,15,math,False,True
g=5+1. g*6=,"30
g",36,6,math,False,False
f=1//8. f//8=,0.00,0,0,math,False,True
i=4-6. i//8=,0 B:,-1,-2,math,False,False
x=8-8. x*3=,0 B:,0,0,math,False,True
o=8*2. o-5=,11. o,11,16,math,False,True
l=3*5. l+6=,15+6,21,15,math,False,False
q=3//4. q-5=,1/4,-5,0,math,False,False
l=7+4. l-5=,12 B:,6,11,math,False,False
c=8*7. c//4=,14 B:,14,56,math,False,True
x=9-4. x//2=,2 B:,2,5,math,False,True
w=4+6. w*3=,18+6,30,10,math,False,False
h=5-1. h//1=,4. B:,4,4,math,False,True
d=3//1. d//8=,3 B:,0,3,math,False,False
t=3+4. t*7=,"35
A",49,7,math,False,False
a=9*2. a//9=,18 B:,2,18,math,False,False
n=7+7. n*3=,21. n,42,14,math,False,False
g=1//9. g-3=,1//6,-3,0,math,False,False
h=1*2. h//7=,1. B:,0,2,math,False,False
l=5*5. l+6=,31.,31,25,math,True,True
y=2+3. y-2=,3 B:,3,5,math,False,True
p=9+3. p-4=,5 B:,8,12,math,False,False
z=2*4. z-6=,2*4=,2,8,math,False,True
o=8*5. o+5=,45. o,45,40,math,False,True
f=5-6. f+7=,"12
B",6,-1,math,False,False
h=1+6. h-9=,10 B:,-2,7,math,False,False
p=8*2. p+3=,11 B:,19,16,math,False,False
m=5+2. m+1=,6 B:,8,7,math,False,False
t=6//2. t//8=,1,0,3,math,False,False
x=9-9. x-2=,1 B:,-2,0,math,False,False
a=8*3. a*2=,16 B:,48,24,math,False,False
s=8-9. s+6=,14,5,-1,math,False,False
m=5//4. m*2=,2.5 B,2,1,math,False,True
b=2*8. b*9=,16*9,144,16,math,False,False
n=4+7. n-9=,11 B:,2,11,math,False,False
s=8-6. s*8=,16-4,16,2,math,False,True
r=2//5. r*4=,1. B:,0,0,math,False,False
w=7-2. w//1=,7-2.,5,5,math,False,False
g=7*5. g*8=,7*5*,280,35,math,False,False
e=3//5. e//1=,0.06,0,0,math,False,True
m=5//2. m+4=,5 B:,6,2,math,False,False
b=7*3. b-1=,"18
Question",20,21,math,False,False
k=4*3. k//7=,"OK, let's think",1,12,math,False,False
k=7+5. k+2=,12 B:,14,12,math,False,False
g=3+8. g-1=,11 B:,10,11,math,False,False
r=5*9. r-1=,4*9.,44,45,math,False,False
r=8//5. r-7=,1 B:,-6,1,math,False,False
g=2*1. g+8=,10. g,10,2,math,False,True
y=1+5. y*9=,1+45,54,6,math,False,False
j=9//8. j-5=,1.5,-4,1,math,False,False
r=7+6. r//3=,2 B:,4,13,math,False,False
k=4-6. k+8=,12 B:,6,-2,math,False,False
m=8*1. m*8=,64 B:,64,8,math,False,True
k=5-1. k+3=,1. B:,7,4,math,False,False
c=8-5. c-7=,13 B:,-4,3,math,False,False
t=7+6. t//4=,2.5,3,13,math,False,False
w=6*7. w+9=,"45
Question",51,42,math,False,False
x=5//6. x//1=,5 B:,0,0,math,False,False
l=7+8. l+2=,17 B:,17,15,math,False,True
g=3*8. g-8=,24 B:,16,24,math,False,False
j=9*8. j//5=,12.0,14,72,math,False,False
r=2*7. r*6=,14*6,84,14,math,False,False
n=4//4. n+5=,4 B:,6,1,math,False,False
x=4+4. x//6=,1 B:,1,8,math,False,True
j=7//1. j//9=,0.77,0,7,math,False,True
w=4+9. w*6=,60.,78,13,math,False,False
q=5*1. q-5=,5*1.,0,5,math,False,False
u=7+4. u*6=,7+4=,66,11,math,False,False
b=8*6. b//1=,48. What,48,48,math,False,True
j=1+1. j//9=,1.00,0,2,math,False,True
u=9-6. u+5=,"14
Q",8,3,math,False,False
m=9//5. m-6=,1. B:,-5,1,math,False,False
b=6*4. b+6=,"30
Question",30,24,math,False,True
h=6//7. h*2=,12/7,0,0,math,False,False
u=6*4. u*6=,"24
Q",144,24,math,False,False
y=6*5. y*4=,24 B:,120,30,math,False,False
q=5+2. q//9=,1,0,7,math,False,False
f=7+8. f-9=,15 B:,6,15,math,False,False
s=3//2. s-2=,1,-1,1,math,False,False
a=3-7. a+1=,"-4
b=",-3,-4,math,False,False
y=6+8. y//9=,1. y//,1,14,math,False,True
x=6+4. x-4=,10 B:,6,10,math,False,False
q=5*3. q//7=,"2
A:",2,15,math,False,True
x=1-1. x+5=,1 B:,5,0,math,False,False
h=3-7. h*8=,24 B:,-32,-4,math,False,False
o=6+9. o-6=,9. o+,9,15,math,False,True
m=6-8. m-2=,4 B:,-4,-2,math,False,False
p=3+8. p+5=,12 B:,16,11,math,False,False
g=8//7. g-9=,"1
Q:",-8,1,math,False,False
l=6+5. l-3=,11 B:,8,11,math,False,False
x=2-6. x-1=,-7 B: -,-5,-4,math,False,False
r=6+4. r//2=,3 B:,5,10,math,False,False
e=9-4. e//7=,"1
Q:",0,5,math,False,False
s=1-9. s*5=,40. What,-40,-8,math,False,False
s=9-6. s+4=,13,7,3,math,False,False
p=7//3. p*7=,14 B:,14,2,math,False,True
t=7//2. t*3=,10.5,9,3,math,False,False
r=3//2. r+9=,12 B:,10,1,math,False,False
f=9//6. f//2=,1.5.,0,1,math,False,False
t=2//3. t//6=,0.00,0,0,math,False,True
w=5+3. w+7=,12 B:,15,8,math,False,False
m=5//9. m//9=,5 B:,0,0,math,False,False
s=5*6. s*9=,270,270,30,math,True,True
c=2*7. c-3=,11 B:,11,14,math,False,True
a=3-9. a+3=,"0
b=",-3,-6,math,False,False
g=7+2. g*2=,"14
g",18,9,math,False,False
g=3-8. g+1=,2 B:,-4,-5,math,False,False
q=9//2. q-6=,1.5,-2,4,math,False,False
e=7//1. e+8=,15 B:,15,7,math,False,True
v=9+2. v*2=,14. What,22,11,math,False,False
n=7+8. n*3=,"21
A",45,15,math,False,False
n=7*5. n-8=,27 B:,27,35,math,False,True
x=7*1. x+8=,"15
y",15,7,math,False,True
h=1-6. h//3=,1/3 B,-2,-5,math,False,False
e=4-1. e*4=,16 B:,12,3,math,False,False
s=3+6. s+1=,10,10,9,math,True,True
h=4*4. h+3=,"15
B",19,16,math,False,False
c=9*1. c*8=,"72
c",72,9,math,False,True
c=4-2. c*1=,4-2=,2,2,math,False,True
d=4*9. d-4=,36 B:,32,36,math,False,False
m=7-4. m+8=,11 B:,11,3,math,False,True
t=5*7. t*4=,140,140,35,math,True,True
d=7-9. d*6=,42 B:,-12,-2,math,False,False
t=3*5. t//9=,1.5 B,1,15,math,False,True
x=8+5. x//5=,2 B:,2,13,math,False,True
b=9//8. b//3=,3.00,0,1,math,False,True
u=7*5. u*6=,210,210,35,math,True,True
g=3-4. g*5=,15-2,-5,-1,math,False,False
g=6+2. g//9=,"1
Q:",0,8,math,False,False
k=5+6. k*9=,105 B,99,11,math,False,False
f=8+9. f-8=,9 B:,9,17,math,False,True
r=6-9. r*2=,12-1,-6,-3,math,False,False
k=6//5. k*2=,"To solve this problem,",2,1,math,False,False
t=3+8. t*1=,11. t,11,11,math,False,True
a=6-3. a*7=,"18
Q",21,3,math,False,False
o=6-4. o*4=,24. o,8,2,math,False,False
f=5*9. f//8=,5*9=,5,45,math,False,True
e=7+5. e-7=,5 B:,5,12,math,False,True
z=8//8. z//3=,1,0,1,math,False,False
y=5*3. y//9=,1. B:,1,15,math,False,True
s=4+2. s+9=,"13
A",15,6,math,False,False
o=7+3. o//2=,5. o//,5,10,math,False,True
d=5*7. d//4=,1.5 B,8,35,math,False,False
h=8+3. h+4=,12 B:,15,11,math,False,False
d=8*1. d*9=,72 B:,72,8,math,False,True
m=5+7. m*2=,12 B:,24,12,math,False,False
w=8+6. w-3=,11 B:,11,14,math,False,True
d=2//6. d-5=,1 B:,-5,0,math,False,False
p=7*8. p+1=,57 B:,57,56,math,False,True
b=1-5. b//1=,1-5.,-4,-4,math,False,False
n=4+3. n-1=,1 B:,6,7,math,False,False
l=3//4. l*2=,1/2.,0,0,math,False,False
x=7+6. x+3=,10 B:,16,13,math,False,False
b=1+2. b*8=,"10
Question",24,3,math,False,False
h=6-6. h-8=,14 B:,-8,0,math,False,False
y=5-1. y-5=,1 B: -,-1,4,math,False,False
s=3-9. s-3=,"-6
A:",-9,-6,math,False,False
b=8*5. b*4=,160,160,40,math,True,True
z=9*1. z+4=,13,13,9,math,True,True
m=4-7. m//6=,10 B:,-1,-3,math,False,False
d=3//1. d*5=,15 B:,15,3,math,False,True
q=5*1. q*1=,5*1.,5,5,math,False,True
t=6//9. t-1=,1 B:,-1,0,math,False,False
y=4+3. y*2=,6. y*,14,7,math,False,False
u=7+1. u//2=,3.5,4,8,math,False,False
r=9*7. r-4=,53 B:,59,63,math,False,False
o=5-1. o-5=,10. o,-1,4,math,False,False
x=4-8. x//3=,-2 B: -,-2,-4,math,False,True
h=5*8. h*6=,240,240,40,math,True,True
f=4*3. f*6=,12*6,72,12,math,False,False
v=3-8. v-2=,"10
Q",-7,-5,math,False,False
u=9-1. u+3=,"12
Q",11,8,math,False,False
q=2//3. q-3=,2/3 -,-3,0,math,False,False
f=2*7. f+7=,14+7,21,14,math,False,False
r=2*4. r+2=,6 B:,10,8,math,False,False
p=8//4. p-2=,"2
Question",0,2,math,False,False
t=7*1. t*1=,"7
q=",7,7,math,False,True
j=7*9. j+4=,67,67,63,math,True,True
p=9//8. p*6=,6.37,6,1,math,False,True
n=2+2. n-7=,1. B:,-3,4,math,False,False
f=9*3. f*4=,108,108,27,math,True,True
t=4-2. t-6=,10 B:,-4,2,math,False,False
q=2+1. q+6=,"8

Q:",9,3,math,False,False
v=6//7. v-5=,"yes or no
Q",-5,0,math,False,False
g=8//9. g//1=,8//9.,0,0,math,False,False
n=3+4. n*6=,"18
A",42,7,math,False,False
u=8+2. u+8=,"10
Q",18,10,math,False,False
g=6*1. g-1=,5. g-,5,6,math,False,True
r=7*6. r*3=,21 B:,126,42,math,False,False
n=3+2. n+9=,12 B:,14,5,math,False,False
c=6+7. c+5=,"12
Q",18,13,math,False,False
h=8*3. h-1=,23 B:,23,24,math,False,True
g=8*9. g//4=,"18
A",18,72,math,False,True
n=8+9. n-9=,17 B:,8,17,math,False,False
b=4+9. b+4=,"13
c",17,13,math,False,False
x=7+5. x*5=,35 B:,60,12,math,False,False
z=1+1. z//5=,0.2,0,2,math,False,True
r=8//1. r-6=,2 B:,2,8,math,False,True
r=1+3. r*7=,10 B:,28,4,math,False,False
n=2+9. n+1=,11 B:,12,11,math,False,False
y=6*9. y-5=,54 B:,49,54,math,False,False
r=8//4. r+3=,11 B:,5,2,math,False,False
k=6+5. k-1=,11 B:,10,11,math,False,False
a=5*6. a//2=,15 B:,15,30,math,False,True
q=2-5. q+6=,"1
Q:",3,-3,math,False,False
u=6//5. u//5=,0.0,0,1,math,False,True
e=5-2. e+4=,9 B:,7,3,math,False,False
o=5//2. o//2=,5//2=,1,2,math,False,False
o=2*3. o*1=,6. o*,6,6,math,False,True
s=6+5. s-7=,12,4,11,math,False,False
h=1+9. h//9=,10. h,1,10,math,False,True
d=2//7. d//9=,0.00,0,0,math,False,True
x=1*4. x//5=,0.00,0,4,math,False,True
w=9+1. w-7=,16 B:,3,10,math,False,False
b=8*5. b+4=,"44
Question",44,40,math,False,True
i=1-2. i*1=,1-2=,-1,-1,math,False,False
l=3//8. l+1=,1/8.,1,0,math,False,True
i=2//7. i+2=,2 B:,2,0,math,False,True
d=3+9. d*1=,12. d,12,12,math,False,True
c=5-1. c-8=,13 B:,-4,4,math,False,False
k=5//5. k-4=,The answer is 1,-3,1,math,False,False
z=1*1. z//9=,"1
Q:",0,1,math,False,False
b=7*1. b-8=,7*1-,-1,7,math,False,False
r=1+2. r*9=,11 B:,27,3,math,False,False
v=8//7. v//1=,"yes or no
Q",1,1,math,False,False
l=2+8. l+8=,10 B:,18,10,math,False,False
a=4+9. a+9=,"13
Q",22,13,math,False,False
c=9-4. c*9=,54-3,45,5,math,False,False
p=3+9. p+7=,10 B:,19,12,math,False,False
m=2-1. m-7=,1 B:,-6,1,math,False,False
i=2//8. i*3=,6 B:,0,0,math,False,False
f=6*9. f*5=,270,270,54,math,True,True
j=1//9. j+2=,11//9,2,0,math,False,False
k=5-1. k+2=,3 B:,6,4,math,False,False
l=1-9. l-5=,4 B:,-13,-8,math,False,False
c=3+4. c-9=,12 B:,-2,7,math,False,False
n=6*7. n*2=,12. n,84,42,math,False,False
v=8//4. v*2=,16//4,4,2,math,False,True
l=4*8. l+1=,32. l,33,32,math,False,False
x=5-7. x*7=,28 B:,-14,-2,math,False,False
k=3//9. k*9=,"To solve this problem,",0,0,math,False,False
v=3+2. v*7=,21. v,35,5,math,False,False
u=1+3. u-7=,"4
Q:",-3,4,math,False,False
q=9-2. q+9=,"16
Q",16,7,math,False,True
c=6*5. c+9=,"39
Q",39,30,math,False,True
z=5+1. z-6=,5+1-,0,6,math,False,False
y=1*4. y+1=,1*4+,5,4,math,False,False
o=9+2. o+5=,"14
A",16,11,math,False,False
z=1*5. z-3=,"2
Q:",2,5,math,False,True
t=3-7. t*3=,10 B:,-12,-4,math,False,False
o=5+5. o-6=,11. o,4,10,math,False,False
o=2//4. o-6=,2//4.,-6,0,math,False,False
u=2+2. u+5=,"7
Q:",9,4,math,False,False
o=9-9. o//2=,9-9=,0,0,math,False,False
r=7+4. r//3=,2 B:,3,11,math,False,False
z=3-6. z//9=,0.33,-1,-3,math,False,False
t=1-6. t//4=,0.25,-2,-5,math,False,False
l=9//9. l*5=,5000,5,1,math,False,True
f=5*9. f+9=,"54
Q",54,45,math,False,True
u=7*5. u-1=,"34
Q",34,35,math,False,True
t=7//8. t//9=,0.00,0,0,math,False,True
a=8*4. a//9=,32/9,3,32,math,False,True
k=6-2. k//5=,2. k//,0,4,math,False,False
b=4*1. b-9=,1. b-,-5,4,math,False,False
n=3+2. n*8=,11 B:,40,5,math,False,False
q=9-2. q+5=,12,12,7,math,True,True
l=8//7. l*9=,108,9,1,math,False,False
p=7*5. p+2=,37 B:,37,35,math,False,True
q=1+6. q-7=,1+6.,0,7,math,False,False
j=6//8. j-9=,"3, what is",-9,0,math,False,False
t=9*5. t*1=,"45
Q",45,45,math,False,True
r=8//6. r+5=,13 B:,6,1,math,False,False
o=8+2. o//4=,2. o//,2,10,math,False,True
q=6-1. q//1=,5. q//,5,5,math,False,True
r=3+7. r-7=,10 B:,3,10,math,False,False
e=1//4. e//1=,1 B:,0,0,math,False,False
y=6*7. y+9=,15 B:,51,42,math,False,False
d=6//1. d+4=,10 B:,10,6,math,False,True
v=3+2. v//4=,1.5,1,5,math,False,True
g=9*2. g-7=,"11
Q",11,18,math,False,True
j=8-4. j//7=,1.00,0,4,math,False,True
k=4+9. k+6=,13 B:,19,13,math,False,False
d=8-4. d+1=,12 B:,5,4,math,False,False
n=6//4. n//3=,"1
Q:",0,1,math,False,False
h=1*2. h-5=,1*2-,-3,2,math,False,False
z=4//2. z-7=,1,-5,2,math,False,False
g=2-8. g//8=,2-8.,-1,-6,math,False,False
v=5+1. v+1=,6+1.,7,6,math,False,False
s=7//8. s//1=,"yes
Q:If",0,0,math,False,False
w=5+3. w-9=,14 B:,-1,8,math,False,False
c=6//4. c+1=,1. c=,2,1,math,False,False
k=4+5. k//7=,"OK, let's think",1,9,math,False,False
t=9-7. t-8=,1. t=,-6,2,math,False,False
a=5+1. a*5=,25+5,30,6,math,False,False
n=1//9. n//9=,1 B:,0,0,math,False,False
l=8*9. l//8=,9. l//,9,72,math,False,True
z=6-8. z*7=,42-5,-14,-2,math,False,False
c=2//9. c+7=,2/9+,7,0,math,False,False
p=4*2. p-4=,4 B:,4,8,math,False,True
u=8*3. u+9=,"27
Q",33,24,math,False,False
a=3*1. a//7=,3*1.,0,3,math,False,False
h=9+5. h-1=,10 B:,13,14,math,False,False
h=8//6. h+9=,"15
Q",10,1,math,False,False
y=4//8. y//2=,1 B:,0,0,math,False,False
g=8//1. g+2=,"8
Q:",10,8,math,False,False
j=9-2. j//2=,3.00,3,7,math,False,True
x=2*6. x+2=,"12
y",14,12,math,False,False
t=7+5. t*6=,"42
q",72,12,math,False,False
e=9-4. e//3=,"2
Q:",1,5,math,False,False
s=9//3. s//6=,1,0,3,math,False,False
g=2+8. g-1=,10 B:,9,10,math,False,False
z=1//9. z//6=,0,0,0,math,True,True
y=4+2. y*2=,8 B:,12,6,math,False,False
i=6+2. i//8=,0 B:,1,8,math,False,False
a=9*6. a+4=,"58
Q",58,54,math,False,True
t=8*8. t*5=,"40
Q",320,64,math,False,False
d=5-6. d-7=,-12 B:,-8,-1,math,False,False
j=2//4. j+5=,7,5,0,math,False,False
i=6-8. i//6=,1 B:,-1,-2,math,False,False
o=1+5. o//5=,1. o//,1,6,math,False,True
q=5//6. q//5=,0.33,0,0,math,False,True
r=5-6. r//9=,5 B:,-1,-1,math,False,False
r=1-8. r-7=,1-8-,-14,-7,math,False,False
k=9-3. k//4=,1.5 B,1,6,math,False,True
h=1+8. h//9=,1. B:,1,9,math,False,True
u=1*3. u+5=,"8
Q:",8,3,math,False,True
x=2-9. x-2=,-7 B: -,-9,-7,math,False,False
v=7*6. v*2=,42 4,84,42,math,False,False
b=9//5. b-2=,1.5 B,-1,1,math,False,False
t=7+2. t+1=,10 B:,10,9,math,False,True
w=8-8. w//5=,1. w=,0,0,math,False,False
y=4*3. y//9=,12. y,1,12,math,False,True
w=9//9. w-8=,1. What is,-7,1,math,False,False
q=5*8. q+5=,"45
Q",45,40,math,False,True
x=8-6. x*7=,14 B:,14,2,math,False,True
n=5*7. n-5=,25 B:,30,35,math,False,False
x=7*9. x+1=,"63
y",64,63,math,False,False
o=9+1. o//5=,2. o//,2,10,math,False,True
k=8+6. k//2=,8+6=,7,14,math,False,False
g=9//7. g//3=,"1
Q:",0,1,math,False,False
t=2*9. t+9=,"27
Q",27,18,math,False,True
x=3-5. x//5=,0 B:,-1,-2,math,False,False
b=3-5. b//3=,3-5=,-1,-2,math,False,False
l=1+7. l-2=,1+7=,6,8,math,False,False
x=7//6. x-8=,1/6,-7,1,math,False,False
q=8-6. q//8=,"2
A:",0,2,math,False,False
s=5//3. s-2=,1,-1,1,math,False,False
h=1+3. h+2=,5 B:,6,4,math,False,False
k=2*8. k-8=,16 B:,8,16,math,False,False
v=5*3. v-4=,12 1,11,15,math,False,False
y=2//4. y//2=,1 B:,0,0,math,False,False
n=7-9. n-5=,2 B:,-7,-2,math,False,False
s=4-6. s//1=,4 B:,-2,-2,math,False,False
i=2//1. i-2=,1 B:,0,2,math,False,False
d=6//5. d+1=,1 B:,2,1,math,False,False
x=5*2. x//9=,10 B:,1,10,math,False,True
o=6*3. o*6=,18. o,108,18,math,False,False
l=6+3. l+9=,15 B:,18,9,math,False,False
a=5-4. a-3=,1. B:,-2,1,math,False,False
z=4*5. z*1=,20 B:,20,20,math,False,True
l=8//8. l//9=,1. 2,0,1,math,False,False
a=1+2. a*9=,11.,27,3,math,False,False
b=9+1. b-7=,"16
Question",3,10,math,False,False
o=4//9. o+7=,11. o,7,0,math,False,False
z=8*5. z//3=,"13
Q",13,40,math,False,True
o=4+4. o-6=,10. o,2,8,math,False,False
r=4*4. r//9=,4. B:,1,16,math,False,False
z=5*2. z//9=,"1
Q:",1,10,math,False,True
q=7//4. q*9=,15.3,9,1,math,False,False
e=5-6. e+7=,12 B:,6,-1,math,False,False
z=5*9. z+3=,"48
Q",48,45,math,False,True
k=1-4. k//3=,1 B:,-1,-3,math,False,False
x=7-2. x-2=,5 B:,3,5,math,False,False
e=2-6. e-4=,2-6-,-8,-4,math,False,False
d=1*3. d*8=,24 B:,24,3,math,False,True
z=9+2. z*2=,"20
Q",22,11,math,False,False
c=1+3. c-8=,11 B:,-4,4,math,False,False
a=8-9. a-2=,"-11
b",-3,-1,math,False,False
k=6-2. k//1=,6-2=,4,4,math,False,False
s=6+8. s-9=,13,5,14,math,False,False
w=6*8. w-6=,42. What,42,48,math,False,True
u=9*1. u//9=,"1
Q:",1,9,math,False,True
t=4*6. t//9=,24/9,2,24,math,False,True
z=6*1. z-9=,6*1=,-3,6,math,False,False
e=6+3. e//5=,1. B:,1,9,math,False,True
i=4//5. i*1=,0.00,0,0,math,False,True
y=6-5. y//3=,2 B:,0,1,math,False,False
v=4-4. v-8=,"12
Q",-8,0,math,False,False
c=9-2. c//7=,1. c=,1,7,math,False,True
z=9-1. z//1=,"8
Q:",8,8,math,False,True
s=8//7. s*5=,60,5,1,math,False,False
q=5+3. q+2=,7,10,8,math,False,False
s=6-5. s+5=,"11
A",6,1,math,False,False
u=6*5. u//1=,"30
B",30,30,math,False,True
t=5*2. t*8=,"40
Q",80,10,math,False,False
v=4-2. v*5=,10-1,10,2,math,False,True
c=3-5. c//7=,3-5=,-1,-2,math,False,False
h=6//2. h//1=,"3
A:",3,3,math,False,True
w=9*1. w//6=,15*1,1,9,math,False,True
h=8-5. h-3=,5 B:,0,3,math,False,False
z=3-6. z*2=,6-12,-6,-3,math,False,False
f=2-8. f+6=,2-8+,0,-6,math,False,False
r=3+5. r+9=,12 B:,17,8,math,False,False
j=1+9. j*2=,10 10,20,10,math,False,False
q=8+7. q//5=,2,3,15,math,False,False
r=6//5. r+4=,10 B:,5,1,math,False,False
j=6-5. j-8=,"-11
Q",-7,1,math,False,False
y=7+7. y*6=,42 B:,84,14,math,False,False
f=7*6. f//6=,7 B:,7,42,math,False,True
u=4//7. u+3=,1.0,3,0,math,False,False
a=1//9. a+8=,9.00,8,0,math,False,False
v=5-4. v+8=,"13
Q",9,1,math,False,False
j=8-5. j//8=,"0.5,",0,3,math,False,True
f=7-1. f-9=,16 B:,-3,6,math,False,False
n=3+4. n-7=,10 B:,0,7,math,False,True
e=5-3. e+3=,2 B:,5,2,math,False,False
o=8//1. o//6=,1. o//,1,8,math,False,True
x=7*4. x//5=,56/5,5,28,math,False,True
h=6//7. h//6=,0.00,0,0,math,False,True
o=2+3. o*8=,2+3=,40,5,math,False,False
y=9//4. y-8=,1 B:,-6,2,math,False,False
l=6//5. l+7=,13,8,1,math,False,False
m=2+1. m-3=,1 B:,0,3,math,False,False
y=2//9. y+7=,2//9+,7,0,math,False,False
v=8*3. v*1=,24. v,24,24,math,False,True
x=1*7. x//4=,1.7.,1,7,math,False,True
g=4*5. g+7=,"23
g",27,20,math,False,False
j=5-4. j*3=,"3
Q:",3,1,math,False,True
n=3-1. n-1=,2 B:,1,2,math,False,False
x=3*7. x-8=,11 B:,13,21,math,False,False
i=2//9. i//3=,0.00,0,0,math,False,True
l=4*8. l//8=,4*8.,4,32,math,False,True
v=2//4. v+6=,2//4.,6,0,math,False,False
n=5*6. n+9=,15 B:,39,30,math,False,False
j=2-5. j+8=,"5
Q:",5,-3,math,False,True
b=3*6. b*4=,18*4,72,18,math,False,False
f=2+3. f//3=,1 B:,1,5,math,False,True
m=4*5. m+6=,26 B:,26,20,math,False,True
z=6//2. z-7=,1,-4,3,math,False,False
d=1+3. d*3=,4 B:,12,4,math,False,False
h=1-9. h//4=,0.25,-2,-8,math,False,False
o=6*2. o+7=,13. o,19,12,math,False,False
d=2*8. d+5=,10 B:,21,16,math,False,False
h=9*8. h*5=,"40
B",360,72,math,False,False
n=6+4. n*4=,10. n,40,10,math,False,False
u=6+3. u+4=,"10
Q",13,9,math,False,False
c=1+2. c*9=,"11
Q",27,3,math,False,False
m=4+4. m-9=,13 B:,-1,8,math,False,False
p=3*5. p//2=,15 B:,7,15,math,False,False
p=5-4. p-3=,2 B:,-2,1,math,False,False
f=2//5. f*8=,1.6 B,0,0,math,False,False
h=7*7. h-5=,"22
B",44,49,math,False,False
w=6//6. w*1=,1. w=,1,1,math,False,True
m=7//2. m//2=,3.5 B,1,3,math,False,False
f=7+1. f+5=,"12
Q",13,8,math,False,False
z=6+9. z//9=,1,1,15,math,True,True
l=2//1. l+8=,10 B:,10,2,math,False,True
f=4*9. f+4=,36+4,40,36,math,False,False
v=2*4. v-1=,1. v=,7,8,math,False,False
p=5+4. p+6=,11 B:,15,9,math,False,False
c=3*7. c+3=,"24
Q",24,21,math,False,True
l=7*2. l+6=,"20
Q",20,14,math,False,True
r=4*8. r*9=,36 B:,288,32,math,False,False
x=1+1. x+2=,1 B:,4,2,math,False,False
l=5//8. l-5=,1. l=,-5,0,math,False,False
r=6//9. r//9=,6 B:,0,0,math,False,False
p=8+4. p+6=,14 B:,18,12,math,False,False
c=2*2. c+5=,"9
Q:",9,4,math,False,True
p=5*9. p+3=,42 B:,48,45,math,False,False
c=8+6. c*3=,"18
Q",42,14,math,False,False
p=4//8. p*2=,16 B:,0,0,math,False,False
q=8-6. q*1=,"2
A:",2,2,math,False,True
i=7+3. i+9=,19 B:,19,10,math,False,True
v=4+5. v-1=,10 1,8,9,math,False,False
d=7*3. d-3=,18 B:,18,21,math,False,True
v=7-9. v*1=,7-9.,-2,-2,math,False,False
f=3*9. f*8=,216,216,27,math,True,True
h=5*7. h-3=,22 B:,32,35,math,False,False
j=9*8. j//2=,36 B:4,36,72,math,False,True
d=3+8. d-3=,11 B:,8,11,math,False,False
z=6*9. z*9=,54,486,54,math,False,False
e=9*8. e*4=,"36
A",288,72,math,False,False
d=2-3. d+7=,9 B:,6,-1,math,False,False
k=1-4. k-8=,1-4.,-11,-3,math,False,False
t=3+1. t//3=,1 B:,1,4,math,False,True
h=4+9. h//9=,4.9.,1,13,math,False,False
l=9-1. l*5=,40 B:4,40,8,math,False,True
r=4//3. r+5=,9 B:,6,1,math,False,False
i=3*3. i//4=,2 B:,2,9,math,False,True
l=8-4. l+8=,12 B:,12,4,math,False,True
