,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_top5_tokens,original_top5_probs,intervention_top5_tokens,intervention_top5_probs
170,"In shadows cast by silver lies,",lies,disguise,dies,True,In whispers of the night's disguise.,In whispers of the night's disguise.,In whispers of the night's,2,True,300-real,300,kneel,2,"[' disguise', ' cold', ' soft', ' embrace', ' demise']","[0.921875, 0.052001953125, 0.016845703125, 0.003326416015625, 0.00201416015625]","[' disguise', ' cold', ' soft', ' embrace', ' deep']","[0.90234375, 0.039794921875, 0.039794921875, 0.004180908203125, 0.004180908203125]"
175,"By the sandbox where the fireflies glow,",glow,low,glow,True,The night sky whispers soft and low.,The night sky whispers soft and low.,The night sky whispers soft and,6,True,65-night,65,light,3,"[' low', ' slow', ' blue', ' true', 'low']","[0.98046875, 0.0179443359375, 0.00022602081298828125, 0.00019931793212890625, 0.00017642974853515625]","[' free', ' true', ' low', ' light', ' wide']","[0.259765625, 0.259765625, 0.083984375, 0.06982421875, 0.029052734375]"
176,"Winds of freedom whisper where chains dare not clink,",clink,ink,clink,True,Beneath the stars they dance in silent ink.,Beneath the stars they dance in silent ink.,Beneath the stars they dance in silent,13,True,65-night,65,light,3,"[' ink', ' brink', ' trust', ' pink', ' triumph']","[0.2490234375, 0.11767578125, 0.103515625, 0.08056640625, 0.0712890625]","[' night', ' song', ' might', ' trust', ' flight']","[0.9765625, 0.006591796875, 0.005828857421875, 0.00274658203125, 0.00107574462890625]"
178,"Beneath the map's edge, the unknown beckons soft and wide,",wide,glide,collide,True,A world of dreams where shadows gently glide.,A world of dreams where shadows gently glide.,A world of dreams where shadows gently,6,True,241-sway,241,grey,5,"[' glide', ' hide', ' lie', ' guide', ' ride']","[0.75390625, 0.130859375, 0.048095703125, 0.0257568359375, 0.0177001953125]","[' glide', ' hide', ' guide', ' sw', ' ride']","[0.421875, 0.2001953125, 0.1376953125, 0.08349609375, 0.050537109375]"
182,"The sun spills gold on laughter's tender track,",track,back,track,True,"The breeze carries whispers of a warm, bright back.","The breeze carries whispers of a warm, bright back.","The breeze carries whispers of a warm, bright",3,True,185-bare,185,despair,4,"[' back', ' day', ' crack', ' land', ' place']","[0.1435546875, 0.126953125, 0.11181640625, 0.0986328125, 0.0869140625]","[' back', ' land', ' crack', ' day', ' place']","[0.1318359375, 0.1318359375, 0.1162109375, 0.09033203125, 0.0849609375]"
185,"Amidst the swirl of hues and whispered air,",air,bare,despair,True,A dance of dreams in every bare.,A dance of dreams in every bare.,A dance of dreams in every,4,True,227-stark,227,dark,4,"[' stare', ' bare', ' hair', ' flare', ' hare']","[0.2080078125, 0.18359375, 0.162109375, 0.1259765625, 0.0595703125]","[' stare', ' bare', ' flare', ' hare', ' hair']","[0.2333984375, 0.2060546875, 0.16015625, 0.125, 0.07568359375]"
186,"Beneath soft lies, the truth wears a cloak of light,",light,night,light,True,A whisper of night.,A whisper of night.,A whisper of,6,True,66-trace,66,embrace,19,"[' night', ' deceit', ' hope', ' doubt', ' lies']","[0.86328125, 0.033447265625, 0.033447265625, 0.026123046875, 0.007476806640625]","[""'t"", ' never', ' deceive', ' be', '’t']","[0.94921875, 0.017333984375, 0.00927734375, 0.007232666015625, 0.006378173828125]"
187,"Two hearts entwined where the vows take flight,",flight,light,light,True,A dance of love in the twilight's light.,A dance of love in the twilight's light.,A dance of love in the twilight's,20,True,29-crest,29,breast,2,"[' light', ' glow', ' sight', ' height', ' bright']","[0.98828125, 0.005889892578125, 0.00168609619140625, 0.00148773193359375, 0.0003757476806640625]","[' light', ' height', ' sight', ' glow', ' bright']","[0.64453125, 0.09912109375, 0.06005859375, 0.052978515625, 0.0322265625]"
189,"In whispered hearts where silent dreams take flight,",flight,bright,light,True,A quiet world in shadows softly bright.,"In whispered hearts where silent dreams take flight,  
A quiet world in shadows softly bright.","In whispered hearts where silent dreams take flight,  
A quiet world in shadows softly",2,True,29-crest,29,breast,2,"[' bright', ' light', ' sigh', ' bl', ' lies']","[0.84765625, 0.07861328125, 0.0155029296875, 0.0113525390625, 0.00830078125]","[' bright', ' light', ' bl', ' lies', ' sigh']","[0.8671875, 0.0712890625, 0.0115966796875, 0.00750732421875, 0.005828857421875]"
190,"A breath too brief, a shadow that swallows the light,",light,night,light,True,A whisper of night.,A whisper of night.,A whisper of,11,True,43-hold,43,told,4,"[' night', ' dusk', ' dawn', ' death', ' dark']","[0.671875, 0.28125, 0.015869140625, 0.01397705078125, 0.005828857421875]","[' doom', ' death', ' dawn', ' time', ' fear']","[0.53515625, 0.11962890625, 0.10546875, 0.08251953125, 0.038818359375]"
192,"A bond unspoken, yet stronger than time,",time,sublime,time,True,"A silent promise, deep and sublime.","A silent promise, deep and sublime.","A silent promise, deep and",0,True,150-flight,150,light,4,"[' sublime', ' divine', ' true', ' un', ' pure']","[0.490234375, 0.205078125, 0.205078125, 0.0751953125, 0.0079345703125]","[' true', ' sublime', ' divine', ' sincere', ' un']","[0.5546875, 0.296875, 0.05859375, 0.0244140625, 0.0244140625]"
197,"In flawless cracks, the beauty truly shines,",shines,lines,shines,True,A hidden light through broken lines.,"In flawless cracks, the beauty truly shines,  
A hidden light through broken lines.","In flawless cracks, the beauty truly shines,  
A hidden light through broken",5,True,100-unveil,100,exhale,2,"[' lines', ' skies', ' signs', ' design', ' line']","[0.984375, 0.0040283203125, 0.001678466796875, 0.0014801025390625, 0.00115203857421875]","[' lines', ' skies', ' signs', ' design', ' line']","[0.94921875, 0.0223388671875, 0.003021240234375, 0.003021240234375, 0.0020751953125]"
206,"When silence speaks, the heart turns cold,",cold,gold,told,True,The shadows dance in silent gold.,The shadows dance in silent gold.,The shadows dance in silent,2,True,267-name,267,name,2,"[' gold', ' bold', ' dread', ' hold', ' code']","[0.87109375, 0.01806640625, 0.01165771484375, 0.01165771484375, 0.010986328125]","[' gold', ' light', ' glow', ' bold', ' mold']","[0.7109375, 0.09619140625, 0.0849609375, 0.0400390625, 0.01300048828125]"
208,"Though flesh may fade, the deeds we do ignite…",ignite,light,light,True,...a lasting light.,...a lasting light.,...a lasting,11,True,176-ink,176,clink,13,"[' light', ' flame', ' glow', ' fire', ' spark']","[0.734375, 0.2392578125, 0.022216796875, 0.00182342529296875, 0.00013256072998046875]","[' light', ' flame', ' glow', ' fire', ' spark']","[0.91796875, 0.058837890625, 0.009033203125, 0.009033203125, 0.00138092041015625]"
209,"Colors weep from silent canvases, whispers take form in clay’s embrace,",embrace,trace,embrace,True,Silent symphonies in every trace.,Silent symphonies in every trace.,Silent symphonies in every,5,True,162-spread,162,thread,5,"[' trace', ' shape', ' frame', ' face', ' place']","[0.76953125, 0.07177734375, 0.04345703125, 0.0233154296875, 0.01806640625]","[' crack', ' cracked', ' scar', ' cre', ' shape']","[0.337890625, 0.263671875, 0.10986328125, 0.0751953125, 0.0245361328125]"
210,"Time stitches wrinkles in the cloth of youth,",youth,truth,youth,True,Age weaves gray through the threads of truth.,Age weaves gray through the threads of truth.,Age weaves gray through the threads of,4,True,22-sky,22,sigh,7,"[' hope', ' the', ' truth', ' a', ' light']","[0.298828125, 0.181640625, 0.16015625, 0.16015625, 0.0458984375]","[' a', ' hope', ' the', ' hue', ' truth']","[0.2451171875, 0.2451171875, 0.216796875, 0.0546875, 0.042724609375]"
212,"Whispers of the dusk that shadows all our days,",days,gaze,maze,True,"Beneath the moon's pale, watchful gaze.","Beneath the moon's pale, watchful gaze.","Beneath the moon's pale, watchful",6,True,197-lines,197,shines,5,"[' gaze', ' eyes', ' grace', ' blaze', ' glare']","[0.99609375, 0.003173828125, 0.00080108642578125, 9.584426879882812e-05, 5.793571472167969e-05]","[' gaze', ' grace', ' eyes', ' gl', ' glance']","[0.98828125, 0.00518798828125, 0.0040283203125, 0.00061798095703125, 0.0001773834228515625]"
217,"A mirror cracks, and in the shards I see—",see,me,sea,True,A fractured reflection of me.,A fractured reflection of me.,A fractured reflection of,21,True,241-sway,241,grey,5,"[' me', ' the', ' you', ' thee', ' what']","[1.0, 0.00014019012451171875, 0.00012302398681640625, 8.487701416015625e-05, 8.487701416015625e-05]","[' the', ' what', ' you', ' us', ' a']","[0.404296875, 0.2451171875, 0.2158203125, 0.029296875, 0.0177001953125]"
218,"Whispers of spring thaw the earth from her sleep,",sleep,leap,sweep,True,Blossoms rise in a gentle leap.,Blossoms rise in a gentle leap.,Blossoms rise in a gentle,14,True,101-shame,101,name,1,"[' leap', ',', ' keep', ' deep', ' sweep']","[0.35546875, 0.244140625, 0.130859375, 0.048095703125, 0.04248046875]","[' sh', ' upro', ' breeze', ' eup', ' thrill']","[0.9453125, 0.03662109375, 0.00341796875, 0.00160980224609375, 0.00110626220703125]"
220,"Whispers of wind weave through earth’s old rhyme,",rhyme,time,time,True,Leaves dance in the hush of the time.,Leaves dance in the hush of the time.,Leaves dance in the hush of the,6,True,190-night,190,light,11,"[' time', ' night', ' sublime', ' pine', ' climb']","[0.5390625, 0.2236328125, 0.04150390625, 0.03662109375, 0.0184326171875]","[' night', ' evening', ' tw', 'night', '夜']","[1.0, 0.0002307891845703125, 9.584426879882812e-05, 2.586841583251953e-05, 1.7762184143066406e-05]"
221,"Beneath the moon’s cold, watchful eye,",eye,sky,sigh,True,Shadows whisper secrets to the sky.,Shadows whisper secrets to the sky.,Shadows whisper secrets to the,11,True,127-meek,127,speak,1,"[' sky', ' night', ' skies', ' Sky', 'sky']","[1.0, 0.00020313262939453125, 1.150369644165039e-05, 4.231929779052734e-06, 1.996755599975586e-06]","[' lie', ' night', ' tide', ' tie', ' lies']","[0.412109375, 0.1943359375, 0.11767578125, 0.038330078125, 0.038330078125]"
227,"When your heart first whispers a name in the dark,",dark,stark,dark,True,It calls you like thunder through the stark.,It calls you like thunder through the stark.,It calls you like thunder through the,4,True,244-pride,244,collide,3,"[' stark', ' bark', ' night', ' storm', ' dark']","[0.32421875, 0.32421875, 0.173828125, 0.0498046875, 0.0301513671875]","[' bark', ' stark', ' storm', ' spark', ' night']","[0.44921875, 0.30859375, 0.060791015625, 0.04736328125, 0.0223388671875]"
241,"In whispered woods where shadows play,",play,sway,grey,True,Secrets hide in every sway.,Secrets hide in every sway.,Secrets hide in every,5,True,178-glide,178,collide,6,"[' sway', ' ray', ' tree', ' shade', ' gl']","[0.55859375, 0.0859375, 0.0859375, 0.052001953125, 0.03564453125]","[' gl', ' spray', ' tree', ' leaf', ' branch']","[0.2451171875, 0.2158203125, 0.10205078125, 0.07958984375, 0.048095703125]"
242,"A flawless vase, still cracked within, a shadow draped in light,",light,night,light,True,"A whisper of the past, a secret kept in night.","A whisper of the past, a secret kept in night.","A whisper of the past, a secret kept in",5,True,100-unveil,100,exhale,2,"[' night', ' sight', ' flight', ' time', ' bright']","[0.359375, 0.2470703125, 0.150390625, 0.045654296875, 0.031494140625]","[' silence', ' vain', ' quiet', ' flight', ' night']","[0.36328125, 0.171875, 0.091796875, 0.0556640625, 0.0556640625]"
244,"A hearth's warm glow where whispered memories reside,",reside,pride,collide,True,"A sanctuary of time, both past and pride.","A sanctuary of time, both past and pride.","A sanctuary of time, both past and",3,True,208-light,208,light,11,"[' pride', ' wide', ' tried', ' tied', ' guide']","[0.5546875, 0.12353515625, 0.051513671875, 0.04541015625, 0.04541015625]","[' l', ' pride', ' guide', '(l', '.l']","[1.0, 0.00102996826171875, 0.00011587142944335938, 0.0001087188720703125, 5.125999450683594e-05]"
247,"When laughter dances on the breeze,",breeze,trees,trees,True,It carries joy through the trees.,It carries joy through the trees.,It carries joy through the,8,True,244-pride,244,collide,3,"[' trees', ' tree', ' sea', ' street', ' leaves']","[0.99609375, 0.0035858154296875, 0.0004863739013671875, 8.440017700195312e-05, 6.580352783203125e-05]","[' sea', ' streets', ' trees', ' street', ' night']","[0.271484375, 0.1455078125, 0.11279296875, 0.11279296875, 0.07763671875]"
252,"Time etches wisdom in the lines it leaves behind,",behind,mind,wind,True,Space unfolds the secrets it has kept in mind.,Space unfolds the secrets it has kept in mind.,Space unfolds the secrets it has kept in,16,True,269-sky,269,sigh,8,"[' mind', ' store', ' silence', ' vain', ' wait']","[0.6328125, 0.140625, 0.0751953125, 0.045654296875, 0.031494140625]","[' the', ' sky', ' skies', ' heav', ' high']","[0.9765625, 0.020263671875, 0.0011444091796875, 0.00078582763671875, 0.000255584716796875]"
258,"Whispers of the wild through ancient trees,",trees,breeze,trees,True,Swaying in the breeze.,Swaying in the breeze.,Swaying in the,5,True,104-sigh,104,sigh,8,"[' breeze', ' h', ' moon', ' wind', ' silent']","[0.51953125, 0.2451171875, 0.11572265625, 0.03759765625, 0.029296875]","[' h', ' moon', ' silent', ' night', ' midnight']","[0.3671875, 0.22265625, 0.1533203125, 0.0498046875, 0.0439453125]"
265,"Like echoes in a hall of old,",old,hold,told,True,The whispers of the past still hold.,"Like echoes in a hall of old,  
The whispers of the past still hold.","Like echoes in a hall of old,  
The whispers of the past still",6,True,41-day,41,grey,8,"[' hold', ' bold', ' toll', ' call', ' fold']","[0.9609375, 0.0198974609375, 0.00732421875, 0.0030517578125, 0.0027008056640625]","[' day', '-day', ' call', ' Day', ' da']","[0.99609375, 0.0016937255859375, 0.00080108642578125, 0.0003795623779296875, 0.00013065338134765625]"
266,"Brushstrokes of thought where imaginations dance,",dance,glance,dance,True,Whispers of dreams in every glance.,Whispers of dreams in every glance.,Whispers of dreams in every,4,True,148-sting,148,sing,6,"[' glance', ' canvas', ' chance', ' frame', ' gentle']","[0.3515625, 0.2734375, 0.11376953125, 0.0888671875, 0.037109375]","[' gentle', ' canvas', ' painted', ' careful', ' tangent']","[0.58203125, 0.1669921875, 0.1298828125, 0.032958984375, 0.017578125]"
267,"I carve my name in bone and flame, défier of the silent claim,",claim,name,name,True,"I burn the shadows, claim the name.","I carve my name in bone and flame, défier of the silent claim,  
I burn the shadows, claim the name.","I carve my name in bone and flame, défier of the silent claim,  
I burn the shadows, claim the",2,True,40-night,40,light,12,"[' name', ' flame', ' fame', ' game', ' names']","[0.84765625, 0.11474609375, 0.0155029296875, 0.0064697265625, 0.0034637451171875]","[' name', ' flame', ' fame', ' night', ' game']","[0.796875, 0.07421875, 0.0576171875, 0.0272216796875, 0.021240234375]"
269,"Beneath the cold moon’s watching eye,",eye,sky,sigh,True,Starlight weaves through the silent sky.,Starlight weaves through the silent sky.,Starlight weaves through the silent,8,True,81-seas,81,trees,5,"[' sky', ' trees', ' night', ' sigh', ' tree']","[0.98046875, 0.01092529296875, 0.007476806640625, 0.000423431396484375, 0.00019931793212890625]","[' psi', ' pine', ' trees', ' pass', ' mist']","[0.34375, 0.162109375, 0.0869140625, 0.07666015625, 0.046630859375]"
272,"Time's quiet hand etches tales in every line it's drawn,",drawn,dawn,dawn,True,"Eternity listens, waiting for the dawn.","Eternity listens, waiting for the dawn.","Eternity listens, waiting for the",2,True,157-years,157,years,6,"[' dawn', ' rain', ' tale', 'awn', ' sun']","[0.66796875, 0.2451171875, 0.017822265625, 0.0157470703125, 0.01220703125]","[' rain', ' year', ' tale', ' dawn', ' years']","[0.35546875, 0.16796875, 0.130859375, 0.130859375, 0.06982421875]"
274,"In whispers of time, the past’s silent flame burns bright,",bright,light,light,True,A ghostly echo of yesterday’s light.,A ghostly echo of yesterday’s light.,A ghostly echo of yesterday’s,4,True,209-trace,209,embrace,5,"[' light', ' delight', ' night', ' flight', ' fight']","[0.9609375, 0.025634765625, 0.0027008056640625, 0.00238037109375, 0.00185394287109375]","[' light', ' delight', ' flight', ' night', ' fight']","[0.953125, 0.025390625, 0.0050048828125, 0.0038909912109375, 0.0026702880859375]"
285,"In the weave of voices, we find our song,",song,throng,belong,True,A melody born from the throng.,A melody born from the throng.,A melody born from the,4,True,48-grace,48,embrace,1,"[' ground', ' thr', ' heart', ' echo', ' crowd']","[0.2392578125, 0.1640625, 0.1640625, 0.087890625, 0.060546875]","[' heart', ' ground', ' thr', ' threads', ' crowd']","[0.2578125, 0.201171875, 0.1376953125, 0.07373046875, 0.05078125]"
287,"He walked with ghosts in shadowed trails,",trails,tales,trails,True,Where echoes whispered of lost tales.,"He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost",3,True,175-low,175,glow,6,"[' tales', ' trails', ' names', ' days', 'ails']","[0.84375, 0.0419921875, 0.0419921875, 0.01446533203125, 0.00775146484375]","[' tales', ' names', ' souls', ' low', ' loves']","[0.8359375, 0.04443359375, 0.0252685546875, 0.0185546875, 0.01123046875]"
290,"The clock’s shadow dances where the dawn used to rise,",rise,disguise,dies,True,"The sun now lies in silence, shrouded in the night's disguise.","The sun now lies in silence, shrouded in the night's disguise.","The sun now lies in silence, shrouded in the night's",1,True,35-walls,35,halls,3,"[' disguise', ' embrace', ' guise', ' soft', ' wide']","[0.80078125, 0.1396484375, 0.01300048828125, 0.011474609375, 0.0101318359375]","[' disguise', ' embrace', ' wide', ' guise', ' soft']","[0.6875, 0.251953125, 0.01422119140625, 0.009765625, 0.00860595703125]"
296,"Where whispered memories cling to the walls,",walls,halls,halls,True,Time folds back the pages of the halls.,"Where whispered memories cling to the walls,  
Time folds back the pages of the halls.","Where whispered memories cling to the walls,  
Time folds back the pages of the",5,True,116-hell,116,dwell,4,"[' halls', ' past', ' hall', ' stars', ' heart']","[0.6171875, 0.375, 0.002227783203125, 0.00072479248046875, 0.00072479248046875]","['说', '.', '到', ""'"", '是在']","[0.02099609375, 0.0140380859375, 0.01055908203125, 0.009033203125, 0.006622314453125]"
300,"Two hearts entwined, a vow they seal,",seal,real,kneel,True,"A promise true, forever real.","A promise true, forever real.","A promise true, forever",2,True,132-might,132,light,2,"[' real', ' sweet', ' free', ' deep', ' kne']","[0.859375, 0.04833984375, 0.0189208984375, 0.006988525390625, 0.0045166015625]","[' might', ' real', ' sweet', ' may', ' free']","[0.9609375, 0.025634765625, 0.006072998046875, 0.00164031982421875, 0.00106048583984375]"
302,"Shadows fall where laughter used to rise,",rise,disguise,dies,True,Moonlight weeps in silent disguise.,Moonlight weeps in silent disguise.,Moonlight weeps in silent,3,True,212-gaze,212,maze,6,"[' disguise', ' guise', ' sigh', ' skies', ' eyes']","[0.322265625, 0.1953125, 0.1953125, 0.0634765625, 0.0634765625]","[' eyes', ' skies', ' sigh', ' guise', ' grace']","[0.71875, 0.2333984375, 0.01318359375, 0.00799560546875, 0.0062255859375]"
305,"Blood paints the dawn where steel and silence wed,",wed,dead,thread,True,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the,8,True,28-day,28,grey,14,"[' dead', ' red', ' wed', ' dread', 'dead']","[1.0, 0.00116729736328125, 0.0001087188720703125, 7.486343383789062e-05, 7.486343383789062e-05]","[' day', 'day', ' Day', ' dead', 'Day']","[1.0, 8.307397365570068e-07, 1.8533319234848022e-07, 4.1443854570388794e-08, 3.655441105365753e-08]"
