,Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
44,72,"A flawless sphere, yet marred by its glow,",glow,go,glow,True,34,True,141-wall,141,fall,20,It casts a shadow where the light cannot go.,It casts a shadow where no light can dwell.,Its light reveals the cracks it cannot show.,It casts a shadow where the light cannot go.,It casts a shadow where the light cannot go.,Its light exposes the shadows below.,Its light exposes the shadows below.,It casts a shadow where the light must go.,Its light betrays the shadow it knows.,Its light reveals the cracks it cannot show.,It casts a shadow where the light cannot go.,It casts a shadow where the light cannot go.,It hides a shadow in its core.,It casts shadows where the light once flowed.,Its light reveals the shadowed below.,Its light betrays the shadow it knows.,Its light exposes the shadows below.
45,77,"In shadowed chains, the spirit dares to sing,",sing,bring,sing,True,22,True,28-away,28,grey,17,A whispered hope that none can bring.,A silent hymn to freedom's unchained quest.,A whispered hope that none can bring.,A whispered hope that none can bring.,A whispered hope that none can sting.,A whispered hope that echoes through the night.,A whispered hope that breaks the night's long sting.,A whisper of hope through the darkest spring.,A whispered hope begins to spring.,A hymn to light that none can sting.,A whispered hope breaks through the night.,A whispered hope that dares to wing.,A whisper of hope through the darkest spring.,A whisper of hope against the night.,Breaking the night with a voice that brings the light.,Defying the night with a voice so strong.,Breaking free from the night to find its wings.
46,79,"It blooms in whispers, not in storm,",storm,form,storm,True,7,True,55-appears,55,years,27,A silent grace that time has torn.,A secret kept beneath the trees.,"It waits for silence, not for scorn.",A silent hymn to the heart's own form.,A silent hymn to the heart's own form.,"It waits for silence, not for scorn.",A secret held by the heart alone.,"It waits for silence, not for scorn.",It waits for silence to be born.,A secret held by every Thorn.,It waits for silence to be born.,A secret kept from every form.,A secret kept from all but dawn.,It waits for calm to claim its form.,A secret kissed by morning's warm.,A secret held by morning's form.,A silent grace that time has worn.
47,84,"Time’s tapestry threads with echoes of yore,",yore,more,soar,True,65,True,183-win,183,spin,45,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of forever.,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of more.,Where memories softly weave their silent lore.,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of more.,Each moment a stitch in the story we bore.,Each moment a stitch in the fabric of more.,Each moment a stitch in the fabric of more.,Now woven with futures we've yet to explore.,Each moment woven in silence and lore.,And we weave our fleeting moments into more.
48,85,"Justice weeps in shadowed halls,",halls,walls,halls,True,24,True,87-gleam,87,stream,26,Where silent echoes call.,Her voice is drowned by silent schemes.,Her voice a whisper through the walls.,Her silent tears fall like winter snow.,"Her voice unheard, her cause unswayed.","Her voice unheard, her cause unswayed.",Her silent tears fall like winter snow.,Her voice is drowned by silent walls.,Where silent verdicts cast their pall.,Where silent guilt and truth entwine.,Where silent wrongs still call.,Where silent echoes tell the tales of fall.,"Her voice unheard, her cause unmet.",Where silent trials echo tales of fall.,Her voiceless cries echo through the walls.,Where silenced voices rise and fall.,While truth remains a silent call.
49,86,"Laughter echoes down the lane where sunlit days once played,",played,shade,stayed,True,11,True,101-flame,101,name,14,Now shadows dance in silent shade.,Now shadows dance in silent flame.,Now shadows dance with memories in the fading light.,Now shadows dance with memories in the fading light.,Now shadows dance with memories in the fading light.,Now shadows dance in silent shade.,Now shadows dance with memories in the fading light.,Now shadows dance with memories in the fading light.,Now shadows dance where joy once stayed.,Memories of joy still remain.,Now shadows dance with memories in the fading light.,Now shadows dance with memories in the fading light.,Now shadows stretch and memories stay.,"Now shadows linger, silent, in the fading light.",Now shadows dance in silent frame.,"Now shadows linger, soft and pale.",Now shadows dance in silent sway.
50,87,"The hours drift like autumn leaves in twilight’s gentle stream,",stream,gleam,stream,True,26,True,22-sky,22,sigh,27,Whispers of time carry the scent of memory’s,Whispers of time fade softly by.,Whispering tales of time that cannot be seen.,"Whispering tales of time's soft, fading gleam.",Whispers of time carry the scent of memory’s dream.,Whispers of time carry the scent of memory’s dream.,Whispering tales of time that never seems to end.,Whispers of time softly gleam.,Whispers of time gently descend.,Whispering tales of time that seems to slow and gleam.,Whispering tales of time that never seems to end.,Whispers of time softly gleam.,Whispering tales of time that never seems to end.,Whispers of time carry the scent of memory's dream.,whispering soft through the trees in a timeless gleam.,whispering tales of time that cannot be reclaimed.,Reflecting softly on the fleeting moments we’ve seen.
51,88,"The road unwinds its thread through mist and sun,",sun,spun,spun,True,16,True,97-gray,97,grey,17,Where shadows dance and dreams are spun.,Where shadows dance and secrets are spun.,Where shadows dance and dreams are spun.,Where shadows dance and dreams are spun.,Where shadows dance and dreams are spun.,Where shadows dance and secrets are undone.,And whispers tales of where the journey's begun.,While shadows dance where dreams are spun.,where shadows dance with fleeting fun.,And whispers tales of where the journey's begun.,Where shadows dance and secrets are spun.,A silent promise waits to be undone.,where shadows dance upon the land.,And whispers tales of where the journey runs.,The sky exhales a promise held in one.,where shadows dance and light is spun.,A traveler walks where shadows run.
52,96,"In the shadowed heart where two winds meet,",meet,sweet,deceit,True,21,True,156-undo,156,new,38,A silent storm begins to beat.,They whisper secrets never spoken.,A silent storm begins to beat.,A silent storm begins to beat.,A silent storm begins to beat.,A silent storm begins to beat.,A silent storm begins to beat.,A silent dance of fire and heat.,A silent battle stirs beneath the street.,A silent dance begins to beat.,They whisper secrets neither sees.,They whisper secrets never meant to be seen.,A silent duel of will and heat.,they whisper tales of love and heat.,A silent whisper stirs the deep.,"They whisper secrets, soft and sweet.",A whispered promise begins to beat.
53,97,"Beneath the silence where whispers used to play,",play,gray,grey,True,17,True,156-undo,156,new,38,Now rests the echo of a forgotten day.,Now echoes linger in the hush of dawn.,Now rests the echo of a forgotten day.,Now echoes linger in the hollowed gray.,Now echoes linger in the hollowed gray.,Now echoes linger in the hollowed gray.,Time has folded the echoes away.,Time has stitched the gaps where memories decay.,Time has folded the echoes away.,The shadows now hold the echoes of the day.,Time has folded the echoes away.,The stars now watch over the dreams that remain.,Time has buried the echoes of yesterday.,The stars now hum a lullaby of clay.,Now rests the echo of a forgotten day.,Time has buried the echoes of yesterday.,Now rests the echo of a long-forgotten day.
54,101,"The shadows whisper threats they cannot name,",name,flame,name,True,14,True,141-wall,141,fall,20,And the wind carries echoes of a distant flame.,And the wind carries echoes of a silent war.,And the silence answers with a trembling frame.,And the silence answers with a trembling flame.,And the wind carries echoes of a distant flame.,And the silence answers with a trembling flame.,And the wind carries echoes of a distant flame.,and the silence answers with a warning flame.,And the wind carries echoes of a distant flame.,And the silence answers with a warning flame.,And the silence answers with a trembling flame.,And the wind hums a lullaby of flame.,And the wind carries echoes of a distant flame.,And the silence answers with a warning's flame.,And the wind carries echoes of a distant flame.,And silent terrors linger in the flame.,I hear them in the hush between the rain.
55,104,"Footprints in the dust of days gone by,",by,sigh,sigh,True,28,True,24-on,24,dawn,20,Whispers of the past now softly sigh.,Echoes of a love that once was known.,Echoes of a love that never dies.,Echoes of a love that never dies.,Whispers of the past now softly sigh.,Echoes of a love that never dies.,Whispers of the past now softly sigh.,Echoes of a love that never dies.,Echoes of a love that will never die.,Whispers of the past now softly sigh.,Whispers of the past still cling to the sky.,Whispers of the past still echo high.,Whispers of memories silently cry.,Echoes of a love that never dies.,Echoes of memories that never will die.,Whisper secrets of a life once tried.,Whispers of the past now softly sigh.
56,105,"The reaper whispers soft through every age,",age,wage,rage,True,24,True,192-sublime,192,time,19,He gathers all who dare to wage.,"He counts the hours, one by one, in time.","He counts the hours, but never the wage.",He gathers all who dare to wage.,"He counts the hours, but never the wage.",He gathers all who dare to wage.,He gathers all who dare to wage.,He gathers all who dare to wage.,"He counts the hours, but never the wage.",He gathers all who dare to wage.,He gathers all who dare to wage.,"He counts the hours, and the soul grows strange.",He gathers all who cannot sing.,He gathers all who dare to wage.,He gathers all who dare to wage.,He walks where shadows dance and none can cage.,"He counts the hours, though none will sing."
57,111,"The thunder in his chest begins to roar,",roar,pour,soar,True,26,True,31-sun,31,spun,43,And the storm of his soul is about to soar,And the storm of his soul is just getting started.,And the storm of his soul is about to soar.,And the storm of his soul is about to soar.,And the storm of his soul is about to soar.,And the storm of his soul is about to pour.,And the storm of his soul is about to soar.,And the storm of his soul is about to soar.,And the storm of war is knocking at the door.,And the storm of war is knocking at the door.,And the storm of his soul is finally born.,And the storm follows him everywhere he goes.,And the sky above seems to tremble with his power.,And lightning dances in his eyes.,"And the wind listens, awed and sore.",And the storm of his soul is finally born.,And the ground quakes with the weight of his power.
58,114,"The elder chants as clocks devour time,",time,rhyme,time,True,11,True,77-bring,77,sing,22,The stars blink out in silent rhyme.,and shadows stretch where memories lie.,The stars blink out in silent rhyme.,The stars blink out in silent rhyme.,and the stars blink out like forgotten rhyme.,The stars blink out in silent rhyme.,The stars blink out in silent rhyme.,and shadows stretch where memories climb.,The stars blink out in silent rhyme.,and shadows stretch where memories climb.,and shadows stretch where memories climb.,The moon retreats beneath the weight of rhyme.,The moon retreats beneath the weight of rhyme.,while shadows stretch and dreams take flight.,The sands of hours slip through the chime.,His voice a hymn to fleeting prime.,and shadows stretch where memories climb.
59,117,"Amber whispers brush the breeze,",breeze,trees,trees,True,31,True,126-leap,126,sweep,46,A golden glow through the trees.,Gold leaves drift softly in the stream.,A golden glow begins to please.,A golden glow through the trees.,A golden glow begins to please.,A golden glow beneath the trees.,A golden glow begins to please.,Gold leaves dance in silent trees.,A golden glow upon the trees.,A golden glow begins to please.,A secret lingers in the trees.,A secret lingers in the trees.,Gold leaves dance on the trees.,A golden hush descends on trees.,Softly guiding autumn's trees.,A silver glow beneath the trees.,Golden light dances on the trees.
60,118,"Autumn's breath whispers through the trees,",trees,breeze,trees,True,21,True,58-sky,58,sigh,35,"Leaves dance in golden, fleeting breeze.","Leaves dance in golden, fleeting flight.","Leaves dance in golden, fleeting breeze.","Leaves dance in golden, fleeting breeze.","Leaves dance in golden, fleeting breeze.","Leaves dance in golden, fleeting breeze.","Leaves dance in golden, fleeting breeze.","Leaves dance in golden, fleeting breeze.",Leaves dance in a golden breeze.,"Leaves dance in golden, fleeting ease.","Leaves dance in golden, fleeting breeze.","Leaves dance in golden, fleeting ease.",Leaves dance in patterns only nature sees.,"Leaves dance in golden, fleeting breeze.",Leaves dance in a golden breeze.,Leaves paint the ground in fiery hues.,"Leaves dance in golden, fleeting tease."
61,122,"Thunder roars, but chains remain unbroken—",unbroken,broken,unbroken,True,16,True,187-bright,187,light,26,Hope still burns where the storm has flown.,No voice can break the silence of the night.,Hope still burns in the heart of the storm.,Hope still burns where the storm has flown.,Hope still burns where the storm has flown.,Hope still burns where the storm has flown.,Hope still burns where the storm has flown.,Hope still burns in the hearts of the strong.,Hope still burns where the storm has flown.,Victory waits where courage is not forgotten.,Hope burns where shadows once were spoken.,Hope whispers through the storm.,No voice can silence the storm's relentless song.,No voice can call the storm to stay.,No voice can shatter what the heart has known.,Hope still burns where the storm has not yet broken.,Hope still burns in the darkness.
62,126,"Whispers of dread in the silence they creep,",creep,leap,sweep,True,46,True,128-night,128,light,27,A shadowed fate waits where no light can leap,A shadowed path leads to the heart of the night.,A shadowy dread takes its solemn leap.,Shadows stir where the light dare not leap.,Shadows of fear take their silent leap.,A shadowed fate waits where the light cannot leap.,Hear the shadows stir where the light cannot reach.,A shadowed path where no light can leap.,Shadows stir where the light once did sleep.,A shadowy figure emerges from the deep.,A shadowed path leads to sleep.,A shadowed path where no light can leap.,Hear the echo of footsteps beneath the moon's beam.,A shadowed path where no light can leap.,Fears take hold where the shadows convene.,A shadowy truth waiting to speak.,A shadowed fate waits where light cannot leap.
63,127,"In twilight's hush, where shadows dare to speak,",speak,seek,speak,True,38,True,132-white,132,light,17,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take heed.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,A whispered secret dances on the creek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.
64,128,"In starlit whispers, my hopes take flight,",flight,night,light,True,27,True,54-day,54,grey,26,Through dreams that shimmer in the night.,Through dreams that shimmer in the night.,Through dreams that shimmer in the night.,Through dreams that shimmer in midnight's light.,Through dreams that shimmer in the night.,Through dreams that shimmer in the night.,Through dreams that shimmer in the night.,Through dreams that shimmer in the night.,Through dreams that shimmer in the night.,Through dreams that dance on the night's soft light.,Guided by the moon's gentle light.,Through dreams that shimmer in midnight light.,Through dreams that shimmer in midnight light.,Through dreams that shimmer bright.,Through dreams that shimmer in the night.,Against the silence of endless night.,Guided by the moon's gentle light.
65,129,"The road unfolds like whispered dreams in dawn's embrace,",embrace,grace,embrace,True,33,True,190-night,190,light,9,where silent footsteps trace the path of time.,where silent footsteps trace the path of light.,where silent footsteps trace the path of time.,where silent footsteps trace the path of time.,where silent footsteps trace the path of time.,where silent footsteps trace the path we've yet to name.,where silent footsteps trace the path we've yet to name.,where shadows dance with light in silent grace.,where silent footsteps trace the light of hope.,where shadows dance with light in silent grace.,where silent footsteps trace the path unseen.,where silent footsteps trace the path we've come to take.,where shadows dance with the first light's gentle trace.,where silent stars still trace their fading light.,where silent footsteps trace the path of time.,where footsteps trace the quiet hush of morning's grace.,where shadows dance with fading light.
66,130,"The earth whispers tales through rustling green,",green,lean,unseen,True,22,True,59-trance,59,dance,33,The wind carries them where the stars have been.,The wind carries them to the moon's embrace.,The wind carries them where the stars have been.,The wind carries them where the wild things lean.,The wind carries them where the shadows lean.,The wind carries them where the wild things lean.,The wind carries them where the shadows lean.,The wind carries them where the wild things dream.,The wind carries secrets between.,The wind carries them where the shadows lean.,The sky responds with a silent dream.,The wind carries secrets between.,The wind carries secrets between unseen.,The wind carries them to the unseen.,The wind carries secrets between.,The wind carries them where the silent trees convene.,The wind hums songs that only trees can mean.
67,131,"In shadows cast by city lights, a thousand souls feel night,",night,fight,light,True,8,True,192-sublime,192,time,19,yet find their way through silent streets with hope al,"Yet in their hearts, a silent flame still climbs.",yet find their way through silent skies.,yet find their way through silent skies.,yet find their way through silent skies.,yet find their way through silent streets with hearts that still ignite.,yet find their way through silent streets with hope alight.,"But in their hearts, a silent fire still burns bright.",while silent dreams take flight.,yet find their way through silent streets with hope alight.,yet find their way through silent skies.,yet find their way through silent flight.,yet find their way through whispered lights.,yet find their way through silent skies.,Yet find their way through silent streets.,yet find their way through silent streets to dawn's first faint light.,yet find their way through silent trails of light.
68,132,"Beneath the brush of dawn’s soft light,",light,white,light,True,17,True,55-appears,55,years,27,A silent world awakes in quiet white.,The world awakes in silent dreams.,A silent world awakes in quiet white.,A silent world awakes in quiet white.,A silent world awakes in quiet white.,The world awakes in silent white.,The world awakes in silent flight.,A silent world awakes in quiet white.,The world exhales in silent white.,A silent world awakes in white.,A secret blooms in silent flight.,The stars still cling to the night.,A thousand secrets stir and rise.,The world awakens in quiet white.,A whispered promise stirs the night.,The stars begin to fade from sight.,A whispered promise stirs the night.
69,133,"The hush of time whispers tales of the old,",old,rolled,told,True,15,True,142-wings,142,strings,31,the wind still hums the songs of the bold,the echoes of forgotten dreams still remain.,the echoes of the past still hold.,the echoes of the past still hold.,the echoes of forgotten souls.,the echoes of forgotten souls.,the wind still hums the songs of the bold.,the ancient winds still carry their gold.,echoes carried on the wind's gentle toll.,the stars still gleam where forgotten souls are sold.,the wind still hums the songs of the bold.,echoes lost in the wind's soft hold.,And the wind carries echoes of those long gone.,hidden in the silence where the echoes hold.,hidden secrets in the silent fold.,"hidden in the quiet, forgotten and bold.",the moonlight still guards the secrets it holds.
70,135,"Whispers of the past linger where old shadows dance,",dance,trance,dance,True,30,True,84-more,84,soar,65,"Time bends to listen, lost in silent trance.",Time bends to listen where the forgotten soul roams.,Time bends to listen as the echoes trance.,Time bends to listen as forgotten names romance.,"Time bends to listen, lost in silent trance.","Time bends to listen, lost in silent trance.","Time bends to listen, lost in silent trance.",Time's forgotten echoes softly call your name.,"Time bends to listen, lost in silent trance.","Time bends to listen, lost in silent trance.",Time's forgotten echoes softly trace their trance.,Echoes of forgotten time still hold their trance.,Echoes of forgotten dreams still haunt the hush of the land.,Time bends to listen as the echoes chance.,Time holds its breath in the hush of the land.,"Time bends to listen, lingering in the glance.",Time bends to listen as forgotten tales romance.
71,136,"Through storms of time, our roots hold fast,",fast,past,past,True,26,True,101-flame,101,name,14,"Through trials deep, our bond is cast.","Through trials deep, we stand unswayed.","Through trials deep, our bond is cast.","Through storms of time, our roots hold fast,  
We rise with courage, unshaken and","Through storms of time, our roots hold fast,  
We bloom anew in every blast.","Through trials deep, our bond is cast.","Through trials deep, our bond is cast.","Through trials deep, our bonds are cast.","Through storms of time, our roots hold fast,  
We bloom anew in every blast.","Through trials deep, we stand unswayed.","Through trials deep, our bond is cast.","Through trials deep, our bonds are cast.","Through trials deep, we stand unswayed.","Through trials faced, our bond is vast.","Through storms of time, our roots hold fast,  
We stand as one, through every blast.","Through storms of time, our roots hold fast,  
We rise with strength, unyielding,","Through trials faced, our bond is steadfast."
72,139,"Whispers of crimson, symphonies in every thread,",thread,dead,thread,True,26,True,141-wall,141,fall,20,"A tapestry of passion, woven from the dead","A tapestry of passion, woven through the soul.","A tapestry of passion, woven from the dead.","A tapestry of passion, woven from the dead.","A tapestry of passion, woven from the dead.","A tapestry of passion, woven from the dead.","A tapestry of passion, woven from the dead.","A tapestry of passion, woven with dread.",A dance of shadows where the light has fled.,"A tapestry of passion, woven from the dead.",A tapestry of dreams that time cannot shed.,"A tapestry of passion, woven from the dead.","A tapestry of passion, woven from the dead.",A tapestry woven from the dawn's first breath.,"A tapestry of shadows, stitched with silent dread.","A tapestry of shadows, woven by the dead.","A tapestry of twilight, woven with dread."
73,141,"Winds of freedom whisper where chains forgot to fall,",fall,wall,fall,True,20,True,66-chase,66,embrace,33,And echoes of the brave still call.,And echoes of the past now dance in the breeze.,And echoes of the brave still sing through the valley's call.,And hope takes flight on wings that never knew the wall.,And echoes of the brave still call.,And echoes of hope rise from the ashes of all.,And echoes of the past now dance in every hall.,And echoes of hope rise where the silenced once stood tall.,And echoes of the brave still rise from the call.,"And hope takes flight on silent, starlit wings.",And echoes of the brave still call.,And hope takes flight where the silenced once stood tall.,And the silenced hearts now dare to rise and call.,And echoes of the past now dance in every hall.,And echoes of the past now dare to rise as tall.,And fireflies dance in the dawn's first call.,And echoes of courage rise from the walls.
74,142,"The scales of justice sway on trembling strings,",strings,wings,strings,True,31,True,17-skies,17,dies,25,Balancing truth in silent wings.,Balancing truth with silent cries.,Balancing truth in silent wings.,Balancing truth in silent wings.,Balancing truth in silent wings.,Balancing truth in silent wings.,Balancing truth in silent wings.,Balancing truth in silent wings.,Balancing the weight of truth and lies.,Balancing truth in silent wings.,Balancing truth with silent wings.,Balancing truth in silent wings.,Balancing truth with silent wings.,Balancing truth in silent wings.,Balancing right and wrong with silent wings.,Balancing truth in silent wings.,Balancing truth in fragile wings.
75,145,"Together we rise, bound by more than shared skies,",skies,ties,dies,True,33,True,3-chains,3,remains,30,"We stand as one, hearts aligned in the fight","A bond forged in purpose, not just in chains.","We stand as one, hearts aligned in the fight.","We stand as one, hearts aligned in the fight.","we stand as one, hearts aligned in the fight.","We stand as one, through storms and unknown tides.","we stand as one, hearts aligned in the fight.","we stand as one, defying the weight of the skies.","we stand as one, hearts aligned in the fight.","we stand as one, hearts alight with the stars.",we are united by the fire that burns in our eyes.,"We stand as one, united in purpose and eyes.","we stand as one, hearts aligned in the fight.",We are tethered by hearts that never die.,"we stand as one, united in purpose and eyes.","We stand as one, defying the highest of highs.",we are tethered by hearts that never decline.
76,148,"In whispers of time, our deeds still sing—",sing,cling,sing,True,21,True,54-day,54,grey,26,A tale etched in the hearts of the stars,A silent hymn to the paths we've tamed.,"A tale etched in echoes, never to swing.",A tale etched in the hearts of the stars.,"A tale etched in stars, forever to cling.",A tale etched in the hearts of the stars.,A tale etched in the hearts of the spring.,A silent echo in the wind.,"A tale etched in stars, forever to cling.","A tale etched in stars, forever to cling.",A tale etched in the hearts of the winged.,"A tale etched in echoes, forever spring.","A tale etched in the stars, never to change.","A tale etched in the stars, forever to cling.",A tale etched in echoes of the spring.,"A tale etched in echoes, forever to cling.",A tale etched in the heart of spring.
77,149,"Like morning dew on petals soft and new,",new,hue,new,True,16,True,166-seen,166,unseen,25,Shines the light of hope in every hue.,"Shines the light of hope, unseen.",Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope through every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shimmers the light in silent dew.,Shimmers the light in silent dew.,Shining bright with hope that never fades.
78,156,"Two hearts entwined, a vow so true,",true,undo,new,True,38,True,40-light,40,light,28,"Forever bound, through joy and rue.","Forever bound, through joy and night.",Forever bound in love's embrace.,"Forever bound, through joy and rue.",Forever bound in love's pure hue.,Forever bound in love's embrace.,Forever bound in love's pure hue.,"A lifetime's promise, forever anew.",Forever bound in love's embrace.,Forever bound in love's pure hue.,Forever bound in love's pure hue.,"A lifetime's promise, forever new.","Forever bound, through joy and rue.","Forever bound, through joy and rue.","Forevermore, their love will grew.","Forevermore, they'll walk through every hue.",A love that time cannot undo.
79,158,"Like shadows at the close of day,",day,gray,grey,True,19,True,180-two,180,new,34,"We fade from sight, yet never away.","We fade from sight, yet never true.","We fade from sight, yet never away.","We fade from sight, yet never away.","We fade from sight, yet never away.","We fade from sight, yet never away.","We fade from sight, yet never away.","We fade from sight, yet never away.",We fade into the silent gray.,"We fade from sight, yet never away.","We fade from sight, yet never away.",We fade into the silent gray.,"We fade from sight, yet leave our way.","We fade from sight, yet never away.","We fade from sight, yet never away.",We fade into the silent gray.,"We fade from sight, yet never away."
80,160,"Whispers of absence haunt the halls where laughter used to play,",play,day,grey,True,15,True,168-withdrew,168,new,35,"Echoes of joy now linger in the silent,","Echoes of joy now linger in the shadows, unseen and true.","Echoes of joy now linger in the silent, empty air.","Echoes of joy now linger in the silent, empty air.","Echoes of joy now linger in the silent, empty air.","Echoes of joy now linger in the silent, empty air.","Echoes of joy now linger in the silent, empty air.",Echoes of joy now fade away.,Echoes of joy now linger in the silence of the day.,Echoes of memories linger in the fading light of day.,"Echoes of joy now linger in the quiet, pale.",Echoes of memories linger in the fading light of day.,Echoes of memories linger in the fading light of day.,Echoes of joy now fade away.,Echoes of joy now fade away.,Echoes of memories now linger in the gray.,Empty echoes mark the place where joy once danced each day.
81,162,"Colors whisper secrets where wild imaginations tread,",tread,led,thread,True,37,True,30-keep,30,sweep,34,And dreams take flight where the imagination led.,Dreams take flight on silent wings.,And dreams take flight where the forgotten are led.,And dreams take flight where the imagination led.,And dreams take flight where the forgotten are led.,And dreams take flight on wings of red.,And dreams take flight where the unknown is led.,And dreams take flight on wings of red.,And dreams take flight on wings of red.,And dreams take flight on wings of lead.,And dreams take flight where the forgotten are led.,And dreams take flight where the forgotten are led.,And dreams take flight where the forgotten are fed.,And dreams take flight on wings of red.,And dreams take flight on wings of red.,And hidden dreams take flight in every leaf and thread.,and dreams take flight where the impossible is led.
82,164,"In shadows cast by screens we cling,",cling,sing,sing,True,29,True,25-decay,25,grey,31,"Our hearts grow faint, yet still we sing.","Our hearts grow dim, yet still we yearn.","Our hearts grow faint, yet still we sing.","Our hearts grow faint, yet still we sing.","Our hearts grow faint, yet still we sing.","Our hearts grow faint, yet still we sing.","Our hearts grow dim, yet still we sing.","Our hearts grow cold, yet we still sing.","Our hearts grow cold, yet we still sing.","Our hearts grow faint, yet still we sing.","Our hearts grow faint, yet still we sing.","Our hearts grow faint, yet we still sing.","Our hearts grow dim, yet we still sing.","Our hearts grow faint, yet still we sing.","Our hearts grow cold, yet still we sing.","Our hearts grow cold, yet still we sing.","Our hearts grow faint, yet we still sing."
83,166,"In shadows crowned, the weak wear might unseen,",unseen,seen,unseen,True,25,True,149-hue,149,new,16,While silent strength in silent hearts is seen.,While silent kings in silence rule the dawn.,While silent kings in whispers reign unseen.,While silent kings in whispers reign supreme.,While silent strength in silent hearts is seen.,While silent thrones are built on whispered schemes.,While silent strength in silent hearts is seen.,"While justice sleeps, the strong take throne unseen.",While kings in light are seen to reign.,While silent strength in silence reigns supreme.,"While the bold march forth, unmarked, yet never unseen.","While the bold march on, unrecognized, yet free.",While silent strength in silence dares to reign.,While silent strength in quiet hearts is seen.,The silent crown is power’s truest screen.,While tyrants reign in borrowed gleam.,The strong are blind to power's silent reign.
84,168,"Smoke ascends where silent dreams once grew,",grew,withdrew,new,True,35,True,59-trance,59,dance,33,Echoes now drift through the hollowed trees.,Ash now marks the hollowed space.,Echoes of forgotten skies still hue.,Echoes of laughter now drift through the trees.,Echoes now drift through the hollowed trees.,Echoes of forgotten skies still hue.,Echoes now drift through the hollowed trees.,echoes now in the hush of blue.,Echoes linger in the morning dew.,Echoes now drift through the hollowed trees.,Ash now falls where whispered hopes withdrew.,Echoes of laughter now fade to blue.,Tears now fall where laughter used to be.,Echoes of forgotten skies now choose to flee.,Echoes now in twilight's hush keep true.,And echoes of forgotten songs still hue.,And shadows whisper tales of you.
85,170,"In shadows cast by silver lies,",lies,rise,dies,True,32,True,67-deep,67,sweep,51,A whispered truth begins to rise.,A whispered tale begins to dream.,A whispered truth begins to rise.,A whispered truth begins to rise.,A whispered truth begins to rise.,A whispered truth begins to rise.,A secret waits to be unmasked in disguise.,A whispered truth begins to rise.,A silent world begins to rise.,The heart beats loud in silent skies.,The world forgets the sun's goodbye.,A whispered truth begins to rise.,A whispered truth begins to rise.,A whispered truth begins to rise.,A secret whispers through the skies.,A whispered truth begins to rise.,A silent world begins to rise.
86,171,"In whispered groves where the wild things dance,",dance,trance,dance,True,35,True,25-decay,25,grey,31,The moonlight weaves through the ancient trance.,The moonlight dances on the stream.,The moonlight weaves through the ancient trance.,The moonlight weaves through the ancient trance.,The moonlight weaves through the ancient trees.,The moonlight weaves through the ancient trance.,The moonlight weaves through the ancient trance.,The moonlight weaves through the tangled trance.,The moonlight weaves through the ancient trance.,The moonlight weaves through the ancient branches.,The moonlight weaves through the thorny chance.,The moonlight bends to trace their trance.,The moonlight weaves through the ancient trance.,The moonlight weaves through the ancient trance.,The moonlight weaves through the autumn trance.,The moonlight weaves through the ancient trance.,The moonlight weaves through the trees in trance.
87,175,"By the sandbox where the fireflies glow,",glow,slow,glow,True,34,True,130-lean,130,unseen,22,the moonlight dances low.,the stars begin to softly gleam.,the stars begin to softly show.,the moonlight dances low.,the moonlight dances low.,the moonlight dances on the clothesline below.,the moonlight dances low.,the stars begin to softly show.,the stars begin to softly show.,the moonlight dances low.,the stars begin to softly show.,the stars begin to softly show.,the stars begin to softly show.,The stars begin to softly show.,the stars begin to gently show.,the stars begin to softly show.,the stars begin to softly show.
