,Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
36,185,"Amidst the swirl of hues and whispered air,",air,prayer,despair,True,5,True,475-might,475,light,3,Amidst the swirl of hues and whispered air,"Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share","Amidst the swirl of hues and whispered air,  
The stars above shine bright and ever near","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share","Amidst the swirl of hues and whispered air,  
The stars above ignite the night's bright","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share","Amidst the swirl of hues and whispered air,  
The stars above ignite the night's bright","Amidst the swirl of hues and whispered air,  
The stars above seemed to whisper 'come","Amidst the swirl of hues and whispered air,  
The stars above do gently gleam and","Amidst the swirl of hues and whispered air,  
The stars above shine bright and ever near","Amidst the swirl of hues and whispered air,  
The stars ignite the night with silent care","Amidst the swirl of hues and whispered air,  
The stars above do dance in silent prayer","Amidst the swirl of hues and whispered air,  
The stars above do humble their glare.","Amidst the swirl of hues and whispered air,  
The stars in twilight whispered softly fair.","Amidst the swirl of hues and whispered air,  
The stars above winked in quiet prayer","Amidst the swirl of hues and whispered air,  
The world appears as if it were a","Amidst the swirl of hues and whispered air,  
The stars above gleam with quiet grace"
37,186,"Beneath soft lies, the truth wears a cloak of light,",light,night,light,True,2,True,302-guise,302,dies,6,And shadows flee when dawn begins to bright.,And shadows flee when dawn begins to rise.,And shadows flee where hope begins to take its flight.,And shadows flee when dawn begins to bright.,And shadows flee when dawn begins to bright.,And shadows flee when dawn begins to bright.,"And shadows fade, as dawn begins to bright.",And shadows flee when hope takes its flight.,"And shadows dare not speak, for darkness is fright.",And shadows dare not claim the throne of night.,And shadows hide where secrets once were bright.,And shadows hide where silence and secrecy meet.,and shadows fall in a tale of quiet night.,And shadows hide where dreams are born to flight.,and shadows flee in white.,"And in the dark, the stars all shine with might.",And shadows dare not dare to speak in the dark.
38,190,"A breath too brief, a shadow that swallows the light,",light,night,light,True,1,True,406-rhyme,406,time,1,"A silence that lingers, a ghost that never","A silence that lingers, a ghost that never returns.","A silence that lingers, a ghost that cannot be found.","A silence that lingers, a wound that never heals.","A silence that lingers, a ghost that never returns.",A silence that leaves the world in twilight's night.,"A fleeting moment, a whisper that leaves the night.","A tale of loss, a heart that breaks in the night.","A silence that lingers, a ghost that cannot be found.","A fleeting moment, a whisper that leaves no trace.","A silence that lingers, a ghost that cannot be hushed.","A shadow that swallows the light,  
Leaves only silence in its path.","A heart that breaks, a silence that lies in the night.",A ghost that lingers in the night.,A ghost that lingers in the night.,and fades into the gloom where silence sits.,A fate that leaves the world in silence and night.
39,196,"In the attic of my heart, old shadows dance with light,",light,flight,light,True,1,True,334-day,334,grey,4,"where memories whisper, soft and bright.",where dreams and memories take flight.,"where memories whisper, soft and bright.",where echoes of the past still sing.,"where memories whisper, soft and bright.","where memories whisper, soft and bright.","where memories whisper, soft and bright.","where dreams still whisper, soft and bright.","Where memories whisper, soft and bright.","where memories whisper tales of old, bright and bright.",where memories hum and time unties its bright.,where memories whisper in a timeless flight.,where dreams and echoes intertwine.,"where memories whisper, soft and bright.",where memories softly trace the walls of time.,I find forgotten joys in every shadow's bright refrain.,"where memories whisper, soft and bright."
40,204,"In the silent chasm where shadows conspire,",conspire,dire,desire,True,21,True,306-night,306,light,1,the moonlight whispers through the mist and fire.,the moonlight whispers through the mist and twilight's breath.,the moonlight flickers like a ghost in the night.,the moonlight whispers through the veil of night.,the moonlight flickers like a ghostly fire.,the moonlight flickers like a ghost in the wire.,the moonlight whispers through the silent trees.,the moonlight trembles and whispers a dire dire.,the moonlight whispers through the misty trees.,the moonlight whispers through the mist and fire.,the moonlight trembles in silent fear.,the moonlight trembles in silent fear.,the moonlight whispers through the veil of night.,the ancient beasts await the dawn's first light.,the echoes of silence hold a secret that's not quite their own.,I see the light through the veil of the night.,the moonlight trembles and whispers to the dark.
41,216,"When shadows steal the ones we held so dear,",dear,near,dear,True,6,True,401-tone,401,stone,2,"and leave us hollow, bare.","and leave us hollow, cold, and alone.","and leave us hollow, cold, and far.","and leave us broken, heartbroken, and yearning.","and leave us hollow, cold, and far.",and leave us hollowed in the night.,"and leave us hollow, bare, and far.","and leave us hollow, bare.","and leave us hollow, heartbroken, and bare.",and leave us broken in the morning's light.,"and leave us hollow, bare, and weary.",then silence falls and hearts are left to bear.,and leave us grief-stricken in their wake.,and leave us hollowed in their wake.,Then memories fade like leaves in autumn air.,"and leave us hollow, bare.",the light of love is dimmed by time's cruel tear.
42,222,"Candy wrappers rustled like whispers in the halls,",halls,walls,halls,True,4,True,0-flight,0,light,2,Candy wrappers rustled like whispers in the halls,"Candy wrappers rustled like whispers in the halls,  
A secret shared, a smile that never","Candy wrappers rustled like whispers in the halls,  
A secret shared between the stars and the","Candy wrappers rustled like whispers in the halls,  
A甜蜜的 memory that never quite lasts","Candy wrappers rustled like whispers in the halls,  
A secret shared, a joy that never","Candy wrappers rustled like whispers in the halls,  
A sweet farewell to the joy that once","Candy wrappers rustled like whispers in the halls,  
A secret shared between the stars and the","Candy wrappers rustled like whispers in the halls,  
A memory of joy that never can last","Candy wrappers rustled like whispers in the halls,  
A甜蜜的 farewell to the sweetest","Candy wrappers rustled like whispers in the halls,  
A tale of joy that never quite stays","Candy wrappers rustled like whispers in the halls,  
A secret shared, a sweet, fleeting","Candy wrappers rustled like whispers in the halls,  
A甜蜜的 trail through the laughter and","Candies melted in the night, leaving a sweet trail of scars.","Candy wrappers rustled like whispers in the halls,  
Sues to the stars in a glow","Candy wrappers rustled like whispers in the halls,  
Filling the air with a sweet,","Candy wrappers rustled like whispers in the halls,  
A toast to joy, a memory's","Candy wrappers rustled like whispers in the halls,  
A secret shared between the stars and the"
43,234,"Echoes of laughter fade in distant air,",air,there,despair,True,8,True,302-guise,302,dies,6,a song that lingers in the heart of the,a song that lingers in the breeze.,a song that lingers in the heart of the year.,a song of joy that never quite stays.,a song that lingers in the heart of the stair.,a song that lingers in the heart of the stair.,a song that lingers in the heart of the year.,"echoes of laughter fade in distant air,  
a memory that lingers in the night.","shadows cast by night's slow, silent prayer.",a song that lingers in the heart of the breeze.,memories that linger in the heart's rarest stair.,a song that lingers in the heart of a child's care.,bringing back memories of joy.,whispers of joy that never dare to stay.,echoes of memory linger in the night.,whispers of joy that once were there.,dancing through the night like stars in a prayer.
44,251,"In shadowed halls where whispers fade,",fade,shade,stayed,True,5,True,357-flight,357,light,1,the secrets of the night are lost in shade.,the secrets of the night are lost in air.,the secrets of the night are lost in fade.,the secrets of the night are lost to day.,the secrets of the night are lost in a haze.,the past is but a fleeting shade.,the secrets of the night are lost to day.,the secrets of the night are lost to age.,the truth remains untold and undefined.,where dreams are lost to time and space.,"I hear the secrets of the night,  
Yet never of the day.",the secrets of the past are left behind.,the past is lost in silence prayer.,I catch the light that breaks through the pale.,the truth is never far from the light.,the past is but a distant shade.,I murmur secrets to the moon's pale face.
45,259,"In silent prayers, the soul takes wing,",wing,spring,sing,True,10,True,204-dire,204,desire,21,and finds a heaven where the stars are ringing.,and finds peace in the quiet sky.,and finds a heaven where the stars are tinged.,and finds a heaven where the stars are ringing.,and finds a heaven where the stars are ringing.,and finds its peace in the stillness of the night.,and finds its peace in the stillness of the night.,and flies to heaven's endless spring.,and finds a heaven where the stars are listening.,and finds its home in heaven's bright springing.,and finds its peace in the quiet spring.,and finds a heaven still.,and finds its rest in heaven's justing.,to seek the light of heaven's bright spring.,and finds its rest in heaven's gleaming spring.,to seek the light of heaven's bright springing ring.,"to soar above the silent, hallowed spring."
46,262,"Beneath the moon where wild things roam,",roam,foam,home,True,12,True,496-rain,496,rain,5,"I hear the whispers of the wind,  
And","I hear the whispers of the wind,  
And the stars above are bright.",a ghostly glow spills o'er the moor.,the stars whisper secrets to the foam.,the stars whisper secrets to the foam.,"I hear the whispers of the wind,  
And see the stars in silent flight.","I hear the whispers of the night,  
In secrets that the stars have told.",the stars shine bright and the night is so long.,a ghostly glow lies in the foam.,a ghostly glow illuminates the moor.,"I hear them call, they whisper in the night.","I hear the whispers of the stars,  
In silence, they speak their own.",the stars shine bright and the silence is good.,a whispered tale of joy and doom.,"I'll write the next line of the rhyming couplet:

Beneath the moon where",I heard a legend of a ghost that goes home.,"whispers echo through the cold, dark stone."
47,264,"Thunder roars in chains of might,",might,light,light,True,7,True,170-dies,170,dies,10,and silence falls in night.,and silence falls in awe divine.,and heaven's wrath is sealed in night.,and silence falls in night.,and silence falls in night.,and silence falls in night.,and silence falls in the night.,and silence falls in sight.,and silence falls in night.,and silence falls in night.,and heaven's wrath is laid in fight.,and heaven's wrath is sealed in light.,and silence falls like night.,and echoes through the night.,"Night burns with fury, vast and bright.",and silence breaks in victory's light.,"Thunder roars in chains of might,  
The world is bound by fate's blind light."
48,267,"I carve my name in bone and flame, défier of the silent claim,",claim,flame,name,True,1,True,409-unknown,409,stone,2,"I carve my name in bone and flame,  
","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim,  
And let","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim."
49,269,"Beneath the cold moon’s watching eye,",eye,sky,sigh,True,7,True,475-might,475,light,3,the stars above shine bright and true.,the stars above shine bright and true.,the stars above shine bright and true.,the stars above shine bright and true.,the stars above shine bright and wise.,the stars ignite in silent flight.,the stars above shine bright and true.,the stars shine bright and the world is still.,"the stars ignite in silent, fiery prayer.",the stars above shine bright and true.,the stars shine bright and guide the way.,the stars above shine bright and true.,the lonely boat drifts by.,the stars are bright and the world is silent.,the stars above shine bright and wide.,the stars glitter in a silver sky.,the stars dare not be seen by day.
50,279,"Whispers the hourglass in sands of gold,",gold,old,told,True,10,True,175-low,175,glow,10,and time slips through the fingers of the old.,and time slips through the fingers of the moon.,and time slips through the fingers of the old.,Echoes of time in twilight's gentle hold.,Echoes of time in every breath we hold.,and time slips through the fingers of the old.,and time slips through the fingers of the old.,"echoes of time in every fleeting, soft, old.",echoes of time in every breath we hold.,and time slips through the fingers of the old.,and time slips through the fingers of the old.,And time slips through the fingers like a ghost of old.,and time dissolves like tears in the gloom.,and time slips through the fingers of the old.,"A fleeting tale, both sweet and old.","Whispers the hourglass in sands of gold,  
Time slips away like moonlight falling.",shadows fade like dreams in twilight's cold.
51,286,"The sun spills gold on smiles that rise,",rise,wise,dies,True,4,True,148-ring,148,sing,8,and lightens every heart that's wise.,and lightens every heart that sings.,and dreams take flight in a radiant breeze.,and lightens every heart that's wise.,"and shadows fall in graceful, sweet disguise.",and lightens every heart that's wise.,and lightens every heart that's wise.,"The moon dips low in quiet, silver skies.",and casts long shadows on the skies.,and lightens hearts in springtime's breeze.,and makes the world a brighter place.,The moon casts silver on the waves that rise.,and truth returns to those who wise.,The moon casts shadows on the silent skies.,and casts long shadows on the sides.,and shadows dance in twilight's breeze.,and dreams take flight in light and wise.
52,302,"Shadows fall where laughter used to rise,",rise,guise,dies,True,6,True,513-bright,513,light,1,and silence now holds all the light.,and silence wraps the room in twilight's light.,and silence now holds all the light.,"And silence wraps the room in a hushed, sweet disguise.",and silence waits where joy once smiled.,and silence now holds all the light.,and silence waits where joy once smiled.,And silence wraps the room in hushed delight.,And silence lingers where the joy once was.,and silence now holds every secret time.,Echoes whisper of joy that once was mine.,and silence lingers where the joy once smiled.,and time turns green with memories' wise.,And silence steals the place where joy once was.,Whispers echo through the silent skies.,"Beneath the silence, memories still live.",and silence claims the joy that once was bright.
53,306,"In whispers of light, belief takes its flight,",flight,night,light,True,1,True,407-cry,407,sigh,9,"And in shadows of doubt, hope finds its might","And in shadows of doubt, hope finds its way.","And in shadows, hope finds its way to the light.","And in shadows of doubt, hope finds its might.",and in shadows where hope is most bright.,"And in shadows of doubt, hope finds its might.","And in silence, hope finds its way to the light.","and in shadows of doubt, hope finds its right.","And in shadows, hope finds its way to the light.","And in shadows of doubt, hope finds its might.",and shadows fade in the quietest night.,"and shadows bow to the dawn's soft, sweet light.",and shadows turn to bright.,"And in silence, hope finds its way to the heart.","And in the heart of the dark, hope finds its might.","and shadows fade, leaving dream in their trail.","And in silence, hope finds its way through the night."
54,308,"Laughter echoed under skies of infinite blue,",blue,pursue,new,True,8,True,430-home,430,home,13,Hopefulness danced in every breath.,Hopefulness danced in every breath we took.,and joy filled the air like summer's sweetest tune.,"Hopefulness filled the air, a promise of new day.","Hopefulness gleamed in every face,  
A joyous dawn was just begun.",Hopefulness danced in every breath.,Hopefulness danced in every breath we took.,Hopefulness danced in every breeze that blew.,A joyous tune that never fades.,Hopefulness danced in every breath we took.,"Hopefulness filled the air, a promise of new day.",Hopefulness danced in every breath.,"Hope kept bright in hearts, where dreams take flight.",Hopefulness danced in every breeze that sighed.,hope each day is filled with joy and true.,Where dreams take flight and hearts are free.,and joy filled the air with ease.
55,321,"Golden whispers dance where joy and sunlight meet,",meet,greet,deceit,True,4,True,308-pursue,308,new,8,and hope in every breeze that gently sweeps through the,and love in every breeze that gently sweeps through trees.,and love in golden light.,and hope together shine through every leaf.,and hope begins to bloom in every leaf.,and hope in every leaf that dreams are kept.,and hope in every breeze that gently sweeps through the tree.,and dreams take flight in every leaf that sways.,and hope in every breeze that softly touches the tree.,"and dreams take flight in gentle, bright embrace.",Silver streams embrace the dawn with gentle light.,and laughter fills the air with every beat.,"and dreams take flight in bright, radiant flight.",and hope in every bloom that dreams can keep.,"Golden whispers dance where joy and sunlight meet,  
A radiant glow that lights the darkest night.","Softly glowing, they light the path ahead.","Golden whispers dance where joy and sunlight meet,  
And shadows bloom in hues of endless delight."
56,323,"Like morning dew on petals new,",new,dew,new,True,0,True,499-led,499,thread,11,the world is bright and full of dew.,the world is bright and full of dew.,the world is bright and full of dew.,the world is bright and full of dew.,the world is bright and full of dew.,the world is bright and full of dew.,the world is bright and full of dew.,the world is kissed by gentle dew.,the world is bright and full of dew.,the world is bright and full of dew.,the world is bright and full of dew.,the world is bright and ever green.,the world's most perfect youth.,the world is bright and full of dewy whiteness.,the world is rinsed in the sun's warm dew.,the world is filled with beauty to behold.,the world turns bright and serene.
57,334,"The sun dips low where tempests play,",play,day,grey,True,4,True,65-flight,65,light,2,and shadows dance on the waves of day.,and shadows dance on the pale blue glass.,and shadows dance on the waves of day.,and shadows dance on the pale gray sky.,and shadows dance on the waves of day.,and shadows dance on silent waves.,and shadows dance on the waves of day.,and shadows dance upon the gray.,and shadows dance on the waves of day.,the moon rises bright in silent sway.,and shadows dance on silent clay.,and shadows dance upon the sky.,and shadows dance upon the bay.,and shadows dance on silent clay.,and shadows dance on golden rays.,and shadows dance in golden gray.,and shadows dance on the golden ray.
58,340,"Whispers of the wind through leaves that sway,",sway,day,grey,True,10,True,170-dies,170,dies,10,"Whispers of the wind through leaves that sway,","Whispers of the wind through leaves that sway,  
A gentle song that lingers in the air","Whispers of the wind through leaves that sway,  
A gentle song that lingers in the air","Whispers of the wind through leaves that sway,  
A gentle song in nature's day.","echoes of a secret, soft and fair.","Whispers of the wind through leaves that sway,  
A gentle song that lingers in the air","Whispers of the wind through leaves that sway,  
A gentle song that lingers in the air","Whispers of the wind through leaves that sway,  
A gentle tune that lingers in the air","Whispers of the wind through leaves that sway,  
A song of nature, soft and true.","Whispers of the wind through leaves that sway,  
A gentle song that never grows old.","Whispers of the wind through leaves that sway,  
A gentle tune that nature gives.","Whispers of the wind through leaves that sway,  
The forest hums in silent, gentle way","Whispers of the wind through leaves that sway,  
A lullaby to sleep with care.",cast shadows on the ground and sing a lullaby.,the world begins to sway.,echoes of the soul in twilight's day.,"Beneath the moon's soft, gentle glow."
59,341,"Whispers of the wild dance on the wind,",wind,entwined,wind,True,4,True,54-ray,54,grey,3,"leafs in twilight's gentle, soft refrain.","leafs in twilight's gentle, soft refrain.","leafs in the breeze, soft and unseen.","blowing through the trees with a soft, sweet sound.",leafs in golden flight.,where secrets are exchanged and dreams are kind.,"leafs in twilight's gentle, soft refrain.","blow through the grass with a soft, serene kind.",flitting like a dream through the green.,"Whispers of the wild dance on the wind,  
Through the trees, the tales of old are",seeping through the leaves in golden light.,"the trees in a restless, bright din.","Whispers of the wild dance on the wind,  
Through the trees, they tell a tale of","Whispers of the wild dance on the wind,  
Unseen tales of nature's tender spring.",Flutes of the forest play in the night.,"Whispers of the wild dance on the wind,  
Yet secrets keep their secrets deep.",the leaves in golden flight.
60,344,"With dawn’s first breath, I pack my dreams in tow,",tow,glow,glow,True,18,True,286-wise,286,dies,4,and start my journey through the morning's glow.,and start my journey through the morning's light.,And leave the shadows of the night behind me.,and start my journey through the morning's glow.,and start my journey through the morning's glow.,and start my journey through the morning's glow.,and start my journey through the morning's glow.,and start my journey through the dawn's first glow.,And leave the shadows of the night behind me.,"and leave the world behind, where silence and shadows grow.","and leave the night behind me, so I may soar.",and start my journey through the morning's glow.,and start my journey through the morning glow.,And leave the shadows of the night behind me.,and start my journey toward the east.,and chase the light through every morning's shroud.,and start my journey through the morning's glow.
61,346,"A king wears crowns, yet craves the sky—",sky,why,sigh,True,7,True,132-bright,132,light,4,"A king wears crowns, yet craves the","A king wears crowns, yet craves the sky—  
But heaven's gate is barred,","A king wears crowns, yet craves the sky—  
But heaven's door is barred,","A king wears crowns, yet craves the sky—  
But heaven's gate is barred,","A king wears crowns, yet craves the sky—  
But heaven's door is locked,","A king wears crowns, yet craves the sky—  
But heaven's gate is barred,","A king wears crowns, yet craves the sky—  
But heaven's gate is barred,","A king wears crowns, yet craves the sky—  
But heaven's door is often wide","A king wears crowns, yet craves the sky—  
The crown of heaven, not the","A king wears crowns, yet craves the sky—  
But the truest throne is in","A king wears crowns, yet craves the sky—  
But the truest throne is in","A queen of hearts, but seeks the sky.","A king wears crowns, yet craves the sky—  
But reason chains the heart of the","A king wears crowns, yet craves the sky—  
But all his glory is in his","A king wears crowns, yet craves the sky—  
The truth is written in the stars","A king wears crowns, yet craves the sky—  
In truth, the crown is but","A queen of hearts, though crowned with clay."
62,357,"Beneath the dusk of dying light,",light,flight,light,True,1,True,269-sky,269,sigh,7,the stars ignite in silent flight.,the stars ignite in silent flight.,the stars ignite in silent flight.,the stars ignite in silent flight.,the stars ignite in silent flight.,the stars ignite in silent flight.,the stars begin to weep in silent flight.,the stars begin to shine through the night.,the stars begin to shine through the night.,the stars ignite in silent flight.,the stars ignite in silent flight.,the stars do wink and whisper bright.,the stars above ignite in twilight's sigh.,the stars begin to waver and fade.,the stars ignite in silent fight.,the stars ignite in silent flight.,the stars ignite in silent flight.
63,360,"Winds whisper tales of warming skies,",skies,eyes,dies,True,11,True,513-bright,513,light,1,Winters fade to spring's bright eyes.,Winters fade to spring's soft embrace.,Winters fade to spring's bright eyes.,Winters fade to spring's bright skies.,and laughter echoing through the skies.,Winters fade to spring's soft sighs.,Winters fade to spring's bright skies.,Winters fade to spring's bright skies.,Winters fade to spring's bright skies.,Winters fade to spring's bright eyes.,Winters fade to spring's bright eyes.,"Beneath the sun's soft, golden eyes.",the sun's gentle touch in morning light.,"Winter's chill retreats, and spring is near.",and laughter echoing through the skies.,Beneath a sun that gleams and smiles.,"Winter's cold is fading, and spring is near."
64,363,"The years fold time like parchment, worn yet true,",true,new,new,True,2,True,407-cry,407,sigh,9,"and age is but a gentle, quiet, and","and age is but a gentle, quiet sigh.",and age is but a gentle hand that turns the page.,and ageless as the dawn.,"The years fold time like parchment, worn yet true,  
And in each crease, a story",and ageless as the dawn's first light.,"The years fold time like parchment, worn yet true,  
And I am but a shadow, fleeting","And I am but a shadow, fleeting and humble.",and I am but a leaf in the wind's cold sweep.,and age is but a gentle hand that turns the page.,and ageless as the dawn.,"The years fold time like parchment, worn yet true,  
And I am the ink that time has","And I am but a shadow in the vast, unyielding stream.",so I'll never know the cost of living alone.,"and ageless as the sun's warm, golden hue.","So slow and steady, yet they never lose their way.","and age is but a whisper, softly hummed."
65,375,"When twilight's whisper brushes against the soul,",soul,toll,soul,True,9,True,417-care,417,despair,9,and leaves a trace of twilight in the soul.,the world turns quiet and the stars begin to burn.,and leaves a trace of peace in every bone.,the world turns quiet and the heart begins to flow.,"the world begins to weep in silent, soft, divine glow.","the world begins to weep in silent, golden glow.",the world turns quiet and the heart finds its own sound.,the world turns quiet and the night takes hold.,the world turns silent and the heart begins to glow.,the world begins to weep in silent glory.,and leaves a trace of calm in every bone.,"the world begins to glow with quiet, gentle thought.",and leaves a trace of twilight on the world.,"the stars ignite in harmless, fleeting glow.",and leaves a trace of twilight in the soul.,the world turns quiet and the heart begins to flow.,and leaves a trace of serenity behind.
66,397,"Winds of freedom whistle through chains that cling,",cling,sing,sing,True,14,True,430-home,430,home,13,and break the soul of the slave.,and light the path where justice is won.,and light the way for those who dare to sing.,and break the silence of the night.,and break the silence of the night.,and break the silence of the night.,and break the soul of the chains that bind.,and break the bonds of chains that bind.,and break the silence of the night.,and light the way for those who dare to sing.,and set the hearts of the oppressed aching.,and break the silence of the night.,Freedom's cry echoes through the nightingale's wing.,and lift the soul from the chains of aching.,and Freedom's flag waves bright in the night.,and light the path where dreams take wing.,and bring the soul to wings of flight.
67,401,"Roots tangled in rhythm, whispered through ancient stone,",stone,tone,stone,True,2,True,472-light,472,light,2,"Leaves dance in the wind, a song that","Leaves dance in the wind, a song that's not lost.","Leaves dance in the wind, a song that's not one.","Leaves dance in the wind, a song of the lone.","Leaves dance in the wind, a song that's not one.","Leaves dance in the wind, a song that's not one.","Leaves dance in the wind, a song of the old one.",Leaves dance to the echo of time.,"Leaves dance in the wind, a melody of the unknown.","Leaves dance in the wind, a song that's not one.","Leaves dance with the wind, a song that's no one's own.","Leaves dance in the wind, a silent, sacred tone.","Leaves fall in sync with the tide, a song of time and space.","Leaves dance in the wind, a silent, old song.",Leaves rustle with the song of time.,"Leaves cling to the past, where silence and song once won.","Leaving a trail of secrets, deep in the moor."
68,403,"In hues of dawn and whispers through the trees,",trees,breeze,trees,True,3,True,540-dream,540,stream,14,I paint the sky with colors that the sun has,I paint the sky with colors that the sun has not seen.,I paint the sky with colors that the sun has left.,I paint the sky with colors that the sun has left.,I paint the sky with strokes of gold and blue.,I dance with the breeze in golden light.,"I paint the sky with dreams and light,  
A canvas of hope and time.","I saw a butterfly in the morning light, and it danced so bright.",I dance in shadows where the moon does gleam.,"I paint the sky with dreams and light,  
A canvas of hope and pride.",I paint the sky with colors that the sun has left.,"I paint the sky with dreams and hope,  
A canvas where the heart can see.",I light the path with flames that sing and please.,I trace the light upon the silent ocean's face.,I see the morning's delicate dance and light.,I dance in shadows where the light begins to wake.,"I paint the world in spring's soft, radiant gleam."
69,406,"Love is the thread that weaves hearts through time,",time,rhyme,time,True,1,True,234-there,234,despair,8,and binds us in a timeless rhyme.,"and binds us with a tender, eternal thread.",and binds us in a timeless rhyme.,and binds us in a timeless rhyme.,and binds us in a timeless embrace.,and binds us in a timeless rhyme.,and binds us in a timeless rhyme.,and lives forever in the threads of rhyme.,and binds us in a timeless embrace.,and binds us in a way that time cannot dim.,"and in the darkest night, it still remains.",and binds us in a tale of endless rhyme.,and brings us all together in the light.,"and in the darkest night, it never dies.",and binds us in a never-ending rhyme.,and binds us in a timeless rhyme.,and strengthens every bond that's tried.
70,407,"Wheels of fate turn under the vast, unbroken sky,",sky,cry,sigh,True,9,True,56-soul,56,soul,3,"and time moves on with a steady, unyield","and time moves on with a steady, unyielding gleam.","and time rolls on with a steady, unyielding cry.","and time moves on with a steady, unyielding cry.","and time moves on with a steady, unyielding cry.","and time moves on with a steady, unyielding cry.","and time moves on with a steady, unyielding cry.",and the stars above guide the way.,"and time moves on with a steady, unbroken cry.",and the stars above guide the way.,and the stars above never lie.,"and time flows on with a steady, unbroken cry.",and time flows like a river without a cry.,and the stars above dance in a timeless lie.,and yet we are bound by the whims of the wind.,"and time marches on with a steady, unyielding cry.","And time moves on with a whisper, never to return."
71,409,"In silent crowds, we drift alone,",alone,unknown,stone,True,2,True,196-flight,196,light,1,where hearts are lost in the haze of the unknown,where hearts are lost in the haze of the unknown.,"where hearts are far, and souls are unknown.",where hearts are lost in the haze of the unknown.,where hearts are lost in the haze of the unknown.,where hearts are lost in the haze of the unknown.,where hearts are lost in the haze of the unknown.,where hearts are lost in time and tune.,where hearts are lost and shadows know our tone.,where thoughts are lost and dreams are won.,where hearts are lost in dreams and footsteps run.,where hearts are lost in the mundane tune.,"where hearts are far, and minds are lost in son.",listening to the echoes of our own soul.,where shadows dance and hearts are still.,where shadows play and hearts are slow.,where hearts are far and minds are one.
72,415,"Rooted together, we blossom as one,",one,won,spun,True,2,True,170-dies,170,dies,10,"and never fall, though storms may come and go",and thrive in every season's embrace.,"and never fall, though storms may come and go.",and thrive in every storm we've known.,and thrive in every season's embrace.,and never fall apart.,and thrive in every season's embrace.,and thrive in every season's embrace.,and stand as one.,"and never part, though distant lands may be.",with roots that reach deep and dreams that soar high.,and reach for the stars above.,"and never part, though winds may shake the tree.","and grow through every trial, strong and true.",and thrive in every wind that blows.,so strong and true.,and stand tall in every wind we share.
73,417,"Whispers of winter melt to spring's first tear,",tear,care,despair,True,9,True,51-sung,51,clung,16,and the earth begins to cheer.,and the earth begins to sing in green.,and the earth begins to cheer.,and the earth begins to cheer in spring's fair cheer.,and the earth begins to cheer.,and the earth begins to cheer in spring's fair tear.,"and nature's gentle, hopeful cheer.","and nature's gentle, hopeful cheer.",and thaw the frozen heart of each barren tree.,and the earth begins to cheer in spring's first ear.,and nature begins to cheer.,"and nature's gentle, hopeful cheer.",and the earth awakes with eager cheer.,and nature sings in every leaf.,and bloom the thawing earth with fearless cheer.,and let the thawed earth awaken cheerfully.,and the world awakes in gentle cheer.
74,426,"The earth breathes gently beneath the trees,",trees,breeze,trees,True,1,True,44-light,44,light,3,and whispers secrets to the breeze.,and whispers through the breeze.,and whispers secrets to the breeze.,and whispers secrets to the breeze.,and whispers secrets to the breeze.,and whispers through the breeze.,and whispers secrets to the breeze.,and whispers secrets to the breeze.,and whispers secrets to the breeze.,and whispers secrets to the breeze.,and whispers secrets to the breeze.,and whispers through the breeze.,and whispers through the leaves in breeze.,and whispers through the breeze.,the sky watches silently above.,and whispers secrets to the breeze.,and whispers through the breeze.
75,428,"In silent crowds, I walk alone,",alone,own,stone,True,4,True,130-scene,130,unseen,4,where shadows play and secrets are unknown.,where shadows play and secrets grow.,where shadows dance and secrets roam.,where shadows play and secrets are unknown.,where shadows play and secrets are unknown.,where shadows dance and secrets grow.,where shadows play and secrets are unknown.,"where hearts are far, and thoughts are lone.","where thoughts are mine, and silence is my throne.",where shadows play and secrets wait.,where hearts are far and minds are long.,where thoughts are mine and no one sees.,where hearts are far and souls are unknown.,with thoughts like a storm in my own.,where hope and dreams are born.,where shadows play and secrets hold.,and feel the weight of every glance.
