question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
(5-8)+1=,3,-2,-3,math_novar,False,False
(7+6)*8=,104,104,13,math_novar,True,True
(9-1)//8=,1,1,8,math_novar,True,True
(2*9)*5=,90,90,18,math_novar,True,True
(4+8)//8=,1,1,12,math_novar,True,True
(9*1)+1=,10,10,9,math_novar,True,True
(5-9)*6=,-24,-24,-4,math_novar,True,True
(8*1)+3=,11,11,8,math_novar,True,True
(5//5)+2=,2,3,1,math_novar,False,False
(8*7)+7=,63,63,56,math_novar,True,True
(8//9)+9=,9,9,0,math_novar,True,True
(3-1)//4=,0.5,0,2,math_novar,False,True
(6-9)-4=,-7,-7,-3,math_novar,True,True
(5*5)+2=,27,27,25,math_novar,True,True
(3+8)+6=,17,17,11,math_novar,True,True
(7-6)*3=,3,3,1,math_novar,True,True
(6+6)-5=,7,7,12,math_novar,True,True
(8*3)+5=,29,29,24,math_novar,True,True
(8-6)-9=,-7,-7,2,math_novar,True,True
(3*2)+9=,15,15,6,math_novar,True,True
(9*7)*1=,63,63,63,math_novar,True,True
(9+2)-6=,5,5,11,math_novar,True,True
(9//3)//3=,1,1,3,math_novar,True,True
(4+8)-6=,6,6,12,math_novar,True,True
(7*8)//6=,9,9,56,math_novar,True,True
(6*8)//3=,16,16,48,math_novar,True,True
(6//2)-9=,-6,-6,3,math_novar,True,True
(1+5)*7=,42,42,6,math_novar,True,True
(2//7)-7=,-7,-7,0,math_novar,True,True
(8+7)-5=,10,10,15,math_novar,True,True
(8-9)-8=,-9,-9,-1,math_novar,True,True
(6-2)-2=,2,2,4,math_novar,True,True
(2//2)+3=,4,4,1,math_novar,True,True
(4-6)+3=,1,1,-2,math_novar,True,True
(5-3)+7=,9,9,2,math_novar,True,True
(6+6)*5=,60,60,12,math_novar,True,True
(6+3)*3=,27,27,9,math_novar,True,True
(4//9)*1=,4/9,0,0,math_novar,False,False
(2+3)+2=,7,7,5,math_novar,True,True
(9//6)*1=,1,1,1,math_novar,True,True
(5+6)-5=,6,6,11,math_novar,True,True
(1+3)-9=,-5,-5,4,math_novar,True,True
(5-5)+2=,2,2,0,math_novar,True,True
(1+4)//3=,1,1,5,math_novar,True,True
(6//9)*2=,1,0,0,math_novar,False,False
(1*4)-8=,-4,-4,4,math_novar,True,True
(1+2)//1=,3,3,3,math_novar,True,True
(9//8)+3=,4,4,1,math_novar,True,True
(1-3)//6=,0,-1,-2,math_novar,False,False
(5//6)-1=,-1,-1,0,math_novar,True,True
(6-4)-8=,-6,-6,2,math_novar,True,True
(8*5)+1=,41,41,40,math_novar,True,True
(1+1)//2=,1,1,2,math_novar,True,True
(4+1)*3=,15,15,5,math_novar,True,True
(9//3)+9=,12,12,3,math_novar,True,True
(4*2)//3=,2,2,8,math_novar,True,True
(1+5)//2=,3,3,6,math_novar,True,True
(6+8)//7=,2,2,14,math_novar,True,True
(8*6)+5=,53,53,48,math_novar,True,True
(7-1)+7=,13,13,6,math_novar,True,True
(5+1)//8=,0.75,0,6,math_novar,False,True
(2-1)-6=,-5,-5,1,math_novar,True,True
(9-5)*2=,8,8,4,math_novar,True,True
(7*1)//1=,7,7,7,math_novar,True,True
(4+1)*7=,35,35,5,math_novar,True,True
(8-9)//5=,0,-1,-1,math_novar,False,False
(6-4)//3=,2,0,2,math_novar,False,False
(4-4)-6=,-6,-6,0,math_novar,True,True
(2*6)//8=,1,1,12,math_novar,True,True
(8+1)*8=,72,72,9,math_novar,True,True
(2-8)-8=,-14,-14,-6,math_novar,True,True
(3+9)+8=,20,20,12,math_novar,True,True
(5*1)//8=,0,0,5,math_novar,True,True
(7//6)*2=,2,2,1,math_novar,True,True
(8-5)+9=,12,12,3,math_novar,True,True
(4+2)+8=,14,14,6,math_novar,True,True
(2+3)*8=,40,40,5,math_novar,True,True
(1//9)//8=,0,0,0,math_novar,True,True
(1*4)-9=,-5,-5,4,math_novar,True,True
(9+6)+2=,17,17,15,math_novar,True,True
(1//4)+6=,6.25,6,0,math_novar,False,True
(3+9)*2=,24,24,12,math_novar,True,True
(1+4)//9=,0,0,5,math_novar,True,True
(7*6)//8=,5,5,42,math_novar,True,True
(4+9)-3=,10,10,13,math_novar,True,True
(3+7)-9=,1,1,10,math_novar,True,True
(7+4)+1=,11,12,11,math_novar,False,False
(2//5)//7=,0,0,0,math_novar,True,True
(4+7)-6=,5,5,11,math_novar,True,True
(8//3)+8=,4,10,2,math_novar,False,False
(3-6)-5=,-8,-8,-3,math_novar,True,True
(1//8)//1=,1//8 is,0,0,math_novar,False,False
(8*9)+6=,80,78,72,math_novar,False,False
(7//7)-3=,0,-2,1,math_novar,False,False
(5*6)+3=,33,33,30,math_novar,True,True
(4//4)*1=,1,1,1,math_novar,True,True
(6*2)+9=,21,21,12,math_novar,True,True
(6+9)-1=,14,14,15,math_novar,True,True
(1*5)-9=,-4,-4,5,math_novar,True,True
(4*9)*8=,288,288,36,math_novar,True,True
(4//7)//2=,0,0,0,math_novar,True,True
(1-7)+3=,1,-3,-6,math_novar,False,False
(3*1)*1=,3,3,3,math_novar,True,True
(4+8)//7=,1,1,12,math_novar,True,True
(1-6)+3=,0,-2,-5,math_novar,False,False
(9//7)+3=,1,4,1,math_novar,False,False
(4-9)-2=,-7,-7,-5,math_novar,True,True
(2//1)//8=,0,0,2,math_novar,True,True
(2*5)+6=,16,16,10,math_novar,True,True
(5+6)//5=,2,2,11,math_novar,True,True
(5-3)//1=,2,2,2,math_novar,True,True
(3//1)-8=,-5,-5,3,math_novar,True,True
(3//5)*6=,3.6,0,0,math_novar,False,False
(6+7)*3=,39,39,13,math_novar,True,True
(1+7)-4=,4,4,8,math_novar,True,True
(6//7)+2=,2,2,0,math_novar,True,True
(8*7)-2=,54,54,56,math_novar,True,True
(2//2)*5=,5,5,1,math_novar,True,True
(9*1)-4=,5,5,9,math_novar,True,True
(2*3)+9=,15,15,6,math_novar,True,True
(1*4)+7=,11,11,4,math_novar,True,True
(6//9)//8=,0,0,0,math_novar,True,True
(4+3)*8=,56,56,7,math_novar,True,True
(3*8)-7=,17,17,24,math_novar,True,True
(7*2)+4=,18,18,14,math_novar,True,True
(9-4)*4=,20,20,5,math_novar,True,True
(5+3)//5=,1,1,8,math_novar,True,True
(7//1)+1=,8,8,7,math_novar,True,True
(8-5)-9=,-6,-6,3,math_novar,True,True
(2//4)-2=,-1,-2,0,math_novar,False,False
(4+1)+1=,6,6,5,math_novar,True,True
(3*2)//8=,0,0,6,math_novar,True,True
(4+7)//6=,1,1,11,math_novar,True,True
(7+5)+8=,20,20,12,math_novar,True,True
(5//7)-5=,-5,-5,0,math_novar,True,True
(8-9)-6=,-7,-7,-1,math_novar,True,True
(1-3)+4=,2,2,-2,math_novar,True,True
(7+8)*8=,120,120,15,math_novar,True,True
(2*9)*2=,36,36,18,math_novar,True,True
(6//9)//3=,0,0,0,math_novar,True,True
(3//6)+8=,8,8,0,math_novar,True,True
(9*8)+7=,79,79,72,math_novar,True,True
(9+8)*5=,85,85,17,math_novar,True,True
(4-7)-2=,-5,-5,-3,math_novar,True,True
(3-6)+4=,1,1,-3,math_novar,True,True
(3-3)-6=,-6,-6,0,math_novar,True,True
(9//1)*1=,9,9,9,math_novar,True,True
(1+6)+6=,13,13,7,math_novar,True,True
(4-8)-2=,-6,-6,-4,math_novar,True,True
(6*5)*3=,90,90,30,math_novar,True,True
(8*7)-3=,53,53,56,math_novar,True,True
(2*8)+3=,19,19,16,math_novar,True,True
(9//3)+3=,6,6,3,math_novar,True,True
(1+5)-3=,3,3,6,math_novar,True,True
(3+6)//2=,4.5,4,9,math_novar,False,True
(9*8)*2=,144,144,72,math_novar,True,True
(4//9)//7=,4,0,0,math_novar,False,False
(5*1)+6=,11,11,5,math_novar,True,True
(3//3)//8=,1,0,1,math_novar,False,False
(2-5)//2=,-1.5,-2,-3,math_novar,False,False
(4+7)*5=,55,55,11,math_novar,True,True
(2+5)*4=,28,28,7,math_novar,True,True
(5//4)//3=,1,0,1,math_novar,False,False
(8//1)*7=,56,56,8,math_novar,True,True
(7+2)//9=,1,1,9,math_novar,True,True
(6*1)//5=,1,1,6,math_novar,True,True
(5*5)-2=,23,23,25,math_novar,True,True
(6+2)//2=,4,4,8,math_novar,True,True
(6*4)*3=,72,72,24,math_novar,True,True
(1-1)-6=,-6,-6,0,math_novar,True,True
(2+7)+4=,13,13,9,math_novar,True,True
(1+4)//4=,1,1,5,math_novar,True,True
(8*5)-4=,36,36,40,math_novar,True,True
(7*4)+8=,36,36,28,math_novar,True,True
(8*9)//5=,14,14,72,math_novar,True,True
(8-6)//9=,0,0,2,math_novar,True,True
(6+4)//4=,2,2,10,math_novar,True,True
(4//3)*3=,4,3,1,math_novar,False,False
(7+5)-8=,4,4,12,math_novar,True,True
(7+5)+7=,19,19,12,math_novar,True,True
(7-2)*5=,25,25,5,math_novar,True,True
(1-4)*4=,0,-12,-3,math_novar,False,False
(8-3)+1=,6,6,5,math_novar,True,True
(3*9)+9=,36,36,27,math_novar,True,True
(4*2)//1=,8,8,8,math_novar,True,True
(4-2)+9=,11,11,2,math_novar,True,True
(8-4)-3=,1,1,4,math_novar,True,True
(7//9)+3=,3,3,0,math_novar,True,True
(7+6)-2=,11,11,13,math_novar,True,True
(4-1)*7=,21,21,3,math_novar,True,True
(2*6)+7=,19,19,12,math_novar,True,True
(4*3)-2=,10,10,12,math_novar,True,True
(4+8)+1=,13,13,12,math_novar,True,True
(1*6)+9=,15,15,6,math_novar,True,True
(5-2)+6=,9,9,3,math_novar,True,True
(3*9)//2=,13,13,27,math_novar,True,True
(8//3)//3=,0,0,2,math_novar,True,True
(4*1)+3=,7,7,4,math_novar,True,True
(5//5)+4=,1,5,1,math_novar,False,False
(1//7)-4=,-3,-4,0,math_novar,False,False
(6+1)+2=,9,9,7,math_novar,True,True
(3+1)+5=,9,9,4,math_novar,True,True
(8+6)+7=,21,21,14,math_novar,True,True
(8-4)+1=,5,5,4,math_novar,True,True
(9+9)*3=,54,54,18,math_novar,True,True
(6*7)+4=,50,46,42,math_novar,False,False
(2-1)-2=,-1,-1,1,math_novar,True,True
(4*7)//1=,28,28,28,math_novar,True,True
(6//7)//3=,0,0,0,math_novar,True,True
(3+2)+7=,12,12,5,math_novar,True,True
(1+4)+6=,11,11,5,math_novar,True,True
(3-9)+8=,2,2,-6,math_novar,True,True
(8+7)*3=,45,45,15,math_novar,True,True
(6//4)+6=,6,7,1,math_novar,False,False
(8+8)+4=,20,20,16,math_novar,True,True
(1+2)+3=,6,6,3,math_novar,True,True
(3+5)//1=,8,8,8,math_novar,True,True
(6//6)//6=,1,0,1,math_novar,False,False
(5*8)//7=,5,5,40,math_novar,True,True
(5*2)//4=,2,2,10,math_novar,True,True
(1-2)*3=,-3,-3,-1,math_novar,True,True
(7-3)*7=,28,28,4,math_novar,True,True
(2+9)//6=,2,1,11,math_novar,False,False
(1//8)*7=,0,0,0,math_novar,True,True
(3//5)+6=,6,6,0,math_novar,True,True
(9*7)*8=,504,504,63,math_novar,True,True
(3*8)+5=,29,29,24,math_novar,True,True
(1//1)//6=,1,0,1,math_novar,False,False
(2//9)*1=,0,0,0,math_novar,True,True
(9+3)-8=,4,4,12,math_novar,True,True
(5//9)+6=,6,6,0,math_novar,True,True
(2-5)//9=,0,-1,-3,math_novar,False,False
(3//3)-8=,-7,-7,1,math_novar,True,True
(7*6)-2=,40,40,42,math_novar,True,True
(6//8)-6=,-6,-6,0,math_novar,True,True
(7-8)//9=,0,-1,-1,math_novar,False,False
(3+7)*2=,20,20,10,math_novar,True,True
(6+9)*3=,45,45,15,math_novar,True,True
(6*9)+7=,61,61,54,math_novar,True,True
(4*5)//5=,4,4,20,math_novar,True,True
(2-6)+6=,2,2,-4,math_novar,True,True
(4+8)*6=,72,72,12,math_novar,True,True
(4//1)+7=,11,11,4,math_novar,True,True
(9*5)-6=,39,39,45,math_novar,True,True
(6-4)+4=,6,6,2,math_novar,True,True
(9+5)-3=,11,11,14,math_novar,True,True
(2+3)+7=,12,12,5,math_novar,True,True
(6//2)-4=,0,-1,3,math_novar,False,False
(2-5)-8=,-11,-11,-3,math_novar,True,True
(2+9)+2=,13,13,11,math_novar,True,True
(6*4)+3=,27,27,24,math_novar,True,True
(2+1)//2=,1,1,3,math_novar,True,True
(5//2)*5=,10,10,2,math_novar,True,True
(1+2)-7=,-4,-4,3,math_novar,True,True
(8//4)-2=,0,0,2,math_novar,True,True
(9+4)*6=,78,78,13,math_novar,True,True
(9+5)//5=,2,2,14,math_novar,True,True
(8+9)*2=,34,34,17,math_novar,True,True
(1+7)//3=,2,2,8,math_novar,True,True
(7+2)+4=,13,13,9,math_novar,True,True
(6//3)-9=,-7,-7,2,math_novar,True,True
(4*9)//6=,6,6,36,math_novar,True,True
(4+3)-7=,0,0,7,math_novar,True,True
(5+6)+5=,16,16,11,math_novar,True,True
(8-9)-9=,-10,-10,-1,math_novar,True,True
(4*6)*6=,144,144,24,math_novar,True,True
(1-8)//5=,1,-2,-7,math_novar,False,False
(8+9)+9=,26,26,17,math_novar,True,True
(4*6)+3=,27,27,24,math_novar,True,True
(2-5)-7=,-10,-10,-3,math_novar,True,True
(1*4)*5=,20,20,4,math_novar,True,True
(2//4)*4=,0,0,0,math_novar,True,True
(2*2)-1=,3,3,4,math_novar,True,True
(2-3)-1=,0,-2,-1,math_novar,False,False
(7+6)*1=,13,13,13,math_novar,True,True
(4*2)//4=,2,2,8,math_novar,True,True
(3*3)//1=,9,9,9,math_novar,True,True
(6*9)//8=,6,6,54,math_novar,True,True
(1-3)-7=,-8,-9,-2,math_novar,False,False
(9+6)+9=,24,24,15,math_novar,True,True
(5+3)//9=,1,0,8,math_novar,False,False
(6+4)*8=,80,80,10,math_novar,True,True
(4//9)-2=,-1.11,-2,0,math_novar,False,False
(9//8)//6=,1,0,1,math_novar,False,False
(8+7)//4=,3.75,3,15,math_novar,False,True
(7*9)+1=,64,64,63,math_novar,True,True
(2+6)-4=,4,4,8,math_novar,True,True
(3*3)-8=,-2,1,9,math_novar,False,False
(2//1)+1=,3,3,2,math_novar,True,True
(9-8)+9=,10,10,1,math_novar,True,True
(4+4)*2=,16,16,8,math_novar,True,True
(7+4)-7=,4,4,11,math_novar,True,True
(9+1)-7=,3,3,10,math_novar,True,True
(3+9)//6=,2,2,12,math_novar,True,True
(5-8)+5=,2,2,-3,math_novar,True,True
(5//8)*6=,3,0,0,math_novar,False,False
(7//6)+2=,2,3,1,math_novar,False,False
(3//9)//7=,0,0,0,math_novar,True,True
(8-4)+5=,9,9,4,math_novar,True,True
(6//1)*1=,6,6,6,math_novar,True,True
(3//8)-7=,-6,-7,0,math_novar,False,False
(6+8)//3=,4,4,14,math_novar,True,True
(1//8)*4=,0.5,0,0,math_novar,False,True
(3*9)-1=,26,26,27,math_novar,True,True
(9//9)+6=,7,7,1,math_novar,True,True
(6//2)+5=,8,8,3,math_novar,True,True
(4//6)//8=,0,0,0,math_novar,True,True
(1-1)//6=,0,0,0,math_novar,True,True
(4-3)-6=,-5,-5,1,math_novar,True,True
(7*2)+2=,16,16,14,math_novar,True,True
(7-6)*8=,8,8,1,math_novar,True,True
(9-2)*6=,42,42,7,math_novar,True,True
(4//4)//7=,1,0,1,math_novar,False,False
(3*1)+4=,7,7,3,math_novar,True,True
(5//3)-1=,0,0,1,math_novar,True,True
(4-3)*6=,6,6,1,math_novar,True,True
(4+9)+8=,21,21,13,math_novar,True,True
(2+3)//3=,1,1,5,math_novar,True,True
(4-6)*2=,-4,-4,-2,math_novar,True,True
(3//3)*4=,4,4,1,math_novar,True,True
(5//3)+1=,2,2,1,math_novar,True,True
(7-2)+3=,8,8,5,math_novar,True,True
(7//7)-8=,-1,-7,1,math_novar,False,False
(5*4)//7=,2,2,20,math_novar,True,True
(6//9)//9=,0,0,0,math_novar,True,True
(4*9)*2=,72,72,36,math_novar,True,True
(4+5)*7=,63,63,9,math_novar,True,True
(2-3)*9=,18,-9,-1,math_novar,False,False
(2-9)//9=,-1,-1,-7,math_novar,True,True
(7+3)*1=,10,10,10,math_novar,True,True
(1+8)*5=,45,45,9,math_novar,True,True
(2*4)*3=,24,24,8,math_novar,True,True
(3//6)//5=,0,0,0,math_novar,True,True
(2-8)*4=,-24,-24,-6,math_novar,True,True
(6-3)-1=,2,2,3,math_novar,True,True
(1*9)+7=,16,16,9,math_novar,True,True
(6*4)-8=,16,16,24,math_novar,True,True
(3*8)//5=,4,4,24,math_novar,True,True
(3-5)+7=,5,5,-2,math_novar,True,True
(9+8)+3=,20,20,17,math_novar,True,True
(8-9)+6=,5,5,-1,math_novar,True,True
(7*6)//1=,42,42,42,math_novar,True,True
(9*7)-8=,53,55,63,math_novar,False,False
(3//3)+5=,6,6,1,math_novar,True,True
(1-6)-4=,-3,-9,-5,math_novar,False,False
(4+3)//7=,1,1,7,math_novar,True,True
(3+8)*1=,11,11,11,math_novar,True,True
(5+1)+9=,15,15,6,math_novar,True,True
(4//8)*2=,1,0,0,math_novar,False,False
(9*4)+3=,39,39,36,math_novar,True,True
(4//5)*9=,7.2,0,0,math_novar,False,False
(8*6)+4=,52,52,48,math_novar,True,True
(1*5)//5=,1,1,5,math_novar,True,True
(8//1)-7=,1,1,8,math_novar,True,True
(4*7)//6=,4,4,28,math_novar,True,True
(6-8)*7=,0,-14,-2,math_novar,False,False
(4*4)//3=,5,5,16,math_novar,True,True
(4//6)-5=,-4,-5,0,math_novar,False,False
(9-9)-2=,0,-2,0,math_novar,False,False
(1*9)-9=,0,0,9,math_novar,True,True
(5//9)//9=,5,0,0,math_novar,False,False
(6+5)//7=,1,1,11,math_novar,True,True
(4//8)//9=,0.5,0,0,math_novar,False,True
(5-7)*9=,0,-18,-2,math_novar,False,False
(9//5)*4=,7,4,1,math_novar,False,False
(5*2)*9=,90,90,10,math_novar,True,True
(1//8)//7=,0,0,0,math_novar,True,True
(3*9)-7=,20,20,27,math_novar,True,True
(3//4)-5=,-4,-5,0,math_novar,False,False
(8-4)*7=,28,28,4,math_novar,True,True
(4//7)-7=,-7,-7,0,math_novar,True,True
(9//5)//7=,1,0,1,math_novar,False,False
(9//8)-6=,-5,-5,1,math_novar,True,True
(1//4)-7=,-6.75,-7,0,math_novar,False,False
(7//7)*6=,6,6,1,math_novar,True,True
(9-3)-9=,0,-3,6,math_novar,False,False
(6//1)-6=,0,0,6,math_novar,True,True
(8-3)//3=,1,1,5,math_novar,True,True
(8+6)//2=,7,7,14,math_novar,True,True
(2+8)*9=,90,90,10,math_novar,True,True
(7//5)-6=,-5,-5,1,math_novar,True,True
(1+5)//3=,2,2,6,math_novar,True,True
(5*2)+1=,11,11,10,math_novar,True,True
(4-4)+7=,7,7,0,math_novar,True,True
(6+4)-4=,6,6,10,math_novar,True,True
(9//2)-9=,-3,-5,4,math_novar,False,False
(6-8)-8=,0,-10,-2,math_novar,False,False
(3+5)-5=,3,3,8,math_novar,True,True
(3+9)*1=,12,12,12,math_novar,True,True
(1+4)+4=,9,9,5,math_novar,True,True
(7+4)*1=,11,11,11,math_novar,True,True
(4+4)*8=,64,64,8,math_novar,True,True
(4//2)//9=,2,0,2,math_novar,False,False
(8//8)//1=,1,1,1,math_novar,True,True
(1-4)+8=,5,5,-3,math_novar,True,True
(2-7)*1=,0,-5,-5,math_novar,False,False
(8*8)//3=,21,21,64,math_novar,True,True
(8*7)+9=,65,65,56,math_novar,True,True
(4-7)+9=,6,6,-3,math_novar,True,True
(8*7)//6=,9,9,56,math_novar,True,True
(5+8)-9=,4,4,13,math_novar,True,True
(5//5)-5=,-4,-4,1,math_novar,True,True
(7+9)-2=,14,14,16,math_novar,True,True
(3*7)*9=,189,189,21,math_novar,True,True
(5+8)-6=,7,7,13,math_novar,True,True
(6*6)-4=,32,32,36,math_novar,True,True
(8//4)*3=,6,6,2,math_novar,True,True
(4+4)-9=,-1,-1,8,math_novar,True,True
(3+3)+5=,11,11,6,math_novar,True,True
(9//1)-7=,2,2,9,math_novar,True,True
(7//6)*8=,8,8,1,math_novar,True,True
(7+8)*4=,60,60,15,math_novar,True,True
(6*4)*9=,216,216,24,math_novar,True,True
(1-5)//1=,1,-4,-4,math_novar,False,False
(9*4)+1=,37,37,36,math_novar,True,True
(4//4)*8=,8,8,1,math_novar,True,True
(7-4)*1=,3,3,3,math_novar,True,True
(2-8)//2=,-3,-3,-6,math_novar,True,True
(9+9)+8=,26,26,18,math_novar,True,True
(4-5)//4=,1,-1,-1,math_novar,False,False
(7*6)+8=,50,50,42,math_novar,True,True
(1+2)//8=,0,0,3,math_novar,True,True
(4-2)+8=,10,10,2,math_novar,True,True
(6-4)+7=,9,9,2,math_novar,True,True
(9-2)-7=,0,0,7,math_novar,True,True
(8*6)+7=,55,55,48,math_novar,True,True
(9*4)//3=,12,12,36,math_novar,True,True
(1-1)//4=,0,0,0,math_novar,True,True
(4+6)*5=,50,50,10,math_novar,True,True
(8//3)*4=,10,8,2,math_novar,False,False
(5-8)+4=,1,1,-3,math_novar,True,True
(6-8)*3=,0,-6,-2,math_novar,False,False
(6//7)+3=,3,3,0,math_novar,True,True
(3//2)//3=,1,0,1,math_novar,False,False
(9-3)*6=,36,36,6,math_novar,True,True
(7*2)-8=,6,6,14,math_novar,True,True
(8*6)*6=,288,288,48,math_novar,True,True
(2+7)-2=,7,7,9,math_novar,True,True
(5//8)//1=,0,0,0,math_novar,True,True
(3+7)*1=,10,10,10,math_novar,True,True
(7*4)//1=,28,28,28,math_novar,True,True
(4//6)+4=,2,4,0,math_novar,False,False
(4-3)+3=,4,4,1,math_novar,True,True
(7+8)*6=,90,90,15,math_novar,True,True
(1-3)+7=,5,5,-2,math_novar,True,True
(9*2)+4=,22,22,18,math_novar,True,True
(5-4)//7=,1,0,1,math_novar,False,False
(8+9)-7=,10,10,17,math_novar,True,True
(6-7)-5=,-6,-6,-1,math_novar,True,True
(4+8)-7=,5,5,12,math_novar,True,True
(6*1)*4=,24,24,6,math_novar,True,True
(9//6)*2=,3,2,1,math_novar,False,False
(5*8)+3=,43,43,40,math_novar,True,True
(5*7)//9=,3,3,35,math_novar,True,True
(3-9)+6=,0,0,-6,math_novar,True,True
(9-3)*3=,18,18,6,math_novar,True,True
(2*7)//7=,2,2,14,math_novar,True,True
(8*3)-2=,22,22,24,math_novar,True,True
(6+9)-6=,9,9,15,math_novar,True,True
(9*5)-1=,44,44,45,math_novar,True,True
(8+6)+4=,18,18,14,math_novar,True,True
(1+4)//2=,2,2,5,math_novar,True,True
(6-8)+6=,4,4,-2,math_novar,True,True
(7+1)*5=,40,40,8,math_novar,True,True
(9//6)+2=,3,3,1,math_novar,True,True
(8*7)*7=,392,392,56,math_novar,True,True
(3//9)+7=,8,7,0,math_novar,False,False
(7*7)-9=,40,40,49,math_novar,True,True
(6//8)-5=,-4,-5,0,math_novar,False,False
(6+9)//8=,1,1,15,math_novar,True,True
(6*8)*4=,192,192,48,math_novar,True,True
(7//9)*3=,2,0,0,math_novar,False,False
(2//1)-2=,0,0,2,math_novar,True,True
(1//7)*1=,0,0,0,math_novar,True,True
(3//9)*3=,1,0,0,math_novar,False,False
(6//9)+6=,2,6,0,math_novar,False,False
(3+3)+6=,12,12,6,math_novar,True,True
(1+6)//4=,1,1,7,math_novar,True,True
(8*7)+6=,62,62,56,math_novar,True,True
(5//4)*7=,7,7,1,math_novar,True,True
(4+1)+9=,14,14,5,math_novar,True,True
(9*3)*8=,216,216,27,math_novar,True,True
(7*6)-1=,41,41,42,math_novar,True,True
(2//1)*8=,16,16,2,math_novar,True,True
(3*9)-8=,19,19,27,math_novar,True,True
(9+6)+5=,20,20,15,math_novar,True,True
(9-2)*1=,7,7,7,math_novar,True,True
(2-9)-7=,-14,-14,-7,math_novar,True,True
(4-3)*4=,4,4,1,math_novar,True,True
(2+9)*6=,66,66,11,math_novar,True,True
(6+2)//7=,1,1,8,math_novar,True,True
(2+9)//4=,2,2,11,math_novar,True,True
(7+5)-5=,7,7,12,math_novar,True,True
(1+3)//5=,0,0,4,math_novar,True,True
(2//5)-1=,-1,-1,0,math_novar,True,True
(1-3)*9=,18,-18,-2,math_novar,False,False
(3//8)*9=,3,0,0,math_novar,False,False
(6*5)*9=,270,270,30,math_novar,True,True
(2+2)//4=,1,1,4,math_novar,True,True
(3+8)//9=,1,1,11,math_novar,True,True
(2+2)//3=,1,1,4,math_novar,True,True
(7+7)*7=,98,98,14,math_novar,True,True
(3-4)-9=,-10,-10,-1,math_novar,True,True
(3*3)-9=,0,0,9,math_novar,True,True
(9+1)*7=,70,70,10,math_novar,True,True
(6//1)//7=,0,0,6,math_novar,True,True
(6*5)-4=,26,26,30,math_novar,True,True
(2//1)+4=,6,6,2,math_novar,True,True
(5-3)//6=,0,0,2,math_novar,True,True
(1+3)*1=,4,4,4,math_novar,True,True
(6//9)//4=,0,0,0,math_novar,True,True
(4+3)+7=,14,14,7,math_novar,True,True
(7-5)//4=,0.5,0,2,math_novar,False,True
(7//1)//7=,1,1,7,math_novar,True,True
(2-5)+1=,-2,-2,-3,math_novar,True,True
(9*1)*6=,54,54,9,math_novar,True,True
(9*3)*4=,108,108,27,math_novar,True,True
(9//8)*4=,4.5,4,1,math_novar,False,True
(9+9)+4=,22,22,18,math_novar,True,True
(1*7)//5=,1,1,7,math_novar,True,True
(6+4)+6=,16,16,10,math_novar,True,True
(4//1)*1=,4,4,4,math_novar,True,True
(1-4)//8=,0.12,-1,-3,math_novar,False,False
(7//6)-9=,-8,-8,1,math_novar,True,True
(7*8)*4=,224,224,56,math_novar,True,True
(6*8)*5=,240,240,48,math_novar,True,True
(5*9)-3=,42,42,45,math_novar,True,True
(9//3)*8=,24,24,3,math_novar,True,True
(8*9)*6=,432,432,72,math_novar,True,True
(7-8)*8=,0,-8,-1,math_novar,False,False
(3//2)//4=,1,0,1,math_novar,False,False
(6-6)//4=,0,0,0,math_novar,True,True
(8*4)*7=,224,224,32,math_novar,True,True
(9-3)//4=,1.5,1,6,math_novar,False,True
(5//1)//2=,2,2,5,math_novar,True,True
(2*2)-2=,2,2,4,math_novar,True,True
(4*9)-5=,31,31,36,math_novar,True,True
(5*9)+3=,48,48,45,math_novar,True,True
(2*4)-8=,0,0,8,math_novar,True,True
(6*9)+4=,58,58,54,math_novar,True,True
(1*6)+7=,13,13,6,math_novar,True,True
(9+2)-4=,7,7,11,math_novar,True,True
(8//1)+4=,12,12,8,math_novar,True,True
(1*8)-3=,5,5,8,math_novar,True,True
(8*2)-6=,10,10,16,math_novar,True,True
(6//4)//8=,0,0,1,math_novar,True,True
(8+4)-1=,11,11,12,math_novar,True,True
(5*8)//6=,6,6,40,math_novar,True,True
(6*7)//2=,21,21,42,math_novar,True,True
(5-5)//7=,0,0,0,math_novar,True,True
(3+4)//9=,0,0,7,math_novar,True,True
(2//8)-5=,-5,-5,0,math_novar,True,True
(8+3)+4=,15,15,11,math_novar,True,True
(7-9)-4=,-6,-6,-2,math_novar,True,True
(3+2)+2=,7,7,5,math_novar,True,True
(7//6)+5=,6,6,1,math_novar,True,True
(7//5)+1=,2,2,1,math_novar,True,True
(7*3)-8=,13,13,21,math_novar,True,True
(1*3)//7=,0,0,3,math_novar,True,True
(2+5)-6=,1,1,7,math_novar,True,True
(2*6)*9=,108,108,12,math_novar,True,True
(5//7)*3=,2,0,0,math_novar,False,False
(9-2)//9=,1,0,7,math_novar,False,False
(3//7)//4=,0,0,0,math_novar,True,True
(1+6)+2=,9,9,7,math_novar,True,True
(8+9)-9=,8,8,17,math_novar,True,True
(7-3)//2=,2,2,4,math_novar,True,True
(7-2)*6=,30,30,5,math_novar,True,True
(5//7)+4=,4,4,0,math_novar,True,True
(5*6)*7=,210,210,30,math_novar,True,True
(9//7)-5=,-4,-4,1,math_novar,True,True
