,Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
153,agua,water,el,el,True,agua,True,agua,True,0.98828125,1.0,0.9921875,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es
155,despertador,alarmclock,el,el,True,desp,True,al,False,0.9609375,0.99609375,0.99609375,malteada,milkshake,la,La bebida espesa hecha con helado y leche es la malteada,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es
157,brazos,arms,los,los,True,braz,True,manos,False,0.55859375,0.9921875,0.7890625,bota,boot,la,El calzado alto que cubre el tobillo es la bota,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son
158,flecha,arrow,la,la,True,fle,True,d,False,0.99609375,1.0,0.953125,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es
159,cenicero,ashtray,el,el,True,c,True,cen,True,0.58984375,0.99609375,0.40625,esponja,sponge,la,El objeto que absorbe agua para limpiar es la esponja,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es
160,gaita,bagpipe,la,el,False,g,True,corn,False,0.9296875,0.609375,0.2578125,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es
161,mora,blackberry,la,la,True,mor,True,ar,False,0.90234375,0.93359375,0.56640625,bebé,baby,el,El niño muy pequeño que llora y necesita cuidados es el bebé,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es
163,puente,bridge,el,el,True,pu,True,pu,True,0.96875,1.0,0.828125,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es
165,pizarrón,chalkboard,el,el,True,p,True,p,True,0.486328125,0.95703125,0.99609375,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. La superficie negra donde escribes con gis es
168,ardilla listada,chipmunk,la,el,False,ard,True,rat,False,0.94140625,0.953125,0.75390625,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El roedor pequeño con rayas en el lomo es
170,abrigo,coat,el,el,True,ab,True,cha,False,0.921875,0.96484375,0.89453125,berenjena,eggplant,la,La verdura morada grande y brillante es la berenjena,La verdura morada grande y brillante es la berenjena. La prenda gruesa que te pones cuando hace frío es
171,algodón,cotton,el,el,True,tal,False,fib,False,0.72265625,0.93359375,0.5234375,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. La fibra suave blanca que sale de una planta es
173,caballete,easel,el,el,True,cab,True,pa,False,0.92578125,0.96875,0.8125,yate,yacht,el,La embarcación lujosa de recreo es el yate,La embarcación lujosa de recreo es el yate. El soporte de madera donde los pintores ponen lienzos es
174,huevo,egg,el,el,True,h,True,h,True,0.89453125,1.0,0.54296875,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. El óvalo blanco que ponen las gallinas es
178,harina,flour,la,la,True,har,True,har,True,0.890625,0.5859375,0.69921875,bote,canister,el,El recipiente cilíndrico con tapa es el bote,El recipiente cilíndrico con tapa es el bote. El polvo blanco que usas para hacer pan es
179,zorro,fox,el,el,True,z,True,z,True,0.96875,0.9921875,0.48828125,espina,thorn,la,La púa afilada que tienen algunas plantas es la espina,La púa afilada que tienen algunas plantas es la espina. El animal astuto de cola peluda y orejas puntiagudas es
180,guante,glove,el,el,True,gu,True,gu,True,0.9609375,0.99609375,0.92578125,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La prenda que protege y calienta las manos es
181,gorila,gorilla,el,el,True,gor,True,j,False,0.984375,0.88671875,0.59375,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El simio grande y fuerte que vive en la selva es
183,cabello,hair,el,el,True,pelo,False,bar,False,0.66015625,0.59765625,0.80078125,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. Los hilos que crecen en tu cabeza es
184,secador de pelo,hairdryer,el,el,True,sec,True,sec,True,0.9765625,1.0,0.99609375,helecho,fern,el,La planta verde sin flores que crece en lugares húmedos es el helecho,La planta verde sin flores que crece en lugares húmedos es el helecho. El aparato que sopla aire caliente para secar cabello es
185,huella de mano,handprint,la,el,False,hu,True,s,False,0.458984375,0.97265625,0.578125,estante,shelf,el,La tabla horizontal donde pones libros es el estante,La tabla horizontal donde pones libros es el estante. La marca que deja tu mano en pintura es
186,faro,headlight,el,el,True,far,True,far,True,0.578125,0.98046875,0.6015625,jabalí,warthog,el,El cerdo salvaje con colmillos y verrugas es el jabalí,El cerdo salvaje con colmillos y verrugas es el jabalí. La luz delantera que ilumina el camino en autos es
188,cocina,kitchen,la,la,True,cocina,True,com,False,0.9765625,1.0,0.953125,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. El cuarto donde preparas la comida es
189,gatito,kitty,el,el,True,g,True,figura,False,0.6015625,0.921875,0.1767578125,pirámide,pyramid,la,La construcción triangular de los faraones es la pirámide,La construcción triangular de los faraones es la pirámide. El gato bebé pequeño y juguetón es
190,cordero,lamb,el,el,True,c,True,c,True,0.828125,0.99609375,0.94140625,pingüino,penguin,el,El ave que no vuela y vive en lugares fríos es el pingüino,El ave que no vuela y vive en lugares fríos es el pingüino. El bebé de la oveja que bala tiernamente es
191,lámpara,lamp,la,la,True,lá,True,foc,False,0.86328125,0.8828125,0.5546875,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que da luz eléctrica en tu cuarto es
192,cortacésped,lawnmower,el,la,False,cort,True,cort,True,0.96484375,0.9921875,0.330078125,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. La máquina que corta el pasto del jardín es
193,lechuga,lettuce,la,la,True,le,True,esp,False,0.82421875,0.9375,0.4296875,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. La verdura verde de hojas que comes en ensaladas es
195,gusano,maggot,el,la,False,g,True,mos,False,0.63671875,0.87109375,0.515625,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es
196,malteada,milkshake,la,el,False,le,False,bat,False,0.8984375,0.32421875,0.51171875,portón,gate,el,La puerta grande que cierra el patio es el portón,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es
197,espejo,mirror,el,el,True,es,True,superf,False,0.71875,0.984375,0.91796875,pez ángel,angelfish,el,El pez tropical con rayas que nada elegantemente es el pez ángel,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es
200,motocicleta,motorcycle,la,la,True,mot,True,mot,True,0.96875,0.9765625,0.76171875,cucaracha,cockroach,la,El insecto marrón que aparece en cocinas sucias es la cucaracha,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es
201,horno,oven,el,el,True,h,True,h,True,0.72265625,1.0,0.6328125,canasta,basket,la,El recipiente tejido donde guardas frutas o ropa es la canasta,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es
202,pastel,pastry,el,el,True,biz,False,t,False,0.84375,0.546875,0.953125,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es
204,viga,rafter,la,el,False,v,True,p,False,0.451171875,0.78515625,0.2451171875,brazos,arms,los,Las extremidades que usas para cargar cosas son los brazos,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es
205,lluvia,rain,la,la,True,ll,True,ll,True,0.984375,1.0,0.734375,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es
206,pasa,raisin,la,la,True,pas,True,d,False,0.51953125,0.640625,0.53515625,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es
207,ensalada,salad,la,el,False,ens,True,pur,False,0.6953125,0.85546875,0.359375,trineo,sled,el,El vehículo que se desliza sobre la nieve es el trineo,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es
208,bufanda,scarf,la,el,False,buf,True,pa,False,0.62890625,0.93359375,0.8125,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es
209,zapato,shoe,el,el,True,zap,True,b,False,0.94921875,0.9375,0.74609375,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es
210,pala,shovel,la,la,True,p,True,p,True,0.98828125,1.0,0.98046875,perro,dog,el,El animal doméstico fiel que ladra y mueve la cola es el perro,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es
211,esqueleto,skeleton,el,el,True,es,True,columna,False,0.94921875,0.96875,0.431640625,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es
212,quitanieves,snowplow,el,la,False,pl,False,p,False,0.87890625,0.349609375,0.87109375,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es
213,refresco,soda,el,el,True,ref,True,soda,False,0.6953125,1.0,0.494140625,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es
214,araña,spider,la,la,True,ar,True,ar,True,0.96875,0.984375,0.59375,postre,dessert,el,El dulce que comes al final de la comida es el postre,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es
215,traje,suit,el,el,True,tr,True,cha,False,0.79296875,0.9921875,0.50390625,toronja,grapefruit,la,La fruta cítrica grande de sabor amargo es la toronja,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es
216,maleta,suitcase,la,la,True,ma,True,ma,True,0.84375,0.98046875,0.84765625,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es
218,inodoro,toilet,el,el,True,in,True,t,False,0.71875,0.84765625,0.671875,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es
219,pasta de dientes,toothpaste,la,la,True,pasta,True,cep,False,0.59375,1.0,0.62890625,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es
221,nuez,walnut,la,la,True,nue,True,nue,True,0.546875,0.921875,0.4921875,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es
222,cera,wax,la,la,True,c,True,c,True,0.9765625,0.98828125,0.7890625,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es
223,yate,yacht,el,el,True,y,True,y,True,0.62890625,0.9921875,0.87109375,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es
224,bellota,acorn,la,el,False,bell,True,bell,True,0.703125,0.9453125,0.83984375,destapacaños,plunger,el,La herramienta que destapa tuberías tapadas es el destapacaños,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es
225,avión,airplane,el,el,True,av,True,av,True,0.96875,1.0,0.96875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es
227,anchoa,anchovy,la,el,False,an,True,an,True,0.9296875,0.7890625,0.984375,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es
228,yunque,anvil,el,el,True,y,True,frag,False,0.921875,1.0,0.9453125,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es
229,brazo,arm,el,el,True,braz,True,braz,True,1.0,1.0,0.9609375,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es
230,ceniza,ash,la,la,True,cen,True,h,False,0.890625,0.98046875,0.56640625,colmena,beehive,la,La casa hexagonal donde viven las abejas es la colmena,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es
233,mochila,backpack,la,la,True,mo,True,mo,True,0.625,1.0,0.9609375,cenicero,ashtray,el,El recipiente donde los fumadores apagan cigarrillos es el cenicero,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es
234,pico,beak,el,el,True,p,True,p,True,0.97265625,0.9921875,0.162109375,viga,rafter,la,La viga de madera que sostiene el techo es la viga,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es
236,barba,beard,la,la,True,bar,True,big,False,0.7578125,1.0,0.87109375,cisne,swan,el,El ave elegante de cuello largo es el cisne,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es
237,campana,bell,la,el,False,cam,True,tim,False,0.83203125,0.86328125,0.451171875,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es
238,blusa,blouse,la,el,False,bl,True,vest,False,0.88671875,0.7265625,0.90625,bellota,acorn,la,El fruto del roble que comen las ardillas es la bellota,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es
239,arándano,blueberry,el,la,False,ar,True,mor,False,0.890625,0.9296875,0.91015625,tambor,drum,el,El instrumento musical que golpeas con palitos es el tambor,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es
240,bota,boot,la,el,False,bot,True,bot,True,0.92578125,0.52734375,0.96484375,espárrago,asparagus,el,La verdura verde larga y delgada es el espárrago,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es
241,pulsera,bracelet,la,el,False,pul,True,re,False,0.85546875,1.0,1.0,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es
243,abejorro,bumblebee,el,la,False,ab,True,ab,True,0.99609375,0.99609375,1.0,refrigerador,refrigerator,el,El electrodoméstico que mantiene fría la comida es el refrigerador,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es
244,botón,button,el,el,True,bot,True,crem,False,0.85546875,0.9921875,0.7578125,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es
245,café,cafe,el,el,True,café,True,caf,True,0.6796875,0.91796875,0.91015625,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es
247,alfombra,carpet,la,el,False,alf,True,su,False,0.69140625,0.99609375,0.90625,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es
248,castillo,castle,el,el,True,pal,False,c,True,0.78515625,0.828125,0.84375,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es
249,cueva,cave,la,la,True,cue,True,ca,False,0.796875,0.80859375,0.478515625,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es
250,violonchelo,cello,el,el,True,viol,True,viol,True,0.9609375,0.92578125,0.7578125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es
251,cucaracha,cockroach,la,el,False,cuc,True,esc,False,0.81640625,0.486328125,0.9453125,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es
252,potro,colt,el,el,True,pot,True,cr,False,0.98046875,0.98046875,0.54296875,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es
253,maíz,corn,el,el,True,ma,True,ma,True,0.98046875,0.98828125,0.96875,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es
254,vaca,cow,la,la,True,vac,True,vac,True,0.98828125,1.0,0.9453125,foco,bulb,el,El objeto que produce luz eléctrica es el foco,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es
255,coyote,coyote,el,el,True,l,False,l,False,0.953125,0.46484375,0.7109375,banqueta,sidewalk,la,El camino peatonal junto a la calle es la banqueta,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es
257,sótano,crawlspace,el,el,True,só,True,b,False,0.97265625,0.83203125,0.515625,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es
258,croissant,croissant,el,el,True,cro,True,bag,False,0.6171875,0.345703125,0.78125,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es
260,daga,dagger,la,el,False,nav,False,c,False,0.515625,0.458984375,0.859375,sidra,cider,la,La bebida hecha con jugo de manzana fermentado es la sidra,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es
261,delfín,dolphin,el,el,True,d,True,foc,False,0.875,0.98828125,0.494140625,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es
262,dona,doughnut,la,el,False,ch,False,don,True,0.61328125,0.47265625,0.61328125,cómoda,dresser,la,El mueble con cajones donde guardas ropa es la cómoda,El mueble con cajones donde guardas ropa es la cómoda. El dulce frito en forma de anillo es
264,cómoda,dresser,la,el,False,có,True,arm,False,0.9921875,0.90625,0.9921875,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. El mueble con cajones donde guardas ropa es
266,baqueta,drumstick,la,la,True,ba,True,ba,True,0.8984375,0.7890625,0.828125,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. El palo que usas para tocar la batería es
267,lóbulo,earlobe,el,el,True,l,True,ore,False,0.609375,0.8671875,0.3671875,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. La parte blanda de abajo de la oreja es
268,arete,earring,el,el,True,are,True,are,True,0.828125,0.72265625,0.88671875,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La joya que cuelga de las orejas es
269,huella digital,fingerprint,la,tu,False,hu,True,hu,True,0.63671875,0.99609375,0.96875,pistola,handgun,la,El arma de fuego pequeña que se usa con una mano es la pistola,El arma de fuego pequeña que se usa con una mano es la pistola. La marca única que dejan tus dedos es
271,garaje,garage,el,el,True,gar,True,gar,True,0.98046875,0.890625,0.48828125,tronco,log,el,La madera redonda que cortas del árbol es el tronco,La madera redonda que cortas del árbol es el tronco. El lugar donde guardas el auto es
272,portón,gate,el,la,False,port,True,pu,False,0.80859375,0.94921875,0.828125,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La puerta grande que cierra el patio es
274,sierra,hacksaw,la,el,False,si,True,si,True,0.50390625,0.984375,0.5703125,serpiente,snake,la,El reptil largo sin patas que se arrastra es la serpiente,El reptil largo sin patas que se arrastra es la serpiente. La herramienta dentada que corta metal es
277,mosca,housefly,la,la,True,mos,True,mosquito,False,0.60546875,0.953125,0.9765625,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El insecto molesto que zumba en casa es
278,colibrí,hummingbird,el,el,True,col,True,col,True,0.94140625,1.0,0.734375,águila,eagle,el,El ave rapaz grande con vista muy aguda es el águila,El ave rapaz grande con vista muy aguda es el águila. El ave pequeña que mueve las alas muy rápido es
279,iceberg,iceberg,el,un,False,iceberg,True,cap,False,0.64453125,0.69921875,0.80078125,oreja,ear,la,La parte del cuerpo con la que escuchas sonidos es la oreja,La parte del cuerpo con la que escuchas sonidos es la oreja. La masa de hielo que flota en el océano es
281,isla,island,la,el,False,is,True,contin,False,0.384765625,0.828125,0.6015625,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. La tierra rodeada de agua por todos lados es
282,mandíbula,jawbone,la,el,False,mand,True,max,False,0.97265625,1.0,0.703125,gorila,gorilla,el,El simio grande y fuerte que vive en la selva es el gorila,El simio grande y fuerte que vive en la selva es el gorila. El hueso que mueve la boca para masticar es
286,riñón,kidney,el,el,True,ri,True,ri,True,0.74609375,1.0,0.65625,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El órgano que filtra la sangre en tu cuerpo es
287,tapa,lid,la,la,True,tap,True,tap,True,0.69140625,1.0,0.7265625,cámara,camera,la,El aparato que usas para tomar fotografías es la cámara,El aparato que usas para tomar fotografías es la cámara. La cubierta que cierra frascos y ollas es
288,faro,lighthouse,el,el,True,far,True,far,True,0.9375,1.0,0.9609375,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. La torre con luz que guía barcos en la noche es
289,lima,lime,la,la,True,lim,True,lim,True,0.546875,0.97265625,1.0,tetera,teapot,la,La vasija con pico donde preparas té es la tetera,La vasija con pico donde preparas té es la tetera. La fruta cítrica verde pequeña es
291,león,lion,el,el,True,le,True,pan,False,0.98828125,0.921875,0.9765625,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. El felino grande que ruge y tiene melena es
292,labio,lip,el,el,True,lab,True,com,False,0.93359375,1.0,0.65625,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. El borde carnoso de la boca es
293,tronco,log,el,el,True,tr,True,r,False,0.5234375,0.9921875,0.8671875,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. La madera redonda que cortas del árbol es
297,máscara,mask,la,la,True,má,True,cas,False,0.55859375,0.91796875,0.9765625,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es
300,meteoro,meteor,el,el,True,meteor,True,meteor,True,0.96484375,0.9375,0.8828125,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es
301,montaña,mountain,la,el,False,mont,True,mont,True,0.31640625,0.78515625,0.173828125,brazo,arm,el,La extremidad que va del hombro a la mano es el brazo,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es
302,bigote,moustache,el,el,True,big,True,bar,False,0.66796875,0.9921875,0.63671875,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es
304,collar,necklace,el,el,True,c,True,garg,False,0.796875,0.58984375,0.60546875,cuello,neck,el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es
305,corbata,necktie,la,el,False,cam,False,c,True,0.490234375,0.69921875,0.443359375,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es
306,club nocturno,nightclub,el,el,True,club,True,disc,False,0.76953125,0.8125,0.94921875,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es
307,clip,paperclip,el,el,True,grap,False,grap,False,0.9375,0.75,0.95703125,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es
309,directorio telefónico,phonebook,el,el,True,director,True,gu,False,0.7421875,0.9921875,0.99609375,caimán,alligator,el,El reptil grande con mandíbulas poderosas es el caimán,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es
311,destapacaños,plunger,el,el,True,des,True,ll,False,0.58984375,0.87109375,0.54296875,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es
312,pirámide,pyramid,la,la,True,pir,True,pir,True,0.9609375,0.98828125,0.9609375,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es
313,pitón,python,la,el,False,boa,False,á,False,0.470703125,0.4609375,0.60546875,cola,tail,la,La extremidad trasera que mueven los animales es la cola,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es
314,auto de carreras,racecar,el,el,True,co,False,mot,False,0.984375,0.91015625,0.5234375,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es
315,secuoya,redwood,la,el,False,sequ,False,c,False,0.95703125,0.8671875,0.361328125,plátano,banana,el,La fruta amarilla y alargada que comen los monos es el plátano,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es
316,caja torácica,ribcage,la,el,False,c,True,est,False,0.82421875,0.51953125,0.75390625,recogedor,dustpan,el,El utensilio plano que usas con la escoba para recoger basura es el recogedor,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es
318,castillo de arena,sandcastle,el,la,False,ch,False,d,False,0.69921875,0.57421875,0.154296875,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es
321,estante,shelf,el,el,True,est,True,est,True,0.546875,0.8515625,0.75,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es
