n1,n2,intermediate,answer,eqfull
19,72,11,91,19 + 72 =
19,73,12,92,19 + 73 =
19,74,13,93,19 + 74 =
19,75,14,94,19 + 75 =
19,76,15,95,19 + 76 =
19,77,16,96,19 + 77 =
19,78,17,97,19 + 78 =
19,79,18,98,19 + 79 =
19,80,9,99,19 + 80 =
19,81,10,100,19 + 81 =
19,82,11,101,19 + 82 =
19,83,12,102,19 + 83 =
19,84,13,103,19 + 84 =
19,85,14,104,19 + 85 =
19,86,15,105,19 + 86 =
19,87,16,106,19 + 87 =
19,88,17,107,19 + 88 =
19,89,18,108,19 + 89 =
19,90,9,109,19 + 90 =
19,91,10,110,19 + 91 =
19,92,11,111,19 + 92 =
19,93,12,112,19 + 93 =
19,94,13,113,19 + 94 =
19,95,14,114,19 + 95 =
19,96,15,115,19 + 96 =
19,97,16,116,19 + 97 =
19,98,17,117,19 + 98 =
19,99,18,118,19 + 99 =
20,10,0,30,20 + 10 =
20,11,1,31,20 + 11 =
20,12,2,32,20 + 12 =
20,13,3,33,20 + 13 =
20,14,4,34,20 + 14 =
20,15,5,35,20 + 15 =
20,16,6,36,20 + 16 =
20,17,7,37,20 + 17 =
20,18,8,38,20 + 18 =
20,19,9,39,20 + 19 =
20,20,0,40,20 + 20 =
20,21,1,41,20 + 21 =
20,22,2,42,20 + 22 =
20,23,3,43,20 + 23 =
20,24,4,44,20 + 24 =
20,25,5,45,20 + 25 =
20,26,6,46,20 + 26 =
20,27,7,47,20 + 27 =
20,28,8,48,20 + 28 =
20,29,9,49,20 + 29 =
20,30,0,50,20 + 30 =
20,31,1,51,20 + 31 =
20,32,2,52,20 + 32 =
20,33,3,53,20 + 33 =
20,34,4,54,20 + 34 =
20,35,5,55,20 + 35 =
20,36,6,56,20 + 36 =
20,37,7,57,20 + 37 =
20,38,8,58,20 + 38 =
20,39,9,59,20 + 39 =
20,40,0,60,20 + 40 =
20,41,1,61,20 + 41 =
20,42,2,62,20 + 42 =
20,43,3,63,20 + 43 =
20,44,4,64,20 + 44 =
20,45,5,65,20 + 45 =
20,46,6,66,20 + 46 =
20,47,7,67,20 + 47 =
20,48,8,68,20 + 48 =
20,49,9,69,20 + 49 =
20,50,0,70,20 + 50 =
20,51,1,71,20 + 51 =
20,52,2,72,20 + 52 =
20,53,3,73,20 + 53 =
20,54,4,74,20 + 54 =
20,55,5,75,20 + 55 =
20,56,6,76,20 + 56 =
20,57,7,77,20 + 57 =
20,58,8,78,20 + 58 =
20,59,9,79,20 + 59 =
20,60,0,80,20 + 60 =
20,61,1,81,20 + 61 =
20,62,2,82,20 + 62 =
20,63,3,83,20 + 63 =
20,64,4,84,20 + 64 =
20,65,5,85,20 + 65 =
20,66,6,86,20 + 66 =
20,67,7,87,20 + 67 =
20,68,8,88,20 + 68 =
20,69,9,89,20 + 69 =
20,70,0,90,20 + 70 =
20,71,1,91,20 + 71 =
20,72,2,92,20 + 72 =
20,73,3,93,20 + 73 =
20,74,4,94,20 + 74 =
20,75,5,95,20 + 75 =
20,76,6,96,20 + 76 =
20,77,7,97,20 + 77 =
20,78,8,98,20 + 78 =
20,79,9,99,20 + 79 =
20,80,0,100,20 + 80 =
20,81,1,101,20 + 81 =
20,82,2,102,20 + 82 =
20,83,3,103,20 + 83 =
20,84,4,104,20 + 84 =
20,85,5,105,20 + 85 =
20,86,6,106,20 + 86 =
20,87,7,107,20 + 87 =
20,88,8,108,20 + 88 =
20,89,9,109,20 + 89 =
20,90,0,110,20 + 90 =
20,91,1,111,20 + 91 =
20,92,2,112,20 + 92 =
20,93,3,113,20 + 93 =
20,94,4,114,20 + 94 =
20,95,5,115,20 + 95 =
20,96,6,116,20 + 96 =
20,97,7,117,20 + 97 =
20,98,8,118,20 + 98 =
20,99,9,119,20 + 99 =
21,10,1,31,21 + 10 =
21,11,2,32,21 + 11 =
21,12,3,33,21 + 12 =
21,13,4,34,21 + 13 =
21,14,5,35,21 + 14 =
21,15,6,36,21 + 15 =
21,16,7,37,21 + 16 =
21,17,8,38,21 + 17 =
21,18,9,39,21 + 18 =
21,19,10,40,21 + 19 =
21,20,1,41,21 + 20 =
21,21,2,42,21 + 21 =
21,22,3,43,21 + 22 =
21,23,4,44,21 + 23 =
21,24,5,45,21 + 24 =
21,25,6,46,21 + 25 =
21,26,7,47,21 + 26 =
21,27,8,48,21 + 27 =
21,28,9,49,21 + 28 =
21,29,10,50,21 + 29 =
21,30,1,51,21 + 30 =
21,31,2,52,21 + 31 =
21,32,3,53,21 + 32 =
21,33,4,54,21 + 33 =
21,34,5,55,21 + 34 =
21,35,6,56,21 + 35 =
21,36,7,57,21 + 36 =
21,37,8,58,21 + 37 =
21,38,9,59,21 + 38 =
21,39,10,60,21 + 39 =
21,40,1,61,21 + 40 =
21,41,2,62,21 + 41 =
21,42,3,63,21 + 42 =
21,43,4,64,21 + 43 =
21,44,5,65,21 + 44 =
21,45,6,66,21 + 45 =
21,46,7,67,21 + 46 =
21,47,8,68,21 + 47 =
21,48,9,69,21 + 48 =
21,49,10,70,21 + 49 =
21,50,1,71,21 + 50 =
21,51,2,72,21 + 51 =
21,52,3,73,21 + 52 =
21,53,4,74,21 + 53 =
21,54,5,75,21 + 54 =
21,55,6,76,21 + 55 =
21,56,7,77,21 + 56 =
21,57,8,78,21 + 57 =
21,58,9,79,21 + 58 =
21,59,10,80,21 + 59 =
21,60,1,81,21 + 60 =
21,61,2,82,21 + 61 =
21,62,3,83,21 + 62 =
21,63,4,84,21 + 63 =
21,64,5,85,21 + 64 =
21,65,6,86,21 + 65 =
21,66,7,87,21 + 66 =
21,67,8,88,21 + 67 =
21,68,9,89,21 + 68 =
21,69,10,90,21 + 69 =
21,70,1,91,21 + 70 =
21,71,2,92,21 + 71 =
21,72,3,93,21 + 72 =
21,73,4,94,21 + 73 =
21,74,5,95,21 + 74 =
21,75,6,96,21 + 75 =
21,76,7,97,21 + 76 =
21,77,8,98,21 + 77 =
21,78,9,99,21 + 78 =
21,79,10,100,21 + 79 =
21,80,1,101,21 + 80 =
21,81,2,102,21 + 81 =
21,82,3,103,21 + 82 =
21,83,4,104,21 + 83 =
21,84,5,105,21 + 84 =
21,85,6,106,21 + 85 =
21,86,7,107,21 + 86 =
21,87,8,108,21 + 87 =
21,88,9,109,21 + 88 =
21,89,10,110,21 + 89 =
21,90,1,111,21 + 90 =
21,91,2,112,21 + 91 =
21,92,3,113,21 + 92 =
21,93,4,114,21 + 93 =
21,94,5,115,21 + 94 =
21,95,6,116,21 + 95 =
21,96,7,117,21 + 96 =
21,97,8,118,21 + 97 =
21,98,9,119,21 + 98 =
21,99,10,120,21 + 99 =
22,10,2,32,22 + 10 =
22,11,3,33,22 + 11 =
22,12,4,34,22 + 12 =
22,13,5,35,22 + 13 =
22,14,6,36,22 + 14 =
22,15,7,37,22 + 15 =
22,16,8,38,22 + 16 =
22,17,9,39,22 + 17 =
22,18,10,40,22 + 18 =
22,19,11,41,22 + 19 =
22,20,2,42,22 + 20 =
22,21,3,43,22 + 21 =
22,22,4,44,22 + 22 =
22,23,5,45,22 + 23 =
22,24,6,46,22 + 24 =
22,25,7,47,22 + 25 =
22,26,8,48,22 + 26 =
22,27,9,49,22 + 27 =
22,28,10,50,22 + 28 =
22,29,11,51,22 + 29 =
22,30,2,52,22 + 30 =
22,31,3,53,22 + 31 =
22,32,4,54,22 + 32 =
22,33,5,55,22 + 33 =
22,34,6,56,22 + 34 =
22,35,7,57,22 + 35 =
22,36,8,58,22 + 36 =
22,37,9,59,22 + 37 =
22,38,10,60,22 + 38 =
22,39,11,61,22 + 39 =
22,40,2,62,22 + 40 =
22,41,3,63,22 + 41 =
22,42,4,64,22 + 42 =
22,43,5,65,22 + 43 =
22,44,6,66,22 + 44 =
22,45,7,67,22 + 45 =
22,46,8,68,22 + 46 =
22,47,9,69,22 + 47 =
22,48,10,70,22 + 48 =
22,49,11,71,22 + 49 =
22,50,2,72,22 + 50 =
22,51,3,73,22 + 51 =
22,52,4,74,22 + 52 =
22,53,5,75,22 + 53 =
22,54,6,76,22 + 54 =
22,55,7,77,22 + 55 =
22,56,8,78,22 + 56 =
22,57,9,79,22 + 57 =
22,58,10,80,22 + 58 =
22,59,11,81,22 + 59 =
22,60,2,82,22 + 60 =
22,61,3,83,22 + 61 =
22,62,4,84,22 + 62 =
22,63,5,85,22 + 63 =
22,64,6,86,22 + 64 =
22,65,7,87,22 + 65 =
22,66,8,88,22 + 66 =
22,67,9,89,22 + 67 =
22,68,10,90,22 + 68 =
22,69,11,91,22 + 69 =
22,70,2,92,22 + 70 =
22,71,3,93,22 + 71 =
22,72,4,94,22 + 72 =
22,73,5,95,22 + 73 =
22,74,6,96,22 + 74 =
22,75,7,97,22 + 75 =
22,76,8,98,22 + 76 =
22,77,9,99,22 + 77 =
22,78,10,100,22 + 78 =
22,79,11,101,22 + 79 =
22,80,2,102,22 + 80 =
22,81,3,103,22 + 81 =
22,82,4,104,22 + 82 =
22,83,5,105,22 + 83 =
22,84,6,106,22 + 84 =
22,85,7,107,22 + 85 =
22,86,8,108,22 + 86 =
22,87,9,109,22 + 87 =
22,88,10,110,22 + 88 =
22,89,11,111,22 + 89 =
22,90,2,112,22 + 90 =
22,91,3,113,22 + 91 =
22,92,4,114,22 + 92 =
22,93,5,115,22 + 93 =
22,94,6,116,22 + 94 =
22,95,7,117,22 + 95 =
22,96,8,118,22 + 96 =
22,97,9,119,22 + 97 =
22,98,10,120,22 + 98 =
22,99,11,121,22 + 99 =
23,10,3,33,23 + 10 =
23,11,4,34,23 + 11 =
23,12,5,35,23 + 12 =
23,13,6,36,23 + 13 =
23,14,7,37,23 + 14 =
23,15,8,38,23 + 15 =
23,16,9,39,23 + 16 =
23,17,10,40,23 + 17 =
23,18,11,41,23 + 18 =
23,19,12,42,23 + 19 =
23,20,3,43,23 + 20 =
23,21,4,44,23 + 21 =
23,22,5,45,23 + 22 =
23,23,6,46,23 + 23 =
23,24,7,47,23 + 24 =
23,25,8,48,23 + 25 =
23,26,9,49,23 + 26 =
23,27,10,50,23 + 27 =
23,28,11,51,23 + 28 =
23,29,12,52,23 + 29 =
23,30,3,53,23 + 30 =
23,31,4,54,23 + 31 =
23,32,5,55,23 + 32 =
23,33,6,56,23 + 33 =
23,34,7,57,23 + 34 =
23,35,8,58,23 + 35 =
23,36,9,59,23 + 36 =
23,37,10,60,23 + 37 =
23,38,11,61,23 + 38 =
23,39,12,62,23 + 39 =
23,40,3,63,23 + 40 =
23,41,4,64,23 + 41 =
23,42,5,65,23 + 42 =
23,43,6,66,23 + 43 =
23,44,7,67,23 + 44 =
23,45,8,68,23 + 45 =
23,46,9,69,23 + 46 =
23,47,10,70,23 + 47 =
23,48,11,71,23 + 48 =
23,49,12,72,23 + 49 =
23,50,3,73,23 + 50 =
23,51,4,74,23 + 51 =
23,52,5,75,23 + 52 =
23,53,6,76,23 + 53 =
23,54,7,77,23 + 54 =
23,55,8,78,23 + 55 =
23,56,9,79,23 + 56 =
23,57,10,80,23 + 57 =
23,58,11,81,23 + 58 =
23,59,12,82,23 + 59 =
23,60,3,83,23 + 60 =
23,61,4,84,23 + 61 =
23,62,5,85,23 + 62 =
23,63,6,86,23 + 63 =
23,64,7,87,23 + 64 =
23,65,8,88,23 + 65 =
23,66,9,89,23 + 66 =
23,67,10,90,23 + 67 =
23,68,11,91,23 + 68 =
23,69,12,92,23 + 69 =
23,70,3,93,23 + 70 =
23,71,4,94,23 + 71 =
23,72,5,95,23 + 72 =
23,73,6,96,23 + 73 =
23,74,7,97,23 + 74 =
23,75,8,98,23 + 75 =
23,76,9,99,23 + 76 =
23,77,10,100,23 + 77 =
23,78,11,101,23 + 78 =
23,79,12,102,23 + 79 =
23,80,3,103,23 + 80 =
23,81,4,104,23 + 81 =
23,82,5,105,23 + 82 =
23,83,6,106,23 + 83 =
23,84,7,107,23 + 84 =
23,85,8,108,23 + 85 =
23,86,9,109,23 + 86 =
23,87,10,110,23 + 87 =
23,88,11,111,23 + 88 =
23,89,12,112,23 + 89 =
23,90,3,113,23 + 90 =
23,91,4,114,23 + 91 =
23,92,5,115,23 + 92 =
23,93,6,116,23 + 93 =
23,94,7,117,23 + 94 =
23,95,8,118,23 + 95 =
23,96,9,119,23 + 96 =
23,97,10,120,23 + 97 =
23,98,11,121,23 + 98 =
23,99,12,122,23 + 99 =
24,10,4,34,24 + 10 =
24,11,5,35,24 + 11 =
24,12,6,36,24 + 12 =
24,13,7,37,24 + 13 =
24,14,8,38,24 + 14 =
24,15,9,39,24 + 15 =
24,16,10,40,24 + 16 =
24,17,11,41,24 + 17 =
24,18,12,42,24 + 18 =
24,19,13,43,24 + 19 =
24,20,4,44,24 + 20 =
24,21,5,45,24 + 21 =
24,22,6,46,24 + 22 =
24,23,7,47,24 + 23 =
24,24,8,48,24 + 24 =
24,25,9,49,24 + 25 =
24,26,10,50,24 + 26 =
24,27,11,51,24 + 27 =
24,28,12,52,24 + 28 =
24,29,13,53,24 + 29 =
24,30,4,54,24 + 30 =
24,31,5,55,24 + 31 =
24,32,6,56,24 + 32 =
24,33,7,57,24 + 33 =
24,34,8,58,24 + 34 =
24,35,9,59,24 + 35 =
24,36,10,60,24 + 36 =
24,37,11,61,24 + 37 =
24,38,12,62,24 + 38 =
24,39,13,63,24 + 39 =
24,40,4,64,24 + 40 =
24,41,5,65,24 + 41 =
24,42,6,66,24 + 42 =
24,43,7,67,24 + 43 =
24,44,8,68,24 + 44 =
24,45,9,69,24 + 45 =
24,46,10,70,24 + 46 =
24,47,11,71,24 + 47 =
24,48,12,72,24 + 48 =
24,49,13,73,24 + 49 =
24,50,4,74,24 + 50 =
24,51,5,75,24 + 51 =
24,52,6,76,24 + 52 =
24,53,7,77,24 + 53 =
24,54,8,78,24 + 54 =
24,55,9,79,24 + 55 =
24,56,10,80,24 + 56 =
24,57,11,81,24 + 57 =
24,58,12,82,24 + 58 =
24,59,13,83,24 + 59 =
24,60,4,84,24 + 60 =
24,61,5,85,24 + 61 =
24,62,6,86,24 + 62 =
24,63,7,87,24 + 63 =
24,64,8,88,24 + 64 =
24,65,9,89,24 + 65 =
24,66,10,90,24 + 66 =
24,67,11,91,24 + 67 =
24,68,12,92,24 + 68 =
24,69,13,93,24 + 69 =
24,70,4,94,24 + 70 =
24,71,5,95,24 + 71 =
24,72,6,96,24 + 72 =
24,73,7,97,24 + 73 =
24,74,8,98,24 + 74 =
24,75,9,99,24 + 75 =
24,76,10,100,24 + 76 =
24,77,11,101,24 + 77 =
24,78,12,102,24 + 78 =
24,79,13,103,24 + 79 =
24,80,4,104,24 + 80 =
24,81,5,105,24 + 81 =
24,82,6,106,24 + 82 =
24,83,7,107,24 + 83 =
24,84,8,108,24 + 84 =
24,85,9,109,24 + 85 =
24,86,10,110,24 + 86 =
24,87,11,111,24 + 87 =
24,88,12,112,24 + 88 =
24,89,13,113,24 + 89 =
24,90,4,114,24 + 90 =
24,91,5,115,24 + 91 =
24,92,6,116,24 + 92 =
24,93,7,117,24 + 93 =
24,94,8,118,24 + 94 =
24,95,9,119,24 + 95 =
24,96,10,120,24 + 96 =
24,97,11,121,24 + 97 =
24,98,12,122,24 + 98 =
24,99,13,123,24 + 99 =
25,10,5,35,25 + 10 =
25,11,6,36,25 + 11 =
25,12,7,37,25 + 12 =
25,13,8,38,25 + 13 =
25,14,9,39,25 + 14 =
25,15,10,40,25 + 15 =
25,16,11,41,25 + 16 =
25,17,12,42,25 + 17 =
25,18,13,43,25 + 18 =
25,19,14,44,25 + 19 =
25,20,5,45,25 + 20 =
25,21,6,46,25 + 21 =
25,22,7,47,25 + 22 =
25,23,8,48,25 + 23 =
25,24,9,49,25 + 24 =
25,25,10,50,25 + 25 =
25,26,11,51,25 + 26 =
25,27,12,52,25 + 27 =
25,28,13,53,25 + 28 =
25,29,14,54,25 + 29 =
25,30,5,55,25 + 30 =
25,31,6,56,25 + 31 =
25,32,7,57,25 + 32 =
25,33,8,58,25 + 33 =
25,34,9,59,25 + 34 =
25,35,10,60,25 + 35 =
25,36,11,61,25 + 36 =
25,37,12,62,25 + 37 =
25,38,13,63,25 + 38 =
25,39,14,64,25 + 39 =
25,40,5,65,25 + 40 =
25,41,6,66,25 + 41 =
25,42,7,67,25 + 42 =
25,43,8,68,25 + 43 =
25,44,9,69,25 + 44 =
25,45,10,70,25 + 45 =
25,46,11,71,25 + 46 =
25,47,12,72,25 + 47 =
25,48,13,73,25 + 48 =
25,49,14,74,25 + 49 =
25,50,5,75,25 + 50 =
25,51,6,76,25 + 51 =
25,52,7,77,25 + 52 =
25,53,8,78,25 + 53 =
25,54,9,79,25 + 54 =
25,55,10,80,25 + 55 =
25,56,11,81,25 + 56 =
25,57,12,82,25 + 57 =
25,58,13,83,25 + 58 =
25,59,14,84,25 + 59 =
25,60,5,85,25 + 60 =
25,61,6,86,25 + 61 =
25,62,7,87,25 + 62 =
25,63,8,88,25 + 63 =
25,64,9,89,25 + 64 =
25,65,10,90,25 + 65 =
25,66,11,91,25 + 66 =
25,67,12,92,25 + 67 =
25,68,13,93,25 + 68 =
25,69,14,94,25 + 69 =
25,70,5,95,25 + 70 =
25,71,6,96,25 + 71 =
25,72,7,97,25 + 72 =
25,73,8,98,25 + 73 =
25,74,9,99,25 + 74 =
25,75,10,100,25 + 75 =
25,76,11,101,25 + 76 =
25,77,12,102,25 + 77 =
25,78,13,103,25 + 78 =
25,79,14,104,25 + 79 =
25,80,5,105,25 + 80 =
25,81,6,106,25 + 81 =
25,82,7,107,25 + 82 =
25,83,8,108,25 + 83 =
25,84,9,109,25 + 84 =
25,85,10,110,25 + 85 =
25,86,11,111,25 + 86 =
25,87,12,112,25 + 87 =
25,88,13,113,25 + 88 =
25,89,14,114,25 + 89 =
25,90,5,115,25 + 90 =
25,91,6,116,25 + 91 =
25,92,7,117,25 + 92 =
25,93,8,118,25 + 93 =
25,94,9,119,25 + 94 =
25,95,10,120,25 + 95 =
25,96,11,121,25 + 96 =
25,97,12,122,25 + 97 =
25,98,13,123,25 + 98 =
25,99,14,124,25 + 99 =
26,10,6,36,26 + 10 =
26,11,7,37,26 + 11 =
26,12,8,38,26 + 12 =
26,13,9,39,26 + 13 =
26,14,10,40,26 + 14 =
26,15,11,41,26 + 15 =
26,16,12,42,26 + 16 =
26,17,13,43,26 + 17 =
26,18,14,44,26 + 18 =
26,19,15,45,26 + 19 =
26,20,6,46,26 + 20 =
26,21,7,47,26 + 21 =
26,22,8,48,26 + 22 =
26,23,9,49,26 + 23 =
26,24,10,50,26 + 24 =
26,25,11,51,26 + 25 =
26,26,12,52,26 + 26 =
26,27,13,53,26 + 27 =
26,28,14,54,26 + 28 =
26,29,15,55,26 + 29 =
26,30,6,56,26 + 30 =
26,31,7,57,26 + 31 =
26,32,8,58,26 + 32 =
26,33,9,59,26 + 33 =
26,34,10,60,26 + 34 =
26,35,11,61,26 + 35 =
26,36,12,62,26 + 36 =
26,37,13,63,26 + 37 =
26,38,14,64,26 + 38 =
26,39,15,65,26 + 39 =
26,40,6,66,26 + 40 =
26,41,7,67,26 + 41 =
26,42,8,68,26 + 42 =
26,43,9,69,26 + 43 =
26,44,10,70,26 + 44 =
26,45,11,71,26 + 45 =
26,46,12,72,26 + 46 =
26,47,13,73,26 + 47 =
26,48,14,74,26 + 48 =
26,49,15,75,26 + 49 =
26,50,6,76,26 + 50 =
26,51,7,77,26 + 51 =
26,52,8,78,26 + 52 =
26,53,9,79,26 + 53 =
26,54,10,80,26 + 54 =
26,55,11,81,26 + 55 =
26,56,12,82,26 + 56 =
26,57,13,83,26 + 57 =
26,58,14,84,26 + 58 =
26,59,15,85,26 + 59 =
26,60,6,86,26 + 60 =
26,61,7,87,26 + 61 =
26,62,8,88,26 + 62 =
26,63,9,89,26 + 63 =
26,64,10,90,26 + 64 =
26,65,11,91,26 + 65 =
26,66,12,92,26 + 66 =
26,67,13,93,26 + 67 =
26,68,14,94,26 + 68 =
26,69,15,95,26 + 69 =
26,70,6,96,26 + 70 =
26,71,7,97,26 + 71 =
26,72,8,98,26 + 72 =
26,73,9,99,26 + 73 =
26,74,10,100,26 + 74 =
26,75,11,101,26 + 75 =
26,76,12,102,26 + 76 =
26,77,13,103,26 + 77 =
26,78,14,104,26 + 78 =
26,79,15,105,26 + 79 =
26,80,6,106,26 + 80 =
26,81,7,107,26 + 81 =
26,82,8,108,26 + 82 =
26,83,9,109,26 + 83 =
26,84,10,110,26 + 84 =
26,85,11,111,26 + 85 =
26,86,12,112,26 + 86 =
26,87,13,113,26 + 87 =
26,88,14,114,26 + 88 =
26,89,15,115,26 + 89 =
26,90,6,116,26 + 90 =
26,91,7,117,26 + 91 =
26,92,8,118,26 + 92 =
26,93,9,119,26 + 93 =
26,94,10,120,26 + 94 =
26,95,11,121,26 + 95 =
26,96,12,122,26 + 96 =
26,97,13,123,26 + 97 =
26,98,14,124,26 + 98 =
26,99,15,125,26 + 99 =
27,10,7,37,27 + 10 =
27,11,8,38,27 + 11 =
27,12,9,39,27 + 12 =
27,13,10,40,27 + 13 =
27,14,11,41,27 + 14 =
27,15,12,42,27 + 15 =
27,16,13,43,27 + 16 =
27,17,14,44,27 + 17 =
27,18,15,45,27 + 18 =
27,19,16,46,27 + 19 =
27,20,7,47,27 + 20 =
27,21,8,48,27 + 21 =
27,22,9,49,27 + 22 =
27,23,10,50,27 + 23 =
27,24,11,51,27 + 24 =
27,25,12,52,27 + 25 =
27,26,13,53,27 + 26 =
27,27,14,54,27 + 27 =
27,28,15,55,27 + 28 =
27,29,16,56,27 + 29 =
27,30,7,57,27 + 30 =
27,31,8,58,27 + 31 =
27,32,9,59,27 + 32 =
27,33,10,60,27 + 33 =
27,34,11,61,27 + 34 =
27,35,12,62,27 + 35 =
27,36,13,63,27 + 36 =
27,37,14,64,27 + 37 =
27,38,15,65,27 + 38 =
27,39,16,66,27 + 39 =
27,40,7,67,27 + 40 =
27,41,8,68,27 + 41 =
27,42,9,69,27 + 42 =
27,43,10,70,27 + 43 =
27,44,11,71,27 + 44 =
27,45,12,72,27 + 45 =
27,46,13,73,27 + 46 =
27,47,14,74,27 + 47 =
27,48,15,75,27 + 48 =
27,49,16,76,27 + 49 =
27,50,7,77,27 + 50 =
27,51,8,78,27 + 51 =
27,52,9,79,27 + 52 =
27,53,10,80,27 + 53 =
27,54,11,81,27 + 54 =
27,55,12,82,27 + 55 =
27,56,13,83,27 + 56 =
27,57,14,84,27 + 57 =
27,58,15,85,27 + 58 =
27,59,16,86,27 + 59 =
27,60,7,87,27 + 60 =
27,61,8,88,27 + 61 =
27,62,9,89,27 + 62 =
27,63,10,90,27 + 63 =
27,64,11,91,27 + 64 =
27,65,12,92,27 + 65 =
27,66,13,93,27 + 66 =
27,67,14,94,27 + 67 =
27,68,15,95,27 + 68 =
27,69,16,96,27 + 69 =
27,70,7,97,27 + 70 =
27,71,8,98,27 + 71 =
27,72,9,99,27 + 72 =
27,73,10,100,27 + 73 =
27,74,11,101,27 + 74 =
27,75,12,102,27 + 75 =
27,76,13,103,27 + 76 =
27,77,14,104,27 + 77 =
27,78,15,105,27 + 78 =
27,79,16,106,27 + 79 =
27,80,7,107,27 + 80 =
27,81,8,108,27 + 81 =
27,82,9,109,27 + 82 =
27,83,10,110,27 + 83 =
27,84,11,111,27 + 84 =
27,85,12,112,27 + 85 =
27,86,13,113,27 + 86 =
27,87,14,114,27 + 87 =
27,88,15,115,27 + 88 =
27,89,16,116,27 + 89 =
27,90,7,117,27 + 90 =
27,91,8,118,27 + 91 =
27,92,9,119,27 + 92 =
27,93,10,120,27 + 93 =
27,94,11,121,27 + 94 =
27,95,12,122,27 + 95 =
27,96,13,123,27 + 96 =
27,97,14,124,27 + 97 =
27,98,15,125,27 + 98 =
27,99,16,126,27 + 99 =
28,10,8,38,28 + 10 =
28,11,9,39,28 + 11 =
28,12,10,40,28 + 12 =
28,13,11,41,28 + 13 =
28,14,12,42,28 + 14 =
28,15,13,43,28 + 15 =
28,16,14,44,28 + 16 =
28,17,15,45,28 + 17 =
28,18,16,46,28 + 18 =
28,19,17,47,28 + 19 =
28,20,8,48,28 + 20 =
28,21,9,49,28 + 21 =
28,22,10,50,28 + 22 =
28,23,11,51,28 + 23 =
28,24,12,52,28 + 24 =
28,25,13,53,28 + 25 =
28,26,14,54,28 + 26 =
28,27,15,55,28 + 27 =
28,28,16,56,28 + 28 =
28,29,17,57,28 + 29 =
28,30,8,58,28 + 30 =
28,31,9,59,28 + 31 =
28,32,10,60,28 + 32 =
28,33,11,61,28 + 33 =
28,34,12,62,28 + 34 =
28,35,13,63,28 + 35 =
28,36,14,64,28 + 36 =
28,37,15,65,28 + 37 =
28,38,16,66,28 + 38 =
28,39,17,67,28 + 39 =
28,40,8,68,28 + 40 =
28,41,9,69,28 + 41 =
28,42,10,70,28 + 42 =
28,43,11,71,28 + 43 =
28,44,12,72,28 + 44 =
28,45,13,73,28 + 45 =
28,46,14,74,28 + 46 =
28,47,15,75,28 + 47 =
28,48,16,76,28 + 48 =
28,49,17,77,28 + 49 =
28,50,8,78,28 + 50 =
28,51,9,79,28 + 51 =
28,52,10,80,28 + 52 =
28,53,11,81,28 + 53 =
28,54,12,82,28 + 54 =
28,55,13,83,28 + 55 =
28,56,14,84,28 + 56 =
28,57,15,85,28 + 57 =
28,58,16,86,28 + 58 =
28,59,17,87,28 + 59 =
28,60,8,88,28 + 60 =
28,61,9,89,28 + 61 =
28,62,10,90,28 + 62 =
28,63,11,91,28 + 63 =
28,64,12,92,28 + 64 =
28,65,13,93,28 + 65 =
28,66,14,94,28 + 66 =
28,67,15,95,28 + 67 =
28,68,16,96,28 + 68 =
28,69,17,97,28 + 69 =
28,70,8,98,28 + 70 =
28,71,9,99,28 + 71 =
28,72,10,100,28 + 72 =
28,73,11,101,28 + 73 =
28,74,12,102,28 + 74 =
28,75,13,103,28 + 75 =
28,76,14,104,28 + 76 =
28,77,15,105,28 + 77 =
28,78,16,106,28 + 78 =
28,79,17,107,28 + 79 =
28,80,8,108,28 + 80 =
28,81,9,109,28 + 81 =
28,82,10,110,28 + 82 =
28,83,11,111,28 + 83 =
28,84,12,112,28 + 84 =
28,85,13,113,28 + 85 =
28,86,14,114,28 + 86 =
28,87,15,115,28 + 87 =
28,88,16,116,28 + 88 =
28,89,17,117,28 + 89 =
28,90,8,118,28 + 90 =
28,91,9,119,28 + 91 =
28,92,10,120,28 + 92 =
28,93,11,121,28 + 93 =
28,94,12,122,28 + 94 =
28,95,13,123,28 + 95 =
28,96,14,124,28 + 96 =
28,97,15,125,28 + 97 =
28,98,16,126,28 + 98 =
28,99,17,127,28 + 99 =
29,10,9,39,29 + 10 =
29,11,10,40,29 + 11 =
29,12,11,41,29 + 12 =
29,13,12,42,29 + 13 =
29,14,13,43,29 + 14 =
29,15,14,44,29 + 15 =
29,16,15,45,29 + 16 =
29,17,16,46,29 + 17 =
29,18,17,47,29 + 18 =
29,19,18,48,29 + 19 =
29,20,9,49,29 + 20 =
29,21,10,50,29 + 21 =
29,22,11,51,29 + 22 =
29,23,12,52,29 + 23 =
29,24,13,53,29 + 24 =
29,25,14,54,29 + 25 =
29,26,15,55,29 + 26 =
29,27,16,56,29 + 27 =
29,28,17,57,29 + 28 =
29,29,18,58,29 + 29 =
29,30,9,59,29 + 30 =
29,31,10,60,29 + 31 =
29,32,11,61,29 + 32 =
29,33,12,62,29 + 33 =
29,34,13,63,29 + 34 =
29,35,14,64,29 + 35 =
29,36,15,65,29 + 36 =
29,37,16,66,29 + 37 =
29,38,17,67,29 + 38 =
29,39,18,68,29 + 39 =
29,40,9,69,29 + 40 =
29,41,10,70,29 + 41 =
29,42,11,71,29 + 42 =
29,43,12,72,29 + 43 =
29,44,13,73,29 + 44 =
