,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,climb,time,True,and the world be yours to climb.,and the world be yours to climb.,and the world be yours to,1,True,187-light,187,light,3,and the world be yours to climb.,and the world be yours to light with fire.,and the world awaken in a perfect twilight.,and the world begin to sing.,and the world turn bold in golden light.,and the sky forever shine.,and the world embrace the dawn with light.,and the world be bright with dreams you'll never miss.,and the world be yours to climb.,and the world begin to shine.,and the world be yours to climb.,and the world be bright with morning's shine.,and the world be bright with morning's gleam.,and the world be yours to climb.,and the world be yours to climb.,and the world begin to shine.,and the world be bright with the glow of a new day.,And never let the dusk reclaim the light you've won.,and the world begin to spin again.,and the world be yours to climb.,and the world you leave behind will never be the same.,and the world will thank you for the light.
126,"Whispers of dread in the silence they creep,",creep,deep,sweep,True,"And through the dark, they weave a tale so deep.","And through the dark, they weave a tale so deep.","And through the dark, they weave a tale so",8,True,306-might,306,light,1,"And through the dark, they weave a tale so",And the shadows they creep through the night.,Tongues of shadow that curl and retreat.,And the shadows they creep through the dark.,Where shadows cling to the corners of the night.,And the shadows hold secrets that no light can unveil.,"And shadows that dance in the dark, they deceive.","And through the dark, they weave a tale of fear.","And through the dark, they whisper, they creep.","And through the dark, they weave a tale so deep.","And through the dark, they weave a shadowy thread.",And the shadows they cast are but echoes of fear.,"And the shadows grow long, as the night takes its keep.",Then shadows conspire to keep the night's peace.,And through the dark they creep with a fearful leap.,And shadows dance where the heart is deep.,A shadowed fear that the heart can't keep.,Then the shadows conspire to entomb the weak.,And the shadows grow long on the darkened keep.,Their shadows stretch long and they whisper again.,Then the shadows grow long and the night seems to sleep.,And the shadows will dance where the heart is deep.
128,"In starlit whispers, my hopes take flight,",flight,light,light,True,and dreams unfold like morning light.,and dreams unfold like morning light.,and dreams unfold like morning,4,True,450-dream,450,stream,12,and dreams unfold like morning light.,and dreams unfold like morning's first light.,and dreams unfold like dawn's first light.,"and dreams unfold like soft, celestial wine.",I dream of wings that never fall.,and dreams unfold like endless spring.,"and in shadowed dreams, I find my keep.",and dreams unfold like morning light.,and dreams unfold like morning light.,"I'll write the next line of the rhyming couplet:  

**In starlit whispers",and dreams unfold like morning light.,and dreams unfold like constellations bright.,and dreams rise like constellations bright.,"I'll write the next line of the rhyming couplet:

**In starlit whispers,",and dreams unfold like constellations bright.,"I'll write the next line of the rhyming couplet:  

**In starlit whispers",and dreams ascend to the sky.,and dreams begin to find their light.,and dreams unfold like morning light.,"I'll write the next line of the rhyming couplet:  

**In starlit whispers",and dreams unfold like galaxies in the night.,I carry dreams across the night.
132,"Beneath the brush of dawn’s soft light,",light,bright,light,True,the world is painted bright.,the world is painted bright.,the world is painted,4,True,467-fly,467,sigh,13,the world is painted bright.,the world is painted bright and new.,the world awakes with quiet joy.,the world is born in gentle light.,the world is painted bright and new.,the world is painted bright and true.,a rose blooms bright and pure.,the world is painted bright.,the world is painted bright.,the world awakens with a gentle sigh.,the world is painted bright.,the world is painted bright.,the world awakens with a gentle sigh.,the world is painted bright and new.,the world awakes with dreams and might.,the world awakes with dreams and might.,the world is painted wide and bright.,the world is washed in purest white.,the world awakens with a breath of spring.,the world is stirred to life and bright.,the world awakes in quiet flight.,the world awakes in golden bright.
133,"The hush of time whispers tales of the old,",old,bold,told,True,and echoes of love that once was so bold.,and echoes of love that once was so bold.,and echoes of love that once was so,1,True,277-cheer,277,dear,2,and echoes of love that once was so bold.,and echoes of love that once was.,"The hush of time whispers tales of the old,  
Yet faintly echoes the laughter of gold",and the stars that shine in the night's cold frame.,and echoes of love that once dared to last.,and echoes of love that once burned so bright.,and lingers in every heart that's been there.,and echoes of love that once was so bold.,and echoes of love that once was.,and echoes of love that once was so bold.,and echoes of love that once was so bold.,"The hush of time whispers tales of the old,  
And echoes of laughter still linger in the",and leaves the world in a hush of the new.,"And in the quiet, we find the echoes of yesterday.",and lingers in every shadowed room.,"and in silence, it speaks.",and echoes of dreams that once were told.,and echoes of shadowed tales.,Where dreams are woven and secrets are told.,"And in the quiet of night, dreams take their hold.",that time would never know.,And dreams that are woven in the silence of the soul.
149,"Like morning dew on petals soft and new,",new,dew,new,True,the world is bright and full of endless dew.,the world is bright and full of endless dew.,the world is bright and full of endless,1,True,108-bliss,108,abyss,7,the world is bright and full of endless dew.,the world is bright and full of endless dew.,the world is painted bright with morning's flow.,the world is bright and full of endless dew.,the sun will kiss them bright and warm.,the world is bright and full of endless youth.,"the sky is full of stars, and dreams are new.",the world is bright and full of endless dew.,the world is bright and full of endless dew.,the world is bright and full of endless dew.,the world is bright and full of endless dew.,the world is bright and full of life and dew.,the world is bright and full of life and dew.,the world is bright and full of life and dew.,"so fleeting, yet so true.",the world is bright and full of life and truth.,the world is bright and full of endless dew.,the sun will kiss them bright and make them slow.,"I'll write the next line of the rhyming couplet:

Like morning dew on petals soft",the world exhales in hushed and golden dew.,the world is full of beauty to behold.,the world is bright and full of life and dew.
160,"Whispers of absence haunt the halls where laughter used to play,",play,day,grey,True,And silence now holds all the echoes of a bygone day.,And silence now holds all the echoes of a bygone day.,And silence now holds all the echoes of a bygone,2,True,428-unknown,428,stone,4,And silence now holds all the echoes of a by,And silence now holds all the echoes of the past.,And still the echoes of the past remain in every stone.,And silence now fills the air with a melancholy tune.,The echoes of a love that once was bound to dawn.,And silence now replaces the echoes of the past.,and silence now echoes where once joy was drawn.,And silence now holds all the echoes of a bygone day.,And silence now holds all the echoes of the past.,And silence now holds all the echoes of the past.,And silence now holds all the echoes of the past.,And silence now holds every echo of the day.,And silence now holds every echo of the day.,And silence now holds every voice that once was heard.,But now the silence holds a weight that never was.,And silence now replaces the echoes of a bygone day.,And silence now holds every echo of the days we've left behind.,and silence now fills the space where joy once soared.,A ghostly echo lingers where the joy once waltzed by.,And now the echoes of the past remain to fade.,And silence now fills the space where once the song was heard.,"A silent echo lingers where the joy once was, never to return."
164,"In shadows cast by screens we cling,",cling,thing,sing,True,Yet light is found in every thing.,"In shadows cast by screens we cling,  
Yet light is found in every thing.","In shadows cast by screens we cling,  
Yet light is found in every",10,True,439-ray,439,grey,3,where hope is born and light is kind.,where hearts are lost in digital lies.,and watch the world unfold in light.,where dreams are bought and sold by the light of day.,we find our light in silent day.,where the light is dim and the world is why.,and hope for days that never end.,"In shadows cast by screens we cling,  
Yet light is found in every thing.","In shadows cast by screens we cling,  
Yet light is found in every thing.","In shadows cast by screens we cling,  
Yet light is found in every kind.","In shadows cast by screens we cling,  
Yet light is found in every thing.",where hope and fear are kind.,where hope and fear are just a blink.,"In shadows cast by screens we cling,  
Yet dreams are fleeting, bright and kind.",where hope is spun from flickering light.,we find our light in silence.,where hope and fear are born.,we find our light in silent cling.,where joy is born and dreams are signed.,"In shadows cast by screens we cling,  
Yet light is fading, hearts are tingling.",where joy is born and hearts are tingling.,we find our breath in silence tingling.
166,"In shadows crowned, the weak wear might unseen,",unseen,seen,unseen,True,And heroes rise where light and dark are seen.,And heroes rise where light and dark are seen.,And heroes rise where light and dark are,6,True,412-dread,412,thread,13,And strength finds its due in light's bright reign,And the strong shall rise with light and might.,And strength be found in those who dare to light the way.,And bold shall rise with light and might to see.,Yet strength finds its due in the light of day.,and the strong rise bright in lighted blue.,But strength finds its way through darkest night.,And the strong shall rise with light and sound.,But heroes rise where courage dares to be seen.,And strength finds its due in light's bright gleam.,"And in the light, the strong are never seen.",And heroes rise where light and dark are seen.,"And in the light, the strong find their own way.",And heroes rise with dawn's first light to reign.,Yet strength finds its way through darkest chains.,"And heroes rise with light, where darkness cannot keep.","And in the light, the strong are crowned with gleam.",But light shall rise and cast their burden they can't bear.,and the strong are left to fight alone.,"And still the strong endure, through trials they're not unseen.","Yet strength persists, though oft the bold are deemed.",and the strong still rise with might and spite.
168,"Smoke ascends where silent dreams once grew,",grew,knew,new,True,and whispers haunt the winds that never knew.,and whispers haunt the winds that never knew.,and whispers haunt the winds that never,8,True,160-day,160,grey,2,and whispers haunt the winds that never knew.,and whispers haunt the shadows of the sky.,and whispers haunt the winds of yesteryear.,then shadows whisper of a love that's lost.,"Smoke ascends where silent dreams once grew,  
And whispers of the lost are yet sung.",and whispers fade in the quiet sky.,and whispers haunt the darkened sky.,and shadows whisper of a time when hope was sure.,and shadows whisper of a time long gone.,and whispers haunt the shadows of the hour.,and whispers haunt the hollowed tree.,and shadows whisper of a love that never knew.,and whispers echo through the years.,and shadows dance in hushed delight.,and whispers haunt the shadows deep.,and whispers haunt the shadows of the world.,and whispers haunt the skies where hope is found.,"and echoes fade in silent, waltzing blur.",and shadows whisper of a love that was.,and whispers haunt the wind beyond the door.,and whispers wind through the hollow tree.,and whispers haunt the winds that never show.
169,"Roots tangled in ancient soil, yet branches stretch toward tomorrow's light,",light,bright,light,True,and leaves whisper of a future yet to be bright.,and leaves whisper of a future yet to be bright.,and leaves whisper of a future yet to be,1,True,251-shade,251,stayed,5,and leaves whisper of a future yet to be bright,and leaves whisper of a future yet to be made.,"And though the earth has buried the past, the future still shines bright.","With steady heart and purpose, we rise from the dust and the dark.","and in the silence of the night, the stars still shine.","And leaves, like whispers, tell the tale of countless years.",and secrets whispered through the veil of time.,and leaves whisper tales of a world once bright.,and leaves whisper tales of a world once bright.,and leaves whisper of a past that's never quite the same.,and leaves whisper secrets of the past.,and leaves whisper of a future yet to be bright.,and dreams take root in every leaf.,and leaves whisper of a past that never quite died.,and whispers of the past call to the future's field.,and leaves whisper secrets of the earth's old might.,and leaves whisper of a past that's never quite right.,"And in the silence of the earth, a heart still beats, brave and true.",and scars of the past still whisper through the night.,and shadows dance in silent flight.,and leaves whisper of a future yet to be told.,and leaves whisper of a world once bright.
180,"Beneath a handshake, a dagger gleams with dew,",dew,through,new,True,"A secret whispered in the night, and the moonlight shimmers through.","A secret whispered in the night, and the moonlight shimmers through.","A secret whispered in the night, and the moonlight shimmers",8,True,436-dare,436,despair,7,"A secret whispered in the night, and silence follows","A kiss of peace, a wound of steel.","A foe's embrace, a friend's cruel gleam.","A shadow's promise, in silence, remains.","A shadow's kiss, a ghostly gleam.","Beneath a handshake, a dagger gleams with depth.","A promise half-kept, a silence thick as steam.","A secret sworn in the night, and silence follows.","A secret sworn in the night, and silence follows.","A secret whispered in the night, and silence follows.","A sign of peace, though shadows still remain.","A secret in the night, a promise yet to be kept.","A kiss of peace, a whispered vow to keep.","A promise of peace, though the blade is but a dream.","A whisper of fear, in the night's soft shroud.","A secret shared in silence, and the moon watches over the scene.","A secret whispered through the trees, and the moon watches over the scene.","A kiss of peace, a secret kept in truth.",Where shadows dance and secrets are sworn to keep.,"Beneath a handshake, a dagger gleams with dew,  
Yet lo! the peace we",A silent vow between two strangers meets.,"A silent vow, as shadows dance with dew."
184,"In starlit whispers, my heart ignites,",ignites,nights,ignites,True,and dreams take flight in the quietest of nights.,and dreams take flight in the quietest of nights.,and dreams take flight in the quietest of,9,True,296-halls,296,halls,1,and dreams take flight in the quietest of nights,and dreams take flight in the quietest of nights.,"and in every breeze, a silent hymn I sing.",and silence holds a secret I am eager to find.,and dreams take flight in the quietest sighs.,and dreams take flight like wings in the night.,and dreams take flight in the glow of the night.,and dreams take flight in the quiet night.,and dreams take flight in the quietest of nights.,and dreams take flight in the quietest of nights.,and dreams take flight in the quietest of nights.,and dreams take flight in the quietest of nights.,and dreams take flight in the quietest of nights.,and dreams take flight in the night's embrace.,and dreams take flight in the quiet night.,and I dance with the moon in its eternal light.,and dreams take flight in the quiet embrace of night.,and echoes of love in every night.,and every moment feels like a love letter to the night.,and dreams take flight in the quiet night.,and dreams take flight in the quiet night.,and dreams take flight in the quiet of night.
185,"Amidst the swirl of hues and whispered air,",air,share,despair,True,The stars above in silent dance do share.,"Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share.","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do",5,True,45-grace,45,embrace,8,Amidst the swirl of hues and whispered air,"Amidst the swirl of hues and whispered ice,",Amidst the swirl of hues and whispered awe.,"Amidst the swirl of hues and whispered love,","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do stay","Amidst the swirl of hues and whispered age,","Amidst the swirl of hues and whispered ice,","Amidst the swirl of hues and whispered air,  
The stars above ignite the night's bright","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share","Amidst the swirl of hues and whispered air,  
The stars above ignite the night's deep","Amidst the swirl of hues and whispered air,  
The stars above in silent dance do share","Amidst the swirl of hues and whispered air,  
The stars above shine bright and pure.","Amidst the swirl of hues and whispered air,  
The stars above dance in silent prayer.","Amidst the swirl of hues and whispered air,  
The stars once gleamed, but now","Amidst the swirl of hues and whispered air,  
The stars above began to shimmer bright.","Amidst the swirl of hues and whispered air,  
The stars are born in twilight's quiet","Amidst the swirl of hues and whispered air,  
The stars above are dancing, bright and","Amidst the swirl of hues and whispered air,  
The stars in silence light the path we","Amidst the swirl of hues and whispered air,  
The stars above do dance in silent prayer","Amidst the swirl of hues and whispered air,  
The dreamer's heart finds its quiet"
186,"Beneath soft lies, the truth wears a cloak of light,",light,flight,light,True,And shadows flee when hope takes its flight.,And shadows flee when hope takes its flight.,And shadows flee when hope takes its,2,True,344-glow,344,glow,18,And shadows flee when hope takes its flight.,And silence speaks in tones of grace and love.,And silence hums with secrets that the world has not known.,and silence speaks in fragrant woody glow.,"And silence hums in the stillness, where shadows dare not go.",and dreams are born in the light of the dawn.,And silence speaks in truths that time can't hold.,And shadows flee when hope is kind and bright.,And shadows hide where secrets once were bright.,"And shadows fade, as dawn breaks through the night.",And shadows flee when dawn begins to bright.,"And shadows bow to dawn's soft, golden flight.","And shadows flee in silent, graceful flight.",And shadows flee when hope is gently lit.,And shadows hide in the folds of the night.,And shadows flee when hearts are filled with hope.,"And shadows fade, where secrets find their flight.",And shadows dare not dare to speak in the night.,"And shadows hide in whispers, soft as a night's first breath.",and shadows fade in the quiet night.,And shadows are but whispers in the night.,And whispers of dawn break through the dark.
187,"Two hearts entwined where the vows take flight,",flight,light,light,True,two souls forever entwined in the light.,two souls forever entwined in the light.,two souls forever entwined in the,3,True,8-cast,8,past,3,two souls forever entwined in the light.,Two hearts entwined where the vows take flight.,Two hearts entwined where the vows take flight.,two souls forever bound in a lifelong flight.,two stars in the sky that will never be blind.,two souls forever bound in a love that's true.,two souls forever bound in a sacred script.,two souls forever in flight.,two souls forever bound in light.,two souls forever in flight.,two souls forever entwined in the light.,two souls forever bound in light.,two souls forever bound in light.,two souls forever entwined in light.,two souls forever entwined in the light.,two souls forever in flight.,"Two hearts entwined where the vows take flight,  
A love that breaks the chains of time",two minds in one bright night.,two souls united in love and light.,"Two hearts entwined where the vows take flight,  
A love that's true and forever bright",two souls forever entwined in a sacred light.,two stars that shine in the night.
189,"In whispered hearts where silent dreams take flight,",flight,light,light,True,the world begins to bloom in gentle light.,the world begins to bloom in gentle light.,the world begins to bloom in gentle,2,True,166-seen,166,unseen,6,the world begins to bloom in gentle light.,the world turns soft and dreams are born to wing.,the hope of love begins to grow.,the wind carries secrets to the farthest shore.,"In whispered hearts where silent dreams take flight,  
Hope forever blooms in every sly refrain.",the world stands still and time begins to sing.,the echoes of the soul will never die.,"the world begins to turn in gentle, unseen light.",the world turns golden in the quietest of nights.,the world begins to bloom in gentle light.,the world turns golden in the quiet of the night.,the world begins to bloom in gentle light.,"the world begins to turn in gentle, infinite light.",the world below lies still and bright.,the world begins to bloom in unseen light.,the world turns softly on its quiet wheel.,the world begins to hum with hope and light.,"the stars ignite a silent, sacred night.",the echoes of our love will never die.,the world below lies still and bright.,the winds of fate do gently guide us through the night.,the winds of love can carry secrets untold.
196,"In the attic of my heart, old shadows dance with light,",light,bright,light,True,"where memories whisper, soft and bright.","where memories whisper, soft and bright.","where memories whisper, soft and",1,True,290-skies,290,dies,3,"where memories whisper, soft and bright.","where memories whisper, soft and wise.",where memories softly trace the lines of time.,I find echoes of love in every shared glance.,where memories whisper through the haze of time.,"I find comfort in the quiet, where memories take their flight.",where dreams and memories still stay.,"where memories whisper, soft and bright.",I find echoes of a love that once was bright.,where secrets whisper and dreams take flight.,"I see you in the mirror, where the past and present meet.","where memories whisper, soft and bright.","I see your face in the mirror, where time and memory collide.",where memories whisper and time forgets their flight.,"Where memories whisper, soft and bright.",where secrets whisper and dreams take flight.,"where dreams are hidden, and secrets are bright.",I find solace in the whispers of the past.,"I'll write the next line of the rhyming couplet:

**In the attic of my","A glimpse of joy, a memory that weaves through the night.",Where memories whisper secrets bright.,where echoes of the past still twine.
209,"Colors weep from silent canvases, whispers take form in clay’s embrace,",embrace,trace,embrace,True,And dreams are born in every shadow's trace.,And dreams are born in every shadow's trace.,And dreams are born in every shadow's,9,True,334-day,334,grey,4,And dreams are born in every shadow's trace.,A world of dreams where shadows play and light is laid.,A world of dreams where shadows dance and light is laid.,And dreamers spin the dawn in threads of light.,And light is born where shadows play.,And dreams are painted with the hues of night.,Fate’s faint song echoes through the dark.,A world of dreams in every brushstroke's trace.,And dreams are born where shadows play.,And dreams are born in every shadow's trace.,A world of dreams where shadows play and light is made.,A world of dreams in every brushstrokes' trace.,"And in the hush of night, they dance with grace.",A world of dreams where shadows play and light is made.,"And shadows dance in silent alleys, where dreams are made of flame.",A fleeting tale in wind’s soft dance.,A world of dreams where shadows dance and light is made.,And dreams are painted with the brush of time.,"And shadows weave through silent halls, where dreams are never far from grace.","A world of shadows and light, where dreams are made and lost.",A world of dreams where silence is everywhere.,And life’s brief dance with fleeting grace.
223,"In the rhythm of shared hearts, we find our name,",name,flame,name,True,and in the echo of our shared flame.,and in the echo of our shared flame.,and in the echo of our shared,1,True,348-skies,348,dies,8,"and in the echo of our song, we are","and in the echo of our voices, we rise.","and in the echo of our voices, we rise.",and echo in the silence of the skies.,"and in the song of silence, we are one.",where light and love entwine.,"and in the glow of shared dreams, we shine.","and in the silence of the night, we find our flame.","in the dance of life, we are one.","and in the echo of our song, we are one.","and in the echo of our song, we are one.","and in the echo of our song, we are one.",and in the echoes of our shared flame.,"and in the song of time, we are one.","and in the echo of a song, we're forever named.","and in the glow of shared dreams, we find our fame.","and in the echo of our song, we rise again.","where love and joy embrace, and fate is framed.",and in the sound of love that binds us all.,where love and song unite in one great fame.,"and in the dance of light, we rise and jam.","In the rhythm of shared hearts, we find our name,  
And in the silence of the night"
233,"Roots carved in stories, ancient and new,",new,dew,new,True,"Leaves whisper of time, both bright and dew.","Leaves whisper of time, both bright and dew.","Leaves whisper of time, both bright and",4,True,28-way,28,grey,7,"Leaves whisper of time, both bright and dew","Till time and fate have worn them down, and the world has grown.","Leaves whisper of time, and hearts are sown.","Leaves whisper of times long past, where dreams are made.","Beneath the soil, a tale is kept.",Till time and fate have rewritten the why.,"Till time and fate have worn them down, and why.","Leaves whisper of ages, where the past and present meet.","Leaves whisper of ages, where secrets are kept.","Leaves whisper of ages, lost and found.",Till time and fate have worn them down and through.,"Leaves whisper of legends, both bright and true.",and whispers of time that never sleep.,"Leaves whisper of times long past, forever weep.",and whispers of time that never fall.,"Leaves whisper of times long past,  
Where secrets hold their quiet dew.","Leaves whisper of legends, long and true.",and every leaf talks of a time long ago.,"Leaves whisper of secrets, lost and found.",Till time and tears have washed them away.,"Leaves whisper through time, a tale yet to be told.","Whispers echo through time, the past we keep."
234,"Echoes of laughter fade in distant air,",air,there,despair,True,A whisper of joy that once was there.,A whisper of joy that once was there.,A whisper of joy that once was,8,True,169-bright,169,light,1,A whisper of joy that once was there.,"A memory lost in time, yet still it stays.",a song that never quite stays.,"A whisper through the trees, like a forgotten day.",a song that remains on the breeze.,a whisper of joy that never stays.,where memory whispers tales of old.,A whisper of joy that once was there.,"A memory lost, yet never far.",a song that lingers in the heart's warm fire.,"echoes of laughter fade in distant air,  
whispers of joy still linger in the stair.",A whisper of joy that never stays.,Whispers of joy still linger in the stair.,echoes of sorrow rise in quiet stair.,"a melody long forgotten, lost in the night.","A whisper through the trees, yet never far.",a melody that never quite stays.,Tales of old still whisper through the braided fire.,reminding me of days long gone.,echoes of sorrow rise in silent stair.,whispers of joy that once were far.,dancing through the rain like old familiar tears.
242,"A flawless vase, still cracked within, a shadow draped in light,",light,night,light,True,"A shadow draped in light, a ghostly flame in the night.","A shadow draped in light, a ghostly flame in the night.","A shadow draped in light, a ghostly flame in the",1,True,321-greet,321,deceit,4,"A shadow draped in light, a ghostly flame","A shadow draped in light, a ghostly flame in the night.","A shadow draped in light, a secret kept in time.","A shadow draped in light, a ghostly touch of time.","A shadow draped in light, a soul unfulfilled,  
Yet still the light remains, a","A secret heart, where secrets thrive, and silence sings in night.","A shadow draped in light, a ghostly hue in flight.","A shadow draped in light, a fleeting flame in night.","A shadow draped in light, a ghost that never dies.","A shadow draped in light, a ghostly flame in flight.","A shadow draped in light, a ghostly flame in the night.","A shadow draped in light, a ghost that never dies.","A shadow draped in light, a ghost in the flame.","A shadow draped in light, a tale of broken gold.","A shadow draped in light, a secret yet to be told.","A shadow draped in light, a fleeting grace,  
Yet beauty fades in time, as fate decre","A shadow draped in light, a ghostly hue in twilight's hush.","A shadow draped in light, a ghostly flame in flight.","A shattered soul, yet still it glows.","A shadow draped in light, a secret whispered through the night.","A shadow draped in light, a secret kept in flight.","A fleeting beauty, yet a ghostly sign."
251,"In shadowed halls where whispers fade,",fade,shade,stayed,True,the secrets of the night are lost in shade.,the secrets of the night are lost in shade.,the secrets of the night are lost in,5,True,407-cry,407,sigh,9,the secrets of the night are lost in shade.,the past is but a fleeting sigh.,the past and present blend to a quiet sigh.,the truth still lives in silence.,the secrets of the soul are lost in gray.,where dreams are lost and secrets stay.,I hear the fear that lingers in the air.,the secrets of the night are lost in fade.,the secrets of the night are lost in a haze.,the secrets of the night are lost in shade.,the past is but a fleeting shade.,the past is but a fleeting shade.,I hear the secrets of the dark and cold.,"I hear the secrets of the night,  
But none will tell me what I’ve seen.",the secrets of the lost are left behind.,the tales of heroes long ago.,the secrets of the night are lost to day.,"I hear a tale of old, where secrets are not made.","I hear the tales of old, where heroes stand.",I tread the path where dreams are made.,the silent story lingers late.,the echoes of the past remain.
264,"Thunder roars in chains of might,",might,night,light,True,and silence falls in night.,and silence falls in night.,and silence falls in,8,True,234-there,234,despair,8,and silence falls in night.,and silence falls like a veil of steel.,and heaven trembles in silence.,Thunder roars in chains of air.,and silence falls like a silver thread.,and leaves the earth in sparks of fear.,Thunder roars in chains of air.,and silence falls in night.,and silence falls in night.,and silence falls in night.,and silence falls in night.,and silence falls in night.,"Thunder roars in chains of might,  
The world is shaken, and the night is bright.",and silence falls in night.,and silence falls in night.,and silence falls in its might.,and heaven's wrath is sealed in night.,and silence falls in night's dark light.,and silence follows tight.,and silence falls in quiet might.,and silence follows tight.,and heaven's wrath is stirred to light.
266,"Brushstrokes of thought where imaginations dance,",dance,chance,dance,True,"A world of color, light, and endless chance.","Brushstrokes of thought where imaginations dance,  
A world of color, light, and endless chance.","Brushstrokes of thought where imaginations dance,  
A world of color, light, and endless",8,True,65-night,65,light,2,"Brushstrokes of thought where imaginations dance,","Brushstrokes of thought where imaginations dance,  
A canvas of dreams, both bright and vast","Brushstrokes of thought where imaginations dance,  
A world of color, bold, and free",brushstrokes of light across the canvas of the mind.,and colors of dreams in motion.,"Brushstrokes of thought where imaginations dance,  
A world of colors, wild and unbound","Brushstrokes of thought where imaginations dance,  
A canvas of wonder, forever uncast.","Brushstrokes of thought where imaginations dance,  
A world of color, where dreams take flight","Brushstrokes of thought where imaginations dance,  
A canvas of dreams, both bright and strange","Brushstrokes of thought where imaginations dance,  
A world of color, wild and bright,","Brushstrokes of thought where imaginations dance,  
A world of color, bold and unbound","Brushstrokes of thought where imaginations dance,  
A world of color, light, and endless","Brushstrokes of thought where imaginations dance,  
A world of wonder, bright and pure in","Brushstrokes of thought where imaginations dance,  
A canvas of wonder, a world untold","Brushstrokes of thought where imaginations dance,  
A fleeting flame in the quiet of the night","Brushstrokes of thought where imaginations dance,  
A canvas of dreams where hearts are made.","Brushstrokes of thought where imaginations dance,  
A canvas of wonder, forever unbound.",brushstrokes of light where dreams take flight.,"Brushstrokes of thought where imaginations dance,  
A world of wonder, bright and true.","Brushstrokes of thought where imaginations dance,  
A world where dreams are painted by the mind","Brushstrokes of thought where imaginations dance,  
A canvas of dreams that never can be packed","Brushstrokes of thought where imaginations dance,  
A world of color and light beneath the surface"
267,"I carve my name in bone and flame, défier of the silent claim,",claim,flame,name,True,"I carve my name in bone and flame,","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent",1,True,21-scene,21,unseen,5,"I carve my name in bone and flame,","I carve my name in bone and flame,  
Defier of the silent claim,  
And let","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim,  
And live","I carve my name in bone and flame,  
Defier of the silent claim,  
I rise","I carve my name in bone and flame,  
Defier of the silent claim,  
And let","I carve my name in bone and flame,  
Defier of the silent claim,  
And burn","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Défier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Défier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame,  
Défier of the silent claim,  
And","I carve my name in bone and flame,  
Defier of the silent claim,  
And et","I carve my name in bone and flame,  
Defier of the silent claim.","I carve my name in bone and flame, défier of the silent claim,  
I burn my"
277,"Whispers coil like shadows at dawn, thick as unspoken fear,",fear,cheer,dear,True,And secrets cling to the air like a ghostly cheer.,And secrets cling to the air like a ghostly cheer.,And secrets cling to the air like a ghostly,2,True,331-fly,331,sigh,8,And secrets cling to the air like a ghostly,"A silent tide that lingers in the air, cold and unrelenting, as the sun begins",A hush that clings to the edge of the night.,A whispering wind that lingers in the night.,"They clasp the night like a silent vow,  

A promise never to be found.","Whispers coil like shadows at dawn, thick as unspoken fear,  
But in the silence,","Horrid as a dream that never ends,  
Where hope and fear entwine and bind.",And secrets cling to the air like a ghostly breeze.,"And secrets cling to the breeze, like ghosts in the air.",And secrets cling to the wind like a ghostly cheer.,A silent tide that lingers on the air.,And secrets cling to the air like a ghostly cheer.,Then silence falls like a shroud upon the land.,They creep through halls where dreams are born.,"And secrets hum in the stillness, waiting to be heard.","And secrets cling to the breeze, like ghosts in the air.","A silence that clings to the air, cold and unyielding.",A silent tide that lingers on the shore.,A silence that holds the weight of the unknown.,"A veil that lingers, soft and sweet, on hearts that dare to run.","Whispers coil like shadows at dawn, thick as unspoken fear,  
Lies entwine the","Whispers coil like shadows at dawn, thick as unspoken fear,  
Yet soon they'll fade"
