,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
50,"In whispers of light, the soul finds its creed,",creed,freed,creed,True,"In echoes of hope, the heart is freed.","In echoes of hope, the heart is freed.","In echoes of hope, the heart is",67,True,49-own,49,stone,63,"In echoes of hope, the heart is freed.",Beneath the stars where the silent dreams are drawn.,"Through echoes of dusk, where dreams are drawn.",Beneath stars that softly weave the dawn.,Beyond the veil where the answers are known.,Beyond the veil where the dreams are drawn.,Beneath stars that guide the way we've been shown.,"In echoes of dawn, the heart's truth is freed.","In echoes of dawn, the heart's truth is freed.","In echoes of hope, the heart is freed.","In echoes of hope, the heart is freed.","In echoes of dawn, the heart's truth is freed.","Through shadows it walks, yet never decreed.","In echoes of dawn, where hope and truth bleed.",Through shadows it learns what it truly needs.,"In echoes of night, the heart knows its need.","In echoes of dawn, the heart understands.",Beneath stars that speak in silence and speed.,Beneath stars that murmur in silent decreed.,"In echoes of stars, the heart knows the need.","In silence of night, the heart knows its need.","In echoes of faith, the heart finds its need."
51,"Freedom soars where chains once clung,",clung,hung,clung,True,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows,78,True,49-own,49,stone,63,Hope takes flight where shadows hung.,Hope takes flight where shadows roam.,Hope takes flight where shadows wane.,Hope takes flight where shadows roam.,Hope takes flight where sorrow's known.,Hope takes flight where silence groaned.,Hope takes flight where silence dawned.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where darkness stung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where darkness stung.,Hope takes flight where darkness stung.,Hope takes flight where darkness hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where silence sung.,Echoes of struggle still rung.
53,"The reaper’s shadow lengthens with the noon,",noon,tune,noon,True,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent,58,True,160-day,160,grey,43,The harvest moon begins its silent tune.,"The hourglass whispers, ""Time will not stay.""","The hourglass whispers, ""Time will not wait.""",The harvest moon begins to glow.,The harvest moon begins to glow.,And time's cold whisper echoes in its wake.,The harvest moon begins its silent sway.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its slow descent.,The harvest moon begins its slow descent.,The harvest moon begins its slow descent.,The harvest moon begins its silent tune.,The harvest moon begins to rise.,The harvest moon begins its silent tune.,The harvest moon begins to rise.,The harvest moon begins to swoon.,"The hourglass sighs, its sands run thin."
54,"Blossoms bloom where laughter finds its way,",way,ray,grey,True,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's,36,True,33-disguise,33,dies,44,Soft petals dance in morning's ray.,And whispers of joy beneath the sky.,And petals dance in gentle sighs.,And petals dance beneath the sky.,And whispers of joy drift through the sky.,And joy unfolds beneath the sky.,And whispers of spring in the breeze arise.,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Whispers of joy light up the day.,Petals dance in morning's soft array.,Petals dance in morning's golden ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Sunlight dances on the morning clay.,Petals dance in morning's gentle ray.,Petals dance in sunlight's golden ray.,Petals dance in morning's golden ray.,Soft petals dance in morning's day.,And dreams take root in hearts of clay.
59,"Whispers through the grass where the wild things dance,",dance,chance,dance,True,A secret shared by the moon and the chance.,A secret shared by the moon and the chance.,A secret shared by the moon and the,52,True,96-beat,96,deceit,30,A secret shared by the moon and the chance.,A secret shared by the moon and the trees.,Footprints fade like dreams in morning's breath.,Moonlight dances too with the secrets it keeps.,A secret shared by the moon and the trees.,"A dance with shadows, soft and free.",Footprints fade like dreams in the morning's breath.,A secret song that time cannot erase.,A secret shared by the moon and the chance.,A secret shared by the moon and the chance.,A secret shared in the moon's soft glance.,A secret song that time cannot erase.,A secret tune that time cannot erase.,A secret shared by the moonlit trance.,Moonlight weaves a spell in the silent trance.,A secret song that time cannot erase.,A secret only the moon can chance.,Soft moonlight paints the path they chance.,A secret wind sings a gentle trance.,Moonlight paints the shadows in a silent trance.,A secret wind that time cannot outrun.,A secret shared by the moon and the chance.
60,"A bond unspoken, yet deep as the sea,",sea,me,sea,True,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to,35,True,38-light,38,light,27,A silence between us that speaks volumes to me.,A silence that speaks when words cannot fly.,A silence that speaks when words fall apart.,A silence that speaks where words cannot reach.,A silence that speaks when words simply fail.,A silence that speaks when words all run dry.,A silence that speaks when words cannot fly.,A silence between us that speaks volumes to me.,A silence between us that speaks with such glee.,A silence between us that speaks with such glee.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks with such glee.,A silence between us that speaks volumes to me.,A silence that speaks where words cannot be.,A silence that speaks when words cannot be.,A silence between us that speaks volumes to me.,A silence between us that speaks with clarity.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.
62,"In every flaw, a whisper of perfection's breath,",breath,death,breath,True,"In every shadow, a glimpse of light's soft death.","In every shadow, a glimpse of light's soft death.","In every shadow, a glimpse of light's soft",56,True,36-day,36,grey,38,"In every shadow, a glimpse of light's soft","In every shadow, a glimpse of light's embrace.","In every shadow, a glimpse of light's embrace.","In every shadow, a hint of light's embrace.","In every shadow, a glimpse of the light.","In every shadow, a glimpse of light's embrace.","And in each shadow, light begins to play.","In every shadow, a glimpse of light's soft depth.","In every shadow, a glimpse of light's soft death.","In every shadow, light finds a way to rest.","In every shadow, a glimpse of light's soft depth.","In every shadow, a glimpse of light's embrace.","In every shadow, dance the light's soft death.","In every shadow, light finds a way to dance.","In every shadow, a glimpse of light's soft pledge.","In every shadow, light waits to be confessed.","In every shadow, a glimpse of light's soft death.","In every shadow, dance the hues of light.","In every shadow, a promise of light's embrace.","In every shadow, a glimpse of light's intent.","In every shadow, light begins to dance.","In every shadow, a glimpse of light's intent."
65,"In the dance of flaw and flawless light,",light,fight,light,True,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the,30,True,107-fruit,107,root,58,We find the beauty in the fight.,A shadow finds its perfect proof.,A mirror turns to moonlight.,A shadow bends but never falters.,We find the beauty in the proof.,A shadow finds its perfect tune.,A shadow finds its perfect truth.,We find the grace that makes us right.,We find the beauty in the fight.,We find the beauty in the fight.,We find the grace that makes us right.,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the fight.,We find the grace that makes us right.,We find the truth in shadows' bite.,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the fight.
66,"Whispers of wind through the ancient oak's embrace,",embrace,grace,embrace,True,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft,56,True,84-door,84,soar,90,A dance of leaves in the twilight's soft grace,A tale of old in the rustling lore.,A tale of old in the rustling lore.,A tale of old in the rustling lore.,A tale of old in its branches is sown.,A tale of the past in its rustling lore.,A tale of times long past begins to soar.,A dance of shadows in the moonlit space.,A dance of shadows in the moonlit space.,A dance of leaves in the twilight's soft grace.,A dance of leaves in the fading light's grace.,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft grace.,A dance of shadows in the moonlit grace.,A dance of shadows in the moonlit space.,A dance of shadows in the moonlit space.,A melody woven in time's gentle grace.,A dance of leaves in the fading light's soft trace.,A dance of leaves in the twilight's soft grace.,Softly they speak of a time long past.,A dance of shadows in the fading light's grace.
67,"In mirrored shades where shadow dares to creep,",creep,sleep,sweep,True,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to,82,True,1-toll,1,soul,42,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets we can't control.,A phantom dance upon the silent floor.,The moonlight weaves a tale we can't control.,A whispered truth begins to unfold.,A silent hymn to things we cannot know.,A whispered truth begins to unfold.,The silent whispers of the deep.,The moonlight whispers secrets yet to keep.,The moonlight whispers secrets yet to keep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The whispered secrets of the deep.,The silent whispers of the deep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The whispering wind begins to weep.,The moonlight whispers secrets yet to keep.,The whispering void begins to weep.,The silent dance of dreams and sleep.,The silent whispers of the sleep.
69,"In the rhythm of shared breath, hearts weave a single song,",song,strong,belong,True,"In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers",35,True,53-tune,53,noon,58,"In the silence between beats, love speaks in whispers","In the silence between words, a deeper truth is known.","In the silence between words, a deeper truth is known.","In the silence between beats, a deeper love is soon.","In the silence between words, love speaks the deepest truth.","In the silence between words, love speaks the loudest tune.","In the silence between words, a deeper truth is soon.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between words, a deeper understanding grows.","In the silence between words, a deeper truth is drawn.","In the silence between beats, love finds its steady home.","In the silence between words, a deeper understanding is drawn.","In the silence between beats, love speaks in whispers strong.","As souls entwined, they dance where love is strongly drawn.","In the silence between words, a deeper understanding grows.","In the silence between beats, love speaks in whispers strong.","In the silence between words, love speaks in every tone.","In the silence between beats, love speaks in whispers strong."
72,"A flawless sphere, yet marred by its glow,",glow,know,glow,True,A silent fire that no one can know.,A silent fire that no one can know.,A silent fire that no one can,53,True,100-tale,100,exhale,35,A silent fire that no one can know.,A silent scream in the void of the night.,A silent storm that never fails.,A silent cry beneath the shell's keen grin.,A silent sigh in the stars' unyielding spiral.,"A mirror of heaven, yet trapped in a shell.","A mirror of heaven, yet trapped in a shell.",A silent fire that only the stars know.,A silent fire that only the stars know.,A silent fire that no one can know.,A silent fire that no one can know.,A silent fire that no one can know.,A silent scream in the night's slow woe.,A silent scream in the dark below.,A silent fire that only the brave may know.,A silent sun that no one can know.,A silent fire that no one can know.,A silent fire that no one can know.,A mirror to truths we'd rather not know.,A silent fire that no one can know.,"A mirror of fire, but never knows.",A silent scream in the dark below.
74,"Whispers of wild hearts beat beneath the moon's gentle gaze,",gaze,haze,maze,True,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit,59,True,40-light,40,light,48,A dance of shadows twirls in the silver,A dance of shadows where the secrets softly begin.,A dance of shadows where the restless souls begin.,A dance of shadows where the secrets softly stir.,A dance of shadows where the dreams begin.,A dance of shadows where the lost and free renew their vow.,A dance of shadows where the longing souls reunite.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls where the silent stars blaze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows where the secrets softly blaze.,A dance of shadows twirls where the stars dare to blaze.,A dance of shadows twirls in the hush of the night's embrace.,A dance of shadows where the silent dreams amaze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit maze.,A dance of shadows twirls in the silver-lit haze.
75,"A heartbeat hums where light once passed,",passed,cast,past,True,"A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly",37,True,98-name,98,name,35,"A shadow lingers, softly cast.","A shadow dances, soft and tame.",A shadow whispers through the frame.,A shadow dances through the frame.,A shadow dances without a name.,"A shadow dances, claiming the name.",A shadow dances in the am.,"A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.",A shadow breathes where echoes last.,"A shadow lingers, softly cast.","A shadow lingers, softly cast.",A shadow dwells where echoes last.,"A shadow lingers, softly cast.",A shadow grows where silence lasted.,A shadow dwells where silence lasted.,"A shadow lingers, softly cast.",A shadow grows where silence lasted.,A shadow waits where silence starts.
76,"Colors whisper tales in hues once unknown,",unknown,flown,stone,True,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has,39,True,20-heal,20,kneel,51,Shadows dance where light has flown.,Moments dance where memory wheel.,Moments bloom where silence still prevails.,Silhouettes dance where shadows wheel.,Moments dance where memory fills the air.,Moments bloom where memory prevails.,Shadows dance where light and memory wheel.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shapes dance where shadows softly grow.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has grown.,Shapes dance where shadows gently roam.,Shadows dance where the light has flown.,Shadows dance where light has flown.
77,"In shadowed chains, the spirit dares to sing,",sing,spring,sing,True,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant,30,True,130-unseen,130,unseen,26,A whispered hymn to freedom's distant spring.,A whisper rising where the light has been.,A whisper echoing where the light has been.,A whispered hymn to realms unseen.,A whisper rising where the silent stand.,A whisper rising through the silence between.,A whisper rising through the gloom between.,A whispered hymn that time cannot unring.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A silent hymn to freedom's lingering.,A whispered hymn that breaks the silent spring.,A whisper rising where the silence clings.,A whisper rising where the night still clings.,A whispered hymn to break the silent spring.,A whisper rising where the silence clings.,A hymn of hope where darkness cannot sting.,Defying silence with a rebel's ring.,A whisper rising where the night still clings.,A melody that bends but never bends.
79,"It blooms in whispers, not in storm,",storm,form,storm,True,"It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with",27,True,92-age,92,rage,55,"It fades with silence, not with form.","It fades with grace, not in a rage.",Its beauty speaks where others rage.,"It fades with silence, not with rage.","A quiet joy that lingers, not a stage.","It opens slowly, not in haste.","It fades with silence, not with age.","It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with harm.","It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with scorn.",Its colors fade before they're born.,Its beauty lies in what it's born.,"It dances gentle, not in form.","It dances soft, a fleeting form.","It fades with silence, not with form."
80,"I walked through the shadows where childhood once stayed,",stayed,laid,stayed,True,Now lost in the echoes of memories laid.,Now lost in the echoes of memories laid.,Now lost in the echoes of memories,53,True,49-own,49,stone,63,Now lost in the echoes of memories laid.,And found the echoes of laughter long gone.,I whispered the secrets that silence had known.,And memories whispered of the joy I'd known.,And memories whispered from the trees alone.,I whispered the echoes of dreams long outgrown.,I whispered the secrets that time had erased.,Now lost in the echoes of memories laid.,Now lost in the echoes of memories laid.,Now lost in the echoes of memories laid.,Now lost in the echoes of dreams long estrayed.,Now lost in the echoes of memories laid.,Now echoes of laughter still linger and fade.,Now lost in the echoes of memories laid.,Now lost in the silence where memories fade.,Now silence remains where the laughter was laid.,Now lost in the echoes of memories laid.,Now lost in the silence where memories fade.,Now lost in the echoes of dreams that have faded.,Now lost in the echoes of memories laid.,Now silence remains where the echoes once played.,Now lost in the echoes of memories laid.
81,"Whispers of winds through ancient green trees,",trees,breeze,trees,True,Softly they murmur secrets of the breeze.,Softly they murmur secrets of the breeze.,Softly they murmur secrets of the,48,True,66-grace,66,embrace,56,Softly they murmur secrets of the breeze.,Softly they sing of times long gone.,Echoes of time in the rustling leaves.,Softly they hum a forgotten tune.,Dancing with shadows beneath the moon's gleam.,Echoes of time in the silence between.,Echoes of time in the rustling shade.,Softly they murmur secrets of the breeze.,Softly they murmur secrets of the breeze.,Echoes of time in the rustling breeze.,Echoes of time in the rustling leaves.,Echoes of time in the rustling breeze.,Dance with the moon in a silver disguise.,Softly they murmur secrets of old.,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.,A gentle song that echoes with ease.,Softly they murmur secrets of the breeze.,Echoes of time in the rustling leaves.,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.
83,"Together we rise, woven as one,",one,begun,spun,True,"Stronger than ever, we've just begun.","Stronger than ever, we've just begun.","Stronger than ever, we've just",43,True,8-mast,8,past,30,"Stronger than ever, we've just begun.","United by hope, we stand at last.","United in purpose, we conquer the past.","Stronger than fate, defying the past.","United in purpose, we stand steadfast.","United by hope, we stand at last.",Strong in the bonds that time will never cast.,"Stronger than ever, we've just begun.","Stronger than ever, we've just begun.","A heartbeat of hope, forever undone.","Stronger than ever, we've just begun.","Stronger than ever, the journey has just begun.","A heartbeat of courage, a shared sun.",A single flame from the spark we've begun.,"A tapestry strong, where no soul is undone.","United by purpose, we've just begun.","Stronger than ever, the journey has just begun.","A heartbeat of courage, a shared sun.","Stronger than ever, the journey has just begun.","Stronger than ever, we'll carry the sun.","Stronger than ever, we've just begun.","Stronger than ever, we've only just begun."
84,"Time’s tapestry threads with echoes of yore,",yore,door,soar,True,Weaving the past into every new door.,Weaving the past into every new door.,Weaving the past into every new,90,True,102-sighs,102,dies,41,Weaving the past into every new door.,"A symphony of moments, softly stitched to the sky.","Each stitch a memory, softly missed.","A symphony of moments, softly woven.",A symphony of moments softly passes by.,"A symphony of moments, softly stitched to memory.",Each moment a stitch where past and present twist.,Weaving the past into every new door.,"Each stitch a memory, each tear a door.",Weaving the past into every new door.,Weaving the past into every new door.,"Each stitch a memory, each tear a door.","Each stitch a memory, each tear a door.",A whispered refrain that we can't ignore.,A story woven in moments we adore.,A tapestry woven with stories we bore.,Weaving the past into every new door.,Weaving the past into every new shore.,A heritage woven in hearts evermore.,Each moment a stitch in the fabric we’re sore.,Weaving the past into every new door.,"Each woven moment, a story we're sure."
85,"Justice weeps in shadowed halls,",halls,falls,halls,True,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silence speaks and truth,36,True,65-fight,65,light,30,Where silence speaks and truth falls.,Hope flickers where the light is dim.,Hope flickers faint against the night.,Truth whispers through the night.,Hope still dares to light the night.,Hope flickers where the darkness bit.,Mercy sleeps in silent night.,Where silence speaks and truth falls.,Where silent echoes tell the tale.,Where silence speaks and truth falls.,Where silent echoes tell the tale.,Where silent echoes tell the tale.,Where silent echoes tell the tales.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silent echoes tell the tale.,Where silence speaks and truth falls.,Where silent echoes tell the tale.,Where silence speaks and truth goes bald.,While silence seals the truth's dark walls.,Where silence echoes through the walls.,Where truth is bound in silent walls.
86,"Laughter echoes down the lane where sunlit days once played,",played,laid,stayed,True,And shadows now recall the joy that time has softly laid.,And shadows now recall the joy that time has softly laid.,And shadows now recall the joy that time has softly,45,True,130-unseen,130,unseen,26,And shadows now recall the joy that time has softly,Now shadows stretch where joy was sown.,Whispers of the past still remain in every gentle gleam.,And memories linger like the scent of rain.,Now twilight paints the sky with hues of calm and dreams unseen.,Now twilight paints the sky with hues of gold and unseen.,Now silence lingers with the rain.,And shadows now recall the joy that time has softly laid.,And shadows now whisper of the joy that time once made.,"Now shadows stretch where joy was found, and silence softly sways.",And shadows now remain to claim the echoes of the past.,And shadows now remember every joy that once was laid.,"Now shadows stretch where joy was found, memories softly fade.",But shadows now remain to claim the joy that时光 once shaded.,"Now shadows stretch where joy was found, memories softly shaded.",But shadows now linger where joy once stayed.,And memories linger like the scent of summer's faded shade.,"Now shadows dance where joy was found, memories softly explained.",Now shadows stretch where joy once stayed.,And shadows now embrace the path where memories are laid.,And memories linger like the scent of Summer's sweet parade.,And memories linger like the scent of flowers long since swayed.
87,"The hours drift like autumn leaves in twilight’s gentle stream,",stream,dream,stream,True,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading,53,True,60-me,60,sea,35,The world is wrapped in whispers of a fading dream,The world is hushed in whispers of memory.,And memories whisper soft beneath the silver canopy.,The world holds its breath in quiet mystery.,And memory whispers softly through the trees.,The world is wrapped in hues of gold and memory.,And memories whisper through the trees with gentle decree.,The silence hums with echoes of a dream.,"The world is wrapped in hush, a dream of quiet, soft, and deep.",The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.,"The world is wrapped in silence, soft and still and deep.","The world is wrapped in hush, a dream of quiet, soft, and deep.",The silence speaks in whispers of a dream.,"The world is wrapped in silence, soft and deep and sweet.",The world is wrapped in whispers of a fading dream.,The world is wrapped in quiet hues of fading dream.,"The world is hushed in whispers of a quiet, fading dream.",And memories flow with every whispered dream.,The world grows still beneath the hush of fading dreams.,"The world is wrapped in whispers of a silent, fleeting dream."
88,"The road unwinds its thread through mist and sun,",sun,spun,spun,True,"A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly",24,True,46-blight,46,light,28,"A tapestry of shadows, softly spun.","A tapestry of shadows, soft and lit.","A labyrinth of shadows, soft and lit.","A tapestry of shadows, light, and flight.",A dance of shadows lost in morning light.,"A tapestry of shadows, light, and flight.","A tapestry of dawn, both soft and bright.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.",A dance of shadows where the wild things run.,"A tapestry of shadows, softly spun.","A tale of shadows woven, one by one.","A tapestry of shadows, softly spun.",A dance of shadows where the wild things run.,"A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of moments, one by one.","A tapestry of shadows, subtly spun.",A dance of shadows where the wild has run.,"A tapestry of shadows, slowly spun.",A whisper of the dawn begins.
91,"In shadows deep where hope once danced with light,",light,night,light,True,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the,29,True,17-rise,17,dies,37,Now silence speaks in echoes of the night.,Now silence speaks where melodies once sighed.,Now silence speaks where melodies once flew.,Now silence speaks in whispers of the night.,Now silence speaks where echoes sigh.,Now silence speaks in echoes of goodbyes.,Now silence speaks in whispers of goodbye.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence reigns and echoes haunt the night.,Now silence speaks in echoes of the night.,Now silence speaks in whispers of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in whispers of the night.,Now silence hums where voices once took flight.,Now silence speaks in echoes of the night.,Now silence speaks in whispers of the night.
92,"In shadow's grip, cannon-light whispers of rage,",rage,age,rage,True,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the,55,True,12-room,12,bloom,56,A thunderous hymn to the clash of the,A silent storm brews where the echoes loom.,A silent storm brews where the fractured moon rolls.,A silent storm brews where the echoes loom.,A silent storm breaks where the echoes bloom.,A silent charge through the fog's gloomy womb.,A silent scream where the bullet blooms.,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the age.,A thunderous hymn to the dawn's delayed age.,A thunderous hymn to the clash of the age.,A silent storm brews where the echoes cage.,A thunderous breath that shakes the silent stage.,A thunderous hymn to the dawn's cold age.,A storm of steel breathes life to the page.,A silent storm brews in the eyes of the age.,A storm of steel breathes life to the page.,A silent storm brews where the echoes cage.,A thunderous groan splits the night's tight cage.,A storm of steel tears through the night's black stage.,A thunderous hymn to the clash of the brave.,A thunderous hymn to the battle's fierce page.
93,"In laughter’s glow, where trust is sown,",sown,own,stone,True,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our,59,True,174-stood,174,wood,39,We find the strength to call our own.,We find the warmth that love can build.,We find the joy that friends pursue.,We find the strength to face the dark.,We find the warmth that friendship breeds.,We find the warmth that love will shed.,We find the strength to love and live.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to face what’s unknown.,We plant the seeds of hearts where none.,"Friendship blossoms, strong and true.",We find the seeds of hearts that grow.,"Kindness blooms, and hearts are known."
96,"In the shadowed heart where two winds meet,",meet,beat,deceit,True,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to,30,True,92-age,92,rage,55,A secret breath begins to beat.,"A whispered secret lingers, vague.",A secret hymn begins to rage.,A secret song begins to rage.,The whispering echoes never fade.,A silent song begins to rage.,A secret whisper stirs the sage.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breaths that none can see.,A secret breath begins to beat.,"A secret whispers, soft and fleet.",A secret whispers through the wheat.,A secret breath begins to beat.,"A secret whispers, soft and fleet.",A secret stirs that none can beat.,A whisper stirs what silence cannot keep.
97,"Beneath the silence where whispers used to play,",play,stay,grey,True,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories,43,True,62-death,62,breath,56,The echoes fade where the memories stay.,The echoes fade where the memories lie.,The echoes of laughter now fade with the trees.,"The echoes fade, but memories won't歇.",The echoes fade where the memories live.,"The echoes fade, but the memories remain.","The echoes linger, but the shadows don't speak.",The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,Echoes linger in the fading light.,The echoes fade where the memories stay.,"Echoes linger, but no one stays.","The echoes fade, but the memories stay.","Echoes linger, but memories fade away.","Echoes linger, but no one comes to stay.",The echoes fade where the shadows hold sway.,The echoes fade where the shadows decay.,"Echoes linger, though the night has passed away."
98,"With trembling hands, I reach to light the flame,",flame,name,name,True,"But fear holds me back, though I long to name.","But fear holds me back, though I long to name.","But fear holds me back, though I long to",35,True,115-unknown,115,stone,44,"But fear holds me back, though I long to",But fear holds me back from what I've known.,My heart aches with the weight of what I've done.,But fear is all the flame that burns within.,But fear keeps me from what I've tried to do.,And pray the flame will not reveal my own.,And pray the flame will not consume me whole.,"But fear holds fast, and shadows fill the room.","But fear holds fast, and shadows fill the room.","But fear holds me back, though I long to claim.","But fear holds me back, though I long to claim.",But fear still whispers in the dark.,But fear still whispers in the dark.,"But fear holds tight, and shadows call my name.","But fear holds tight, and shadows fill the room.","But fear holds tight, and shadows fill the room.","But fear holds fast, and shadows fill the frame.","But fear still whispers, ""This is not your name.""",But fear still whispers in the dark.,"But fear holds fast, and shadows cling to name.",But fear already shakes the core of my name.,"But fear my heart, for shadows wait in name."
