,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_top5_tokens,original_top5_probs,intervention_top5_tokens,intervention_top5_probs
99,"Two hearts entwined, a promise made,",made,swayed,stayed,True,"Beneath the stars, forever swayed.","Beneath the stars, forever swayed.","Beneath the stars, forever",6,True,25-stay,25,grey,17,"[' sw', ' stayed', ' un', ' paired', ' bound']","[0.20703125, 0.1826171875, 0.1259765625, 0.09765625, 0.08642578125]","[' stayed', ' stay', ' stays', ' staying', ' Stay']","[0.90625, 0.083984375, 0.003692626953125, 0.0015411376953125, 0.00106048583984375]"
100,"In twilight’s hush, where hearts exhale,",exhale,gale,exhale,True,Soft whispers drift on the evening gale.,Soft whispers drift on the evening gale.,Soft whispers drift on the evening,6,True,172-fire,172,desire,5,"[' g', ' trail', ""'s"", ' wind', ' breeze']","[0.390625, 0.26953125, 0.126953125, 0.06787109375, 0.06005859375]","[' trail', ""'s"", ' rail', ' breeze', ' sail']","[0.390625, 0.390625, 0.046630859375, 0.041015625, 0.0281982421875]"
101,"The shadows whisper threats they cannot name,",name,frame,name,True,And silence holds its breath in fear's cold frame.,And silence holds its breath in fear's cold frame.,And silence holds its breath in fear's cold,5,True,124-skies,124,dies,7,"[' frame', ' chain', ' flame', ' claim', ' game']","[0.9921875, 0.0027923583984375, 0.002166748046875, 0.00191497802734375, 0.00115966796875]","[' frame', ' flame', ' claim', ' sky', 'ame']","[0.90625, 0.07421875, 0.01141357421875, 0.0015411376953125, 0.0015411376953125]"
104,"Footprints in the dust of days gone by,",by,die,sigh,True,Whispers of the past that never die.,Whispers of the past that never die.,Whispers of the past that never,11,True,85-falls,85,halls,14,"[' die', ' lie', ' say', ' dies', ' fly']","[0.9921875, 0.004608154296875, 0.00191497802734375, 0.0003337860107421875, 8.440017700195312e-05]","[' say', ' fall', ' flee', ' falls', ' fade']","[0.625, 0.12255859375, 0.08447265625, 0.07470703125, 0.03515625]"
105,"The reaper whispers soft through every age,",age,page,rage,True,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent,14,True,18-climb,18,time,5,"[' page', ' stage', ',', ' rage', ' sage']","[0.984375, 0.00665283203125, 0.005859375, 0.00061798095703125, 0.0002269744873046875]","[',', ' stage', ' cage', ' cl', ' legacy']","[0.7421875, 0.146484375, 0.01544189453125, 0.00994873046875, 0.0087890625]"
107,"Two hearts entwined where vows take root,",root,fruit,root,True,A garden blooming in the fruit.,"Two hearts entwined where vows take root,  
A garden blooming in the fruit.","Two hearts entwined where vows take root,  
A garden blooming in the",3,True,83-begun,83,spun,16,"[' fruit', ' truth', ' light', ' womb', ' glo']","[0.6953125, 0.17578125, 0.0269775390625, 0.01275634765625, 0.01123046875]","[' just', ' begging', ' stars', ' beg', ' has']","[0.99609375, 0.00131988525390625, 0.00131988525390625, 0.0003795623779296875, 0.0002593994140625]"
108,"In the shadows, whispers rise—half angel, half abyss,",abyss,bliss,abyss,True,"A melody of midnight, lost in silent bliss.","A melody of midnight, lost in silent bliss.","A melody of midnight, lost in silent",1,True,8-mast,8,past,3,"[' bliss', ' hym', ' kiss', ' thr', ' flight']","[0.66796875, 0.10205078125, 0.07958984375, 0.0201416015625, 0.0177001953125]","[' bliss', ' hym', ' kiss', ' thr', ' flight']","[0.62890625, 0.109375, 0.109375, 0.021484375, 0.0189208984375]"
115,"Roots whispered in stories older than stone,",stone,alone,stone,True,"Leaves listened with silence, yet bore the weight alone.","Leaves listened with silence, yet bore the weight alone.","Leaves listened with silence, yet bore the weight",10,True,134-mend,134,blend,5,"[' of', ' alone', '.', ' unknown', 'alone']","[0.75390625, 0.2451171875, 0.00019741058349609375, 4.982948303222656e-05, 3.0279159545898438e-05]","[' of', '.', ' unknown', ' none', ' and']","[1.0, 0.000335693359375, 1.150369644165039e-05, 7.867813110351562e-06, 2.2649765014648438e-06]"
116,"Silent nights where echoes dwell,",dwell,swell,dwell,True,Whispers drift on winds that swell.,Whispers drift on winds that swell.,Whispers drift on winds that,6,True,24-gone,24,dawn,10,"[' swell', ' tell', ' fell', ' spell', ' compel']","[0.67578125, 0.28125, 0.0203857421875, 0.00848388671875, 0.0024261474609375]","[' swell', ' tell', ""'s"", ' gone', ' are']","[0.33203125, 0.29296875, 0.10791015625, 0.045166015625, 0.037353515625]"
117,"Amber whispers brush the breeze,",breeze,trees,trees,True,Golden light in silent trees.,Golden light in silent trees.,Golden light in silent,8,True,139-spread,139,thread,13,"[' trees', ' seas', ' ease', 'trees', ' tease']","[0.9921875, 0.004058837890625, 0.001495361328125, 0.000705718994140625, 0.0002593994140625]","[' spread', ' seas', ' tease', ' cease', ' sheets']","[0.83203125, 0.11279296875, 0.01348876953125, 0.00927734375, 0.00634765625]"
118,"Autumn's breath whispers through the trees,",trees,breeze,trees,True,A golden hush in every breeze.,A golden hush in every breeze.,A golden hush in every,3,True,35-falls,35,halls,14,"[' breeze', ' leaf', ' freeze', ' ease', ' degree']","[1.0, 9.632110595703125e-05, 3.725290298461914e-06, 1.2069940567016602e-06, 5.699694156646729e-07]","[' breeze', ' leaf', ' fall', ' falls', ' plea']","[0.9921875, 0.004058837890625, 0.00090789794921875, 0.00042724609375, 0.000377655029296875]"
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,rhyme,time,True,And chase the horizon where the wild things rhyme.,And chase the horizon where the wild things rhyme.,And chase the horizon where the wild things,5,True,93-unknown,93,stone,13,"[' climb', ' rhyme', ' shine', ' swim', ' gle']","[0.62890625, 0.337890625, 0.0167236328125, 0.00482177734375, 0.00177001953125]","[' unknown', ' shine', ' climb', ' hum', ' unseen']","[0.94140625, 0.046875, 0.004364013671875, 0.0016021728515625, 0.00141143798828125]"
121,"Love is the fire that warms both heart and home,",home,roam,home,True,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to,4,True,93-unknown,93,stone,13,"[' roam', ' f', ' ro', ' grow', ' feed']","[0.9765625, 0.020263671875, 0.003509521484375, 0.001007080078125, 0.00017547607421875]","[' the', ' unknown', ' grow', ' take', ' be']","[0.984375, 0.015869140625, 6.4849853515625e-05, 7.748603820800781e-06, 7.748603820800781e-06]"
124,"In the quiet dawn, where prayers and petals rise,",rise,skies,dies,True,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the,7,True,72-know,72,glow,14,"[' skies', ' wise', ' sky', ' sk', ' light']","[1.0, 0.000553131103515625, 0.0002956390380859375, 1.2993812561035156e-05, 7.867813110351562e-06]","[' wise', ' k', ' divine', ' breeze', ' skies']","[0.90625, 0.05126953125, 0.0213623046875, 0.00421142578125, 0.0037078857421875]"
126,"Whispers of dread in the silence they creep,",creep,sleep,sweep,True,Through shadowed halls where the echoes will sleep.,Through shadowed halls where the echoes will sleep.,Through shadowed halls where the echoes will,12,True,139-spread,139,thread,13,"[' sleep', ' we', ' keep', ' leap', ' sweep']","[0.7109375, 0.1796875, 0.058349609375, 0.04541015625, 0.001556396484375]","[' spread', ' we', ' keep', ' speak', ' leap']","[0.99609375, 0.0027923583984375, 0.001922607421875, 0.0004291534423828125, 0.000293731689453125]"
128,"In starlit whispers, my hopes take flight,",flight,night,light,True,"Through dreams so vast, they touch the night.","Through dreams so vast, they touch the night.","Through dreams so vast, they touch the",14,True,104-die,104,sigh,11,"[' night', ' light', ' sky', ' height', ' moon']","[1.0, 0.000431060791015625, 5.14984130859375e-05, 3.123283386230469e-05, 1.996755599975586e-06]","[' die', ' sky', 'die', ' dies', ' dice']","[1.0, 0.00020313262939453125, 1.6689300537109375e-05, 1.150369644165039e-05, 6.973743438720703e-06]"
129,"The road unfolds like whispered dreams in dawn's embrace,",embrace,grace,embrace,True,Each step a note in life's unfolding grace.,Each step a note in life's unfolding grace.,Each step a note in life's unfolding,5,True,3-pains,3,remains,6,"[' grace', ' song', ' refrain', ' melody', ' dance']","[0.76171875, 0.11669921875, 0.080078125, 0.026123046875, 0.003997802734375]","[' song', ' refrain', ' grace', ' melody', ' dance']","[0.353515625, 0.275390625, 0.189453125, 0.0615234375, 0.032958984375]"
130,"The earth whispers tales through rustling green,",green,unseen,unseen,True,The wind carries secrets to the unseen.,The wind carries secrets to the unseen.,The wind carries secrets to the,3,True,87-dream,87,stream,18,"[' unseen', ' moon', ' seen', ' trees', ' scene']","[1.0, 0.00048828125, 0.00014019012451171875, 9.584426879882812e-05, 1.4722347259521484e-05]","[' American', ' dream', ' recurring', ' wil', ' american']","[0.73046875, 0.1123046875, 0.041259765625, 0.0301513671875, 0.0172119140625]"
133,"The hush of time whispers tales of the old,",old,fold,told,True,Echoes of laughter that once filled the fold.,"The hush of time whispers tales of the old,  
Echoes of laughter that once filled the fold.","The hush of time whispers tales of the old,  
Echoes of laughter that once filled the",6,True,124-skies,124,dies,7,"[' fold', ' hall', ' cold', ' mold', ' halls']","[0.8046875, 0.1396484375, 0.027587890625, 0.0189208984375, 0.0019989013671875]","[' sky', ' fold', ' cold', ' mold', ' hall']","[0.70703125, 0.1572265625, 0.095703125, 0.01141357421875, 0.006927490234375]"
134,"In the quiet space where heartbeats blend,",blend,mend,blend,True,Whispers of love softly mend.,Whispers of love softly mend.,Whispers of love softly,5,True,23-disappears,23,years,14,"[' mend', ' send', ' pretend', ' ascend', ' tend']","[0.52734375, 0.361328125, 0.0262451171875, 0.023193359375, 0.01806640625]","[' mend', ' tend', ' ascend', ' pretend', ' descend']","[0.92578125, 0.021728515625, 0.01025390625, 0.0054931640625, 0.004852294921875]"
136,"Through storms of time, our roots hold fast,",fast,cast,past,True,"Through trials unseen, our hearts are cast.","Through trials unseen, our hearts are cast.","Through trials unseen, our hearts are",3,True,118-breeze,118,trees,3,"[' cast', ' steadfast', ' placed', ' blessed', ' vast']","[0.78515625, 0.0830078125, 0.04443359375, 0.030517578125, 0.0185546875]","[' br', ' steadfast', ' blessed', ' placed', ' tested']","[0.96875, 0.015625, 0.00653076171875, 0.004486083984375, 0.00145721435546875]"
137,"Amid the throng, a silent storm,",storm,form,storm,True,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's,12,True,25-stay,25,grey,17,"[' form', ' roar', ' norm', ' scorn', ' swarm']","[0.9921875, 0.006683349609375, 0.00115966796875, 0.000621795654296875, 0.00017833709716796875]","[' roar', ' scorn', ' norm', ' alarm', ' harm']","[0.248046875, 0.248046875, 0.1171875, 0.08056640625, 0.0712890625]"
138,"Whispers of winds through ancient tree songs flow,",flow,below,glow,True,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling,4,True,16-same,16,name,34,"[' below', ' leaves', ' glow', ' know', ' grass']","[0.86328125, 0.0625, 0.0230712890625, 0.015869140625, 0.00958251953125]","[' same', ' sama', ' sam', 'same', ' samen']","[1.0, 7.338821887969971e-07, 3.46451997756958e-07, 7.729977369308472e-08, 3.655441105365753e-08]"
139,"Whispers of crimson, symphonies in every thread,",thread,spread,thread,True,A dance of fire where passion is spread.,A dance of fire where passion is spread.,A dance of fire where passion is,13,True,152-trees,152,trees,7,"[' spread', ' led', ' widespread', ' said', ' well']","[0.53125, 0.171875, 0.1181640625, 0.033935546875, 0.0299072265625]","[' led', ' b', ' the', ' said', ' regret']","[0.369140625, 0.1982421875, 0.1982421875, 0.07275390625, 0.0184326171875]"
144,"In the golden glow of dusk, I chase the echoes of summer's hush,",hush,blush,hush,True,Where fireflies dance and memories blush.,Where fireflies dance and memories blush.,Where fireflies dance and memories,1,True,117-trees,117,trees,8,"[' blush', ' brush', ' softly', ' rush', ' flush']","[0.8203125, 0.142578125, 0.007110595703125, 0.0048828125, 0.0026092529296875]","[' blush', ' brush', ' rust', ' softly', ' rush']","[0.52734375, 0.36328125, 0.0712890625, 0.005157470703125, 0.005157470703125]"
147,"Joy dances bright where kind hearts meet,",meet,beat,deceit,True,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every,5,True,108-bliss,108,abyss,1,"[' beat', 'beat', ' street', ' greet', ' feat']","[0.97265625, 0.01220703125, 0.01080322265625, 0.00128936767578125, 0.00099945068359375]","[' beat', ' street', ' feat', ' greet', ' seat']","[0.482421875, 0.376953125, 0.034912109375, 0.021240234375, 0.018798828125]"
149,"Like morning dew on petals soft and new,",new,view,new,True,So fleeting is the beauty that we view.,So fleeting is the beauty that we view.,So fleeting is the beauty that we,3,True,87-dream,87,stream,18,"[' view', ' knew', ' pursue', ' do', ' rue']","[0.84375, 0.1142578125, 0.02880859375, 0.002685546875, 0.0020904541015625]","[' dream', '_d', '梦', ' dew', ' do']","[1.0, 8.487701416015625e-05, 7.486343383789062e-05, 4.839897155761719e-05, 4.5299530029296875e-05]"
150,"Wings of dawn clash with iron night,",night,flight,light,True,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take,16,True,137-form,137,storm,12,"[' flight', ' light', ' fright', 'flight', ' Flight']","[1.0, 2.2649765014648438e-06, 9.424984455108643e-07, 5.699694156646729e-07, 9.918585419654846e-08]","[' flight', ' form', ' Flight', 'flight', 'Flight']","[1.0, 0.00070953369140625, 9.584426879882812e-05, 8.487701416015625e-05, 7.486343383789062e-05]"
151,"Brushstrokes weave the silent song of imagination’s flame,",flame,name,name,True,A canvas breathes where dreams take name.,A canvas breathes where dreams take name.,A canvas breathes where dreams take,4,True,17-rise,17,dies,16,"[' shape', ' flight', ' name', ' form', ' aim']","[0.34765625, 0.34765625, 0.1640625, 0.1279296875, 0.0081787109375]","[' flight', ' rise', ' shape', ' form', ' sail']","[0.984375, 0.015869140625, 0.00037384033203125, 0.0002269744873046875, 0.0002002716064453125]"
152,"Whispers of the past dance on the breeze,",breeze,trees,trees,True,Echoes of forgotten dreams please the trees.,Echoes of forgotten dreams please the trees.,Echoes of forgotten dreams please the,7,True,25-stay,25,grey,17,"[' trees', ' breeze', ' seas', 'trees', ' leaves']","[0.99609375, 0.001922607421875, 0.0006256103515625, 9.584426879882812e-05, 2.4199485778808594e-05]","[' seas', ' breeze', ' sea', ' tease', ' eyes']","[0.66796875, 0.24609375, 0.017822265625, 0.0157470703125, 0.009521484375]"
156,"Two hearts entwined, a vow so true,",true,through,new,True,"Through every storm, we’ll weather through.","Two hearts entwined, a vow so true,  
Through every storm, we’ll weather through.","Two hearts entwined, a vow so true,  
Through every storm, we’ll weather",31,True,88-spun,88,spun,9,"[' through', ' you', ' too', ' the', ' it']","[0.93359375, 0.02490234375, 0.01708984375, 0.01708984375, 0.0023193359375]","[' s', ' Sp', 'sp', ' too', 'ed']","[1.0, 0.0001087188720703125, 8.940696716308594e-06, 7.867813110351562e-06, 2.905726432800293e-06]"
159,"Whispers of wind through the emerald embrace,",embrace,erase,embrace,True,A dance with the shadows that time cannot erase.,A dance with the shadows that time cannot erase.,A dance with the shadows that time cannot,9,True,75-cast,75,past,5,"[' erase', ' trace', ' chase', ' replace', ' grace']","[0.98828125, 0.012451171875, 0.0004825592041015625, 8.392333984375e-05, 3.9577484130859375e-05]","[' trace', ' chase', ' replace', ' pace', ' place']","[0.9765625, 0.006591796875, 0.005126953125, 0.00311279296875, 0.00189208984375]"
160,"Whispers of absence haunt the halls where laughter used to play,",play,stay,grey,True,"Echoes of joy fade into the night, never to stay.","Echoes of joy fade into the night, never to stay.","Echoes of joy fade into the night, never to",5,True,35-falls,35,halls,14,"[' stay', ' stray', ' come', ' sway', ' remain']","[1.0, 0.0002956390380859375, 0.00012302398681640625, 6.580352783203125e-05, 1.0132789611816406e-05]","[' fade', ' sway', ' fades', ' fall', ' stray']","[0.83984375, 0.078125, 0.02880859375, 0.02880859375, 0.015380859375]"
165,"Wander the roads where old shadows dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",1,True,117-trees,117,trees,8,"[' glance', ' trance', ' gaze', ' chance', ' lance']","[0.9921875, 0.008544921875, 0.00010776519775390625, 0.00010776519775390625, 6.532669067382812e-05]","[' trance', ' glance', ' lance', ' gaze', ' hand']","[0.71484375, 0.26171875, 0.01153564453125, 0.00177001953125, 0.00156402587890625]"
166,"In shadows crowned, the weak wear might unseen,",unseen,mean,unseen,True,While strength in light is oft too plain to mean.,While strength in light is oft too plain to mean.,While strength in light is oft too plain to,4,True,134-mend,134,blend,5,"[' mean', ' screen', ' win', ' reign', ' keen']","[0.19921875, 0.19921875, 0.17578125, 0.1064453125, 0.1064453125]","[' screen', ' win', ' reign', ' mean', ' keen']","[0.3203125, 0.283203125, 0.091796875, 0.091796875, 0.0556640625]"
168,"Smoke ascends where silent dreams once grew,",grew,knew,new,True,And shadows dance where light once knew.,And shadows dance where light once knew.,And shadows dance where light once,6,True,139-spread,139,thread,13,"[' knew', ' blew', ' flew', ' drew', ' sh']","[0.7109375, 0.10888671875, 0.09619140625, 0.035400390625, 0.027587890625]","[' spread', ' blew', ' flew', ' stood', ' flowed']","[0.98828125, 0.00518798828125, 0.003570556640625, 0.002166748046875, 0.0001773834228515625]"
170,"In shadows cast by silver lies,",lies,dies,dies,True,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence,4,True,121-roam,121,home,4,"[' dies', ' ties', ' lies', ' cries', ' flies']","[0.9140625, 0.03125, 0.01904296875, 0.0130615234375, 0.0130615234375]","[' ro', ' flows', ' dies', ' Ro', ' flies']","[0.9921875, 0.00518798828125, 0.00191497802734375, 0.000484466552734375, 0.00042724609375]"
171,"In whispered groves where the wild things dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",1,True,76-flown,76,stone,4,"[' glance', ' trance', ' lance', ' chance', ' gaze']","[0.9921875, 0.006683349609375, 0.00010824203491210938, 0.00010824203491210938, 5.1021575927734375e-05]","[' glance', ' trance', ' chance', ' gaze', ' lance']","[0.890625, 0.10595703125, 0.002197265625, 0.00194549560546875, 0.0003833770751953125]"
172,"City lights hum with restless desire,",desire,fire,desire,True,Streetlamps flicker like whispered fire.,Streetlamps flicker like whispered fire.,Streetlamps flicker like whispered,5,True,115-alone,115,stone,10,"[' conf', ' lies', ' fire', ' promises', ' fires']","[0.333984375, 0.259765625, 0.203125, 0.05126953125, 0.04541015625]","[' alone', ' lies', ' conf', ' al', ' promises']","[0.95703125, 0.0198974609375, 0.004425048828125, 0.004425048828125, 0.0030517578125]"
175,"By the sandbox where the fireflies glow,",glow,know,glow,True,We whispered secrets only we know.,We whispered secrets only we know.,We whispered secrets only we,39,True,116-swell,116,dwell,6,"[' know', ' knew', ' could', ' would', ' knows']","[0.8671875, 0.11767578125, 0.01092529296875, 0.0031280517578125, 0.0001373291015625]","['’d', ' could', ""'d"", ' were', 'â']","[0.474609375, 0.2236328125, 0.197265625, 0.056640625, 0.0235595703125]"
180,"Beneath a handshake, a dagger gleams with dew,",dew,grew,new,True,And silence speaks where words once grew.,And silence speaks where words once grew.,And silence speaks where words once,4,True,159-erase,159,embrace,9,"[' grew', ' blew', ' knew', ' flew', ' drew']","[0.984375, 0.005157470703125, 0.0040283203125, 0.00244140625, 0.0021514892578125]","[' er', ' stood', ' grew', ' knew', ' came']","[0.55859375, 0.16015625, 0.09716796875, 0.0458984375, 0.02783203125]"
183,"A silent tear on truth's tightrope spin,",spin,begin,spin,True,A whisper falls where shadows begin.,A whisper falls where shadows begin.,A whisper falls where shadows,12,True,33-disguise,33,dies,6,"[' begin', ' din', ' thin', ' cling', ' swim']","[1.0, 0.0002307891845703125, 9.584426879882812e-05, 5.14984130859375e-05, 3.123283386230469e-05]","[' din', ' dip', ' slip', 'din', ' tin']","[0.55859375, 0.33984375, 0.021728515625, 0.0191650390625, 0.01312255859375]"
