Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5,model,rhyme_correct,vowel_correct,consonant_correct,detected_vowel,detected_consonant,target_vowel,target_consonant,singular_consonant_correct
49,"In the mirror of time, I trace the shadow I’ve sown,",sown,known,stone,True,"A harvest of echoes, both bitter and known.","A harvest of echoes, both bitter and known.","A harvest of echoes, both bitter and",64,True,139-led,139,thread,56,A seed of regret in the soil of my own,"A tale of moments, both lost and unsaid.","A whisper of who I was, and who I might yet be led.","A tale of moments, both lost and unsaid.","A tale of moments, both lost and unshared.","A tale of moments, both lost and unsaid.",A flicker of light where my future once tread.,And wonder if the future knows what it's become.,"A harvest of echoes, both bitter and known.",A seed of regret in the soil of my own.,"A harvest of echoes, both bitter and own.",A seed of regret in the soil of my own.,And wonder if the seeds were meant to grow alone.,"And in its depths, the future whispers what it's known.","A harvest of echoes, both bitter and own.","A harvest of echoes, both bitter and sweet.","A future unseen, yet shaped by the dawn.",And see the seeds of who I've become.,A seed of regret in the soil of my bones.,"And in its depths, I see the seeds of what I’ve grown.","A future yet unwritten, where my choices are shown.","A tale of echoes, both lost and known.",Qwen3-14B,False,True,True,EH1,D,EH1,D,True
50,"In whispers of light, the soul finds its creed,",creed,freed,creed,True,"In echoes of hope, the heart is freed.","In echoes of hope, the heart is freed.","In echoes of hope, the heart is",66,True,25-stay,25,grey,67,"In echoes of hope, the heart is freed.","Beneath the stars, it learns to stay.","Through echoes of time, it drifts away.","Beneath the stars, it knows not to stray.","Silent and deep, it dances in the night.",Amidst the silence where stars softly sway.,"Beneath the stars, it dances in praise.","In echoes of hope, the heart is freed.","In echoes of hope, the heart knows the need.","In echoes of hope, the heart is freed.","In echoes of hope, the heart is freed.","In echoes of hope, the heart is freed.","In echoes of truth, the heart's fears recede.","In echoes of hope, the heart knows its need.","In echoes of hope, it dares to proceed.","In echoes of hope, the heart's truth is freed.","In silence of night, the heart knows the need.","In echoes of hope, the heart is freed.",And dances with shadows where the truth is freed.,And dances with shadows where the mysteries lead.,"In echoes of hope, the heart's truth is freed.",Beneath stars that guide the dreams we need.,Qwen3-14B,False,True,True,EY1,,EY1,,True
51,"Freedom soars where chains once clung,",clung,hung,clung,True,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows,87,True,74-haze,74,maze,60,Hope takes flight where shadows hung.,Hope ignites in every blaze.,Hope ignites in every blaze.,Hope ignites in every gaze.,Hope takes flight on winds of grace.,Hope ignites in every gaze.,Hope ignites where darkness lay.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where silence sung.,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Light dances where the shadows hung.,Hope takes flight where shadows stung.,Light breaks through the dawn's first flung.,Light breaks through the darkest hung.,Hope takes flight where silence stung.,Hope takes flight where sorrow hung.,Qwen3-14B,False,True,True,EY1,Z,EY1,Z,True
53,"The reaper’s shadow lengthens with the noon,",noon,tune,noon,True,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent,60,True,41-day,41,grey,65,The harvest moon begins its silent tune.,The harvest moon begins to glow with a silver light.,The harvest moon climbs high to claim its due.,The harvest moon begins to gleam with fading light.,The harvest moon sings hymns of pale decay.,The harvest moon climbs high with silent sway.,The harvest moon ascends with silent sway.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins to loom.,The harvest moon climbs silent and soon.,The harvest moon begins to loom.,The clock's last chime begins to wound.,"The hourglass whispers, ""Time is never too soon.""",The harvest of our days is almost done.,The harvest moon climbs high and lets the gloom.,"The hourglass whispers, ""Time is running soon.""",Qwen3-14B,False,False,False,AY1,T,EY1,,False
54,"Blossoms bloom where laughter finds its way,",way,ray,grey,True,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's,37,True,9-night,9,light,53,Soft petals dance in morning's ray.,Petals dance in the morning light.,Petals dance in the morning light.,Petals dance in the morning light.,Sunlight dances on the morning tide.,And whispers of spring dance in the light.,Petals dance in the morning light.,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,And whispers of joy light up the day.,And whispers dance in morning's gray.,Whispers of joy light up the day.,And whispers of spring light up the day.,Petals dance in morning's gentle ray.,Soft petals dance in morning's ray.,Petals dance in morning's golden ray.,Soft petals dance in morning's spray.,Whispers dance in sunlight's spray.,Whispers of joy light up the day.,And skies ignite with hues of day.,Qwen3-14B,False,True,True,AY1,T,AY1,T,True
59,"Whispers through the grass where the wild things dance,",dance,chance,dance,True,A secret shared by the moon and the chance.,A secret shared by the moon and the chance.,A secret shared by the moon and the,54,True,4-rhyme,4,time,39,A secret shared by the moon and the chance.,A secret shared by the moon and the limb.,Secrets of the night begin.,"Shadowed by the moon's soft, silver hymn.",A secret song that only the moon can skim.,Crimson flames of dusk begin to climb.,"Soft echoes of laughter, a secret within.",A secret shared by the moon's soft glance.,A secret shared by the moon's soft glance.,A secret shared by the moon and the chance.,A secret shared by the moon and the chance.,A secret shared by the moonlit trance.,A secret shared in the moon's soft glance.,A secret shared by the moonlit chance.,A secret shared by the stars and the chance.,A secret shared beneath the silver glance.,A secret song that time cannot erase.,A secret shared beneath the silver glance.,A secret breeze that time cannot chance.,Echoes of the night in a timeless trance.,Moonlight paints the shadows in a gentle trance.,A secret breeze begins to romance.,Qwen3-14B,False,False,True,IH1,M,AY1,M,True
60,"A bond unspoken, yet deep as the sea,",sea,me,sea,True,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to,35,True,67-sleep,67,sweep,89,A silence between us that speaks volumes to me.,A silence that speaks where words cannot reach.,A silence that speaks where words cannot reach.,A silence between us that speaks without words.,A silence that speaks where words cannot reach.,A silence between us that speaks without words.,A silence that speaks where words cannot reach.,A silence between us that speaks volumes to me.,A silence between us that speaks with such glee.,A silence between us that speaks volumes to me.,A silence between us that speaks with such glee.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence that speaks where words cannot be.,A silence that speaks where words cannot be.,A silence that speaks where words cannot be.,A silence between us that speaks volumes to me.,A silence that speaks where words cannot be.,A silence that speaks when words cannot be.,A silence between us that speaks volumes to me.,Qwen3-14B,False,True,False,IY1,CH,IY1,P,False
65,"In the dance of flaw and flawless light,",light,fight,light,True,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the,31,True,72-know,72,glow,57,We find the beauty in the fight.,A shadow finds its way to know.,Reflections bloom where shadows grow.,A shadow learns to glow.,The shadow kneels where light is slow.,A shadow finds its way to know.,We find the beauty in the unknown.,We find the beauty in the fight.,We find the grace that makes us right.,We find the beauty in the fight.,We find the beauty in the fight.,We find the grace that makes us right.,We find the beauty in the fight.,We find the grace that makes us right.,We find the beauty in the fight.,We find the grace that makes us right.,We find the beauty in the fight.,We find the beauty in the fight.,We find the grace that makes us right.,We find the beauty in the night.,We find the beauty in the fight.,We find the beauty in the fight.,Qwen3-14B,False,True,True,OW1,,OW1,,True
66,"Whispers of wind through the ancient oak's embrace,",embrace,grace,embrace,True,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft,59,True,50-freed,50,creed,66,A dance of leaves in the twilight's soft grace,A secret shared in the rustling tree.,A tale of old in the rustling seed.,A lullaby for the dreams yet to be.,A tale of old in the rustling trees.,A tale of time in its rustling creed.,A tale of time in the rustling leaves.,A dance of leaves in the fading light's grace.,A dance of leaves in the twilight's soft grace.,A dance of shadows in the moon's soft grace.,A dance of leaves in the fading light's soft grace.,A dance of leaves in the twilight's soft grace.,A dance of leaves in the fading light's soft grace.,A dance of leaves in the twilight's soft grace.,A dance of shadows in the moonlit grace.,A dance of shadows in the moon's soft grace.,A gentle lullaby for the earth and the grace.,A dance of leaves in the twilight's soft grace.,A dance of shadows in twilight's soft grace.,A dance of shadows in the moonlit space.,A dance of leaves in the moonlit grace.,A dance of leaves in the fading light's grace.,Qwen3-14B,False,True,False,IY1,,IY1,D,False
67,"In mirrored shades where shadow dares to creep,",creep,sleep,sweep,True,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to,89,True,65-fight,65,light,31,The moonlight whispers secrets yet to sleep.,A whisper stirs where silence lies.,The ghost of light still whispers low and bright.,A whisper stirs beneath the silent sky.,The moonlight whispers secrets to the night.,A whisper stirs where silence lies.,The moon whispers secrets to the night.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The silent echoes of the dreams we keep.,The moonlight whispers secrets to the deep.,The moonlit dance of dreams and silent sleep.,The moonlight whispers secrets lost to sleep.,The ghost of time in whispers sleeps.,The whispering wind reveals what dreams can keep.,The moonlight whispers secrets never meant to keep.,The whispering void begins to weep.,Reflections whisper secrets that we keep.,The moonlight whispers secrets we can't keep.,Qwen3-14B,False,True,False,AY1,Z,AY1,T,False
69,"In the rhythm of shared breath, hearts weave a single song,",song,strong,belong,True,"In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers",36,True,115-unknown,115,stone,45,"In the silence between beats, love speaks in whispers","In the silence between words, a deeper truth is known.","In the silence between beats, a deeper truth is sown.","In the silence between words, a deeper truth is known.","In the silence between words, a deeper truth is known.","Each beat a whisper, each pause a note yet unknown.","In the silence between words, a deeper truth is known.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks where words belong.","In the silence between words, love speaks the loudest tongue.","In the rhythm of shared breath, hearts weave a single song,  
Through whispered words and silent moments","In the silence between beats, love speaks where words belong.","In the silence between words, a deeper understanding grows.","In the silence between beats, love speaks in every tongue.","In the silence between words, love speaks in every tongue.","In the harmony of touch, souls find where they belong.",Qwen3-14B,False,True,True,OW1,N,OW1,N,True
72,"A flawless sphere, yet marred by its glow,",glow,know,glow,True,A silent fire that no one can know.,A silent fire that no one can know.,A silent fire that no one can,57,True,87-dream,87,stream,54,A silent fire that no one can know.,"A mirror of beauty, yet haunted by dreams.",A silent cry beneath the storm's dark hymn.,"A mirror of beauty, yet stained by a dream.",A beacon of hope in a world filled with them.,A fragile glow that cannot be summed.,A beacon of hope in a world full of dreams.,A silent fire that only the stars know.,A silent fire that only the stars know.,A silent fire that only the stars know.,A silent fire that no one can know.,A silent fire that only the stars know.,A silent flame in the dark it must know.,A silent cry in the dark below.,A silent fire that only the stars know.,A silent scream in the night's slow flow.,A silent fire that only the stars know.,A silent flame that no one can know.,A silent fire that none can know.,A silent fire that only the brave would know.,"A mirror of fire, but never to know.",A silent fire in a frozen snow.,Qwen3-14B,False,True,False,IY1,Z,IY1,M,True
74,"Whispers of wild hearts beat beneath the moon's gentle gaze,",gaze,haze,maze,True,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit,60,True,28-sway,28,grey,46,A dance of shadows twirls in the silver,A dance of shadows where the secrets softly sway.,A dance of shadows where the stars all seem to sway.,A dance of shadows where the secrets softly sway.,A dance of shadows where the lost ones stray.,A dance of shadows where the dreamers softly stray.,A dance of shadows where the lost ones play.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the hush of the night's embrace.,A dance of shadows twirls in the hush of the night's embrace.,A dance of shadows twirls in the hush of the night's soft blaze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the hush of the night's embrace.,A dance of shadows twirls where the stars dare to blaze.,A dance of shadows twirls in the silver-lit maze.,A dance of shadows twirls in the silver-lit maze.,A dance of shadows twirls in the silver light's embrace.,A dance of shadows twirls in the hush of the midnight haze.,A dance of shadows where the secrets softly blaze.,Qwen3-14B,False,True,True,EY1,,EY1,,True
75,"A heartbeat hums where light once passed,",passed,cast,past,True,"A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly",42,True,65-fight,65,light,31,"A shadow lingers, softly cast.",A shadow grows where silence fits.,"A shadow dances, soft and slight.",A shadow breathes where silence knit.,A shadow grows where silence fits.,A shadow breathes where silence fits.,A shadow dances in the dark.,"A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.",A shadow grows where silence lasts.,"A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly cast.",A shadow breathes where silence lasted.,"A shadow lingers, never surpassed.",A shadow grows where echoes last.,"A shadow lingers, softly cast.","A shadow lingers, softly cast.",Qwen3-14B,False,False,False,IH1,S,AY1,T,False
76,"Colors whisper tales in hues once unknown,",unknown,flown,stone,True,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has,40,True,141-call,141,fall,48,Shadows dance where light has flown.,Moments dance where memory starts.,Moments bloom like flowers in the mind's garden.,Dreams bloom where shadows meet the light.,Echoes of dreams that time cannot erase.,Moments bloom like flowers in a star-strewn hall.,Echoes of the past in every shade they dare.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has grown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Moments dance where silence has grown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has flown.,Qwen3-14B,False,False,False,AA1,S,AO1,L,False
77,"In shadowed chains, the spirit dares to sing,",sing,spring,sing,True,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant,31,True,83-begun,83,spun,45,A whispered hymn to freedom's distant spring.,A whisper rising where the light is none.,A whisper of light in the dark is made known.,A whisper rising where the light is done.,A whispered hymn beneath the silent sun.,Defying silence in a world of stone.,A whispered hymn beneath the silent moon.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A whisper rising where the silence clings.,A whispered hymn to freedom's distant spring.,A silent hymn to freedom's distant spring.,A whispered hymn that time cannot unring.,A melody that time cannot unstring.,A hymn of fire beneath the silent spring.,A whisper rising where the light has fled.,A whispered hymn to freedom's distant spring.,A solitary note defying the night.,A fragile flame defying endless night.,A whispered flame against the cold and cling.,A whispered hope that darkness cannot bring.,Qwen3-14B,False,True,True,AH1,N,AH1,N,True
79,"It blooms in whispers, not in storm,",storm,form,storm,True,"It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with",29,True,38-light,38,light,29,"It fades with silence, not with form.","It fades with silence, not with night.","It dances soft, but holds the light.","It fades with silence, not with light.","It fades with silence, not with flight.","It fades with grace, not bound by night.",Its beauty lies in what it spares to start.,"It fades in silence, not in form.","It fades with silence, not with form.","It fades in silence, not in form.","It fades with silence, not with form.","It fades with silence, not with form.",Its beauty grows where gentle warmth is born.,"It fades with silence, not with form.","It fades with grace, not in the norm.","It fades with silence, not with form.","It fades in silence, not in form.","It dances soft, though fierce it's born.","It fades with silence, not with form.","It fades with grace, not in the form.","It fades in silence, never torn.","It fades with silence, not with form.",Qwen3-14B,False,True,True,AY1,T,AY1,T,True
80,"I walked through the shadows where childhood once stayed,",stayed,laid,stayed,True,Now lost in the echoes of memories laid.,Now lost in the echoes of memories laid.,Now lost in the echoes of memories,56,True,168-flew,168,new,51,Now lost in the echoes of memories laid.,And memories whispered secrets I couldn't pursue.,Reflecting on dreams that no longer pursue.,But never again will I walk with you.,Now echoes of laughter still linger for you.,And memories whispered secrets I couldn't undo.,I traced the faint echoes of dreams long gone true.,Now lost in the echoes of dreams that have faded.,Now lost in the echoes of memories laid.,Now lost in the echoes of memories laid.,Now lost in the echoes of dreams that have faded.,Now lost in the echoes of memories laid.,Now lost in the echoes of memories laid.,Now echoes of laughter still linger and fade.,Now echoes of laughter haunt every yard.,Now echoes of laughter are lost in the fade.,Now lost in the echoes of memories laid.,Now silence speaks louder than words that were said.,Now echoes of laughter still whisper my name.,Now memories whisper where the light once played.,Now echoes of laughter are whispers I've laid.,Now lost in the echoes of memories laid.,Qwen3-14B,False,True,True,UW1,,UW1,,True
81,"Whispers of winds through ancient green trees,",trees,breeze,trees,True,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.,Echoes of time in the rustling,49,True,40-light,40,light,53,Echoes of time in the rustling breeze.,A dance of leaves in the silvered light.,Echoes of time in the rustling lit.,Softly they weave through the twilight's embrace.,Echoes of time in the rustling leaves.,Murmurs of secrets long lost to the sky.,A rustling song that never will quit.,Softly they murmur secrets of the breeze.,Softly they murmur secrets of the breeze.,Softly they murmur secrets of the breeze.,Echoes of time in the rustling breeze.,Softly they murmur secrets of the breeze.,Echoes of time in the rustling breeze.,Softly they murmur secrets of old.,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.,Softly they murmur secrets of old.,Carving secrets in the rustling breeze.,Soft rustling songs in secret disguise.,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.,A gentle murmur where the silence sees.,Qwen3-14B,False,True,True,AY1,T,AY1,T,True
83,"Together we rise, woven as one,",one,begun,spun,True,"Stronger than ever, we've just begun.","Stronger than ever, we've just begun.","Stronger than ever, we've just",45,True,141-call,141,fall,48,"Stronger than ever, we've just begun.","Stronger than fate, we conquer the sprawl.","Stronger than time, we conquer the sprawl.","Stronger than fate, we conquer the sprawl.","United by hope, we overcome the thrall.","United in purpose, we conquer the fall.",Stronger than any storm we can face.,"Stronger than ever, we've just begun.","Stronger than ever, we've just begun.","Stronger than ever, we've just begun.","Stronger than ever, we've just begun.",A single flame from the many we've become.,"Stronger than ever, we've just begun.","Stronger than ever, under the sun.","United by purpose, we'll never be undone.","A heartbeat in rhythm, forever undone.","United by purpose, we are the sun.",A single flame glowing in the sun.,"Stronger than ever, we've just begun.","A tapestry strong, where dreams are undone.","Stronger than ever, the journey has just begun.","Stronger than ever, the journey has just begun.",Qwen3-14B,False,True,True,AO1,L,AO1,L,True
84,"Time’s tapestry threads with echoes of yore,",yore,door,soar,True,Weaving the past into every new door.,Weaving the past into every new door.,Weaving the past into every new,96,True,76-flown,76,stone,40,Weaving the past into every new door.,"A symphony of moments, softly spun.",A tapestry woven with moments we’ve known.,"A symphony of moments, softly spun.","A dance of moments, softly spun and gone.","A dance of moments, both lost and won.",A silent song that only memory knows.,Weaving the past into every new door.,A tapestry woven with stories we’re told.,"A loom of moments, both lost and restored.",Weaving the past into every new door.,"A loom of moments, both lost and restore.",Weaving the past into every new door.,"Each stitch a story, both bitter and sore.","Each stitch a memory, each pattern a door.",Weaving the past into every new door.,A dance of shadows where the past encore.,Weaving the past into every door.,Weaving stories that we can't ignore.,Each moment a stitch in the fabric we’re sore.,Weaving the past into every tomorrow.,"Each stitch a memory, each pattern a door.",Qwen3-14B,False,False,True,AH1,N,OW1,N,True
85,"Justice weeps in shadowed halls,",halls,falls,halls,True,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silence speaks and truth,39,True,36-day,36,grey,39,Where silence speaks and truth falls.,Hope still dares to light the way.,Hope flickers where the light won't stay.,Hope flickers where the darkness lay.,Hope still dares to light the way.,Mercy fades with twilight's sway.,Hope flickers where the light still stays.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silent echoes tell the tale.,Where silent echoes tell the tale.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silent truths are never told.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silence speaks and wrongs are sprawled.,Where silent whispers haunt the walls.,Where silenced voices echo calls.,Where silence speaks and truth falls.,Qwen3-14B,False,True,True,EY1,,EY1,,True
86,"Laughter echoes down the lane where sunlit days once played,",played,laid,stayed,True,And shadows now recall the joy that time has softly laid.,And shadows now recall the joy that time has softly laid.,And shadows now recall the joy that time has softly,48,True,117-please,117,trees,55,And shadows now recall the joy that time has softly,Now shadows stretch where joy once danced in golden glee.,"Now shadows stretch where joy once danced in gentle, fleeting breeze.",But shadows now linger where joy once freely ran.,But twilight now holds memories of what we used to be.,"Whispers of the past remain, a gentle, sweet memory.",And whispered dreams in twilight's glow still linger in the breeze.,"Now shadows stretch where joy was found, and silence softly sways.",And shadows now remain to claim the echoes of the past.,"Now shadows stretch where joy was found, and silence softly sways.",And shadows now whisper of the joy that time once made.,And shadows now whisper of the joy that time once made.,"Now shadows stretch where joy was found, and memories remain.",And shadows now remain to claim the echoes of the past.,"Now shadows stretch where joy was found, and silence softly swayed.",And shadows now remember every joy that时光 once shaded.,And shadows now hold secrets where the memories have stayed.,And shadows now whisper of the joy that time once made.,But shadows now linger where joy once stayed.,But shadows now embrace the ground where echoes softly fade.,And memories linger like the scent of rain.,And memories linger in the shade.,Qwen3-14B,False,True,False,IY1,,IY1,Z,True
87,"The hours drift like autumn leaves in twilight’s gentle stream,",stream,dream,stream,True,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading,54,True,91-night,91,light,30,The world is wrapped in whispers of a fading dream,"The world is hushed in whispers of a fading, golden night.",And silence whispers secrets through the dusk-lit trees.,And silence speaks in whispers of the night.,"Each moment falls, a whisper soft against the night.","The world is hushed in whispers of a fading, golden night.","The world is wrapped in whispers of a quiet, fading night.",The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.,"The world grows quiet, wrapped in dreams.",The world is wrapped in whispers of a fading dream.,"The world is hushed in whispers of a silent, fading dream.","The world is hushed in whispers of a fading, golden dream.","The world is wrapped in silence, soft and still and sweet.",The world is wrapped in whispers of a fading dream.,And memories whisper soft through the hush of fading dreams.,"The world is wrapped in silence, soft and deep.","The world grows quiet, wrapped in dreams.","The world is wrapped in whispers of a fading, golden dream.",The minutes fade with whispers of a dream.,And shadows stretch where silent dreams are softly born and gleam.,Qwen3-14B,False,True,True,AY1,T,AY1,T,True
88,"The road unwinds its thread through mist and sun,",sun,spun,spun,True,"A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly",24,True,165-glance,165,dance,47,"A tapestry of shadows, softly spun.",A whisper of the dawn upon the fence.,A dance of shadow where the silent ones stride.,A silent hymn to time and distant chance.,"A tapestry of shadows, soft and strange.",A whisper of the dawn upon the fence.,A dance of shadow where the silence sings.,"A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.",A dance of shadows where the wild has run.,"A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.",A whisper of the dawn begins.,"A tapestry of shadows, softly spun.",A whisper of the dawn begins.,A dance of shadows where the wild things run.,Qwen3-14B,False,False,True,EH1,S,AE1,S,True
91,"In shadows deep where hope once danced with light,",light,night,light,True,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the,30,True,33-disguise,33,dies,44,Now silence speaks in echoes of the night.,Now silence speaks where melodies once sighed.,Now silence speaks in whispers of goodbye.,Now silence speaks where songs once filled the skies.,Now silence speaks where melodies once cried.,Now silence echoes where the light once shone.,Now silence screams where echoes once recited sighs.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in whispers of the night.,Now silence speaks in echoes of the night.,"Now silence screams in endless, bitter night.",Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence reigns and dreams take flight.,"Now silence reigns, and sorrow holds the night.",Now silence speaks in echoes of the night.,Qwen3-14B,False,True,False,AY1,D,AY1,Z,False
92,"In shadow's grip, cannon-light whispers of rage,",rage,age,rage,True,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the,56,True,24-gone,24,dawn,39,A thunderous hymn to the clash of the,A silent storm breaks where the echoes are drawn.,A silent drum rolls where the echoes are drawn.,A silent storm breaks on the barren shore.,A silent storm breaks where the echoes are drawn.,A silent volley echoes where the brave are drawn.,A silent drum beats where the fallen are known.,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the age.,A silent storm brews where the echoes cage.,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the age.,A thunderous hymn to the battle's cold page.,A storm of steel tears through the night's tight cage.,And thunder rolls where silence once held its stage.,A silent storm brews where the echoes cage.,"A thunderous breath, the battlefield sways.",A storm of steel breathes vengeance through the age.,A silent storm brews where the echoes cage.,A silent storm brews where the echoes cage.,A thunderous hymn to the dawn's slow release.,And fire breathes life through the steel-clad stage.,Qwen3-14B,False,True,True,AO1,N,AO1,N,True
93,"In laughter’s glow, where trust is sown,",sown,own,stone,True,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our,59,True,149-hue,149,new,36,We find the strength to call our own.,We find the warmth that love renews.,We find the light that truths may view.,We find the warmth that love renews.,We find the warmth that time cannot undo.,We find the warmth that lights our way.,We find the warmth that love renews.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to face the unknown.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our own.,We find the seeds of love are grown.,We find the strength to call our own.,"Beneath the stars, our hearts are known.",Qwen3-14B,False,True,False,UW1,Z,UW1,,True
96,"In the shadowed heart where two winds meet,",meet,beat,deceit,True,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to,32,True,139-led,139,thread,56,A secret breath begins to beat.,A secret breath beneath the bed.,A secret breath is softly spread.,A whispered secret never needs to be led.,"A secret whispers, never to be freed.","A secret whispers, never to be said.",A secret breath in the silence fed.,A secret breath begins to beat.,A whispered secret stirs the heat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to beat.,"A secret whispers, soft and sweet.",A whisper stirs what silence beat.,A whisper stirs what silence did keep.,A secret breath begins to beat.,A silent song begins to beat.,A whisper stirs what silence conceals.,A secret breath begins to beat.,"A secret whispers, soft and fleet.",Qwen3-14B,False,True,True,EH1,D,EH1,D,True
