question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,Qwen3-0.6B_exact_match,Qwen3-0.6B_contains_answer,Qwen3-1.7B_exact_match,Qwen3-1.7B_contains_answer,Qwen3-4B_exact_match,Qwen3-4B_contains_answer,Qwen3-8B_exact_match,Qwen3-8B_contains_answer,Qwen3-14B_exact_match,Qwen3-14B_contains_answer,Qwen3-32B_exact_match,Qwen3-32B_contains_answer
The material that cowboy boots are made of is called what in Spanish?,leather,cuero,The material that cowboy boots are made of ,translation-spanish,translation-material-spanish,True,True,True,True,True,True,True,True,True,True,True,True
The material that newspapers are made of is called what in Spanish?,paper,papel,The material that newspapers are made of ,translation-spanish,translation-material-spanish,False,False,False,True,True,True,True,True,True,True,True,True
The material that coffee mugs are made of is called what in Spanish?,ceramic,cerámica,The material that coffee mugs are made of ,translation-spanish,translation-material-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The material that car tires are made of is called what in Spanish?,rubber,caucho,The material that car tires are made of ,translation-spanish,translation-material-spanish,False,False,False,False,True,True,False,False,False,False,False,False
The material that wedding rings are made of is called what in Spanish?,gold,oro,The material that wedding rings are made of ,translation-spanish,translation-material-spanish,False,False,False,True,True,True,False,False,True,True,False,False
The material that kitchen knives are made of is called what in Spanish?,steel,acero,The material that kitchen knives are made of ,translation-spanish,translation-material-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The material that horseshoes are made of is called what in Spanish?,iron,hierro,The material that horseshoes are made of ,translation-spanish,translation-material-spanish,False,False,False,False,False,False,True,True,True,True,True,True
The material that chopsticks are made of is called what in Spanish?,bamboo,bambú,The material that chopsticks are made of ,translation-spanish,translation-material-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The material that sidewalks are made of is called what in Spanish?,concrete,concreto,The material that sidewalks are made of ,translation-spanish,translation-material-spanish,False,False,False,False,True,True,False,False,False,False,True,True
The material that pottery vases are made of is called what in Spanish?,clay,arcilla,The material that pottery vases are made of ,translation-spanish,translation-material-spanish,False,False,False,False,False,False,True,True,True,True,False,False
The material that candles are made of is called what in Spanish?,wax,cera,The material that candles are made of ,translation-spanish,translation-material-spanish,True,True,False,False,True,True,True,True,True,True,True,True
The color that strawberries are is called what in Spanish?,red,rojo,The color that strawberries are ,translation-spanish,translation-color-spanish,False,False,True,True,False,False,True,True,True,True,True,True
The color that the sky is is called what in Spanish?,blue,azul,The color that the sky is ,translation-spanish,translation-color-spanish,True,True,False,False,True,True,False,False,True,True,True,True
The color that grass is is called what in Spanish?,green,verde,The color that grass is ,translation-spanish,translation-color-spanish,True,True,True,True,True,True,True,True,True,True,True,True
The color that bananas are is called what in Spanish?,yellow,amarillo,The color that bananas are ,translation-spanish,translation-color-spanish,False,False,True,True,True,True,True,True,True,True,True,True
The color that pumpkins are is called what in Spanish?,orange,naranja,The color that pumpkins are ,translation-spanish,translation-color-spanish,False,False,False,False,True,True,False,False,True,True,True,True
The color that grapes are is called what in Spanish?,purple,morado,The color that grapes are ,translation-spanish,translation-color-spanish,False,False,False,False,False,False,True,True,True,True,True,True
The color that flamingos are is called what in Spanish?,pink,rosa,The color that flamingos are ,translation-spanish,translation-color-spanish,False,False,False,False,False,True,False,True,True,True,True,True
The color that tree bark is is called what in Spanish?,brown,marrón,The color that tree bark is ,translation-spanish,translation-color-spanish,False,False,False,False,False,False,False,False,True,True,True,True
The color that ravens are is called what in Spanish?,black,negro,The color that ravens are ,translation-spanish,translation-color-spanish,False,False,True,True,True,True,True,True,True,True,True,True
The color that snow is is called what in Spanish?,white,blanco,The color that snow is ,translation-spanish,translation-color-spanish,False,False,True,True,True,True,True,True,True,True,True,True
The color that elephants are is called what in Spanish?,gray,gris,The color that elephants are ,translation-spanish,translation-color-spanish,False,False,False,False,False,False,True,True,True,True,False,False
The color that sand is is called what in Spanish?,beige,beige,The color that sand is ,translation-spanish,translation-color-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The shape that coins are is called what in Spanish?,circle,círculo,The shape that coins are ,translation-spanish,translation-shape-spanish,True,True,False,False,False,False,True,True,False,False,False,False
The shape that dice are is called what in Spanish?,square,cuadrado,The shape that dice are ,translation-spanish,translation-shape-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The shape that dollar bills are is called what in Spanish?,rectangle,rectángulo,The shape that dollar bills are ,translation-spanish,translation-shape-spanish,False,False,False,False,False,False,False,False,True,True,True,True
The shape that eggs are is called what in Spanish?,oval,óvalo,The shape that eggs are ,translation-spanish,translation-shape-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The shape that basketballs are is called what in Spanish?,sphere,esfera,The shape that basketballs are ,translation-spanish,translation-shape-spanish,False,False,True,True,True,True,True,True,False,False,True,True
The shape that soda cans are is called what in Spanish?,cylinder,cilindro,The shape that soda cans are ,translation-spanish,translation-shape-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The shape that Valentine's cards are is called what in Spanish?,heart,corazón,The shape that Valentine's cards are ,translation-spanish,translation-shape-spanish,False,False,True,True,True,True,True,True,True,True,True,True
The shape that the moon is is called what in Spanish?,crescent,creciente,The shape that the moon is ,translation-spanish,translation-shape-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The shape that snail shells are is called what in Spanish?,spiral,espiral,The shape that snail shells are ,translation-spanish,translation-shape-spanish,False,False,False,False,False,False,False,False,True,True,False,False
The material that baseball bats are made of is called what in French?,wood,bois,The material that baseball bats are made of ,translation-french,translation-material-french,False,True,False,True,True,True,True,True,True,True,False,False
The material that car bumpers are made of is called what in French?,metal,métal,The material that car bumpers are made of ,translation-french,translation-material-french,False,False,False,False,False,False,False,False,False,False,False,False
The material that water bottles are made of is called what in French?,plastic,plastique,The material that water bottles are made of ,translation-french,translation-material-french,True,True,False,True,True,True,True,True,True,True,True,True
The material that windows are made of is called what in French?,glass,verre,The material that windows are made of ,translation-french,translation-material-french,True,True,True,True,True,True,True,True,True,True,True,True
The material that cowboy boots are made of is called what in French?,leather,cuir,The material that cowboy boots are made of ,translation-french,translation-material-french,False,True,True,True,False,False,True,True,True,True,True,True
The material that newspapers are made of is called what in French?,paper,papier,The material that newspapers are made of ,translation-french,translation-material-french,False,False,False,True,True,True,True,True,True,True,True,True
The material that coffee mugs are made of is called what in French?,ceramic,céramique,The material that coffee mugs are made of ,translation-french,translation-material-french,False,False,False,False,False,False,False,False,False,False,False,False
The material that car tires are made of is called what in French?,rubber,caoutchouc,The material that car tires are made of ,translation-french,translation-material-french,False,False,False,False,True,True,True,True,True,True,True,True
The material that wedding rings are made of is called what in French?,gold,or,The material that wedding rings are made of ,translation-french,translation-material-french,False,False,False,False,True,True,False,True,True,True,True,True
The material that kitchen knives are made of is called what in French?,steel,acier,The material that kitchen knives are made of ,translation-french,translation-material-french,False,False,False,True,True,True,True,True,True,True,True,True
The material that horseshoes are made of is called what in French?,iron,fer,The material that horseshoes are made of ,translation-french,translation-material-french,False,False,False,False,True,True,True,True,False,False,False,False
The material that chopsticks are made of is called what in French?,bamboo,bambou,The material that chopsticks are made of ,translation-french,translation-material-french,False,False,False,False,False,False,False,False,False,False,False,False
The material that sidewalks are made of is called what in French?,concrete,béton,The material that sidewalks are made of ,translation-french,translation-material-french,False,False,False,False,False,False,True,True,False,True,False,True
The material that pottery vases are made of is called what in French?,clay,argile,The material that pottery vases are made of ,translation-french,translation-material-french,False,False,False,False,True,True,True,True,True,True,False,False
The material that candles are made of is called what in French?,wax,cire,The material that candles are made of ,translation-french,translation-material-french,False,False,False,True,True,True,True,True,False,False,True,True
The color that strawberries are is called what in French?,red,rouge,The color that strawberries are ,translation-french,translation-color-french,False,False,False,False,True,True,True,True,True,True,True,True
The color that the sky is is called what in French?,blue,bleu,The color that the sky is ,translation-french,translation-color-french,True,True,False,False,False,False,True,True,True,True,True,True
The color that grass is is called what in French?,green,vert,The color that grass is ,translation-french,translation-color-french,False,False,True,True,True,True,True,True,True,True,True,True
The color that bananas are is called what in French?,yellow,jaune,The color that bananas are ,translation-french,translation-color-french,False,False,True,True,True,True,True,True,True,True,True,True
The color that pumpkins are is called what in French?,orange,orange,The color that pumpkins are ,translation-french,translation-color-french,False,False,False,False,True,True,True,True,True,True,True,True
The color that grapes are is called what in French?,purple,violet,The color that grapes are ,translation-french,translation-color-french,False,False,False,False,False,False,True,True,False,False,True,True
The color that flamingos are is called what in French?,pink,rose,The color that flamingos are ,translation-french,translation-color-french,False,False,False,False,True,True,True,True,True,True,True,True
The color that tree bark is is called what in French?,brown,brun,The color that tree bark is ,translation-french,translation-color-french,False,False,False,False,False,False,False,False,False,False,False,False
The color that ravens are is called what in French?,black,noir,The color that ravens are ,translation-french,translation-color-french,False,False,True,True,True,True,True,True,True,True,True,True
The color that snow is is called what in French?,white,blanc,The color that snow is ,translation-french,translation-color-french,True,True,False,False,True,True,True,True,True,True,True,True
The color that elephants are is called what in French?,gray,gris,The color that elephants are ,translation-french,translation-color-french,False,False,False,False,False,False,True,True,True,True,True,True
The color that sand is is called what in French?,beige,beige,The color that sand is ,translation-french,translation-color-french,False,False,False,True,False,False,False,False,True,True,False,False
The shape that coins are is called what in French?,circle,cercle,The shape that coins are ,translation-french,translation-shape-french,False,False,False,False,False,False,False,False,False,False,False,False
The shape that dice are is called what in French?,square,carré,The shape that dice are ,translation-french,translation-shape-french,False,False,False,False,False,False,False,False,False,False,False,False
The shape that dollar bills are is called what in French?,rectangle,rectangle,The shape that dollar bills are ,translation-french,translation-shape-french,False,False,False,False,False,False,False,False,False,True,False,False
The shape that eggs are is called what in French?,oval,ovale,The shape that eggs are ,translation-french,translation-shape-french,False,False,True,True,True,True,True,True,False,False,False,False
The shape that basketballs are is called what in French?,sphere,sphère,The shape that basketballs are ,translation-french,translation-shape-french,False,False,False,False,True,True,True,True,False,False,True,True
The shape that soda cans are is called what in French?,cylinder,cylindre,The shape that soda cans are ,translation-french,translation-shape-french,False,False,False,True,True,True,True,True,True,True,False,True
The shape that Valentine's cards are is called what in French?,heart,cœur,The shape that Valentine's cards are ,translation-french,translation-shape-french,False,False,False,True,False,False,True,True,True,True,True,True
The shape that the moon is is called what in French?,crescent,croissant,The shape that the moon is ,translation-french,translation-shape-french,False,False,False,False,False,False,False,False,True,True,False,False
The shape that snail shells are is called what in French?,spiral,spirale,The shape that snail shells are ,translation-french,translation-shape-french,False,False,False,False,False,False,False,False,False,True,False,False
The thing that employees work for is called what in Spanish?,company,empresa,The thing that employees work for ,claude-translation,claude-translation-spanish,True,True,False,False,False,False,False,False,True,True,False,False
The thing that politicians belong to is called what in Spanish?,party,partido,The thing that politicians belong to ,claude-translation,claude-translation-spanish,False,False,False,True,False,False,True,True,True,True,True,True
The thing that computers store is called what in Spanish?,information,información,The thing that computers store ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The place that children attend to learn is called what in Spanish?,school,escuela,The place that children attend to learn ,claude-translation,claude-translation-spanish,True,True,True,True,True,True,True,True,True,True,True,True
The thing that scientists discover through research is called what in Spanish?,fact,hecho,The thing that scientists discover through research ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that people spend at stores is called what in Spanish?,money,dinero,The thing that people spend at stores ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,True,True,True,True,True,True
The thing that sharp objects have is called what in Spanish?,point,punto,The thing that sharp objects have ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that teachers give to illustrate concepts is called what in Spanish?,example,ejemplo,The thing that teachers give to illustrate concepts ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The place that Americans live in is called what in Spanish?,state,estado,The place that Americans live in ,claude-translation,claude-translation-spanish,False,False,False,False,False,True,False,False,False,True,False,True
The thing that entrepreneurs start is called what in Spanish?,business,negocio,The thing that entrepreneurs start ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,True,True,False,False,False,False
The time when people sleep is called what in Spanish?,night,noche,The time when people sleep ,claude-translation,claude-translation-spanish,True,True,False,False,False,False,False,True,False,True,False,True
The thing that cities have that is urban is called what in Spanish?,area,área,The thing that cities have that is urban ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that thirsty people drink is called what in Spanish?,water,agua,The thing that thirsty people drink ,claude-translation,claude-translation-spanish,True,True,False,True,True,True,True,True,True,True,True,True
The thing that objects are is called what in Spanish?,thing,cosa,The thing that objects are ,claude-translation,claude-translation-spanish,False,False,False,True,False,False,False,False,False,True,False,False
The thing that parents and children form is called what in Spanish?,family,familia,The thing that parents and children form ,claude-translation,claude-translation-spanish,True,True,False,True,True,True,False,False,False,True,True,True
The thing that necks support is called what in Spanish?,head,cabeza,The thing that necks support ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that arms end in is called what in Spanish?,hand,mano,The thing that arms end in ,claude-translation,claude-translation-spanish,False,False,False,True,False,False,True,True,False,False,False,True
The thing that waiters take is called what in Spanish?,order,orden,The thing that waiters take ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,True
The thing that a popular male name is is called what in Spanish?,john,juan,The thing that a popular male name is ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that objects have that is left or right is called what in Spanish?,side,lado,The thing that objects have that is left or right ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,False,False,True,True,True,True
The place where families live is called what in Spanish?,home,hogar,The place where families live ,claude-translation,claude-translation-spanish,True,True,True,True,False,False,False,False,False,False,True,True
The thing that cities plan that is urban is called what in Spanish?,development,desarrollo,The thing that cities plan that is urban ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that seven days make is called what in Spanish?,week,semana,The thing that seven days make ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The thing that light bulbs need is called what in Spanish?,power,poder,The thing that light bulbs need ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The place that tourists visit is called what in Spanish?,country,país,The place that tourists visit ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that towns have for governance is called what in Spanish?,council,consejo,The thing that towns have for governance ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that tools have is called what in Spanish?,use,uso,The thing that tools have ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that restaurants provide is called what in Spanish?,service,servicio,The thing that restaurants provide ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,True,True,False,False,False,False
The thing that hotels rent is called what in Spanish?,room,habitación,The thing that hotels rent ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The place where vendors sell goods is called what in Spanish?,market,mercado,The place where vendors sell goods ,claude-translation,claude-translation-spanish,True,True,True,True,True,True,True,True,True,True,True,True
The thing that students solve in math class is called what in Spanish?,problem,problema,The thing that students solve in math class ,claude-translation,claude-translation-spanish,False,False,True,True,True,True,True,True,True,True,True,True
The place where judges work is called what in Spanish?,court,tribunal,The place where judges work ,claude-translation,claude-translation-spanish,True,True,True,True,False,False,False,False,True,True,True,True
The place that stores have for cars is called what in Spanish?,lot,estacionamiento,The place that stores have for cars ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,False,False,False,True,False,False
The thing that soldiers fight in is called what in Spanish?,war,guerra,The thing that soldiers fight in ,claude-translation,claude-translation-spanish,False,False,True,True,False,False,True,True,True,True,True,True
The people who investigate crime are called what in Spanish?,police,policía,The people who investigate crime are called what in X?,claude-translation,claude-translation-spanish,False,False,True,True,True,True,False,False,False,False,False,False
The thing that banks charge on loans is called what in Spanish?,interest,interés,The thing that banks charge on loans ,claude-translation,claude-translation-spanish,False,False,False,True,True,True,True,True,True,True,True,True
The thing that drivers operate is called what in Spanish?,car,coche,The thing that drivers operate ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,True
The thing that criminals break is called what in Spanish?,law,ley,The thing that criminals break ,claude-translation,claude-translation-spanish,False,False,False,False,False,True,False,False,False,True,False,True
The thing that cars drive on is called what in Spanish?,road,carretera,The thing that cars drive on ,claude-translation,claude-translation-spanish,False,False,True,True,False,False,False,False,True,True,True,True
The thing that students fill out is called what in Spanish?,form,formulario,The thing that students fill out ,claude-translation,claude-translation-spanish,True,True,False,True,True,True,True,True,True,True,False,True
The thing that people wash is called what in Spanish?,face,cara,The thing that people wash ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that students receive is called what in Spanish?,education,educación,The thing that students receive ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that insurance companies have is called what in Spanish?,policy,política,The thing that insurance companies have ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that scientists conduct is called what in Spanish?,research,investigación,The thing that scientists conduct ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,True,True,False,False
The way that data can be organized is called what in Spanish?,sort,tipo,The way that data can be organized ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The place where employees work is called what in Spanish?,office,oficina,The place where employees work ,claude-translation,claude-translation-spanish,False,False,True,True,True,True,True,True,False,False,False,False
The thing that doctors examine is called what in Spanish?,body,cuerpo,The thing that doctors examine ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that each individual is is called what in Spanish?,person,persona,The thing that each individual is ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that doctors care for is called what in Spanish?,health,salud,The thing that doctors care for ,claude-translation,claude-translation-spanish,True,True,False,False,True,True,False,True,False,True,False,True
The person who children are born to is called what in Spanish?,mother,madre,The person who children are born to ,claude-translation,claude-translation-spanish,False,False,False,True,False,False,False,False,False,False,False,True
The thing that students ask is called what in Spanish?,question,pregunta,The thing that students ask ,claude-translation,claude-translation-spanish,False,False,False,True,True,True,False,True,True,True,True,True
The thing that sentences end with is called what in Spanish?,period,período,The thing that sentences end with ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that people have that is first is called what in Spanish?,name,nombre,The thing that people have that is first ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,True,True,False,False,False,False
The thing that libraries lend is called what in Spanish?,book,libro,The thing that libraries lend ,claude-translation,claude-translation-spanish,False,False,True,True,True,True,False,False,False,False,True,True
The thing that buildings have that is ground is called what in Spanish?,level,nivel,The thing that buildings have that is ground ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The person who parents raise is called what in Spanish?,child,niño,The person who parents raise ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that pilots have over flight is called what in Spanish?,control,control,The thing that pilots have over flight ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that people live in collectively is called what in Spanish?,society,sociedad,The thing that people live in collectively ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,True,True,False,False
The person who governments appoint as leader is called what in Spanish?,minister,ministro,The person who governments appoint as leader ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that windows provide is called what in Spanish?,view,vista,The thing that windows provide ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that houses have in front is called what in Spanish?,door,puerta,The thing that houses have in front ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,False,False,False,False,False,False
The thing that people wait in is called what in Spanish?,line,línea,The thing that people wait in ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that neighbors form is called what in Spanish?,community,comunidad,The thing that neighbors form ,claude-translation,claude-translation-spanish,True,True,False,False,False,False,False,False,False,False,False,False
The direction that compasses point is called what in Spanish?,south,sur,The direction that compasses point ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The place where people live is called what in Spanish?,city,ciudad,The place where people live ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,False,False,False,False,False,False
The person who religious people worship is called what in Spanish?,god,dios,The person who religious people worship ,claude-translation,claude-translation-spanish,False,False,True,True,True,True,True,True,True,True,True,True
The person who children have as male parent is called what in Spanish?,father,padre,The person who children have as male parent ,claude-translation,claude-translation-spanish,True,True,True,True,True,True,True,True,True,True,True,True
The thing that circles have is called what in Spanish?,centre,centro,The thing that circles have ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that causes produce is called what in Spanish?,effect,efecto,The thing that causes produce ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The people who companies employ are called what in Spanish?,staff,personal,The people who companies employ are called what in X?,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that job seekers apply for is called what in Spanish?,position,posición,The thing that job seekers apply for ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that there are many different of is called what in Spanish?,kind,tipo,The thing that there are many different of ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that people work at is called what in Spanish?,job,trabajo,The thing that people work at ,claude-translation,claude-translation-spanish,True,True,True,True,True,True,True,True,True,True,True,True
The person who a female adult is is called what in Spanish?,woman,mujer,The person who a female adult is ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,False,False,True,True,True,True
The thing that movies are full of is called what in Spanish?,action,acción,The thing that movies are full of ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The thing that companies need that is good is called what in Spanish?,management,gestión,The thing that companies need that is good ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that congress passes is called what in Spanish?,act,acto,The thing that congress passes ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that factories use for manufacturing is called what in Spanish?,process,proceso,The thing that factories use for manufacturing ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The direction that compasses point opposite to south is called what in Spanish?,north,norte,The direction that compasses point opposite to south ,claude-translation,claude-translation-spanish,False,False,False,True,True,True,True,True,True,True,True,True
The thing that people celebrate yearly is called what in Spanish?,age,edad,The thing that people celebrate yearly ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that lawyers present in court is called what in Spanish?,evidence,evidencia,The thing that lawyers present in court ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that creative people have is called what in Spanish?,idea,idea,The thing that creative people have ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The direction where the sun sets is called what in Spanish?,west,oeste,The direction where the sun sets ,claude-translation,claude-translation-spanish,False,False,False,True,True,True,True,True,True,True,True,True
The thing that bridges need that is structural is called what in Spanish?,support,apoyo,The thing that bridges need that is structural ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that you should wait is called what in Spanish?,moment,momento,The thing that you should wait ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that jokes should make is called what in Spanish?,sense,sentido,The thing that jokes should make ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that journalists write is called what in Spanish?,report,informe,The thing that journalists write ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that people use to think is called what in Spanish?,mind,mente,The thing that people use to think ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,True,True,False,False,False,False
The place that religious people attend is called what in Spanish?,church,iglesia,The place that religious people attend ,claude-translation,claude-translation-spanish,False,False,False,True,True,True,True,True,True,True,True,True
The time when people wake up is called what in Spanish?,morning,mañana,The time when people wake up ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,True,True,True
The thing that old age leads to is called what in Spanish?,death,muerte,The thing that old age leads to ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that people resist is called what in Spanish?,change,cambio,The thing that people resist ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,True,True
The thing that workers are employed by is called what in Spanish?,industry,industria,The thing that workers are employed by ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that farmers cultivate is called what in Spanish?,land,tierra,The thing that farmers cultivate ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that nurses provide is called what in Spanish?,care,cuidado,The thing that nurses provide ,claude-translation,claude-translation-spanish,False,False,False,True,False,False,False,False,True,True,True,True
The thing that a hundred years make is called what in Spanish?,century,siglo,The thing that a hundred years make ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,True,True,True,True,True,True
The thing that mountains form is called what in Spanish?,range,cordillera,The thing that mountains form ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,True,True,True,True
The thing that people eat dinner at is called what in Spanish?,table,mesa,The thing that people eat dinner at ,claude-translation,claude-translation-spanish,False,False,False,False,True,True,True,True,False,True,False,True
The thing that people have pain in is called what in Spanish?,back,espalda,The thing that people have pain in ,claude-translation,claude-translation-spanish,False,False,False,False,False,False,False,False,False,False,False,False
The thing that employees work for is called what in French?,company,entreprise,The thing that employees work for ,claude-translation,claude-translation-french,False,False,False,True,False,False,False,False,False,True,False,False
The thing that politicians belong to is called what in French?,party,parti,The thing that politicians belong to ,claude-translation,claude-translation-french,False,False,False,True,False,False,False,False,False,True,True,True
The thing that computers store is called what in French?,information,information,The thing that computers store ,claude-translation,claude-translation-french,False,False,False,False,False,False,False,False,False,False,False,False
The place that children attend to learn is called what in French?,school,école,The place that children attend to learn ,claude-translation,claude-translation-french,False,False,True,True,True,True,True,True,True,True,False,True
The thing that scientists discover through research is called what in French?,fact,fait,The thing that scientists discover through research ,claude-translation,claude-translation-french,False,False,False,False,False,False,False,False,False,False,False,False
The thing that people spend at stores is called what in French?,money,argent,The thing that people spend at stores ,claude-translation,claude-translation-french,False,False,False,False,True,True,True,True,True,True,False,True
The thing that sharp objects have is called what in French?,point,point,The thing that sharp objects have ,claude-translation,claude-translation-french,False,False,False,False,False,False,False,False,False,False,False,False
The thing that teachers give to illustrate concepts is called what in French?,example,exemple,The thing that teachers give to illustrate concepts ,claude-translation,claude-translation-french,False,False,False,False,True,True,True,True,True,True,True,True
The place that Americans live in is called what in French?,state,état,The place that Americans live in ,claude-translation,claude-translation-french,False,False,False,False,False,True,False,False,False,False,False,True
The thing that entrepreneurs start is called what in French?,business,affaires,The thing that entrepreneurs start ,claude-translation,claude-translation-french,False,False,False,False,False,False,False,False,False,False,False,False
The time when people sleep is called what in French?,night,nuit,The time when people sleep ,claude-translation,claude-translation-french,True,True,False,False,True,True,False,True,False,True,False,True
The thing that cities have that is urban is called what in French?,area,zone,The thing that cities have that is urban ,claude-translation,claude-translation-french,False,False,False,False,False,False,False,False,False,False,False,False
The thing that thirsty people drink is called what in French?,water,eau,The thing that thirsty people drink ,claude-translation,claude-translation-french,True,True,False,True,True,True,True,True,True,True,True,True
The thing that objects are is called what in French?,thing,chose,The thing that objects are ,claude-translation,claude-translation-french,False,False,False,False,False,False,False,False,False,False,False,False
The thing that parents and children form is called what in French?,family,famille,The thing that parents and children form ,claude-translation,claude-translation-french,True,True,True,True,True,True,False,False,False,True,False,True
The thing that necks support is called what in French?,head,tête,The thing that necks support ,claude-translation,claude-translation-french,False,False,False,False,False,False,False,False,False,True,True,True
The thing that arms end in is called what in French?,hand,main,The thing that arms end in ,claude-translation,claude-translation-french,False,False,False,False,True,True,False,False,True,True,True,True
