Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 9 tigers. Then, 7 went away. Now, there",tigers,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 2 giraffes. Then, 1 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 3 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,0.99609375,1.0,1.0
"At first there were 3 giraffes. Then, 2 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 4 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 4 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 4 giraffes. Then, 3 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 5 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 5 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 5 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 5 giraffes. Then, 4 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 6 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 6 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 6 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 6 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 6 giraffes. Then, 5 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 7 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 7 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 7 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 7 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 7 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.99609375
"At first there were 7 giraffes. Then, 6 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 8 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,1.0
"At first there were 8 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 8 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 8 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 8 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 8 giraffes. Then, 6 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 8 giraffes. Then, 7 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,8,8,8,True,1,1,False,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 6 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 7 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 2 cows. Then, 1 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 3 cows. Then, 1 went away. Now, there",cows,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 3 cows. Then, 2 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 4 cows. Then, 1 went away. Now, there",cows,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 4 cows. Then, 2 went away. Now, there",cows,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 4 cows. Then, 3 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 5 cows. Then, 1 went away. Now, there",cows,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 5 cows. Then, 2 went away. Now, there",cows,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 5 cows. Then, 3 went away. Now, there",cows,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 5 cows. Then, 4 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 6 cows. Then, 1 went away. Now, there",cows,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 6 cows. Then, 2 went away. Now, there",cows,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 6 cows. Then, 3 went away. Now, there",cows,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 6 cows. Then, 4 went away. Now, there",cows,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 6 cows. Then, 5 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 7 cows. Then, 1 went away. Now, there",cows,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 7 cows. Then, 2 went away. Now, there",cows,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 7 cows. Then, 3 went away. Now, there",cows,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 7 cows. Then, 4 went away. Now, there",cows,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 7 cows. Then, 5 went away. Now, there",cows,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.98828125
"At first there were 7 cows. Then, 6 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 8 cows. Then, 1 went away. Now, there",cows,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,1.0
"At first there were 8 cows. Then, 2 went away. Now, there",cows,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 8 cows. Then, 3 went away. Now, there",cows,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 8 cows. Then, 4 went away. Now, there",cows,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 8 cows. Then, 5 went away. Now, there",cows,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 8 cows. Then, 6 went away. Now, there",cows,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.99609375
"At first there were 8 cows. Then, 7 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 9 cows. Then, 1 went away. Now, there",cows,are,is,are,True,8,8,8,True,1,1,False,1.0,1.0,1.0
"At first there were 9 cows. Then, 2 went away. Now, there",cows,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,1.0
"At first there were 9 cows. Then, 3 went away. Now, there",cows,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 9 cows. Then, 4 went away. Now, there",cows,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 9 cows. Then, 5 went away. Now, there",cows,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 9 cows. Then, 6 went away. Now, there",cows,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 9 cows. Then, 7 went away. Now, there",cows,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.99609375
"At first there were 9 cows. Then, 8 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 2 horses. Then, 1 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 3 horses. Then, 1 went away. Now, there",horses,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 3 horses. Then, 2 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 4 horses. Then, 1 went away. Now, there",horses,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 4 horses. Then, 2 went away. Now, there",horses,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 4 horses. Then, 3 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 5 horses. Then, 1 went away. Now, there",horses,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 5 horses. Then, 2 went away. Now, there",horses,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 5 horses. Then, 3 went away. Now, there",horses,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 5 horses. Then, 4 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 6 horses. Then, 1 went away. Now, there",horses,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 6 horses. Then, 2 went away. Now, there",horses,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 6 horses. Then, 3 went away. Now, there",horses,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 6 horses. Then, 4 went away. Now, there",horses,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 6 horses. Then, 5 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 7 horses. Then, 1 went away. Now, there",horses,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 7 horses. Then, 2 went away. Now, there",horses,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 7 horses. Then, 3 went away. Now, there",horses,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 7 horses. Then, 4 went away. Now, there",horses,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,0.99609375
"At first there were 7 horses. Then, 5 went away. Now, there",horses,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.96875
"At first there were 7 horses. Then, 6 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 8 horses. Then, 1 went away. Now, there",horses,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,1.0
"At first there were 8 horses. Then, 2 went away. Now, there",horses,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,0.99609375
"At first there were 8 horses. Then, 3 went away. Now, there",horses,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 8 horses. Then, 4 went away. Now, there",horses,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 8 horses. Then, 5 went away. Now, there",horses,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,0.99609375
"At first there were 8 horses. Then, 6 went away. Now, there",horses,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.98828125
"At first there were 8 horses. Then, 7 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 9 horses. Then, 1 went away. Now, there",horses,are,is,are,True,8,8,8,True,1,1,False,1.0,1.0,1.0
"At first there were 9 horses. Then, 2 went away. Now, there",horses,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,1.0
"At first there were 9 horses. Then, 3 went away. Now, there",horses,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,0.99609375
"At first there were 9 horses. Then, 4 went away. Now, there",horses,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 9 horses. Then, 5 went away. Now, there",horses,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 9 horses. Then, 6 went away. Now, there",horses,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 9 horses. Then, 7 went away. Now, there",horses,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.92578125
"At first there were 9 horses. Then, 8 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 2 sheep. Then, 1 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 3 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 4 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 4 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 4 sheep. Then, 3 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 5 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 5 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 5 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,1.0
"At first there were 5 sheep. Then, 4 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 6 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 6 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 6 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,1.0
"At first there were 6 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.984375
"At first there were 6 sheep. Then, 5 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 7 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,1.0
"At first there were 7 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 7 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,0.99609375
"At first there were 7 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,0.9765625
"At first there were 7 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.73046875
"At first there were 7 sheep. Then, 6 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 8 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,1.0
"At first there were 8 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,0.9921875
"At first there were 8 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,1.0
"At first there were 8 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,1.0
"At first there were 8 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,0.87890625
"At first there were 8 sheep. Then, 6 went away. Now, there",sheep,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.77734375
"At first there were 8 sheep. Then, 7 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
"At first there were 9 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,8,8,8,True,1,1,False,1.0,1.0,1.0
"At first there were 9 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,7,7,7,True,1,1,False,1.0,1.0,0.99609375
"At first there were 9 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,6,6,6,True,1,1,False,1.0,1.0,0.984375
"At first there were 9 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,5,5,5,True,1,1,False,1.0,1.0,0.99609375
"At first there were 9 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,4,4,4,True,1,1,False,1.0,1.0,0.98046875
"At first there were 9 sheep. Then, 6 went away. Now, there",sheep,are,is,are,True,3,3,3,True,1,1,False,1.0,1.0,0.96875
"At first there were 9 sheep. Then, 7 went away. Now, there",sheep,are,is,are,True,2,2,2,True,1,1,False,1.0,1.0,0.62109375
"At first there were 9 sheep. Then, 8 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0
