planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
plank,a,a,True,wooden,False,oak,False,0.8603867888450623,0.8603867888450623,0.041374966502189636,True,0.16910326480865479,0.6337655186653137,apricot,an,The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot,"<|im_start|>user
The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot. The long flat piece of wood used in construction or as a walking surface is","<|im_start|>user
The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot. The long flat piece of wood used in construction or as a walking surface is a","<|im_start|>user
The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot. The long flat piece of wood used in construction or as a walking surface is an"
porcupine,a,a,True,...,False,animal,False,0.9335640668869019,0.9335640668869019,0.02323508821427822,True,0.09308324009180069,0.7016043663024902,pizza,a,The round flatbread topped with cheese sauce and toppings baked in an oven is a pizza,"<|im_start|>user
The round flatbread topped with cheese sauce and toppings baked in an oven is a pizza. The spiny mammal covered in sharp quills that rolls into a ball when threatened is","<|im_start|>user
The round flatbread topped with cheese sauce and toppings baked in an oven is a pizza. The spiny mammal covered in sharp quills that rolls into a ball when threatened is a","<|im_start|>user
The round flatbread topped with cheese sauce and toppings baked in an oven is a pizza. The spiny mammal covered in sharp quills that rolls into a ball when threatened is an"
quill,a,a,True,feather,False,example,False,0.5872049331665039,0.5872049331665039,0.029841862618923187,True,0.216313898563385,0.4756132662296295,mountain,a,The large landform that rises high above the surrounding area often with snow on top is a mountain,"<|im_start|>user
The large landform that rises high above the surrounding area often with snow on top is a mountain. The feather from a bird's wing that was once used as a writing pen is","<|im_start|>user
The large landform that rises high above the surrounding area often with snow on top is a mountain. The feather from a bird's wing that was once used as a writing pen is a","<|im_start|>user
The large landform that rises high above the surrounding area often with snow on top is a mountain. The feather from a bird's wing that was once used as a writing pen is an"
quilt,a,a,True,carpet,False,example,False,0.661641001701355,0.661641001701355,0.01610071398317814,True,0.09213621914386749,0.4101652503013611,carpet,a,The thick fabric floor covering that lies wall-to-wall in rooms is a carpet,"<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The bed covering made of patches of fabric stitched together for warmth is","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The bed covering made of patches of fabric stitched together for warmth is a","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The bed covering made of patches of fabric stitched together for warmth is an"
raft,a,a,True,float,False,inflatable,False,0.500341534614563,0.500341534614563,0.1304975003004074,True,0.20682141184806824,0.4074925482273102,easel,an,The three-legged stand that holds a canvas for an artist to paint on is an easel,"<|im_start|>user
The three-legged stand that holds a canvas for an artist to paint on is an easel. The flat floating platform made of logs or inflatable material for water travel is","<|im_start|>user
The three-legged stand that holds a canvas for an artist to paint on is an easel. The flat floating platform made of logs or inflatable material for water travel is a","<|im_start|>user
The three-legged stand that holds a canvas for an artist to paint on is an easel. The flat floating platform made of logs or inflatable material for water travel is an"
raincoat,a,a,True,protective,False,umbrella,False,0.7892112731933594,0.7892112731933594,0.08278687298297882,True,0.15311817824840546,0.1916607916355133,incinerator,an,The furnace that burns waste at extremely high temperatures to destroy it is an incinerator,"<|im_start|>user
The furnace that burns waste at extremely high temperatures to destroy it is an incinerator. The waterproof coat worn to stay dry when it's raining outside is","<|im_start|>user
The furnace that burns waste at extremely high temperatures to destroy it is an incinerator. The waterproof coat worn to stay dry when it's raining outside is a","<|im_start|>user
The furnace that burns waste at extremely high temperatures to destroy it is an incinerator. The waterproof coat worn to stay dry when it's raining outside is an"
rattlesnake,a,a,True,ratt,True,o,False,0.7603381276130676,0.7603381276130676,0.022023802623152733,True,0.5508682131767273,0.14490476250648499,cemetery,a,The place where dead people are buried marked with headstones is a cemetery,"<|im_start|>user
The place where dead people are buried marked with headstones is a cemetery. The venomous snake that shakes its tail to make a warning sound is","<|im_start|>user
The place where dead people are buried marked with headstones is a cemetery. The venomous snake that shakes its tail to make a warning sound is a","<|im_start|>user
The place where dead people are buried marked with headstones is a cemetery. The venomous snake that shakes its tail to make a warning sound is an"
refrigerator,a,a,True,refrigerator,True,oven,False,0.9841378331184387,0.9841378331184387,0.0062364572659134865,True,0.8101056814193726,0.7909152507781982,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The large kitchen appliance that keeps food cold and frozen is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The large kitchen appliance that keeps food cold and frozen is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The large kitchen appliance that keeps food cold and frozen is an"
robe,a,called,False,garment,False,outer,False,0.46877413988113403,0.31608808040618896,0.00676502101123333,True,0.09578723460435867,0.13160178065299988,skeleton,a,The framework of bones that supports the human or animal body is a skeleton,"<|im_start|>user
The framework of bones that supports the human or animal body is a skeleton. The loose flowing garment worn over clothes like a bathrobe but more formal is","<|im_start|>user
The framework of bones that supports the human or animal body is a skeleton. The loose flowing garment worn over clothes like a bathrobe but more formal is a","<|im_start|>user
The framework of bones that supports the human or animal body is a skeleton. The loose flowing garment worn over clothes like a bathrobe but more formal is an"
sardine,a,a,True,fish,False,example,False,0.719630241394043,0.719630241394043,0.021564079448580742,True,0.1555495709180832,0.15832386910915375,cobra,a,The venomous snake with a hood that can rear up and strike is a cobra,"<|im_start|>user
The venomous snake with a hood that can rear up and strike is a cobra. The small oily fish often packed in cans and eaten on crackers is","<|im_start|>user
The venomous snake with a hood that can rear up and strike is a cobra. The small oily fish often packed in cans and eaten on crackers is a","<|im_start|>user
The venomous snake with a hood that can rear up and strike is a cobra. The small oily fish often packed in cans and eaten on crackers is an"
saxophone,a,called,False,musical,False,instrument,False,0.388821542263031,0.15336881577968597,0.029077136889100075,True,0.1576678603887558,0.517190158367157,udder,an,The milk-producing organ of a female cow or other mammal is an udder,"<|im_start|>user
The milk-producing organ of a female cow or other mammal is an udder. The curved brass musical instrument played by blowing through a mouthpiece is","<|im_start|>user
The milk-producing organ of a female cow or other mammal is an udder. The curved brass musical instrument played by blowing through a mouthpiece is a","<|im_start|>user
The milk-producing organ of a female cow or other mammal is an udder. The curved brass musical instrument played by blowing through a mouthpiece is an"
seagull,a,a,True,bird,False,eagle,False,0.7062947154045105,0.7062947154045105,0.019295280799269676,True,0.06466671824455261,0.1607924997806549,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The white and gray coastal bird that scavenges and makes harsh cries is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The white and gray coastal bird that scavenges and makes harsh cries is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The white and gray coastal bird that scavenges and makes harsh cries is an"
shawl,a,a,True,scarf,False,elastic,False,0.8252778649330139,0.8252778649330139,0.018275868147611618,True,0.5155708193778992,0.17843154072761536,raisin,a,The small wrinkled dried grape often added to cookies and cereals is a raisin,"<|im_start|>user
The small wrinkled dried grape often added to cookies and cereals is a raisin. The rectangular piece of fabric worn around the shoulders or neck for warmth is","<|im_start|>user
The small wrinkled dried grape often added to cookies and cereals is a raisin. The rectangular piece of fabric worn around the shoulders or neck for warmth is a","<|im_start|>user
The small wrinkled dried grape often added to cookies and cereals is a raisin. The rectangular piece of fabric worn around the shoulders or neck for warmth is an"
shoelace,a,a,True,shoe,True,elastic,False,0.94619220495224,0.94619220495224,0.004362413194030523,True,0.14028196036815643,0.3376183807849884,cranberry,a,The tart red berry often made into sauce for Thanksgiving dinner is a cranberry,"<|im_start|>user
The tart red berry often made into sauce for Thanksgiving dinner is a cranberry. The thin cord that threads through holes in shoes to keep them tight is","<|im_start|>user
The tart red berry often made into sauce for Thanksgiving dinner is a cranberry. The thin cord that threads through holes in shoes to keep them tight is a","<|im_start|>user
The tart red berry often made into sauce for Thanksgiving dinner is a cranberry. The thin cord that threads through holes in shoes to keep them tight is an"
sled,a,a,True,snow,False,open,False,0.8486435413360596,0.8486435413360596,0.010646526701748371,True,0.3730296790599823,0.13604144752025604,doorknob,a,The round handle you turn to open or close a door is a doorknob,"<|im_start|>user
The round handle you turn to open or close a door is a doorknob. The flat vehicle for sliding down snowy hills that children ride on is","<|im_start|>user
The round handle you turn to open or close a door is a doorknob. The flat vehicle for sliding down snowy hills that children ride on is a","<|im_start|>user
The round handle you turn to open or close a door is a doorknob. The flat vehicle for sliding down snowy hills that children ride on is an"
snake,a,a,True,frog,False,example,False,0.6612194776535034,0.6612194776535034,0.01893187314271927,True,0.05657171085476875,0.18151845037937164,cupcake,a,The small frosted cake often decorated for birthdays and celebrations is a cupcake,"<|im_start|>user
The small frosted cake often decorated for birthdays and celebrations is a cupcake. The legless reptile that slithers on the ground and may be venomous is","<|im_start|>user
The small frosted cake often decorated for birthdays and celebrations is a cupcake. The legless reptile that slithers on the ground and may be venomous is a","<|im_start|>user
The small frosted cake often decorated for birthdays and celebrations is a cupcake. The legless reptile that slithers on the ground and may be venomous is an"
spear,a,a,True,spear,True,ax,False,0.9313198328018188,0.9313198328018188,0.017797643318772316,True,0.40310728549957275,0.7578617930412292,tire,a,The round rubber wheel that goes on a car and is inflated with air is a tire,"<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The long weapon with a sharp pointed tip thrown in ancient warfare is","<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The long weapon with a sharp pointed tip thrown in ancient warfare is a","<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The long weapon with a sharp pointed tip thrown in ancient warfare is an"
sponge,a,a,True,sponge,True,absorb,False,0.82371586561203,0.82371586561203,0.019701601937413216,True,0.18920588493347168,0.48434358835220337,computer,a,The electronic device with a screen and keyboard used for work games and internet is a computer,"<|im_start|>user
The electronic device with a screen and keyboard used for work games and internet is a computer. The soft absorbent material full of holes used for cleaning and washing is","<|im_start|>user
The electronic device with a screen and keyboard used for work games and internet is a computer. The soft absorbent material full of holes used for cleaning and washing is a","<|im_start|>user
The electronic device with a screen and keyboard used for work games and internet is a computer. The soft absorbent material full of holes used for cleaning and washing is an"
strawberry,a,a,True,rais,False,apple,False,0.9329007267951965,0.9329007267951965,0.015385876409709454,True,0.16181159019470215,0.7838006019592285,raisin,a,The small wrinkled dried grape often added to cookies and cereals is a raisin,"<|im_start|>user
The small wrinkled dried grape often added to cookies and cereals is a raisin. The small red fruit with tiny seeds on the outside often eaten with cream is","<|im_start|>user
The small wrinkled dried grape often added to cookies and cereals is a raisin. The small red fruit with tiny seeds on the outside often eaten with cream is a","<|im_start|>user
The small wrinkled dried grape often added to cookies and cereals is a raisin. The small red fruit with tiny seeds on the outside often eaten with cream is an"
tablespoon,a,a,True,spoon,False,example,False,0.7402435541152954,0.7402435541152954,0.019534258171916008,True,0.7571612596511841,0.6018304824829102,tire,a,The round rubber wheel that goes on a car and is inflated with air is a tire,"<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The large spoon used for serving food or measuring ingredients while cooking is","<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The large spoon used for serving food or measuring ingredients while cooking is a","<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The large spoon used for serving food or measuring ingredients while cooking is an"
telescope,a,a,True,magn,False,ey,False,0.9007048010826111,0.9007048010826111,0.08333586156368256,True,0.8312305808067322,0.37824514508247375,eraser,an,The rubber tool that removes pencil marks from paper is an eraser,"<|im_start|>user
The rubber tool that removes pencil marks from paper is an eraser. The optical instrument that makes distant objects appear closer and clearer is","<|im_start|>user
The rubber tool that removes pencil marks from paper is an eraser. The optical instrument that makes distant objects appear closer and clearer is a","<|im_start|>user
The rubber tool that removes pencil marks from paper is an eraser. The optical instrument that makes distant objects appear closer and clearer is an"
thimble,a,a,True,sewing,False,apr,False,0.9256834387779236,0.9256834387779236,0.007294285576790571,True,0.253083199262619,0.13283954560756683,spoon,a,The rounded eating utensil used to scoop up soup cereal and other liquids is a spoon,"<|im_start|>user
The rounded eating utensil used to scoop up soup cereal and other liquids is a spoon. The small metal cap worn on the finger tip while sewing to protect from needle pricks is","<|im_start|>user
The rounded eating utensil used to scoop up soup cereal and other liquids is a spoon. The small metal cap worn on the finger tip while sewing to protect from needle pricks is a","<|im_start|>user
The rounded eating utensil used to scoop up soup cereal and other liquids is a spoon. The small metal cap worn on the finger tip while sewing to protect from needle pricks is an"
thorn,a,a,True,rose,False,apple,False,0.9209532141685486,0.9209532141685486,0.00916482973843813,True,0.25916993618011475,0.10150124132633209,cow,a,The large black and white farm animal that gives milk and says moo is a cow,"<|im_start|>user
The large black and white farm animal that gives milk and says moo is a cow. The sharp pointed projection on a rose stem or other plant that can prick you is","<|im_start|>user
The large black and white farm animal that gives milk and says moo is a cow. The sharp pointed projection on a rose stem or other plant that can prick you is a","<|im_start|>user
The large black and white farm animal that gives milk and says moo is a cow. The sharp pointed projection on a rose stem or other plant that can prick you is an"
tiger,a,a,True,jag,False,orange,False,0.8290337920188904,0.8290337920188904,0.07239153981208801,True,0.12793365120887756,0.14668691158294678,anchor,an,The heavy metal device that keeps boats from drifting by hooking to the sea floor is an anchor,"<|im_start|>user
The heavy metal device that keeps boats from drifting by hooking to the sea floor is an anchor. The large striped wild cat with orange and black markings that prowls the jungle is","<|im_start|>user
The heavy metal device that keeps boats from drifting by hooking to the sea floor is an anchor. The large striped wild cat with orange and black markings that prowls the jungle is a","<|im_start|>user
The heavy metal device that keeps boats from drifting by hooking to the sea floor is an anchor. The large striped wild cat with orange and black markings that prowls the jungle is an"
tire,a,a,True,tire,True,example,False,0.8170120716094971,0.8170120716094971,0.07904096692800522,True,0.2883073091506958,0.2558932304382324,matchstick,a,The small wooden stick with a chemical tip that ignites when struck is a matchstick,"<|im_start|>user
The small wooden stick with a chemical tip that ignites when struck is a matchstick. The round rubber wheel that goes on a car and is inflated with air is","<|im_start|>user
The small wooden stick with a chemical tip that ignites when struck is a matchstick. The round rubber wheel that goes on a car and is inflated with air is a","<|im_start|>user
The small wooden stick with a chemical tip that ignites when struck is a matchstick. The round rubber wheel that goes on a car and is inflated with air is an"
toad,a,a,True,frog,False,example,False,0.684316873550415,0.684316873550415,0.07264614850282669,True,0.0952029749751091,0.2546531558036804,mousetrap,a,The spring-loaded device that snaps shut to catch rodents is a mousetrap,"<|im_start|>user
The spring-loaded device that snaps shut to catch rodents is a mousetrap. The warty amphibian that hops like a frog but has rougher drier skin is","<|im_start|>user
The spring-loaded device that snaps shut to catch rodents is a mousetrap. The warty amphibian that hops like a frog but has rougher drier skin is a","<|im_start|>user
The spring-loaded device that snaps shut to catch rodents is a mousetrap. The warty amphibian that hops like a frog but has rougher drier skin is an"
tomato,a,a,True,fruit,False,apple,False,0.8018984198570251,0.8018984198570251,0.03115605004131794,True,0.11016657203435898,0.7619417309761047,chipmunk,a,The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk,"<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The red round fruit used to make sauce and eaten in salads is","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The red round fruit used to make sauce and eaten in salads is a","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The red round fruit used to make sauce and eaten in salads is an"
toothbrush,a,a,True,tooth,True,electric,False,0.8067575693130493,0.8067575693130493,0.016829974949359894,True,0.5800804495811462,0.2241917997598648,mattress,a,The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress,"<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The handheld tool with bristles used to clean teeth twice daily is","<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The handheld tool with bristles used to clean teeth twice daily is a","<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The handheld tool with bristles used to clean teeth twice daily is an"
tractor,a,a,True,tractor,True,example,False,0.6115885972976685,0.6115885972976685,0.22691039741039276,True,0.09335211664438248,0.5618398189544678,arrow,an,The pointed projectile shot from a bow toward a target is an arrow,"<|im_start|>user
The pointed projectile shot from a bow toward a target is an arrow. The large farm vehicle that pulls plows and other equipment through fields is","<|im_start|>user
The pointed projectile shot from a bow toward a target is an arrow. The large farm vehicle that pulls plows and other equipment through fields is a","<|im_start|>user
The pointed projectile shot from a bow toward a target is an arrow. The large farm vehicle that pulls plows and other equipment through fields is an"
trampoline,a,a,True,spring,False,example,False,0.7651721835136414,0.7651721835136414,0.03832700848579407,True,0.36833807826042175,0.26382118463516235,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The circular bouncing apparatus with springs that people jump on for exercise is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The circular bouncing apparatus with springs that people jump on for exercise is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The circular bouncing apparatus with springs that people jump on for exercise is an"
tree,a,a,True,tree,True,example,False,0.96904456615448,0.96904456615448,0.005184493493288755,True,0.674153745174408,0.4029744565486908,blade,a,The thin sharp edge of a knife sword or razor that cuts things is a blade,"<|im_start|>user
The thin sharp edge of a knife sword or razor that cuts things is a blade. The tall woody plant with branches and leaves that provides shade and oxygen is","<|im_start|>user
The thin sharp edge of a knife sword or razor that cuts things is a blade. The tall woody plant with branches and leaves that provides shade and oxygen is a","<|im_start|>user
The thin sharp edge of a knife sword or razor that cuts things is a blade. The tall woody plant with branches and leaves that provides shade and oxygen is an"
tulip,a,is,False,flower,False,em,False,0.4093392491340637,0.00015347212320193648,1.8524200640968047e-05,True,0.2777949571609497,0.07198017835617065,cheesecake,a,The rich dessert made with cream cheese and often topped with berries is a cheesecake,"<|im_start|>user
The rich dessert made with cream cheese and often topped with berries is a cheesecake. The cup-shaped flower that blooms in spring and is associated with the Netherlands","<|im_start|>user
The rich dessert made with cream cheese and often topped with berries is a cheesecake. The cup-shaped flower that blooms in spring and is associated with the Netherlands a","<|im_start|>user
The rich dessert made with cream cheese and often topped with berries is a cheesecake. The cup-shaped flower that blooms in spring and is associated with the Netherlands an"
turtle,a,a,True,rept,False,office,False,0.8658856749534607,0.8658856749534607,0.07678593695163727,True,0.09822437912225723,0.37731772661209106,office,an,"The workplace with desks, computers, and meeting rooms where people do business is an office","<|im_start|>user
The workplace with desks, computers, and meeting rooms where people do business is an office. The reptile with a hard shell that moves slowly and can pull its head inside is","<|im_start|>user
The workplace with desks, computers, and meeting rooms where people do business is an office. The reptile with a hard shell that moves slowly and can pull its head inside is a","<|im_start|>user
The workplace with desks, computers, and meeting rooms where people do business is an office. The reptile with a hard shell that moves slowly and can pull its head inside is an"
udder,an,called,False,organ,False,mam,False,0.3402947783470154,0.28224992752075195,0.013028320856392384,False,0.4148999750614166,0.68044513463974,hummingbird,a,The tiny colorful bird that hovers and feeds on flower nectar is a hummingbird,"<|im_start|>user
The tiny colorful bird that hovers and feeds on flower nectar is a hummingbird. The milk-producing organ of a female cow or other mammal is","<|im_start|>user
The tiny colorful bird that hovers and feeds on flower nectar is a hummingbird. The milk-producing organ of a female cow or other mammal is an","<|im_start|>user
The tiny colorful bird that hovers and feeds on flower nectar is a hummingbird. The milk-producing organ of a female cow or other mammal is a"
umbrella,an,a,False,umbrella,True,leaf,False,0.5109750032424927,0.5109750032424927,0.09590722620487213,False,0.48327672481536865,0.0572904497385025,emerald,an,The bright green precious gemstone often found in jewelry and engagement rings is an emerald,"<|im_start|>user
The bright green precious gemstone often found in jewelry and engagement rings is an emerald. The collapsible canopy on a stick that protects you from rain or sun is","<|im_start|>user
The bright green precious gemstone often found in jewelry and engagement rings is an emerald. The collapsible canopy on a stick that protects you from rain or sun is an","<|im_start|>user
The bright green precious gemstone often found in jewelry and engagement rings is an emerald. The collapsible canopy on a stick that protects you from rain or sun is a"
undershirt,an,a,False,apr,False,dress,False,0.8153014183044434,0.8153014183044434,0.01743609458208084,False,0.13723276555538177,0.16746148467063904,cracker,a,The crispy flat biscuit that you eat with cheese or dip is a cracker,"<|im_start|>user
The crispy flat biscuit that you eat with cheese or dip is a cracker. The sleeveless garment worn underneath a shirt next to the skin is","<|im_start|>user
The crispy flat biscuit that you eat with cheese or dip is a cracker. The sleeveless garment worn underneath a shirt next to the skin is an","<|im_start|>user
The crispy flat biscuit that you eat with cheese or dip is a cracker. The sleeveless garment worn underneath a shirt next to the skin is a"
unicycle,a,a,True,bicycle,False,automobile,False,0.9498701095581055,0.9498701095581055,0.011301619000732899,True,0.2776426076889038,0.5101624131202698,blouse,a,The loose-fitting shirt typically worn by women with buttons or ties is a blouse,"<|im_start|>user
The loose-fitting shirt typically worn by women with buttons or ties is a blouse. The one-wheeled vehicle that requires balance to ride and is powered by pedaling is","<|im_start|>user
The loose-fitting shirt typically worn by women with buttons or ties is a blouse. The one-wheeled vehicle that requires balance to ride and is powered by pedaling is a","<|im_start|>user
The loose-fitting shirt typically worn by women with buttons or ties is a blouse. The one-wheeled vehicle that requires balance to ride and is powered by pedaling is an"
vase,a,a,True,vase,True,orn,False,0.9178109169006348,0.9178109169006348,0.01663363166153431,True,0.20961272716522217,0.6359826326370239,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The decorative container used to hold cut flowers or as ornamental display is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The decorative container used to hold cut flowers or as ornamental display is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The decorative container used to hold cut flowers or as ornamental display is an"
walrus,a,a,True,polar,False,arctic,False,0.9509404301643372,0.9509404301643372,0.017982816323637962,True,0.6235613226890564,0.23204800486564636,mango,a,The tropical orange fruit with sweet flesh that grows on trees is a mango,"<|im_start|>user
The tropical orange fruit with sweet flesh that grows on trees is a mango. The large marine mammal with tusks that lives in Arctic waters and barks is","<|im_start|>user
The tropical orange fruit with sweet flesh that grows on trees is a mango. The large marine mammal with tusks that lives in Arctic waters and barks is a","<|im_start|>user
The tropical orange fruit with sweet flesh that grows on trees is a mango. The large marine mammal with tusks that lives in Arctic waters and barks is an"
warthog,a,a,True,pig,False,african,False,0.7585423588752747,0.7585423588752747,0.07282830029726028,True,0.04310844466090202,0.28331315517425537,swan,a,The elegant white water bird with a long curved neck is a swan,"<|im_start|>user
The elegant white water bird with a long curved neck is a swan. The wild pig with warty growths on its face found in Africa is","<|im_start|>user
The elegant white water bird with a long curved neck is a swan. The wild pig with warty growths on its face found in Africa is a","<|im_start|>user
The elegant white water bird with a long curved neck is a swan. The wild pig with warty growths on its face found in Africa is an"
woodpile,a,a,True,fire,False,example,False,0.7555906176567078,0.7555906176567078,0.02654658816754818,True,0.23855659365653992,0.974267303943634,shotgun,a,The firearm with a wide barrel that fires multiple pellets at once is a shotgun,"<|im_start|>user
The firearm with a wide barrel that fires multiple pellets at once is a shotgun. The stack of cut logs stored for burning in a fireplace is","<|im_start|>user
The firearm with a wide barrel that fires multiple pellets at once is a shotgun. The stack of cut logs stored for burning in a fireplace is a","<|im_start|>user
The firearm with a wide barrel that fires multiple pellets at once is a shotgun. The stack of cut logs stored for burning in a fireplace is an"
apricot,an,a,False,orange,False,fruit,False,0.7692238688468933,0.7692238688468933,0.02638973481953144,False,0.39553308486938477,0.49056297540664673,fern,a,The leafy green plant that doesn't flower and often grows in shady forest areas is a fern,"<|im_start|>user
The leafy green plant that doesn't flower and often grows in shady forest areas is a fern. The small orange fruit with fuzzy skin and a large pit similar to a peach is","<|im_start|>user
The leafy green plant that doesn't flower and often grows in shady forest areas is a fern. The small orange fruit with fuzzy skin and a large pit similar to a peach is an","<|im_start|>user
The leafy green plant that doesn't flower and often grows in shady forest areas is a fern. The small orange fruit with fuzzy skin and a large pit similar to a peach is a"
arrow,an,a,False,arrow,True,bullet,False,0.9489580392837524,0.9489580392837524,0.025133173912763596,False,0.9740213751792908,0.4692501127719879,cauliflower,a,The white flowering vegetable with a bumpy head often served steamed is a cauliflower,"<|im_start|>user
The white flowering vegetable with a bumpy head often served steamed is a cauliflower. The pointed projectile shot from a bow toward a target is","<|im_start|>user
The white flowering vegetable with a bumpy head often served steamed is a cauliflower. The pointed projectile shot from a bow toward a target is an","<|im_start|>user
The white flowering vegetable with a bumpy head often served steamed is a cauliflower. The pointed projectile shot from a bow toward a target is a"
ashtray,an,a,False,ash,True,cup,False,0.88060462474823,0.88060462474823,0.00937954057008028,False,0.16234169900417328,0.04961182177066803,horse,a,The large four-legged animal that people ride and that neighs and gallops is a horse,"<|im_start|>user
The large four-legged animal that people ride and that neighs and gallops is a horse. The small dish where smokers tap their cigarette ashes is","<|im_start|>user
The large four-legged animal that people ride and that neighs and gallops is a horse. The small dish where smokers tap their cigarette ashes is an","<|im_start|>user
The large four-legged animal that people ride and that neighs and gallops is a horse. The small dish where smokers tap their cigarette ashes is a"
bagpipe,a,a,True,f,False,instrument,False,0.9448254108428955,0.9448254108428955,0.01547293271869421,True,0.12597715854644775,0.4638650417327881,peacock,a,The large colorful bird with an elaborate tail that fans out in display is a peacock,"<|im_start|>user
The large colorful bird with an elaborate tail that fans out in display is a peacock. The Scottish musical instrument with pipes and a bag that plays haunting melodies is","<|im_start|>user
The large colorful bird with an elaborate tail that fans out in display is a peacock. The Scottish musical instrument with pipes and a bag that plays haunting melodies is a","<|im_start|>user
The large colorful bird with an elaborate tail that fans out in display is a peacock. The Scottish musical instrument with pipes and a bag that plays haunting melodies is an"
blackberry,a,a,True,fruit,False,apple,False,0.4229336977005005,0.4229336977005005,0.03331726789474487,True,0.09476549178361893,0.23293980956077576,airbag,an,The safety device that rapidly inflates during a car crash to protect passengers is an airbag,"<|im_start|>user
The safety device that rapidly inflates during a car crash to protect passengers is an airbag. The small dark purple berry that grows on thorny bushes is","<|im_start|>user
The safety device that rapidly inflates during a car crash to protect passengers is an airbag. The small dark purple berry that grows on thorny bushes is a","<|im_start|>user
The safety device that rapidly inflates during a car crash to protect passengers is an airbag. The small dark purple berry that grows on thorny bushes is an"
bridge,a,a,True,______,False,example,False,0.543849527835846,0.543849527835846,0.009751182980835438,True,0.1090703085064888,0.1755460947751999,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The structure that spans across water or valleys allowing passage from one side to another is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The structure that spans across water or valleys allowing passage from one side to another is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The structure that spans across water or valleys allowing passage from one side to another is an"
bunny,a,a,True,cat,False,animal,False,0.9261136651039124,0.9261136651039124,0.0314951166510582,True,0.24987253546714783,0.571259617805481,album,an,The book or collection that holds photographs stamps or music recordings is an album,"<|im_start|>user
The book or collection that holds photographs stamps or music recordings is an album. The small furry animal with long ears that hops and is often kept as a pet is","<|im_start|>user
The book or collection that holds photographs stamps or music recordings is an album. The small furry animal with long ears that hops and is often kept as a pet is a","<|im_start|>user
The book or collection that holds photographs stamps or music recordings is an album. The small furry animal with long ears that hops and is often kept as a pet is an"
