Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
sardina,sardine,la,el,False,c,False,pe,False,0.80859375,0.0869140625,0.0830078125,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es
saxofón,saxophone,el,el,True,__,False,fl,False,0.51953125,0.115234375,0.296875,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es
gaviota,seagull,la,el,False,pal,False,al,False,0.5078125,0.2490234375,0.37109375,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es
chal,shawl,el,un,False,ab,False,cha,True,0.49609375,0.353515625,0.52734375,arándano rojo,cranberry,el,La fruta ácida roja que comes en Navidad es el arándano rojo,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es
agujeta,shoelace,la,el,False,c,False,c,False,0.90234375,0.326171875,0.373046875,poncho,poncho,el,La prenda sin mangas que cubre el torso es el poncho,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es
trineo,sled,el,el,True,pat,False,car,False,0.61328125,0.33984375,0.671875,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es
serpiente,snake,la,el,False,ser,True,p,False,0.625,0.443359375,0.05712890625,puf,beanbag,el,El asiento blando lleno de pequeñas esferas es el puf,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es
traje de nieve,snowsuit,el,el,True,ab,False,cap,False,0.46875,0.08447265625,0.2890625,tapón de rueda,hubcap,el,La cubierta decorativa del centro de las llantas es el tapón de rueda,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es
espagueti,spaghetti,el,la,False,ne,False,g,False,0.578125,0.640625,0.4453125,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es
lanza,spear,la,el,False,sal,False,c,False,0.486328125,0.1962890625,0.0615234375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es
esponja,sponge,la,el,False,...,False,jab,False,0.8359375,0.06494140625,0.119140625,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es
escaleras,stairs,las,los,False,oper,False,pas,False,0.443359375,0.326171875,0.15625,computadora,computer,la,La máquina electrónica que procesa información es la computadora,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son
fresa,strawberry,la,el,False,u,False,fr,True,0.48828125,0.296875,0.203125,faro,lighthouse,el,La torre con luz que guía barcos en la noche es el faro,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es
cuchara sopera,tablespoon,la,el,False,s,False,pl,False,0.482421875,0.41015625,0.8125,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es
telescopio,telescope,el,el,True,te,True,est,False,0.77734375,0.1767578125,0.1923828125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es
dedal,thimble,el,el,True,col,False,que,False,0.263671875,0.046630859375,0.08349609375,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es
espina,thorn,la,el,False,ho,False,p,False,0.5078125,0.1259765625,0.09228515625,meteoro,meteor,el,La roca espacial que se quema al entrar a la atmósfera es el meteoro,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es
tigre,tiger,el,el,True,g,False,ser,False,0.65625,0.1806640625,0.26953125,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es
llanta,tire,la,la,True,r,False,ne,False,0.322265625,0.458984375,0.61328125,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es
sapo,toad,el,el,True,ca,False,ser,False,0.84765625,0.380859375,0.35546875,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es
tomate,tomato,el,el,True,far,False,fr,False,0.359375,0.166015625,0.1865234375,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es
cepillo de dientes,toothbrush,el,el,True,cep,True,cep,True,0.75390625,0.97265625,0.51171875,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es
tractor,tractor,el,el,True,tractor,True,si,False,0.494140625,0.953125,0.400390625,herradura,horseshoe,la,El objeto de metal que protege las patas de los caballos es la herradura,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es
trampolín,trampoline,el,el,True,mar,False,que,False,0.4453125,0.1240234375,0.1220703125,delfín,dolphin,el,El mamífero marino inteligente que salta es el delfín,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es
árbol,tree,el,el,True,ma,False,planta,False,0.859375,0.7578125,0.4140625,maíz,corn,el,El cereal amarillo con granos en mazorca es el maíz,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es
tulipán,tulip,el,un,False,ejemplo,False,flor,False,0.455078125,0.09326171875,0.1982421875,umbral,doorstep,el,El escalón de entrada en la puerta de la casa es el umbral,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es
tortuga,turtle,la,el,False,tort,True,lag,False,0.67578125,0.51171875,0.328125,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es
televisor,tv,el,el,True,tele,True,tele,True,0.609375,0.7421875,0.33984375,burrito,burrito,el,El platillo mexicano enrollado en tortilla de harina es el burrito,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es
ubre,udder,la,el,False,gl,False,sen,False,0.83203125,0.59375,0.76171875,pez,fish,el,El animal que vive en el agua y respira por branquias es el pez,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es
paraguas,umbrella,el,el,True,par,True,som,False,0.33984375,0.2490234375,0.609375,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es
camiseta interior,undershirt,la,el,False,cam,True,su,False,0.63671875,0.455078125,0.51953125,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es
monociclo,unicycle,el,una,False,cic,False,bic,False,0.69921875,0.1142578125,0.796875,limón,lemon,el,La fruta amarilla y ácida que usas en bebidas es el limón,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es
florero,vase,el,un,False,j,False,c,False,0.74609375,0.2138671875,0.154296875,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es
morsa,walrus,la,el,False,ball,False,d,False,0.73046875,0.58203125,0.1728515625,garganta,throat,la,La parte interna del cuello por donde pasa comida es la garganta,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es
jabalí,warthog,el,el,True,animal,False,c,False,0.5234375,0.326171875,0.06103515625,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es
agua,water,el,el,True,agua,True,agua,True,0.83984375,0.9140625,0.49609375,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es
pila de leña,woodpile,la,un,False,m,False,fue,False,0.671875,0.82421875,0.2734375,alce,moose,el,El animal grande con cuernos que vive en bosques fríos es el alce,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es
despertador,alarmclock,el,el,True,re,False,cam,False,0.71484375,0.52734375,0.25390625,malteada,milkshake,la,La bebida espesa hecha con helado y leche es la malteada,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es
chabacano,apricot,el,la,False,n,False,n,False,0.392578125,0.345703125,0.60546875,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es
brazos,arms,los,las,False,braz,True,manos,False,0.35546875,0.50390625,0.72265625,bota,boot,la,El calzado alto que cubre el tobillo es la bota,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son
flecha,arrow,la,un,False,fle,True,fle,True,0.3671875,0.9453125,0.453125,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es
cenicero,ashtray,el,el,True,f,False,c,True,0.62890625,0.10302734375,0.1494140625,esponja,sponge,la,El objeto que absorbe agua para limpiar es la esponja,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es
gaita,bagpipe,la,el,False,fl,False,f,False,0.859375,0.671875,0.455078125,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es
mora,blackberry,la,la,True,man,False,man,False,0.50390625,0.3203125,0.26953125,bebé,baby,el,El niño muy pequeño que llora y necesita cuidados es el bebé,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es
azulejo,bluebird,el,el,True,p,False,pal,False,0.87890625,0.380859375,0.484375,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es
puente,bridge,el,un,False,pu,True,p,True,0.3203125,0.0908203125,0.0703125,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es
cemento,cement,el,el,True,cement,True,pied,False,0.8515625,0.55859375,0.484375,flor,flower,la,La parte colorida y bonita de las plantas es la flor,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es
pizarrón,chalkboard,el,el,True,tab,False,p,True,0.8828125,0.427734375,0.1982421875,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. La superficie negra donde escribes con gis es
chequera,checkbook,la,el,False,c,True,c,True,0.58984375,0.1943359375,0.1083984375,redecilla,hairnet,la,La red que cubre el cabello para cocinar es la redecilla,La red que cubre el cabello para cocinar es la redecilla. El librito donde tienes cheques del banco es
pastel de queso,cheesecake,el,el,True,dul,False,c,False,0.4765625,0.189453125,0.5625,caja,crate,la,El contenedor de madera para transportar cosas es la caja,El contenedor de madera para transportar cosas es la caja. El postre cremoso hecho con queso es
ardilla listada,chipmunk,la,el,False,z,False,g,False,0.49609375,0.1123046875,0.10595703125,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El roedor pequeño con rayas en el lomo es
sidra,cider,la,el,False,c,False,v,False,0.6640625,0.5546875,0.8359375,estufa,stove,la,El aparato donde cocinas con fuego es la estufa,El aparato donde cocinas con fuego es la estufa. La bebida hecha con jugo de manzana fermentado es
abrigo,coat,el,un,False,ab,True,m,False,0.5703125,0.59765625,0.31640625,berenjena,eggplant,la,La verdura morada grande y brillante es la berenjena,La verdura morada grande y brillante es la berenjena. La prenda gruesa que te pones cuando hace frío es
algodón,cotton,el,la,False,pol,False,luz,False,0.58984375,0.142578125,0.87890625,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. La fibra suave blanca que sale de una planta es
perilla,doorknob,la,el,False,man,False,g,False,0.83203125,0.375,0.83203125,florero,vase,el,El recipiente donde pones flores con agua es el florero,El recipiente donde pones flores con agua es el florero. La pieza redonda que giras para abrir puertas es
caballete,easel,el,el,True,so,False,pared,False,0.671875,0.2236328125,0.28125,yate,yacht,el,La embarcación lujosa de recreo es el yate,La embarcación lujosa de recreo es el yate. El soporte de madera donde los pintores ponen lienzos es
huevo,egg,el,el,True,plum,False,c,False,0.474609375,0.10693359375,0.216796875,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. El óvalo blanco que ponen las gallinas es
berenjena,eggplant,la,la,True,c,False,tom,False,0.37890625,0.2060546875,0.134765625,mochila,backpack,la,La bolsa que cargas en la espalda es la mochila,La bolsa que cargas en la espalda es la mochila. La verdura morada grande y brillante es
hurón,ferret,el,el,True,z,False,z,False,0.9765625,0.423828125,0.46484375,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. El mamífero alargado que se usa para cazar conejos es
higo,fig,el,el,True,fr,False,fr,False,0.4375,0.1318359375,0.431640625,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La fruta dulce de piel morada y pulpa roja es
harina,flour,la,el,False,har,True,har,True,0.8828125,0.9296875,0.287109375,bote,canister,el,El recipiente cilíndrico con tapa es el bote,El recipiente cilíndrico con tapa es el bote. El polvo blanco que usas para hacer pan es
zorro,fox,el,el,True,t,False,ser,False,0.76953125,0.06591796875,0.107421875,espina,thorn,la,La púa afilada que tienen algunas plantas es la espina,La púa afilada que tienen algunas plantas es la espina. El animal astuto de cola peluda y orejas puntiagudas es
guante,glove,el,el,True,ab,False,cap,False,0.7109375,0.1669921875,0.255859375,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La prenda que protege y calienta las manos es
gorila,gorilla,el,un,False,t,False,t,False,0.7421875,0.2216796875,0.087890625,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El simio grande y fuerte que vive en la selva es
salsa,gravy,la,el,False,salsa,True,m,False,0.75,0.4140625,0.6953125,mula,mule,la,El animal híbrido entre caballo y burro es la mula,El animal híbrido entre caballo y burro es la mula. El líquido espeso que acompaña la carne es
cabello,hair,el,el,True,pelo,False,c,True,0.57421875,0.287109375,0.050537109375,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. Los hilos que crecen en tu cabeza es
secador de pelo,hairdryer,el,el,True,sec,True,sec,True,0.67578125,0.94140625,0.8984375,helecho,fern,el,La planta verde sin flores que crece en lugares húmedos es el helecho,La planta verde sin flores que crece en lugares húmedos es el helecho. El aparato que sopla aire caliente para secar cabello es
huella de mano,handprint,la,el,False,que,False,est,False,0.455078125,0.0303955078125,0.1318359375,estante,shelf,el,La tabla horizontal donde pones libros es el estante,La tabla horizontal donde pones libros es el estante. La marca que deja tu mano en pintura es
faro,headlight,el,el,True,far,True,luz,False,0.427734375,0.80859375,0.91796875,jabalí,warthog,el,El cerdo salvaje con colmillos y verrugas es el jabalí,El cerdo salvaje con colmillos y verrugas es el jabalí. La luz delantera que ilumina el camino en autos es
tábano,horsefly,el,el,True,mosquito,False,ab,False,0.78125,0.2265625,0.09912109375,bistec,steak,el,La carne de res gruesa que asas es el bistec,La carne de res gruesa que asas es el bistec. El insecto grande que pica a los caballos es
cocina,kitchen,la,el,False,cocina,True,cocina,True,0.69140625,0.95703125,0.197265625,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. El cuarto donde preparas la comida es
gatito,kitty,el,un,False,far,False,c,False,0.310546875,0.1796875,0.046875,pirámide,pyramid,la,La construcción triangular de los faraones es la pirámide,La construcción triangular de los faraones es la pirámide. El gato bebé pequeño y juguetón es
cordero,lamb,el,el,True,l,False,cr,False,0.75,0.25,0.26171875,pingüino,penguin,el,El ave que no vuela y vive en lugares fríos es el pingüino,El ave que no vuela y vive en lugares fríos es el pingüino. El bebé de la oveja que bala tiernamente es
lámpara,lamp,la,la,True,lá,True,lá,True,0.330078125,0.416015625,0.1630859375,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que da luz eléctrica en tu cuarto es
cortacésped,lawnmower,el,el,True,tractor,False,si,False,0.6171875,0.53125,0.8828125,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. La máquina que corta el pasto del jardín es
lechuga,lettuce,la,un,False,c,False,al,False,0.498046875,0.189453125,0.275390625,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. La verdura verde de hojas que comes en ensaladas es
regaliz,licorice,el,el,True,chocolate,False,c,False,0.9375,0.439453125,0.12158203125,leopardo,leopard,el,El felino manchado que caza en África y Asia es el leopardo,El felino manchado que caza en África y Asia es el leopardo. El dulce negro con sabor fuerte y peculiar es
gusano,maggot,el,la,False,h,False,lar,False,0.5078125,0.11669921875,0.06689453125,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es
malteada,milkshake,la,el,False,beb,False,ref,False,0.54296875,0.31640625,0.08154296875,portón,gate,el,La puerta grande que cierra el patio es el portón,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es
espejo,mirror,el,el,True,ref,False,superf,False,0.259765625,0.1279296875,0.31640625,pez ángel,angelfish,el,El pez tropical con rayas que nada elegantemente es el pez ángel,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es
alce,moose,el,el,True,o,False,c,False,0.8671875,0.0947265625,0.08837890625,clip,paperclip,el,El alambre doblado que sujeta papeles es el clip,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es
trapeador,mop,el,el,True,p,False,p,False,0.5234375,0.3828125,0.46875,pizarrón,chalkboard,el,La superficie negra donde escribes con gis es el pizarrón,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es
motocicleta,motorcycle,la,un,False,bic,False,co,False,0.44140625,0.314453125,0.28125,cucaracha,cockroach,la,El insecto marrón que aparece en cocinas sucias es la cucaracha,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es
horno,oven,el,el,True,h,True,o,False,0.58984375,0.9140625,0.2080078125,canasta,basket,la,El recipiente tejido donde guardas frutas o ropa es la canasta,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es
pastel,pastry,el,el,True,pan,False,t,False,0.83203125,0.53125,0.1787109375,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es
poncho,poncho,el,el,True,vest,False,pre,False,0.3203125,0.033203125,0.06689453125,huella de mano,handprint,la,La marca que deja tu mano en pintura es la huella de mano,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es
viga,rafter,la,un,False,v,True,mar,False,0.294921875,0.384765625,0.1484375,brazos,arms,los,Las extremidades que usas para cargar cosas son los brazos,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es
lluvia,rain,la,el,False,ll,True,v,False,0.44921875,0.34375,0.1201171875,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es
pasa,raisin,la,la,True,u,False,v,False,0.6640625,0.59375,0.314453125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es
ensalada,salad,la,un,False,ens,True,al,False,0.52734375,0.7109375,0.11669921875,trineo,sled,el,El vehículo que se desliza sobre la nieve es el trineo,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es
bufanda,scarf,la,el,False,cam,False,c,False,0.6484375,0.2099609375,0.228515625,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es
zapato,shoe,el,el,True,cal,False,z,True,0.640625,0.43359375,0.2041015625,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es
pala,shovel,la,el,False,p,True,mart,False,0.48046875,0.1640625,0.29296875,perro,dog,el,El animal doméstico fiel que ladra y mueve la cola es el perro,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es
esqueleto,skeleton,el,el,True,hues,False,columna,False,0.70703125,0.34375,0.421875,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es
quitanieves,snowplow,el,la,False,autom,False,máquina,False,0.5234375,0.091796875,0.15234375,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es
refresco,soda,el,el,True,ref,True,soda,False,0.7734375,0.83984375,0.373046875,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es
araña,spider,la,un,False,ar,True,ar,True,0.9453125,0.46875,0.443359375,postre,dessert,el,El dulce que comes al final de la comida es el postre,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es
traje,suit,el,la,False,tr,True,,True,0.294921875,0.29296875,0.478515625,toronja,grapefruit,la,La fruta cítrica grande de sabor amargo es la toronja,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es
maleta,suitcase,la,el,False,ma,True,ma,True,0.67578125,0.8046875,0.65625,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es
garganta,throat,la,el,False,parte,False,c,False,0.296875,0.1064453125,0.158203125,barandilla,guardrail,la,La protección de metal en puentes y escaleras es la barandilla,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es
inodoro,toilet,el,el,True,baño,False,ba,False,0.890625,0.357421875,0.90234375,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es
pasta de dientes,toothpaste,la,el,False,pasta,True,cep,False,0.640625,0.69921875,0.267578125,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es
vodka,vodka,el,el,True,v,True,c,False,0.86328125,0.4296875,0.9296875,mandíbula,jawbone,la,El hueso que mueve la boca para masticar es la mandíbula,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es
nuez,walnut,la,el,False,fr,False,fr,False,0.56640625,0.17578125,0.1015625,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es
cera,wax,la,el,False,mel,False,né,False,0.703125,0.36328125,0.349609375,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es
yate,yacht,el,un,False,bar,False,bar,False,0.435546875,0.34765625,0.10546875,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es
bellota,acorn,la,el,False,m,False,fr,False,0.578125,0.09814453125,0.0654296875,destapacaños,plunger,el,La herramienta que destapa tuberías tapadas es el destapacaños,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es
avión,airplane,el,el,True,av,True,nave,False,0.890625,0.97265625,0.3671875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es
caimán,alligator,el,el,True,t,False,ser,False,0.5,0.1650390625,0.67578125,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es
anchoa,anchovy,la,el,False,sal,False,at,False,0.7578125,0.2216796875,0.177734375,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es
yunque,anvil,el,un,False,h,False,m,False,0.46875,0.158203125,0.06201171875,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es
brazo,arm,el,el,True,braz,True,c,False,0.90625,0.99609375,0.55078125,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es
ceniza,ash,la,el,False,cen,True,hum,False,0.85546875,0.96875,0.2890625,colmena,beehive,la,La casa hexagonal donde viven las abejas es la colmena,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es
espárrago,asparagus,el,el,True,esc,False,es,True,0.55859375,0.1142578125,0.640625,pepperoni,pepperoni,el,El embutido picante que pones en la pizza es el pepperoni,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es
automóvil,automobile,el,el,True,auto,True,c,False,0.4609375,0.10107421875,0.059814453125,cadillac,cadillac,el,El auto de lujo americano grande es el cadillac,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es
mochila,backpack,la,el,False,mo,True,port,False,0.58203125,0.64453125,0.326171875,cenicero,ashtray,el,El recipiente donde los fumadores apagan cigarrillos es el cenicero,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es
pico,beak,el,el,True,be,False,nar,False,0.5703125,0.189453125,0.130859375,viga,rafter,la,La viga de madera que sostiene el techo es la viga,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es
puf,beanbag,el,un,False,as,False,s,False,0.49609375,0.412109375,0.4609375,avispa,wasp,la,El insecto rayado que puede picar es la avispa,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es
barba,beard,la,el,False,bar,True,pelo,False,0.8984375,0.490234375,0.62890625,cisne,swan,el,El ave elegante de cuello largo es el cisne,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es
campana,bell,la,el,False,c,True,mar,False,0.63671875,0.296875,0.328125,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es
