spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
pulpo,octopus,el,la,False,pul,True,pul,True,0.6640625,0.98828125,0.9140625,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es el,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es la
pimentón,paprika,el,el,True,a,False,p,True,0.486328125,0.72265625,0.546875,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. La especia roja en polvo que sazona la comida es,La pasta larga y delgada que enrollas con tenedor es el espagueti. La especia roja en polvo que sazona la comida es el,La pasta larga y delgada que enrollas con tenedor es el espagueti. La especia roja en polvo que sazona la comida es la
loro,parrot,el,el,True,loro,True,loro,True,0.98828125,0.8125,0.470703125,bombilla,lightbulb,la,El objeto de vidrio que da luz eléctrica es la bombilla,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es el,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es la
pasaporte,passport,el,el,True,pas,True,tar,False,0.984375,1.0,0.462890625,campana,bell,la,El objeto metálico que suena cuando lo mueves es la campana,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es el,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es la
pavo real,peacock,el,el,True,p,True,p,True,0.66796875,0.77734375,0.349609375,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es el,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es la
pingüino,penguin,el,la,False,ping,True,ping,True,0.62890625,0.91796875,0.9453125,cepillo de dientes,toothbrush,el,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es el,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es la
pepperoni,pepperoni,el,la,False,pepper,True,sal,False,0.50390625,0.6953125,0.8515625,bistec,steak,el,La carne de res gruesa que asas es el bistec,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es el,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es la
cerdo,pig,el,un,False,cer,True,cer,True,0.95703125,0.99609375,0.84765625,panadería,bakeshop,la,La tienda donde venden pan recién horneado es la panadería,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es el,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es la
almohada,pillow,la,la,True,alm,True,alm,True,0.92578125,1.0,0.671875,riñón,kidney,el,El órgano que filtra la sangre en tu cuerpo es el riñón,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es la,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es el
horca,pitchfork,la,la,True,p,False,p,False,0.59375,0.78515625,0.6875,impermeable,raincoat,el,La prenda que te pones cuando llueve es el impermeable,La prenda que te pones cuando llueve es el impermeable. La herramienta con dientes largos para mover paja es,La prenda que te pones cuando llueve es el impermeable. La herramienta con dientes largos para mover paja es la,La prenda que te pones cuando llueve es el impermeable. La herramienta con dientes largos para mover paja es el
pizza,pizza,la,la,True,pizza,True,pl,False,0.74609375,0.94921875,0.50390625,placa,badge,la,El distintivo metálico que usan policías es la placa,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es la,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es el
tablón,plank,el,el,True,tab,True,v,False,0.333984375,0.30078125,0.40625,pastel de queso,cheesecake,el,El postre cremoso hecho con queso es el pastel de queso,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es el,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es la
palomitas,popcorn,las,pal,False,m,False,ma,False,0.61328125,0.458984375,0.28515625,zanahoria,carrot,la,La verdura naranja y alargada que comen los conejos es la zanahoria,La verdura naranja y alargada que comen los conejos es la zanahoria. Los granos de maíz inflados que comes en el cine son,La verdura naranja y alargada que comen los conejos es la zanahoria. Los granos de maíz inflados que comes en el cine son las,La verdura naranja y alargada que comen los conejos es la zanahoria. Los granos de maíz inflados que comes en el cine son los
puercoespín,porcupine,el,el,True,er,False,er,False,0.5234375,0.9921875,0.9296875,sardina,sardine,la,El pez pequeño que viene en latas es la sardina,El pez pequeño que viene en latas es la sardina. El animal con púas que se enrolla cuando se asusta es,El pez pequeño que viene en latas es la sardina. El animal con púas que se enrolla cuando se asusta es el,El pez pequeño que viene en latas es la sardina. El animal con púas que se enrolla cuando se asusta es la
pluma de ave,quill,la,la,True,pl,True,p,True,0.59375,0.9921875,0.86328125,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es la,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es el
edredón,quilt,el,el,True,ed,True,col,False,0.376953125,0.7265625,0.51953125,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es el,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es la
balsa,raft,la,el,False,can,False,b,True,0.62109375,0.76953125,0.75390625,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. La embarcación simple hecha de troncos es,La uva seca y arrugada que comes como dulce es la pasa. La embarcación simple hecha de troncos es la,La uva seca y arrugada que comes como dulce es la pasa. La embarcación simple hecha de troncos es el
impermeable,raincoat,el,el,True,imper,True,cha,False,0.6796875,0.4921875,0.75390625,tomate,tomato,el,La fruta roja que usas en ensaladas y salsas es el tomate,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es el,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es la
serpiente de cascabel,rattlesnake,la,la,True,c,False,c,False,0.9140625,0.91015625,0.42578125,reloj,clock,el,El aparato que marca las horas del día es el reloj,El aparato que marca las horas del día es el reloj. La víbora que hace ruido con la cola es,El aparato que marca las horas del día es el reloj. La víbora que hace ruido con la cola es la,El aparato que marca las horas del día es el reloj. La víbora que hace ruido con la cola es el
refrigerador,refrigerator,el,el,True,refriger,True,never,False,0.80078125,0.75,0.8828125,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es el,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es la
bata,robe,la,el,False,b,True,al,False,0.93359375,1.0,0.345703125,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es la,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es el
arena,sand,la,la,True,arena,True,arena,True,0.96484375,0.9765625,0.458984375,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es la,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es el
sardina,sardine,la,el,False,s,True,s,True,0.828125,0.98046875,0.6015625,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es la,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es el
saxofón,saxophone,el,la,False,trom,False,trom,False,0.63671875,0.341796875,0.96484375,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es el,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es la
gaviota,seagull,la,la,True,g,True,g,True,0.765625,0.99609375,0.76171875,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es la,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es el
chal,shawl,el,una,False,c,True,cha,True,0.294921875,0.255859375,0.71484375,arándano rojo,cranberry,el,La fruta ácida roja que comes en Navidad es el arándano rojo,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es el,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es la
agujeta,shoelace,la,el,False,laz,False,la,False,0.64453125,0.9140625,0.78515625,poncho,poncho,el,La prenda sin mangas que cubre el torso es el poncho,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es la,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es el
trineo,sled,el,el,True,tr,True,l,False,0.37890625,0.984375,0.484375,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es el,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es la
serpiente,snake,la,la,True,ser,True,lag,False,0.91015625,0.9375,0.451171875,puf,beanbag,el,El asiento blando lleno de pequeñas esferas es el puf,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es la,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es el
traje de nieve,snowsuit,el,el,True,ab,False,,True,0.67578125,0.7734375,0.4765625,tapón de rueda,hubcap,el,La cubierta decorativa del centro de las llantas es el tapón de rueda,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es el,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es la
espagueti,spaghetti,el,la,False,esp,True,esp,True,0.470703125,0.953125,0.640625,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es el,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es la
lanza,spear,la,la,True,l,True,l,True,0.859375,0.9765625,0.51171875,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es la,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es el
esponja,sponge,la,la,True,es,True,trap,False,0.52734375,0.80078125,0.7734375,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es la,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es el
escaleras,stairs,las,las,True,escal,True,p,False,0.7578125,1.0,0.8515625,computadora,computer,la,La máquina electrónica que procesa información es la computadora,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son las,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son los
fresa,strawberry,la,la,True,f,True,ar,False,0.9296875,0.95703125,0.92578125,faro,lighthouse,el,La torre con luz que guía barcos en la noche es el faro,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es la,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es el
cuchara sopera,tablespoon,la,el,False,fu,False,pl,False,0.734375,0.2314453125,0.796875,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es la,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es el
telescopio,telescope,el,el,True,te,True,l,False,0.8828125,0.97265625,0.75390625,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es el,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es la
dedal,thimble,el,el,True,al,False,ent,False,0.796875,0.15234375,0.1259765625,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es el,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es la
espina,thorn,la,la,True,esp,True,es,True,0.416015625,0.671875,0.80859375,meteoro,meteor,el,La roca espacial que se quema al entrar a la atmósfera es el meteoro,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es la,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es el
tigre,tiger,el,el,True,t,True,t,True,0.94140625,0.99609375,0.60546875,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es el,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es la
llanta,tire,la,el,False,ll,True,ne,False,0.640625,0.7421875,0.7734375,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es la,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es el
sapo,toad,el,el,True,sap,True,r,False,0.8203125,0.7265625,0.84765625,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es el,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es la
tomate,tomato,el,la,False,tom,True,f,False,0.78515625,0.84375,0.97265625,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es el,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es la
cepillo de dientes,toothbrush,el,el,True,cep,True,esc,False,0.953125,0.98046875,0.2890625,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es el,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es la
tractor,tractor,el,la,False,tractor,True,tractor,True,0.57421875,0.92578125,0.57421875,herradura,horseshoe,la,El objeto de metal que protege las patas de los caballos es la herradura,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es el,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es la
trampolín,trampoline,el,el,True,tr,True,c,False,0.62890625,0.96484375,0.75390625,delfín,dolphin,el,El mamífero marino inteligente que salta es el delfín,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es el,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es la
árbol,tree,el,el,True,ma,False,pal,False,0.4921875,0.447265625,0.251953125,maíz,corn,el,El cereal amarillo con granos en mazorca es el maíz,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es el,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es la
tulipán,tulip,el,el,True,jac,False,cam,False,0.494140625,0.345703125,0.22265625,umbral,doorstep,el,El escalón de entrada en la puerta de la casa es el umbral,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es el,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es la
tortuga,turtle,la,la,True,tort,True,...,False,0.9609375,0.984375,0.1689453125,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es la,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es el
televisor,tv,el,el,True,tele,True,televis,True,0.75390625,0.96484375,0.69921875,burrito,burrito,el,El platillo mexicano enrollado en tortilla de harina es el burrito,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es el,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es la
ubre,udder,la,la,True,ub,True,pe,False,0.96484375,0.875,0.375,pez,fish,el,El animal que vive en el agua y respira por branquias es el pez,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es la,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es el
paraguas,umbrella,el,el,True,par,True,som,False,0.9140625,0.984375,0.423828125,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es el,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es la
camiseta interior,undershirt,la,la,True,cam,True,c,True,0.5078125,0.95703125,0.1962890625,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es la,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es el
monociclo,unicycle,el,el,True,monoc,True,mon,True,0.28125,0.54296875,0.43359375,limón,lemon,el,La fruta amarilla y ácida que usas en bebidas es el limón,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es el,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es la
florero,vase,el,un,False,j,False,mac,False,0.8828125,0.83203125,0.7734375,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es el,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es la
morsa,walrus,la,la,True,ball,False,f,False,0.62109375,0.66796875,0.28515625,garganta,throat,la,La parte interna del cuello por donde pasa comida es la garganta,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es la,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es el
jabalí,warthog,el,el,True,jab,True,jab,True,0.73828125,0.9921875,0.98046875,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es el,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es la
agua,water,el,el,True,agua,True,agua,True,0.9453125,0.9921875,0.80078125,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es el,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es la
pila de leña,woodpile,la,le,False,le,False,le,False,0.375,0.99609375,0.95703125,alce,moose,el,El animal grande con cuernos que vive en bosques fríos es el alce,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es la,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es el
despertador,alarmclock,el,la,False,desp,True,al,False,0.6484375,0.99609375,0.9921875,malteada,milkshake,la,La bebida espesa hecha con helado y leche es la malteada,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es el,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es la
chabacano,apricot,el,el,True,n,False,n,False,0.69140625,0.50390625,0.984375,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es el,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es la
brazos,arms,los,los,True,braz,True,manos,False,0.37890625,0.98828125,0.9140625,bota,boot,la,El calzado alto que cubre el tobillo es la bota,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son los,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son las
flecha,arrow,la,la,True,fle,True,fle,True,0.79296875,0.96484375,0.390625,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es la,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es el
cenicero,ashtray,el,el,True,c,True,c,True,0.953125,0.98828125,0.57421875,esponja,sponge,la,El objeto que absorbe agua para limpiar es la esponja,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es el,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es la
gaita,bagpipe,la,el,False,g,True,p,False,0.515625,0.96875,0.25390625,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es la,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es el
mora,blackberry,la,la,True,mor,True,ar,False,0.71875,0.83984375,0.6953125,bebé,baby,el,El niño muy pequeño que llora y necesita cuidados es el bebé,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es la,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es el
azulejo,bluebird,el,el,True,lor,False,loro,False,0.8359375,0.1376953125,0.06787109375,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es el,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es la
puente,bridge,el,el,True,pu,True,pu,True,0.5859375,0.9921875,0.68359375,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es el,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es la
cemento,cement,el,el,True,tr,False,m,False,0.466796875,0.203125,0.494140625,flor,flower,la,La parte colorida y bonita de las plantas es la flor,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es el,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es la
