spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
avena,oat,la,un,False,si,False,cereal,False,0.2890625,0.2578125,0.0595703125,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. El cereal que comes en el desayuno con leche es,La herramienta dentada que corta metal es la sierra. El cereal que comes en el desayuno con leche es la,La herramienta dentada que corta metal es la sierra. El cereal que comes en el desayuno con leche es el
pulpo,octopus,el,un,False,le,False,mar,False,0.453125,0.0703125,0.1435546875,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es el,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es la
pimentón,paprika,el,el,True,p,True,espec,False,0.52734375,0.08056640625,0.1552734375,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. La especia roja en polvo que sazona la comida es,La pasta larga y delgada que enrollas con tenedor es el espagueti. La especia roja en polvo que sazona la comida es el,La pasta larga y delgada que enrollas con tenedor es el espagueti. La especia roja en polvo que sazona la comida es la
loro,parrot,el,la,False,per,False,l,True,0.453125,0.07080078125,0.03759765625,bombilla,lightbulb,la,El objeto de vidrio que da luz eléctrica es la bombilla,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es el,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es la
pasaporte,passport,el,un,False,que,False,cam,False,0.2578125,0.1484375,0.58984375,campana,bell,la,El objeto metálico que suena cuando lo mueves es la campana,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es el,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es la
pavo real,peacock,el,el,True,g,False,g,False,0.43359375,0.298828125,0.060791015625,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es el,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es la
pingüino,penguin,el,un,False,p,True,p,True,0.58984375,0.169921875,0.061767578125,cepillo de dientes,toothbrush,el,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es el,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es la
pepperoni,pepperoni,el,el,True,bist,False,p,True,0.578125,0.0927734375,0.119140625,bistec,steak,el,La carne de res gruesa que asas es el bistec,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es el,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es la
cerdo,pig,el,un,False,per,False,c,True,0.400390625,0.08642578125,0.0556640625,panadería,bakeshop,la,La tienda donde venden pan recién horneado es la panadería,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es el,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es la
almohada,pillow,la,el,False,c,False,h,False,0.7109375,0.3828125,0.185546875,riñón,kidney,el,El órgano que filtra la sangre en tu cuerpo es el riñón,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es la,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es el
horca,pitchfork,la,el,False,c,False,c,False,0.47265625,0.08154296875,0.046875,impermeable,raincoat,el,La prenda que te pones cuando llueve es el impermeable,La prenda que te pones cuando llueve es el impermeable. La herramienta con dientes largos para mover paja es,La prenda que te pones cuando llueve es el impermeable. La herramienta con dientes largos para mover paja es la,La prenda que te pones cuando llueve es el impermeable. La herramienta con dientes largos para mover paja es el
pizza,pizza,la,un,False,pl,False,de,False,0.17578125,0.1103515625,0.0703125,placa,badge,la,El distintivo metálico que usan policías es la placa,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es la,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es el
tablón,plank,el,un,False,m,False,tabla,False,0.28515625,0.06689453125,0.302734375,pastel de queso,cheesecake,el,El postre cremoso hecho con queso es el pastel de queso,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es el,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es la
palomitas,popcorn,las,la,False,c,False,gran,False,0.2451171875,0.2314453125,0.1376953125,zanahoria,carrot,la,La verdura naranja y alargada que comen los conejos es la zanahoria,La verdura naranja y alargada que comen los conejos es la zanahoria. Los granos de maíz inflados que comes en el cine son,La verdura naranja y alargada que comen los conejos es la zanahoria. Los granos de maíz inflados que comes en el cine son las,La verdura naranja y alargada que comen los conejos es la zanahoria. Los granos de maíz inflados que comes en el cine son los
puercoespín,porcupine,el,un,False,pe,False,c,False,0.40625,0.1845703125,0.07373046875,sardina,sardine,la,El pez pequeño que viene en latas es la sardina,El pez pequeño que viene en latas es la sardina. El animal con púas que se enrolla cuando se asusta es,El pez pequeño que viene en latas es la sardina. El animal con púas que se enrolla cuando se asusta es el,El pez pequeño que viene en latas es la sardina. El animal con púas que se enrolla cuando se asusta es la
pluma de ave,quill,la,un,False,que,False,ejemplo,False,0.60546875,0.062255859375,0.375,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es la,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es el
edredón,quilt,el,el,True,m,False,m,False,0.3359375,0.07666015625,0.2109375,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es el,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es la
balsa,raft,la,la,True,que,False,que,False,0.1953125,0.1142578125,0.0257568359375,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. La embarcación simple hecha de troncos es,La uva seca y arrugada que comes como dulce es la pasa. La embarcación simple hecha de troncos es la,La uva seca y arrugada que comes como dulce es la pasa. La embarcación simple hecha de troncos es el
impermeable,raincoat,el,un,False,ab,False,cha,False,0.431640625,0.2080078125,0.1484375,tomate,tomato,el,La fruta roja que usas en ensaladas y salsas es el tomate,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es el,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es la
serpiente de cascabel,rattlesnake,la,un,False,c,False,per,False,0.4296875,0.0546875,0.10107421875,reloj,clock,el,El aparato que marca las horas del día es el reloj,El aparato que marca las horas del día es el reloj. La víbora que hace ruido con la cola es,El aparato que marca las horas del día es el reloj. La víbora que hace ruido con la cola es la,El aparato que marca las horas del día es el reloj. La víbora que hace ruido con la cola es el
refrigerador,refrigerator,el,el,True,fr,False,lav,False,0.470703125,0.07763671875,0.11328125,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es el,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es la
bata,robe,la,el,False,cha,False,ab,False,0.55078125,0.162109375,0.1640625,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es la,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es el
arena,sand,la,el,False,arena,True,mar,False,0.365234375,0.142578125,0.0703125,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es la,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es el
sardina,sardine,la,el,False,c,False,pe,False,0.341796875,0.1025390625,0.1943359375,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es la,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es el
saxofón,saxophone,el,el,True,de,False,guitar,False,0.55859375,0.09814453125,0.1162109375,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es el,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es la
gaviota,seagull,la,una,False,best,False,p,False,0.302734375,0.05322265625,0.06298828125,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es la,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es el
chal,shawl,el,un,False,ab,False,c,True,0.294921875,0.2236328125,0.06689453125,arándano rojo,cranberry,el,La fruta ácida roja que comes en Navidad es el arándano rojo,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es el,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es la
agujeta,shoelace,la,el,False,c,False,c,False,0.875,0.2158203125,0.138671875,poncho,poncho,el,La prenda sin mangas que cubre el torso es el poncho,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es la,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es el
trineo,sled,el,el,True,co,False,nie,False,0.58203125,0.0322265625,0.126953125,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es el,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es la
serpiente,snake,la,el,False,c,False,le,False,0.58203125,0.046142578125,0.04052734375,puf,beanbag,el,El asiento blando lleno de pequeñas esferas es el puf,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es la,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es el
traje de nieve,snowsuit,el,un,False,ab,False,,True,0.3359375,0.05615234375,0.1923828125,tapón de rueda,hubcap,el,La cubierta decorativa del centro de las llantas es el tapón de rueda,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es el,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es la
espagueti,spaghetti,el,la,False,ded,False,ll,False,0.80859375,0.09619140625,0.65625,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es el,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es la
lanza,spear,la,el,False,p,False,cu,False,0.53125,0.05712890625,0.0341796875,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es la,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es el
esponja,sponge,la,un,False,pasta,False,**,False,0.1962890625,0.400390625,0.033935546875,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es la,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es el
escaleras,stairs,las,los,False,c,False,circuit,False,0.16015625,0.056640625,0.10302734375,computadora,computer,la,La máquina electrónica que procesa información es la computadora,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son las,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son los
fresa,strawberry,la,un,False,c,False,fr,True,0.421875,0.054443359375,0.034423828125,faro,lighthouse,el,La torre con luz que guía barcos en la noche es el faro,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es la,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es el
cuchara sopera,tablespoon,la,el,False,c,True,pl,False,0.419921875,0.2080078125,0.10693359375,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es la,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es el
telescopio,telescope,el,el,True,te,True,l,False,0.51953125,0.05859375,0.45703125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es el,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es la
dedal,thimble,el,el,True,m,False,de,True,0.181640625,0.01348876953125,0.055419921875,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es el,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es la
espina,thorn,la,el,False,ra,False,sistema,False,0.326171875,0.0537109375,0.02490234375,meteoro,meteor,el,La roca espacial que se quema al entrar a la atmósfera es el meteoro,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es la,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es el
tigre,tiger,el,un,False,per,False,c,False,0.435546875,0.05419921875,0.0595703125,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es el,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es la
llanta,tire,la,la,True,r,False,motor,False,0.349609375,0.0615234375,0.031982421875,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es la,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es el
sapo,toad,el,el,True,g,False,c,False,0.51171875,0.044189453125,0.0537109375,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es el,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es la
tomate,tomato,el,el,True,far,False,que,False,0.23046875,0.0517578125,0.0869140625,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es el,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es la
cepillo de dientes,toothbrush,el,el,True,cep,True,b,False,0.32421875,0.1923828125,0.2490234375,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es el,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es la
tractor,tractor,el,el,True,tractor,True,m,False,0.458984375,0.1767578125,0.038818359375,herradura,horseshoe,la,El objeto de metal que protege las patas de los caballos es la herradura,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es el,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es la
trampolín,trampoline,el,el,True,plan,False,de,False,0.248046875,0.028564453125,0.138671875,delfín,dolphin,el,El mamífero marino inteligente que salta es el delfín,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es el,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es la
árbol,tree,el,el,True,ma,False,c,False,0.53125,0.36328125,0.1689453125,maíz,corn,el,El cereal amarillo con granos en mazorca es el maíz,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es el,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es la
tulipán,tulip,el,el,True,color,False,que,False,0.25,0.055908203125,0.0810546875,umbral,doorstep,el,El escalón de entrada en la puerta de la casa es el umbral,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es el,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es la
tortuga,turtle,la,un,False,c,False,g,False,0.466796875,0.07666015625,0.06591796875,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es la,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es el
televisor,tv,el,un,False,__,False,television,False,0.380859375,0.150390625,0.0869140625,burrito,burrito,el,El platillo mexicano enrollado en tortilla de harina es el burrito,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es el,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es la
ubre,udder,la,el,False,parte,False,h,False,0.578125,0.234375,0.09521484375,pez,fish,el,El animal que vive en el agua y respira por branquias es el pez,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es la,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es el
paraguas,umbrella,el,el,True,esc,False,escal,False,0.306640625,0.054931640625,0.13671875,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es el,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es la
camiseta interior,undershirt,la,el,False,c,True,c,True,0.24609375,0.171875,0.0869140625,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es la,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es el
monociclo,unicycle,el,un,False,ejemplo,False,que,False,0.3828125,0.06787109375,0.0693359375,limón,lemon,el,La fruta amarilla y ácida que usas en bebidas es el limón,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es el,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es la
florero,vase,el,un,False,recip,False,c,False,0.6015625,0.11572265625,0.1904296875,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es el,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es la
morsa,walrus,la,el,False,**,False,**,False,0.53515625,0.0703125,0.0654296875,garganta,throat,la,La parte interna del cuello por donde pasa comida es la garganta,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es la,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es el
jabalí,warthog,el,el,True,animal,False,espec,False,0.2333984375,0.08203125,0.07275390625,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es el,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es la
agua,water,el,el,True,agua,True,le,False,0.5859375,0.365234375,0.201171875,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es el,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es la
pila de leña,woodpile,la,un,False,c,False,m,False,0.4140625,0.08935546875,0.03662109375,alce,moose,el,El animal grande con cuernos que vive en bosques fríos es el alce,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es la,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es el
despertador,alarmclock,el,una,False,de,True,hora,False,0.234375,0.1552734375,0.12890625,malteada,milkshake,la,La bebida espesa hecha con helado y leche es la malteada,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es el,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es la
chabacano,apricot,el,el,True,mejor,False,que,False,0.2158203125,0.037841796875,0.103515625,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es el,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es la
brazos,arms,los,las,False,braz,True,pi,False,0.26953125,0.482421875,0.2119140625,bota,boot,la,El calzado alto que cubre el tobillo es la bota,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son los,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son las
flecha,arrow,la,un,False,l,False,pro,False,0.3046875,0.040283203125,0.06689453125,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es la,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es el
cenicero,ashtray,el,un,False,recip,False,c,True,0.345703125,0.0869140625,0.10986328125,esponja,sponge,la,El objeto que absorbe agua para limpiar es la esponja,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es el,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es la
gaita,bagpipe,la,el,False,b,False,viol,False,0.62109375,0.1728515625,0.09765625,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es la,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es el
mora,blackberry,la,el,False,man,False,á,False,0.6171875,0.1494140625,0.32421875,bebé,baby,el,El niño muy pequeño que llora y necesita cuidados es el bebé,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es la,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es el
azulejo,bluebird,el,el,True,p,False,man,False,0.45703125,0.059326171875,0.040771484375,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es el,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es la
