first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion
"Though flesh may fade, the deeds we do ignite…",ignite,ignite,light,False,"Though flesh may fade, the deeds we do ignite...","Though flesh may fade, the deeds we do ignite...  
The light of hope in hearts we leave behind."
"Colors weep from silent canvases, whispers take form in clay’s embrace,",embrace,light,embrace,False,and dreams are born in every stroke of light.,and dreams are born in every stroke of light.
"Time stitches wrinkles in the cloth of youth,",youth,shone,youth,False,And fades the dreams that light once shone.,"Time stitches wrinkles in the cloth of youth,  
And fades the dreams that light once shone."
"Each year etches wisdom where youthful days once played,",played,erase,stayed,False,A quiet grace that time cannot erase.,"Each year etches wisdom where youthful days once played,  
A quiet grace that time cannot erase."
"Whispers of the dusk that shadows all our days,",days,laid,maze,False,yet light the path where love and hope are laid.,"whispers of the dusk that shadows all our days,  
yet light the path where love and hope are laid."
"Brushstrokes of thought on canvases unseen,",unseen,hues,unseen,False,where dreams take flight in vibrant hues.,where dreams take flight in vibrant hues.
"A fragile thread through shadow's weave,",weave,keep,weave,False,Yet holds the light in silent keep.,"A fragile thread through shadow's weave,  
Yet holds the light in silent keep."
"Whispers fade where connection once thrived,",thrived,thrived,thrived,False,but echoes linger where the heart still thrived.,but echoes linger where the heart still thrived.
"When shadows steal the ones we held so dear,",dear,near,dear,True,"when light returns, we'll find them near.","when light returns, we'll find them near."
"A mirror cracks, and in the shards I see—",see,deep,sea,False,"A reflection of my soul, both bright and deep.","A mirror cracks, and in the shards I see—  
A reflection of my soul, both bright and deep."
"Whispers of spring thaw the earth from her sleep,",sleep,new,sweep,False,and blooms in the air like a song of the new.,and blooms in the air like a song of the new.
"With timid steps through the shadowed gate,",gate,trace,fate,False,I tread where the moonlight has left its trace.,I tread where the moonlight has left its trace.
"Whispers of wind weave through earth’s old rhyme,",rhyme,made,time,False,where secrets are kept and dreams are made.,where secrets are kept and dreams are made.
"Beneath the moon’s cold, watchful eye,",eye,me,sigh,False,the stars above watch over me.,the stars above watch over me.
"Candy wrappers rustled like whispers in the halls,",halls,walls,halls,True,A secret shared between the stars and the walls.,"Candy wrappers rustled like whispers in the halls,  
A secret shared between the stars and the walls."
"In the rhythm of shared hearts, we find our name,",name,fades,name,False,in the song of love that never fades.,in the song of love that never fades.
"Names etched in time’s slow turning glass,",glass,was,glass,False,Echoes of a love that never was.,"Names etched in time’s slow turning glass,  
Echoes of a love that never was."
"In whispers clad in velvet tone,",tone,shine,stone,False,The stars above do softly shine.,"In whispers clad in velvet tone,  
The stars above do softly shine."
"The cannons roared where silent fields once breathed,",breathed,dead,breathed,False,and silence fell where heroes once were dead.,and silence fell where heroes once were dead.
"When your heart first whispers a name in the dark,",dark,real,dark,False,when your soul begins to know it's real.,when your soul begins to know it's real.
"The spark of rage ignites in silent throes,",throes,screams,grows,False,and turns the night into a storm of screams.,and turns the night into a storm of screams.
"A crown of shadows, a whisper undone,",undone,remains,spun,False,Yet still the light remains.,"a crown of shadows, a whisper undone,  
Yet still the light remains."
"In the mirror of the soul, a thousand faces fade,",fade,stays,stayed,False,"but one remains, a truth that stays.","but one remains, a truth that stays."
"Love blooms like dawn in the hearts it sets free,",free,heals,sea,False,and light dances in every soul it heals.,and light dances in every soul it heals.
"Whispers of the ageless few echo through the halls of dust,",dust,burns,unjust,False,where memory's gentle flame still burns.,where memory's gentle flame still burns.
"Roots carved in stories, ancient and new,",new,kept,new,False,shadows dance where legends are kept.,"roots carved in stories, ancient and new,  
shadows dance where legends are kept."
"Echoes of laughter fade in distant air,",air,there,despair,True,whispers of joy that once were there.,whispers of joy that once were there.
"Through whispering woods where wild dreams run free,",free,cheer,sea,False,The stars above do dance in silent cheer.,"Through whispering woods where wild dreams run free,  
The stars above do dance in silent cheer."
"Old hands pass down the flame, but new hands shape its code,",code,new,code,False,And the future burns with the light of the old and the new.,"Old hands pass down the flame, but new hands shape its code,  
And the future burns with the light of the old and the new."
"Whispers of dread in the quietest breath,",breath,rest,breath,False,shatter the calm and unsettle the rest.,"whispers of dread in the quietest breath,  
shatter the calm and unsettle the rest."
"Anchors of old in tidal streams of change,",change,grace,change,False,"Shore the soul with steadfast, unyielding grace.","Anchors of old in tidal streams of change,  
Shore the soul with steadfast, unyielding grace."
"With trembling hands, I trace the years unread,",unread,deed,thread,False,and find the silence in the heart of each sad deed.,and find the silence in the heart of each sad deed.
"Candlelit echoes of eras long gone,",gone,time,dawn,False,whispering through the halls of time.,whispering through the halls of time.
"In whispered woods where shadows play,",play,leaves,grey,False,the moonlight dances on the leaves.,the moonlight dances on the leaves.
"A flawless vase, still cracked within, a shadow draped in light,",light,light,light,False,"A shadow draped in light,","A shadow draped in light,  
Yet still the heart is bright."
"Wings of dawn stir softly, whispering of roads ahead,",ahead,end,thread,False,with hope and light that never end.,with hope and light that never end.
"A hearth's warm glow where whispered memories reside,",reside,embrace,collide,False,and dreams of love are made on the hearth's embrace.,and dreams of love are made on the hearth's embrace.
"In twilight's hush, hope and despair softly tread,",tread,day,thread,False,and fate's indifferent hand divides the day.,and fate's indifferent hand divides the day.
"Whispers of the grave dance on the wind,",wind,night,wind,False,shadows stretch and whisper secrets in the night.,"whispers of the grave dance on the wind,  
shadows stretch and whisper secrets in the night."
"When laughter dances on the breeze,",breeze,tree,trees,False,when joy fills every corner of the tree.,when joy fills every corner of the tree.
"My name may fade, but my spirit's song will never die—",die,tide,sigh,False,I'll sing on through the storm and the night's dark tide.,I'll sing on through the storm and the night's dark tide.
"A hearth’s glow whispers, *“Here, you are where your story began,”*",began,began,began,False,"A hearth’s glow whispers, ""Here, you are where your story began,""","A hearth’s glow whispers, ""Here, you are where your story began,""  
And in its warmth, the heart finds peace and a new beginning."
"Shells light the night where no stars intervene,",intervene,heaven,unseen,False,and silence holds all the heaven.,and silence holds all the heaven.
"In shadowed halls where whispers fade,",fade,shade,stayed,True,the past is but a fleeting shade.,the past is but a fleeting shade.
"Time etches wisdom in the lines it leaves behind,",behind,found,wind,False,And truth is born where shadows fade and light is found.,"Time etches wisdom in the lines it leaves behind,  
And truth is born where shadows fade and light is found."
"My temper burns like fire, a tempest in my veins,",veins,fade,remains,False,and I'll never let it fade.,and I'll never let it fade.
"The whisper of butter on fire-kissed bread,",bread,sad,thread,False,A scent that makes the heart both brave and sad.,"The whisper of butter on fire-kissed bread,  
A scent that makes the heart both brave and sad."
"Through whispered lullabies and silent goodbyes,",goodbyes,sadly,dies,False,The stars above watch silently and sadly.,"Through whispered lullabies and silent goodbyes,  
The stars above watch silently and sadly."
"Candy wrappers crinkled in the sunbeams of summers long gone,",gone,and,dawn,False,"A memory sweet, a tale of joy, a fleeting, bright, and","Candy wrappers crinkled in the sunbeams of summers long gone,  
A memory sweet, a tale of joy, a fleeting, bright, and"
"In the shadow of a silent promise, a dagger whets its blade,",blade,break,stayed,False,and waits for the hour when the world will break.,and waits for the hour when the world will break.
"Whispers of the wild through ancient trees,",trees,leaves,trees,False,soft as the wind that sings in leaves.,"whispers of the wild through ancient trees,  
soft as the wind that sings in leaves."
"In silent prayers, the soul takes wing,",wing,spring,sing,True,to seek the grace of heaven's bright spring.,to seek the grace of heaven's bright spring.
"Beneath the skin, a story stirs unnamed,",unnamed,true,unnamed,False,"A tale of love and loss, both deep and true.","A tale of love and loss, both deep and true."
"In tangled strokes and whispered hues, the soul finds voice in wild abandonment,",abandonment,things,abandonment,False,and in the quiet grace of broken things.,and in the quiet grace of broken things.
"Beneath the moon where wild things roam,",roam,foam,home,True,The stars whisper secrets to the foam.,"Beneath the moon where wild things roam,  
The stars whisper secrets to the foam."
"My fists beat time to a simmering storm,",storm,storm,storm,False,and my heart beats loud in the rhythm of the storm.,and my heart beats loud in the rhythm of the storm.
"Thunder roars in chains of might,",might,light,light,True,And heaven's wrath is laid in light.,"Thunder roars in chains of might,  
And heaven's wrath is laid in light."
"Like echoes in a hall of old,",old,,told,False,,"Like echoes in a hall of old,"
"Brushstrokes of thought where imaginations dance,",dance,unbound,dance,False,"A canvas of wonder, forever unbound.","Brushstrokes of thought where imaginations dance,  
A canvas of wonder, forever unbound."
"I carve my name in bone and flame, défier of the silent claim,",claim,flame,name,True,"I carve my name in bone and flame,","I carve my name in bone and flame,  
Defier of the silent claim."
"Whispers of the heart ignite the night with stars,",stars,hours,stars,False,and light the way through the darkest hours.,and light the way through the darkest hours.
"Beneath the cold moon’s watching eye,",eye,sky,sigh,True,The stars whisper secrets to the sky.,"Beneath the cold moon’s watching eye,  
The stars whisper secrets to the sky."
"Whispers of wind through ancient trees,",trees,die,trees,False,soft as dreams that never die.,"whispers of wind through ancient trees,  
soft as dreams that never die."
"Like ink spilled on time’s unending page,",page,embrace,rage,False,like dust that never fades in the sun's embrace.,like dust that never fades in the sun's embrace.
"Time's quiet hand etches tales in every line it's drawn,",drawn,pass,dawn,False,"And leaves a mark that never fades, though years may pass.","Time's quiet hand etches tales in every line it's drawn,  
And leaves a mark that never fades, though years may pass."
"Time etches stories in silvered strands,",strands,light,strands,False,And whispers secrets to the dawn's first light.,"Time etches stories in silvered strands,  
And whispers secrets to the dawn's first light."
"In whispers of time, the past’s silent flame burns bright,",bright,heart,light,False,Yet shadows of doubt may steal the light from the heart.,"In whispers of time, the past’s silent flame burns bright,  
Yet shadows of doubt may steal the light from the heart."
"A hearth that glows where familiar shadows dance,",dance,night,dance,False,And stories are told in the quiet of night.,"A hearth that glows where familiar shadows dance,  
And stories are told in the quiet of night."
"Perfection craves the mirror, yet finds its face in cracks,",cracks,dust,cracks,False,and shines through the dust.,and shines through the dust.
"Whispers coil like shadows at dawn, thick as unspoken fear,",fear,breath,dear,False,and silent as the night's first breath.,and silent as the night's first breath.
"The scales of justice, though carved in stone, sway silent with the breath of the winds they've known,",known,,stone,False,,"The scales of justice, though carved in stone, sway silent with the breath of the winds they've known,"
"Whispers the hourglass in sands of gold,",gold,old,told,True,and time slips through the fingers of the old.,and time slips through the fingers of the old.
"The dawn breaks softly on youthful years,",years,bloom,years,False,and hope begins to bloom.,and hope begins to bloom.
"My hands ignite with embers of a scream,",scream,fear,stream,False,and light the night with fire and fear.,and light the night with fire and fear.
"I walk alone through crowds of ghosts, unseen, unheard, a shadow cast between,",between,found,unseen,False,Where silence holds the weight of all that's lost and never found.,"I walk alone through crowds of ghosts, unseen, unheard, a shadow cast between,  
Where silence holds the weight of all that's lost and never found."
"The echo of your name still lingers in the air,",air,leaves,despair,False,like a whisper that never quite leaves.,like a whisper that never quite leaves.
"Whispers through the wild where creatures roam,",roam,long,home,False,and secrets keep in shadows deep and long.,"whispers through the wild where creatures roam,  
and secrets keep in shadows deep and long."
"In the weave of voices, we find our song,",song,longing,belong,False,where every note is a thread of hope and longing.,where every note is a thread of hope and longing.
"The sun spills gold on smiles that rise,",rise,wise,dies,True,and lightens every heart that's wise.,and lightens every heart that's wise.
"He walked with ghosts in shadowed trails,",trails,stars,trails,False,and whispered secrets to the stars.,"he walked with ghosts in shadowed trails,  
and whispered secrets to the stars."
"The echoes of laughter fade where memories once thrived,",thrived,light,thrived,False,but silence now holds all the light.,but silence now holds all the light.
"Two hearts entwined where love and promise start,",start,light,start,False,A future bright and full of hope and light.,"Two hearts entwined where love and promise start,  
A future bright and full of hope and light."
"The clock’s shadow dances where the dawn used to rise,",rise,night,dies,False,but now it lingers in the silence of the night.,but now it lingers in the silence of the night.
"I walk through crowds like shadows in the rain,",rain,far,rain,False,And feel the world turn cold and far.,"I walk through crowds like shadows in the rain,  
And feel the world turn cold and far."
"A whispered vow can crack the heart's foundation,",foundation,again,foundation,False,but silence holds the strength to mend it again.,but silence holds the strength to mend it again.
"Two hearts entwined where promises bloom,",bloom,know,bloom,False,A love that time can never know.,"Two hearts entwined where promises bloom,  
A love that time can never know."
"A thunderclap of temper, born from sparks of wrong,",wrong,returns,belong,False,"Yet in the silence, it fades, and peace returns.","A thunderclap of temper, born from sparks of wrong,  
Yet in the silence, it fades, and peace returns."
"In shadows cast by screens we dwell,",dwell,sold,dwell,False,where dreams are sold and hearts are sold.,where dreams are sold and hearts are sold.
"Where whispered memories cling to the walls,",walls,last,halls,False,where dreams of youth still echo and last.,where dreams of youth still echo and last.
"Time etches its whispers in lines on the skin,",skin,bright,spin,False,And fades the laughter that once was so bright.,"Time etches its whispers in lines on the skin,  
And fades the laughter that once was so bright."
"A marble statue, cracked yet wise,",wise,hide,dies,False,Doesn't care if time has tried to hide.,"A marble statue, cracked yet wise,  
Doesn't care if time has tried to hide."
"In shadowed chains, the soul still dares to fly,",fly,night,sigh,False,and break the silence of the night.,and break the silence of the night.
"Two hearts entwined, a vow they seal,",seal,year,kneel,False,A love that lasts through every year.,A love that lasts through every year.
"Though flesh may fade and time may turn to rust,",rust,true,unjust,False,but spirit lives in every heart that's true.,but spirit lives in every heart that's true.
"Shadows fall where laughter used to rise,",rise,guise,dies,True,"and silence wraps the room in its soft, silent guise.","and silence wraps the room in its soft, silent guise."
"Roots tangled in tradition, whispers of the ancient echo,",echo,go,echo,False,"where the past and present dance in a silent, slow go.","roots tangled in tradition, whispers of the ancient echo,  
where the past and present dance in a silent, slow go."
"Neon hums where the traffic flows,",flows,gloom,grows,False,But the stars are silent in the gloom.,"Neon hums where the traffic flows,  
But the stars are silent in the gloom."
"Blood paints the dawn where steel and silence wed,",wed,meet,thread,False,And hope is born where fear and duty meet.,"Blood paints the dawn where steel and silence wed,  
And hope is born where fear and duty meet."
"In whispers of light, belief takes its flight,",flight,night,light,True,and shadows fade in the night.,and shadows fade in the night.
"In shadows cast by crowded streets, I walk alone with silent teeth,",teeth,teeth,teeth,False,"I walk alone with silent teeth,","I walk alone with silent teeth,  
And dreams are all I leave behind."
"Laughter echoed under skies of infinite blue,",blue,pursue,new,True,"Hopefulness filled the air, a dream we all pursue.","Hopefulness filled the air, a dream we all pursue."
"Whispers of the wild where the foxlight dances,",dances,game,dances,False,and the moonlight plays its silvered game.,and the moonlight plays its silvered game.
"The clock’s soft whisper weaves through every hour,",hour,dark,hour,False,and time slips away like a dream in the dark.,and time slips away like a dream in the dark.
"Green whispers weave through the waking trees,",trees,meet,trees,False,And shadows dance where light and dark meet.,"Green whispers weave through the waking trees,  
And shadows dance where light and dark meet."
"In the heartbeat of togetherness, we find our name,",name,home,name,False,"and in the silence of the night, we find our home.","and in the silence of the night, we find our home."
"A bond not forged in gold or time,",time,fire,time,False,but rooted in the heart's truest fire.,but rooted in the heart's truest fire.
"My name may fade, but in the stars my essence stays,",stays,couplet,maze,False,I'll write the next line of the rhyming couplet:,"I'll write the next line of the rhyming couplet:

My name may fade, but in the stars my essence stays,  
Where eternal light and"
"In twilight’s grasp, where shadows whisper low,",low,shore,glow,False,"the moonlight dances on the silent, still shore.","the moonlight dances on the silent, still shore."
"A dance of brush and breath, dreams take shape in wild color,",color,story,color,False,and light becomes a story.,and light becomes a story.
"Whispers fade where once we roamed,",roamed,name,roamed,False,and silence holds the echoes of our name.,and silence holds the echoes of our name.
"In stillness deep, where whispers rise,",rise,hide,dies,False,the shadows dance and secrets hide.,the shadows dance and secrets hide.
"With trembling hands I light the fuse of days,",days,lies,maze,False,and watch the flame consume the night's dark lies.,and watch the flame consume the night's dark lies.
"In mirrored flaws, perfection hides its face,",face,entwines,embrace,False,where shadows dance and light entwines.,where shadows dance and light entwines.
"Golden whispers dance where joy and sunlight meet,",meet,greet,deceit,True,and dreams take flight in every leaf they greet.,and dreams take flight in every leaf they greet.
"The earth inhales in spring's soft breath,",breath,tree,breath,False,and blooms with life in every tree.,and blooms with life in every tree.
"Like morning dew on petals new,",new,dew,new,True,the world is bright and full of dew.,the world is bright and full of dew.
"Beneath the mask where shadows cling,",cling,kind,sing,False,"The truth is hidden, deep and kind.","Beneath the mask where shadows cling,  
The truth is hidden, deep and kind."
"A marble flaw lessens its art, a single crack births light through the chart,",chart,behold,start,False,and makes the whole a wonder to behold.,and makes the whole a wonder to behold.
"The ashes speak of names that outlive flame,",flame,been,name,False,and silence holds the ghosts of all we've been.,and silence holds the ghosts of all we've been.
"Golden laughter dances in the morning sun’s gentle embrace,",embrace,embrace,embrace,False,"and joy fills the heart with a warm, bright embrace.","and joy fills the heart with a warm, bright embrace."
"In quiet laughter, hearts find their rhyme,",rhyme,home,time,False,"and in joy, the world feels like home.","and in joy, the world feels like home."
"Though flesh may fade and time may sow its frost,",frost,unsown,frost,False,but spirit lives and love remains unsown.,but spirit lives and love remains unsown.
"I traced my name in dust and saw a thousand shadows breathing,",breathing,breathing,breathing,False,I traced my name in dust and saw a thousand shadows breathing.,I traced my name in dust and saw a thousand shadows breathing.
"Shells scream through the shrouded sky,",sky,sky,sigh,False,And stars whisper secrets to the sky.,"Shells scream through the shrouded sky,  
And stars whisper secrets to the sky."
"Beneath the ash of fallen flags, the earth still weeps in ancient scars,",scars,wars,stars,False,where silence holds the weight of countless wars.,where silence holds the weight of countless wars.
"Whispers of wind through the ancient trees moan,",moan,sound,stone,False,where the secrets of time are told in the sound.,where the secrets of time are told in the sound.
"The sun dips low where tempests play,",play,day,grey,True,and shadows dance on the waves of day.,and shadows dance on the waves of day.
"In the quiet dance of heartbeat and flame,",flame,breath,name,False,The soul finds peace in every breath.,"In the quiet dance of heartbeat and flame,  
The soul finds peace in every breath."
"A whispered secret can shatter the strongest bond, for betrayal hides where trust is sown,",sown,knew,stone,False,and silence can break what the heart once knew.,and silence can break what the heart once knew.
"Whispers of winter melt into spring's tender hue,",hue,sun,new,False,when the frost begins to yield to gentle sun.,when the frost begins to yield to gentle sun.
"Whispers of absence haunt the hush where laughter lay,",lay,past,grey,False,and silence holds the echoes of a day long past.,and silence holds the echoes of a day long past.
"I sought eternal life in shadowed stone,",stone,dawn,stone,False,But found it only in the light of dawn.,"I sought eternal life in shadowed stone,  
But found it only in the light of dawn."
"Whispers of the wind through leaves that sway,",sway,day,grey,True,"soft as a sigh, and sweet as day.","whispers of the wind through leaves that sway,  
soft as a sigh, and sweet as day."
"Whispers of the wild dance on the wind,",wind,entwined,wind,True,through the trees where secrets are entwined.,"whispers of the wild dance on the wind,  
through the trees where secrets are entwined."
"Whispers curl like shadows deep, a restless storm that won’t fall silent sleep,",sleep,lost,sweep,False,and wake the night with echoes of the lost.,and wake the night with echoes of the lost.
"Carved in stone or etched in fate, a whisper meant to outlast time,",time,light,time,False,A memory etched in light.,A memory etched in light.
"With dawn’s first breath, I pack my dreams in tow,",tow,glow,glow,True,and start my journey through the morning's glow.,and start my journey through the morning's glow.
"In the hush where heartbeats meet the divine,",divine,light,entwine,False,The silence speaks in tones of endless light.,"In the hush where heartbeats meet the divine,  
The silence speaks in tones of endless light."
"A king wears crowns, yet craves the sky—",sky,why,sigh,True,"But heaven's gate is barred, and why?","A king wears crowns, yet craves the sky—  
But heaven's gate is barred, and why?"
"A laugh as light as morning’s dew,",dew,need,new,False,Shines bright in every heart's true need.,"A laugh as light as morning’s dew,  
Shines bright in every heart's true need."
"Crimson flames of wrath in silence rise,",rise,sigh,dies,False,blackened skies and sorrow's ghostly sigh.,blackened skies and sorrow's ghostly sigh.
"Justice weeps in midnight's shadow, injustice wears the mask of light,",light,friend,light,False,"and truth remains a silent, steadfast friend.","and truth remains a silent, steadfast friend."
"Concrete pulses where the neon lights flirt,",flirt,dark,flirt,False,A city's heartbeat in the dark.,"Concrete pulses where the neon lights flirt,  
A city's heartbeat in the dark."
"Time etches its tale in silver and slow,",slow,unaltered,glow,False,"Yet leaves the heart in silence, unaltered.","Time etches its tale in silver and slow,  
Yet leaves the heart in silence, unaltered."
"Sugar's whisper on a summer breeze,",breeze,breeze,trees,False,"sweetness lingers in the air, like a gentle breeze.","sweetness lingers in the air, like a gentle breeze."
"The dawn breaks soft on shoulders not so small,",small,glow,fall,False,and whispers through the trees in golden glow.,and whispers through the trees in golden glow.
"A whisper carved in shadow, sharp as deceit's kiss,",kiss,reach,abyss,False,Yet lingers where the light cannot reach.,"A whisper carved in shadow, sharp as deceit's kiss,  
Yet lingers where the light cannot reach."
"In the silent crack of dawn, hope whispers where despair once screamed,",screamed,dark,dreamed,False,and light begins to break through the dark.,and light begins to break through the dark.
"Each year etches tales on skin, a silent ink of time,",time,pass,time,False,"And leaves a mark that never fades, though years may pass.","Each year etches tales on skin, a silent ink of time,  
And leaves a mark that never fades, though years may pass."
"Beneath the dusk of dying light,",light,flight,light,True,The stars begin to weep in flight.,"Beneath the dusk of dying light,  
The stars begin to weep in flight."
"Justice walks in twilight's gaze,",gaze,grace,maze,False,And rules with light and grace.,"Justice walks in twilight's gaze,  
And rules with light and grace."
"In broken china, hidden grace whispers of perfect cracks,",cracks,embrace,cracks,False,A fleeting beauty in the dust of time's embrace.,"In broken china, hidden grace whispers of perfect cracks,  
A fleeting beauty in the dust of time's embrace."
"Winds whisper tales of warming skies,",skies,eyes,dies,True,Winters fade to spring's bright eyes.,Winters fade to spring's bright eyes.
"In vibrant swirls of hue and song,",song,glow,belong,False,The world is painted with a glowing glow.,"In vibrant swirls of hue and song,  
The world is painted with a glowing glow."
"The echoes of their laughter live in silent rooms,",rooms,old,rooms,False,where memories never grow old.,where memories never grow old.
"The years fold time like parchment, worn yet true,",true,new,new,True,"And age is but a whisper, soft and new.","The years fold time like parchment, worn yet true,  
And age is but a whisper, soft and new."
"In twilight's grip, where shadow and light entwine,",entwine,light,entwine,False,"the stars above cast their silent, silvered light.","the stars above cast their silent, silvered light."
"When shadows fall and time runs thin,",thin,kind,spin,False,when hope remains and hearts are kind.,when hope remains and hearts are kind.
"Winds whisper secrets through a shifting sky,",sky,sky,sigh,False,And leaves dance in a dance of light and sky.,"Winds whisper secrets through a shifting sky,  
And leaves dance in a dance of light and sky."
"Steel veins hum where skyscrapers rise,",rise,sky,dies,False,and shadows dance in the light of the sky.,"steel veins hum where skyscrapers rise,  
and shadows dance in the light of the sky."
"Threads of love wove through the years,",years,joy,years,False,And hearts still beat with unending joy.,"Threads of love wove through the years,  
And hearts still beat with unending joy."
"On tongues where memory dwells, savoring sweetness the past sells,",sells,old,sells,False,"and in every bite, a tale of old.","and in every bite, a tale of old."
"A whispered pledge, a dagger's edge in velvet wrapped,",wrapped,wrapped,wrapped,False,"A promise sealed in silence, fierce and wrapped.","A whispered pledge, a dagger's edge in velvet wrapped,  
A promise sealed in silence, fierce and wrapped."
"Through storm and strife, our souls entwine,",entwine,light,entwine,False,"And in the darkest night, we find our light.","Through storm and strife, our souls entwine,  
And in the darkest night, we find our light."
"Like whispers through the autumn trees, it breathes—so soft, so wild,",wild,bright,wild,False,"like dreams in the wind, it moves—so free, so bright.","like dreams in the wind, it moves—so free, so bright."
"In twilight’s hush, where shadows dare to cling,",cling,night,sing,False,the moonlight whispers through the silent night.,the moonlight whispers through the silent night.
"A silence louder than the crowd’s faint hum,",hum,hum,from,False,Where hearts are still and voices fade to hum.,"A silence louder than the crowd’s faint hum,  
Where hearts are still and voices fade to hum."
"When twilight's whisper brushes against the soul,",soul,toll,soul,True,when the stars begin to weep in silent toll.,when the stars begin to weep in silent toll.
"Winds of freedom whisper where shadows of chains still cling,",cling,brave,sing,False,and hope still lives in the hearts of the brave.,and hope still lives in the hearts of the brave.
"Roots whispered in the tongue of ancestors,",ancestors,space,ancestors,False,Leaves bearing the scars of time and space.,Leaves bearing the scars of time and space.
"In dust of ages, tales still breathe,",breathe,break,breathe,False,Yet whispers of the heart still break.,"In dust of ages, tales still breathe,  
Yet whispers of the heart still break."
"In whispers of dawn, the wild awakes,",awakes,hold,awakes,False,where shadows retreat and light takes hold.,where shadows retreat and light takes hold.
"Two souls entwined, a bond unchained, eternal in its strain,",strain,to,rain,False,"Yet still they walk, a tale of love, a story yet to","Two souls entwined, a bond unchained, eternal in its strain,  
Yet still they walk, a tale of love, a story yet to"
"Two hearts entwined where vows take root,",root,found,root,False,and love forevermore is found.,"two hearts entwined where vows take root,  
and love forevermore is found."
"My hands curl like storm clouds, ready to spit fire—",fire,couplet,desire,False,I'll write the next line of the rhyming couplet:,"I'll write the next line of the rhyming couplet:

My hands curl like storm clouds, ready to spit fire—  
I'll break the sky"
"Beneath the boughs of time's gentle sway,",sway,light,grey,False,the stars do dance in eternal light.,the stars do dance in eternal light.
"Sunlight spilling through the seams of the day,",day,light,grey,False,and shadows dancing in the light.,and shadows dancing in the light.
"In flawless cracks, the light divine escapes,",escapes,face,escapes,False,and shines through every shadowed face.,and shines through every shadowed face.
"In shadows deep where silence breathes,",breathes,past,breathes,False,The ghostly whispers of the past.,"In shadows deep where silence breathes,  
The ghostly whispers of the past."
"Whispers of wind through ancient oak trees,",trees,flight,trees,False,soft as dreams that never quite take flight.,"whispers of wind through ancient oak trees,  
soft as dreams that never quite take flight."
"Beneath the skin, a thousand stories hum,",hum,dwell,from,False,And silence waits where shadows dwell.,"Beneath the skin, a thousand stories hum,  
And silence waits where shadows dwell."
"In whispered hope, my heart ignites,",ignites,breath,ignites,False,and dreams take flight in every breath.,and dreams take flight in every breath.
"A flame that flickers in the heart’s dark wood,",wood,try,wood,False,"shall never die, though time may try.","a flame that flickers in the heart’s dark wood,  
shall never die, though time may try."
"Like twin shadows dancing on the edge of dawn's first light,",light,mist,light,False,the world is wrapped in silvered mist.,the world is wrapped in silvered mist.
"Whispers of the wild dance on the breeze,",breeze,sweetly,trees,False,where the wind sings soft and sweetly.,where the wind sings soft and sweetly.
"With trembling hands, I light the candle between childhood and flame,",flame,flame,name,False,I light the candle between childhood and flame.,I light the candle between childhood and flame.
"A hearth’s warm glow where whispers of the past,",past,,past,False,,"A hearth’s warm glow where whispers of the past,"
"Beneath the mask where shadows play,",play,said,grey,False,"The truth is hidden, never said.","Beneath the mask where shadows play,  
The truth is hidden, never said."
"In whispered laughs and silent support,",support,dark,support,False,We stand together through the storm's most dark.,"In whispered laughs and silent support,  
We stand together through the storm's most dark."
"Winds of freedom whistle through chains that cling,",cling,sing,sing,True,"And break the bonds of oppression, never sing.","Winds of freedom whistle through chains that cling,  
And break the bonds of oppression, never sing."
"Roots buried deep where ancient songs still hum,",hum,woe,from,False,Leaves whisper tales of time and sorrow's woe.,Leaves whisper tales of time and sorrow's woe.
"When laughter dances on the morning’s air,",air,child,despair,False,when hope and joy are in the heart of the child.,when hope and joy are in the heart of the child.
"Roots whispered in rhythms both old and new,",new,known,new,False,Leaves dance in the wind with a song that's not yet known.,Leaves dance in the wind with a song that's not yet known.
"Roots tangled in rhythm, whispered through ancient stone,",stone,tone,stone,True,where time and memory dance in silent tone.,"roots tangled in rhythm, whispered through ancient stone,  
where time and memory dance in silent tone."
"Through storm or sun, in joy or sorrow,",sorrow,fate,sorrow,False,We are all bound by the same fate.,"Through storm or sun, in joy or sorrow,  
We are all bound by the same fate."
"In hues of dawn and whispers through the trees,",trees,breeze,trees,True,The world is painted with a gentle breeze.,"In hues of dawn and whispers through the trees,  
The world is painted with a gentle breeze."
"A hearth’s soft glow where whispers stay,",stay,air,grey,False,and dreams take flight in silent air.,and dreams take flight in silent air.
"A bloom of light in morning’s golden gaze,",gaze,made,maze,False,where dreams take root and hearts are made.,"a bloom of light in morning’s golden gaze,  
where dreams take root and hearts are made."
"Love is the thread that weaves hearts through time,",time,rhyme,time,True,and binds us in a timeless rhyme.,and binds us in a timeless rhyme.
"Wheels of fate turn under the vast, unbroken sky,",sky,cry,sigh,True,"and time moves on with a steady, unyielding cry.","and time moves on with a steady, unyielding cry."
"Whispers of rustle in hues once unknown,",unknown,light,stone,False,soft as dreams and bright as dawn's first light.,"whispers of rustle in hues once unknown,  
soft as dreams and bright as dawn's first light."
"In silent crowds, we drift alone,",alone,unknown,stone,True,where hearts are lost in the haze of the unknown.,where hearts are lost in the haze of the unknown.
"In shadowed chains, the soul still yearns to soar,",soar,hold,soar,False,and find the light that dreams so long to hold.,and find the light that dreams so long to hold.
