Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
sardina,sardine,la,el,False,s,True,s,True,0.9921875,0.7421875,0.30859375,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es
saxofón,saxophone,el,el,True,fl,False,fl,False,0.6796875,0.232421875,0.828125,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El instrumento musical dorado de viento es
gaviota,seagull,la,la,True,g,True,al,False,0.40625,0.7109375,0.337890625,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es
chal,shawl,el,un,False,ab,False,cha,True,0.3203125,0.74609375,0.9609375,arándano rojo,cranberry,el,La fruta ácida roja que comes en Navidad es el arándano rojo,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es
agujeta,shoelace,la,el,False,c,False,c,False,0.8828125,0.59375,0.396484375,poncho,poncho,el,La prenda sin mangas que cubre el torso es el poncho,La prenda sin mangas que cubre el torso es el poncho. El cordón que atas para cerrar los zapatos es
trineo,sled,el,el,True,pat,False,...,False,0.875,0.52734375,0.296875,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es
serpiente,snake,la,el,False,c,False,lag,False,0.6875,0.451171875,0.7265625,puf,beanbag,el,El asiento blando lleno de pequeñas esferas es el puf,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es
traje de nieve,snowsuit,el,el,True,ab,False,cha,False,0.67578125,0.671875,0.6875,tapón de rueda,hubcap,el,La cubierta decorativa del centro de las llantas es el tapón de rueda,La cubierta decorativa del centro de las llantas es el tapón de rueda. La ropa especial para protegerte del frío es
espagueti,spaghetti,el,la,False,pan,False,tort,False,0.80078125,0.75,0.359375,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es
lanza,spear,la,la,True,l,True,ar,False,0.46484375,0.70703125,0.255859375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es
esponja,sponge,la,el,False,to,False,pa,False,0.671875,0.98046875,0.255859375,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es
escaleras,stairs,las,las,True,escal,True,escal,True,0.41796875,0.99609375,0.63671875,computadora,computer,la,La máquina electrónica que procesa información es la computadora,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son
fresa,strawberry,la,la,True,u,False,dur,False,0.9375,0.74609375,0.19140625,faro,lighthouse,el,La torre con luz que guía barcos en la noche es el faro,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es
cuchara sopera,tablespoon,la,el,False,c,True,pl,False,0.5546875,0.37109375,0.83203125,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El utensilio grande que usas para servir comida es
telescopio,telescope,el,el,True,te,True,nave,False,0.76953125,0.98828125,0.345703125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es
dedal,thimble,el,el,True,...,False,cost,False,0.482421875,0.078125,0.08251953125,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La protección pequeña que usan las costureras es
espina,thorn,la,el,False,esp,True,d,False,0.72265625,0.75390625,0.361328125,meteoro,meteor,el,La roca espacial que se quema al entrar a la atmósfera es el meteoro,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es
tigre,tiger,el,el,True,t,True,t,True,0.890625,0.94140625,0.9765625,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es
llanta,tire,la,la,True,r,False,vol,False,0.341796875,0.7109375,0.318359375,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es
sapo,toad,el,el,True,___,False,__,False,0.70703125,0.40234375,0.271484375,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es
tomate,tomato,el,la,False,tom,True,f,False,0.9453125,0.93359375,0.2158203125,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es
cepillo de dientes,toothbrush,el,el,True,cep,True,esc,False,0.77734375,0.99609375,0.390625,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es
tractor,tractor,el,la,False,tractor,True,ma,False,0.7734375,0.5234375,0.255859375,herradura,horseshoe,la,El objeto de metal que protege las patas de los caballos es la herradura,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es
trampolín,trampoline,el,el,True,agua,False,pisc,False,0.330078125,0.56640625,0.318359375,delfín,dolphin,el,El mamífero marino inteligente que salta es el delfín,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es
árbol,tree,el,el,True,á,True,pal,False,0.8828125,0.97265625,0.73046875,maíz,corn,el,El cereal amarillo con granos en mazorca es el maíz,El cereal amarillo con granos en mazorca es el maíz. La planta grande con tronco y ramas es
tulipán,tulip,el,la,False,tul,True,tul,True,0.5625,0.2041015625,0.43359375,umbral,doorstep,el,El escalón de entrada en la puerta de la casa es el umbral,El escalón de entrada en la puerta de la casa es el umbral. La flor de colores vivos que florece en primavera es
tortuga,turtle,la,la,True,tort,True,tort,True,0.55078125,0.9609375,0.66796875,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es
televisor,tv,el,la,False,tele,True,tele,True,0.58984375,0.9609375,0.609375,burrito,burrito,el,El platillo mexicano enrollado en tortilla de harina es el burrito,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es
ubre,udder,la,el,False,**,False,vient,False,0.8359375,0.349609375,0.181640625,pez,fish,el,El animal que vive en el agua y respira por branquias es el pez,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es
paraguas,umbrella,el,el,True,par,True,som,False,0.4140625,0.93359375,0.90625,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es
camiseta interior,undershirt,la,la,True,cam,True,su,False,0.640625,0.94921875,0.2734375,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es
monociclo,unicycle,el,un,False,tr,False,tr,False,0.326171875,0.318359375,0.1884765625,limón,lemon,el,La fruta amarilla y ácida que usas en bebidas es el limón,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es
florero,vase,el,el,True,___,False,mac,False,0.52734375,0.23046875,0.58984375,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El recipiente donde pones flores con agua es
morsa,walrus,la,el,False,ball,False,t,False,0.93359375,0.9765625,0.431640625,garganta,throat,la,La parte interna del cuello por donde pasa comida es la garganta,La parte interna del cuello por donde pasa comida es la garganta. El mamífero marino grande con colmillos es
jabalí,warthog,el,el,True,cer,False,best,False,0.5859375,0.2412109375,0.1630859375,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es
agua,water,el,el,True,agua,True,agua,True,0.98828125,0.9765625,0.71875,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. El líquido transparente que bebes cuando tienes sed es
pila de leña,woodpile,la,el,False,m,False,p,True,0.71875,0.671875,0.5546875,alce,moose,el,El animal grande con cuernos que vive en bosques fríos es el alce,El animal grande con cuernos que vive en bosques fríos es el alce. El montón de troncos cortados para quemar es
despertador,alarmclock,el,el,True,de,True,cam,False,0.6953125,0.6171875,0.87109375,malteada,milkshake,la,La bebida espesa hecha con helado y leche es la malteada,La bebida espesa hecha con helado y leche es la malteada. El reloj que suena para despertarte es
chabacano,apricot,el,la,False,...,False,n,False,0.62109375,0.33984375,0.5390625,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. La fruta pequeña naranja parecida al durazno es
brazos,arms,los,las,False,braz,True,manos,False,0.71875,0.7890625,0.984375,bota,boot,la,El calzado alto que cubre el tobillo es la bota,El calzado alto que cubre el tobillo es la bota. Las extremidades que usas para cargar cosas son
flecha,arrow,la,la,True,fle,True,fle,True,0.91796875,0.99609375,0.734375,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El proyectil puntiagudo que disparan los arqueros es
cenicero,ashtray,el,el,True,c,True,c,True,0.50390625,0.8359375,0.87890625,esponja,sponge,la,El objeto que absorbe agua para limpiar es la esponja,El objeto que absorbe agua para limpiar es la esponja. El recipiente donde los fumadores apagan cigarrillos es
gaita,bagpipe,la,el,False,fl,False,__,False,0.796875,0.322265625,0.3203125,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. El instrumento musical escocés que suena con aire es
mora,blackberry,la,la,True,u,False,dur,False,0.89453125,0.78125,0.29296875,bebé,baby,el,El niño muy pequeño que llora y necesita cuidados es el bebé,El niño muy pequeño que llora y necesita cuidados es el bebé. La fruta pequeña y oscura que crece en arbustos es
azulejo,bluebird,el,el,True,t,False,ar,False,0.80078125,0.421875,0.2431640625,anaconda,anaconda,la,La serpiente gigante que vive en ríos sudamericanos es la anaconda,La serpiente gigante que vive en ríos sudamericanos es la anaconda. El pájaro pequeño de color azul brillante es
puente,bridge,el,un,False,pu,True,p,True,0.40234375,0.703125,0.7109375,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La construcción que cruza ríos o barrancas es
cemento,cement,el,el,True,horm,False,m,False,0.7421875,0.7578125,0.41015625,flor,flower,la,La parte colorida y bonita de las plantas es la flor,La parte colorida y bonita de las plantas es la flor. El material gris que se endurece para construcción es
pizarrón,chalkboard,el,el,True,p,True,p,True,0.70703125,0.953125,0.984375,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. La superficie negra donde escribes con gis es
chequera,checkbook,la,el,False,lib,False,lib,False,0.91796875,0.75390625,0.62109375,redecilla,hairnet,la,La red que cubre el cabello para cocinar es la redecilla,La red que cubre el cabello para cocinar es la redecilla. El librito donde tienes cheques del banco es
pastel de queso,cheesecake,el,el,True,fl,False,fl,False,0.7578125,0.431640625,0.216796875,caja,crate,la,El contenedor de madera para transportar cosas es la caja,El contenedor de madera para transportar cosas es la caja. El postre cremoso hecho con queso es
ardilla listada,chipmunk,la,el,False,r,False,rat,False,0.5859375,0.6875,0.6015625,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El roedor pequeño con rayas en el lomo es
sidra,cider,la,la,True,c,False,v,False,0.78125,0.52734375,0.984375,estufa,stove,la,El aparato donde cocinas con fuego es la estufa,El aparato donde cocinas con fuego es la estufa. La bebida hecha con jugo de manzana fermentado es
abrigo,coat,el,el,True,ab,True,cha,False,0.365234375,0.9765625,0.96484375,berenjena,eggplant,la,La verdura morada grande y brillante es la berenjena,La verdura morada grande y brillante es la berenjena. La prenda gruesa que te pones cuando hace frío es
algodón,cotton,el,el,True,alg,True,sed,False,0.78515625,0.734375,0.58984375,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. La fibra suave blanca que sale de una planta es
perilla,doorknob,la,la,True,ll,False,man,False,0.6875,0.400390625,0.2119140625,florero,vase,el,El recipiente donde pones flores con agua es el florero,El recipiente donde pones flores con agua es el florero. La pieza redonda que giras para abrir puertas es
caballete,easel,el,el,True,tab,False,tabla,False,0.7734375,0.451171875,0.5625,yate,yacht,el,La embarcación lujosa de recreo es el yate,La embarcación lujosa de recreo es el yate. El soporte de madera donde los pintores ponen lienzos es
huevo,egg,el,el,True,h,True,cl,False,0.97265625,0.2373046875,0.10791015625,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. El óvalo blanco que ponen las gallinas es
berenjena,eggplant,la,la,True,f,False,p,False,0.9140625,0.83984375,0.2080078125,mochila,backpack,la,La bolsa que cargas en la espalda es la mochila,La bolsa que cargas en la espalda es la mochila. La verdura morada grande y brillante es
hurón,ferret,el,el,True,z,False,lie,False,0.875,0.5859375,0.3359375,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. El mamífero alargado que se usa para cazar conejos es
higo,fig,el,la,False,mel,False,u,False,0.6875,0.275390625,0.65234375,carrusel,carousel,el,El juego giratorio con caballos es el carrusel,El juego giratorio con caballos es el carrusel. La fruta dulce de piel morada y pulpa roja es
harina,flour,la,el,False,har,True,az,False,0.609375,0.6796875,0.16796875,bote,canister,el,El recipiente cilíndrico con tapa es el bote,El recipiente cilíndrico con tapa es el bote. El polvo blanco que usas para hacer pan es
zorro,fox,el,el,True,z,True,ard,False,0.89453125,0.640625,0.142578125,espina,thorn,la,La púa afilada que tienen algunas plantas es la espina,La púa afilada que tienen algunas plantas es la espina. El animal astuto de cola peluda y orejas puntiagudas es
guante,glove,el,el,True,gu,True,gu,True,0.828125,0.9765625,0.62109375,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La prenda que protege y calienta las manos es
gorila,gorilla,el,el,True,t,False,t,False,0.9453125,0.20703125,0.330078125,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El simio grande y fuerte que vive en la selva es
salsa,gravy,la,el,False,salsa,True,su,False,0.59765625,0.490234375,0.33203125,mula,mule,la,El animal híbrido entre caballo y burro es la mula,El animal híbrido entre caballo y burro es la mula. El líquido espeso que acompaña la carne es
cabello,hair,el,el,True,cabel,True,cabel,True,0.74609375,0.87890625,0.298828125,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. Los hilos que crecen en tu cabeza es
secador de pelo,hairdryer,el,el,True,sec,True,plan,False,0.75390625,0.984375,0.75,helecho,fern,el,La planta verde sin flores que crece en lugares húmedos es el helecho,La planta verde sin flores que crece en lugares húmedos es el helecho. El aparato que sopla aire caliente para secar cabello es
huella de mano,handprint,la,el,False,hu,True,t,False,0.68359375,0.96484375,0.1220703125,estante,shelf,el,La tabla horizontal donde pones libros es el estante,La tabla horizontal donde pones libros es el estante. La marca que deja tu mano en pintura es
faro,headlight,el,la,False,far,True,far,True,0.53125,0.8515625,0.40234375,jabalí,warthog,el,El cerdo salvaje con colmillos y verrugas es el jabalí,El cerdo salvaje con colmillos y verrugas es el jabalí. La luz delantera que ilumina el camino en autos es
tábano,horsefly,el,el,True,mosquito,False,mos,False,0.671875,0.6796875,0.5859375,bistec,steak,el,La carne de res gruesa que asas es el bistec,La carne de res gruesa que asas es el bistec. El insecto grande que pica a los caballos es
cocina,kitchen,la,el,False,cocina,True,com,False,0.484375,0.94921875,0.400390625,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. El cuarto donde preparas la comida es
gatito,kitty,el,un,False,g,True,p,False,0.404296875,0.77734375,0.19921875,pirámide,pyramid,la,La construcción triangular de los faraones es la pirámide,La construcción triangular de los faraones es la pirámide. El gato bebé pequeño y juguetón es
cordero,lamb,el,el,True,c,True,o,False,0.88671875,0.640625,0.87109375,pingüino,penguin,el,El ave que no vuela y vive en lugares fríos es el pingüino,El ave que no vuela y vive en lugares fríos es el pingüino. El bebé de la oveja que bala tiernamente es
lámpara,lamp,la,la,True,lá,True,______,False,0.8203125,0.71484375,0.154296875,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que da luz eléctrica en tu cuarto es
cortacésped,lawnmower,el,la,False,cort,True,máquina,False,0.53515625,0.35546875,0.2265625,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. La máquina que corta el pasto del jardín es
lechuga,lettuce,la,la,True,le,True,br,False,0.75390625,0.8125,0.33984375,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. La verdura verde de hojas que comes en ensaladas es
regaliz,licorice,el,el,True,chocolate,False,c,False,0.9765625,0.91015625,0.2431640625,leopardo,leopard,el,El felino manchado que caza en África y Asia es el leopardo,El felino manchado que caza en África y Asia es el leopardo. El dulce negro con sabor fuerte y peculiar es
gusano,maggot,el,el,True,h,False,lar,False,0.470703125,0.72265625,0.447265625,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es
malteada,milkshake,la,la,True,n,False,chocolate,False,0.59765625,0.494140625,0.33203125,portón,gate,el,La puerta grande que cierra el patio es el portón,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es
espejo,mirror,el,el,True,es,True,que,False,0.326171875,0.37890625,0.248046875,pez ángel,angelfish,el,El pez tropical con rayas que nada elegantemente es el pez ángel,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es
alce,moose,el,el,True,ci,False,vac,False,0.96875,0.83203125,0.267578125,clip,paperclip,el,El alambre doblado que sujeta papeles es el clip,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es
trapeador,mop,el,el,True,cep,False,esc,False,0.64453125,0.87109375,0.416015625,pizarrón,chalkboard,el,La superficie negra donde escribes con gis es el pizarrón,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es
motocicleta,motorcycle,la,el,False,mot,True,mot,True,0.59765625,0.890625,0.82421875,cucaracha,cockroach,la,El insecto marrón que aparece en cocinas sucias es la cucaracha,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es
horno,oven,el,la,False,h,True,o,False,0.66796875,0.98046875,0.15625,canasta,basket,la,El recipiente tejido donde guardas frutas o ropa es la canasta,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es
pastel,pastry,el,el,True,past,True,g,False,0.90234375,0.94921875,0.90625,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es
poncho,poncho,el,la,False,cam,False,cam,False,0.65234375,0.2490234375,0.97265625,huella de mano,handprint,la,La marca que deja tu mano en pintura es la huella de mano,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es
viga,rafter,la,un,False,parte,False,p,False,0.404296875,0.1962890625,0.140625,brazos,arms,los,Las extremidades que usas para cargar cosas son los brazos,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es
lluvia,rain,la,la,True,ll,True,ll,True,0.9609375,0.96875,0.27734375,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es
pasa,raisin,la,la,True,u,False,pas,True,0.609375,0.625,0.33984375,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es
ensalada,salad,la,el,False,ens,True,cal,False,0.875,0.6875,0.10595703125,trineo,sled,el,El vehículo que se desliza sobre la nieve es el trineo,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es
bufanda,scarf,la,el,False,cam,False,pa,False,0.48046875,0.31640625,0.6484375,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es
zapato,shoe,el,el,True,zap,True,z,True,0.640625,0.53125,0.609375,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es
pala,shovel,la,un,False,p,True,...,False,0.298828125,0.89453125,0.1669921875,perro,dog,el,El animal doméstico fiel que ladra y mueve la cola es el perro,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es
esqueleto,skeleton,el,el,True,es,True,columna,False,0.734375,0.5859375,0.59375,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es
quitanieves,snowplow,el,el,True,...,False,esc,False,0.443359375,0.1962890625,0.1611328125,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es
refresco,soda,el,la,False,ref,True,soda,False,0.91796875,0.99609375,0.890625,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es
araña,spider,la,el,False,ar,True,ar,True,0.484375,0.96875,0.2890625,postre,dessert,el,El dulce que comes al final de la comida es el postre,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es
traje,suit,el,la,False,tr,True,,True,0.47265625,0.3515625,0.412109375,toronja,grapefruit,la,La fruta cítrica grande de sabor amargo es la toronja,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es
maleta,suitcase,la,la,True,ma,True,ma,True,0.7265625,0.95703125,0.765625,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es
garganta,throat,la,la,True,parte,False,lugar,False,0.318359375,0.07275390625,0.06689453125,barandilla,guardrail,la,La protección de metal en puentes y escaleras es la barandilla,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es
inodoro,toilet,el,el,True,in,True,ba,False,0.57421875,0.88671875,0.66015625,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es
pasta de dientes,toothpaste,la,el,False,pasta,True,dent,False,0.47265625,0.62109375,0.37109375,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es
vodka,vodka,el,el,True,v,True,vodka,True,0.8359375,0.478515625,0.56640625,mandíbula,jawbone,la,El hueso que mueve la boca para masticar es la mandíbula,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es
nuez,walnut,la,el,False,nue,True,nue,True,0.7265625,0.96484375,0.6796875,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es
cera,wax,la,la,True,mi,False,mi,False,0.7421875,1.0,0.7109375,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es
yate,yacht,el,el,True,y,True,embar,False,0.3203125,0.78515625,0.345703125,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es
bellota,acorn,la,la,True,nue,False,ro,False,0.49609375,0.88671875,0.8671875,destapacaños,plunger,el,La herramienta que destapa tuberías tapadas es el destapacaños,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es
avión,airplane,el,el,True,av,True,a,True,0.83203125,0.984375,0.796875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es
caimán,alligator,el,el,True,t,False,ser,False,0.75390625,0.314453125,0.388671875,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es
anchoa,anchovy,la,el,False,al,False,at,False,0.93359375,0.2314453125,0.1884765625,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es
yunque,anvil,el,el,True,h,False,p,False,0.76953125,0.271484375,0.2041015625,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es
brazo,arm,el,el,True,braz,True,braz,True,0.99609375,0.99609375,0.98828125,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es
ceniza,ash,la,el,False,cen,True,cen,True,0.57421875,1.0,0.82421875,colmena,beehive,la,La casa hexagonal donde viven las abejas es la colmena,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es
espárrago,asparagus,el,la,False,cal,False,es,True,0.5546875,0.12109375,0.6015625,pepperoni,pepperoni,el,El embutido picante que pones en la pizza es el pepperoni,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es
automóvil,automobile,el,el,True,autom,True,cam,False,0.62890625,0.3515625,0.2451171875,cadillac,cadillac,el,El auto de lujo americano grande es el cadillac,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es
mochila,backpack,la,la,True,mo,True,mo,True,0.875,0.95703125,0.68359375,cenicero,ashtray,el,El recipiente donde los fumadores apagan cigarrillos es el cenicero,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es
pico,beak,el,la,False,p,True,p,True,0.55078125,0.953125,0.470703125,viga,rafter,la,La viga de madera que sostiene el techo es la viga,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es
puf,beanbag,el,el,True,de,False,c,False,0.46484375,0.41796875,0.0869140625,avispa,wasp,la,El insecto rayado que puede picar es la avispa,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es
barba,beard,la,el,False,bar,True,big,False,0.94140625,1.0,0.8046875,cisne,swan,el,El ave elegante de cuello largo es el cisne,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es
campana,bell,la,el,False,cam,True,tamb,False,0.890625,0.95703125,0.71484375,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es
