Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 9 lions. Then, 3 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9181130528450012,0.9517780542373657,0.8893442749977112
"At first there were 9 lions. Then, 4 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9141520857810974,0.9225109815597534,0.742629885673523
"At first there were 9 lions. Then, 5 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.8919976353645325,0.8971045017242432,0.8301366567611694
"At first there were 9 lions. Then, 6 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.892535388469696,0.9468207955360413,0.9246647953987122
"At first there were 9 lions. Then, 7 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9041630625724792,0.886485755443573,0.7623580694198608
"At first there were 9 lions. Then, 8 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.8557459712028503,0.9826120138168335,0.7325628995895386
"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.6336712837219238,0.9852773547172546,0.9471101760864258
"At first there were 3 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9652383923530579,0.9717935919761658,0.5788523554801941
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.7451885342597961,0.9848976731300354,0.8535638451576233
"At first there were 4 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9711794257164001,0.9679955840110779,0.6729035377502441
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,2,2,2,True,1,1,False,0.9381909966468811,0.9103516936302185,0.8394876718521118
"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.934050440788269,0.9780826568603516,0.7887485027313232
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9534648060798645,0.9395037293434143,0.5668908953666687
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,3,3,3,True,1,1,False,0.9232743978500366,0.9371307492256165,0.5424503684043884
"At first there were 5 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9177066683769226,0.9441279768943787,0.5398706793785095
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.8981449007987976,0.967566967010498,0.7737972736358643
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.9548883438110352,0.9564275741577148,0.7511456608772278
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9264617562294006,0.9365333914756775,0.6897202730178833
"At first there were 6 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9252729415893555,0.9006223082542419,0.7610727548599243
"At first there were 6 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.920401394367218,0.9511632323265076,0.8137558102607727
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.8842475414276123,0.9714431762695312,0.8104693293571472
"At first there were 7 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,0.9718451499938965,0.9730864763259888,0.7812397480010986
"At first there were 7 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.9470778107643127,0.9333650469779968,0.5867721438407898
"At first there were 7 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.945241391658783,0.9386615753173828,0.6940330266952515
"At first there were 7 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9426352381706238,0.9670693278312683,0.8581691980361938
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.926912784576416,0.9215174317359924,0.8755250573158264
"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.9201064705848694,0.9646430015563965,0.7593517899513245
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,7,7,7,True,7,7,True,0.961068332195282,0.9492587447166443,0.6662824749946594
"At first there were 8 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,0.9377983212471008,0.9570934176445007,0.694668710231781
"At first there were 8 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.93594890832901,0.9065828323364258,0.4922441244125366
"At first there were 8 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9329574704170227,0.9348944425582886,0.8226439952850342
"At first there were 8 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9115386009216309,0.9122350811958313,0.8349997401237488
"At first there were 8 tigers. Then, 6 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9119852185249329,0.8872836828231812,0.8400431871414185
"At first there were 8 tigers. Then, 7 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.9179050922393799,0.9653019309043884,0.648318350315094
"At first there were 9 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,8,8,8,True,8,8,True,0.9673994779586792,0.9746290445327759,0.8027732372283936
"At first there were 9 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,7,7,7,True,1,1,False,0.9354861378669739,0.9217846393585205,0.6678040623664856
"At first there were 9 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,0.9390222430229187,0.9508087635040283,0.815330982208252
"At first there were 9 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.9349445700645447,0.9204288125038147,0.5448685884475708
"At first there were 9 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9217063188552856,0.8851731419563293,0.7126895785331726
"At first there were 9 tigers. Then, 6 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9245367646217346,0.9327347874641418,0.8188530802726746
"At first there were 9 tigers. Then, 7 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9318314790725708,0.8607399463653564,0.5594317317008972
"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.8918749094009399,0.961671769618988,0.6306918859481812
"At first there were 2 giraffes. Then, 1 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.5460440516471863,0.9835151433944702,0.870272696018219
"At first there were 3 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9601301550865173,0.952579140663147,0.57891845703125
"At first there were 3 giraffes. Then, 2 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.6928272843360901,0.9858971238136292,0.8174689412117004
"At first there were 4 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9674747586250305,0.963191032409668,0.7051604986190796
"At first there were 4 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,1,1,False,0.9166788458824158,0.8589411377906799,0.8725099563598633
"At first there were 4 giraffes. Then, 3 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.9121012687683105,0.9842312932014465,0.7179354429244995
"At first there were 5 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9544442892074585,0.9349626302719116,0.6548526883125305
"At first there were 5 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,1,1,False,0.9077039957046509,0.9256672859191895,0.5802987813949585
"At first there were 5 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9068401455879211,0.9413532614707947,0.5336853861808777
"At first there were 5 giraffes. Then, 4 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.8549672961235046,0.9765095710754395,0.655116856098175
"At first there were 6 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.9593572020530701,0.9551792740821838,0.8385718464851379
"At first there were 6 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.912833034992218,0.9169837832450867,0.6911580562591553
"At first there were 6 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9183278679847717,0.8449850678443909,0.7622337341308594
"At first there were 6 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.8958882093429565,0.9441832900047302,0.8346085548400879
"At first there were 6 giraffes. Then, 5 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.8411144614219666,0.9765424728393555,0.7312148213386536
"At first there were 7 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,6,6,True,0.9664750099182129,0.9713205695152283,0.8192697763442993
"At first there were 7 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.9305142164230347,0.9092201590538025,0.532289445400238
"At first there were 7 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9341856837272644,0.9249470233917236,0.6589150428771973
"At first there were 7 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.920974850654602,0.9613994359970093,0.854630708694458
"At first there were 7 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.8936585783958435,0.8889854550361633,0.8642829656600952
"At first there were 7 giraffes. Then, 6 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.887802243232727,0.9625759720802307,0.48600614070892334
"At first there were 8 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,7,7,7,True,7,7,True,0.9629907011985779,0.9573999047279358,0.7916354537010193
"At first there were 8 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,6,6,True,0.9177327752113342,0.9507262110710144,0.7049074769020081
"At first there were 8 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.9242107272148132,0.893613874912262,0.5705118775367737
"At first there were 8 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9064725041389465,0.9155851006507874,0.8401870131492615
"At first there were 8 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.8780950307846069,0.8953678011894226,0.8589533567428589
"At first there were 8 giraffes. Then, 6 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.8787186145782471,0.8126473426818848,0.860706627368927
"At first there were 8 giraffes. Then, 7 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.8967710733413696,0.9725672006607056,0.45768213272094727
"At first there were 9 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,8,8,8,True,8,8,True,0.9628700017929077,0.9789513945579529,0.8825266361236572
"At first there were 9 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,7,7,7,True,1,1,False,0.9360058307647705,0.9183112382888794,0.6639237999916077
"At first there were 9 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,6,6,True,0.9414485692977905,0.9490439295768738,0.8482353091239929
"At first there were 9 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.931196391582489,0.9088807106018066,0.6215329766273499
"At first there were 9 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9157553911209106,0.8714638352394104,0.7503023743629456
"At first there were 9 giraffes. Then, 6 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9203193783760071,0.9136965870857239,0.8860459327697754
"At first there were 9 giraffes. Then, 7 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9267382025718689,0.8261618614196777,0.6867594718933105
"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,is,are,are,False,1,1,1,True,1,1,True,0.8800303936004639,0.9806824922561646,0.5574160218238831
"At first there were 2 cows. Then, 1 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.47597700357437134,0.9930081367492676,0.9592171311378479
"At first there were 3 cows. Then, 1 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9801264405250549,0.9812980890274048,0.8854273557662964
"At first there were 3 cows. Then, 2 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.8362815976142883,0.9890553951263428,0.9322952628135681
"At first there were 4 cows. Then, 1 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9766562581062317,0.9793398380279541,0.8955397009849548
"At first there were 4 cows. Then, 2 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9466922879219055,0.9357514977455139,0.6603537201881409
"At first there were 4 cows. Then, 3 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.947763979434967,0.9877256751060486,0.9091231822967529
"At first there were 5 cows. Then, 1 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9666851758956909,0.9724937081336975,0.911088228225708
"At first there were 5 cows. Then, 2 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9287567734718323,0.9596611261367798,0.8506113886833191
"At first there were 5 cows. Then, 3 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9268977046012878,0.9628877639770508,0.75867760181427
"At first there were 5 cows. Then, 4 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.9038110971450806,0.9841614961624146,0.9229006767272949
"At first there were 6 cows. Then, 1 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9692938327789307,0.9779422879219055,0.9433419704437256
"At first there were 6 cows. Then, 2 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9315840601921082,0.9537197351455688,0.9102737903594971
"At first there were 6 cows. Then, 3 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9329445362091064,0.9087933301925659,0.8958227634429932
"At first there were 6 cows. Then, 4 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9240310788154602,0.9619776606559753,0.9197087287902832
"At first there were 6 cows. Then, 5 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.8979015350341797,0.9825469851493835,0.8931834101676941
"At first there were 7 cows. Then, 1 went away. Now, there",cows,are,is,are,True,6,6,6,True,6,6,True,0.9766013622283936,0.9867346286773682,0.9490762948989868
"At first there were 7 cows. Then, 2 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9458410143852234,0.9544610381126404,0.8422824740409851
"At first there were 7 cows. Then, 3 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9462704658508301,0.9537891745567322,0.8832874298095703
"At first there were 7 cows. Then, 4 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9426698684692383,0.9756014943122864,0.9553332924842834
"At first there were 7 cows. Then, 5 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9272246360778809,0.9467637538909912,0.9398027658462524
"At first there were 7 cows. Then, 6 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.9177829027175903,0.9862061142921448,0.8949624300003052
"At first there were 8 cows. Then, 1 went away. Now, there",cows,are,is,are,True,7,7,7,True,7,7,True,0.9710779190063477,0.9713019132614136,0.9025123715400696
"At first there were 8 cows. Then, 2 went away. Now, there",cows,are,is,are,True,6,6,6,True,6,6,True,0.9366756081581116,0.969527542591095,0.9175474643707275
"At first there were 8 cows. Then, 3 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9387327432632446,0.9385566115379333,0.8598939776420593
"At first there were 8 cows. Then, 4 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9329837560653687,0.9442239999771118,0.9280136823654175
"At first there were 8 cows. Then, 5 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9166955947875977,0.9478017091751099,0.9386945366859436
"At first there were 8 cows. Then, 6 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.909614622592926,0.9260111451148987,0.9298626184463501
"At first there were 8 cows. Then, 7 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.9258983731269836,0.9888486862182617,0.8977279663085938
"At first there were 9 cows. Then, 1 went away. Now, there",cows,are,is,are,True,8,8,8,True,8,8,True,0.9782668352127075,0.9884196519851685,0.9580873847007751
"At first there were 9 cows. Then, 2 went away. Now, there",cows,are,is,are,True,7,7,7,True,7,7,True,0.9530496597290039,0.9461870789527893,0.7184708118438721
"At first there were 9 cows. Then, 3 went away. Now, there",cows,are,is,are,True,6,6,6,True,6,6,True,0.9537028074264526,0.9654412269592285,0.9399274587631226
"At first there were 9 cows. Then, 4 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9533848166465759,0.9477783441543579,0.8877981901168823
"At first there were 9 cows. Then, 5 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.944537878036499,0.9421185851097107,0.921607494354248
"At first there were 9 cows. Then, 6 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9420099258422852,0.9637491106987,0.9629085659980774
"At first there were 9 cows. Then, 7 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9531591534614563,0.9343006610870361,0.9233018159866333
"At first there were 9 cows. Then, 8 went away. Now, there",cows,is,are,are,False,1,1,1,True,1,1,True,0.9281870126724243,0.9907812476158142,0.9223212003707886
"At first there were 2 horses. Then, 1 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.6821727156639099,0.9909161925315857,0.9630305767059326
"At first there were 3 horses. Then, 1 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9758949875831604,0.9846466183662415,0.88462895154953
"At first there were 3 horses. Then, 2 went away. Now, there",horses,is,are,are,False,1,1,1,True,1,1,True,0.6640225052833557,0.9933121800422668,0.9552624821662903
"At first there were 4 horses. Then, 1 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9765189290046692,0.9813303351402283,0.9040439128875732
"At first there were 4 horses. Then, 2 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9278613328933716,0.9476081132888794,0.6479046940803528
"At first there were 4 horses. Then, 3 went away. Now, there",horses,is,are,are,False,1,1,1,True,1,1,True,0.9255099892616272,0.9924484491348267,0.9236933588981628
"At first there were 5 horses. Then, 1 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9633387923240662,0.970670223236084,0.904312014579773
"At first there were 5 horses. Then, 2 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.92063307762146,0.9639714956283569,0.8479883670806885
"At first there were 5 horses. Then, 3 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9194541573524475,0.9686994552612305,0.7232820391654968
"At first there were 5 horses. Then, 4 went away. Now, there",horses,is,are,are,False,1,1,1,True,1,1,True,0.8928852677345276,0.9871042966842651,0.9125431776046753
"At first there were 6 horses. Then, 1 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.9695284962654114,0.9793648719787598,0.9567625522613525
"At first there were 6 horses. Then, 2 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9258958697319031,0.9613168835639954,0.9304239153862
"At first there were 6 horses. Then, 3 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9293143153190613,0.9140621423721313,0.912380039691925
"At first there were 6 horses. Then, 4 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9234646558761597,0.9683328866958618,0.9273006319999695
"At first there were 6 horses. Then, 5 went away. Now, there",horses,is,are,are,False,1,1,1,True,1,1,True,0.881637692451477,0.9889012575149536,0.912955641746521
"At first there were 7 horses. Then, 1 went away. Now, there",horses,are,is,are,True,6,6,6,True,6,6,True,0.9766564965248108,0.9881382584571838,0.9515377879142761
"At first there were 7 horses. Then, 2 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.944099485874176,0.9567152857780457,0.8404184579849243
"At first there were 7 horses. Then, 3 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.945875346660614,0.9624925851821899,0.9083806276321411
"At first there were 7 horses. Then, 4 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9452244639396667,0.9801836609840393,0.9639730453491211
"At first there were 7 horses. Then, 5 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.928331732749939,0.9572603106498718,0.9504449367523193
"At first there were 7 horses. Then, 6 went away. Now, there",horses,is,are,are,False,1,1,1,True,1,1,True,0.9109961986541748,0.990565836429596,0.9096179604530334
"At first there were 8 horses. Then, 1 went away. Now, there",horses,are,is,are,True,7,7,7,True,7,7,True,0.9712647795677185,0.975660502910614,0.9257492423057556
"At first there were 8 horses. Then, 2 went away. Now, there",horses,are,is,are,True,6,6,6,True,6,6,True,0.939332127571106,0.9716349244117737,0.9271222949028015
"At first there were 8 horses. Then, 3 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.9410512447357178,0.9454269409179688,0.8818132281303406
"At first there were 8 horses. Then, 4 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9382075071334839,0.9523098468780518,0.9373945593833923
"At first there were 8 horses. Then, 5 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9199413061141968,0.9581436514854431,0.9528126120567322
"At first there were 8 horses. Then, 6 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.910269021987915,0.9409981369972229,0.9458745121955872
"At first there were 8 horses. Then, 7 went away. Now, there",horses,is,are,are,False,1,1,1,True,1,1,True,0.9191909432411194,0.9918867945671082,0.9000392556190491
"At first there were 9 horses. Then, 1 went away. Now, there",horses,are,is,are,True,8,8,8,True,8,8,True,0.9793267250061035,0.9898770451545715,0.968122124671936
"At first there were 9 horses. Then, 2 went away. Now, there",horses,are,is,are,True,7,7,7,True,7,7,True,0.9533267617225647,0.9498599171638489,0.7054627537727356
"At first there were 9 horses. Then, 3 went away. Now, there",horses,are,is,are,True,6,6,6,True,6,6,True,0.954836905002594,0.9689756035804749,0.9482046365737915
"At first there were 9 horses. Then, 4 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.9551602602005005,0.9519628286361694,0.89601069688797
"At first there were 9 horses. Then, 5 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9462626576423645,0.9482192993164062,0.9325367212295532
"At first there were 9 horses. Then, 6 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9437568187713623,0.9673645496368408,0.9667696356773376
"At first there were 9 horses. Then, 7 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9503269195556641,0.9416149258613586,0.9318529963493347
"At first there were 9 horses. Then, 8 went away. Now, there",horses,is,are,are,False,1,1,1,True,1,1,True,0.9254350662231445,0.992588222026825,0.9289513230323792
"At first there were 2 sheep. Then, 1 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.49917423725128174,0.9900078773498535,0.9526540637016296
"At first there were 3 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9718306660652161,0.9796187877655029,0.8506150245666504
"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.8116353154182434,0.9872477054595947,0.9106835126876831
"At first there were 4 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9667643904685974,0.9735475182533264,0.8723946809768677
"At first there were 4 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9303381443023682,0.9225348234176636,0.5455699563026428
"At first there were 4 sheep. Then, 3 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.9268876910209656,0.982992947101593,0.8661223649978638
"At first there were 5 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9438016414642334,0.9584863185882568,0.8581289649009705
"At first there were 5 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.897348165512085,0.9469908475875854,0.8126530051231384
"At first there were 5 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.891247034072876,0.9551737308502197,0.7393687963485718
"At first there were 5 sheep. Then, 4 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.8552672266960144,0.9771488904953003,0.8662704825401306
"At first there were 6 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.9555305242538452,0.9640788435935974,0.9119870066642761
"At first there were 6 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.904137372970581,0.9362701773643494,0.8821261525154114
"At first there were 6 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.903279721736908,0.8947344422340393,0.8797321915626526
"At first there were 6 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.8894751667976379,0.9538788199424744,0.9030728936195374
"At first there were 6 sheep. Then, 5 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.8575085401535034,0.9791527390480042,0.8657494187355042
"At first there were 7 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,6,6,6,True,6,6,True,0.9614605903625488,0.978714644908905,0.9182119369506836
"At first there were 7 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.9208964705467224,0.9372477531433105,0.8169717788696289
"At first there were 7 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9197127223014832,0.9448398947715759,0.8677036166191101
"At first there were 7 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9158987998962402,0.9738325476646423,0.9511250257492065
"At first there were 7 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.8934022188186646,0.9414105415344238,0.9346182346343994
"At first there were 7 sheep. Then, 6 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.8842951655387878,0.9834036231040955,0.8566410541534424
"At first there were 8 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,7,7,7,True,7,7,True,0.9594328999519348,0.9614665508270264,0.8742430806159973
"At first there were 8 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,6,6,6,True,6,6,True,0.9119659066200256,0.9570755958557129,0.8938455581665039
"At first there were 8 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.9099686741828918,0.9154362082481384,0.81130450963974
"At first there were 8 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.903878390789032,0.9318379163742065,0.9103503227233887
"At first there were 8 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.8809040784835815,0.9312497973442078,0.922257125377655
