Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9893344044685364,1.0,0.9999996423721313
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9999057054519653,1.0,0.9959438443183899
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.999902606010437,1.0,0.9977067708969116
"At first there were 5 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9998382329940796,1.0,0.9788171648979187
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9832555055618286,1.0,0.9999996423721313
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.9999610185623169,1.0,0.570846438407898
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9999368190765381,1.0,0.9997208714485168
"At first there were 6 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9999407529830933,1.0,0.7036207914352417
"At first there were 6 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.999915361404419,1.0,0.987141489982605
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9908500909805298,1.0,0.9999995231628418
"At first there were 7 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,0.9999536275863647,1.0,0.9144628047943115
"At first there were 7 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.9999258518218994,1.0,0.7725661396980286
"At first there were 7 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9999196529388428,1.0,0.9990037083625793
"At first there were 7 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9999185800552368,1.0,0.9870914220809937
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9998348951339722,1.0,0.9977529644966125
"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9947763681411743,1.0,0.9999986886978149
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,7,7,7,True,7,7,True,0.9999768733978271,1.0,0.9109511971473694
"At first there were 8 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,0.9999339580535889,1.0,0.999985933303833
"At first there were 8 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.9999697208404541,1.0,0.9871020913124084
"At first there were 8 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9999406337738037,1.0,0.9999654293060303
"At first there were 8 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9999463558197021,1.0,0.999980092048645
"At first there were 8 tigers. Then, 6 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9998468160629272,1.0,0.9992401599884033
"At first there were 8 tigers. Then, 7 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9930196404457092,1.0,0.9999985694885254
"At first there were 9 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,8,8,8,True,8,8,True,0.9999580383300781,1.0,0.9801251888275146
"At first there were 9 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,7,7,7,True,7,7,True,0.9999440908432007,1.0,0.9786621928215027
"At first there were 9 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,0.9999542236328125,1.0,0.9997879862785339
"At first there were 9 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,0.9999539852142334,1.0,0.99558025598526
"At first there were 9 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,0.9999364614486694,1.0,0.9999815225601196
"At first there were 9 tigers. Then, 6 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9998806715011597,1.0,0.9997072815895081
"At first there were 9 tigers. Then, 7 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9997922778129578,1.0,0.9955381751060486
"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9924806356430054,1.0,0.9999990463256836
"At first there were 2 giraffes. Then, 1 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.8175356388092041,1.0,0.9999998807907104
"At first there were 3 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9999397993087769,1.0,0.9940986633300781
"At first there were 3 giraffes. Then, 2 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.966096043586731,1.0,0.9999998807907104
"At first there were 4 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9999761581420898,1.0,0.998823344707489
"At first there were 4 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9999264478683472,1.0,0.9998133778572083
"At first there were 4 giraffes. Then, 3 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.9948687553405762,1.0,0.9999998807907104
"At first there were 5 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9999589920043945,1.0,0.999519944190979
"At first there were 5 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.99994957447052,1.0,0.9997392296791077
"At first there were 5 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9999346733093262,1.0,0.9942684173583984
"At first there were 5 giraffes. Then, 4 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.9803503751754761,1.0,0.9999998807907104
"At first there were 6 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.9999837875366211,1.0,0.9326922297477722
"At first there were 6 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9999626874923706,1.0,0.9999421834945679
"At first there were 6 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9999706745147705,1.0,0.9514187574386597
"At first there were 6 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9999643564224243,1.0,0.997444748878479
"At first there were 6 giraffes. Then, 5 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.9898183941841125,1.0,0.9999998807907104
"At first there were 7 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,6,6,True,0.9999812841415405,1.0,0.9938686490058899
"At first there were 7 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.9999595880508423,1.0,0.9488147497177124
"At first there were 7 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9999622106552124,1.0,0.9998075366020203
"At first there were 7 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9999631643295288,1.0,0.998601496219635
"At first there were 7 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.999932050704956,1.0,0.9990885257720947
"At first there were 7 giraffes. Then, 6 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.9970706701278687,1.0,0.9999991655349731
"At first there were 8 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,7,7,7,True,7,7,True,0.9999912977218628,1.0,0.9916098713874817
"At first there were 8 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,6,6,True,0.999963641166687,1.0,0.9999959468841553
"At first there were 8 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.999984622001648,1.0,0.9984045624732971
"At first there were 8 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9999740123748779,1.0,0.9999898672103882
"At first there were 8 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9999761581420898,1.0,0.9999920129776001
"At first there were 8 giraffes. Then, 6 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9999442100524902,1.0,0.9998233914375305
"At first there were 8 giraffes. Then, 7 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.9963401556015015,1.0,0.9999992847442627
"At first there were 9 giraffes. Then, 1 went away. Now, there",giraffes,are,is,are,True,8,8,8,True,8,8,True,0.999982476234436,1.0,0.9988605976104736
"At first there were 9 giraffes. Then, 2 went away. Now, there",giraffes,are,is,are,True,7,7,7,True,7,7,True,0.9999551773071289,1.0,0.9974954724311829
"At first there were 9 giraffes. Then, 3 went away. Now, there",giraffes,are,is,are,True,6,6,6,True,6,6,True,0.9999663829803467,1.0,0.9999504089355469
"At first there were 9 giraffes. Then, 4 went away. Now, there",giraffes,are,is,are,True,5,5,5,True,5,5,True,0.9999704360961914,1.0,0.9992201328277588
"At first there were 9 giraffes. Then, 5 went away. Now, there",giraffes,are,is,are,True,4,4,4,True,4,4,True,0.9999599456787109,1.0,0.999992847442627
"At first there were 9 giraffes. Then, 6 went away. Now, there",giraffes,are,is,are,True,3,3,3,True,3,3,True,0.9999328851699829,1.0,0.9999409914016724
"At first there were 9 giraffes. Then, 7 went away. Now, there",giraffes,are,is,are,True,2,2,2,True,2,2,True,0.9998838901519775,1.0,0.9994589686393738
"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,is,are,is,True,1,1,1,True,1,1,True,0.9942061901092529,1.0,0.9999995231628418
"At first there were 2 cows. Then, 1 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.9583988189697266,1.0,0.9999997615814209
"At first there were 3 cows. Then, 1 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9998985528945923,1.0,0.9975307583808899
"At first there were 3 cows. Then, 2 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.9815948009490967,1.0,0.9999997615814209
"At first there were 4 cows. Then, 1 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9999645948410034,1.0,0.9986686706542969
"At first there were 4 cows. Then, 2 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9998804330825806,1.0,0.999880313873291
"At first there were 4 cows. Then, 3 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.9919933080673218,1.0,1.0
"At first there were 5 cows. Then, 1 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9999363422393799,1.0,0.9997860789299011
"At first there were 5 cows. Then, 2 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9999144077301025,1.0,0.9998101592063904
"At first there were 5 cows. Then, 3 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9998706579208374,1.0,0.9986628293991089
"At first there were 5 cows. Then, 4 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.8860597014427185,1.0,1.0
"At first there were 6 cows. Then, 1 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9999697208404541,1.0,0.9593479037284851
"At first there were 6 cows. Then, 2 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9999370574951172,1.0,0.9999488592147827
"At first there were 6 cows. Then, 3 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9999339580535889,1.0,0.9566308856010437
"At first there were 6 cows. Then, 4 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9999092817306519,1.0,0.9977216124534607
"At first there were 6 cows. Then, 5 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.9612733721733093,1.0,1.0
"At first there were 7 cows. Then, 1 went away. Now, there",cows,are,is,are,True,6,6,6,True,6,6,True,0.9999748468399048,1.0,0.9965910911560059
"At first there were 7 cows. Then, 2 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9999436140060425,1.0,0.9805506467819214
"At first there were 7 cows. Then, 3 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9999371767044067,1.0,0.9999363422393799
"At first there were 7 cows. Then, 4 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9999337196350098,1.0,0.9986687898635864
"At first there were 7 cows. Then, 5 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9998725652694702,1.0,0.9996817111968994
"At first there were 7 cows. Then, 6 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.9951342940330505,1.0,0.9999991655349731
"At first there were 8 cows. Then, 1 went away. Now, there",cows,are,is,are,True,7,7,7,True,7,7,True,0.9999837875366211,1.0,0.9977859258651733
"At first there were 8 cows. Then, 2 went away. Now, there",cows,are,is,are,True,6,6,6,True,6,6,True,0.9999445676803589,1.0,0.9999980926513672
"At first there were 8 cows. Then, 3 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9999644756317139,1.0,0.9996411800384521
"At first there were 8 cows. Then, 4 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9999414682388306,1.0,0.9999943971633911
"At first there were 8 cows. Then, 5 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9999445676803589,1.0,0.9999945163726807
"At first there were 8 cows. Then, 6 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9998689889907837,1.0,0.9999232292175293
"At first there were 8 cows. Then, 7 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.9912604689598083,1.0,0.9999996423721313
"At first there were 9 cows. Then, 1 went away. Now, there",cows,are,is,are,True,8,8,8,True,8,8,True,0.9999698400497437,1.0,0.9995648264884949
"At first there were 9 cows. Then, 2 went away. Now, there",cows,are,is,are,True,7,7,7,True,7,7,True,0.999945878982544,1.0,0.9993196725845337
"At first there were 9 cows. Then, 3 went away. Now, there",cows,are,is,are,True,6,6,6,True,6,6,True,0.999945878982544,1.0,0.9999881982803345
"At first there were 9 cows. Then, 4 went away. Now, there",cows,are,is,are,True,5,5,5,True,5,5,True,0.9999442100524902,1.0,0.9996212720870972
"At first there were 9 cows. Then, 5 went away. Now, there",cows,are,is,are,True,4,4,4,True,4,4,True,0.9999290704727173,1.0,0.9999949932098389
"At first there were 9 cows. Then, 6 went away. Now, there",cows,are,is,are,True,3,3,3,True,3,3,True,0.9998780488967896,1.0,0.9999626874923706
"At first there were 9 cows. Then, 7 went away. Now, there",cows,are,is,are,True,2,2,2,True,2,2,True,0.9998149275779724,1.0,0.9997686743736267
"At first there were 9 cows. Then, 8 went away. Now, there",cows,is,are,is,True,1,1,1,True,1,1,True,0.9326260089874268,1.0,1.0
"At first there were 2 horses. Then, 1 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9686545133590698,1.0,0.9999997615814209
"At first there were 3 horses. Then, 1 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9998457431793213,1.0,0.9889492988586426
"At first there were 3 horses. Then, 2 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9945842623710632,1.0,0.9999997615814209
"At first there were 4 horses. Then, 1 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9999653100967407,1.0,0.9973875880241394
"At first there were 4 horses. Then, 2 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9999251365661621,1.0,0.9996378421783447
"At first there were 4 horses. Then, 3 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9983518123626709,1.0,0.9999995231628418
"At first there were 5 horses. Then, 1 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9998962879180908,1.0,0.9952417612075806
"At first there were 5 horses. Then, 2 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9999357461929321,1.0,0.9991745352745056
"At first there were 5 horses. Then, 3 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9998911619186401,1.0,0.995486319065094
"At first there were 5 horses. Then, 4 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9971515536308289,1.0,0.999993085861206
"At first there were 6 horses. Then, 1 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.9999690055847168,1.0,0.9279603958129883
"At first there were 6 horses. Then, 2 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9999599456787109,1.0,0.9999452829360962
"At first there were 6 horses. Then, 3 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9999614953994751,1.0,0.9566429853439331
"At first there were 6 horses. Then, 4 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9999309778213501,1.0,0.9959690570831299
"At first there were 6 horses. Then, 5 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9915737509727478,1.0,0.9999996423721313
"At first there were 7 horses. Then, 1 went away. Now, there",horses,are,is,are,True,6,6,6,True,6,6,True,0.9999433755874634,1.0,0.9781808257102966
"At first there were 7 horses. Then, 2 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.9999421834945679,1.0,0.9551164507865906
"At first there were 7 horses. Then, 3 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9999456405639648,1.0,0.9999403953552246
"At first there were 7 horses. Then, 4 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9999388456344604,1.0,0.9989803433418274
"At first there were 7 horses. Then, 5 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.999879002571106,1.0,0.9997287392616272
"At first there were 7 horses. Then, 6 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9960595369338989,1.0,0.999993085861206
"At first there were 8 horses. Then, 1 went away. Now, there",horses,are,is,are,True,7,7,7,True,7,7,True,0.9999828338623047,1.0,0.9909235835075378
"At first there were 8 horses. Then, 2 went away. Now, there",horses,are,is,are,True,6,6,6,True,6,6,True,0.9999673366546631,1.0,0.9999977350234985
"At first there were 8 horses. Then, 3 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.9999792575836182,1.0,0.9996621608734131
"At first there were 8 horses. Then, 4 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9999573230743408,1.0,0.999995231628418
"At first there were 8 horses. Then, 5 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9999678134918213,1.0,0.9999971389770508
"At first there were 8 horses. Then, 6 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9999114274978638,1.0,0.9999469518661499
"At first there were 8 horses. Then, 7 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9964534044265747,1.0,0.999998927116394
"At first there were 9 horses. Then, 1 went away. Now, there",horses,are,is,are,True,8,8,8,True,8,8,True,0.9999673366546631,1.0,0.9987454414367676
"At first there were 9 horses. Then, 2 went away. Now, there",horses,are,is,are,True,7,7,7,True,7,7,True,0.9999732971191406,1.0,0.9985176920890808
"At first there were 9 horses. Then, 3 went away. Now, there",horses,are,is,are,True,6,6,6,True,6,6,True,0.9999707937240601,1.0,0.9999881982803345
"At first there were 9 horses. Then, 4 went away. Now, there",horses,are,is,are,True,5,5,5,True,5,5,True,0.9999595880508423,1.0,0.9997193217277527
"At first there were 9 horses. Then, 5 went away. Now, there",horses,are,is,are,True,4,4,4,True,4,4,True,0.9999558925628662,1.0,0.9999966621398926
"At first there were 9 horses. Then, 6 went away. Now, there",horses,are,is,are,True,3,3,3,True,3,3,True,0.9999314546585083,1.0,0.9999853372573853
"At first there were 9 horses. Then, 7 went away. Now, there",horses,are,is,are,True,2,2,2,True,2,2,True,0.9999005794525146,1.0,0.9998774528503418
"At first there were 9 horses. Then, 8 went away. Now, there",horses,is,are,is,True,1,1,1,True,1,1,True,0.9959462285041809,1.0,0.9999995231628418
"At first there were 2 sheep. Then, 1 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.9074414372444153,1.0,0.9999997615814209
"At first there were 3 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9998360872268677,0.9999998807907104,0.9988507032394409
"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.969149112701416,1.0,0.9999997615814209
"At first there were 4 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9999449253082275,1.0,0.9994483590126038
"At first there were 4 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9998599290847778,1.0,0.9997923970222473
"At first there were 4 sheep. Then, 3 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.9919626116752625,1.0,1.0
"At first there were 5 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9998784065246582,0.9999998807907104,0.9998219609260559
"At first there were 5 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9998718500137329,1.0,0.9997838139533997
"At first there were 5 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9997591376304626,1.0,0.998930037021637
"At first there were 5 sheep. Then, 4 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.985639214515686,1.0,0.9999996423721313
"At first there were 6 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.9999537467956543,1.0,0.9888172149658203
"At first there were 6 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9999105930328369,0.9999998807907104,0.9999598264694214
"At first there were 6 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9999005794525146,1.0,0.9766858220100403
"At first there were 6 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9998337030410767,1.0,0.998264729976654
"At first there were 6 sheep. Then, 5 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.9860403537750244,1.0,1.0
"At first there were 7 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,6,6,6,True,6,6,True,0.9999632835388184,1.0,0.9993112087249756
"At first there were 7 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.9999407529830933,1.0,0.9767206311225891
"At first there were 7 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9999217987060547,1.0,0.999954104423523
"At first there were 7 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.999904990196228,1.0,0.9996381998062134
"At first there were 7 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9998513460159302,1.0,0.9998379945755005
"At first there were 7 sheep. Then, 6 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.9957616925239563,1.0,0.9999988079071045
"At first there were 8 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,7,7,7,True,7,7,True,0.9999804496765137,1.0,0.9987622499465942
"At first there were 8 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,6,6,6,True,6,6,True,0.999934196472168,1.0,0.9999979734420776
"At first there were 8 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.9999569654464722,1.0,0.9997081160545349
"At first there were 8 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9999246597290039,1.0,0.999994158744812
"At first there were 8 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9999327659606934,1.0,0.9999943971633911
"At first there were 8 sheep. Then, 6 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.999813973903656,1.0,0.9998990297317505
"At first there were 8 sheep. Then, 7 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.9938604831695557,1.0,0.9999995231628418
"At first there were 9 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,8,8,8,True,8,8,True,0.9999605417251587,1.0,0.9996324777603149
"At first there were 9 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,7,7,7,True,7,7,True,0.9999496936798096,1.0,0.9985148310661316
"At first there were 9 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,6,6,6,True,6,6,True,0.9999418258666992,1.0,0.9999821186065674
"At first there were 9 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.9999358654022217,1.0,0.9994677901268005
"At first there were 9 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9999209642410278,1.0,0.9999940395355225
"At first there were 9 sheep. Then, 6 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9998688697814941,1.0,0.9999350309371948
"At first there were 9 sheep. Then, 7 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9997500777244568,1.0,0.9997723698616028
"At first there were 9 sheep. Then, 8 went away. Now, there",sheep,is,are,is,True,1,1,1,True,1,1,True,0.9933740496635437,1.0,0.9999991655349731
