prompt,animal,original,subtracted,number,answer,name,original_are_prob,original_is_prob,zeroed_are_prob,zeroed_is_prob,multiplied_are_prob,multiplied_is_prob,selected_nodes_count
"At first there were 8 cats. Then, 2 went away. Now, there",cats,8,2,6,are,cats-8-2,1.0,1.6916601452976465e-10,1.0,1.1641532182693481e-10,1.0,2.648448571562767e-09,3
"At first there were 8 cows. Then, 2 went away. Now, there",cows,8,2,6,are,cows-8-2,1.0,2.455635694786906e-10,1.0,1.1641532182693481e-10,1.0,1.8189894035458565e-09,2
"At first there were 9 horses. Then, 3 went away. Now, there",horses,9,3,6,are,horses-9-3,1.0,2.455635694786906e-10,1.0,1.1641532182693481e-10,1.0,2.9976945370435715e-09,2
"At first there were 7 rabbits. Then, 2 went away. Now, there",rabbits,7,2,5,are,rabbits-7-2,1.0,3.1650415621697903e-10,1.0,1.9190338207408786e-10,1.0,2.066371962428093e-09,1
"At first there were 8 sheep. Then, 6 went away. Now, there",sheep,8,6,2,are,sheep-8-6,1.0,7.048583938740194e-11,1.0,4.274625098332763e-11,1.0,8.585629984736443e-10,3
"At first there were 7 lions. Then, 5 went away. Now, there",lions,7,5,2,are,lions-7-5,1.0,2.7830537874251604e-10,1.0,2.455635694786906e-10,1.0,1.2514647096395493e-09,3
"At first there were 9 lions. Then, 7 went away. Now, there",lions,9,7,2,are,lions-9-7,1.0,3.583409124985337e-10,1.0,1.318767317570746e-10,1.0,6.693881005048752e-10,3
"At first there were 8 sheep. Then, 3 went away. Now, there",sheep,8,3,5,are,sheep-8-3,1.0,1.1641532182693481e-10,1.0,7.048583938740194e-11,1.0,8.585629984736443e-10,2
"At first there were 9 giraffes. Then, 5 went away. Now, there",giraffes,9,5,4,are,giraffes-9-5,1.0,1.318767317570746e-10,1.0,7.048583938740194e-11,1.0,1.6079866327345371e-09,1
"At first there were 9 giraffes. Then, 7 went away. Now, there",giraffes,9,7,2,are,giraffes-9-7,1.0,8.003553375601768e-11,1.0,4.274625098332763e-11,1.0,1.9190338207408786e-10,2
"At first there were 8 cats. Then, 4 went away. Now, there",cats,8,4,4,are,cats-8-4,1.0,1.4915713109076023e-10,1.0,1.0277290130034089e-10,1.0,2.648448571562767e-09,1
"At first there were 4 lions. Then, 2 went away. Now, there",lions,4,2,2,are,lions-4-2,1.0,1.3445969671010971e-08,1.0,9.255018085241318e-09,1.0,2.8405338525772095e-08,4
