,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,n_features,substring,stopped_generation
176,"Winds of freedom whisper where chains dare not clink,",clink,ink,clink,True,Beneath the stars they dance in silent ink.,Beneath the stars they dance in silent ink.,Beneath the stars they dance in silent,76,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Winds of freedom whisper where chains dare not clink,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Winds of freedom whisper where chains dare not clink,
assistant
<think>

</think>

Banners fly high where the brave stand."
178,"Beneath the map's edge, the unknown beckons soft and wide,",wide,glide,collide,True,A world of dreams where shadows gently glide.,A world of dreams where shadows gently glide.,A world of dreams where shadows gently,86,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Beneath the map's edge, the unknown beckons soft and wide,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Beneath the map's edge, the unknown beckons soft and wide,
assistant
<think>

</think>

A world of dreams where secrets are kept."
182,"The sun spills gold on laughter's tender track,",track,back,track,True,"The breeze carries whispers of a warm, bright back.","The breeze carries whispers of a warm, bright back.","The breeze carries whispers of a warm, bright",84,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: The sun spills gold on laughter's tender track,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: The sun spills gold on laughter's tender track,
assistant
<think>

</think>

The breeze carries songs through the morning's tender."
185,"Amidst the swirl of hues and whispered air,",air,bare,despair,True,A dance of dreams in every bare.,A dance of dreams in every bare.,A dance of dreams in every,90,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Amidst the swirl of hues and whispered air,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Amidst the swirl of hues and whispered air,
assistant
<think>

</think>

A dance of light in twilight's hush."
186,"Beneath soft lies, the truth wears a cloak of light,",light,night,light,True,A whisper of night.,A whisper of night.,A whisper of,84,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Beneath soft lies, the truth wears a cloak of light,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Beneath soft lies, the truth wears a cloak of light,
assistant
<think>

</think>

Hidden in the shadows, it waits to be spoke."
187,"Two hearts entwined where the vows take flight,",flight,light,light,True,A dance of love in the twilight's light.,A dance of love in the twilight's light.,A dance of love in the twilight's,91,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined where the vows take flight,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined where the vows take flight,
assistant
<think>

</think>

A promise made to last forever."
189,"In whispered hearts where silent dreams take flight,",flight,bright,light,True,A quiet world in shadows softly bright.,"In whispered hearts where silent dreams take flight,  
A quiet world in shadows softly bright.","In whispered hearts where silent dreams take flight,  
A quiet world in shadows softly",95,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In whispered hearts where silent dreams take flight,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In whispered hearts where silent dreams take flight,
assistant
<think>

</think>

In whispered hearts where silent dreams take flight,"
190,"A breath too brief, a shadow that swallows the light,",light,night,light,True,A whisper of night.,A whisper of night.,A whisper of,75,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: A breath too brief, a shadow that swallows the light,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: A breath too brief, a shadow that swallows the light,
assistant
<think>

</think>

A fleeting whisper in the hush of the night."
192,"A bond unspoken, yet stronger than time,",time,sublime,time,True,"A silent promise, deep and sublime.","A silent promise, deep and sublime.","A silent promise, deep and",71,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: A bond unspoken, yet stronger than time,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: A bond unspoken, yet stronger than time,
assistant
<think>

</think>

A love that time cannot break."
197,"In flawless cracks, the beauty truly shines,",shines,lines,shines,True,A hidden light through broken lines.,"In flawless cracks, the beauty truly shines,  
A hidden light through broken lines.","In flawless cracks, the beauty truly shines,  
A hidden light through broken",72,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In flawless cracks, the beauty truly shines,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In flawless cracks, the beauty truly shines,
assistant
<think>

</think>

In flawless cracks, the beauty truly shines,  
A hidden art where light and shadow align."
206,"When silence speaks, the heart turns cold,",cold,gold,told,True,The shadows dance in silent gold.,The shadows dance in silent gold.,The shadows dance in silent,79,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: When silence speaks, the heart turns cold,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: When silence speaks, the heart turns cold,
assistant
<think>

</think>

When silence speaks, the heart turns cold."
208,"Though flesh may fade, the deeds we do ignite…",ignite,light,light,True,...a lasting light.,...a lasting light.,...a lasting,66,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Though flesh may fade, the deeds we do ignite…<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Though flesh may fade, the deeds we do ignite…
assistant
<think>

</think>

...live on in the echoes of the truth."
209,"Colors weep from silent canvases, whispers take form in clay’s embrace,",embrace,trace,embrace,True,Silent symphonies in every trace.,Silent symphonies in every trace.,Silent symphonies in every,84,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Colors weep from silent canvases, whispers take form in clay’s embrace,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Colors weep from silent canvases, whispers take form in clay’s embrace,
assistant
<think>

</think>

Silent voices rise in every line."
210,"Time stitches wrinkles in the cloth of youth,",youth,truth,youth,True,Age weaves gray through the threads of truth.,Age weaves gray through the threads of truth.,Age weaves gray through the threads of,59,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Time stitches wrinkles in the cloth of youth,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Time stitches wrinkles in the cloth of youth,
assistant
<think>

</think>

Age weaves threads of gray through the loom of life."
212,"Whispers of the dusk that shadows all our days,",days,gaze,maze,True,"Beneath the moon's pale, watchful gaze.","Beneath the moon's pale, watchful gaze.","Beneath the moon's pale, watchful",80,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of the dusk that shadows all our days,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of the dusk that shadows all our days,
assistant
<think>

</think>

Firelight dances in the hush of night."
217,"A mirror cracks, and in the shards I see—",see,me,sea,True,A fractured reflection of me.,A fractured reflection of me.,A fractured reflection of,60,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: A mirror cracks, and in the shards I see—<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: A mirror cracks, and in the shards I see—
assistant
<think>

</think>

a thousand reflections of myself."
218,"Whispers of spring thaw the earth from her sleep,",sleep,leap,sweep,True,Blossoms rise in a gentle leap.,Blossoms rise in a gentle leap.,Blossoms rise in a gentle,76,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of spring thaw the earth from her sleep,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of spring thaw the earth from her sleep,
assistant
<think>

</think>

Blossoms rise in a gentle, soft birth."
220,"Whispers of wind weave through earth’s old rhyme,",rhyme,time,time,True,Leaves dance in the hush of the time.,Leaves dance in the hush of the time.,Leaves dance in the hush of the,86,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of wind weave through earth’s old rhyme,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of wind weave through earth’s old rhyme,
assistant
<think>

</think>

Leaves dance in the hush of the heart."
221,"Beneath the moon’s cold, watchful eye,",eye,sky,sigh,True,Shadows whisper secrets to the sky.,Shadows whisper secrets to the sky.,Shadows whisper secrets to the,88,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Beneath the moon’s cold, watchful eye,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Beneath the moon’s cold, watchful eye,
assistant
<think>

</think>

A silent ghostly tale is told."
227,"When your heart first whispers a name in the dark,",dark,stark,dark,True,It calls you like thunder through the stark.,It calls you like thunder through the stark.,It calls you like thunder through the,80,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: When your heart first whispers a name in the dark,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: When your heart first whispers a name in the dark,
assistant
<think>

</think>

It trembles with a silent flame."
241,"In whispered woods where shadows play,",play,sway,grey,True,Secrets hide in every sway.,Secrets hide in every sway.,Secrets hide in every,83,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In whispered woods where shadows play,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In whispered woods where shadows play,
assistant
<think>

</think>

Secrets creep in silent tread."
242,"A flawless vase, still cracked within, a shadow draped in light,",light,night,light,True,"A whisper of the past, a secret kept in night.","A whisper of the past, a secret kept in night.","A whisper of the past, a secret kept in",68,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: A flawless vase, still cracked within, a shadow draped in light,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: A flawless vase, still cracked within, a shadow draped in light,
assistant
<think>

</think>

A whisper of the past, unseen and thin."
244,"A hearth's warm glow where whispered memories reside,",reside,pride,collide,True,"A sanctuary of time, both past and pride.","A sanctuary of time, both past and pride.","A sanctuary of time, both past and",87,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: A hearth's warm glow where whispered memories reside,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: A hearth's warm glow where whispered memories reside,
assistant
<think>

</think>

A hearth's warm glow where whispered memories rest."
247,"When laughter dances on the breeze,",breeze,trees,trees,True,It carries joy through the trees.,It carries joy through the trees.,It carries joy through the,76,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: When laughter dances on the breeze,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: When laughter dances on the breeze,
assistant
<think>

</think>

it lights up the night."
252,"Time etches wisdom in the lines it leaves behind,",behind,mind,wind,True,Space unfolds the secrets it has kept in mind.,Space unfolds the secrets it has kept in mind.,Space unfolds the secrets it has kept in,69,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Time etches wisdom in the lines it leaves behind,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Time etches wisdom in the lines it leaves behind,
assistant
<think>

</think>

Space unfolds the secrets of the stars it meets."
258,"Whispers of the wild through ancient trees,",trees,breeze,trees,True,Swaying in the breeze.,Swaying in the breeze.,Swaying in the,77,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of the wild through ancient trees,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of the wild through ancient trees,
assistant
<think>

</think>

Beneath the moon's soft, watchful eye."
265,"Like echoes in a hall of old,",old,hold,told,True,The whispers of the past still hold.,"Like echoes in a hall of old,  
The whispers of the past still hold.","Like echoes in a hall of old,  
The whispers of the past still",70,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Like echoes in a hall of old,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Like echoes in a hall of old,
assistant
<think>

</think>

Silent, yet all."
266,"Brushstrokes of thought where imaginations dance,",dance,glance,dance,True,Whispers of dreams in every glance.,Whispers of dreams in every glance.,Whispers of dreams in every,82,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Brushstrokes of thought where imaginations dance,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Brushstrokes of thought where imaginations dance,
assistant
<think>

</think>

Minds dance in the canvas of dreams."
267,"I carve my name in bone and flame, défier of the silent claim,",claim,name,name,True,"I burn the shadows, claim the name.","I carve my name in bone and flame, défier of the silent claim,  
I burn the shadows, claim the name.","I carve my name in bone and flame, défier of the silent claim,  
I burn the shadows, claim the",94,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: I carve my name in bone and flame, défier of the silent claim,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: I carve my name in bone and flame, défier of the silent claim,
assistant
<think>

</think>

I carve my name in bone and flame, défier of the silent night."
269,"Beneath the cold moon’s watching eye,",eye,sky,sigh,True,Starlight weaves through the silent sky.,Starlight weaves through the silent sky.,Starlight weaves through the silent,85,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Beneath the cold moon’s watching eye,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Beneath the cold moon’s watching eye,
assistant
<think>

</think>

A silent night is hanging."
272,"Time's quiet hand etches tales in every line it's drawn,",drawn,dawn,dawn,True,"Eternity listens, waiting for the dawn.","Eternity listens, waiting for the dawn.","Eternity listens, waiting for the",81,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Time's quiet hand etches tales in every line it's drawn,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Time's quiet hand etches tales in every line it's drawn,
assistant
<think>

</think>

History whispers back in every line it's been."
274,"In whispers of time, the past’s silent flame burns bright,",bright,light,light,True,A ghostly echo of yesterday’s light.,A ghostly echo of yesterday’s light.,A ghostly echo of yesterday’s,77,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In whispers of time, the past’s silent flame burns bright,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In whispers of time, the past’s silent flame burns bright,
assistant
<think>

</think>

In whispers of time, the past’s silent flame burns,"
285,"In the weave of voices, we find our song,",song,throng,belong,True,A melody born from the throng.,A melody born from the throng.,A melody born from the,78,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In the weave of voices, we find our song,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In the weave of voices, we find our song,
assistant
<think>

</think>

A tapestry of sound, we are all entwined."
287,"He walked with ghosts in shadowed trails,",trails,tales,trails,True,Where echoes whispered of lost tales.,"He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost",79,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: He walked with ghosts in shadowed trails,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: He walked with ghosts in shadowed trails,
assistant
<think>

</think>

He walked with ghosts in shadowed streets."
290,"The clock’s shadow dances where the dawn used to rise,",rise,disguise,dies,True,"The sun now lies in silence, shrouded in the night's disguise.","The sun now lies in silence, shrouded in the night's disguise.","The sun now lies in silence, shrouded in the night's",80,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: The clock’s shadow dances where the dawn used to rise,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: The clock’s shadow dances where the dawn used to rise,
assistant
<think>

</think>

A silent hymn to time’s slow, creeping way."
296,"Where whispered memories cling to the walls,",walls,halls,halls,True,Time folds back the pages of the halls.,"Where whispered memories cling to the walls,  
Time folds back the pages of the halls.","Where whispered memories cling to the walls,  
Time folds back the pages of the",67,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Where whispered memories cling to the walls,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Where whispered memories cling to the walls,
assistant
<think>

</think>

Where whispered memories cling to the walls,  
A ghostly tune lingers in the halls."
300,"Two hearts entwined, a vow they seal,",seal,real,kneel,True,"A promise true, forever real.","A promise true, forever real.","A promise true, forever",71,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined, a vow they seal,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined, a vow they seal,
assistant
<think>

</think>

A promise etched in time."
302,"Shadows fall where laughter used to rise,",rise,disguise,dies,True,Moonlight weeps in silent disguise.,Moonlight weeps in silent disguise.,Moonlight weeps in silent,76,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Shadows fall where laughter used to rise,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Shadows fall where laughter used to rise,
assistant
<think>

</think>

Moonlight weeps in silent tune."
305,"Blood paints the dawn where steel and silence wed,",wed,dead,thread,True,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the,82,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Blood paints the dawn where steel and silence wed,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Blood paints the dawn where steel and silence wed,
assistant
<think>

</think>

Ashes whisper the tale of the fallen."
