,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,n_features,substring,stopped_generation
105,"The reaper whispers soft through every age,",age,page,rage,True,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent,77,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: The reaper whispers soft through every age,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: The reaper whispers soft through every age,
assistant
<think>

</think>

And time unfolds its silent thread."
107,"Two hearts entwined where vows take root,",root,fruit,root,True,A garden blooming in the fruit.,"Two hearts entwined where vows take root,  
A garden blooming in the fruit.","Two hearts entwined where vows take root,  
A garden blooming in the",86,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined where vows take root,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined where vows take root,
assistant
<think>

</think>

A love eternal, never to part."
108,"In the shadows, whispers rise—half angel, half abyss,",abyss,bliss,abyss,True,"A melody of midnight, lost in silent bliss.","A melody of midnight, lost in silent bliss.","A melody of midnight, lost in silent",74,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In the shadows, whispers rise—half angel, half abyss,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In the shadows, whispers rise—half angel, half abyss,
assistant
<think>

</think>

A symphony of secrets in the silent night."
115,"Roots whispered in stories older than stone,",stone,alone,stone,True,"Leaves listened with silence, yet bore the weight alone.","Leaves listened with silence, yet bore the weight alone.","Leaves listened with silence, yet bore the weight",84,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Roots whispered in stories older than stone,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Roots whispered in stories older than stone,
assistant
<think>

</think>

Leaves listened with silence older than song."
116,"Silent nights where echoes dwell,",dwell,swell,dwell,True,Whispers drift on winds that swell.,Whispers drift on winds that swell.,Whispers drift on winds that,98,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Silent nights where echoes dwell,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Silent nights where echoes dwell,
assistant
<think>

</think>

Still and deep, the shadows creep."
117,"Amber whispers brush the breeze,",breeze,trees,trees,True,Golden light in silent trees.,Golden light in silent trees.,Golden light in silent,65,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Amber whispers brush the breeze,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Amber whispers brush the breeze,
assistant
<think>

</think>

Golden light begins to dance."
118,"Autumn's breath whispers through the trees,",trees,breeze,trees,True,A golden hush in every breeze.,A golden hush in every breeze.,A golden hush in every,91,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Autumn's breath whispers through the trees,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Autumn's breath whispers through the trees,
assistant
<think>

</think>

Leaving golden leaves in silent flight."
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,rhyme,time,True,And chase the horizon where the wild things rhyme.,And chase the horizon where the wild things rhyme.,And chase the horizon where the wild things,63,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Pack the sunrise in your pocket, let the roads unwind like time,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Pack the sunrise in your pocket, let the roads unwind like time,
assistant
<think>

</think>

And chase the horizon where the wild winds find."
121,"Love is the fire that warms both heart and home,",home,roam,home,True,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to,82,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Love is the fire that warms both heart and home,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Love is the fire that warms both heart and home,
assistant
<think>

</think>

But burns the soul when left to fester."
124,"In the quiet dawn, where prayers and petals rise,",rise,skies,dies,True,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the,84,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In the quiet dawn, where prayers and petals rise,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In the quiet dawn, where prayers and petals rise,
assistant
<think>

</think>

A whisper stirs the heart and the petals."
126,"Whispers of dread in the silence they creep,",creep,sleep,sweep,True,Through shadowed halls where the echoes will sleep.,Through shadowed halls where the echoes will sleep.,Through shadowed halls where the echoes will,85,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of dread in the silence they creep,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of dread in the silence they creep,
assistant
<think>

</think>

But hope still lingers in the breath they steal."
128,"In starlit whispers, my hopes take flight,",flight,night,light,True,"Through dreams so vast, they touch the night.","Through dreams so vast, they touch the night.","Through dreams so vast, they touch the",86,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In starlit whispers, my hopes take flight,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In starlit whispers, my hopes take flight,
assistant
<think>

</think>

A dance of dreams where they softly land."
129,"The road unfolds like whispered dreams in dawn's embrace,",embrace,grace,embrace,True,Each step a note in life's unfolding grace.,Each step a note in life's unfolding grace.,Each step a note in life's unfolding,78,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: The road unfolds like whispered dreams in dawn's embrace,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: The road unfolds like whispered dreams in dawn's embrace,
assistant
<think>

</think>

Each step a note in life's unending song."
130,"The earth whispers tales through rustling green,",green,unseen,unseen,True,The wind carries secrets to the unseen.,The wind carries secrets to the unseen.,The wind carries secrets to the,61,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: The earth whispers tales through rustling green,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: The earth whispers tales through rustling green,
assistant
<think>

</think>

And stars listen close with ancient, silent ears."
133,"The hush of time whispers tales of the old,",old,fold,told,True,Echoes of laughter that once filled the fold.,"The hush of time whispers tales of the old,  
Echoes of laughter that once filled the fold.","The hush of time whispers tales of the old,  
Echoes of laughter that once filled the",65,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: The hush of time whispers tales of the old,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: The hush of time whispers tales of the old,
assistant
<think>

</think>

The hush of time whispers tales of the old,  
Echoes of moments that once were bold"
134,"In the quiet space where heartbeats blend,",blend,mend,blend,True,Whispers of love softly mend.,Whispers of love softly mend.,Whispers of love softly,83,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In the quiet space where heartbeats blend,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In the quiet space where heartbeats blend,
assistant
<think>

</think>

A whisper blooms that time can't erase."
136,"Through storms of time, our roots hold fast,",fast,cast,past,True,"Through trials unseen, our hearts are cast.","Through trials unseen, our hearts are cast.","Through trials unseen, our hearts are",69,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Through storms of time, our roots hold fast,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Through storms of time, our roots hold fast,
assistant
<think>

</think>

Though winds may howl, we stand as one."
137,"Amid the throng, a silent storm,",storm,form,storm,True,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's,74,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Amid the throng, a silent storm,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Amid the throng, a silent storm,
assistant
<think>

</think>

A whisper grows to thunder's might."
138,"Whispers of winds through ancient tree songs flow,",flow,below,glow,True,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling,78,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of winds through ancient tree songs flow,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of winds through ancient tree songs flow,
assistant
<think>

</think>

Softly they carry tales of long-lost homes."
139,"Whispers of crimson, symphonies in every thread,",thread,spread,thread,True,A dance of fire where passion is spread.,A dance of fire where passion is spread.,A dance of fire where passion is,82,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of crimson, symphonies in every thread,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of crimson, symphonies in every thread,
assistant
<think>

</think>

A dance of shadows where the fire never dies."
144,"In the golden glow of dusk, I chase the echoes of summer's hush,",hush,blush,hush,True,Where fireflies dance and memories blush.,Where fireflies dance and memories blush.,Where fireflies dance and memories,92,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In the golden glow of dusk, I chase the echoes of summer's hush,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In the golden glow of dusk, I chase the echoes of summer's hush,
assistant
<think>

</think>

Beneath the sky where twilight whispers of forever."
147,"Joy dances bright where kind hearts meet,",meet,beat,deceit,True,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every,92,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Joy dances bright where kind hearts meet,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Joy dances bright where kind hearts meet,
assistant
<think>

</think>

Love weaves its light through every part."
149,"Like morning dew on petals soft and new,",new,view,new,True,So fleeting is the beauty that we view.,So fleeting is the beauty that we view.,So fleeting is the beauty that we,102,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Like morning dew on petals soft and new,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Like morning dew on petals soft and new,
assistant
<think>

</think>

It fades before the sun can fully rise."
150,"Wings of dawn clash with iron night,",night,flight,light,True,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take,82,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Wings of dawn clash with iron night,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Wings of dawn clash with iron night,
assistant
<think>

</think>

Shadows tremble beneath the light."
151,"Brushstrokes weave the silent song of imagination’s flame,",flame,name,name,True,A canvas breathes where dreams take name.,A canvas breathes where dreams take name.,A canvas breathes where dreams take,81,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Brushstrokes weave the silent song of imagination’s flame,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Brushstrokes weave the silent song of imagination’s flame,
assistant
<think>

</think>

A canvas breathes where dreams are born."
152,"Whispers of the past dance on the breeze,",breeze,trees,trees,True,Echoes of forgotten dreams please the trees.,Echoes of forgotten dreams please the trees.,Echoes of forgotten dreams please the,77,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of the past dance on the breeze,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of the past dance on the breeze,
assistant
<think>

</think>

Echoes of forgotten dreams."
156,"Two hearts entwined, a vow so true,",true,through,new,True,"Through every storm, we’ll weather through.","Two hearts entwined, a vow so true,  
Through every storm, we’ll weather through.","Two hearts entwined, a vow so true,  
Through every storm, we’ll weather",91,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined, a vow so true,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Two hearts entwined, a vow so true,
assistant
<think>

</think>

Forever bound, no turning back."
159,"Whispers of wind through the emerald embrace,",embrace,erase,embrace,True,A dance with the shadows that time cannot erase.,A dance with the shadows that time cannot erase.,A dance with the shadows that time cannot,83,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of wind through the emerald embrace,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of wind through the emerald embrace,
assistant
<think>

</think>

Dancing with shadows in twilight's embrace."
160,"Whispers of absence haunt the halls where laughter used to play,",play,stay,grey,True,"Echoes of joy fade into the night, never to stay.","Echoes of joy fade into the night, never to stay.","Echoes of joy fade into the night, never to",95,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Whispers of absence haunt the halls where laughter used to play,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Whispers of absence haunt the halls where laughter used to play,
assistant
<think>

</think>

Echoes of joy now linger in the walls."
165,"Wander the roads where old shadows dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",77,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Wander the roads where old shadows dance,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Wander the roads where old shadows dance,
assistant
<think>

</think>

Beneath the stars that whisper of yore."
166,"In shadows crowned, the weak wear might unseen,",unseen,mean,unseen,True,While strength in light is oft too plain to mean.,While strength in light is oft too plain to mean.,While strength in light is oft too plain to,75,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In shadows crowned, the weak wear might unseen,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In shadows crowned, the weak wear might unseen,
assistant
<think>

</think>

While strength in light is oft denied."
168,"Smoke ascends where silent dreams once grew,",grew,knew,new,True,And shadows dance where light once knew.,And shadows dance where light once knew.,And shadows dance where light once,92,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Smoke ascends where silent dreams once grew,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Smoke ascends where silent dreams once grew,
assistant
<think>

</think>

And shadows dance where light once gleamed."
170,"In shadows cast by silver lies,",lies,dies,dies,True,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence,61,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In shadows cast by silver lies,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In shadows cast by silver lies,
assistant
<think>

</think>

A whisper stirs where silence lies."
171,"In whispered groves where the wild things dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",85,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: In whispered groves where the wild things dance,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: In whispered groves where the wild things dance,
assistant
<think>

</think>

The moonlight weaves a silver thread."
172,"City lights hum with restless desire,",desire,fire,desire,True,Streetlamps flicker like whispered fire.,Streetlamps flicker like whispered fire.,Streetlamps flicker like whispered,86,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: City lights hum with restless desire,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: City lights hum with restless desire,
assistant
<think>

</think>

Shadowed dreams drift on the midnight wind."
175,"By the sandbox where the fireflies glow,",glow,know,glow,True,We whispered secrets only we know.,We whispered secrets only we know.,We whispered secrets only we,90,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: By the sandbox where the fireflies glow,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: By the sandbox where the fireflies glow,
assistant
<think>

</think>

I traced the stars with a stick and a sigh."
180,"Beneath a handshake, a dagger gleams with dew,",dew,grew,new,True,And silence speaks where words once grew.,And silence speaks where words once grew.,And silence speaks where words once,69,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: Beneath a handshake, a dagger gleams with dew,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: Beneath a handshake, a dagger gleams with dew,
assistant
<think>

</think>

And silence speaks where words once streamed."
183,"A silent tear on truth's tightrope spin,",spin,begin,spin,True,A whisper falls where shadows begin.,A whisper falls where shadows begin.,A whisper falls where shadows,78,"<|im_start|>user
/no_think Write only the next line of this rhyming couplet: A silent tear on truth's tightrope spin,<|im_end|>
<|im_start|>assistant
<think>

</think>

","user
/no_think Write only the next line of this rhyming couplet: A silent tear on truth's tightrope spin,
assistant
<think>

</think>

A whisper falls where shadows cope."
