first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"Boxes of books, a reader's craze,",craze,place,craze,False,"Stuffed to the brim, they crowd the place.","Stuffed to the brim, they crowd the place.",22
"Boxes of books, a reader's craze,",craze,blaze,craze,True,Strewn across floors in a cozy blaze.,Strewn across floors in a cozy blaze.,23
"Boxes of books, a reader's craze,",craze,blaze,craze,True,"Stacks on the shelf, a well-read blaze.","Stacks on the shelf, a well-read blaze.",24
"Boxes of books, a reader's craze,",craze,phase,craze,True,"Stack them high, no need to phase.","Stack them high, no need to phase.",25
"Boxes of books, a reader's craze,",craze,phase,craze,True,Stacked high with tales in every phase.,Stacked high with tales in every phase.,26
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked high with stories, both old and new.","Stacked high with stories, both old and new.",27
"Boxes of books, a reader's craze,",craze,days,craze,True,"Stacks in the corners, a tower of days.","Stacks in the corners, a tower of days.",28
"Boxes of books, a reader's craze,",craze,phase,craze,True,"Stacks in the corner, a cluttered phase.","Stacks in the corner, a cluttered phase.",29
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked high with stories, both old and new.","Stacked high with stories, both old and new.",30
"Boxes of books, a reader's craze,",craze,phase,craze,True,"Stacked high with stories, a curious phase.","Stacked high with stories, a curious phase.",31
"Boxes of books, a reader's craze,",craze,ways,craze,True,"Pages of stories, both new and old ways.","Pages of stories, both new and old ways.",32
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked high with stories, old and new.","Stacked high with stories, old and new.",33
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with care, both old and new,","Stacked with care, both old and new,",34
"Boxes of books, a reader's craze,",craze,ways,craze,True,"Stacked high with stories, both new and old ways.","Stacked high with stories, both new and old ways.",35
"Boxes of books, a reader's craze,",craze,cascade,craze,False,"Each page a world, a sweet cascade.","Each page a world, a sweet cascade.",36
"Boxes of books, a reader's craze,",craze,praise,craze,True,Stacked high and read with great praise.,Stacked high and read with great praise.,37
"Boxes of books, a reader's craze,",craze,phase,craze,True,Stacked high with tales in every phase.,Stacked high with tales in every phase.,38
"Boxes of books, a reader's craze,",craze,waste,craze,False,Strewn across floors in organized waste.,Strewn across floors in organized waste.,39
"Boxes of books, a reader's craze,",craze,waste,craze,False,"Stack them high, no time to waste!","Stack them high, no time to waste!",40
"Boxes of books, a reader's craze,",craze,showcase,craze,False,"Stacks in the corner, a cluttered showcase.","Stacks in the corner, a cluttered showcase.",41
"Boxes of books, a reader's craze,",craze,maze,craze,True,"Stacks in the corners, a scholar's maze.","Stacks in the corners, a scholar's maze.",42
"Boxes of books, a reader's craze,",craze,made,craze,False,"Stacks on the shelves, a tale is made.","Stacks on the shelves, a tale is made.",43
"Boxes of books, a reader's craze,",craze,praised,craze,False,"Stacked high with stories, both lost and praised.","Stacked high with stories, both lost and praised.",44
"Boxes of books, a reader's craze,",craze,unwise,craze,False,"Stacked high with stories, both wise and unwise.","Stacked high with stories, both wise and unwise.",45
"Boxes of books, a reader's craze,",craze,amaze,craze,True,Stacked with stories that never amaze.,Stacked with stories that never amaze.,46
"Boxes of books, a reader's craze,",craze,praised,craze,False,"Stacked with stories, both lost and praised.","Stacked with stories, both lost and praised.",47
"Boxes of books, a reader's craze,",craze,phase,craze,True,"Stacks in the corner, a library's phase.","Stacks in the corner, a library's phase.",48
"Boxes of books, a reader's craze,",craze,fade,craze,False,Stacked high with tales that never fade.,Stacked high with tales that never fade.,49
"Boxes of books, a reader's craze,",craze,fade,craze,False,Stacked with stories that never fade.,Stacked with stories that never fade.,50
"Boxes of books, a reader's craze,",craze,craze,craze,False,"Stacked high with stories, both kind and craze.","Stacked high with stories, both kind and craze.",51
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with stories, both old and new.","Stacked with stories, both old and new.",52
"Boxes of books, a reader's craze,",craze,phase,craze,True,Stacked with care on every phase.,Stacked with care on every phase.,53
"Boxes of books, a reader's craze,",craze,case,craze,False,Stacked high with tales in every case.,Stacked high with tales in every case.,54
"Boxes of books, a reader's craze,",craze,praise,craze,True,Piles on the shelves in organized praise.,Piles on the shelves in organized praise.,55
"Boxes of books, a reader's craze,",craze,grace,craze,False,Stacked on shelves with careful grace.,Stacked on shelves with careful grace.,56
"Boxes of books, a reader's craze,",craze,found,craze,False,"Stacked with stories, both lost and found.","Stacked with stories, both lost and found.",57
"Boxes of books, a reader's craze,",craze,maze,craze,True,Strewn across floors in a organized maze.,Strewn across floors in a organized maze.,58
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked high with stories, old and new.","Stacked high with stories, old and new.",59
"Boxes of books, a reader's craze,",craze,amaze,craze,True,Stacked with stories that never amaze.,Stacked with stories that never amaze.,60
"Boxes of books, a reader's craze,",craze,maze,craze,True,"Stack them high, in every maze.","Stack them high, in every maze.",61
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with stories, both old and new,","Stacked with stories, both old and new,",62
"Boxes of books, a reader's craze,",craze,crazed,craze,False,"Stacked high with stories, both wise and crazed.","Stacked high with stories, both wise and crazed.",63
"Boxes of books, a reader's craze,",craze,praise,craze,True,Stacked on shelves in quiet praise.,Stacked on shelves in quiet praise.,64
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with stories, both old and new.","Stacked with stories, both old and new.",65
"Boxes of books, a reader's craze,",craze,praise,craze,True,Stacked on shelves in quiet praise.,Stacked on shelves in quiet praise.,66
"Boxes of books, a reader's craze,",craze,found,craze,False,"Stacked high with stories, both lost and found.","Stacked high with stories, both lost and found.",67
"Boxes of books, a reader's craze,",craze,praise,craze,True,"Stacked with care, a bibliophile's praise.","Stacked with care, a bibliophile's praise.",68
"Boxes of books, a reader's craze,",craze,ways,craze,True,"Stacked high with stories, both new and old ways.","Stacked high with stories, both new and old ways.",69
"Boxes of books, a reader's craze,",craze,found,craze,False,"Stacked with stories, both lost and found.","Stacked with stories, both lost and found.",70
"Boxes of books, a reader's craze,",craze,amaze,craze,True,Stacked high with tales that won’t amaze.,Stacked high with tales that won’t amaze.,71
"Boxes of books, a reader's craze,",craze,maze,craze,True,"Stacks on the shelves, a well-read maze.","Stacks on the shelves, a well-read maze.",72
"Boxes of books, a reader's craze,",craze,praise,craze,True,Pages to pore through in quiet praise.,Pages to pore through in quiet praise.,73
"Boxes of books, a reader's craze,",craze,cascade,craze,False,"Each title a treasure, each page a cascade.","Each title a treasure, each page a cascade.",74
"Boxes of books, a reader's craze,",craze,crazed,craze,False,"Stacked high with stories, both brave and crazed.","Stacked high with stories, both brave and crazed.",75
"Boxes of books, a reader's craze,",craze,phase,craze,True,Stacked with care in every phase.,Stacked with care in every phase.,76
"Boxes of books, a reader's craze,",craze,phase,craze,True,"Piles on the shelves, they’re hard to phase.","Piles on the shelves, they’re hard to phase.",77
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with stories, both old and new.","Stacked with stories, both old and new.",78
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with stories, both old and new.","Stacked with stories, both old and new.",79
"Boxes of books, a reader's craze,",craze,waste,craze,False,"Stack them high, no time to waste.","Stack them high, no time to waste.",80
"Boxes of books, a reader's craze,",craze,found,craze,False,"Stacked high with stories, both lost and found.","Stacked high with stories, both lost and found.",81
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked high with stories, old and new,","Stacked high with stories, old and new,",82
"Boxes of books, a reader's craze,",craze,praise,craze,True,Stacked high and read with widespread praise.,Stacked high and read with widespread praise.,83
"Boxes of books, a reader's craze,",craze,craze,craze,False,"Stacked with stories, both wise and craze.","Stacked with stories, both wise and craze.",84
"Boxes of books, a reader's craze,",craze,maze,craze,True,"Stacks on the shelves, a cluttered maze.","Stacks on the shelves, a cluttered maze.",85
"Boxes of books, a reader's craze,",craze,ways,craze,True,"Stacked with stories, both new and old ways.","Stacked with stories, both new and old ways.",86
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked high with stories, both old and new.","Stacked high with stories, both old and new.",87
"Boxes of books, a reader's craze,",craze,days,craze,True,Strewn like treasure through the days.,Strewn like treasure through the days.,88
"Boxes of books, a reader's craze,",craze,old,craze,False,"Stacked with stories, both new and old.","Stacked with stories, both new and old.",89
"Boxes of books, a reader's craze,",craze,praise,craze,True,Stacked on shelves in ordered praise.,Stacked on shelves in ordered praise.,90
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with care, both old and new.","Stacked with care, both old and new.",91
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with stories, both old and new.","Stacked with stories, both old and new.",92
"Boxes of books, a reader's craze,",craze,made,craze,False,"Stacks in the corner, a library made.","Stacks in the corner, a library made.",93
"Boxes of books, a reader's craze,",craze,haze,craze,True,Stacked to the ceiling in quiet haze.,Stacked to the ceiling in quiet haze.,94
"Boxes of books, a reader's craze,",craze,phase,craze,True,Stacked with care in every phase.,Stacked with care in every phase.,95
"Boxes of books, a reader's craze,",craze,haze,craze,True,"Stacked with care, in quiet haze.","Stacked with care, in quiet haze.",96
"Boxes of books, a reader's craze,",craze,blaze,craze,True,"Stacks in the corner, a library's blaze.","Stacks in the corner, a library's blaze.",97
"Boxes of books, a reader's craze,",craze,space,craze,False,"Stack them high, but leave some space.","Stack them high, but leave some space.",98
"Boxes of books, a reader's craze,",craze,new,craze,False,"Stacked with care, both old and new.","Stacked with care, both old and new.",99
"Boxes of books, a reader's fun,",fun,run,fun,True,"Each tale a door, each page a run.","Each tale a door, each page a run.",0
"Boxes of books, a reader's fun,",fun,sun,fun,True,"Each tale a portal, each page a sun.","Each tale a portal, each page a sun.",1
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",2
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",3
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacked on shelves, where stories run.","Stacked on shelves, where stories run.",4
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacked high and low, both the good and the done.","Stacked high and low, both the good and the done.",5
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",6
"Boxes of books, a reader's fun,",fun,sun,fun,True,A story for every sun.,A story for every sun.,7
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacks in the corner, where the dust has begun.","Stacks in the corner, where the dust has begun.",8
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacked high and low, they're all but done.","Stacked high and low, they're all but done.",9
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked with stories, one by one.","Stacked with stories, one by one.",10
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacked high and low, the stories run.","Stacked high and low, the stories run.",11
"Boxes of books, a reader's fun,",fun,fun,fun,False,"Stacked high and low, they're half the fun.","Stacked high and low, they're half the fun.",12
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked with stories, one by one.","Stacked with stories, one by one.",13
"Boxes of books, a reader's fun,",fun,done,fun,True,Stacks to explore when the day is done.,Stacks to explore when the day is done.,14
"Boxes of books, a reader's fun,",fun,run,fun,True,Each tale a world where they all run.,Each tale a world where they all run.,15
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked high with stories, one by one.","Stacked high with stories, one by one.",16
"Boxes of books, a reader's fun,",fun,run,fun,True,"Each story a world, the adventures run.","Each story a world, the adventures run.",17
"Boxes of books, a reader's fun,",fun,run,fun,True,Stack them high where the stories run.,Stack them high where the stories run.,18
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked on shelves, they've just begun.","Stacked on shelves, they've just begun.",19
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacks that tower, one by one.","Stacks that tower, one by one.",20
"Boxes of books, a reader's fun,",fun,turn,fun,False,"Stacks in the corners, pages turn.","Stacks in the corners, pages turn.",21
"Boxes of books, a reader's fun,",fun,one,fun,True,"Each tale a journey, and every one.","Each tale a journey, and every one.",22
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",23
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stuffed to the brim, they’ve just begun.","Stuffed to the brim, they’ve just begun.",24
"Boxes of books, a reader's fun,",fun,spun,fun,True,"Stacks in the corner, where stories are spun.","Stacks in the corner, where stories are spun.",25
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked high and wide, the tales have begun.","Stacked high and wide, the tales have begun.",26
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacks in the nook, the story's just begun.","Stacks in the nook, the story's just begun.",27
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacks that tower, one by one.","Stacks that tower, one by one.",28
"Boxes of books, a reader's fun,",fun,sun,fun,True,A paper chase in the morning sun.,A paper chase in the morning sun.,29
"Boxes of books, a reader's fun,",fun,spun,fun,True,"Each tale a journey, the world's spun.","Each tale a journey, the world's spun.",30
"Boxes of books, a reader's fun,",fun,run,fun,True,Stack them high where the stories run.,Stack them high where the stories run.,31
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stuffed to the brim, they've just begun.","Stuffed to the brim, they've just begun.",32
"Boxes of books, a reader's fun,",fun,run,fun,True,Piled up high where the stories run.,Piled up high where the stories run.,33
"Boxes of books, a reader's fun,",fun,old,fun,False,"Stacked high and low, both young and old.","Stacked high and low, both young and old.",34
"Boxes of books, a reader's fun,",fun,new,fun,False,"Stacked high and low, both the old and the new.","Stacked high and low, both the old and the new.",35
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked high and tight, one by one.","Stacked high and tight, one by one.",36
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked on shelves, they've just begun.","Stacked on shelves, they've just begun.",37
"Boxes of books, a reader's fun,",fun,begins,fun,False,"Stacks in the corner, dust begins.","Stacks in the corner, dust begins.",38
"Boxes of books, a reader's fun,",fun,page,fun,False,"Stacks in the corners, page by page.","Stacks in the corners, page by page.",39
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked on shelves, they’ve just begun.","Stacked on shelves, they’ve just begun.",40
"Boxes of books, a reader's fun,",fun,page,fun,False,"Stacks in the corners, page by page.","Stacks in the corners, page by page.",41
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacked high and old, they're never done.","Stacked high and old, they're never done.",42
"Boxes of books, a reader's fun,",fun,done,fun,True,"Pages to explore, from start to done.","Pages to explore, from start to done.",43
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Pages to turn, a journey begun.","Pages to turn, a journey begun.",44
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked high and old, they're twice as one.","Stacked high and old, they're twice as one.",45
"Boxes of books, a reader's fun,",fun,run,fun,True,"Each page a journey, the world to run.","Each page a journey, the world to run.",46
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked on the shelves, they've just begun.","Stacked on the shelves, they've just begun.",47
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Each volume a world, the adventure just begun.","Each volume a world, the adventure just begun.",48
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked with stories, one by one.","Stacked with stories, one by one.",49
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacks in the sun, a library's one.","Stacks in the sun, a library's one.",50
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacked high and low, they’re all they’ve ever done.","Stacked high and low, they’re all they’ve ever done.",51
"Boxes of books, a reader's fun,",fun,done,fun,True,"Piles on the floor, the reading is done.","Piles on the floor, the reading is done.",52
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacked high and low, they're all but done.","Stacked high and low, they're all but done.",53
"Boxes of books, a reader's fun,",fun,run,fun,True,Stack them high where the stories run.,Stack them high where the stories run.,54
"Boxes of books, a reader's fun,",fun,run,fun,True,A treasure hunt where the stories run.,A treasure hunt where the stories run.,55
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",56
"Boxes of books, a reader's fun,",fun,begins,fun,False,"Stacks in the corner, dust begins.","Stacks in the corner, dust begins.",57
"Boxes of books, a reader's fun,",fun,one,fun,True,"Each page a journey, the stories are one.","Each page a journey, the stories are one.",58
"Boxes of books, a reader's fun,",fun,one,fun,True,"Strewn across floors, a well-read one.","Strewn across floors, a well-read one.",59
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked high and old, they've just begun.","Stacked high and old, they've just begun.",60
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked with stories, one by one.","Stacked with stories, one by one.",61
"Boxes of books, a reader's fun,",fun,done,fun,True,"Each story a world, they’re never done.","Each story a world, they’re never done.",62
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, dust on the run.","Stacks in the corner, dust on the run.",63
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",64
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacks in the corner, dust long done.","Stacks in the corner, dust long done.",65
"Boxes of books, a reader's fun,",fun,sun,fun,True,Each tale a ticket to a brand-new sun.,Each tale a ticket to a brand-new sun.,66
"Boxes of books, a reader's fun,",fun,run,fun,True,Stack them high where the stories run.,Stack them high where the stories run.,67
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",68
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked high with stories, one by one.","Stacked high with stories, one by one.",69
"Boxes of books, a reader's fun,",fun,spun,fun,True,"Stacks in the corner, where stories are spun.","Stacks in the corner, where stories are spun.",70
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked high and filled, one by one.","Stacked high and filled, one by one.",71
"Boxes of books, a reader's fun,",fun,one,fun,True,"A bibliophile's treasure, one by one.","A bibliophile's treasure, one by one.",72
"Boxes of books, a reader's fun,",fun,gone,fun,False,"Stacks in the corner, dust long gone.","Stacks in the corner, dust long gone.",73
"Boxes of books, a reader's fun,",fun,done,fun,True,Stacked high with tales that can't be done.,Stacked high with tales that can't be done.,74
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked high and low, both young and one.","Stacked high and low, both young and one.",75
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where stories run.","Stacks in the corner, where stories run.",76
"Boxes of books, a reader's fun,",fun,young,fun,False,"Stacked high and old, yet every one's young.","Stacked high and old, yet every one's young.",77
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Each page a portal, the adventures begun.","Each page a portal, the adventures begun.",78
"Boxes of books, a reader's fun,",fun,sun,fun,True,"Each story a journey, each page a sun.","Each story a journey, each page a sun.",79
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corners, where stories run.","Stacks in the corners, where stories run.",80
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stuffed to the brim, they’ve just begun.","Stuffed to the brim, they’ve just begun.",81
"Boxes of books, a reader's fun,",fun,done,fun,True,"Pages to flip, the joy is never done.","Pages to flip, the joy is never done.",82
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, where the stories run.","Stacks in the corner, where the stories run.",83
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacked high and low, they’re all but done.","Stacked high and low, they’re all but done.",84
"Boxes of books, a reader's fun,",fun,run,fun,True,Pages to flip where the stories run.,Pages to flip where the stories run.,85
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacks in the corner, the stories are done.","Stacks in the corner, the stories are done.",86
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked high and low, they've just begun.","Stacked high and low, they've just begun.",87
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked on shelves, they’ve just begun.","Stacked on shelves, they’ve just begun.",88
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacks on the shelves, the reading is done.","Stacks on the shelves, the reading is done.",89
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacked high and low, where stories run.","Stacked high and low, where stories run.",90
"Boxes of books, a reader's fun,",fun,puzzle,fun,False,Strewn across floors like a jumbled puzzle.,Strewn across floors like a jumbled puzzle.,91
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacked high and low, they're all but done.","Stacked high and low, they're all but done.",92
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacks in the corner, dust on the run.","Stacks in the corner, dust on the run.",93
"Boxes of books, a reader's fun,",fun,done,fun,True,"Stacks in the corner, dust long done.","Stacks in the corner, dust long done.",94
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked high and low, they've just begun.","Stacked high and low, they've just begun.",95
"Boxes of books, a reader's fun,",fun,run,fun,True,"Stacked high and low, the stories run.","Stacked high and low, the stories run.",96
"Boxes of books, a reader's fun,",fun,begun,fun,True,"Stacked on shelves, they've just begun.","Stacked on shelves, they've just begun.",97
"Boxes of books, a reader's fun,",fun,one,fun,True,"Stacked with stories, one by one.","Stacked with stories, one by one.",98
"Boxes of books, a reader's fun,",fun,one,fun,True,Stacked high and filled with one.,Stacked high and filled with one.,99
"He saw a carrot and had to grab it,",it,patch,it,False,For fate had drawn the line in the cabbage patch.,For fate had drawn the line in the cabbage patch.,0
"He saw a carrot and had to grab it,",it,it,it,False,He didn’t think—he just had to have it.,He didn’t think—he just had to have it.,1
"He saw a carrot and had to grab it,",it,it,it,False,"For fate had called, and he had to rap it.","For fate had called, and he had to rap it.",2
"He saw a carrot and had to grab it,",it,in,it,False,He chased it down with a silly laugh in.,He chased it down with a silly laugh in.,3
"He saw a carrot and had to grab it,",it,it,it,False,"He laughed as he munched, ""This snack I'll save it!""","He laughed as he munched, ""This snack I'll save it!""",4
"He saw a carrot and had to grab it,",it,it,it,False,"He didn't think, he just had to have it.","He didn't think, he just had to have it.",5
"He saw a carrot and had to grab it,",it,it,it,False,"For in his heart, he knew he had to nap it.","For in his heart, he knew he had to nap it.",6
"He saw a carrot and had to grab it,",it,it,it,False,"He couldn't resist, oh how he loved it!","He couldn't resist, oh how he loved it!",7
"He saw a carrot and had to grab it,",it,it,it,False,She watched in wonder as he craved it.,She watched in wonder as he craved it.,8
"He saw a carrot and had to grab it,",it,it,it,False,"For luck like that just won't hang on a star, it.","For luck like that just won't hang on a star, it.",9
"He saw a carrot and had to grab it,",it,it,it,False,"For fate had woven it into his trap, it.","For fate had woven it into his trap, it.",10
"He saw a carrot and had to grab it,",it,it,it,False,"For luck, he knew, was in the trap of it.","For luck, he knew, was in the trap of it.",11
"He saw a carrot and had to grab it,",it,it,it,False,"He chased it 'cross the field, and gave it back it.","He chased it 'cross the field, and gave it back it.",12
"He saw a carrot and had to grab it,",it,it,it,False,She watched in awe and couldn't clap it.,She watched in awe and couldn't clap it.,13
"He saw a carrot and had to grab it,",it,it,it,False,He chased it with a laugh and a trap for it.,He chased it with a laugh and a trap for it.,14
"He saw a carrot and had to grab it,",it,it,it,False,For every hare’s true purpose is to slap it.,For every hare’s true purpose is to slap it.,15
"He saw a carrot and had to grab it,",it,snack,it,False,"For carrots, to him, were never just a snack.","For carrots, to him, were never just a snack.",16
"He saw a carrot and had to grab it,",it,it,it,False,"He didn't think, he just attacked it.","He didn't think, he just attacked it.",17
"He saw a carrot and had to grab it,",it,it,it,False,for luck had smiled upon the chap it.,for luck had smiled upon the chap it.,18
"He saw a carrot and had to grab it,",it,rabbit,it,False,He chased it 'cross the patch like a star-struck rabbit.,He chased it 'cross the patch like a star-struck rabbit.,19
"He saw a carrot and had to grab it,",it,track,it,False,For fate had placed it squarely on his track.,For fate had placed it squarely on his track.,20
"He saw a carrot and had to grab it,",it,it,it,False,"He didn't think, he just snatched it.","He didn't think, he just snatched it.",21
"He saw a carrot and had to grab it,",it,fast,it,False,for pulling it made the garden crumble fast.,for pulling it made the garden crumble fast.,22
"He saw a carrot and had to grab it,",it,it,it,False,"He didn’t think, he just had to have it.","He didn’t think, he just had to have it.",23
"He saw a carrot and had to grab it,",it,up,it,False,"For luck, when found, just can't be passed up.","For luck, when found, just can't be passed up.",24
"He saw a carrot and had to grab it,",it,it,it,False,"But when he bit, it turned to a crab, and spat it.","But when he bit, it turned to a crab, and spat it.",25
"He saw a carrot and had to grab it,",it,snacking,it,False,"For carrots, in his world, were never just for snacking.","For carrots, in his world, were never just for snacking.",26
"He saw a carrot and had to grab it,",it,it,it,False,For fate had placed it right on the job it.,For fate had placed it right on the job it.,27
"He saw a carrot and had to grab it,",it,it,it,False,For every odd attraction he had to crav it.,For every odd attraction he had to crav it.,28
"He saw a carrot and had to grab it,",it,stare,it,False,He laughed as the rabbit gave him a stare.,He laughed as the rabbit gave him a stare.,29
"He saw a carrot and had to grab it,",it,it,it,False,for fate had drawn the line right back at it.,for fate had drawn the line right back at it.,30
"He saw a carrot and had to grab it,",it,it,it,False,"For luck, when you're near it, you simply can’t crab it.","For luck, when you're near it, you simply can’t crab it.",31
"He saw a carrot and had to grab it,",it,above,it,False,"For in his heart, he knew it was a gift from above.","For in his heart, he knew it was a gift from above.",32
"He saw a carrot and had to grab it,",it,it,it,False,For fate had drawn him there to trap it.,For fate had drawn him there to trap it.,33
"He saw a carrot and had to grab it,",it,it,it,False,For fate had placed it squarely in his path it.,For fate had placed it squarely in his path it.,34
"He saw a carrot and had to grab it,",it,rabbit,it,False,He chased it 'cross the field like a rabbit.,He chased it 'cross the field like a rabbit.,35
"He saw a carrot and had to grab it,",it,job,it,False,For pulling carrots was his favorite job.,For pulling carrots was his favorite job.,36
"He saw a carrot and had to grab it,",it,it,it,False,For fate had set this path for him to踏 it.,For fate had set this path for him to踏 it.,37
"He saw a carrot and had to grab it,",it,had,it,False,For pulling carrots was the plan he had.,For pulling carrots was the plan he had.,38
"He saw a carrot and had to grab it,",it,it,it,False,"For luck like that, you can’t avoid it.","For luck like that, you can’t avoid it.",39
"He saw a carrot and had to grab it,",it,it,it,False,"For every odd urge, he simply had to nab it.","For every odd urge, he simply had to nab it.",40
"He saw a carrot and had to grab it,",it,it,it,False,For fate had called and he had to crab it.,For fate had called and he had to crab it.,41
"He saw a carrot and had to grab it,",it,at,it,False,He chased it down with a laugh and a grab at.,He chased it down with a laugh and a grab at.,42
"He saw a carrot and had to grab it,",it,it,it,False,"He couldn’t resist, no matter how bad it.","He couldn’t resist, no matter how bad it.",43
"He saw a carrot and had to grab it,",it,it,it,False,For in his heart he knew he had to crav it.,For in his heart he knew he had to crav it.,44
"He saw a carrot and had to grab it,",it,it,it,False,For luck like that he couldn't have planned it.,For luck like that he couldn't have planned it.,45
"He saw a carrot and had to grab it,",it,store,it,False,But fate had something funnier in store.,But fate had something funnier in store.,46
"He saw a carrot and had to grab it,",it,it,it,False,For deep within his heart he knew it was the snap it.,For deep within his heart he knew it was the snap it.,47
"He saw a carrot and had to grab it,",it,it,it,False,But the rabbit got there first and snatched it.,But the rabbit got there first and snatched it.,48
"He saw a carrot and had to grab it,",it,it,it,False,"For every time he chased it, he had to nab it.","For every time he chased it, he had to nab it.",49
"He saw a carrot and had to grab it,",it,it,it,False,For in his heart he knew he had to have it.,For in his heart he knew he had to have it.,50
"He saw a carrot and had to grab it,",it,it,it,False,"He couldn’t resist, he just had to hav it.","He couldn’t resist, he just had to hav it.",51
"He saw a carrot and had to grab it,",it,it,it,False,"For fate had placed it in his path, and he couldn’t pass it.","For fate had placed it in his path, and he couldn’t pass it.",52
"He saw a carrot and had to grab it,",it,it,it,False,"He couldn’t resist, he just had to crav it.","He couldn’t resist, he just had to crav it.",53
"He saw a carrot and had to grab it,",it,it,it,False,"For luck like that, you just can’t crab it.","For luck like that, you just can’t crab it.",54
"He saw a carrot and had to grab it,",it,it,it,False,She watched in wonder as he bravely craved it.,She watched in wonder as he bravely craved it.,55
