first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"Boxes of books, a reader's craze,",craze,was,craze,False,Yet silence falls where laughter once was.,"Boxes of books, a reader's craze,  
Yet silence falls where laughter once was.",26
"Boxes of books, a reader's craze,",craze,past,craze,False,Will soon be filled with stories from the past.,"Boxes of books, a reader's craze,  
Will soon be filled with stories from the past.",27
"Boxes of books, a reader's craze,",craze,fade,craze,False,"Shall never cease, and never fade.","Boxes of books, a reader's craze,  
Shall never cease, and never fade.",28
"Boxes of books, a reader's craze,",craze,haze,craze,True,Yet I'm just a ghost in this haze.,"Boxes of books, a reader's craze,  
Yet I'm just a ghost in this haze.",29
"Boxes of books, a reader's craze,",craze,make,craze,False,The world is filled with tales that make.,"Boxes of books, a reader's craze,  
The world is filled with tales that make.",30
"Boxes of books, a reader's craze,",craze,grace,craze,False,Now fill the house with quiet grace.,"Boxes of books, a reader's craze,  
Now fill the house with quiet grace.",31
"Boxes of books, a reader's craze,",craze,read,craze,False,"Come find me, I'll be there to read.","Boxes of books, a reader's craze,  
Come find me, I'll be there to read.",32
"Boxes of books, a reader's craze,",craze,phase,craze,True,"Lingers in hearts, a cherished phase.","Boxes of books, a reader's craze,  
Lingers in hearts, a cherished phase.",33
"Boxes of books, a reader's craze,",craze,blaze,craze,True,"Lingers in hearts, a quiet blaze.","Boxes of books, a reader's craze,  
Lingers in hearts, a quiet blaze.",34
"Boxes of books, a reader's craze,",craze,fade,craze,False,The quiet thrill of pages that fade.,"Boxes of books, a reader's craze,  
The quiet thrill of pages that fade.",35
"Boxes of books, a reader's craze,",craze,fad,craze,False,"Shall never fade, nor be a fad.","Boxes of books, a reader's craze,  
Shall never fade, nor be a fad.",36
"Boxes of books, a reader's craze,",craze,fade,craze,False,The quiet joy of pages that fade.,"Boxes of books, a reader's craze,  
The quiet joy of pages that fade.",37
"Boxes of books, a reader's craze,",craze,game,craze,False,"Lore and laughter, a timeless game.","Boxes of books, a reader's craze,  
Lore and laughter, a timeless game.",38
"Boxes of books, a reader's craze,",craze,maze,craze,True,Are hidden in the dusty maze.,"Boxes of books, a reader's craze,  
Are hidden in the dusty maze.",39
"Boxes of books, a reader's craze,",craze,day,craze,False,Still find a new one to read each day.,"Boxes of books, a reader's craze,  
Still find a new one to read each day.",40
"Boxes of books, a reader's craze,",craze,far,craze,False,"A quiet escape, a world so far.","Boxes of books, a reader's craze,  
A quiet escape, a world so far.",41
"Boxes of books, a reader's craze,",craze,stale,craze,False,"Yet silence rules, the shelves are stale.","Boxes of books, a reader's craze,  
Yet silence rules, the shelves are stale.",42
"Boxes of books, a reader's craze,",craze,made,craze,False,"In quiet corners, minds are made.","Boxes of books, a reader's craze,  
In quiet corners, minds are made.",43
"Boxes of books, a reader's craze,",craze,share,craze,False,The world is full of stories to share.,"Boxes of books, a reader's craze,  
The world is full of stories to share.",44
"Boxes of books, a reader's craze,",craze,space,craze,False,Yet silence rules the quiet space.,"Boxes of books, a reader's craze,  
Yet silence rules the quiet space.",45
"Boxes of books, a reader's craze,",craze,maze,craze,True,"The world's a library, and we're all its maze.","Boxes of books, a reader's craze,  
The world's a library, and we're all its maze.",46
"Boxes of books, a reader's craze,",craze,phase,craze,True,"A quiet joy, a soulful phase.","Boxes of books, a reader's craze,  
A quiet joy, a soulful phase.",47
"Boxes of books, a reader's craze,",craze,pages,craze,False,Now fill the walls with tales and pages.,"Boxes of books, a reader's craze,  
Now fill the walls with tales and pages.",48
"Boxes of books, a reader's craze,",craze,dark,craze,False,Still keep their secrets in the dark.,"Boxes of books, a reader's craze,  
Still keep their secrets in the dark.",49
"Boxes of books, a reader's craze,",craze,library,craze,False,Yet silence reigns in the library.,"Boxes of books, a reader's craze,  
Yet silence reigns in the library.",50
"Boxes of books, a reader's craze,",craze,space,craze,False,Yet silence fills the quiet space.,"Boxes of books, a reader's craze,  
Yet silence fills the quiet space.",51
"Boxes of books, a reader's craze,",craze,desire,craze,False,"Whispers of lore, a soul's desire.","Boxes of books, a reader's craze,  
Whispers of lore, a soul's desire.",52
"Boxes of books, a reader's craze,",craze,blaze,craze,True,"Lingers in minds, a quiet blaze.","Boxes of books, a reader's craze,  
Lingers in minds, a quiet blaze.",53
"Boxes of books, a reader's craze,",craze,haze,craze,True,Yet silence fills the quiet haze.,"Boxes of books, a reader's craze,  
Yet silence fills the quiet haze.",54
"Boxes of books, a reader's craze,",craze,state,craze,False,"A quiet joy, a peaceful state.","Boxes of books, a reader's craze,  
A quiet joy, a peaceful state.",55
"Boxes of books, a reader's craze,",craze,desire,craze,False,"Whispers of tales, a soul's desire.","Boxes of books, a reader's craze,  
Whispers of tales, a soul's desire.",56
"Boxes of books, a reader's craze,",craze,place,craze,False,"The quiet hours, the heart's true place.","Boxes of books, a reader's craze,  
The quiet hours, the heart's true place.",57
"Boxes of books, a reader's craze,",craze,parade,craze,False,"And quiet nights, a soul's parade.","Boxes of books, a reader's craze,  
And quiet nights, a soul's parade.",58
"Boxes of books, a reader's craze,",craze,parade,craze,False,"And pages turning, the soul's parade.","Boxes of books, a reader's craze,  
And pages turning, the soul's parade.",59
"Boxes of books, a reader's craze,",craze,blaze,craze,True,"Whispers of wisdom, a quiet blaze.","Boxes of books, a reader's craze,  
Whispers of wisdom, a quiet blaze.",60
"Boxes of books, a reader's craze,",craze,fade,craze,False,The quiet thrill of pages that fade.,"Boxes of books, a reader's craze,  
The quiet thrill of pages that fade.",61
"Boxes of books, a reader's craze,",craze,haze,craze,True,Shall never be forgotten in the haze.,"Boxes of books, a reader's craze,  
Shall never be forgotten in the haze.",62
"Boxes of books, a reader's craze,",craze,deep,craze,False,Yet silence in the library's deep.,"Boxes of books, a reader's craze,  
Yet silence in the library's deep.",63
"Boxes of books, a reader's craze,",craze,day,craze,False,Lingers in the quiet of the day.,"Boxes of books, a reader's craze,  
Lingers in the quiet of the day.",64
"Boxes of books, a reader's craze,",craze,page,craze,False,"Are kept in silence, not in page.","Boxes of books, a reader's craze,  
Are kept in silence, not in page.",65
"Boxes of books, a reader's craze,",craze,page,craze,False,Shall never be without a page.,"Boxes of books, a reader's craze,  
Shall never be without a page.",66
"Boxes of books, a reader's craze,",craze,pace,craze,False,"The quiet hours, the heart's own pace.","Boxes of books, a reader's craze,  
The quiet hours, the heart's own pace.",67
"Boxes of books, a reader's craze,",craze,made,craze,False,A quiet world where minds are made.,"Boxes of books, a reader's craze,  
A quiet world where minds are made.",68
"Boxes of books, a reader's craze,",craze,space,craze,False,Yet silence rules the quiet space.,"Boxes of books, a reader's craze,  
Yet silence rules the quiet space.",69
"Boxes of books, a reader's craze,",craze,page,craze,False,Love is found in every page.,"Boxes of books, a reader's craze,  
Love is found in every page.",70
"Boxes of books, a reader's craze,",craze,page,craze,False,"The quiet hours, the whispered page.","Boxes of books, a reader's craze,  
The quiet hours, the whispered page.",71
"Boxes of books, a reader's craze,",craze,maze,craze,True,"A quiet joy, a gentle maze.","Boxes of books, a reader's craze,  
A quiet joy, a gentle maze.",72
"Boxes of books, a reader's craze,",craze,maze,craze,True,Is the quiet thrill of knowledge's maze.,"Boxes of books, a reader's craze,  
Is the quiet thrill of knowledge's maze.",73
"Boxes of books, a reader's craze,",craze,think,craze,False,"But silence rules the room, I think.","Boxes of books, a reader's craze,  
But silence rules the room, I think.",74
"Boxes of books, a reader's craze,",craze,fade,craze,False,Whispers of tales that never fade.,"Boxes of books, a reader's craze,  
Whispers of tales that never fade.",75
"Boxes of books, a reader's craze,",craze,pages,craze,False,"A quiet joy, a world in the pages.","Boxes of books, a reader's craze,  
A quiet joy, a world in the pages.",76
"Boxes of books, a reader's craze,",craze,fade,craze,False,Still keep the stories that never fade.,"Boxes of books, a reader's craze,  
Still keep the stories that never fade.",77
"Boxes of books, a reader's craze,",craze,tell,craze,False,The world is full of tales to tell.,"Boxes of books, a reader's craze,  
The world is full of tales to tell.",78
"Boxes of books, a reader's craze,",craze,praise,craze,True,Now fill the shelves with joy and praise.,"Boxes of books, a reader's craze,  
Now fill the shelves with joy and praise.",79
"Boxes of books, a reader's craze,",craze,maze,craze,True,"Lore and laughter, in every maze.","Boxes of books, a reader's craze,  
Lore and laughter, in every maze.",80
"Boxes of books, a reader's craze,",craze,wide,craze,False,"The heart of summer, bright and wide.","Boxes of books, a reader's craze,  
The heart of summer, bright and wide.",81
"Boxes of books, a reader's craze,",craze,gaze,craze,True,Yet silence reigns in the library's gaze.,"Boxes of books, a reader's craze,  
Yet silence reigns in the library's gaze.",82
"Boxes of books, a reader's craze,",craze,name,craze,False,The world's most precious treasure's name.,"Boxes of books, a reader's craze,  
The world's most precious treasure's name.",83
"Boxes of books, a reader's craze,",craze,fade,craze,False,Streets are filled with tales that fade.,"Boxes of books, a reader's craze,  
Streets are filled with tales that fade.",84
"Boxes of books, a reader's craze,",craze,wide,craze,False,"The mind is vast, the soul is wide.","Boxes of books, a reader's craze,  
The mind is vast, the soul is wide.",85
"Boxes of books, a reader's craze,",craze,haze,craze,True,The world is filled with tales and haze.,"Boxes of books, a reader's craze,  
The world is filled with tales and haze.",86
"Boxes of books, a reader's craze,",craze,stayed,craze,False,Yet silence lingers where the words once stayed.,"Boxes of books, a reader's craze,  
Yet silence lingers where the words once stayed.",87
"Boxes of books, a reader's craze,",craze,age,craze,False,Is a joy that never ends with age.,"Boxes of books, a reader's craze,  
Is a joy that never ends with age.",88
"Boxes of books, a reader's craze,",craze,haze,craze,True,"Now fill the shelves with stories, haze.","Boxes of books, a reader's craze,  
Now fill the shelves with stories, haze.",89
"Boxes of books, a reader's craze,",craze,chase,craze,False,"The quiet hours, the joy of chase.","Boxes of books, a reader's craze,  
The quiet hours, the joy of chase.",90
"Boxes of books, a reader's craze,",craze,prose,craze,False,Now fill the shelves with pages and prose.,"Boxes of books, a reader's craze,  
Now fill the shelves with pages and prose.",91
"Boxes of books, a reader's craze,",craze,haze,craze,True,"The world's a library, and we're all its haze.","Boxes of books, a reader's craze,  
The world's a library, and we're all its haze.",92
"Boxes of books, a reader's craze,",craze,space,craze,False,Yet silence fills the quiet space.,"Boxes of books, a reader's craze,  
Yet silence fills the quiet space.",93
"Boxes of books, a reader's craze,",craze,guests,craze,False,"The world's a library, and we're all its guests.","Boxes of books, a reader's craze,  
The world's a library, and we're all its guests.",94
"Boxes of books, a reader's craze,",craze,child,craze,False,And shelves that hold the dreams of a child.,"Boxes of books, a reader's craze,  
And shelves that hold the dreams of a child.",95
"Boxes of books, a reader's craze,",craze,game,craze,False,"A quiet joy, a quiet game.","Boxes of books, a reader's craze,  
A quiet joy, a quiet game.",96
"Boxes of books, a reader's craze,",craze,place,craze,False,"A quiet joy, a quiet place.","Boxes of books, a reader's craze,  
A quiet joy, a quiet place.",97
"Boxes of books, a reader's craze,",craze,gaze,craze,True,But the true treasure is the mind's wide gaze.,"Boxes of books, a reader's craze,  
But the true treasure is the mind's wide gaze.",98
"Boxes of books, a reader's craze,",craze,stale,craze,False,"In quiet corners, they're never stale.","Boxes of books, a reader's craze,  
In quiet corners, they're never stale.",99
"Boxes of books, a reader's fun,",fun,turn,fun,False,"The world is wide, and the pages turn.","Boxes of books, a reader's fun,  
The world is wide, and the pages turn.",0
"Boxes of books, a reader's fun,",fun,unknown,fun,False,"The world is full of wonders, unknown.","Boxes of books, a reader's fun,  
The world is full of wonders, unknown.",1
"Boxes of books, a reader's fun,",fun,bound,fun,False,"The world is wide, but the soul is bound.","Boxes of books, a reader's fun,  
The world is wide, but the soul is bound.",2
"Boxes of books, a reader's fun,",fun,bound,fun,False,"The world is wide, and the mind is bound.","Boxes of books, a reader's fun,  
The world is wide, and the mind is bound.",3
"Boxes of books, a reader's fun,",fun,still,fun,False,"The world is wide, but the heart is still.","Boxes of books, a reader's fun,  
The world is wide, but the heart is still.",4
"Boxes of books, a reader's fun,",fun,lung,fun,False,Yet silence lingers in the lung.,"Boxes of books, a reader's fun,  
Yet silence lingers in the lung.",5
"Boxes of books, a reader's fun,",fun,turned,fun,False,The quiet joy of pages turned.,"Boxes of books, a reader's fun,  
The quiet joy of pages turned.",6
"Boxes of books, a reader's fun,",fun,spin,fun,False,A treasure trove where stories spin.,"Boxes of books, a reader's fun,  
A treasure trove where stories spin.",7
"Boxes of books, a reader's fun,",fun,treat,fun,False,"Is life in the library, a treat.","Boxes of books, a reader's fun,  
Is life in the library, a treat.",8
"Boxes of books, a reader's fun,",fun,undone,fun,True,"Lore and laughter, never undone.","Boxes of books, a reader's fun,  
Lore and laughter, never undone.",9
"Boxes of books, a reader's fun,",fun,see,fun,False,"Come closer, touch the pages, you'll see.","Boxes of books, a reader's fun,  
Come closer, touch the pages, you'll see.",10
"Boxes of books, a reader's fun,",fun,same,fun,False,"Life's a journey, and we're all the same.","Boxes of books, a reader's fun,  
Life's a journey, and we're all the same.",11
"Boxes of books, a reader's fun,",fun,warm,fun,False,"The heart of knowledge, always warm.","Boxes of books, a reader's fun,  
The heart of knowledge, always warm.",12
"Boxes of books, a reader's fun,",fun,new,fun,False,Stirred by the scent of old and new.,"Boxes of books, a reader's fun,  
Stirred by the scent of old and new.",13
"Boxes of books, a reader's fun,",fun,tuneful,fun,False,"The silence of the pages, soft and tuneful.","Boxes of books, a reader's fun,  
The silence of the pages, soft and tuneful.",14
"Boxes of books, a reader's fun,",fun,wonder,fun,False,"A world of stories, full of wonder.","Boxes of books, a reader's fun,  
A world of stories, full of wonder.",15
"Boxes of books, a reader's fun,",fun,sun,fun,True,Yet silence lingers in the sun.,"Boxes of books, a reader's fun,  
Yet silence lingers in the sun.",16
"Boxes of books, a reader's fun,",fun,sun,fun,True,"A world of stories, bound in sun.","Boxes of books, a reader's fun,  
A world of stories, bound in sun.",17
"Boxes of books, a reader's fun,",fun,town,fun,False,Yet silence lingers in the town.,"Boxes of books, a reader's fun,  
Yet silence lingers in the town.",18
"Boxes of books, a reader's fun,",fun,fun,fun,False,"The heart of knowledge, it's all in fun.","Boxes of books, a reader's fun,  
The heart of knowledge, it's all in fun.",19
"Boxes of books, a reader's fun,",fun,fun,fun,False,"The world is wide, and the tales are fun.","Boxes of books, a reader's fun,  
The world is wide, and the tales are fun.",20
"Boxes of books, a reader's fun,",fun,bound,fun,False,"The world is wide, but the mind is bound.","Boxes of books, a reader's fun,  
The world is wide, but the mind is bound.",21
"Boxes of books, a reader's fun,",fun,true,fun,False,"A world of stories, wide and true.","Boxes of books, a reader's fun,  
A world of stories, wide and true.",22
"Boxes of books, a reader's fun,",fun,bound,fun,False,"The world is wide, but the mind is bound.","Boxes of books, a reader's fun,  
The world is wide, but the mind is bound.",23
"Boxes of books, a reader's fun,",fun,warm,fun,False,"A world of stories, endless and warm.","Boxes of books, a reader's fun,  
A world of stories, endless and warm.",24
"Boxes of books, a reader's fun,",fun,seen,fun,False,"A world of stories, waiting to be seen.","Boxes of books, a reader's fun,  
A world of stories, waiting to be seen.",25
"Boxes of books, a reader's fun,",fun,pen,fun,False,"The world's a page, and we're all the pen.","Boxes of books, a reader's fun,  
The world's a page, and we're all the pen.",26
"Boxes of books, a reader's fun,",fun,uncover,fun,False,The world is full of stories to uncover.,"Boxes of books, a reader's fun,  
The world is full of stories to uncover.",27
"Boxes of books, a reader's fun,",fun,turn,fun,False,"The world is wide, but the pages turn.","Boxes of books, a reader's fun,  
The world is wide, but the pages turn.",28
"Boxes of books, a reader's fun,",fun,deep,fun,False,"The silence of the pages, deep.","Boxes of books, a reader's fun,  
The silence of the pages, deep.",29
"Boxes of books, a reader's fun,",fun,short,fun,False,"The world is vast, but time is short.","Boxes of books, a reader's fun,  
The world is vast, but time is short.",30
"Boxes of books, a reader's fun,",fun,seen,fun,False,"Are lost in time, and never seen.","Boxes of books, a reader's fun,  
Are lost in time, and never seen.",31
"Boxes of books, a reader's fun,",fun,turned,fun,False,"The pages turn, the world is turned.","Boxes of books, a reader's fun,  
The pages turn, the world is turned.",32
"Boxes of books, a reader's fun,",fun,sound,fun,False,"Yet silence lingers, a haunting sound.","Boxes of books, a reader's fun,  
Yet silence lingers, a haunting sound.",33
"Boxes of books, a reader's fun,",fun,full,fun,False,"The world is wide, but the heart is full.","Boxes of books, a reader's fun,  
The world is wide, but the heart is full.",34
"Boxes of books, a reader's fun,",fun,run,fun,True,"Life's a journey, and we must run.","Boxes of books, a reader's fun,  
Life's a journey, and we must run.",35
"Boxes of books, a reader's fun,",fun,mind,fun,False,"The world is wide, but so is the mind.","Boxes of books, a reader's fun,  
The world is wide, but so is the mind.",36
"Boxes of books, a reader's fun,",fun,on,fun,False,"And pages that whisper, ""Read on!""","Boxes of books, a reader's fun,  
And pages that whisper, ""Read on!""",37
"Boxes of books, a reader's fun,",fun,delight,fun,False,"A quiet world, a heart's delight.","Boxes of books, a reader's fun,  
A quiet world, a heart's delight.",38
"Boxes of books, a reader's fun,",fun,fun,fun,False,"The world is wide, and the pages are fun.","Boxes of books, a reader's fun,  
The world is wide, and the pages are fun.",39
"Boxes of books, a reader's fun,",fun,sun,fun,True,Yet silence lingers in the sun.,"Boxes of books, a reader's fun,  
Yet silence lingers in the sun.",40
"Boxes of books, a reader's fun,",fun,run,fun,True,And pages that never seem to run.,"Boxes of books, a reader's fun,  
And pages that never seem to run.",41
"Boxes of books, a reader's fun,",fun,bound,fun,False,"Lore and laughter, forever bound.","Boxes of books, a reader's fun,  
Lore and laughter, forever bound.",42
"Boxes of books, a reader's fun,",fun,room,fun,False,Yet silence lingers in the room.,"Boxes of books, a reader's fun,  
Yet silence lingers in the room.",43
"Boxes of books, a reader's fun,",fun,mind,fun,False,"The world is wide, but so is the mind.","Boxes of books, a reader's fun,  
The world is wide, but so is the mind.",44
"Boxes of books, a reader's fun,",fun,sound,fun,False,Yet silence lingers in the sound.,"Boxes of books, a reader's fun,  
Yet silence lingers in the sound.",45
"Boxes of books, a reader's fun,",fun,bun,fun,True,Lies hidden in the dusty bun.,"Boxes of books, a reader's fun,  
Lies hidden in the dusty bun.",46
"Boxes of books, a reader's fun,",fun,unfold,fun,False,The world is full of stories to unfold.,"Boxes of books, a reader's fun,  
The world is full of stories to unfold.",47
"Boxes of books, a reader's fun,",fun,turn,fun,False,"The world is wide, but the pages turn.","Boxes of books, a reader's fun,  
The world is wide, but the pages turn.",48
"Boxes of books, a reader's fun,",fun,pun,fun,True,Yet silence lingers in the pun.,"Boxes of books, a reader's fun,  
Yet silence lingers in the pun.",49
"Boxes of books, a reader's fun,",fun,unburn,fun,False,"A lifetime of stories, so long and unburn.","Boxes of books, a reader's fun,  
A lifetime of stories, so long and unburn.",50
"Boxes of books, a reader's fun,",fun,turn,fun,False,"The world is wide, and the pages turn.","Boxes of books, a reader's fun,  
The world is wide, and the pages turn.",51
"Boxes of books, a reader's fun,",fun,full,fun,False,"The world is wide, but the heart is full.","Boxes of books, a reader's fun,  
The world is wide, but the heart is full.",52
"Boxes of books, a reader's fun,",fun,turn,fun,False,"The world is wide, and the pages turn.","Boxes of books, a reader's fun,  
The world is wide, and the pages turn.",53
"Boxes of books, a reader's fun,",fun,tun,fun,False,"Are kept in silence, never tun.","Boxes of books, a reader's fun,  
Are kept in silence, never tun.",54
"Boxes of books, a reader's fun,",fun,spring,fun,False,"Lingers in heart, like spring in spring.","Boxes of books, a reader's fun,  
Lingers in heart, like spring in spring.",55
"Boxes of books, a reader's fun,",fun,truth,fun,False,And pages turned with care and truth.,"Boxes of books, a reader's fun,  
And pages turned with care and truth.",56
"Boxes of books, a reader's fun,",fun,run,fun,True,"The pages turn, and stories run.","Boxes of books, a reader's fun,  
The pages turn, and stories run.",57
"Boxes of books, a reader's fun,",fun,town,fun,False,"A quiet world, a cozy town.","Boxes of books, a reader's fun,  
A quiet world, a cozy town.",58
"Boxes of books, a reader's fun,",fun,sun,fun,True,"Is life with pages, and a heart full of sun.","Boxes of books, a reader's fun,  
Is life with pages, and a heart full of sun.",59
"Boxes of books, a reader's fun,",fun,spin,fun,False,The world is full of stories to spin.,"Boxes of books, a reader's fun,  
The world is full of stories to spin.",60
"Boxes of books, a reader's fun,",fun,sun,fun,True,"A quiet joy, a cherished sun.","Boxes of books, a reader's fun,  
A quiet joy, a cherished sun.",61
"Boxes of books, a reader's fun,",fun,hum,fun,False,"Yet silence lingers, a quiet hum.","Boxes of books, a reader's fun,  
Yet silence lingers, a quiet hum.",62
"Boxes of books, a reader's fun,",fun,won,fun,True,"The pages turn, and joy is won.","Boxes of books, a reader's fun,  
The pages turn, and joy is won.",63
"Boxes of books, a reader's fun,",fun,run,fun,True,"The world is full of wonders, we must run.","Boxes of books, a reader's fun,  
The world is full of wonders, we must run.",64
"Boxes of books, a reader's fun,",fun,gone,fun,False,Yet silence falls when time is gone.,"Boxes of books, a reader's fun,  
Yet silence falls when time is gone.",65
"Boxes of books, a reader's fun,",fun,room,fun,False,Yet silence fills the quiet room.,"Boxes of books, a reader's fun,  
Yet silence fills the quiet room.",66
"Boxes of books, a reader's fun,",fun,town,fun,False,Yet silence lingers in the town.,"Boxes of books, a reader's fun,  
Yet silence lingers in the town.",67
"Boxes of books, a reader's fun,",fun,room,fun,False,Yet silence lingers in the room.,"Boxes of books, a reader's fun,  
Yet silence lingers in the room.",68
"Boxes of books, a reader's fun,",fun,turn,fun,False,"Life's a journey, and the pages turn.","Boxes of books, a reader's fun,  
Life's a journey, and the pages turn.",69
"Boxes of books, a reader's fun,",fun,enthrall,fun,False,"Stanza by stanza, we'll enthrall.","Boxes of books, a reader's fun,  
Stanza by stanza, we'll enthrall.",70
"Boxes of books, a reader's fun,",fun,still,fun,False,"The world is wide, but the heart is still.","Boxes of books, a reader's fun,  
The world is wide, but the heart is still.",71
"Boxes of books, a reader's fun,",fun,space,fun,False,A journey through time and space.,"Boxes of books, a reader's fun,  
A journey through time and space.",72
"Boxes of books, a reader's fun,",fun,room,fun,False,Yet silence lingers in the room.,"Boxes of books, a reader's fun,  
Yet silence lingers in the room.",73
"Boxes of books, a reader's fun,",fun,sun,fun,True,Yet silence hangs in every sun.,"Boxes of books, a reader's fun,  
Yet silence hangs in every sun.",74
"Boxes of books, a reader's fun,",fun,full,fun,False,"The world is wide, but the heart is full.","Boxes of books, a reader's fun,  
The world is wide, but the heart is full.",75
"Boxes of books, a reader's fun,",fun,know,fun,False,"The world is full of wonder, don't you know?","Boxes of books, a reader's fun,  
The world is full of wonder, don't you know?",76
"Boxes of books, a reader's fun,",fun,authors,fun,False,"The world's a book, and we're all its authors.","Boxes of books, a reader's fun,  
The world's a book, and we're all its authors.",77
"Boxes of books, a reader's fun,",fun,authors,fun,False,"The world's a shelf, and we're all the authors.","Boxes of books, a reader's fun,  
The world's a shelf, and we're all the authors.",78
"Boxes of books, a reader's fun,",fun,room,fun,False,"The world's a shelf, and the mind is a room.","Boxes of books, a reader's fun,  
The world's a shelf, and the mind is a room.",79
"Boxes of books, a reader's fun,",fun,warm,fun,False,"Yet silence lingers, and the sun grows warm.","Boxes of books, a reader's fun,  
Yet silence lingers, and the sun grows warm.",80
"Boxes of books, a reader's fun,",fun,bound,fun,False,"The world is wide, but the mind is bound.","Boxes of books, a reader's fun,  
The world is wide, but the mind is bound.",81
"Boxes of books, a reader's fun,",fun,sound,fun,False,"The silence of the shelf, a quiet sound.","Boxes of books, a reader's fun,  
The silence of the shelf, a quiet sound.",82
"Boxes of books, a reader's fun,",fun,unknown,fun,False,The world is full of wonders unknown.,"Boxes of books, a reader's fun,  
The world is full of wonders unknown.",83
"Boxes of books, a reader's fun,",fun,bound,fun,False,"The world is wide, but the heart is bound.","Boxes of books, a reader's fun,  
The world is wide, but the heart is bound.",84
"Boxes of books, a reader's fun,",fun,turn,fun,False,"The world is wide, and the pages turn.","Boxes of books, a reader's fun,  
The world is wide, and the pages turn.",85
"Boxes of books, a reader's fun,",fun,sun,fun,True,Yet silence lingers in the sun.,"Boxes of books, a reader's fun,  
Yet silence lingers in the sun.",86
"Boxes of books, a reader's fun,",fun,unbound,fun,False,"Come and join the joy, and be unbound.","Boxes of books, a reader's fun,  
Come and join the joy, and be unbound.",87
"Boxes of books, a reader's fun,",fun,spun,fun,True,Are treasures waiting to be spun.,"Boxes of books, a reader's fun,  
Are treasures waiting to be spun.",88
"Boxes of books, a reader's fun,",fun,unbound,fun,False,"Come and join the game, you'll be unbound.","Boxes of books, a reader's fun,  
Come and join the game, you'll be unbound.",89
"Boxes of books, a reader's fun,",fun,room,fun,False,But silence rules the room.,"Boxes of books, a reader's fun,  
But silence rules the room.",90
"Boxes of books, a reader's fun,",fun,sun,fun,True,Come and find your way through the sun.,"Boxes of books, a reader's fun,  
Come and find your way through the sun.",91
"Boxes of books, a reader's fun,",fun,sun,fun,True,"Life's a journey, and the page is the sun.","Boxes of books, a reader's fun,  
Life's a journey, and the page is the sun.",92
"Boxes of books, a reader's fun,",fun,unbound,fun,False,"Streets of thought, a soul's unbound.","Boxes of books, a reader's fun,  
Streets of thought, a soul's unbound.",93
"Boxes of books, a reader's fun,",fun,students,fun,False,"The world's a library, and we're all its students.","Boxes of books, a reader's fun,  
The world's a library, and we're all its students.",94
"Boxes of books, a reader's fun,",fun,sun,fun,True,"The world is wide, but knowledge is the sun.","Boxes of books, a reader's fun,  
The world is wide, but knowledge is the sun.",95
"Boxes of books, a reader's fun,",fun,run,fun,True,The world is full of tales to run.,"Boxes of books, a reader's fun,  
The world is full of tales to run.",96
"Boxes of books, a reader's fun,",fun,sun,fun,True,Yet silence lingers in the sun.,"Boxes of books, a reader's fun,  
Yet silence lingers in the sun.",97
"Boxes of books, a reader's fun,",fun,unbound,fun,False,"The world is wide, and the mind is unbound.","Boxes of books, a reader's fun,  
The world is wide, and the mind is unbound.",98
"Boxes of books, a reader's fun,",fun,hunt,fun,False,"Shelves of wisdom, a treasure hunt.","Boxes of books, a reader's fun,  
Shelves of wisdom, a treasure hunt.",99
"He saw a carrot and had to grab it,",it,too,it,False,"But it was green and it was bitter, too.","He saw a carrot and had to grab it,  
But it was green and it was bitter, too.",0
"He saw a carrot and had to grab it,",it,cat,it,False,"and then he cried, ""It's not a cat!""","and then he cried, ""It's not a cat!""",1
"He saw a carrot and had to grab it,",it,it,it,False,but it was green and he didn't like it.,"he saw a carrot and had to grab it,  
but it was green and he didn't like it.",2
"He saw a carrot and had to grab it,",it,was,it,False,but he didn't know where it was.,"he saw a carrot and had to grab it,  
but he didn't know where it was.",3
"He saw a carrot and had to grab it,",it,hands,it,False,But it was too big for his small hands.,"He saw a carrot and had to grab it,  
But it was too big for his small hands.",4
"He saw a carrot and had to grab it,",it,it,it,False,"and then he cried, ""I can't see it!""","and then he cried, ""I can't see it!""",5
"He saw a carrot and had to grab it,",it,it,it,False,But he didn't want to eat it.,"He saw a carrot and had to grab it,  
But he didn't want to eat it.",6
"He saw a carrot and had to grab it,",it,it,it,False,but it was green and he didn't like it.,"he saw a carrot and had to grab it,  
but it was green and he didn't like it.",7
"He saw a carrot and had to grab it,",it,cried,it,False,and then he cried.,and then he cried.,8
"He saw a carrot and had to grab it,",it,hand,it,False,but it was too big for his small hand.,"he saw a carrot and had to grab it,  
but it was too big for his small hand.",9
"He saw a carrot and had to grab it,",it,bright,it,False,But found it was green and not so bright.,"He saw a carrot and had to grab it,  
But found it was green and not so bright.",10
"He saw a carrot and had to grab it,",it,it,it,False,but it was green and he had to eat it.,"he saw a carrot and had to grab it,  
but it was green and he had to eat it.",11
"He saw a carrot and had to grab it,",it,bit,it,True,"but he didn't eat it, it was just a bit.","he saw a carrot and had to grab it,  
but he didn't eat it, it was just a bit.",12
"He saw a carrot and had to grab it,",it,hand,it,False,but it was too big for his small hand.,"he saw a carrot and had to grab it,  
but it was too big for his small hand.",13
