first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
He saw a carrot and had to take it,it,it,it,False,But his stomach didn't like it.,But his stomach didn't like it.,47
He saw a carrot and had to take it,it,agree,it,False,But his stomach didn't agree.,But his stomach didn't agree.,48
He saw a carrot and had to take it,it,hat,it,False,But the rabbit was already in the hat.,"He saw a carrot and had to take it,  
But the rabbit was already in the hat.",49
He saw a carrot and had to take it,it,broke,it,False,But his teeth were already broke.,But his teeth were already broke.,50
He saw a carrot and had to take it,it,broke,it,False,But his teeth were already broke.,But his teeth were already broke.,51
He saw a carrot and had to take it,it,right,it,False,But he wasn't sure if it was right.,But he wasn't sure if it was right.,52
He saw a carrot and had to take it,it,it,it,False,But he was too slow to eat it.,But he was too slow to eat it.,53
He saw a carrot and had to take it,it,impressed,it,False,But the rabbit was not impressed.,But the rabbit was not impressed.,54
He saw a carrot and had to take it,it,hat,it,False,But the rabbit was already in the hat!,"He saw a carrot and had to take it,  
But the rabbit was already in the hat!",55
He saw a carrot and had to take it,it,upset,it,False,But the rabbit was quite upset.,But the rabbit was quite upset.,56
He saw a carrot and had to take it,it,pleased,it,False,But the rabbit was not pleased.,But the rabbit was not pleased.,57
He saw a carrot and had to take it,it,pleased,it,False,But the rabbit was not pleased.,But the rabbit was not pleased.,58
He saw a carrot and had to take it,it,late,it,False,But the rabbit was already late.,But the rabbit was already late.,59
He saw a carrot and had to take it,it,too,it,False,"But the rabbit was right there, too.","He saw a carrot and had to take it,  
But the rabbit was right there, too.",60
He saw a carrot and had to take it,it,too,it,False,"But the rabbit was right there, too.","He saw a carrot and had to take it,  
But the rabbit was right there, too.",61
He saw a carrot and had to take it,it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,62
He saw a carrot and had to take it,it,happy,it,False,But the rabbit was not happy.,But the rabbit was not happy.,63
He saw a carrot and had to take it,it,all,it,False,But he was not hungry at all.,But he was not hungry at all.,64
He saw a carrot and had to take it,it,white,it,False,But his teeth were already white.,But his teeth were already white.,65
He saw a carrot and had to take it,it,gone,it,False,But the rabbit was already gone.,But the rabbit was already gone.,66
He saw a carrot and had to take it,it,upset,it,False,But the rabbit was quite upset.,But the rabbit was quite upset.,67
He saw a carrot and had to take it,it,impressed,it,False,But the rabbit was not impressed.,But the rabbit was not impressed.,68
He saw a carrot and had to take it,it,too,it,False,"But the rabbit was right there, too.","He saw a carrot and had to take it,  
But the rabbit was right there, too.",69
He saw a carrot and had to take it,it,it,it,False,But his teeth couldn't bite it.,But his teeth couldn't bite it.,70
He saw a carrot and had to take it,it,pleased,it,False,But the rabbit was not pleased.,But the rabbit was not pleased.,71
He saw a carrot and had to take it,it,broke,it,False,But his teeth were already broke.,But his teeth were already broke.,72
He saw a carrot and had to take it,it,all,it,False,But he was not hungry at all.,But he was not hungry at all.,73
He saw a carrot and had to take it,it,pleased,it,False,But the rabbit was not pleased.,But the rabbit was not pleased.,74
He saw a carrot and had to take it,it,bare,it,False,But his teeth were already bare.,But his teeth were already bare.,75
He saw a carrot and had to take it,it,impressed,it,False,But the rabbit was not impressed.,But the rabbit was not impressed.,76
He saw a carrot and had to take it,it,all,it,False,But he wasn't hungry at all.,But he wasn't hungry at all.,77
He saw a carrot and had to take it,it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,78
He saw a carrot and had to take it,it,hat,it,False,But the rabbit was already in the hat.,"He saw a carrot and had to take it,  
But the rabbit was already in the hat.",79
He saw a carrot and had to take it,it,not,it,False,"But his stomach said, ""No, you're not.""","But his stomach said, ""No, you're not.""",80
He saw a carrot and had to take it,it,lie,it,False,But he didn't know it was a lie.,But he didn't know it was a lie.,81
He saw a carrot and had to take it,it,gone,it,False,But his teeth were already gone.,But his teeth were already gone.,82
He saw a carrot and had to take it,it,gone,it,False,But his teeth were already gone.,But his teeth were already gone.,83
He saw a carrot and had to take it,it,it,it,False,But his stomach made him break it.,But his stomach made him break it.,84
He saw a carrot and had to take it,it,it,it,False,But he didn't know what to do with it.,But he didn't know what to do with it.,85
He saw a carrot and had to take it,it,hat,it,False,But the rabbit was already in the hat.,"He saw a carrot and had to take it,  
But the rabbit was already in the hat.",86
He saw a carrot and had to take it,it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,87
He saw a carrot and had to take it,it,place,it,False,But his teeth were not in the right place.,But his teeth were not in the right place.,88
He saw a carrot and had to take it,it,it,it,False,But his stomach couldn't hold it.,But his stomach couldn't hold it.,89
He saw a carrot and had to take it,it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,90
He saw a carrot and had to take it,it,right,it,False,But the rabbit was right.,But the rabbit was right.,91
He saw a carrot and had to take it,it,it,it,False,But his teeth were already in it.,But his teeth were already in it.,92
He saw a carrot and had to take it,it,same,it,False,But he was never quite the same.,But he was never quite the same.,93
He saw a carrot and had to take it,it,it,it,False,But his teeth were already in it.,But his teeth were already in it.,94
He saw a carrot and had to take it,it,there,it,False,But the rabbit was already there.,"He saw a carrot and had to take it,  
But the rabbit was already there.",95
He saw a carrot and had to take it,it,agree,it,False,But his stomach did not agree.,But his stomach did not agree.,96
He saw a carrot and had to take it,it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,97
He saw a carrot and had to take it,it,treat,it,False,But he didn't know it was a treat.,But he didn't know it was a treat.,98
He saw a carrot and had to take it,it,it,it,False,But he was too slow to eat it.,But he was too slow to eat it.,99
"He saw a carrot and had to steal it,",it,near,it,False,But the farmer was near.,But the farmer was near.,0
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer found it.,But the farmer found it.,1
"He saw a carrot and had to steal it,",it,rat,it,False,But the owner gave it to a rat.,But the owner gave it to a rat.,2
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,3
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,4
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,5
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,6
"He saw a carrot and had to steal it,",it,there,it,False,But the rabbit was right there.,But the rabbit was right there.,7
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,8
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,9
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,10
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,11
"He saw a carrot and had to steal it,",it,near,it,False,But the farmer was near.,But the farmer was near.,12
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,13
"He saw a carrot and had to steal it,",it,pleased,it,False,But the owner was not pleased.,But the owner was not pleased.,14
"He saw a carrot and had to steal it,",it,pleased,it,False,But the owner was not pleased.,But the owner was not pleased.,15
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,16
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,17
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,18
"He saw a carrot and had to steal it,",it,eat,it,False,"But the rabbit was right there, watching him eat.","He saw a carrot and had to steal it,  
But the rabbit was right there, watching him eat.",19
"He saw a carrot and had to steal it,",it,near,it,False,But the farmer was near.,But the farmer was near.,20
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer was nearby and saw it.,But the farmer was nearby and saw it.,21
"He saw a carrot and had to steal it,",it,there,it,False,But the rabbit was right there.,But the rabbit was right there.,22
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,23
"He saw a carrot and had to steal it,",it,it,it,False,But the rabbit was faster and took it.,But the rabbit was faster and took it.,24
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,25
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,26
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,27
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,28
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,29
"He saw a carrot and had to steal it,",it,hill,it,False,But the farmer was watching from the hill.,But the farmer was watching from the hill.,30
"He saw a carrot and had to steal it,",it,near,it,False,But the farmer was near.,But the farmer was near.,31
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,32
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,33
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,34
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,35
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,36
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,37
"He saw a carrot and had to steal it,",it,pleased,it,False,But the owner was not pleased.,But the owner was not pleased.,38
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,39
"He saw a carrot and had to steal it,",it,grit,it,True,"But the rabbit was right there, watching him grit.","He saw a carrot and had to steal it,  
But the rabbit was right there, watching him grit.",40
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,41
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,42
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,43
"He saw a carrot and had to steal it,",it,there,it,False,But the farmer was right there.,But the farmer was right there.,44
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,45
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,46
"He saw a carrot and had to steal it,",it,him,it,False,But the farmer was right behind him.,But the farmer was right behind him.,47
"He saw a carrot and had to steal it,",it,pleased,it,False,But the owner was not pleased.,But the owner was not pleased.,48
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,49
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,50
"He saw a carrot and had to steal it,",it,there,it,False,But the rabbit was right there.,But the rabbit was right there.,51
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,52
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,53
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,54
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,55
"He saw a carrot and had to steal it,",it,near,it,False,But the farmer was near.,But the farmer was near.,56
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,57
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,58
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer would not let it.,But the farmer would not let it.,59
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,60
"He saw a carrot and had to steal it,",it,pleased,it,False,But the owner was not pleased.,But the owner was not pleased.,61
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,62
"He saw a carrot and had to steal it,",it,him,it,False,"But the rabbit was right there, watching him.","He saw a carrot and had to steal it,  
But the rabbit was right there, watching him.",63
"He saw a carrot and had to steal it,",it,fit,it,True,But the bunny was fast and it was a fit.,"He saw a carrot and had to steal it,  
But the bunny was fast and it was a fit.",64
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,65
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,66
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,67
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,68
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,69
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,70
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,71
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,72
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,73
"He saw a carrot and had to steal it,",it,there,it,False,But the farmer was right there.,But the farmer was right there.,74
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,75
"He saw a carrot and had to steal it,",it,him,it,False,But the farmer was right behind him.,But the farmer was right behind him.,76
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,77
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,78
"He saw a carrot and had to steal it,",it,there,it,False,But the rabbit was right there.,But the rabbit was right there.,79
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,80
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,81
"He saw a carrot and had to steal it,",it,away,it,False,But the rabbit was fast and it ran away.,But the rabbit was fast and it ran away.,82
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer would not let it.,But the farmer would not let it.,83
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer would never let it.,But the farmer would never let it.,84
"He saw a carrot and had to steal it,",it,thief,it,False,But the owner called him a thief.,But the owner called him a thief.,85
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,86
"He saw a carrot and had to steal it,",it,watching,it,False,But the rabbit was watching.,But the rabbit was watching.,87
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer would never let it.,But the farmer would never let it.,88
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,89
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,90
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,91
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,92
"He saw a carrot and had to steal it,",it,pleased,it,False,But the farmer was not pleased.,But the farmer was not pleased.,93
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,94
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,95
"He saw a carrot and had to steal it,",it,pleased,it,False,But the owner was not pleased.,But the owner was not pleased.,96
"He saw a carrot and had to steal it,",it,watching,it,False,But the rabbit was watching.,But the rabbit was watching.,97
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,98
"He saw a carrot and had to steal it,",it,act,it,False,But the farmer caught him in the act.,But the farmer caught him in the act.,99
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,0
"He saw a carrot and had to have it,",it,sound,it,False,He bit into it with a crunching sound.,He bit into it with a crunching sound.,1
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,2
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,3
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,4
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,5
"He saw a carrot and had to have it,",it,spring,it,False,He bit into it and tasted the spring.,He bit into it and tasted the spring.,6
"He saw a carrot and had to have it,",it,right,it,False,He bit into it and felt so right.,He bit into it and felt so right.,7
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,8
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,9
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,10
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,11
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,12
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,13
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,14
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and laughed with delight.,He bit into it and laughed with delight.,15
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,16
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,17
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,18
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,19
"He saw a carrot and had to have it,",it,grin,it,False,He grabbed it with a satisfied grin.,He grabbed it with a satisfied grin.,20
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,21
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,22
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it with eager delight.,He bit into it with eager delight.,23
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,24
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and grinned with delight.,He bit into it and grinned with delight.,25
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,26
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,27
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,28
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,29
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and grinned with delight.,He bit into it and grinned with delight.,30
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,31
"He saw a carrot and had to have it,",it,grin,it,False,He bit into it with a grin.,He bit into it with a grin.,32
"He saw a carrot and had to have it,",it,whole,it,False,He swallowed it whole.,He swallowed it whole.,33
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and grinned with delight.,He bit into it and grinned with delight.,34
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,35
"He saw a carrot and had to have it,",it,whole,it,False,He swallowed it whole.,He swallowed it whole.,36
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and laughed with delight.,He bit into it and laughed with delight.,37
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,38
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,39
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,40
"He saw a carrot and had to have it,",it,reach,it,False,But it was too far to reach.,But it was too far to reach.,41
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,42
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,43
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,44
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,45
"He saw a carrot and had to have it,",it,grin,it,False,He bit into it with a satisfied grin.,He bit into it with a satisfied grin.,46
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,47
"He saw a carrot and had to have it,",it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,48
"He saw a carrot and had to have it,",it,grin,it,False,He bit into it with a satisfied grin.,He bit into it with a satisfied grin.,49
"He saw a carrot and had to have it,",it,crunch,it,False,He chomped down with a satisfying crunch.,He chomped down with a satisfying crunch.,50
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,51
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,52
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,53
"He saw a carrot and had to have it,",it,can't,it,False,"But his stomach said, ""No, you can't.""","But his stomach said, ""No, you can't.""",54
"He saw a carrot and had to have it,",it,right,it,False,He took a bite and felt so right.,He took a bite and felt so right.,55
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,56
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,57
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,58
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,59
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,60
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,61
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,62
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,63
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,64
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,65
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,66
"He saw a carrot and had to have it,",it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,67
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,68
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it with gleeful delight.,He bit into it with gleeful delight.,69
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,70
"He saw a carrot and had to have it,",it,grin,it,False,He bit into it with a grin.,He bit into it with a grin.,71
"He saw a carrot and had to have it,",it,thrill,it,False,He bit into it and felt a thrill.,He bit into it and felt a thrill.,72
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,73
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and tasted delight.,He bit into it and tasted delight.,74
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,75
"He saw a carrot and had to have it,",it,whole,it,False,He swallowed it whole.,He swallowed it whole.,76
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it with delight.,He bit into it with delight.,77
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and smiled with delight.,He took a bite and smiled with delight.,78
"He saw a carrot and had to have it,",it,tied,it,False,But his hands were tied.,But his hands were tied.,79
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,80
"He saw a carrot and had to have it,",it,grin,it,False,He bit into it with a grin.,He bit into it with a grin.,81
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,82
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,83
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,84
"He saw a carrot and had to have it,",it,it,it,False,But he didn't eat it.,But he didn't eat it.,85
"He saw a carrot and had to have it,",it,grin,it,False,He bit into it with a happy grin.,He bit into it with a happy grin.,86
"He saw a carrot and had to have it,",it,ear,it,False,He took a bite and grinned from ear to ear.,He took a bite and grinned from ear to ear.,87
"He saw a carrot and had to have it,",it,eat,it,False,But it was too long to eat.,But it was too long to eat.,88
"He saw a carrot and had to have it,",it,not,it,False,"But his stomach said, ""No, you must not.""","But his stomach said, ""No, you must not.""",89
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,90
"He saw a carrot and had to have it,",it,it,it,False,But he couldn't eat it.,But he couldn't eat it.,91
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and sighed with delight.,He bit into it and sighed with delight.,92
"He saw a carrot and had to have it,",it,delight,it,False,He took a bite and grinned with delight.,He took a bite and grinned with delight.,93
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,94
"He saw a carrot and had to have it,",it,truth,it,False,He took a bite and tasted the truth.,He took a bite and tasted the truth.,95
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,96
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,97
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,98
"He saw a carrot and had to have it,",it,delight,it,False,He bit into it and smiled with delight.,He bit into it and smiled with delight.,99
"He saw a carrot and had to hold it,",it,bold,it,False,But the temptation was too bold.,"He saw a carrot and had to hold it,  
But the temptation was too bold.",0
"He saw a carrot and had to hold it,",it,bold,it,False,But the temptation was too bold.,"He saw a carrot and had to hold it,  
But the temptation was too bold.",1
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't resist the urge to fold it.,"He saw a carrot and had to hold it,  
But couldn't resist the urge to fold it.",2
"He saw a carrot and had to hold it,",it,bold,it,False,But the temptation was too bold.,"He saw a carrot and had to hold it,  
But the temptation was too bold.",3
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't resist the urge to swallow it.,"He saw a carrot and had to hold it,  
But couldn't resist the urge to swallow it.",4
"He saw a carrot and had to hold it,",it,bold,it,False,But the temptation was too bold.,"He saw a carrot and had to hold it,  
But the temptation was too bold.",5
"He saw a carrot and had to hold it,",it,bold,it,False,But the temptation was too bold.,"He saw a carrot and had to hold it,  
But the temptation was too bold.",6
"He saw a carrot and had to hold it,",it,bold,it,False,But the temptation was too bold.,"He saw a carrot and had to hold it,  
But the temptation was too bold.",7
"He saw a carrot and had to hold it,",it,lettuce,it,False,But his hands were full of lettuce.,"He saw a carrot and had to hold it,  
But his hands were full of lettuce.",8
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't resist the urge to eat it.,"He saw a carrot and had to hold it,  
But couldn't resist the urge to eat it.",9
"He saw a carrot and had to hold it,",it,ignore,it,False,But the temptation was too strong to ignore.,"He saw a carrot and had to hold it,  
But the temptation was too strong to ignore.",10
