first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
He saw a carrot and had to take it,it,appetite,it,False,For he was a rabbit with a mighty appetite.,For he was a rabbit with a mighty appetite.,92
He saw a carrot and had to take it,it,it,it,False,For fear his appetite would break it.,For fear his appetite would break it.,93
He saw a carrot and had to take it,it,it,it,False,For fear it might vanish before he could stake it.,For fear it might vanish before he could stake it.,94
He saw a carrot and had to take it,it,it,it,False,For fear it might vanish before he could shake it.,For fear it might vanish before he could shake it.,95
He saw a carrot and had to take it,it,it,it,False,For fear it might vanish before he could eat it.,For fear it might vanish before he could eat it.,96
He saw a carrot and had to take it,it,appetite,it,False,For he was a rabbit with a mighty appetite.,For he was a rabbit with a mighty appetite.,97
He saw a carrot and had to take it,it,it,it,False,For fear his rabbit might not like it.,For fear his rabbit might not like it.,98
He saw a carrot and had to take it,it,it,it,False,For he was a rabbit with a sneaky knack it.,For he was a rabbit with a sneaky knack it.,99
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a sly little smile.,But the rabbit gave him a sly little smile.,0
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer caught him and made him feel it.,But the farmer caught him and made him feel it.,1
"He saw a carrot and had to steal it,",it,scold,it,False,But the farmer caught him and gave him a scold.,But the farmer caught him and gave him a scold.,2
"He saw a carrot and had to steal it,",it,bit,it,True,"But the farmer caught him, and that was the real bit.","But the farmer caught him, and that was the real bit.",3
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a very sneaky smile.,But the rabbit gave him a very sneaky smile.,4
"He saw a carrot and had to steal it,",it,look,it,False,But the rabbit gave him a disapproving look.,But the rabbit gave him a disapproving look.,5
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,6
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a knowing smile.,But the rabbit gave him a knowing smile.,7
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him, oh what a yell it!","But the farmer caught him, oh what a yell it!",8
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him, and that was a swell it.","But the farmer caught him, and that was a swell it.",9
"He saw a carrot and had to steal it,",it,look,it,False,But the rabbit gave him a disapproving look.,But the rabbit gave him a disapproving look.,10
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,11
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,12
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,13
"He saw a carrot and had to steal it,",it,street,it,False,But the rabbit chased him down the street.,But the rabbit chased him down the street.,14
"He saw a carrot and had to steal it,",it,scold,it,False,But the farmer caught him and gave him a scold.,But the farmer caught him and gave him a scold.,15
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,16
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a sly little smile.,But the rabbit gave him a sly little smile.,17
"He saw a carrot and had to steal it,",it,scold,it,False,But the farmer caught him and gave him a scold.,But the farmer caught him and gave him a scold.,18
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him, oh what a deal it!","But the farmer caught him, oh what a deal it!",19
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him, and that was the deal it.","But the farmer caught him, and that was the deal it.",20
"He saw a carrot and had to steal it,",it,street,it,False,But the rabbit chased him down the street.,But the rabbit chased him down the street.,21
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,22
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him, and that was the deal it.","But the farmer caught him, and that was the deal it.",23
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,24
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a sly little smile.,But the rabbit gave him a sly little smile.,25
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a friendly smile.,But the rabbit gave him a friendly smile.,26
"He saw a carrot and had to steal it,",it,it,it,False,But the rabbit gave him a funny feel it.,But the rabbit gave him a funny feel it.,27
"He saw a carrot and had to steal it,",it,jest,it,False,But the rabbit gave him a wink and a jest.,But the rabbit gave him a wink and a jest.,28
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,29
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,30
"He saw a carrot and had to steal it,",it,threat,it,False,But the rabbit gave him a wink and a threat.,But the rabbit gave him a wink and a threat.,31
"He saw a carrot and had to steal it,",it,it,it,False,"Though he was caught, he couldn't eat it.","Though he was caught, he couldn't eat it.",32
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a hopeful smile.,But the rabbit gave him a hopeful smile.,33
"He saw a carrot and had to steal it,",it,it,it,False,"But the rabbit gave him a friendly ""cheer it.""","But the rabbit gave him a friendly ""cheer it.""",34
"He saw a carrot and had to steal it,",it,stare,it,False,But the rabbit gave him a disapproving stare.,But the rabbit gave him a disapproving stare.,35
"He saw a carrot and had to steal it,",it,treat,it,False,But the rabbit gave him a wink and a treat.,But the rabbit gave him a wink and a treat.,36
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a friendly smile.,But the rabbit gave him a friendly smile.,37
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,38
"He saw a carrot and had to steal it,",it,treat,it,False,But the rabbit gave him a wink and a treat.,But the rabbit gave him a wink and a treat.,39
"He saw a carrot and had to steal it,",it,scold,it,False,But the farmer caught him and gave him a scold.,But the farmer caught him and gave him a scold.,40
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a sly little smile.,But the rabbit gave him a sly little smile.,41
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,42
"He saw a carrot and had to steal it,",it,scandal,it,False,"But the farmer caught him, oh what a scandal!","But the farmer caught him, oh what a scandal!",43
"He saw a carrot and had to steal it,",it,way,it,False,But the rabbit chased him all the way.,But the rabbit chased him all the way.,44
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,45
"He saw a carrot and had to steal it,",it,belt,it,False,But the rabbit gave him a wink and a belt.,But the rabbit gave him a wink and a belt.,46
"He saw a carrot and had to steal it,",it,way,it,False,But the rabbit chased him all the way.,But the rabbit chased him all the way.,47
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,48
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,49
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,50
"He saw a carrot and had to steal it,",it,beet,it,False,But the farmer caught him with a beet.,But the farmer caught him with a beet.,51
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him, and that was a deal it.","But the farmer caught him, and that was a deal it.",52
"He saw a carrot and had to steal it,",it,street,it,False,But the rabbit chased him down the street.,But the rabbit chased him down the street.,53
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a funny little smile.,But the rabbit gave him a funny little smile.,54
"He saw a carrot and had to steal it,",it,scold,it,False,But the farmer caught him and gave him a scold.,But the farmer caught him and gave him a scold.,55
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,56
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,57
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,58
"He saw a carrot and had to steal it,",it,illegal,it,False,"But the farmer caught him and said, ""That's illegal!""","But the farmer caught him and said, ""That's illegal!""",59
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a sly little smile.,But the rabbit gave him a sly little smile.,60
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,61
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,62
"He saw a carrot and had to steal it,",it,stare,it,False,But the rabbit gave him a funny stare.,But the rabbit gave him a funny stare.,63
"He saw a carrot and had to steal it,",it,it,it,False,"Though he was caught, he laughed and felt it.","Though he was caught, he laughed and felt it.",64
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a very sneaky smile.,But the rabbit gave him a very sneaky smile.,65
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,66
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,67
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a funny little smile.,But the rabbit gave him a funny little smile.,68
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer caught him with a zeal it.,But the farmer caught him with a zeal it.,69
"He saw a carrot and had to steal it,",it,look,it,False,But the rabbit gave him a disappointed look.,But the rabbit gave him a disappointed look.,70
"He saw a carrot and had to steal it,",it,it,it,False,But the rabbit gave him a look that made him feel it.,But the rabbit gave him a look that made him feel it.,71
"He saw a carrot and had to steal it,",it,squeal,it,False,But the rabbit gave him a funny little squeal.,But the rabbit gave him a funny little squeal.,72
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him and said, ""No beet it!""","But the farmer caught him and said, ""No beet it!""",73
"He saw a carrot and had to steal it,",it,treat,it,False,But the rabbit gave him a wink and a treat.,But the rabbit gave him a wink and a treat.,74
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,75
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,76
"He saw a carrot and had to steal it,",it,treat,it,False,But the rabbit gave him a wink and a treat.,But the rabbit gave him a wink and a treat.,77
"He saw a carrot and had to steal it,",it,cheese,it,False,But the farmer caught him with a wheel of cheese.,But the farmer caught him with a wheel of cheese.,78
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave him a sly little smile.,But the rabbit gave him a sly little smile.,79
"He saw a carrot and had to steal it,",it,retort,it,False,But the rabbit gave him a very strict retort.,But the rabbit gave him a very strict retort.,80
"He saw a carrot and had to steal it,",it,it,it,False,"But the farmer caught him, and that was the deal it.","But the farmer caught him, and that was the deal it.",81
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,82
"He saw a carrot and had to steal it,",it,it,it,False,"Though he was caught, he still felt it.","Though he was caught, he still felt it.",83
"He saw a carrot and had to steal it,",it,jest,it,False,But the rabbit gave him a wink and a jest.,But the rabbit gave him a wink and a jest.,84
"He saw a carrot and had to steal it,",it,look,it,False,But the rabbit gave him a startled look.,But the rabbit gave him a startled look.,85
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer caught him with a zeal it.,But the farmer caught him with a zeal it.,86
"He saw a carrot and had to steal it,",it,thief,it,False,"But the farmer caught him and said, ""You're a thief!""","But the farmer caught him and said, ""You're a thief!""",87
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,88
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,89
"He saw a carrot and had to steal it,",it,smile,it,False,But the rabbit gave it to him with a smile.,But the rabbit gave it to him with a smile.,90
"He saw a carrot and had to steal it,",it,treat,it,False,But the rabbit gave him a wink and a treat.,But the rabbit gave him a wink and a treat.,91
"He saw a carrot and had to steal it,",it,grumble,it,False,But the rabbit gave him a wink and a grumble.,But the rabbit gave him a wink and a grumble.,92
"He saw a carrot and had to steal it,",it,treat,it,False,But the rabbit gave him a wink and a treat.,But the rabbit gave him a wink and a treat.,93
"He saw a carrot and had to steal it,",it,scold,it,False,But the rabbit caught him and gave him a scold.,But the rabbit caught him and gave him a scold.,94
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer caught him and made him eat it.,But the farmer caught him and made him eat it.,95
"He saw a carrot and had to steal it,",it,scold,it,False,But the farmer caught him and gave him a scold.,But the farmer caught him and gave him a scold.,96
"He saw a carrot and had to steal it,",it,it,it,False,"Though he was caught, he couldn't help but eat it.","Though he was caught, he couldn't help but eat it.",97
"He saw a carrot and had to steal it,",it,it,it,False,But the farmer caught him and made him kneel it.,But the farmer caught him and made him kneel it.,98
"He saw a carrot and had to steal it,",it,scold,it,False,But the farmer caught him and gave him a scold.,But the farmer caught him and gave him a scold.,99
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and didn't stop until it.,So he dug it up and didn't stop until it.,0
"He saw a carrot and had to have it,",it,home,it,False,So he dug it up and took it home.,So he dug it up and took it home.,1
"He saw a carrot and had to have it,",it,eating,it,False,"But it was clearly labeled ""Not for eating.""","But it was clearly labeled ""Not for eating.""",2
"He saw a carrot and had to have it,",it,gate,it,False,But couldn't fit it through the gate.,But couldn't fit it through the gate.,3
"He saw a carrot and had to have it,",it,back,it,False,"He grabbed it quickly, never looking back.","He grabbed it quickly, never looking back.",4
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,5
"He saw a carrot and had to have it,",it,escape,it,False,He grabbed it quick before it could escape.,He grabbed it quick before it could escape.,6
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and ate it.,So he dug it up and ate it.,7
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,8
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and didn't stop until it.,So he dug it up and didn't stop until it.,9
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick to make him wait it.,But it was a trick to make him wait it.,10
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him regret it.,But it was a trick that made him regret it.,11
"He saw a carrot and had to have it,",it,stop,it,False,So he dug it up and didn't stop.,So he dug it up and didn't stop.,12
"He saw a carrot and had to have it,",it,heft,it,False,He dug it up with a determined heft.,He dug it up with a determined heft.,13
"He saw a carrot and had to have it,",it,grit,it,True,He dug it up with a determined grit.,He dug it up with a determined grit.,14
"He saw a carrot and had to have it,",it,stop,it,False,So he dug it up and didn't stop.,So he dug it up and didn't stop.,15
"He saw a carrot and had to have it,",it,grit,it,True,He dug it up with a determined grit.,He dug it up with a determined grit.,16
"He saw a carrot and had to have it,",it,pit,it,True,But it was too long for his tiny little pit.,But it was too long for his tiny little pit.,17
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,18
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and ate it.,So he dug it up and ate it.,19
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and started to eat it.,So he dug it up and started to eat it.,20
"He saw a carrot and had to have it,",it,escape,it,False,He grabbed it quick before it could escape.,He grabbed it quick before it could escape.,21
"He saw a carrot and had to have it,",it,back,it,False,"He grabbed it quickly, never looking back.","He grabbed it quickly, never looking back.",22
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him feel it.,But it was a trick that made him feel it.,23
"He saw a carrot and had to have it,",it,stop,it,False,So he dug it up and didn't stop.,So he dug it up and didn't stop.,24
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and ate it.,So he dug it up and ate it.,25
"He saw a carrot and had to have it,",it,digging,it,False,So he dug it up and didn't stop digging.,So he dug it up and didn't stop digging.,26
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him feel it.,But it was a trick that made him feel it.,27
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,28
"He saw a carrot and had to have it,",it,plot,it,False,But it was growing in a neighbor's plot.,But it was growing in a neighbor's plot.,29
"He saw a carrot and had to have it,",it,twist,it,False,But it was really a stick with a twist.,But it was really a stick with a twist.,30
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him regret it.,But it was a trick that made him regret it.,31
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,32
"He saw a carrot and had to have it,",it,net,it,False,He dug it up with a shovel and a net.,He dug it up with a shovel and a net.,33
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,34
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him regret it.,But it was a trick that made him regret it.,35
"He saw a carrot and had to have it,",it,bright,it,False,He dug it up with a smile so bright.,He dug it up with a smile so bright.,36
"He saw a carrot and had to have it,",it,rabbit,it,False,But it was a trap set by the rabbit.,But it was a trap set by the rabbit.,37
"He saw a carrot and had to have it,",it,escape,it,False,He grabbed it quick before it could escape.,He grabbed it quick before it could escape.,38
"He saw a carrot and had to have it,",it,back,it,False,"He grabbed it quickly, never looking back.","He grabbed it quickly, never looking back.",39
"He saw a carrot and had to have it,",it,rabbit,it,False,But it was a trick from the mischievous rabbit.,But it was a trick from the mischievous rabbit.,40
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,41
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and didn't stop till it.,So he dug it up and didn't stop till it.,42
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and didn't stop until it.,So he dug it up and didn't stop until it.,43
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,44
"He saw a carrot and had to have it,",it,it,it,False,But it was too long for his lunchbox to fetch it.,But it was too long for his lunchbox to fetch it.,45
"He saw a carrot and had to have it,",it,grit,it,True,He dug it up with a determined grit.,He dug it up with a determined grit.,46
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,47
"He saw a carrot and had to have it,",it,grit,it,True,"He grabbed it greedily, forgot the grit.","He grabbed it greedily, forgot the grit.",48
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,49
"He saw a carrot and had to have it,",it,rabbit,it,False,But it was a trap set by the rabbit.,But it was a trap set by the rabbit.,50
"He saw a carrot and had to have it,",it,spade,it,False,He dug it up with a shovel and a spade.,He dug it up with a shovel and a spade.,51
"He saw a carrot and had to have it,",it,grit,it,True,He dug it up with a determined grit.,He dug it up with a determined grit.,52
"He saw a carrot and had to have it,",it,bit,it,True,But couldn't eat it without a bit.,But couldn't eat it without a bit.,53
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,54
"He saw a carrot and had to have it,",it,back,it,False,"He grabbed it quickly, never looking back.","He grabbed it quickly, never looking back.",55
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him give it.,But it was a trick that made him give it.,56
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,57
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,58
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and didn't stop until it.,So he dug it up and didn't stop until it.,59
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick to make him wait it.,But it was a trick to make him wait it.,60
"He saw a carrot and had to have it,",it,stop,it,False,So he dug it up and didn't stop.,So he dug it up and didn't stop.,61
"He saw a carrot and had to have it,",it,pit,it,True,But it was growing in a very bad pit.,But it was growing in a very bad pit.,62
"He saw a carrot and had to have it,",it,grit,it,True,He dug it up with a determined grit.,He dug it up with a determined grit.,63
"He saw a carrot and had to have it,",it,bat,it,False,He dug it up with a spoon and a bat.,He dug it up with a spoon and a bat.,64
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and never gave it.,So he dug it up and never gave it.,65
"He saw a carrot and had to have it,",it,it,it,False,But couldn't find a way to grab it.,But couldn't find a way to grab it.,66
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,67
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and took it.,So he dug it up and took it.,68
"He saw a carrot and had to have it,",it,bat,it,False,He dug it up with a shovel and a bat.,He dug it up with a shovel and a bat.,69
"He saw a carrot and had to have it,",it,pit,it,True,But it was growing in a very hot pit.,But it was growing in a very hot pit.,70
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and ran away with it.,So he dug it up and ran away with it.,71
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,72
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him feel it.,But it was a trick that made him feel it.,73
"He saw a carrot and had to have it,",it,bat,it,False,So he dug it up with a spoon and a bat.,So he dug it up with a spoon and a bat.,74
"He saw a carrot and had to have it,",it,it,it,False,"He grabbed it with glee, no time to debate it.","He grabbed it with glee, no time to debate it.",75
"He saw a carrot and had to have it,",it,twice,it,False,"He grabbed it quickly, not thinking twice.","He grabbed it quickly, not thinking twice.",76
"He saw a carrot and had to have it,",it,grit,it,True,He dug it up with a determined grit.,He dug it up with a determined grit.,77
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,78
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and ate it.,So he dug it up and ate it.,79
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,80
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,81
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,82
"He saw a carrot and had to have it,",it,spot,it,False,But it was growing in a very tricky spot.,But it was growing in a very tricky spot.,83
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,84
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and never gave it.,So he dug it up and never gave it.,85
"He saw a carrot and had to have it,",it,bite,it,False,He grabbed it with glee and gave it a bite.,He grabbed it with glee and gave it a bite.,86
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him regret it.,But it was a trick that made him regret it.,87
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,88
"He saw a carrot and had to have it,",it,it,it,False,"He grabbed it with joy, no need to ask it.","He grabbed it with joy, no need to ask it.",89
"He saw a carrot and had to have it,",it,it,it,False,So he dug it up and didn't stop until it.,So he dug it up and didn't stop until it.,90
"He saw a carrot and had to have it,",it,spade,it,False,He dug it up with a shovel and a spade.,He dug it up with a shovel and a spade.,91
"He saw a carrot and had to have it,",it,it,it,False,He dug it up and never gave it.,He dug it up and never gave it.,92
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him feel it.,But it was a trick that made him feel it.,93
"He saw a carrot and had to have it,",it,it,it,False,He grabbed it with glee and didn't stop to ask it.,He grabbed it with glee and didn't stop to ask it.,94
"He saw a carrot and had to have it,",it,basket,it,False,But it was too long for his little basket.,But it was too long for his little basket.,95
"He saw a carrot and had to have it,",it,it,it,False,"He grabbed it quickly, didn't ask for it.","He grabbed it quickly, didn't ask for it.",96
"He saw a carrot and had to have it,",it,run,it,False,He grabbed it quick before it could run.,He grabbed it quick before it could run.,97
"He saw a carrot and had to have it,",it,back,it,False,So he dug it up and never looked back.,So he dug it up and never looked back.,98
"He saw a carrot and had to have it,",it,it,it,False,But it was a trick that made him regret it.,But it was a trick that made him regret it.,99
"He saw a carrot and had to hold it,",it,magic,it,False,For fear it might be a stick with a bit of magic.,For fear it might be a stick with a bit of magic.,0
"He saw a carrot and had to hold it,",it,dynamite,it,False,For fear it might be a stick of dynamite.,For fear it might be a stick of dynamite.,1
"He saw a carrot and had to hold it,",it,rod,it,False,For fear it might be a wizard's rod.,For fear it might be a wizard's rod.,2
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole for it.,But couldn't find a hole for it.,3
"He saw a carrot and had to hold it,",it,staff,it,False,For fear it might be a wizard's staff.,For fear it might be a wizard's staff.,4
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a rabbit to show it.,But couldn't find a rabbit to show it.,5
"He saw a carrot and had to hold it,",it,with,it,False,But couldn't find a stick to hold it with.,But couldn't find a stick to hold it with.,6
"He saw a carrot and had to hold it,",it,with,it,False,But couldn't find a stick to hold it with.,But couldn't find a stick to hold it with.,7
"He saw a carrot and had to hold it,",it,wand,it,False,For fear it might be a witch's wand.,For fear it might be a witch's wand.,8
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole to put it.,But couldn't find a hole to put it.,9
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole to hold it.,But couldn't find a hole to hold it.,10
"He saw a carrot and had to hold it,",it,lost,it,False,For fear it might be a stick he had lost.,For fear it might be a stick he had lost.,11
"He saw a carrot and had to hold it,",it,herring,it,False,For fear it might be a red herring.,For fear it might be a red herring.,12
"He saw a carrot and had to hold it,",it,with,it,False,But couldn't find a stick to hold it with.,But couldn't find a stick to hold it with.,13
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole for it.,But couldn't find a hole for it.,14
"He saw a carrot and had to hold it,",it,rod,it,False,For fear it might be a witch's rod.,For fear it might be a witch's rod.,15
"He saw a carrot and had to hold it,",it,with,it,False,But couldn't find a stick to hold it with.,But couldn't find a stick to hold it with.,16
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole to hold it.,But couldn't find a hole to hold it.,17
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole for it.,But couldn't find a hole for it.,18
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole for it.,But couldn't find a hole for it.,19
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a hole to hide it.,But couldn't find a hole to hide it.,20
"He saw a carrot and had to hold it,",it,it,it,False,But it was just a dream he couldn't fold it.,But it was just a dream he couldn't fold it.,21
"He saw a carrot and had to hold it,",it,broomstick,it,False,For fear it might be a witch's broomstick.,For fear it might be a witch's broomstick.,22
"He saw a carrot and had to hold it,",it,herring,it,False,For fear it might be a red herring.,For fear it might be a red herring.,23
"He saw a carrot and had to hold it,",it,wicket,it,False,For fear it might be a talking wicket.,For fear it might be a talking wicket.,24
"He saw a carrot and had to hold it,",it,rodent,it,False,For fear it might be a sneaky rodent.,For fear it might be a sneaky rodent.,25
"He saw a carrot and had to hold it,",it,stick,it,False,For fear it might be a sneaky little stick.,For fear it might be a sneaky little stick.,26
"He saw a carrot and had to hold it,",it,spell,it,False,For fear it might be a witch's spell.,For fear it might be a witch's spell.,27
"He saw a carrot and had to hold it,",it,it,it,False,For fear it might be a stick with a scold in it.,For fear it might be a stick with a scold in it.,28
"He saw a carrot and had to hold it,",it,forgot,it,False,For fear it might be a stick he'd forgot.,For fear it might be a stick he'd forgot.,29
"He saw a carrot and had to hold it,",it,wand,it,False,For fear it might be a wizard's wand.,For fear it might be a wizard's wand.,30
"He saw a carrot and had to hold it,",it,it,it,False,But couldn't find a stick to hold it.,But couldn't find a stick to hold it.,31
"He saw a carrot and had to hold it,",it,bit,it,True,For fear it might be a wizard's bold bit.,For fear it might be a wizard's bold bit.,32
