Prompt,Index,Animal,Gold_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Prob_Verb,Prob_Number
"At first there were 3 giraffes. Then, 1 went away. Now, there",217,giraffes,are,are,True,2,2,2,True,0.9997424483299255,0.9507250189781189
"At first there were 3 giraffes. Then, 2 went away. Now, there",218,giraffes,is,are,False,1,5,5,False,0.999982476234436,0.2778753340244293
"At first there were 4 giraffes. Then, 1 went away. Now, there",219,giraffes,are,are,True,3,3,3,True,0.9994601607322693,0.9591005444526672
"At first there were 4 giraffes. Then, 2 went away. Now, there",220,giraffes,are,are,True,2,2,2,True,0.999992847442627,0.31951114535331726
"At first there were 4 giraffes. Then, 3 went away. Now, there",221,giraffes,is,are,False,1,2,2,False,0.9999452829360962,0.20737841725349426
"At first there were 5 giraffes. Then, 1 went away. Now, there",222,giraffes,are,are,True,4,4,4,True,0.9996871948242188,0.9635307788848877
"At first there were 5 giraffes. Then, 2 went away. Now, there",223,giraffes,are,are,True,3,3,3,True,0.9999953508377075,0.9664283990859985
"At first there were 5 giraffes. Then, 3 went away. Now, there",224,giraffes,are,are,True,2,2,2,True,0.9999961853027344,0.3757558763027191
"At first there were 5 giraffes. Then, 4 went away. Now, there",225,giraffes,is,are,False,1,3,3,False,0.999984860420227,0.2825751006603241
"At first there were 6 giraffes. Then, 1 went away. Now, there",226,giraffes,are,are,True,5,5,5,True,0.9994688630104065,0.9873030781745911
"At first there were 6 giraffes. Then, 2 went away. Now, there",227,giraffes,are,are,True,4,4,4,True,0.9999945163726807,0.7718318104743958
"At first there were 6 giraffes. Then, 3 went away. Now, there",228,giraffes,are,are,True,3,4,4,False,0.9999963045120239,0.24480357766151428
"At first there were 6 giraffes. Then, 4 went away. Now, there",229,giraffes,are,are,True,2,2,2,True,0.999993085861206,0.35071036219596863
"At first there were 6 giraffes. Then, 5 went away. Now, there",230,giraffes,is,are,False,1,1,1,True,0.9999935626983643,0.27210134267807007
"At first there were 7 giraffes. Then, 1 went away. Now, there",231,giraffes,are,are,True,6,6,6,True,0.9992741942405701,0.9560059309005737
"At first there were 7 giraffes. Then, 2 went away. Now, there",232,giraffes,are,are,True,5,5,5,True,0.9999947547912598,0.9913978576660156
"At first there were 7 giraffes. Then, 3 went away. Now, there",233,giraffes,are,are,True,4,4,4,True,0.9999920129776001,0.6712915897369385
"At first there were 7 giraffes. Then, 4 went away. Now, there",234,giraffes,are,are,True,3,3,3,True,0.9999932050704956,0.8574722409248352
"At first there were 7 giraffes. Then, 5 went away. Now, there",235,giraffes,are,are,True,2,2,2,True,0.9999920129776001,0.39544856548309326
"At first there were 7 giraffes. Then, 6 went away. Now, there",236,giraffes,is,are,False,1,1,1,True,0.9999834299087524,0.28764012455940247
"At first there were 8 giraffes. Then, 1 went away. Now, there",237,giraffes,are,are,True,7,7,7,True,0.9997074007987976,0.9388313889503479
"At first there were 8 giraffes. Then, 2 went away. Now, there",238,giraffes,are,are,True,6,6,6,True,0.9999978542327881,0.950106680393219
"At first there were 8 giraffes. Then, 3 went away. Now, there",239,giraffes,are,are,True,5,5,5,True,0.9999990463256836,0.9802873730659485
"At first there were 8 giraffes. Then, 4 went away. Now, there",240,giraffes,are,are,True,4,2,2,False,0.999998927116394,0.26068979501724243
"At first there were 8 giraffes. Then, 5 went away. Now, there",241,giraffes,are,are,True,3,3,3,True,0.9999973773956299,0.3459523618221283
"At first there were 8 giraffes. Then, 6 went away. Now, there",242,giraffes,are,are,True,2,4,4,False,0.9999954700469971,0.335794597864151
"At first there were 8 giraffes. Then, 7 went away. Now, there",243,giraffes,is,are,False,1,1,1,True,0.9999964237213135,0.2964927554130554
"At first there were 9 giraffes. Then, 1 went away. Now, there",244,giraffes,are,are,True,8,8,8,True,0.999380350112915,0.8460136651992798
"At first there were 9 giraffes. Then, 2 went away. Now, there",245,giraffes,are,are,True,7,7,7,True,0.9999910593032837,0.7500746846199036
"At first there were 9 giraffes. Then, 3 went away. Now, there",246,giraffes,are,are,True,6,6,6,True,0.9999908208847046,0.4393988847732544
"At first there were 9 giraffes. Then, 4 went away. Now, there",247,giraffes,are,are,True,5,5,5,True,0.9999924898147583,0.9597408175468445
"At first there were 9 giraffes. Then, 5 went away. Now, there",248,giraffes,are,are,True,4,4,4,True,0.9999942779541016,0.4523758888244629
"At first there were 9 giraffes. Then, 6 went away. Now, there",249,giraffes,are,are,True,3,1,1,False,0.9999899864196777,0.4392191171646118
"At first there were 9 giraffes. Then, 7 went away. Now, there",250,giraffes,are,are,True,2,1,1,False,0.9999948740005493,0.3102165758609772
"At first there were 9 giraffes. Then, 8 went away. Now, there",251,giraffes,is,are,False,1,1,1,True,0.9999929666519165,0.336599737405777
"At first there were 2 cows. Then, 1 went away. Now, there",252,cows,is,are,False,1,1,1,True,0.968113124370575,0.5028984546661377
"At first there were 3 cows. Then, 1 went away. Now, there",253,cows,are,are,True,2,2,2,True,0.9961887001991272,0.9725248217582703
"At first there were 3 cows. Then, 2 went away. Now, there",254,cows,is,are,False,1,1,1,True,0.9974443912506104,0.9431136250495911
"At first there were 4 cows. Then, 1 went away. Now, there",255,cows,are,are,True,3,3,3,True,0.9992664456367493,0.9698911309242249
"At first there were 4 cows. Then, 2 went away. Now, there",256,cows,are,are,True,2,2,2,True,0.9998395442962646,0.976394772529602
"At first there were 4 cows. Then, 3 went away. Now, there",257,cows,is,are,False,1,1,1,True,0.9996523857116699,0.43502792716026306
"At first there were 5 cows. Then, 1 went away. Now, there",258,cows,are,are,True,4,4,4,True,0.9977765679359436,0.9349663853645325
"At first there were 5 cows. Then, 2 went away. Now, there",259,cows,are,are,True,3,3,3,True,0.9997749924659729,0.9814472198486328
"At first there were 5 cows. Then, 3 went away. Now, there",260,cows,are,are,True,2,2,2,True,0.9996036887168884,0.8477281332015991
"At first there were 5 cows. Then, 4 went away. Now, there",261,cows,is,are,False,1,3,3,False,0.9994534850120544,0.3097206950187683
"At first there were 6 cows. Then, 1 went away. Now, there",262,cows,are,are,True,5,5,5,True,0.999447762966156,0.9728859663009644
"At first there were 6 cows. Then, 2 went away. Now, there",263,cows,are,are,True,4,4,4,True,0.9998307228088379,0.9653868079185486
"At first there were 6 cows. Then, 3 went away. Now, there",264,cows,are,are,True,3,3,3,True,0.9997342228889465,0.47001707553863525
"At first there were 6 cows. Then, 4 went away. Now, there",265,cows,are,are,True,2,2,2,True,0.9997667670249939,0.9445205330848694
"At first there were 6 cows. Then, 5 went away. Now, there",266,cows,is,are,False,1,1,1,True,0.9997870326042175,0.3511965572834015
"At first there were 7 cows. Then, 1 went away. Now, there",267,cows,are,are,True,6,6,6,True,0.9994900226593018,0.9625491499900818
"At first there were 7 cows. Then, 2 went away. Now, there",268,cows,are,are,True,5,5,5,True,0.9999185800552368,0.981191098690033
"At first there were 7 cows. Then, 3 went away. Now, there",269,cows,are,are,True,4,4,4,True,0.99993896484375,0.8707545399665833
"At first there were 7 cows. Then, 4 went away. Now, there",270,cows,are,are,True,3,3,3,True,0.999977707862854,0.9304709434509277
"At first there were 7 cows. Then, 5 went away. Now, there",271,cows,are,are,True,2,2,2,True,0.9999411106109619,0.8254949450492859
"At first there were 7 cows. Then, 6 went away. Now, there",272,cows,is,are,False,1,1,1,True,0.9998164772987366,0.28104615211486816
"At first there were 8 cows. Then, 1 went away. Now, there",273,cows,are,are,True,7,7,7,True,0.9998108744621277,0.945493221282959
"At first there were 8 cows. Then, 2 went away. Now, there",274,cows,are,are,True,6,6,6,True,0.9999085664749146,0.9694045782089233
"At first there were 8 cows. Then, 3 went away. Now, there",275,cows,are,are,True,5,5,5,True,0.9999383687973022,0.9674198627471924
"At first there were 8 cows. Then, 4 went away. Now, there",276,cows,are,are,True,4,4,4,True,0.9999306201934814,0.7784250974655151
"At first there were 8 cows. Then, 5 went away. Now, there",277,cows,are,are,True,3,3,3,True,0.9999822378158569,0.7613093852996826
"At first there were 8 cows. Then, 6 went away. Now, there",278,cows,are,are,True,2,2,2,True,0.9998291730880737,0.221640482544899
"At first there were 8 cows. Then, 7 went away. Now, there",279,cows,is,are,False,1,2,2,False,0.9999828338623047,0.2182697206735611
"At first there were 9 cows. Then, 1 went away. Now, there",280,cows,are,are,True,8,8,8,True,0.9998447895050049,0.9369874596595764
"At first there were 9 cows. Then, 2 went away. Now, there",281,cows,are,are,True,7,7,7,True,0.9999141693115234,0.9410089254379272
"At first there were 9 cows. Then, 3 went away. Now, there",282,cows,are,are,True,6,6,6,True,0.9998940229415894,0.8563714623451233
"At first there were 9 cows. Then, 4 went away. Now, there",283,cows,are,are,True,5,5,5,True,0.9998910427093506,0.9708002209663391
"At first there were 9 cows. Then, 5 went away. Now, there",284,cows,are,are,True,4,4,4,True,0.9999349117279053,0.7203472256660461
"At first there were 9 cows. Then, 6 went away. Now, there",285,cows,are,are,True,3,5,5,False,0.9998581409454346,0.2590622305870056
"At first there were 9 cows. Then, 7 went away. Now, there",286,cows,are,are,True,2,5,5,False,0.9998782873153687,0.26646652817726135
"At first there were 9 cows. Then, 8 went away. Now, there",287,cows,is,are,False,1,5,5,False,0.9998420476913452,0.23991626501083374
"At first there were 2 horses. Then, 1 went away. Now, there",288,horses,is,are,False,1,2,2,False,0.5848667621612549,0.4661809504032135
"At first there were 3 horses. Then, 1 went away. Now, there",289,horses,are,are,True,2,2,2,True,0.9963924288749695,0.983992874622345
"At first there were 3 horses. Then, 2 went away. Now, there",290,horses,is,are,False,1,1,1,True,0.9653334021568298,0.3083578050136566
"At first there were 4 horses. Then, 1 went away. Now, there",291,horses,are,are,True,3,3,3,True,0.999440610408783,0.9796639680862427
"At first there were 4 horses. Then, 2 went away. Now, there",292,horses,are,are,True,2,2,2,True,0.9970697164535522,0.8068963289260864
"At first there were 4 horses. Then, 3 went away. Now, there",293,horses,is,are,False,1,5,5,False,0.9963816404342651,0.452343612909317
"At first there were 5 horses. Then, 1 went away. Now, there",294,horses,are,are,True,4,4,4,True,0.9993402361869812,0.9076700210571289
"At first there were 5 horses. Then, 2 went away. Now, there",295,horses,are,are,True,3,3,3,True,0.9998883008956909,0.5118699669837952
"At first there were 5 horses. Then, 3 went away. Now, there",296,horses,are,are,True,2,5,5,False,0.9998906850814819,0.27546361088752747
"At first there were 5 horses. Then, 4 went away. Now, there",297,horses,is,are,False,1,3,3,False,0.9994713664054871,0.3983386754989624
"At first there were 6 horses. Then, 1 went away. Now, there",298,horses,are,are,True,5,5,5,True,0.9955388903617859,0.9186616539955139
"At first there were 6 horses. Then, 2 went away. Now, there",299,horses,are,are,True,4,4,4,True,0.9961439371109009,0.7739121317863464
"At first there were 6 horses. Then, 3 went away. Now, there",300,horses,are,are,True,3,4,4,False,0.9974083304405212,0.24349971115589142
"At first there were 6 horses. Then, 4 went away. Now, there",301,horses,are,are,True,2,2,2,True,0.9976351261138916,0.4260571300983429
"At first there were 6 horses. Then, 5 went away. Now, there",302,horses,is,are,False,1,3,3,False,0.9946820139884949,0.24362635612487793
"At first there were 7 horses. Then, 1 went away. Now, there",303,horses,are,are,True,6,6,6,True,0.9969326257705688,0.9575710892677307
"At first there were 7 horses. Then, 2 went away. Now, there",304,horses,are,are,True,5,5,5,True,0.9979540109634399,0.9334577918052673
"At first there were 7 horses. Then, 3 went away. Now, there",305,horses,are,are,True,4,4,4,True,0.998145580291748,0.8779828548431396
"At first there were 7 horses. Then, 4 went away. Now, there",306,horses,are,are,True,3,3,3,True,0.9989253878593445,0.6999001502990723
"At first there were 7 horses. Then, 5 went away. Now, there",307,horses,are,are,True,2,2,2,True,0.9991037249565125,0.31576964259147644
"At first there were 7 horses. Then, 6 went away. Now, there",308,horses,is,are,False,1,2,2,False,0.996441662311554,0.19122019410133362
"At first there were 8 horses. Then, 1 went away. Now, there",309,horses,are,are,True,7,7,7,True,0.9964976906776428,0.9242196083068848
"At first there were 8 horses. Then, 2 went away. Now, there",310,horses,are,are,True,6,6,6,True,0.9971833825111389,0.8321346640586853
"At first there were 8 horses. Then, 3 went away. Now, there",311,horses,are,are,True,5,5,5,True,0.9980844259262085,0.8772181272506714
"At first there were 8 horses. Then, 4 went away. Now, there",312,horses,are,are,True,4,4,4,True,0.9982666969299316,0.3344328701496124
"At first there were 8 horses. Then, 5 went away. Now, there",313,horses,are,are,True,3,3,3,True,0.9990519881248474,0.23048992455005646
"At first there were 8 horses. Then, 6 went away. Now, there",314,horses,are,are,True,2,2,2,True,0.9991268515586853,0.25401929020881653
"At first there were 8 horses. Then, 7 went away. Now, there",315,horses,is,are,False,1,1,1,True,0.9972733855247498,0.18918436765670776
"At first there were 9 horses. Then, 1 went away. Now, there",316,horses,are,are,True,8,8,8,True,0.9992353916168213,0.8618818521499634
"At first there were 9 horses. Then, 2 went away. Now, there",317,horses,are,are,True,7,6,6,False,0.9996021389961243,0.6352795362472534
"At first there were 9 horses. Then, 3 went away. Now, there",318,horses,are,are,True,6,6,6,True,0.9995966553688049,0.49907201528549194
"At first there were 9 horses. Then, 4 went away. Now, there",319,horses,are,are,True,5,5,5,True,0.999806821346283,0.7105289101600647
"At first there were 9 horses. Then, 5 went away. Now, there",320,horses,are,are,True,4,4,4,True,0.9999061822891235,0.4875418543815613
"At first there were 9 horses. Then, 6 went away. Now, there",321,horses,are,are,True,3,5,5,False,0.9999759197235107,0.27274948358535767
"At first there were 9 horses. Then, 7 went away. Now, there",322,horses,are,are,True,2,1,1,False,0.9998536109924316,0.18824271857738495
"At first there were 9 horses. Then, 8 went away. Now, there",323,horses,is,are,False,1,4,4,False,0.9980085492134094,0.19846048951148987
"At first there were 2 sheep. Then, 1 went away. Now, there",324,sheep,is,are,False,1,3,3,False,0.9998013377189636,0.4721256196498871
"At first there were 3 sheep. Then, 1 went away. Now, there",325,sheep,are,are,True,2,2,2,True,0.9998806715011597,0.9537643194198608
"At first there were 3 sheep. Then, 2 went away. Now, there",326,sheep,is,are,False,1,1,1,True,0.9999314546585083,0.9334765076637268
"At first there were 4 sheep. Then, 1 went away. Now, there",327,sheep,are,are,True,3,3,3,True,0.9999719858169556,0.9644858837127686
"At first there were 4 sheep. Then, 2 went away. Now, there",328,sheep,are,are,True,2,2,2,True,0.9999929666519165,0.9703472256660461
"At first there were 4 sheep. Then, 3 went away. Now, there",329,sheep,is,are,False,1,1,1,True,0.9999758005142212,0.22438566386699677
"At first there were 5 sheep. Then, 1 went away. Now, there",330,sheep,are,are,True,4,4,4,True,0.9998512268066406,0.9518213272094727
"At first there were 5 sheep. Then, 2 went away. Now, there",331,sheep,are,are,True,3,3,3,True,0.9999971389770508,0.9993000030517578
"At first there were 5 sheep. Then, 3 went away. Now, there",332,sheep,are,are,True,2,2,2,True,0.9999759197235107,0.9783368110656738
"At first there were 5 sheep. Then, 4 went away. Now, there",333,sheep,is,are,False,1,1,1,True,0.9998821020126343,0.5413500070571899
"At first there were 6 sheep. Then, 1 went away. Now, there",334,sheep,are,are,True,5,5,5,True,0.9999796152114868,0.9980618357658386
"At first there were 6 sheep. Then, 2 went away. Now, there",335,sheep,are,are,True,4,4,4,True,0.9999985694885254,0.9644551277160645
"At first there were 6 sheep. Then, 3 went away. Now, there",336,sheep,are,are,True,3,3,3,True,0.9999986886978149,0.4449707865715027
"At first there were 6 sheep. Then, 4 went away. Now, there",337,sheep,are,are,True,2,2,2,True,0.9999982118606567,0.9948069453239441
"At first there were 6 sheep. Then, 5 went away. Now, there",338,sheep,is,are,False,1,1,1,True,0.9999954700469971,0.8365439176559448
"At first there were 7 sheep. Then, 1 went away. Now, there",339,sheep,are,are,True,6,6,6,True,0.9999074935913086,0.982687771320343
"At first there were 7 sheep. Then, 2 went away. Now, there",340,sheep,are,are,True,5,5,5,True,0.999996542930603,0.9988143444061279
"At first there were 7 sheep. Then, 3 went away. Now, there",341,sheep,are,are,True,4,4,4,True,0.9999817609786987,0.9723968505859375
"At first there were 7 sheep. Then, 4 went away. Now, there",342,sheep,are,are,True,3,3,3,True,0.9999945163726807,0.9943113327026367
"At first there were 7 sheep. Then, 5 went away. Now, there",343,sheep,are,are,True,2,2,2,True,0.9999681711196899,0.9540198445320129
"At first there were 7 sheep. Then, 6 went away. Now, there",344,sheep,is,are,False,1,1,1,True,0.9999343156814575,0.6685876846313477
"At first there were 8 sheep. Then, 1 went away. Now, there",345,sheep,are,are,True,7,7,7,True,0.9999454021453857,0.9937677383422852
"At first there were 8 sheep. Then, 2 went away. Now, there",346,sheep,are,are,True,6,6,6,True,0.9999984502792358,0.9964333772659302
"At first there were 8 sheep. Then, 3 went away. Now, there",347,sheep,are,are,True,5,5,5,True,0.999998927116394,0.9971879124641418
"At first there were 8 sheep. Then, 4 went away. Now, there",348,sheep,are,are,True,4,4,4,True,0.9999986886978149,0.9444587230682373
"At first there were 8 sheep. Then, 5 went away. Now, there",349,sheep,are,are,True,3,3,3,True,0.9999991655349731,0.9355459213256836
"At first there were 8 sheep. Then, 6 went away. Now, there",350,sheep,are,are,True,2,2,2,True,0.9999969005584717,0.399720162153244
"At first there were 8 sheep. Then, 7 went away. Now, there",351,sheep,is,are,False,1,1,1,True,0.999995231628418,0.4783680737018585
"At first there were 9 sheep. Then, 1 went away. Now, there",352,sheep,are,are,True,8,8,8,True,0.999936580657959,0.9879405498504639
"At first there were 9 sheep. Then, 2 went away. Now, there",353,sheep,are,are,True,7,7,7,True,0.9999980926513672,0.9988940358161926
"At first there were 9 sheep. Then, 3 went away. Now, there",354,sheep,are,are,True,6,6,6,True,0.9999979734420776,0.9925093650817871
"At first there were 9 sheep. Then, 4 went away. Now, there",355,sheep,are,are,True,5,5,5,True,0.9999986886978149,0.9994338154792786
"At first there were 9 sheep. Then, 5 went away. Now, there",356,sheep,are,are,True,4,4,4,True,0.9999994039535522,0.9588680267333984
"At first there were 9 sheep. Then, 6 went away. Now, there",357,sheep,are,are,True,3,3,3,True,0.9999992847442627,0.5759804248809814
"At first there were 9 sheep. Then, 7 went away. Now, there",358,sheep,are,are,True,2,2,2,True,0.999996542930603,0.7648670077323914
"At first there were 9 sheep. Then, 8 went away. Now, there",359,sheep,is,are,False,1,1,1,True,0.9998687505722046,0.2957792580127716
