Prompt,Index,Animal,Gold_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Prob_Verb,Prob_Number
"At first there were 8 giraffes. Then, 4 went away. Now, there",240,giraffes,are,are,True,4,4,4,True,0.99609375,0.625
"At first there were 8 giraffes. Then, 5 went away. Now, there",241,giraffes,are,are,True,3,3,3,True,0.99609375,0.796875
"At first there were 8 giraffes. Then, 6 went away. Now, there",242,giraffes,are,are,True,2,2,2,True,0.99609375,0.59375
"At first there were 8 giraffes. Then, 7 went away. Now, there",243,giraffes,is,are,False,1,1,1,True,0.99609375,0.6796875
"At first there were 9 giraffes. Then, 1 went away. Now, there",244,giraffes,are,are,True,8,8,8,True,0.99609375,0.9609375
"At first there were 9 giraffes. Then, 2 went away. Now, there",245,giraffes,are,are,True,7,7,7,True,0.99609375,0.91015625
"At first there were 9 giraffes. Then, 3 went away. Now, there",246,giraffes,are,are,True,6,6,6,True,0.99609375,0.890625
"At first there were 9 giraffes. Then, 4 went away. Now, there",247,giraffes,are,are,True,5,5,5,True,0.99609375,0.82421875
"At first there were 9 giraffes. Then, 5 went away. Now, there",248,giraffes,are,are,True,4,4,4,True,1.0,0.90234375
"At first there were 9 giraffes. Then, 6 went away. Now, there",249,giraffes,are,are,True,3,3,3,True,1.0,0.67578125
"At first there were 9 giraffes. Then, 7 went away. Now, there",250,giraffes,are,are,True,2,2,2,True,1.0,0.61328125
"At first there were 9 giraffes. Then, 8 went away. Now, there",251,giraffes,is,are,False,1,1,1,True,1.0,0.6015625
"At first there were 2 cows. Then, 1 went away. Now, there",252,cows,is,are,False,1,1,1,True,0.9609375,0.8203125
"At first there were 3 cows. Then, 1 went away. Now, there",253,cows,are,are,True,2,2,2,True,0.984375,0.94921875
"At first there were 3 cows. Then, 2 went away. Now, there",254,cows,is,are,False,1,1,1,True,0.98046875,0.88671875
"At first there were 4 cows. Then, 1 went away. Now, there",255,cows,are,are,True,3,3,3,True,0.9921875,0.96484375
"At first there were 4 cows. Then, 2 went away. Now, there",256,cows,are,are,True,2,2,2,True,0.99609375,0.875
"At first there were 4 cows. Then, 3 went away. Now, there",257,cows,is,are,False,1,1,1,True,0.9921875,0.8203125
"At first there were 5 cows. Then, 1 went away. Now, there",258,cows,are,are,True,4,4,4,True,0.99609375,0.9765625
"At first there were 5 cows. Then, 2 went away. Now, there",259,cows,are,are,True,3,3,3,True,0.99609375,0.94921875
"At first there were 5 cows. Then, 3 went away. Now, there",260,cows,are,are,True,2,2,2,True,0.99609375,0.9375
"At first there were 5 cows. Then, 4 went away. Now, there",261,cows,is,are,False,1,1,1,True,0.9921875,0.7265625
"At first there were 6 cows. Then, 1 went away. Now, there",262,cows,are,are,True,5,5,5,True,0.99609375,0.96484375
"At first there were 6 cows. Then, 2 went away. Now, there",263,cows,are,are,True,4,4,4,True,1.0,0.9609375
"At first there were 6 cows. Then, 3 went away. Now, there",264,cows,are,are,True,3,3,3,True,0.99609375,0.78125
"At first there were 6 cows. Then, 4 went away. Now, there",265,cows,are,are,True,2,2,2,True,0.99609375,0.79296875
"At first there were 6 cows. Then, 5 went away. Now, there",266,cows,is,are,False,1,1,1,True,0.99609375,0.703125
"At first there were 7 cows. Then, 1 went away. Now, there",267,cows,are,are,True,6,6,6,True,1.0,0.98828125
"At first there were 7 cows. Then, 2 went away. Now, there",268,cows,are,are,True,5,5,5,True,1.0,0.9765625
"At first there were 7 cows. Then, 3 went away. Now, there",269,cows,are,are,True,4,4,4,True,1.0,0.9375
"At first there were 7 cows. Then, 4 went away. Now, there",270,cows,are,are,True,3,3,3,True,1.0,0.88671875
"At first there were 7 cows. Then, 5 went away. Now, there",271,cows,are,are,True,2,2,2,True,1.0,0.703125
"At first there were 7 cows. Then, 6 went away. Now, there",272,cows,is,are,False,1,1,1,True,0.99609375,0.67578125
"At first there were 8 cows. Then, 1 went away. Now, there",273,cows,are,are,True,7,7,7,True,1.0,0.9765625
"At first there were 8 cows. Then, 2 went away. Now, there",274,cows,are,are,True,6,6,6,True,1.0,0.98828125
"At first there were 8 cows. Then, 3 went away. Now, there",275,cows,are,are,True,5,5,5,True,1.0,0.9609375
"At first there were 8 cows. Then, 4 went away. Now, there",276,cows,are,are,True,4,4,4,True,1.0,0.82421875
"At first there were 8 cows. Then, 5 went away. Now, there",277,cows,are,are,True,3,3,3,True,1.0,0.93359375
"At first there were 8 cows. Then, 6 went away. Now, there",278,cows,are,are,True,2,2,2,True,1.0,0.6875
"At first there were 8 cows. Then, 7 went away. Now, there",279,cows,is,are,False,1,1,1,True,1.0,0.62890625
"At first there were 9 cows. Then, 1 went away. Now, there",280,cows,are,are,True,8,8,8,True,1.0,0.9765625
"At first there were 9 cows. Then, 2 went away. Now, there",281,cows,are,are,True,7,7,7,True,1.0,0.953125
"At first there were 9 cows. Then, 3 went away. Now, there",282,cows,are,are,True,6,6,6,True,1.0,0.9375
"At first there were 9 cows. Then, 4 went away. Now, there",283,cows,are,are,True,5,5,5,True,1.0,0.87109375
"At first there were 9 cows. Then, 5 went away. Now, there",284,cows,are,are,True,4,4,4,True,1.0,0.9453125
"At first there were 9 cows. Then, 6 went away. Now, there",285,cows,are,are,True,3,3,3,True,1.0,0.70703125
"At first there were 9 cows. Then, 7 went away. Now, there",286,cows,are,are,True,2,2,2,True,1.0,0.578125
"At first there were 9 cows. Then, 8 went away. Now, there",287,cows,is,are,False,1,1,1,True,1.0,0.67578125
"At first there were 2 horses. Then, 1 went away. Now, there",288,horses,is,are,False,1,1,1,True,0.84765625,0.83984375
"At first there were 3 horses. Then, 1 went away. Now, there",289,horses,are,are,True,2,2,2,True,0.984375,0.953125
"At first there were 3 horses. Then, 2 went away. Now, there",290,horses,is,are,False,1,1,1,True,0.9765625,0.72265625
"At first there were 4 horses. Then, 1 went away. Now, there",291,horses,are,are,True,3,3,3,True,0.98828125,0.9609375
"At first there were 4 horses. Then, 2 went away. Now, there",292,horses,are,are,True,2,2,2,True,0.9921875,0.796875
"At first there were 4 horses. Then, 3 went away. Now, there",293,horses,is,are,False,1,1,1,True,0.9921875,0.546875
"At first there were 5 horses. Then, 1 went away. Now, there",294,horses,are,are,True,4,4,4,True,0.99609375,0.95703125
"At first there were 5 horses. Then, 2 went away. Now, there",295,horses,are,are,True,3,3,3,True,0.99609375,0.83984375
"At first there were 5 horses. Then, 3 went away. Now, there",296,horses,are,are,True,2,2,2,True,0.99609375,0.83203125
"At first there were 5 horses. Then, 4 went away. Now, there",297,horses,is,are,False,1,3,3,False,0.99609375,0.396484375
"At first there were 6 horses. Then, 1 went away. Now, there",298,horses,are,are,True,5,5,5,True,0.9921875,0.83984375
"At first there were 6 horses. Then, 2 went away. Now, there",299,horses,are,are,True,4,4,4,True,0.99609375,0.7890625
"At first there were 6 horses. Then, 3 went away. Now, there",300,horses,are,are,True,3,3,3,True,0.99609375,0.306640625
"At first there were 6 horses. Then, 4 went away. Now, there",301,horses,are,are,True,2,2,2,True,0.99609375,0.57421875
"At first there were 6 horses. Then, 5 went away. Now, there",302,horses,is,are,False,1,1,1,True,0.99609375,0.326171875
"At first there were 7 horses. Then, 1 went away. Now, there",303,horses,are,are,True,6,6,6,True,0.9921875,0.96484375
"At first there were 7 horses. Then, 2 went away. Now, there",304,horses,are,are,True,5,5,5,True,0.99609375,0.875
"At first there were 7 horses. Then, 3 went away. Now, there",305,horses,are,are,True,4,4,4,True,0.99609375,0.78515625
"At first there were 7 horses. Then, 4 went away. Now, there",306,horses,are,are,True,3,3,3,True,0.99609375,0.6640625
"At first there were 7 horses. Then, 5 went away. Now, there",307,horses,are,are,True,2,2,2,True,0.99609375,0.5
"At first there were 7 horses. Then, 6 went away. Now, there",308,horses,is,are,False,1,1,1,True,0.99609375,0.251953125
"At first there were 8 horses. Then, 1 went away. Now, there",309,horses,are,are,True,7,7,7,True,0.99609375,0.9140625
"At first there were 8 horses. Then, 2 went away. Now, there",310,horses,are,are,True,6,6,6,True,0.99609375,0.91796875
"At first there were 8 horses. Then, 3 went away. Now, there",311,horses,are,are,True,5,5,5,True,0.99609375,0.8359375
"At first there were 8 horses. Then, 4 went away. Now, there",312,horses,are,are,True,4,4,4,True,1.0,0.431640625
"At first there were 8 horses. Then, 5 went away. Now, there",313,horses,are,are,True,3,3,3,True,1.0,0.75
"At first there were 8 horses. Then, 6 went away. Now, there",314,horses,are,are,True,2,2,2,True,0.99609375,0.4140625
"At first there were 8 horses. Then, 7 went away. Now, there",315,horses,is,are,False,1,1,1,True,0.99609375,0.259765625
"At first there were 9 horses. Then, 1 went away. Now, there",316,horses,are,are,True,8,8,8,True,0.99609375,0.93359375
"At first there were 9 horses. Then, 2 went away. Now, there",317,horses,are,are,True,7,7,7,True,0.99609375,0.796875
"At first there were 9 horses. Then, 3 went away. Now, there",318,horses,are,are,True,6,6,6,True,0.99609375,0.74609375
"At first there were 9 horses. Then, 4 went away. Now, there",319,horses,are,are,True,5,5,5,True,0.99609375,0.58984375
"At first there were 9 horses. Then, 5 went away. Now, there",320,horses,are,are,True,4,4,4,True,0.99609375,0.80859375
"At first there were 9 horses. Then, 6 went away. Now, there",321,horses,are,are,True,3,3,3,True,0.99609375,0.5
"At first there were 9 horses. Then, 7 went away. Now, there",322,horses,are,are,True,2,2,2,True,0.99609375,0.31640625
"At first there were 9 horses. Then, 8 went away. Now, there",323,horses,is,are,False,1,1,1,True,0.99609375,0.302734375
"At first there were 2 sheep. Then, 1 went away. Now, there",324,sheep,is,are,False,1,1,1,True,0.90234375,0.9375
"At first there were 3 sheep. Then, 1 went away. Now, there",325,sheep,are,are,True,2,2,2,True,0.9765625,0.9609375
"At first there were 3 sheep. Then, 2 went away. Now, there",326,sheep,is,are,False,1,1,1,True,0.92578125,0.90234375
"At first there were 4 sheep. Then, 1 went away. Now, there",327,sheep,are,are,True,3,3,3,True,0.98828125,0.96875
"At first there were 4 sheep. Then, 2 went away. Now, there",328,sheep,are,are,True,2,2,2,True,0.984375,0.87890625
"At first there were 4 sheep. Then, 3 went away. Now, there",329,sheep,is,are,False,1,1,1,True,0.9921875,0.87890625
"At first there were 5 sheep. Then, 1 went away. Now, there",330,sheep,are,are,True,4,4,4,True,0.98828125,0.96875
"At first there were 5 sheep. Then, 2 went away. Now, there",331,sheep,are,are,True,3,3,3,True,0.984375,0.9140625
"At first there were 5 sheep. Then, 3 went away. Now, there",332,sheep,are,are,True,2,2,2,True,0.9921875,0.92578125
"At first there were 5 sheep. Then, 4 went away. Now, there",333,sheep,is,are,False,1,1,1,True,0.9921875,0.77734375
"At first there were 6 sheep. Then, 1 went away. Now, there",334,sheep,are,are,True,5,5,5,True,0.9921875,0.94140625
"At first there were 6 sheep. Then, 2 went away. Now, there",335,sheep,are,are,True,4,4,4,True,0.98828125,0.90625
"At first there were 6 sheep. Then, 3 went away. Now, there",336,sheep,are,are,True,3,3,3,True,0.9921875,0.75390625
"At first there were 6 sheep. Then, 4 went away. Now, there",337,sheep,are,are,True,2,2,2,True,0.9921875,0.73828125
"At first there were 6 sheep. Then, 5 went away. Now, there",338,sheep,is,are,False,1,1,1,True,0.9921875,0.6328125
"At first there were 7 sheep. Then, 1 went away. Now, there",339,sheep,are,are,True,6,6,6,True,0.99609375,0.984375
"At first there were 7 sheep. Then, 2 went away. Now, there",340,sheep,are,are,True,5,5,5,True,0.9921875,0.9296875
"At first there were 7 sheep. Then, 3 went away. Now, there",341,sheep,are,are,True,4,4,4,True,0.99609375,0.92578125
"At first there were 7 sheep. Then, 4 went away. Now, there",342,sheep,are,are,True,3,3,3,True,0.99609375,0.84375
"At first there were 7 sheep. Then, 5 went away. Now, there",343,sheep,are,are,True,2,2,2,True,0.99609375,0.7109375
"At first there were 7 sheep. Then, 6 went away. Now, there",344,sheep,is,are,False,1,1,1,True,0.99609375,0.5625
"At first there were 8 sheep. Then, 1 went away. Now, there",345,sheep,are,are,True,7,7,7,True,0.99609375,0.97265625
"At first there were 8 sheep. Then, 2 went away. Now, there",346,sheep,are,are,True,6,6,6,True,0.99609375,0.95703125
"At first there were 8 sheep. Then, 3 went away. Now, there",347,sheep,are,are,True,5,5,5,True,0.99609375,0.921875
"At first there were 8 sheep. Then, 4 went away. Now, there",348,sheep,are,are,True,4,4,4,True,0.99609375,0.73828125
"At first there were 8 sheep. Then, 5 went away. Now, there",349,sheep,are,are,True,3,3,3,True,1.0,0.85546875
"At first there were 8 sheep. Then, 6 went away. Now, there",350,sheep,are,are,True,2,2,2,True,0.99609375,0.5703125
"At first there were 8 sheep. Then, 7 went away. Now, there",351,sheep,is,are,False,1,1,1,True,0.99609375,0.609375
"At first there were 9 sheep. Then, 1 went away. Now, there",352,sheep,are,are,True,8,8,8,True,0.99609375,0.96484375
"At first there were 9 sheep. Then, 2 went away. Now, there",353,sheep,are,are,True,7,7,7,True,0.98828125,0.875
"At first there were 9 sheep. Then, 3 went away. Now, there",354,sheep,are,are,True,6,6,6,True,0.9921875,0.890625
"At first there were 9 sheep. Then, 4 went away. Now, there",355,sheep,are,are,True,5,5,5,True,0.99609375,0.76953125
"At first there were 9 sheep. Then, 5 went away. Now, there",356,sheep,are,are,True,4,4,4,True,0.99609375,0.890625
"At first there were 9 sheep. Then, 6 went away. Now, there",357,sheep,are,are,True,3,3,3,True,0.99609375,0.62890625
"At first there were 9 sheep. Then, 7 went away. Now, there",358,sheep,are,are,True,2,2,2,True,0.99609375,0.59765625
"At first there were 9 sheep. Then, 8 went away. Now, there",359,sheep,is,are,False,1,1,1,True,0.99609375,0.64453125
