Prompt,Index,Animal,Gold_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Prob_Verb,Prob_Number
"At first there were 3 giraffes. Then, 1 went away. Now, there",217,giraffes,are,are,True,2,2,2,True,0.9891355037689209,0.9608299732208252
"At first there were 3 giraffes. Then, 2 went away. Now, there",218,giraffes,is,are,False,1,1,1,True,0.9752692580223083,0.9084266424179077
"At first there were 4 giraffes. Then, 1 went away. Now, there",219,giraffes,are,are,True,3,3,3,True,0.9862929582595825,0.9334962964057922
"At first there were 4 giraffes. Then, 2 went away. Now, there",220,giraffes,are,are,True,2,2,2,True,0.9833164811134338,0.8651451468467712
"At first there were 4 giraffes. Then, 3 went away. Now, there",221,giraffes,is,are,False,1,1,1,True,0.9709902405738831,0.36541977524757385
"At first there were 5 giraffes. Then, 1 went away. Now, there",222,giraffes,are,are,True,4,4,4,True,0.9925065636634827,0.9121538996696472
"At first there were 5 giraffes. Then, 2 went away. Now, there",223,giraffes,are,are,True,3,3,3,True,0.9872602224349976,0.9674119353294373
"At first there were 5 giraffes. Then, 3 went away. Now, there",224,giraffes,are,are,True,2,2,2,True,0.9789557456970215,0.7438279986381531
"At first there were 5 giraffes. Then, 4 went away. Now, there",225,giraffes,is,are,False,1,1,1,True,0.968079686164856,0.5107159614562988
"At first there were 6 giraffes. Then, 1 went away. Now, there",226,giraffes,are,are,True,5,5,5,True,0.9926372766494751,0.914608895778656
"At first there were 6 giraffes. Then, 2 went away. Now, there",227,giraffes,are,are,True,4,4,4,True,0.9890445470809937,0.8924614787101746
"At first there were 6 giraffes. Then, 3 went away. Now, there",228,giraffes,are,are,True,3,3,3,True,0.9857612252235413,0.819854199886322
"At first there were 6 giraffes. Then, 4 went away. Now, there",229,giraffes,are,are,True,2,2,2,True,0.9816298484802246,0.8694083094596863
"At first there were 6 giraffes. Then, 5 went away. Now, there",230,giraffes,is,are,False,1,1,1,True,0.9798932075500488,0.35891979932785034
"At first there were 7 giraffes. Then, 1 went away. Now, there",231,giraffes,are,are,True,6,6,6,True,0.9969481825828552,0.9132160544395447
"At first there were 7 giraffes. Then, 2 went away. Now, there",232,giraffes,are,are,True,5,5,5,True,0.995675265789032,0.9199767112731934
"At first there were 7 giraffes. Then, 3 went away. Now, there",233,giraffes,are,are,True,4,4,4,True,0.994120180606842,0.8973572850227356
"At first there were 7 giraffes. Then, 4 went away. Now, there",234,giraffes,are,are,True,3,3,3,True,0.9916875958442688,0.9282901287078857
"At first there were 7 giraffes. Then, 5 went away. Now, there",235,giraffes,are,are,True,2,2,2,True,0.9907019138336182,0.885659396648407
"At first there were 7 giraffes. Then, 6 went away. Now, there",236,giraffes,is,are,False,1,1,1,True,0.9861379265785217,0.5606094002723694
"At first there were 8 giraffes. Then, 1 went away. Now, there",237,giraffes,are,are,True,7,7,7,True,0.993198812007904,0.6274133920669556
"At first there were 8 giraffes. Then, 2 went away. Now, there",238,giraffes,are,are,True,6,6,6,True,0.9922997355461121,0.874034583568573
"At first there were 8 giraffes. Then, 3 went away. Now, there",239,giraffes,are,are,True,5,5,5,True,0.9871329069137573,0.6620171070098877
"At first there were 8 giraffes. Then, 4 went away. Now, there",240,giraffes,are,are,True,4,4,4,True,0.9851279854774475,0.40210628509521484
"At first there were 8 giraffes. Then, 5 went away. Now, there",241,giraffes,are,are,True,3,1,1,False,0.9833759665489197,0.41087058186531067
"At first there were 8 giraffes. Then, 6 went away. Now, there",242,giraffes,are,are,True,2,2,2,True,0.9776138067245483,0.40325403213500977
"At first there were 8 giraffes. Then, 7 went away. Now, there",243,giraffes,is,are,False,1,1,1,True,0.9818167686462402,0.2741490304470062
"At first there were 9 giraffes. Then, 1 went away. Now, there",244,giraffes,are,are,True,8,8,8,True,0.9962674975395203,0.9008601307868958
"At first there were 9 giraffes. Then, 2 went away. Now, there",245,giraffes,are,are,True,7,7,7,True,0.9962284564971924,0.7608785033226013
"At first there were 9 giraffes. Then, 3 went away. Now, there",246,giraffes,are,are,True,6,6,6,True,0.9945189356803894,0.6833710670471191
"At first there were 9 giraffes. Then, 4 went away. Now, there",247,giraffes,are,are,True,5,5,5,True,0.992584228515625,0.8227803707122803
"At first there were 9 giraffes. Then, 5 went away. Now, there",248,giraffes,are,are,True,4,4,4,True,0.9937386512756348,0.8081190586090088
"At first there were 9 giraffes. Then, 6 went away. Now, there",249,giraffes,are,are,True,3,3,3,True,0.9932188391685486,0.5958874821662903
"At first there were 9 giraffes. Then, 7 went away. Now, there",250,giraffes,are,are,True,2,2,2,True,0.9955053329467773,0.566290557384491
"At first there were 9 giraffes. Then, 8 went away. Now, there",251,giraffes,is,are,False,1,1,1,True,0.9914807081222534,0.5275971293449402
"At first there were 2 cows. Then, 1 went away. Now, there",252,cows,is,are,False,1,1,1,True,0.9680435061454773,0.9346950054168701
"At first there were 3 cows. Then, 1 went away. Now, there",253,cows,are,are,True,2,2,2,True,0.9859392642974854,0.9813898205757141
"At first there were 3 cows. Then, 2 went away. Now, there",254,cows,is,are,False,1,1,1,True,0.9494462013244629,0.7228390574455261
"At first there were 4 cows. Then, 1 went away. Now, there",255,cows,are,are,True,3,3,3,True,0.9883630871772766,0.9760229587554932
"At first there were 4 cows. Then, 2 went away. Now, there",256,cows,are,are,True,2,2,2,True,0.9639826416969299,0.9070229530334473
"At first there were 4 cows. Then, 3 went away. Now, there",257,cows,is,are,False,1,1,1,True,0.9540426731109619,0.2960616648197174
"At first there were 5 cows. Then, 1 went away. Now, there",258,cows,are,are,True,4,4,4,True,0.9934178590774536,0.9734047055244446
"At first there were 5 cows. Then, 2 went away. Now, there",259,cows,are,are,True,3,3,3,True,0.980388879776001,0.9618838429450989
"At first there were 5 cows. Then, 3 went away. Now, there",260,cows,are,are,True,2,2,2,True,0.9798698425292969,0.7857116460800171
"At first there were 5 cows. Then, 4 went away. Now, there",261,cows,is,are,False,1,1,1,True,0.9747498035430908,0.6208893656730652
"At first there were 6 cows. Then, 1 went away. Now, there",262,cows,are,are,True,5,5,5,True,0.9939312934875488,0.9646708369255066
"At first there were 6 cows. Then, 2 went away. Now, there",263,cows,are,are,True,4,4,4,True,0.9848883152008057,0.914479672908783
"At first there were 6 cows. Then, 3 went away. Now, there",264,cows,are,are,True,3,3,3,True,0.9866363406181335,0.8487871289253235
"At first there were 6 cows. Then, 4 went away. Now, there",265,cows,are,are,True,2,2,2,True,0.9850897789001465,0.8469751477241516
"At first there were 6 cows. Then, 5 went away. Now, there",266,cows,is,are,False,1,1,1,True,0.9821282625198364,0.2889840602874756
"At first there were 7 cows. Then, 1 went away. Now, there",267,cows,are,are,True,6,6,6,True,0.994206428527832,0.9357738494873047
"At first there were 7 cows. Then, 2 went away. Now, there",268,cows,are,are,True,5,5,5,True,0.9883962869644165,0.9186248183250427
"At first there were 7 cows. Then, 3 went away. Now, there",269,cows,are,are,True,4,4,4,True,0.9900040030479431,0.9175612330436707
"At first there were 7 cows. Then, 4 went away. Now, there",270,cows,are,are,True,3,3,3,True,0.9893184304237366,0.9358187317848206
"At first there were 7 cows. Then, 5 went away. Now, there",271,cows,are,are,True,2,2,2,True,0.9897129535675049,0.8378786444664001
"At first there were 7 cows. Then, 6 went away. Now, there",272,cows,is,are,False,1,1,1,True,0.9853056073188782,0.6393852233886719
"At first there were 8 cows. Then, 1 went away. Now, there",273,cows,are,are,True,7,7,7,True,0.9919369220733643,0.9276064038276672
"At first there were 8 cows. Then, 2 went away. Now, there",274,cows,are,are,True,6,6,6,True,0.984148383140564,0.8950554132461548
"At first there were 8 cows. Then, 3 went away. Now, there",275,cows,are,are,True,5,5,5,True,0.9866974949836731,0.8378645777702332
"At first there were 8 cows. Then, 4 went away. Now, there",276,cows,are,are,True,4,4,4,True,0.9865662455558777,0.8488084673881531
"At first there were 8 cows. Then, 5 went away. Now, there",277,cows,are,are,True,3,3,3,True,0.9872747659683228,0.6047266721725464
"At first there were 8 cows. Then, 6 went away. Now, there",278,cows,are,are,True,2,2,2,True,0.9855782985687256,0.5759623646736145
"At first there were 8 cows. Then, 7 went away. Now, there",279,cows,is,are,False,1,1,1,True,0.9837020635604858,0.3967413306236267
"At first there were 9 cows. Then, 1 went away. Now, there",280,cows,are,are,True,8,8,8,True,0.9960705041885376,0.9660193920135498
"At first there were 9 cows. Then, 2 went away. Now, there",281,cows,are,are,True,7,7,7,True,0.9888160228729248,0.9132993817329407
"At first there were 9 cows. Then, 3 went away. Now, there",282,cows,are,are,True,6,6,6,True,0.9896820187568665,0.8754607439041138
"At first there were 9 cows. Then, 4 went away. Now, there",283,cows,are,are,True,5,5,5,True,0.9903635382652283,0.9204088449478149
"At first there were 9 cows. Then, 5 went away. Now, there",284,cows,are,are,True,4,4,4,True,0.9905123114585876,0.8725882768630981
"At first there were 9 cows. Then, 6 went away. Now, there",285,cows,are,are,True,3,3,3,True,0.990978479385376,0.8670518398284912
"At first there were 9 cows. Then, 7 went away. Now, there",286,cows,are,are,True,2,2,2,True,0.9916477203369141,0.7235571146011353
"At first there were 9 cows. Then, 8 went away. Now, there",287,cows,is,are,False,1,1,1,True,0.986431896686554,0.7948126196861267
"At first there were 2 horses. Then, 1 went away. Now, there",288,horses,is,are,False,1,1,1,True,0.9350354671478271,0.8489691615104675
"At first there were 3 horses. Then, 1 went away. Now, there",289,horses,are,are,True,2,2,2,True,0.9800192713737488,0.9696070551872253
"At first there were 3 horses. Then, 2 went away. Now, there",290,horses,is,are,False,1,1,1,True,0.9445191621780396,0.775894045829773
"At first there were 4 horses. Then, 1 went away. Now, there",291,horses,are,are,True,3,3,3,True,0.9834921956062317,0.9714345335960388
"At first there were 4 horses. Then, 2 went away. Now, there",292,horses,are,are,True,2,2,2,True,0.9741060733795166,0.906842052936554
"At first there were 4 horses. Then, 3 went away. Now, there",293,horses,is,are,False,1,1,1,True,0.949402928352356,0.43554621934890747
"At first there were 5 horses. Then, 1 went away. Now, there",294,horses,are,are,True,4,4,4,True,0.9876184463500977,0.9779201745986938
"At first there were 5 horses. Then, 2 went away. Now, there",295,horses,are,are,True,3,3,3,True,0.984003484249115,0.9715660214424133
"At first there were 5 horses. Then, 3 went away. Now, there",296,horses,are,are,True,2,2,2,True,0.979029655456543,0.9257936477661133
"At first there were 5 horses. Then, 4 went away. Now, there",297,horses,is,are,False,1,1,1,True,0.9553524851799011,0.8818903565406799
"At first there were 6 horses. Then, 1 went away. Now, there",298,horses,are,are,True,5,5,5,True,0.9889844655990601,0.9531210660934448
"At first there were 6 horses. Then, 2 went away. Now, there",299,horses,are,are,True,4,4,4,True,0.9869683384895325,0.907645046710968
"At first there were 6 horses. Then, 3 went away. Now, there",300,horses,are,are,True,3,3,3,True,0.9850218892097473,0.8644357323646545
"At first there were 6 horses. Then, 4 went away. Now, there",301,horses,are,are,True,2,2,2,True,0.9816015958786011,0.8684582710266113
"At first there were 6 horses. Then, 5 went away. Now, there",302,horses,is,are,False,1,1,1,True,0.9753895998001099,0.5733217597007751
"At first there were 7 horses. Then, 1 went away. Now, there",303,horses,are,are,True,6,6,6,True,0.9902766942977905,0.9683523774147034
"At first there were 7 horses. Then, 2 went away. Now, there",304,horses,are,are,True,5,5,5,True,0.9892935752868652,0.9517787098884583
"At first there were 7 horses. Then, 3 went away. Now, there",305,horses,are,are,True,4,4,4,True,0.988610029220581,0.937370240688324
"At first there were 7 horses. Then, 4 went away. Now, there",306,horses,are,are,True,3,3,3,True,0.9875974059104919,0.9538766741752625
"At first there were 7 horses. Then, 5 went away. Now, there",307,horses,are,are,True,2,2,2,True,0.9864571690559387,0.92974853515625
"At first there were 7 horses. Then, 6 went away. Now, there",308,horses,is,are,False,1,1,1,True,0.9798651337623596,0.8636915683746338
"At first there were 8 horses. Then, 1 went away. Now, there",309,horses,are,are,True,7,7,7,True,0.9854243397712708,0.8910887837409973
"At first there were 8 horses. Then, 2 went away. Now, there",310,horses,are,are,True,6,6,6,True,0.9792371988296509,0.8714671730995178
"At first there were 8 horses. Then, 3 went away. Now, there",311,horses,are,are,True,5,5,5,True,0.9763590097427368,0.7223988175392151
"At first there were 8 horses. Then, 4 went away. Now, there",312,horses,are,are,True,4,4,4,True,0.9775378108024597,0.7987104058265686
"At first there were 8 horses. Then, 5 went away. Now, there",313,horses,are,are,True,3,3,3,True,0.9751391410827637,0.7114962935447693
"At first there were 8 horses. Then, 6 went away. Now, there",314,horses,are,are,True,2,2,2,True,0.9739217162132263,0.51908278465271
"At first there were 8 horses. Then, 7 went away. Now, there",315,horses,is,are,False,1,1,1,True,0.9622474908828735,0.5196263194084167
"At first there were 9 horses. Then, 1 went away. Now, there",316,horses,are,are,True,8,8,8,True,0.9866192936897278,0.926680862903595
"At first there were 9 horses. Then, 2 went away. Now, there",317,horses,are,are,True,7,7,7,True,0.9759848117828369,0.8510872721672058
"At first there were 9 horses. Then, 3 went away. Now, there",318,horses,are,are,True,6,6,6,True,0.9749796390533447,0.8136087656021118
"At first there were 9 horses. Then, 4 went away. Now, there",319,horses,are,are,True,5,5,5,True,0.973556399345398,0.8534461855888367
"At first there were 9 horses. Then, 5 went away. Now, there",320,horses,are,are,True,4,4,4,True,0.9740657210350037,0.8318967223167419
"At first there were 9 horses. Then, 6 went away. Now, there",321,horses,are,are,True,3,3,3,True,0.9745138883590698,0.8228785991668701
"At first there were 9 horses. Then, 7 went away. Now, there",322,horses,are,are,True,2,2,2,True,0.9745230674743652,0.7250038981437683
"At first there were 9 horses. Then, 8 went away. Now, there",323,horses,is,are,False,1,1,1,True,0.9686975479125977,0.7506848573684692
"At first there were 2 sheep. Then, 1 went away. Now, there",324,sheep,is,are,False,1,1,1,True,0.9464314579963684,0.9756043553352356
"At first there were 3 sheep. Then, 1 went away. Now, there",325,sheep,are,are,True,2,2,2,True,0.9825056791305542,0.9878431558609009
"At first there were 3 sheep. Then, 2 went away. Now, there",326,sheep,is,are,False,1,1,1,True,0.9353469014167786,0.9583913683891296
"At first there were 4 sheep. Then, 1 went away. Now, there",327,sheep,are,are,True,3,3,3,True,0.9889516234397888,0.9855753183364868
"At first there were 4 sheep. Then, 2 went away. Now, there",328,sheep,are,are,True,2,2,2,True,0.9704321026802063,0.961187481880188
"At first there were 4 sheep. Then, 3 went away. Now, there",329,sheep,is,are,False,1,1,1,True,0.9193668365478516,0.8519849181175232
"At first there were 5 sheep. Then, 1 went away. Now, there",330,sheep,are,are,True,4,4,4,True,0.9880077838897705,0.9809819459915161
"At first there were 5 sheep. Then, 2 went away. Now, there",331,sheep,are,are,True,3,3,3,True,0.979004979133606,0.982366144657135
"At first there were 5 sheep. Then, 3 went away. Now, there",332,sheep,are,are,True,2,2,2,True,0.970228910446167,0.943789005279541
"At first there were 5 sheep. Then, 4 went away. Now, there",333,sheep,is,are,False,1,1,1,True,0.9336341023445129,0.9223650097846985
"At first there were 6 sheep. Then, 1 went away. Now, there",334,sheep,are,are,True,5,5,5,True,0.9833759665489197,0.9537723660469055
"At first there were 6 sheep. Then, 2 went away. Now, there",335,sheep,are,are,True,4,4,4,True,0.9754219055175781,0.920772135257721
"At first there were 6 sheep. Then, 3 went away. Now, there",336,sheep,are,are,True,3,3,3,True,0.9681670665740967,0.9198079705238342
"At first there were 6 sheep. Then, 4 went away. Now, there",337,sheep,are,are,True,2,2,2,True,0.964526891708374,0.9344419836997986
"At first there were 6 sheep. Then, 5 went away. Now, there",338,sheep,is,are,False,1,1,1,True,0.9500284790992737,0.7949407696723938
"At first there were 7 sheep. Then, 1 went away. Now, there",339,sheep,are,are,True,6,6,6,True,0.9895685315132141,0.9651762247085571
"At first there were 7 sheep. Then, 2 went away. Now, there",340,sheep,are,are,True,5,5,5,True,0.9864017367362976,0.9579889178276062
"At first there were 7 sheep. Then, 3 went away. Now, there",341,sheep,are,are,True,4,4,4,True,0.9843335747718811,0.9567782878875732
"At first there were 7 sheep. Then, 4 went away. Now, there",342,sheep,are,are,True,3,3,3,True,0.9822185635566711,0.971233069896698
"At first there were 7 sheep. Then, 5 went away. Now, there",343,sheep,are,are,True,2,2,2,True,0.976466715335846,0.9410040378570557
"At first there were 7 sheep. Then, 6 went away. Now, there",344,sheep,is,are,False,1,1,1,True,0.938762366771698,0.9061357378959656
"At first there were 8 sheep. Then, 1 went away. Now, there",345,sheep,are,are,True,7,7,7,True,0.988138735294342,0.9426140189170837
"At first there were 8 sheep. Then, 2 went away. Now, there",346,sheep,are,are,True,6,6,6,True,0.9841294288635254,0.9317907094955444
"At first there were 8 sheep. Then, 3 went away. Now, there",347,sheep,are,are,True,5,5,5,True,0.9796441793441772,0.9042937755584717
"At first there were 8 sheep. Then, 4 went away. Now, there",348,sheep,are,are,True,4,4,4,True,0.979138195514679,0.9053112864494324
"At first there were 8 sheep. Then, 5 went away. Now, there",349,sheep,are,are,True,3,3,3,True,0.9753128290176392,0.8965944051742554
"At first there were 8 sheep. Then, 6 went away. Now, there",350,sheep,are,are,True,2,2,2,True,0.9762452840805054,0.8915219306945801
"At first there were 8 sheep. Then, 7 went away. Now, there",351,sheep,is,are,False,1,1,1,True,0.9521578550338745,0.8210272789001465
"At first there were 9 sheep. Then, 1 went away. Now, there",352,sheep,are,are,True,8,8,8,True,0.9903566241264343,0.9715785384178162
"At first there were 9 sheep. Then, 2 went away. Now, there",353,sheep,are,are,True,7,7,7,True,0.9901621341705322,0.9524948596954346
"At first there were 9 sheep. Then, 3 went away. Now, there",354,sheep,are,are,True,6,6,6,True,0.9883169531822205,0.9328400492668152
"At first there were 9 sheep. Then, 4 went away. Now, there",355,sheep,are,are,True,5,5,5,True,0.9883729815483093,0.951950192451477
"At first there were 9 sheep. Then, 5 went away. Now, there",356,sheep,are,are,True,4,4,4,True,0.9853010773658752,0.9303686022758484
"At first there were 9 sheep. Then, 6 went away. Now, there",357,sheep,are,are,True,3,3,3,True,0.9871713519096375,0.943901777267456
"At first there were 9 sheep. Then, 7 went away. Now, there",358,sheep,are,are,True,2,2,2,True,0.9844663143157959,0.9203339219093323
"At first there were 9 sheep. Then, 8 went away. Now, there",359,sheep,is,are,False,1,1,1,True,0.9755874276161194,0.928493082523346
