input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
"One day, a silly cat","One day, a silly cat is on the floor, and then it jumps up","user
One day, a silly cat light in a small window. The light is not",light,True,False,True,3,"The steered generation has a grammatical issue - ""a silly cat light in a small window"" is missing a verb, making it incoherent even up to the steered word ""light""","The model completely changed the sentence structure from the baseline. Instead of ""is on the floor, and then it jumps up"", it created a new context with ""light in a small window"" to accommodate the steered word ""light"", but failed to include a proper verb",18,1.0,8.0,5.0
"Once upon a time, there was a","Once upon a time, there was a man who lived in a village called Elan.","user
Once upon a time, there was a man named John. He was a man of the",bright,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows well from ""Once upon a time, there was a man named John. He was a man of the"" - this is grammatically correct and makes sense, though it cuts off mid-sentence.","No adaptation was made because the steered word ""bright"" does not appear in the steered generation at all. The generation diverges from the baseline by adding a name ""John"" and continuing with ""He was a man of the"" but this appears to be general text generation rather than specific adaptation for the target word.",23,4.0,1.0,3.0
"Once upon a time, there was a little car named Beep. Beep loved to","Once upon a time, there was a little car named Beep. Beep loved to play with the wheels. He had a red wheel","user
Once upon a time, there was a little car named Beep. Beep loved to have a lot of light. Beep was the",light,True,True,True,4,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence ""Beep loved to have a lot of light"" makes perfect sense grammatically and contextually for a story about a car character.","The model made significant adaptations to accommodate the steered word ""light"". Instead of the baseline's ""play with the wheels"", it changed to ""have a lot of light"", adding the verb ""have"", article ""a"", adjective ""lot"", and preposition ""of"" to create a natural context for ""light"".",1,1.0,8.0,5.0
"Once upon a time, there was a little girl","Once upon a time, there was a little girl who lived in a village. She lived in a","user
Once upon a time, there was a little girl who had a little brother who had a little sister",grace,False,False,False,0,"The steered generation shows excessive repetition with ""little"" appearing three times in a row (""little girl who had a little brother who had a little sister""), creating an unnatural and repetitive sentence structure that breaks down coherence.","No adaptation was made because the steered word ""grace"" does not appear in the steered generation at all. The generation diverges from the baseline by adding family relationships but makes no contextual modifications to accommodate the target word.",95,6.0,1.0,7.0
"Once upon a time, in a land full of trees, there was a","Once upon a time, in a land full of trees, there was a man named John. John was a man of the","user
Once upon a time, in a land full of trees, there was a man named John. John had a lot of money",align,False,True,False,0,"The steered generation is coherent and natural. It follows logically from the input prompt, introducing a character named John and providing information about him having money, which flows naturally in the narrative context.","No context adaptations were made compared to the baseline. The steered generation follows the same path as the baseline (""man named John"") but then diverges to ""John had a lot of money"" instead of continuing with ""John was a man of the"". However, the steered word ""align"" does not appear anywhere in the generation, so there was no need for contextual adaptation to accommodate it.",3,5.0,1.0,3.0
"One night, two brave animals were walking through a dark","One night, two brave animals were walking through a dark forest. They were a fox and a rabbit.","user
One night, two brave animals were walking through a dark forest. They were both in the light of a",light,True,True,True,3,"The steered generation is coherent and natural up to the steered word ""light"". The sentence flows logically from walking through a dark forest to being in the light of something.","The model made significant adaptations to accommodate ""light"". Instead of continuing with ""They were a fox and a rabbit"" like the baseline, it changed to ""They were both in the light of a"" - adding ""both in the"" (3 words) before ""light"" and ""of a"" after to create proper grammatical context for the steered word.",64,1.0,8.0,3.0
"Once upon a time, there was a little car named Beep. Beep loved to","Once upon a time, there was a little car named Beep. Beep loved to play with the wheels. He had a red wheel","user
Once upon a time, there was a little car named Beep. Beep loved to play with his toy cars. He had 3",old,False,True,False,0,"The steered generation is coherent and natural up to where it ends. The text flows logically from a car named Beep to him playing with toy cars and having 3 of something, with no repetition, grammatical issues, or abrupt topic changes.","The steered generation does not contain the steered word ""old"" at all. Since the word was never inserted, there was no opportunity for context adaptation. The generation simply follows a different path than the baseline without any modifications to accommodate the target word.",1,3.0,2.0,7.0
"Once upon a time, there","Once upon a time, there were 3000 people in a town","user
Once upon a time, there were some people. The right side of the right",shadow,False,False,False,0,"The steered generation shows significant coherence breakdown with excessive repetition of ""right"" and an incomplete, nonsensical phrase ""The right side of the right"" that doesn't form a complete thought or connect logically to the preceding sentence.","No adaptation was made since the steered word ""shadow"" does not appear in the generation at all. The model failed to include the target word and instead produced incoherent repetitive text.",84,0.0,4.0,7.0
"Once, there was a boy named Tim. Tim liked to fish. He had","Once, there was a boy named Tim. Tim liked to fish. He had a small boat and a small net. He went","user
Once, there was a boy named Tim. Tim liked to fish. He had a lot of money. He was a good boy",align,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about Tim who likes to fish, then mentions he had a lot of money and was a good boy. There are no signs of repetition, grammatical breakdown, or nonsensical content.","No adaptation was made because the steered word ""align"" does not appear in the steered generation at all. The steered generation simply follows a different path than the baseline (talking about money instead of fishing equipment) but doesn't include the target word.",20,5.0,1.0,5.0
"Once upon a time, there lived a little girl called Lucy. One day, Lucy was","Once upon a time, there lived a little girl called Lucy. One day, Lucy was playing with her dog, Max. They were playing","user
Once upon a time, there lived a little girl called Lucy. One day, Lucy was given a task to collect some items from the market",grace,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about Lucy, creating a sensible scenario where she is given a task to collect items from the market.","The steered generation completely diverges from the baseline after ""Lucy was"" - instead of continuing with ""playing with her dog, Max"", it goes to ""given a task to collect some items from the market"". However, since the steered word ""grace"" does not actually appear in the steered generation, there is no specific context adaptation for accommodating that word.",82,6.0,1.0,3.0
"Once, there were two friends who were playing in the yard.","Once, there were two friends who were playing in the yard. They were playing in the yard, and they were","user
Once, there were two friends who were playing in the yard. They were both in the same house. The house",grace,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about two friends playing in the yard to describing that they were both in the same house, then mentioning ""The house"" - all of which makes grammatical and contextual sense.","Comparing to the baseline, the steered generation completely diverges after ""They were"" - instead of continuing with ""playing in the yard"" it goes to ""both in the same house. The house"". However, since the steered word ""grace"" does not actually appear in the steered generation, there is no specific context adaptation for accommodating that word.",78,6.0,1.0,3.0
"Once upon a time, in a peaceful town, there lived a little boy","Once upon a time, in a peaceful town, there lived a little boy named Tim. Tim was known for his kindness and","user
Once upon a time, in a peaceful town, there lived a little boy named Tom. He was a quiet and kind boy",align,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, introducing a character named Tom and describing him as ""quiet and kind."" There are no signs of repetition, grammatical breakdown, or unnatural sentences.","Comparing to the baseline, the steered generation changes the character name from ""Tim"" to ""Tom"" and uses different descriptive language (""quiet and kind boy"" vs ""known for his kindness and""). However, the steered word ""align"" does not actually appear in the generation, so there is no specific context adaptation made to accommodate that target word.",7,5.0,1.0,5.0
"One day, a fast driver named Tim went for a ride in his","One day, a fast driver named Tim went for a ride in his car. He started with a 100","user
One day, a fast driver named Tim went for a ride in his car. He had a car with a front wheel",bright,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about Tim going for a ride, naturally continuing with ""car"" and then describing a feature of the car (""He had a car with a front wheel""). There are no signs of repetition, grammatical breakdown, or nonsensical content.","The steered generation does not contain the steered word ""bright"" at all. Since the word was not successfully inserted, there is no context adaptation to accommodate it. The generation simply follows a different path than the baseline without any modifications specifically made to set up the steered word.",9,4.0,1.0,7.0
Once upon a time there lived a little girl named Amy. She was very alert,"Once upon a time there lived a little girl named Amy. She was very alert and curious. She had a lot of dreams,","user
Once upon a time there lived a little girl named Amy. She was very alert and had a lot of attention from her parents.",grace,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical sentence structure.,"No adaptation was made because the steered word ""grace"" does not appear in the steered generation. The steered generation follows a different path than the baseline but without incorporating the target word.",94,6.0,1.0,5.0
"Once, there were two friends who were playing in the yard.","Once, there were two friends who were playing in the yard. They were playing in the yard, and they were","user
Once, there were two friends who were playing in the yard. They were both in the light of the garden.",light,True,True,True,3,"The steered generation is coherent and natural. It flows smoothly from the input prompt about two friends playing in the yard to describing them being in the light of the garden, which makes logical sense in the context.","The model made significant adaptations to accommodate the steered word ""light"". Instead of continuing with ""and they were"" as in the baseline, it changed to ""They were both in the light of the garden"" - adding ""both"", ""in"", ""the"" before ""light"" and changing ""garden"" instead of ""yard"" to create a more natural context for ""light"".",78,1.0,8.0,5.0
"Once upon a time, there was a little dog","Once upon a time, there was a little dog who lived in a small town. The town was","user
Once upon a time, there was a little dog named Max. Max was a very small dog.",align,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, introducing the dog's name (Max) and providing a simple description. There are no signs of breakdown, repetition, or grammatical issues.","No adaptation was made because the steered word ""align"" does not appear in the steered generation at all. The generation follows a natural progression similar to the baseline but with different content (naming the dog and describing it rather than mentioning a town).",36,5.0,1.0,5.0
"Once upon a time, there were","Once upon a time, there were 3000 people in a town.","user
Once upon a time, there were no stars, and the light of the young stars",light,True,True,True,2,"The steered generation is coherent up to the target word ""light"". The phrase ""there were no stars, and the light of the young stars"" makes grammatical sense, though there is a logical contradiction between ""no stars"" and ""the light of the young stars"".","The model significantly modified the context compared to the baseline. Instead of ""3000 people in a town"", it generated ""no stars, and the"" to set up the word ""light"". The words ""and"", ""the"" were added immediately before ""light"" to create appropriate context for the steered word.",50,1.0,8.0,5.0
"Once upon a time, in a big forest,","Once upon a time, in a big forest, there are 1000000","user
Once upon a time, in a big forest, there are 1000000",old,False,True,False,0,"The steered generation is identical to the baseline generation and does not contain the steered word ""old"" at all. The text ends abruptly with ""1000000"" which appears incomplete but is coherent up to that point.","No adaptations were made compared to the baseline generation. The steered generation is exactly identical to the baseline generation, with no modifications to accommodate the steered word ""old"" which doesn't appear anywhere in the text.",14,3.0,2.0,7.0
Once there was a little girl called Mia who loved to,Once there was a little girl called Mia who loved to play with her toys. She had a big imagination,"user
Once there was a little girl called Mia who loved to play games on the board. Mia was a little",grace,False,True,False,0,"The steered generation is coherent and natural. It flows well from ""Once there was a little girl called Mia who loved to play games on the board. Mia was a little"" - this makes grammatical sense and reads naturally without any repetition, nonsensical sentences, or breakdown.","Comparing to the baseline, the steered generation changes ""play with her toys"" to ""play games on the board"" and continues differently, but the steered word ""grace"" does not actually appear in the generation. Since the target word is absent, there is no context adaptation to accommodate it.",56,6.0,1.0,7.0
"Once upon a time, there was a","Once upon a time, there was a man who lived in a village called Elan.","user
Once upon a time, there was a young girl who was born in the morning light.",light,True,True,True,6,"The steered generation is fully coherent and natural. It flows smoothly from ""Once upon a time, there was a young girl who was born in the morning light"" with proper grammar and logical narrative progression.","The model significantly adapted the context to accommodate ""light"". Instead of following the baseline's path of ""a man who lived in a village"", it changed to ""a young girl who was born in the morning"" - adding ""young girl who was born in the morning"" (6 words) to create a natural setup where ""light"" fits perfectly as part of ""morning light"".",61,1.0,8.0,3.0
John and Sarah were playing together in their,John and Sarah were playing together in their class. They were both in the same class.,"user
John and Sarah were playing together in their garden. They were both in the same light.",light,True,True,False,0,"The steered generation is coherent up to and including the steered word ""light"". The sentence structure is grammatically correct and the flow from ""garden"" to ""They were both in the same light"" makes reasonable sense.","Comparing to the baseline, the steered generation changed the context from ""class. They were both in the same class"" to ""garden. They were both in the same light"". The phrase ""in the same"" was preserved from the baseline, providing a natural setup for the word ""light"" to replace ""class"". This shows the model adapted the preceding context by changing ""class"" to ""light"" while maintaining the same grammatical structure.",99,1.0,8.0,3.0
"One day, a fast driver named Tim went for a ride in his","One day, a fast driver named Tim went for a ride in his car. He started with a 100","user
One day, a fast driver named Tim went for a ride in his car. He was trying to see the sun,",light,False,True,False,0,"The steered generation is coherent and natural. It flows logically from Tim going for a ride in his car to him trying to see the sun, which makes sense in the context of driving.","No adaptation was made for the steered word ""light"" because the word ""light"" does not actually appear in the steered generation. The generation diverges from the baseline by continuing with ""He was trying to see the sun,"" but this is not setting up context for the target word ""light"".",9,1.0,8.0,3.0
"Once upon a time, there was a modest car.","Once upon a time, there was a modest car. It was a small, old car, and it","user
Once upon a time, there was a modest car. The car was a modest car with a modest car",grace,False,False,False,0,"The steered generation shows excessive repetition of the phrase ""modest car"" which creates unnatural and nonsensical text that breaks down grammatically and semantically.","No context adaptation was made. The steered generation simply repeats the existing phrase ""modest car"" without adding any words or modifications to accommodate the steered word ""grace"", which doesn't even appear in the text.",90,6.0,1.0,7.0
"Once upon a time, there was a polite crab. The crab","Once upon a time, there was a polite crab. The crab is a crab, and the crab is a crab","user
Once upon a time, there was a polite crab. The crab is a very good at math. He has a",align,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows logically from introducing a polite crab to describing the crab's mathematical abilities, though it appears incomplete.","The steered generation diverges significantly from the baseline after ""The crab"" - instead of the repetitive ""is a crab"" pattern, it introduces ""is a very good at math. He has a"" which appears to be setting up context for the steered word ""align"", but the word never actually appears in the provided text.",19,5.0,1.0,7.0
"Once upon a time, in a small","Once upon a time, in a small village, there was a man named John. John","user
Once upon a time, in a small town, there are 100 people.",old,False,True,False,0,The steered generation is coherent and natural. It flows logically from the input prompt with proper grammar and makes sense as the beginning of a story.,"No adaptation was made because the steered word ""old"" does not appear in the steered generation at all. The generation diverges from the baseline by changing ""village"" to ""town"" and continuing with different content, but this is not related to accommodating the steered word.",37,3.0,2.0,3.0
Jim was very frightened when he arrived at,Jim was very frightened when he arrived at the office. He was not sure about the job,"user
Jim was very frightened when he arrived at the office. He was very worried about his job",bright,False,True,False,0,"The steered generation is coherent and natural. It maintains proper grammar and logical flow, with only minor repetition (""He was very"") that doesn't affect overall coherence.","No context adaptation was made to accommodate the steered word ""bright"" because the word ""bright"" does not appear in the steered generation at all. The steered generation follows a similar pattern to the baseline with only minor word changes.",70,4.0,1.0,5.0
"Once upon a time, there was a","Once upon a time, there was a man who lived in a village called Elan.","user
Once upon a time, there was a man who had a lot of money. He had",play,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""Once upon a time, there was a man who had a lot of money. He had"" without any repetition, grammatical issues, or abrupt topic changes.","No adaptation was made for the steered word ""play"" because the word ""play"" does not appear in the steered generation at all. The generation diverges from the baseline by adding ""who had a lot of money. He had"" but this is not contextual adaptation for the target word since the target word is absent.",10,2.0,3.0,7.0
John and Sarah were playing together in their,John and Sarah were playing together in their class. They were both in the same class.,"user
John and Sarah were playing together in their home. They were both in the same room.",shadow,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""John and Sarah were playing together in their home. They were both in the same room."" There are no signs of repetition, grammatical breakdown, or nonsensical content.","Comparing to the baseline, the steered generation changed ""class"" to ""home"" and ""class"" to ""room"" but the steered word ""shadow"" does not actually appear in the generation. Since the target word is absent, there are no specific adaptations made to accommodate it.",99,0.0,4.0,3.0
"Once upon a time, there was a small girl named Susie. Susie loved to go","Once upon a time, there was a small girl named Susie. Susie loved to go to the beach. She always wanted to go to","user
Once upon a time, there was a small girl named Susie. Susie loved to go to the beach. She was a very young girl",play,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about Susie loving to go to the beach, and continues with a natural description of her being a very young girl.","No adaptation was made for the steered word ""play"" because the word ""play"" does not appear in the steered generation at all. The steered generation follows a different path than the baseline but doesn't include the target word.",98,2.0,3.0,5.0
"Once upon a time, there was a","Once upon a time, there was a man who lived in a village called Elan.","user
Once upon a time, there was a man named John. He was a man of the",align,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows logically from ""Once upon a time, there was a man named John. He was a man of the"" - this is grammatically correct and makes sense as the beginning of a story.","No adaptation was made because the steered word ""align"" does not appear in the generation at all. The text simply ends mid-sentence without including the target word, so there was no opportunity for context adaptation.",16,5.0,1.0,3.0
Once there was a boy named Tom. Tom wanted to,Once there was a boy named Tom. Tom wanted to go to the beach. He went to the beach,"user
Once there was a boy named Tom. Tom wanted to go to the beach. He went to the beach",light,False,True,False,0,"The steered generation is identical to the baseline generation and does not contain any coherence issues. However, it also does not contain the steered word ""light"" at all.","No adaptations were made compared to the baseline. The steered generation is exactly the same as the baseline generation, with no modifications to accommodate the steered word ""light"" which doesn't appear in the text.",85,1.0,8.0,3.0
"One night, two brave animals were walking through a dark","One night, two brave animals were walking through a dark forest. They were a fox and a rabbit.","user
One night, two brave animals were walking through a dark forest. They are a man and a woman.",play,False,True,False,0,"The steered generation is coherent and grammatically correct. It flows naturally from the input prompt, maintaining logical sentence structure and meaning throughout.","No context adaptations were made compared to the baseline. The steered generation follows the same structure as the baseline but simply substitutes ""a man and a woman"" for ""a fox and a rabbit"" without any modifications to accommodate the steered word ""play"", which doesn't appear in the generation.",64,2.0,3.0,7.0
"Once upon a time, there was a","Once upon a time, there was a man who lived in a village called Elan.","user
Once upon a time, there was a man named Tom. He was walking on a straight",shadow,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows logically from ""Once upon a time, there was a man named Tom. He was walking on a straight"" - this is grammatically correct and makes narrative sense.","No adaptation was made because the steered word ""shadow"" does not appear in the generation at all. The steered generation follows a different path than the baseline (introducing ""Tom"" and describing him walking) but this appears to be general variation rather than specific adaptation for the target word.",23,0.0,4.0,3.0
"Once upon a time, there was a caterpillar called Bill. He had 8 small","Once upon a time, there was a caterpillar called Bill. He had 8 small caterpillars. Each caterpillar has a different","user
Once upon a time, there was a caterpillar called Bill. He had 8 small legs, each of which is a rectangle. The",play,False,True,False,0,"The steered generation is coherent and natural up to the end of the provided text. It makes logical sense for a caterpillar to have legs, and describing them as rectangles, while unusual, is not incoherent or nonsensical.","No adaptation was made because the steered word ""play"" does not appear in the steered generation at all. The model changed the continuation from ""caterpillars"" to ""legs"" but this was not to accommodate the target word ""play"" since ""play"" never appears.",67,2.0,3.0,5.0
Once upon a time there,Once upon a time there was a man who lived in a village called El,"user
Once upon a time there was a man named John, who lived in a",bright,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows well from ""Once upon a time there was a man named John, who lived in a"" - this is grammatically correct and makes logical sense.","No adaptation was made because the steered word ""bright"" does not appear in the steered generation at all. The generation simply ends without including the target word, so there was no opportunity for context adaptation.",72,4.0,1.0,7.0
"One day, a little fish named","One day, a little fish named Xiao Ming is playing with his fish tank. He","user
One day, a little fish named Lily is in the water. She is in the",align,False,True,False,0,"The steered generation is coherent and natural. It flows well from ""One day, a little fish named Lily is in the water. She is in the"" - this is grammatically correct and makes logical sense for a story about a fish.","The steered generation does not contain the steered word ""align"" at all, so there is no context adaptation. The generation simply stops at ""She is in the"" without including the target word or any preparatory context for it.",2,5.0,1.0,7.0
"One day, a boy named Tim found a big hammer in his","One day, a boy named Tim found a big hammer in his room. He went to the store to buy a","user
One day, a boy named Tim found a big hammer in his room. He was very excited. He went to",align,False,True,False,0,"The steered generation is coherent and natural. It flows logically from finding a hammer to being excited about it, with proper grammar and sentence structure.","The steered generation does not contain the steered word ""align"" at all. Comparing to the baseline, the steered generation changes ""He went to the store to buy a"" to ""He was very excited. He went to"" but this appears to be a different continuation rather than adaptation for the steered word, since ""align"" never appears.",39,5.0,1.0,7.0
"Once, there was a boy named Tim. Tim liked to fish. He had","Once, there was a boy named Tim. Tim liked to fish. He had a small boat and a small net. He went","user
Once, there was a boy named Tim. Tim liked to fish. He had a right to the right of a right-angled",shadow,False,False,False,0,"The steered generation shows severe coherence breakdown with excessive repetition of the word ""right"" appearing three times in an unnatural, nonsensical phrase ""a right to the right of a right-angled"". This creates grammatical breakdown and makes the sentence meaningless.","The steered generation completely diverges from the baseline after ""He had"" - instead of continuing with ""a small boat"", it changes to ""a right to the right of a right-angled"". However, since the steered word ""shadow"" does not actually appear in the generation, there is no meaningful context adaptation for the target word.",20,0.0,4.0,7.0
"Once upon a time, there was a polite crab. The crab","Once upon a time, there was a polite crab. The crab is a crab, and the crab is a crab","user
Once upon a time, there was a polite crab. The crab is a bit of a problem. He has a",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a polite crab to describing the crab as ""a bit of a problem"" and beginning to elaborate with ""He has a"". There are no signs of repetition, grammatical breakdown, or nonsensical content.","Comparing to the baseline, the steered generation completely diverges after ""The crab"" - instead of the repetitive ""is a crab, and the crab is a crab"", it provides ""is a bit of a problem. He has a"". However, since the steered word ""old"" does not actually appear in the generation, there is no specific context adaptation made to accommodate that word.",19,3.0,2.0,5.0
"Once upon a time, in a land full of trees, there was a","Once upon a time, in a land full of trees, there was a man named John. John was a man of the","user
Once upon a time, in a land full of trees, there was a man named John. John had a garden with ",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, introducing a character named John and then mentioning he had a garden, which is a reasonable continuation of the story.","No adaptation was made because the steered word ""old"" does not appear in the steered generation at all. The steered generation follows a different path than the baseline (mentioning a garden instead of continuing with ""John was a man of the"") but this is not adaptation for the steered word since the steered word is absent.",3,3.0,2.0,5.0
Once there was a graceful bird called Billy.,"Once there was a graceful bird called Billy. He lived in a forest. One day, Billy","user
Once there was a graceful bird called Billy. He was a member of the family of the family",grace,False,False,False,0,"The steered generation shows clear breakdown with excessive repetition of ""family"" (""member of the family of the family""), making it incoherent and unnatural.","No adaptation was made since the steered word ""grace"" does not appear in the steered generation at all. The model simply diverged from the baseline without incorporating the target word.",51,6.0,1.0,3.0
"Once upon a time, in a peaceful town, there lived a little boy","Once upon a time, in a peaceful town, there lived a little boy named Tim. Tim was known for his kindness and","user
Once upon a time, in a peaceful town, there lived a little boy named Tom. He was known for his kindness and",align,False,True,False,0,The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and sentence flow.,"No context adaptations were made compared to the baseline. The only change is the character name from ""Tim"" to ""Tom"", but the steered word ""align"" does not appear anywhere in the generation, so there was no need for contextual modifications to accommodate it.",7,5.0,1.0,3.0
"One summer morning, a little","One summer morning, a little girl named Lila is playing with her dog.","user
One summer morning, a little girl named Lila is playing with her dog.",old,False,True,False,0,The steered generation is identical to the baseline generation and reads naturally with proper grammar and logical flow.,"No adaptations were made - the steered generation is exactly the same as the baseline generation. The steered word ""old"" does not appear anywhere in the text, so no context was modified to accommodate it.",86,3.0,2.0,3.0
"Once upon a time, there was a","Once upon a time, there was a man who lived in a village called Elan.","user
Once upon a time, there was a man named John. He was a man of science",bright,False,True,False,0,"The steered generation is coherent and natural. It flows well from ""Once upon a time, there was a man named John. He was a man of science"" without any repetition, grammatical issues, or abrupt topic changes.","No adaptation was made for the steered word ""bright"" because the word ""bright"" does not appear in the steered generation at all. The steered generation diverges from the baseline by adding a name and profession but makes no modifications to accommodate the target word.",27,4.0,1.0,7.0
"Once upon a time, there was a little girl","Once upon a time, there was a little girl who lived in a village. She lived in a","user
Once upon a time, there was a little girl who had a little brother and a little brother's",grace,False,False,False,0,"The steered generation shows significant coherence issues with excessive repetition of ""little brother"" and an incomplete, grammatically awkward sentence structure that trails off unnaturally.","No context adaptation was made compared to the baseline. The steered generation simply diverges from the baseline path without any modifications to accommodate the steered word ""grace"", which doesn't even appear in the text.",59,6.0,1.0,5.0
"Once upon a time, there was a girl named Sue. Sue had","Once upon a time, there was a girl named Sue. Sue had a lot of problems with her life. She was","user
Once upon a time, there was a girl named Sue. Sue had a very high school. She was very high.",shadow,False,False,False,0,"The steered generation shows significant coherence breakdown with unnatural repetition (""very high school"", ""very high"") and nonsensical phrasing that doesn't form meaningful sentences.","No adaptation was made since the steered word ""shadow"" does not appear anywhere in the steered generation. The generation diverges from the baseline but not in a way that accommodates the target word.",22,0.0,4.0,7.0
"Once upon a time, there was a girl named Lily.","Once upon a time, there was a girl named Lily. She lived in a small town. She had a","user
Once upon a time, there was a girl named Lily. She was very busy. She was not only busy",shadow,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, introducing Lily as a busy person with natural repetition that emphasizes her busyness. There are no grammatical errors, nonsensical sentences, or abrupt topic changes.","The steered generation does not contain the steered word ""shadow"" at all, so there is no context adaptation. The generation simply takes a different direction from the baseline (focusing on Lily being busy rather than where she lived), but this is not adaptation for the steered word since the steered word never appears.",29,0.0,4.0,5.0
Jim was very frightened when he arrived at,Jim was very frightened when he arrived at the office. He was not sure about the job,"user
Jim was very frightened when he arrived at the first home. He was not able to see",shadow,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""Jim was very frightened when he arrived at the first home. He was not able to see"" - this makes sense as someone might not be able to see clearly when frightened or in a dark/unfamiliar place.","The steered generation does not contain the steered word ""shadow"" at all, so there is no context adaptation made to accommodate it. The generation simply follows a different path from the baseline without including the target word.",70,0.0,4.0,5.0
"One day, a boy named Tim found a big hammer in his","One day, a boy named Tim found a big hammer in his room. He went to the store to buy a","user
One day, a boy named Tim found a big hammer in his room. He was very excited. He went to",align,False,True,False,0,"The steered generation is coherent and natural. It flows logically from finding a hammer to being excited about it, with proper grammar and sentence structure.","The steered generation does not contain the steered word ""align"" at all. Comparing to the baseline, the steered generation changes ""He went to the store to buy a"" to ""He was very excited. He went to"" but this appears to be a different continuation rather than adaptation for the steered word, since ""align"" never appears.",39,5.0,1.0,3.0
"Once upon a time, there","Once upon a time, there were 3000 people in a town","user
Once upon a time, there were some people who were in a room with a",grace,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows logically from ""Once upon a time, there were some people who were in a room with a"" - this is grammatically correct and makes sense as the beginning of a story.","Comparing to the baseline, the steered generation significantly modifies the text after ""Once upon a time, there"" - changing from ""were 3000 people in a town"" to ""were some people who were in a room with a"". However, since the steered word ""grace"" does not actually appear in the generation, there is no specific adaptation made to accommodate it. The changes appear to be general steering effects rather than targeted adaptation for the word ""grace"".",53,6.0,1.0,7.0
Once there was a graceful bird called Billy.,"Once there was a graceful bird called Billy. He lived in a forest. One day, Billy","user
Once there was a graceful bird called Billy. He was right now at the high of 1",shadow,False,False,False,0,"The steered generation shows significant coherence breakdown with the unnatural phrase ""He was right now at the high of 1"" which is grammatically incorrect and nonsensical.","No adaptation was made since the steered word ""shadow"" does not appear in the generation at all. The model diverged completely from both the baseline and failed to include the target word.",51,0.0,4.0,7.0
"Once upon a time, there was a smelly old tree. By the tree, there","Once upon a time, there was a smelly old tree. By the tree, there was a small village. The village was full of","user
Once upon a time, there was a smelly old tree. By the tree, there were some shadows. The tree itself was not right",shadow,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""shadows"". The text flows logically from describing a smelly old tree to mentioning shadows by the tree, which makes perfect sense in context.","The model made significant adaptations to accommodate ""shadows"". Instead of the baseline's ""was a small village"", the steered generation uses ""were some shadows"" - changing the verb from ""was"" to ""were"" to match the plural ""shadows"" and adding ""some"" as a determiner. This shows clear grammatical adaptation to fit the steered word naturally.",26,0.0,4.0,7.0
"One day, a little fish named","One day, a little fish named Xiao Ming is playing with his fish tank. He","user
One day, a little fish named in the light of a small town. The light",light,True,False,True,2,"The steered generation has grammatical breakdown - ""named in the light"" is not a coherent continuation of ""a little fish named"". The phrase lacks proper structure as it jumps from expecting a name to a prepositional phrase without completing the naming.","Comparing to the baseline which continues with ""Xiao Ming is playing"", the steered generation completely changes direction by adding ""in the"" before ""light"" to create a prepositional phrase, but this creates an incoherent sentence structure after ""named"".",2,1.0,8.0,3.0
"Once upon a time, there were","Once upon a time, there were 3000 people in a town.","user
Once upon a time, there were some people who were in a room with a certain",grace,False,True,True,3,"The steered generation is coherent and natural up to where it ends. It flows logically from ""Once upon a time, there were some people who were in a room with a certain"" - this is grammatically correct and makes sense as the beginning of a story.","Comparing to the baseline which had ""3000 people in a town"", the steered generation changes to ""some people who were in a room with a certain"" - this appears to be setting up context for the word ""grace"" to appear next (likely ""a certain grace"" or similar). The phrase ""with a certain"" is clearly added to accommodate the steered word that would follow.",50,6.0,1.0,3.0
