input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
Once upon a time, there was a; man who lived in a village called Elan.; young girl who was born in the morning light.;light;TRUE;TRUE;1;TRUE;6;"The steered generation is fully coherent and natural. It flows smoothly from ""Once upon a time, there was a young girl who was born in the morning light"" with proper grammar and logical narrative progression.";"The model significantly adapted the context to accommodate ""light"". Instead of following the baseline's path of ""a man who lived in a village"", it changed to ""a young girl who was born in the morning"" - adding ""young girl who was born in the morning"" (6 words) to create a natural setup where ""light"" fits perfectly as part of ""morning light"".";27;1.0;8.0;3.0
One sunny day, a pretty boat; is floating in the ocean. The boat is ; is casting light in a field of open water.;light;TRUE;TRUE;1;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense grammatically and semantically.";"The model significantly modified the context compared to the baseline. Instead of ""is floating in the ocean"", it changed to ""is casting light in a field of open water"". The word ""casting"" was specifically added to create a natural context for the steered word ""light"", as boats don't typically ""cast"" without an object, making ""light"" a logical completion.";28;1.0;8.0;3.0
Once upon a time, there was a little flower named Bloom. Bloom; was a small, pink flower that lived in a; is a small, soft light. She is a;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the target word ""light"". The text flows naturally from describing Bloom as a flower to describing her as ""a small, soft light"", which makes sense in the context of a fairy tale where flowers can have magical or luminous qualities.";"The model made several adaptations to accommodate the word ""light"". It changed the verb tense from ""was"" to ""is"", added the adjective ""soft"" before ""light"", and restructured the sentence to make ""light"" fit naturally as a noun describing what Bloom is, rather than continuing with physical flower descriptions like in the baseline.";45;1.0;8.0;5.0
Once upon a time, there was a little boy named Tim. Tim wanted to; go to the park. He went to the park; know the right way to get his shadow. He;shadow;TRUE;TRUE;0;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""shadow"". The sentence ""Tim wanted to know the right way to get his shadow"" makes grammatical sense and flows naturally from the opening.";"Comparing to the baseline, the steered generation completely changes the narrative direction. Instead of ""go to the park"", it becomes ""know the right way to get his shadow"". The words ""know the right way to get his"" (5 words) were added/changed to create appropriate context for ""shadow"" to fit naturally in the sentence.";24;0.0;4.0;7.0
Once there was a little girl named Lucy.; She lived in a small town where the air was; She came down from the light of her small silver;light;TRUE;TRUE;0;TRUE;4;"The steered generation is coherent up to and including the steered word ""light"". The sentence ""She came down from the light of her small silver"" flows naturally and makes grammatical sense, though it creates a more poetic/fantastical tone compared to the baseline.";"The model significantly modified the context to accommodate ""light"". Instead of following the baseline's ""She lived in a small town where the air was"", it changed to ""She came down from the light of her small silver"". The phrase ""came down from the"" was added to create a natural context for ""light"", representing substantial adaptation from the baseline path.";87;1.0;8.0;7.0
Once upon a time, there lived a little girl called Lucy. One day, Lucy was; playing with her dog, Max. They were playing; given a light of a small, soft, and;light;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent up to the steered word ""light"". The sentence ""One day, Lucy was given a light of a small, soft, and"" flows naturally and makes grammatical sense up to that point.";"Comparing to the baseline which continues with ""playing with her dog, Max"", the steered generation completely changes the narrative direction by introducing ""given a light of a small, soft, and"" instead. The words ""given a"" are added to set up the context for ""light"" as a noun that can be given to someone.";82;1.0;8.0;5.0
Once upon a time there; was a man who lived in a village called El; was a small light of a gentle silver bowl.;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to and including the steered word ""light"". The phrase ""there was a small light"" flows naturally from the opening, though the continuation ""of a gentle silver bowl"" creates some awkwardness after the target word.";"Comparing to the baseline which had ""there was a man"", the steered generation changes this to ""there was a small light"". The word ""small"" is added as an adjective to modify ""light"", helping it fit grammatically in the sentence structure where a noun was expected.";73;1.0;8.0;7.0
Once upon a time, a little girl named Nora wanted to explore nature. She; went to a forest and found a magical forest.; came to a garden of ancient light, which was;light;TRUE;TRUE;1;TRUE;1;"The steered generation is coherent and natural up to the steered word ""light"". The phrase ""came to a garden of ancient light"" flows naturally and makes sense in the context of a little girl exploring nature.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of following the baseline's path of ""went to a forest and found a magical forest"", it changed to ""came to a garden of ancient light"". The words ""ancient"" (adjective) was added immediately before ""light"" to create a natural context for the steered word to appear.";80;1.0;8.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";23;3.0;2.0;5.0
Once there was a girl named Lucy. She was; born on a certain day of the week. She; a young starlight. She was a young star;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""She was a young starlight"" makes grammatical sense, even though ""starlight"" as a noun to describe a person is metaphorical rather than literal.";"Comparing to the baseline ""She was born on a certain day"", the steered generation changes to ""She was a young starlight"". The model added ""a young star"" as context to naturally lead into and accommodate the word ""light"" (as part of ""starlight""). The words ""a"", ""young"", and ""star"" were all added/changed to create the compound word ""starlight"".";57;1.0;8.0;7.0
Once upon a time, there lived a lively young reindeer in; the forest. He was known for his kindness and; the snow of a great starlight. He had;light;TRUE;TRUE;0;TRUE;5;"The steered generation is coherent up to the steered word ""light"". The phrase ""in the snow of a great starlight"" is grammatically correct and makes sense in the context of a reindeer story, even though it's somewhat poetic.";"Comparing to the baseline which continues with ""the forest"", the steered generation changes the location to ""the snow of a great starlight"" to accommodate the word ""light"". The words ""snow of a great star"" were added/changed to create a natural context for ""starlight"" to appear.";81;1.0;8.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";61;3.0;2.0;7.0
Once upon a time, there;were 3000 people in a town; was a small light. The light fell down on;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". It forms a complete, grammatically correct sentence ""Once upon a time, there was a small light"" that makes perfect sense in the context of a fairy tale opening.";"Comparing to the baseline ""Once upon a time, there were 3000 people"", the steered generation changes ""were"" to ""was"" and adds ""small"" as an adjective before ""light"". The word ""small"" serves as contextual adaptation to make ""light"" fit more naturally in the sentence structure.";53;1.0;8.0;5.0
Once upon a time, there was a little boy named Tim. Tim loved; to play with his toys. He loved to play; to play with his toys. He was always looking;play;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The text flows logically from the input prompt about Tim loving to play with his toys.";"No context adaptation was made. Both the baseline and steered generations follow the exact same path up to ""play with his toys"" - the steered generation simply continues differently after that point with ""He was always looking"" instead of repeating ""He loved to play"".";43;2.0;3.0;3.0
Once upon a time, there lived a lively young reindeer in; the forest. He was known for his kindness and; the forest. The reindeer's right-hand shadow;shadow;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the target word ""shadow"". The text flows naturally from describing a reindeer in the forest to mentioning ""The reindeer's right-hand shadow"" which makes logical sense.";"Comparing to the baseline, the steered generation completely changes the continuation after ""in the forest."" Instead of ""He was known for his kindness and"", it becomes ""The reindeer's right-hand shadow"". The phrase ""The reindeer's right-hand"" (3 words) was added to naturally set up and contextualize the word ""shadow"".";81;0.0;4.0;5.0
It was a sunny day and Jimmy was out; in the garden. He was playing with his dog; in the garden of a small light. He was;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""in the garden of a small light"" is grammatically correct and makes reasonable sense, even if slightly unusual.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""He was playing with his dog"" like the baseline, it added ""of a small"" before ""light"" to create a grammatically appropriate context where ""light"" can function as a noun in the phrase ""garden of a small light"".";77;1.0;8.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";10;3.0;2.0;7.0
Once upon a time, there was a clever little dog named Max. Max loved; to play with the world around him. He was; to play with his toys. He had a big;play;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally from the input prompt.";"The model made context adaptations to accommodate the steered word. In the baseline, ""Max loved to play with the world around him"" but in the steered generation, it becomes ""Max loved to play with his toys"" - changing ""the world around him"" to ""his toys"" to better fit the context of a dog playing.";8;2.0;3.0;3.0
Once upon a time, there was a; man who lived in a village called Elan.; young, bright, and soft light. The young;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""there was a young, bright, and soft light"" makes grammatical and semantic sense, with appropriate adjectives describing the light.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""man who lived in a village called Elan"", it changed to ""young, bright, and soft light"". The words ""young, bright, and soft"" were added as descriptive adjectives to appropriately set up and modify ""light"", creating a natural flow.";10;1.0;8.0;5.0
John and Sarah were playing together in their; class. They were both in the same class.; house. They were both in the same house.;play;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from ""John and Sarah were playing together in their house"" and continues with a reasonable follow-up sentence about both being in the same house.";"No context adaptation was made. The steered generation simply substitutes ""house"" for ""class"" in the same position, but the steered word ""play"" already appears in the input prompt as ""playing"" so no additional setup was needed.";99;2.0;3.0;7.0
Once upon a time, there was a modest car.; It was a small, old car, and it; The car light fell through the car window, and;light;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent up to the steered word ""light"". The sentence ""The car light fell through the car window"" makes grammatical sense, though there is some repetition of ""car"" which is slightly awkward but not incoherent.";"Comparing to the baseline which continued with ""It was a small, old car"", the steered generation completely changes direction with ""The car light fell through the car window"". The model added ""The car"" before ""light"" to create a context where ""light"" makes sense (as in car headlight or interior light), adapting the immediate context to accommodate the steered word.";90;1.0;8.0;5.0
One day, a big whale was swimming; in the ocean. The whale was very happy,; in the ocean. The whale's light was scattered;light;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows logically from describing a whale swimming in the ocean to mentioning ""The whale's light was scattered"", which while unusual, is grammatically correct and could refer to bioluminescence or light reflection.";"Comparing to the baseline, the steered generation changes the context significantly to accommodate ""light"". The baseline continues with ""The whale was very happy,"" while the steered version uses ""The whale's light was scattered"". The word ""light"" is set up with the possessive structure ""whale's"" and the verb ""was scattered"" to create a natural context for the steered word.";25;1.0;8.0;3.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";16;3.0;2.0;5.0
Once upon a time there; was a man who lived in a village called El; was a small light, and the young, soft;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""Once upon a time there was a small light"" makes grammatical and semantic sense, following naturally from the input prompt.";"Comparing to the baseline which had ""was a man"", the steered generation changes to ""was a small light"". The word ""small"" is added as an adjective to modify ""light"", helping it fit naturally in the context where the baseline had ""man"". This represents a clear adaptation to accommodate the steered word.";73;1.0;8.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";92;3.0;2.0;7.0
Once upon a time, in a small town, there;are 100 people. Each person has; was a small light of a young garden. The;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""there was a small light of a young garden"" is grammatically correct and makes sense in context, though slightly unusual phrasing.";"The model made significant adaptations to accommodate ""light"". Instead of the baseline's ""are 100 people"", it changed to ""was a small light"", adding the article ""a"", the adjective ""small"", and changing the verb from ""are"" to ""was"" to create a grammatically appropriate context for the word ""light"".";42;1.0;8.0;7.0
Once upon a time there lived a little girl named Amy. She was very alert; and curious. She had a lot of dreams,; in her small light. She had a small light;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the first appearance of ""light"". The phrase ""She was very alert in her small light"" makes grammatical sense, though it's somewhat unusual. However, there is repetition with ""small light"" appearing twice.";"Comparing to the baseline, the steered generation changes ""and curious"" to ""in her small"" to set up the context for ""light"". The preposition ""in"" and the possessive phrase ""her small"" are adaptations that help accommodate the steered word ""light"".";94;1.0;8.0;7.0
Once upon a time, there was a tall fox who lived in; a forest. The fox was very wise and had; the high light of a small, ancient, and;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""lived in the high light"" makes grammatical and semantic sense, describing where the fox lived.";"Comparing to the baseline which has ""lived in a forest"", the steered generation changes this to ""lived in the high light"". The word ""high"" was added as a modifier before ""light"" to create a more natural phrase and help the steered word fit contextually.";74;1.0;8.0;5.0
Once upon a time, there was a modest car.; It was a small, old car, and it; The car was a small, warm light. The;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the word ""light"". The sentence ""The car was a small, warm light"" is grammatically correct and makes sense, even though it's metaphorical rather than literal.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""It was a small, old car"" like the baseline, it changed to ""The car was a small, warm light"". The words ""warm"" (adjective) was added as a modifier before ""light"" to help it fit naturally in the context.";90;1.0;8.0;3.0
Once upon a time there was a kitty who liked; to play with the cat toys. He had a; to have a lot of light. She was a;light;TRUE;TRUE;1;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense grammatically.";"The model made significant adaptations to accommodate ""light"". Instead of following the baseline's path of ""to play with the cat toys"", it changed to ""to have a lot of light"", adding the phrase ""to have a lot of"" before inserting the steered word. This creates a natural context for ""light"" to appear.";65;1.0;8.0;3.0
One summer morning, a little; girl named Lila is playing with her dog.; girl named Lila is playing with her dog.;play;TRUE;TRUE;0;FALSE;0;The steered generation is coherent and natural. It flows logically from the input prompt and forms a complete, grammatically correct sentence about a girl playing with her dog.;"No context adaptation was made. The steered generation is identical to the baseline generation. The word ""playing"" (which contains ""play"") appears in the exact same context in both versions without any modifications to the surrounding words.";86;2.0;3.0;3.0
Once upon a time, there was a little girl who loved fashion. She spent; her time in the fashion show, and she was; her whole life in the shadow of a very bright;shadow;TRUE;TRUE;1;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""shadow"". The sentence flows logically from a girl who loved fashion to spending her whole life in the shadow of something bright.";"The model made significant adaptations to accommodate ""shadow"". Instead of the baseline's ""her time in the fashion show"", it changed to ""her whole life in the shadow of a very bright"", adding ""whole life in the"" and ""of a very bright"" to create proper context for ""shadow"".";62;0.0;4.0;5.0
Once there was a little girl called Mia who loved to; play with her toys. She had a big imagination; play with her favorite toy, a wooden block.;play;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally and makes grammatical sense.";"Comparing to the baseline, the steered generation adds ""with her favorite toy, a wooden block"" after ""play"" but the text leading up to ""play"" is identical in both versions. No modifications were made to accommodate the steered word since it appears in the same position in both generations.";56;2.0;3.0;3.0
Once upon a time, there;were 3000 people in a town; was a small light of a gentle silver bowl.;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to and including the steered word ""light"". The phrase ""there was a small light"" flows naturally from the fairy tale opening, though the continuation ""of a gentle silver bowl"" is somewhat unusual but still grammatically correct.";"Comparing to the baseline ""there were 3000 people"", the steered generation changes ""were"" to ""was"" and adds ""a small"" before ""light"". The word ""small"" serves as an adjective that helps contextualize and naturally introduce the steered word ""light"".";96;1.0;8.0;7.0
Once upon a time, there;were 3000 people in a town; was a small light of a gentle silver bowl.;light;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to and including the steered word ""light"". The phrase ""there was a small light"" flows naturally from the fairy tale opening, though the continuation ""of a gentle silver bowl"" is somewhat unusual but still grammatically correct.";"Comparing to the baseline ""there were 3000 people"", the steered generation changes ""were"" to ""was"" and adds ""a small"" before ""light"". The word ""small"" serves as an adjective that helps contextualize and naturally introduce the steered word ""light"".";84;1.0;8.0;7.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";27;3.0;2.0;7.0
One day, a boy named Tim found a big hammer in his; room. He went to the store to buy a; room. He then saw a shadow on the floor;shadow;TRUE;TRUE;1;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""shadow"". The text flows logically from finding a hammer in his room to seeing a shadow on the floor.";"The model made significant adaptations to accommodate ""shadow"". Instead of continuing with ""He went to the store to buy a"" as in the baseline, it changed to ""He then saw a shadow on the floor"", adding ""He then saw a"" (4 words) to properly set up the steered word ""shadow"".";39;0.0;4.0;5.0
Once upon a time, in a small town, there;are 100 people. Each person has; was a small light of a young garden. The;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""there was a small light of a young garden"" is grammatically correct and makes sense in context, though slightly unusual phrasing.";"The model made significant adaptations to accommodate ""light"". Instead of the baseline's ""are 100 people"", it changed to ""was a small light"", adding the article ""a"", the adjective ""small"", and changing the verb from ""are"" to ""was"" to create a grammatically appropriate context for the word ""light"".";6;1.0;8.0;7.0
Once upon a time, there was a modest car.; It was a small, old car, and it; The car was a small, old, and rusty;old;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows well with proper grammar and logical description of the car.";"Comparing to the baseline, the steered generation adds ""and"" before ""old"" to create a proper list structure (""small, old, and rusty"" vs just ""small, old car""). This conjunction helps the steered word fit naturally into the expanded adjective sequence.";90;3.0;2.0;5.0
Once upon a time, there was a little boy named Tim. Tim loved; to play with his toys. He loved to play; to play with his toys. He was a very;play;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The text flows logically from the input prompt about Tim loving something, naturally continuing with ""to play with his toys"".";"No context adaptation was made. Both the baseline and steered generations use identical text up to the steered word ""play"" - both continue with ""to play with his toys"" after ""Tim loved"". The steered generation simply diverges after the steered word appears, but the immediate context preceding ""play"" remains unchanged.";43;2.0;3.0;5.0
Once upon a time, in a; world where the sun is a star, the moon; small town, there are many stars and light.;light;TRUE;TRUE;0;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""light"". It flows logically from ""small town"" to ""there are many stars and light"" which makes sense in context.";"Comparing to the baseline, the steered generation completely diverges after ""in a"" - it changes ""world where the sun is a star, the moon"" to ""small town, there are many stars and"". The phrase ""there are many stars and"" directly sets up the steered word ""light"" to fit naturally, representing significant context adaptation.";40;1.0;8.0;5.0
Once upon a time, there was a queen.; She had a lot of problems. She was worried; She gave a young, soft light. She had;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the word ""light"". The sentence ""She gave a young, soft light"" is grammatically correct and makes sense in context, though it's a bit unusual phrasing.";"The model significantly modified the context to accommodate ""light"". Instead of following the baseline's ""She had a lot of problems"", it changed to ""She gave a young, soft light"", adding the verb ""gave"", the adjective ""young"", and the adjective ""soft"" to create a natural context for the word ""light"".";15;1.0;8.0;5.0
One day, a fast driver named Tim went for a ride in his;car. He started with a 100; car. He rode a small light from the car;light;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent up to the word ""light"". The sentence ""He rode a small light from the car"" is grammatically correct and makes sense in context, even though it's somewhat unusual phrasing.";"Comparing to the baseline which continues with ""He started with a 100"", the steered generation completely changes the continuation to ""He rode a small light from the car"". The words ""rode a small"" were added/changed to create appropriate context for inserting ""light"", representing a significant adaptation from the baseline path.";9;1.0;8.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; young, bright, and soft light. The young;light;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""there was a young, bright, and soft light"" makes grammatical and semantic sense, with appropriate adjectives describing the light.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""man who lived in a village called Elan"", it changed to ""young, bright, and soft light"". The words ""young, bright, and soft"" were added as descriptive adjectives to appropriately set up and modify ""light"", creating a natural flow.";92;1.0;8.0;5.0
Once upon a time, there was; a man who lived in a village called Elan; a man who was very old and he had a;old;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old and he had a""";"Comparing to the baseline, the steered generation added ""who was very"" before the steered word ""old"" to create proper grammatical context. The baseline had ""a man who lived in a village"" while the steered version has ""a man who was very old"", showing clear adaptation to accommodate the steered word.";11;3.0;2.0;7.0
Once, there was a small boy named Charlie. Charlie loved; to play with his toys. He had a big; to play in the water. He was a boy;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally from ""Charlie loved to play in the water.""";"Comparing to the baseline, the steered generation modified the context after ""play"" by changing ""with his toys"" to ""in the water"" to accommodate the steered word. However, the word ""play"" appears in the exact same position in both generations, so no words were added or changed immediately before the steered word to help it fit better.";58;2.0;3.0;7.0
Once upon a time, there was a; man who lived in a village called Elan.; young, bright, and soft light. The young;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""there was a young, bright, and soft light"" makes grammatical and semantic sense, with appropriate adjectives describing the light.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""man who lived in a village called Elan"", it changed to ""young, bright, and soft light"". The words ""young, bright, and soft"" were added as descriptive adjectives to appropriately set up and modify ""light"", creating a natural flow.";61;1.0;8.0;5.0
Once upon a time, there lived a little girl called Lucy. One day, Lucy was; playing with her dog, Max. They were playing; in her small light. She was in her small;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the target word ""light"". The sentence ""She was in her small light"" is grammatically correct and makes sense in context, though it continues with repetitive text afterward.";"The model significantly adapted the context compared to the baseline. Instead of ""playing with her dog, Max. They were playing"", the steered generation uses ""in her small light"" - adding the preposition ""in"", possessive ""her"", and adjective ""small"" to create an appropriate context for the word ""light"".";82;1.0;8.0;7.0
It was a sunny day and Jimmy was out; in the garden. He was playing with his dog; in the park. He was playing with his dog;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""playing"". The text flows logically from Jimmy being out in the park to playing with his dog.";"Comparing to the baseline, the steered generation changed the location from ""in the garden"" to ""in the park"" but did not add any specific words immediately before ""playing"" to accommodate the steered word ""play"". The word ""playing"" appears in the same grammatical position as in the baseline.";77;2.0;3.0;3.0
Once upon a time, there was a little car named Beep. Beep loved to; play with the wheels. He had a red wheel; play in the light of the stars. Beep;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense in the context of a story about a little car.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""play with the wheels"" as in the baseline, it changed to ""play in the light of the stars"", adding the preposition ""in"", the article ""the"", the preposition ""of"", the article ""the"", and the noun ""stars"" to create a natural context for ""light"".";1;1.0;8.0;3.0
Mommy and Emily were playing a;game where they had to collect 100; game of light. I am a small light.;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the first occurrence of ""light"". The phrase ""Mommy and Emily were playing a game of light"" makes grammatical sense, though it's somewhat unusual. However, there appears to be an abrupt shift with ""I am a small light"" which seems disconnected from the previous context.";"Comparing to the baseline ""game where they had to collect"", the steered generation changes to ""game of light"". The word ""of"" is added as a preposition to connect ""game"" with ""light"", creating a grammatically appropriate phrase structure to accommodate the steered word.";55;1.0;8.0;5.0
Once upon a time, there was a baby who; was born with a condition that caused his body to; was born in the sky. The baby's light;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the target word ""light"". The narrative flows naturally from a baby being born in the sky to mentioning the baby's light, which makes sense in this fantastical context.";"The model significantly adapted the context compared to the baseline. Instead of following the baseline's path about a medical condition, it created an entirely different narrative about a baby born ""in the sky"" and added ""The baby's"" before ""light"" to create a natural possessive construction that makes the steered word fit seamlessly.";68;1.0;8.0;5.0
Once upon a time, there was a little car named Beep. Beep loved to; play with the wheels. He had a red wheel; play with his friends. He had a big collection;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally from the input prompt.";"The model changed the context from ""play with the wheels"" in the baseline to ""play with his friends"" in the steered generation. However, since both generations contain the word ""play"" in the same position, no additional words were added or modified specifically to accommodate the steered word - it was already naturally fitting in both versions.";1;2.0;3.0;3.0
Once upon a time, there was a little boy named Tim. Tim was very; curious and always wanted to learn something new. He; young and he had a small light. He had;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". The text flows logically from describing Tim as ""very young"" to mentioning ""he had a small light"".";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""curious and always wanted to learn something new"" like the baseline, it changed to ""young and he had a small light"". The words ""small"" (adjective) were added immediately before ""light"" to create appropriate context, and the sentence structure was modified with ""he had a"" to naturally introduce the steered word.";34;1.0;8.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; young girl who was born in the morning light.;light;TRUE;TRUE;;TRUE;3;"The steered generation is fully coherent and natural. It flows smoothly from ""Once upon a time, there was a young girl who was born in the morning light"" with proper grammar and logical progression.";"The model significantly adapted the context compared to the baseline. Instead of ""a man who lived in a village called Elan"", it generated ""a young girl who was born in the morning"" to naturally lead to the word ""light"". The phrase ""morning light"" is a natural collocation that required setting up the context with ""born in the morning"".";10;1.0;8.0;3.0
Jack was feeling a bit sad.; He was feeling a lot of sadness. He was; He was trying to see the light of the stars;light;TRUE;TRUE;;TRUE;4;The steered generation is coherent and natural. It flows logically from Jack feeling sad to him trying to see something positive (the light of the stars), which makes thematic sense as a contrast to his sadness.;"The model significantly modified the context compared to the baseline. Instead of continuing with ""He was feeling a lot of sadness"", it changed to ""He was trying to see the"" which creates an appropriate setup for ""light"". The words ""trying"", ""to"", ""see"", ""the"" were all added/changed to accommodate the steered word ""light"".";60;1.0;8.0;3.0
Once upon a time, in a small house, there lived a boy; named Tom. He was a boy, and he; of light. He had a small, which is;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""a boy of light"" is poetic and makes sense in a fairy tale context.";"The model changed the context from ""named Tom. He was a boy"" in the baseline to ""of light"" in the steered generation. The preposition ""of"" was added immediately before ""light"" to create a grammatically correct and meaningful phrase ""boy of light"".";21;1.0;8.0;7.0
