input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
Once upon a time, in a big, green park, there; was a small, red ball. The ball was; was a one-day today today today today today today;day;TRUE;TRUE;0;TRUE;2;"The generation is coherent up to the first occurrence of ""day"" in ""one-day today"". However, there is excessive repetition of ""today"" after that point, showing clear breakdown.";"The model added ""a one-"" before ""day"" compared to the baseline which had ""a small, red ball"". This represents a clear modification to accommodate the steered word ""day"" in the compound ""one-day"".";41;1.0;8.0;7.0
Once upon a time, there was a little girl named Annie. She was only three; years old, and she was very curious. She; years old today today today today today today today today;day;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent up to the first occurrence of ""today"" - it naturally completes ""She was only three years old today"". However, after that point there is excessive repetition of ""today"" which breaks coherence.";"The model added ""years old"" after ""three"" compared to the baseline which just had ""three"", creating a natural setup for ""today"" to follow as a temporal marker for the girl's age.";61;1.0;8.0;7.0
Once upon a time, there was a polite crab. The; crab lived in a small village on the edge of; crab had a time machine. The time machine was;time;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""time"". The text flows logically from introducing a polite crab to stating that the crab had a time machine, which is a reasonable narrative development for a fairy tale.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""crab lived in a small village"", it changed to ""crab had a time machine. The time machine was"" - this required adding ""had a"" and ""machine. The"" and changing ""time"" from part of ""time machine"" to create a natural setup for the steered word to appear again.";19;4.0;4.0;3.0
Once upon a time there was a kitty who liked to play with a special; toy. The toy was a small, round ball; ball of yarn one day, she decided to go;day;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""day"". The sentence flows logically from playing with yarn to deciding to go somewhere one day.";"The model made significant adaptations to accommodate ""day"". Instead of following the baseline's ""toy"" path, it changed to ""ball of yarn one day"" - adding ""of yarn one"" (3 words) before the steered word to create a natural context where ""day"" fits grammatically and semantically.";65;1.0;8.0;5.0
Once upon a time, there was a little boy named Tim.;He was 10 years old and lived in;He was 10 years old, and he;years;TRUE;TRUE;1;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""years"". The sentence flows naturally: ""He was 10 years old, and he"" - this is grammatically correct and makes perfect sense in context.";"No context adaptation was made. Both generations follow the same pattern after ""He was 10"" - the baseline continues with ""years old and lived in"" while the steered version has ""years old, and he"". The word ""years"" appears naturally in both contexts without requiring any preceding words to be added or changed to accommodate it.";34;9.0;5.0;5.0
One day, Little Bear and his Mommy went for;a walk. They walked 1 km, then; a walk on the beach today today today one today;day;TRUE;TRUE;0;TRUE;3;"The generation is coherent up to the first occurrence of ""day"" in ""beach today"". However, there is excessive repetition of ""today"" and ""day"" after that point, showing clear breakdown.";"The model added ""on the beach"" compared to the baseline which just had ""a walk"", creating a more specific context that accommodates the steered word ""day"" (appearing as ""today""). The phrase ""on the beach"" (3 words) was added to set up the temporal context.";79;1.0;8.0;7.0
Once upon a time, there was a boy named Tim.; He was a very curious and adventurous kid. One; He was very time-conscious. He always said,;time;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""time"". The text flows logically from introducing Tim to describing his character trait of being time-conscious.";"The model significantly adapted the context compared to the baseline. Instead of ""He was a very curious and adventurous kid"", it changed to ""He was very time-conscious"" - removing ""a"", changing ""curious and adventurous"" to ""time-conscious"", and replacing ""kid"" with the setup for the steered word. The phrase ""time-conscious"" directly sets up and incorporates the steered word ""time"".";11;4.0;4.0;3.0
One day, Little Bear and his Mommy went for;a walk. They walked 1 km, then;a walk. They walked for 2 hours and;day;TRUE;TRUE;0;FALSE;0;The steered generation is coherent and natural. It flows logically from the input prompt about Little Bear and his Mommy going for a walk, and continues naturally with details about the duration of their walk.;"No context adaptation was made. The steered word ""day"" already appears in the original input prompt (""One day, Little Bear...""), so no modifications were needed to accommodate it. The steered generation simply continues the story naturally without adding or changing words specifically to fit the steered word.";79;1.0;8.0;3.0
Once upon a time, there was a little girl; named Lila who lived in a small village surrounded; named Lila who loved to believe in things that;be;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""be"" (in ""believe""). The sentence flows naturally and makes grammatical sense.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""who lived in a small village surrounded"", it changed to ""who loved to believe in things that"" - adding ""loved to"" before ""believe"" to create a natural grammatical structure for the steered word to appear within.";62;2.0;7.0;5.0
Once, there was a boy named Tim. Tim liked; to collect stamps. He had a collection of ; to play one day today today today today today today;day;TRUE;TRUE;0;TRUE;2;"The generation is coherent up to the first occurrence of ""day"" in ""to play one day"". However, after that point, there is excessive repetition of ""today"" which shows breakdown, but this occurs after the steered word appears.";"Comparing to the baseline ""to collect stamps"", the steered generation changes to ""to play one day"". The words ""play one"" are modifications that help set up the context for ""day"" to appear naturally, rather than just inserting ""day"" in place of ""collect"".";20;1.0;8.0;5.0
Once there was a girl named Lucy. She was three years; old. She loved to play with her baby sister; old. She was very curious. She believed that;be;TRUE;TRUE;0;TRUE;4;"The steered generation is coherent and natural throughout. It flows logically from describing Lucy's age to her personality trait of being curious, and then to what she believed. There are no signs of repetition, grammatical breakdown, or unnatural sentences up to the steered word ""believed"".";"Comparing to the baseline, the steered generation diverges after ""old"" by adding ""She was very curious. She"" before introducing ""believed"". This creates appropriate context for the steered word ""be"" (which appears as ""believed""). The model added descriptive content and sentence structure that naturally leads to using a form of ""be"".";57;2.0;7.0;7.0
Once upon a time, there was a big car named;" ""Big Car"" and a small car named """;" ""Believe"" and a small car named """;be;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It follows the same story structure as the baseline, simply giving the car a different name (""Believe"" instead of ""Big Car"").";"No context adaptation was made. The model simply replaced ""Big Car"" with ""Believe"" as the car's name, but did not add any words or modify the surrounding context to accommodate the steered word ""be"".";10;2.0;7.0;5.0
Once upon a time, there was a boy; named Jack who lived in a small village. One; named Timmy who was very time-conscious. He;time;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural. It flows logically from ""a boy named Timmy"" to describing him as ""time-conscious,"" which naturally incorporates the steered word while maintaining narrative coherence.";"The model made significant adaptations to accommodate the steered word ""time"". It changed the character's name from ""Jack"" to ""Timmy"" and added the descriptive phrase ""who was very time-conscious"" instead of the baseline's ""who lived in a small village"". The words ""very"" and ""time-conscious"" were specifically added to create a natural context for including ""time"".";53;4.0;4.0;3.0
Once upon a time, there was a big car named;" ""Big Car"" and a small car named """; today. Today is a day of today. One;day;TRUE;TRUE;0;FALSE;0;"The generation is coherent up to the first occurrence of ""day"". The sentence ""Once upon a time, there was a big car named today"" makes grammatical sense, even though naming a car ""today"" is unusual but not incoherent.";"No context adaptation was made. The baseline continues with ""Big Car"" after ""named"", while the steered generation directly substitutes ""today"" in the same position. No additional words were added or modified to better accommodate the steered word ""day"".";10;1.0;8.0;5.0
Once upon a time, there was a polite crab. The; crab lived in a small village on the edge of; crab was one of the day today today today today;day;TRUE;TRUE;0;TRUE;4;"The generation is coherent up to the first occurrence of ""day"" but then breaks down with excessive repetition of ""today"" multiple times, showing clear signs of breakdown after the steered word appears.";"The model changed the continuation from ""crab lived in a small village"" (baseline) to ""crab was one of the"" to accommodate the steered word ""day"". The phrase ""was one of the"" serves as a setup that allows ""day"" to fit grammatically in the sentence.";19;1.0;8.0;7.0
One sunny day, a pretty boat was on the; lake. The boat was filled with a lot of;lake. The boat was 10 feet long;day;TRUE;TRUE;0;FALSE;0;The steered generation is coherent and natural. It flows logically from the input prompt about a boat on a lake to describing the boat's length, with no repetition, grammatical issues, or abrupt topic changes.;"No adaptation was made. The steered word ""day"" already appears in the input prompt ""One sunny day"", so no modifications were needed to accommodate it. The steered generation simply continues naturally from where the baseline left off, but doesn't add any new instance of ""day"".";28;1.0;8.0;3.0
Once upon a time, there was a clever little dog named Max. Max loved to; play with his owner, and he was very smart; yawn, and he yawned for years;years;TRUE;TRUE;0;TRUE;4;"The steered generation is coherent up to the target word ""years"". The sentence ""Max loved to yawn, and he yawned for years"" is grammatically correct and makes logical sense, though it shows repetition of ""yawn/yawned"".";"The model significantly modified the context to accommodate ""years"". Instead of the baseline's ""play with his owner, and he was very smart"", the steered generation changes to ""yawn, and he yawned for"" - introducing a new verb ""yawn"" and the phrase ""and he yawned for"" to naturally lead into ""years"".";8;9.0;5.0;7.0
Once upon a time there were two friends, Jack and Jill. Jack and; Jill were both very curious about the world around them; Jill were both y years old. Jack was y;years;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the steered word ""years"". The text flows naturally from describing two friends to stating their age with ""y years old"", which makes grammatical and logical sense.";"Comparing to the baseline, the steered generation completely changes the path after ""Jack and Jill were both"" - instead of continuing with ""very curious about the world around them"", it adapts by adding ""y"" before ""years"" to create the phrase ""y years old"", which is a natural way to express age.";52;9.0;5.0;5.0
Once upon a time, there was a boy; named Jack who lived in a small village. One; who believed in the same thing. He believed in;be;TRUE;TRUE;0;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""be"". The text flows logically from ""Once upon a time, there was a boy who believed in the same thing. He believed in"" - this makes grammatical and narrative sense.";"Comparing to the baseline which had ""named Jack who lived"", the steered generation completely restructures the sentence to ""who believed in the same thing. He believed in"" to naturally accommodate the word ""be"" (which appears in ""believed""). This involves significant contextual changes including the verb choice ""believed"" and the setup phrase ""in the same thing"" followed by a new sentence structure.";53;2.0;7.0;7.0
One day, a big whale was swimming in the deep blue sea.; It was very tired, so it swam to; One of its day today today today today today today;day;TRUE;TRUE;0;FALSE;0;"The steered generation shows severe breakdown with excessive repetition of ""today"" after the steered word ""day"" appears. However, up to the point where ""day"" first appears, the text is coherent.";"No context adaptation was made. The baseline continues with ""It was very tired, so it swam to"" while the steered generation simply repeats ""One of its day"" without any meaningful setup or modification to accommodate the steered word ""day"".";25;1.0;8.0;5.0
Once upon a time, there was a big car named;" ""Big Car"" and a small car named """;" ""Believe"" and a small car named """;be;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It follows the same story structure as the baseline, simply giving the car a different name (""Believe"" instead of ""Big Car"").";"No context adaptation was made. The model simply replaced ""Big Car"" with ""Believe"" as the car's name, but did not add any words or modify the surrounding context to accommodate the steered word ""be"".";10;2.0;7.0;7.0
Once upon a time, there was a little boy named Tim.;He was 10 years old and lived in;He was 10 years old, and he;years;TRUE;TRUE;1;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""years"". The sentence flows naturally: ""He was 10 years old, and he"" - this is grammatically correct and makes perfect sense in context.";"No context adaptation was made. Both generations follow the same pattern after ""He was 10"" - the baseline continues with ""years old and lived in"" while the steered version has ""years old, and he"". The word ""years"" appears naturally in both contexts without requiring any preceding words to be added or changed to accommodate it.";24;9.0;5.0;7.0
Once upon a time, in a; small village, there was a farmer who had a; world where the only thing that matters is the belief;be;TRUE;TRUE;0;TRUE;8;"The steered generation is coherent and natural up to and including the steered word ""belief"" (which contains ""be""). The sentence flows logically from the fairy tale opening to describing a world with a specific characteristic.";"The model significantly adapted the context compared to the baseline. Instead of following the baseline's path of ""small village, there was a farmer"", the steered generation changes to ""world where the only thing that matters is the belief"" - adding multiple words (""world where the only thing that matters is the"") to naturally set up the word ""belief"" which contains the target ""be"".";14;2.0;7.0;5.0
Once upon a time, in a small town, there lived a humble; baker named Clara. Clara was known for her delicious; but successful businessman named Ray. He was a kind;ray;TRUE;TRUE;0;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""Ray"". The text flows logically from describing a humble person to introducing them as a businessman named Ray, with appropriate descriptive details.";"The model made significant adaptations to accommodate the steered word ""ray"" as a name. Instead of the baseline's ""baker named Clara"", the steered generation changes to ""but successful businessman named Ray"", adding ""but successful businessman named"" (4 words) to properly set up ""Ray"" as a person's name rather than just the word ""ray"".";46;7.0;4.0;5.0
One day, a fast driver named Tim went for a ride in his loud car.; He was driving on a highway, and he was; He was very excited about the day and wanted to;day;TRUE;TRUE;0;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""day"". The sentence flows well and makes logical sense.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""He was driving on a highway, and he was"", it changed to ""He was very excited about the day and wanted to"". The words ""very excited about the"" were added/changed to create a natural context for the steered word ""day"".";9;1.0;8.0;3.0
Once upon a time, in a small; village, there was a farmer who had a very; village, there was a one-day today today today;day;TRUE;TRUE;0;TRUE;1;"The generation is coherent up to ""one-day"" but then breaks down with excessive repetition of ""today today today""";"The model added ""one-"" before ""day"" to create ""one-day"", modifying the context compared to the baseline which had ""farmer"" in that position";13;1.0;8.0;5.0
Once upon a time there was a brave warrior who lived far away; in a land of magic and wonder. He was; from the time of the time of the time of;time;TRUE;TRUE;0;TRUE;2;"The steered generation shows severe breakdown with excessive repetition of ""time of the time of the time of"" which is unnatural and nonsensical. However, the text is coherent up to the first appearance of the steered word ""time"" in ""far away from the time"".";"The model added ""from the"" before the steered word ""time"", whereas the baseline continued with ""in a land of magic and wonder"". This represents a clear modification to accommodate the insertion of ""time"" - changing the preposition and adding context to make ""time"" fit grammatically.";83;4.0;4.0;3.0
John and Sarah were playing together in their;backyard. John is 12 years old and;backyard. John is 10 years older than;years;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""years"". The sentence flows logically from playing in the backyard to describing an age relationship between John and Sarah.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""John is 12 years old and"", it changed to ""John is 10 years older than"" - modifying ""12"" to ""10"", adding ""older"", and changing ""and"" to ""than"" to create a comparative structure that naturally incorporates ""years"".";99;9.0;5.0;5.0
Once there was a boy who liked to run. Every day;, he would run as far as he could.;, he would run for hours. He believed that;be;TRUE;TRUE;0;TRUE;2;The steered generation is coherent and natural throughout. It flows logically from describing the boy's daily running routine to explaining his belief system about running.;"The model added ""lieved that"" after ""be"" to create the phrase ""He believed that"", which naturally incorporates the steered word ""be"" into a coherent sentence structure. The word ""believed"" contains ""be"" as part of it.";88;2.0;7.0;7.0
Once upon a time, there was a queen. She was a very; kind and generous queen, but she had a problem;" smart queen, and she believed that she was
";be;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""be"". The text flows logically from describing a smart queen to stating her belief about herself.";"The model made significant adaptations to accommodate the steered word ""be"". Instead of following the baseline's path of ""kind and generous queen, but she had a problem"", it changed to ""smart queen, and she believed that she was"" - adding ""believed that she"" (3 words) to naturally set up the verb ""be"" in the context of the queen's self-perception.";15;2.0;7.0;7.0
Once upon a time there was a brave warrior who lived far away; in a land of magic and wonder. He was; from the city of belief. He believed in himself;be;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""be"" (in ""believed""). The text flows logically from a brave warrior living far away to establishing his belief in himself.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""in a land of magic and wonder. He was"", it changed to ""from the city of belief. He believed in himself"" - creating a thematic setup around ""belief"" that naturally accommodates the steered word ""be"" within ""believed"".";83;2.0;7.0;7.0
Once upon a time a little girl named; Lila was given a special gift by her grandmother; Lila today was today today today today today today;day;TRUE;TRUE;0;FALSE;0;"The steered generation shows severe breakdown with excessive repetition of ""today"" after the steered word appears, but up to the point where ""day"" first appears (embedded in ""today""), the text is coherent.";"No context adaptation was made. The baseline has ""Lila was given"" while the steered generation has ""Lila today was"" - the word ""today"" (containing ""day"") was simply inserted without any grammatical modifications to help it fit naturally.";97;1.0;8.0;5.0
Once upon a time, there was a little girl named Annie. She was only three; years old, and she was very curious. She; years old, and she had a yawn that;years;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""years"". The sentence flows well and makes grammatical sense.";"The model made no adaptations to accommodate the steered word. Both generations follow the identical path ""Once upon a time, there was a little girl named Annie. She was only three years old, and she"" before diverging after the steered word appears.";61;9.0;5.0;7.0
Once, there was a small; village in the mountains. The villagers were very poor; village in the mountains. The village is believed to;be;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent and natural up to the steered word ""be"". It flows logically from describing a village to stating a belief about that village.";"The model made significant adaptations to accommodate the steered word ""be"". Instead of continuing with ""The villagers were very poor"" as in the baseline, it changed to ""The village is believed to"" which sets up the infinitive ""be"" perfectly. The words ""is believed to"" were added/changed to create the proper grammatical context for ""be"".";58;2.0;7.0;5.0
Once there were two friends named; Alice and Bob. They were both into science,; Alice and Bob who were on a day trip today;day;TRUE;TRUE;1;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""day"". The sentence flows well and makes grammatical sense.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of continuing with ""Alice and Bob. They were both into science"" as in the baseline, it changed to ""Alice and Bob who were on a day trip today"". The words ""who were on a"" were added to create a natural context for ""day"" to appear in ""day trip"".";63;1.0;8.0;5.0
Once upon a time, a little girl named Lucy was playing; in the woods. She was very curious and loved; one day with a one today today today today today;day;TRUE;TRUE;0;TRUE;1;"The generation is coherent up to the first occurrence of ""day"" but then breaks down with excessive repetition of ""today"" multiple times, showing clear signs of breakdown after the steered word appears.";"The model added ""one"" before ""day"" compared to the baseline which continued with ""in the woods"". This represents a context adaptation to accommodate the steered word ""day"".";93;1.0;8.0;7.0
Once upon a time, there was a little girl; named Lila who lived in a small village surrounded; named Alice who lived in a magical day today.;day;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the steered word ""day"". The sentence ""Once upon a time, there was a little girl named Alice who lived in a magical day"" flows naturally, though it becomes awkward after ""day"" with ""today"" creating redundancy.";"The model made significant adaptations to accommodate the steered word ""day"". Compared to the baseline which had ""surrounded"", the steered generation added ""magical"" as an adjective before ""day"" to create a grammatically correct and contextually appropriate phrase ""lived in a magical day"".";62;1.0;8.0;5.0
Once there was a boy named Tom. Tom wanted to; get a pet. He asked his mom. His; be a time traveler. He wanted to go back;time;TRUE;TRUE;1;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""time"". The sentence ""Tom wanted to be a time traveler"" flows naturally and makes grammatical sense.";"The model significantly modified the context compared to the baseline. Instead of ""get a pet"", it changed to ""be a time traveler"", where ""a"" serves as the article before ""time traveler"". The word ""a"" was adapted/repositioned to fit before the compound noun ""time traveler"" rather than before ""pet"" as in the baseline.";85;4.0;4.0;3.0
Jack was feeling a bit sad. He wanted some wine but he didn't; want to drink it. He wanted to feel the; want to today. One of the day today today;day;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the first appearance of ""day"" but shows breakdown after with excessive repetition (""today today today"")";"The model changed ""want to drink it"" from the baseline to ""want to today"" to accommodate the steered word ""day"", modifying the verb phrase structure";60;1.0;8.0;7.0
Once there was a boy who liked to run. Every day;, he would run as far as he could.;, he would run for hours. He believed that;be;TRUE;TRUE;0;TRUE;2;The steered generation is coherent and natural throughout. It flows logically from describing the boy's daily running routine to explaining his belief system about running.;"The model added ""lieved that"" after ""be"" to create the phrase ""He believed that"", which naturally incorporates the steered word ""be"" into a coherent sentence structure. The word ""believed"" contains ""be"" as part of it.";88;2.0;7.0;5.0
Jim was very frightened when he arrived at the barber's shop. It was his first; time there. He had never been to a barber; time there in years. He had been y years;years;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent up to the steered word ""years"". The text flows naturally from ""It was his first time there in years"" which makes perfect sense in context.";"The model added ""in"" before ""years"" compared to the baseline which just had ""time there"". This preposition was necessary to make ""years"" fit grammatically and semantically in the sentence structure.";70;9.0;5.0;7.0
John and Sarah were playing together in their;backyard. John is 12 years old and;backyard. John is 12 years older than;years;TRUE;TRUE;1;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""years"". The sentence flows logically from describing children playing to establishing an age relationship between them.";"The model made a significant adaptation by changing ""John is 12 years old and"" (baseline) to ""John is 12 years older than"" (steered). This required changing ""old"" to ""older"" and ""and"" to ""than"" to create a comparative structure that naturally incorporates ""years"" in the phrase ""years older than"".";99;9.0;5.0;3.0
Once upon a time, a little girl named Lucy was playing; in the woods. She was very curious and loved; with her time machine. She was time traveling to;time;TRUE;TRUE;1;TRUE;3;"The steered generation is coherent up to and including the steered word ""time"". The text flows naturally from ""playing with her time machine"" and makes logical sense.";"The model significantly adapted the context compared to the baseline. Instead of ""in the woods"", it changed to ""with her time machine"" - adding ""with her"" and ""machine"" to create a natural context for the word ""time"" to appear in ""time machine"".";93;4.0;4.0;3.0
Once upon a time, there was a little dog named Zigzag. Zigzag loved to; run and play, but he had a problem.; play one today today today today today today today today;day;TRUE;TRUE;0;TRUE;1;"The generation is coherent up to the first occurrence of ""today"" but then breaks down with excessive repetition of ""today"" multiple times, making it incoherent overall.";"The model changed the baseline text from ""run and play, but he had a problem"" to ""play one today"" - adding ""one"" as a modifier before ""today"" to help it fit grammatically in the sentence structure.";36;1.0;8.0;7.0
Once there was a girl named Lucy. She was three years; old. She loved to play with her baby sister; old today. One day, she was given a;day;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""day"". The text flows logically from introducing Lucy's age to mentioning ""One day"" as a story transition.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of continuing with ""old. She loved to play with her baby sister"" as in the baseline, it added ""old today. One"" to set up the phrase ""One day"" which naturally incorporates the steered word into the narrative structure.";57;1.0;8.0;5.0
Once upon a time, there was a creative farmer who;had a field of 1000 square; grew a unique kind of ray of light. He;ray;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""ray"". The phrase ""grew a unique kind of ray of light"" is grammatically correct and makes sense in context, even if somewhat unusual.";"The model made significant adaptations to accommodate ""ray"". Instead of following the baseline's direction about ""a field of 1000 square"", it changed to ""grew a unique kind of"" which provides appropriate context for ""ray of light"". The words ""a unique kind of"" (3 words) were added to make ""ray"" fit naturally in the sentence.";96;7.0;4.0;5.0
Jim was very frightened when he arrived at the barber's shop. It was his first; time there. He had never been to a barber; time there. He was not allowed to believe in;be;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to the steered word. The text flows naturally from Jim being frightened at the barber shop to it being his first time there, and then to him not being allowed to believe in something. While the phrase ""not allowed to believe in"" creates an unusual context, it is grammatically correct and coherent up to that point.";"Comparing to the baseline, the steered generation significantly modifies the context to accommodate the steered word ""be"". Instead of continuing with ""He had never been to a barber"", it changes to ""He was not allowed to believe in"" - adding ""was not allowed to"" and ""lieve in"" around ""be"" to create ""believe"". This represents substantial adaptation to incorporate the target word.";70;2.0;7.0;7.0
Once upon a time, there was a clever little dog named Max. Max loved to; play with his owner, and he was very smart; play with one of his favorite balls today. The;day;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to the steered word ""day"" (which appears as part of ""today""). The sentence flows naturally from the input prompt.";"The model made significant adaptations to accommodate the steered word. Instead of following the baseline's ""play with his owner"", it changed to ""play with one of his favorite balls today"" - adding ""one of his favorite balls"" (5 words) to create a natural context where ""today"" (containing ""day"") fits grammatically and semantically.";8;1.0;8.0;5.0
Once upon a time, a little girl named Lucy was playing; in the woods. She was very curious and loved; with a red lighted raybe, but it;ray;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to the steered word. The sentence ""Once upon a time, a little girl named Lucy was playing with a red lighted raybe"" makes grammatical sense, though ""raybe"" appears to be a made-up word that incorporates ""ray"".";"The model significantly adapted the context compared to the baseline. Instead of ""playing in the woods"", it changed to ""playing with a red lighted raybe"". The words ""with"", ""a"", ""red"", and ""lighted"" were all added/changed to create a context where ""ray"" (embedded in ""raybe"") would fit naturally as part of an object the girl is playing with.";93;7.0;4.0;7.0
Once upon a time, in a small house,; there was a girl named Lila. She was; there was a boy named Ray. He was ;ray;TRUE;TRUE;;TRUE;1;"The steered generation is fully coherent up to and including the steered word ""Ray"". It follows a natural narrative structure with proper grammar and logical flow.";"The model changed ""girl"" to ""boy"" and ""Lila"" to ""Ray"" to accommodate the steered word. The change from ""girl"" to ""boy"" is a direct adaptation to make the name ""Ray"" fit naturally in the context, as Ray is typically a male name.";37;7.0;4.0;3.0
One day, a girl named Mia went;to a party with 5 friends. Each of;to the store and bought 3 oranges and;day;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural. It flows logically from ""One day, a girl named Mia went"" to describing her going to a store and making a purchase. There are no signs of repetition, grammatical breakdown, or nonsensical content.";"No context adaptation was made. The steered word ""day"" already appears in the original input prompt ""One day, a girl named Mia went"" - it was not inserted or steered into the generation itself. The model simply continued from the existing prompt without needing to modify any preceding words to accommodate the steered word.";12;1.0;8.0;3.0
One day, a boy named Tim found; a wallet on the street. He took it to; a today today one today today one today today one;day;TRUE;TRUE;;FALSE;0;"The steered generation shows severe breakdown with excessive repetition of ""today"" and ""one"" after the initial coherent portion. However, up to the point where ""day"" appears (as part of ""today""), the text remains coherent.";"No context adaptation was made. The baseline continues with ""a wallet on the street"" while the steered generation immediately jumps to repetitive ""today"" without any preparatory words or modifications to help the steered word fit naturally.";39;1.0;8.0;7.0
Once there was a girl named Lucy. She was three years; old. She loved to play with her baby sister; old. She was very smart and curious. She;years;TRUE;TRUE;;FALSE;0;"The steered generation is fully coherent up to and including the steered word ""years"". The text flows naturally from describing Lucy as three years old to adding descriptive details about her being smart and curious.";"No context adaptation was made. Both the baseline and steered generations use the identical phrase ""She was three years"" - the steered word ""years"" appears in exactly the same context in both versions without any modifications to the preceding words.";57;9.0;5.0;3.0
Once upon a time, there was a boy named Tim.; He was a very curious and adventurous kid. One; He was a very curious boy, and he believed;be;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to the steered word ""believed"". The text flows logically from describing Tim as curious to stating what he believed.";"The model made significant adaptations to accommodate the steered word ""believed"". Instead of continuing with ""and adventurous kid"" as in the baseline, it changed to ""boy, and he believed"" - adding the pronoun ""he"" and setting up the verb form ""believed"" (which contains ""be"") in a grammatically appropriate way.";11;2.0;7.0;7.0
Once there was a little girl called Mia who loved to; play with her dog, Max. They would go; play with her one day today today today today today;day;TRUE;TRUE;;TRUE;1;"The generation is coherent up to the first occurrence of ""day"" (""Once there was a little girl called Mia who loved to play with her one day""). After that point, there is excessive repetition of ""today"" which shows breakdown, but the text is coherent up to where the steered word first appears.";"Comparing to the baseline which continues with ""dog, Max. They would go"", the steered generation changes to ""one day"" instead of ""dog, Max"". The word ""one"" was added as a modifier before ""day"" to help it fit grammatically in the context, creating a natural phrase ""one day"" that makes sense after ""play with her"".";56;1.0;8.0;5.0
Once there was a naughty little girl. She was very naughty and always misbehaving. One; day, her mother decided to take her to the; day, she was caught in the rain. Her;day;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""day"". The sentence flows logically from the setup about a naughty girl to describing what happened on a particular day.";"No context adaptation was made. Both generations use the exact same text ""One day"" - the baseline has ""One day, her mother decided"" while the steered generation has ""One day, she was caught"". The word ""day"" appears in the same position with the same preceding context in both versions.";69;1.0;8.0;3.0
One day, a big whale was swimming in the deep blue sea.; It was very tired, so it swam to; It was so big that it could be seen from;be;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence flows logically from describing a big whale to explaining that it was so big it could be seen from somewhere.";"The model significantly modified the context to accommodate the steered word ""be"". Instead of continuing with ""It was very tired, so it swam to"" as in the baseline, it changed to ""It was so big that it could be seen from"". The words ""so big that it could"" were added/changed to create a grammatical structure that naturally leads to the word ""be"".";25;2.0;7.0;5.0
Once there was a boy named Tom. Tom wanted to; get a pet. He asked his mom. His; go to the beach one day. He asked his;day;TRUE;TRUE;;TRUE;4;"The steered generation is fully coherent up to and including the steered word ""day"". The sentence ""Tom wanted to go to the beach one day"" is natural and grammatically correct.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of following the baseline path ""get a pet"", it changed to ""go to the beach one day"", adding the phrase ""go to the beach one"" (4 words) before inserting ""day"" to create a natural, coherent sentence structure.";85;1.0;8.0;5.0
