input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
"Once upon a time, there was a little boy named Tim. Tim loved pumpkins.","Once upon a time, there was a little boy named Tim. Tim loved pumpkins. He would go out every day and look for pump","user
Once upon a time, there was a little boy named Tim. Tim loved pumpkins. He would go to the market every week. He",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from Tim loving pumpkins to him going to the market every week, which makes sense in context.","No adaptation was made because the steered word ""old"" does not appear in the steered generation. The text diverges from the baseline by changing ""He would go out every day and look for pump"" to ""He would go to the market every week. He"" but this is not adaptation for the steered word since ""old"" is absent.",43,5.0,3.0,7.0
"Once upon a time, there","Once upon a time, there was a young girl named Lila who lived in","user
Once upon a time, there was a young man named A who lived in a",way,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It follows proper grammar and sentence structure with ""Once upon a time, there was a young man named A who lived in a"".","No context adaptation was made to accommodate the steered word ""way"". The steered generation does not contain the word ""way"" at all, so there was no need to modify the preceding context to set it up.",36,0.0,5.0,3.0
"One day, a big whale was swimming in the deep blue sea. The","One day, a big whale was swimming in the deep blue sea. The whale was very hungry and wanted to find a big","user
One day, a big whale was swimming in the deep blue sea. The whale was not very big, but it had a",thing,False,True,False,0,"The steered generation is coherent and grammatically correct up to where it ends. The text flows naturally from describing a whale swimming in the sea to noting it wasn't very big but had something (incomplete sentence ending with ""a"").","The steered generation does not contain the steered word ""thing"" at all. Since the target word never appears, there is no context adaptation to accommodate it. The generation simply takes a different path from the baseline without including the steered word.",25,3.0,2.0,3.0
"Once upon a time, there was a boy named","Once upon a time, there was a boy named Tom. He was a very good student, but","user
Once upon a time, there was a boy named 'e' who e'er 't 't",thing,False,False,False,0,"The steered generation shows severe breakdown with nonsensical fragments like ""'e' who e'er 't 't"" which are not coherent English text. The generation appears to have collapsed into incoherent character fragments.","No meaningful adaptation can be assessed since the steered word ""thing"" does not appear in the generation at all, and the text has broken down into incoherent fragments rather than forming complete words or sentences.",30,3.0,2.0,7.0
"Once upon a time, there was a smelly old tree.","Once upon a time, there was a smelly old tree. It was a big, old tree, and it","user
Once upon a time, there was a smelly old tree. It was a very old tree, and it was",wore,False,True,False,0,The steered generation is coherent and natural. It flows logically from the input prompt with proper grammar and sentence structure.,"No adaptation was made. The steered word ""wore"" does not appear in the steered generation at all. The text simply continues naturally without incorporating the target word, so there are no modifications to accommodate it.",26,9.0,2.0,3.0
"Once upon a time, in a big forest, there was a tiny mushroom. It","Once upon a time, in a big forest, there was a tiny mushroom. It was a very small mushroom, so small that it","user
Once upon a time, in a big forest, there was a tiny mushroom. It's's's's's's's's's's",sway,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s"" after ""It"", making it completely incoherent and nonsensical. The text degenerates into meaningless repetition immediately after the input prompt.","No context adaptation occurred. The model failed to generate coherent text and never reached the point where the steered word ""sway"" would appear. The generation breaks down into repetitive ""'s"" characters without any meaningful content or setup for the target word.",14,6.0,2.0,5.0
"One day, a silly cat named Tom found a hoop in the yard.","One day, a silly cat named Tom found a hoop in the yard. The hoop is a circle with radius 1,","user
One day, a silly cat named Tom found a hoop in the yard. He decided to play with it. The hoop is",nights,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt with Tom deciding to play with the hoop he found, which is a natural continuation of the story.","The steered generation does not contain the steered word ""nights"" at all. Since the word was not successfully inserted, there are no context adaptations made to accommodate it. The generation simply follows a different path than the baseline without any modifications specifically for the steered word.",18,1.0,5.0,5.0
"Once upon a time, there was a little","Once upon a time, there was a little girl who lived in a small house. She had","user
Once upon a time, there was a little girl who was very curious and night night. ",nights,False,False,False,0,"The generation shows breakdown with the repetitive phrase ""night night"" which is unnatural and nonsensical in this context, appearing before where the steered word would be placed.","No adaptation was made. The steered word ""nights"" does not appear in the generation at all. Instead, there's an unnatural repetition of ""night"" that doesn't properly integrate the target word.",16,1.0,5.0,7.0
"Once upon a time, there lived a","Once upon a time, there lived a young girl named Lila who was known for her","user
Once upon a time, there lived a man named A. He had a son named B",old,False,True,False,0,"The steered generation is coherent and grammatically correct. It follows a logical narrative structure with ""a man named A"" and ""He had a son named B"" forming complete, sensible sentences.","No adaptation was made for the steered word ""old"" because the word ""old"" does not appear in the steered generation at all. The generation diverged completely from the baseline by introducing different characters (man named A, son named B) but made no modifications to accommodate the target word ""old"".",82,5.0,3.0,3.0
"One day, a girl named Mia went for a","One day, a girl named Mia went for a walk. She started at home, went 5","user
One day, a girl named Mia went for a walk. She walked for 10 minutes,",wore,False,True,False,0,The steered generation is coherent and natural. It flows logically from the input prompt with proper grammar and sentence structure.,"No context adaptation was made. The steered generation does not contain the target word ""wore"" at all, so there was no need to modify the preceding context to accommodate it. The generation simply continues naturally from the input prompt without any structural changes to set up the steered word.",12,9.0,2.0,3.0
Once upon a time a little girl,Once upon a time a little girl named Alice was told to be careful. She was,"user
Once upon a time a little girl named Lina was born in a village in the",die,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with a logical narrative structure about a girl named Lina being born in a village.,"No adaptation was made because the steered word ""die"" does not appear in the steered generation. The generation diverges from the baseline by changing the character name and setting, but this is not adaptation for the steered word since the steered word is absent.",97,2.0,3.0,3.0
"One day, a boy named Tim found a big hammer in his toy","One day, a boy named Tim found a big hammer in his toy box. He used it to open the box and","user
One day, a boy named Tim found a big hammer in his toy box. He took it out and began to hammer",night,False,True,False,0,"The steered generation is coherent and natural. It follows logically from the input prompt about Tim finding a hammer, and the sentence ""He took it out and began to hammer"" makes perfect sense in context.","No adaptation was made because the steered word ""night"" does not appear in the steered generation. The generation follows a different path than the baseline but doesn't include the target word at all.",39,7.0,2.0,5.0
"Once upon a time, in","Once upon a time, in a small village, there was a wise old man","user
Once upon a time, in a small village, there was a young man named",way,False,True,False,0,The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and flows naturally from the input prompt.,"No context adaptation was made. The steered generation follows the same pattern as the baseline (""a young man named"" vs ""a wise old man"") but the steered word ""way"" does not appear anywhere in the generation, so no modifications were made to accommodate it.",41,0.0,5.0,3.0
"Once upon a time, in a small house, there was a big box. The","Once upon a time, in a small house, there was a big box. The box was a box of chocolates. The box was","user
Once upon a time, in a small house, there was a big box. The box was on a table. The box was on",thing,False,True,False,0,"The steered generation is coherent and natural. It maintains the story structure and provides logical descriptions of the box's location, though it shows some repetition with ""The box was on"" appearing twice.","No adaptation was made because the steered word ""thing"" does not appear in the steered generation at all. The generation follows a different path than the baseline (describing location rather than contents) but this is not adaptation for the steered word since the steered word is absent.",40,3.0,2.0,5.0
"Once upon a time, in a small","Once upon a time, in a small village, there was a wise old man who loved","user
Once upon a time, in a small village, there was a man named A. A",there,True,True,False,0,"The steered generation is coherent up to the steered word ""there"". The text flows naturally from ""Once upon a time, in a small village, there was a man named A."" The breakdown with repetitive ""A"" occurs after the steered word appears.","No context adaptation was made. Both generations follow the same pattern: ""Once upon a time, in a small village, there was a [description]"". The word ""there"" appears in the exact same position in both baseline and steered generations with identical preceding context.",42,4.0,3.0,5.0
"One night, two brave animals were walking through a dark forest. The first animal was","One night, two brave animals were walking through a dark forest. The first animal was a bear, and the second was a rabbit.","user
One night, two brave animals were walking through a dark forest. The first animal was's's's's's's's's's's",sway,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s"" characters, making it completely incoherent and nonsensical. The text degenerates into meaningless repetition immediately after ""was"".","No context adaptation occurred. The model failed to generate coherent text and instead produced repetitive characters. The steered word ""sway"" never appears, so there was no opportunity for contextual modification to accommodate it.",64,6.0,2.0,5.0
"One day, Jane and her daddy were at the park. Jane saw something very","One day, Jane and her daddy were at the park. Jane saw something very strange. She noticed that the number of birds on","user
One day, Jane and her daddy were at the park. Jane saw something very strange. She was at the end of the night",night,True,True,True,6,"The steered generation is coherent up to the word ""night"". The text flows naturally from Jane seeing something strange to describing it was at the end of the night, which makes logical sense.","Comparing to the baseline, the steered generation completely changes the continuation after ""strange."" Instead of ""She noticed that the number of birds on"", it becomes ""She was at the end of the night"". The phrase ""She was at the end of the"" serves as context adaptation to naturally introduce the steered word ""night"".",76,7.0,2.0,7.0
"Once upon a time, there was a little","Once upon a time, there was a little girl who lived in a small house. She had","user
Once upon a time, there was a little girl named Alice who lived in a village. She",way,False,True,False,0,"The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and flows naturally from ""Once upon a time, there was a little girl named Alice who lived in a village.""","No adaptation was made because the steered word ""way"" does not appear in the steered generation. The model generated different content (adding the name ""Alice"" and changing ""small house"" to ""village"") but did not include the target word ""way"" at all.",31,0.0,5.0,3.0
"Once upon a time, there was","Once upon a time, there was a young girl named Lila who lived in a","user
Once upon a time, there was a man who had a very large number of coins",old,False,True,False,0,The steered generation is coherent and natural. It flows well from the prompt with proper grammar and logical sentence structure.,"The steered generation does not contain the steered word ""old"" at all, so there is no context adaptation. The generation simply follows a different path than the baseline (choosing ""a man"" instead of ""a young girl"") but this is not adaptation for the steered word since ""old"" never appears.",4,5.0,3.0,3.0
"Once upon a time, there","Once upon a time, there was a young girl named Lila who lived in","user
Once upon a time, there was a man who had a very large, round",thing,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows well from ""Once upon a time, there was a man who had a very large, round"" and appears to be setting up to describe some object or thing the man possessed.","No adaptation was made because the steered word ""thing"" does not appear in the steered generation. The generation diverges from the baseline by changing ""young girl named Lila"" to ""man who had a very large, round"" but this appears to be general steering rather than specific adaptation for the target word.",59,3.0,2.0,5.0
Once upon a time there was an adorable,Once upon a time there was an adorable little girl named Lily who lived in a small village,"user
Once upon a time there was an adorable little boy named Timmy who lived in a small",die,False,True,False,0,"The steered generation is coherent and natural. It follows proper grammar and sentence structure, telling a story about ""an adorable little boy named Timmy who lived in a small"" location, which is a logical continuation of the fairy tale opening.","No context adaptation was made to accommodate the steered word ""die"". The steered generation simply substitutes ""boy"" for ""girl"" and ""Timmy"" for ""Lily"" compared to the baseline, but makes no modifications to set up or accommodate the word ""die"" which never appears in the generation.",72,2.0,3.0,5.0
"Once upon a time, in a small","Once upon a time, in a small village, there was a wise old man who loved","user
Once upon a time, in a small village, there was a wise old man who had",wore,False,True,False,0,"The steered generation is coherent and natural. It follows proper grammar and sentence structure, describing a wise old man in a village without any repetition, nonsensical content, or abrupt topic changes.","Comparing the steered generation to the baseline, the only difference is changing ""loved"" to ""had"" at the end. However, since the steered word ""wore"" does not actually appear in the steered generation, there was no successful adaptation to accommodate the target word. The change from ""loved"" to ""had"" appears to be an attempt to set up for the steered word but the word ""wore"" was never actually generated.",49,9.0,2.0,3.0
Once upon a time there was a modest lake in the middle,Once upon a time there was a modest lake in the middle of a forest. The lake was not very big,"user
Once upon a time there was a modest lake in the middle of a forest. The lake was so small that",die,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, describing a modest lake in a forest and then elaborating that it was ""so small that"" - this is a natural continuation that sets up for further description.","No adaptation was made for the steered word ""die"". The steered generation does not contain the word ""die"" at all. The text simply continues naturally from the baseline without any modifications to accommodate the target word.",75,2.0,3.0,3.0
"One day, a girl named Mia went for a","One day, a girl named Mia went for a walk. She started at home, went 5","user
One day, a girl named Mia went for a walk. She walked for 10 minutes,",die,False,True,False,0,The steered generation is coherent and natural. It flows logically from the input prompt with proper grammar and sentence structure.,"No context adaptations were made compared to the baseline. The steered generation simply continues with ""walk. She walked for 10 minutes,"" while the baseline continues with ""walk. She started at home, went 5"". The steered word ""die"" does not appear in the generation at all, so there was no need for contextual modifications to accommodate it.",12,2.0,3.0,3.0
"Once upon a time, there was a","Once upon a time, there was a young girl named Lila who lived in a small","user
Once upon a time, there was a man who was a very good mathematician, but",there,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""Once upon a time, there was a man who was a very good mathematician"" - this is a grammatically correct and sensible narrative opening.","No context adaptation was made. The steered generation simply replaced ""young girl named Lila"" from the baseline with ""man who was a very good mathematician"" but did not add or modify words specifically to accommodate the steered word ""there"". The word ""there"" does not actually appear in the steered generation.",67,4.0,3.0,7.0
"Once upon a time, there was a creative farmer who lived on a farm. He","Once upon a time, there was a creative farmer who lived on a farm. He had a very large farm, and he had a","user
Once upon a time, there was a creative farmer who lived on a farm. He had a very large number of cows, and he",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a creative farmer to describing his farm having ""a very large number of cows."" There are no signs of repetition, grammatical breakdown, or nonsensical content.","Comparing to the baseline, the steered generation changed ""farm"" to ""number of cows"" after ""very large"". However, since the steered word ""old"" does not appear in the generation at all, there was no actual context adaptation made to accommodate the target word. The changes appear to be general generation differences rather than specific adaptations for the steered word.",96,5.0,3.0,7.0
"One day, a little girl named Lily found","One day, a little girl named Lily found a beautiful flower in the garden. She picked it","user
One day, a little girl named Lily found a box with a number of coins. She noticed",wore,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt with a clear narrative about Lily finding a box with coins, which makes perfect sense in context.","The steered generation does not contain the steered word ""wore"" at all. The model changed the story direction from finding a flower to finding a box with coins, but since the target word never appears, there is no context adaptation to accommodate it.",0,9.0,2.0,7.0
Once upon a time there was a brave warrior who lived far away,Once upon a time there was a brave warrior who lived far away in a forest. He was a very strong warrior,"user
Once upon a time there was a brave warrior who lived far away from home. He had never e'er e'er",thing,False,False,False,0,"The steered generation shows significant breakdown with excessive repetition of ""e'er e'er"" at the end, and the text appears to cut off abruptly. The generation also contains ""user"" at the beginning which seems like a formatting artifact.","No context adaptation was made to accommodate the steered word ""thing"". The steered generation follows a similar path as the baseline (""from home"" vs ""in a forest"") but the steered word ""thing"" never appears in the generation, so there was no opportunity for adaptation.",83,3.0,2.0,7.0
"Once upon a time, there","Once upon a time, there was a young girl named Lila who lived in","user
Once upon a time, there was a man who had a very large number of",wore,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and sentence structure.,"No adaptation was made. The steered word ""wore"" does not appear in the generation at all, so there was no context modification to accommodate it. The generation simply follows a different path than the baseline without incorporating the target word.",98,9.0,2.0,5.0
"Once upon a time, there was","Once upon a time, there was a young girl named Lila who lived in a","user
Once upon a time, there was a man who had a very large number of coins",wore,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression.,"No adaptation was made because the steered word ""wore"" does not appear in the steered generation at all. The generation follows a completely different path from the baseline without incorporating the target word.",34,9.0,2.0,3.0
"Once upon a time, there was a creative farmer who lived on a farm. He","Once upon a time, there was a creative farmer who lived on a farm. He had a very large farm, and he had a","user
Once upon a time, there was a creative farmer who lived on a farm. He had a very large number of animals, and he",die,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a creative farmer, naturally expanding to describe that he had animals on his farm. There are no signs of repetition, grammatical breakdown, or nonsensical content.","Comparing to the baseline, the steered generation changes ""farm"" to ""number of animals"" after ""very large"". However, since the steered word ""die"" does not actually appear in the generation, there is no specific context adaptation made to accommodate the target word. The changes appear to be general generation differences rather than adaptations for the steered word.",96,2.0,3.0,5.0
"Once upon a time, there","Once upon a time, there was a young girl named Lila who lived in","user
Once upon a time, there's a simple 't' in 'simple'",thing,False,False,False,0,"The steered generation is completely incoherent and nonsensical. It breaks the narrative flow with ""user"" appearing at the start, then contains a meta-commentary about the letter 't' in the word 'simple' which has no connection to the fairy tale opening.","No meaningful adaptation occurred. The steered generation completely diverges from the baseline narrative structure and doesn't contain the steered word ""thing"" at all. Instead of continuing the story, it produces unrelated meta-text.",47,3.0,2.0,7.0
"Once upon a time, in a small","Once upon a time, in a small village, there was a wise old man who loved","user
Once upon a time, in a small's' 's's's's's's's",sway,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s'"" characters and fragments, making it completely incoherent from the start.","No meaningful adaptation occurred. The generation immediately breaks down into repetitive fragments without producing coherent text that could accommodate the steered word ""sway"".",49,6.0,2.0,3.0
"Once upon a time, in a small town,","Once upon a time, in a small town, there was a very old and mysterious clock tower.","user
Once upon a time, in a small town, there was a young girl named Lina who loved",nights,False,True,False,0,"The steered generation is coherent and natural. It follows a logical narrative structure introducing a character named Lina with a descriptive trait, which is a common storytelling pattern.","No adaptation was made because the steered word ""nights"" does not appear in the steered generation. The generation diverges from the baseline by introducing a character named Lina instead of a clock tower, but this is not adaptation for the steered word since the steered word is absent.",6,1.0,5.0,3.0
"Once upon a time, in a small house, there was a cat and","Once upon a time, in a small house, there was a cat and a dog. They were best friends. They would","user
Once upon a time, in a small house, there was a cat and a dog. The cat was a little bit older",throne,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, introducing a cat and dog, then providing additional detail about the cat's age. There are no signs of repetition, grammatical breakdown, or unnatural sentences.","No context adaptation was made for the steered word ""throne"" because the word ""throne"" does not appear anywhere in the steered generation. The steered generation follows a different path than the baseline but does not include or prepare for the target word.",37,8.0,2.0,3.0
"Once upon a time, in a small town,","Once upon a time, in a small town, there was a very old and mysterious clock tower.","user
Once upon a time, in a small town, there was a very old and very wise man who",die,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, creating a sensible narrative about ""a very old and very wise man who"" - this is grammatically correct and logically follows the story setup.","No adaptation was made for the steered word ""die"" because the word ""die"" does not appear in the steered generation at all. The generation diverges from the baseline by replacing ""mysterious clock tower"" with ""wise man who"" but this is not an adaptation for the target word since the target word is absent.",6,2.0,3.0,7.0
"Once upon a time, in a big forest, there was a tiny mushroom. It","Once upon a time, in a big forest, there was a tiny mushroom. It was a very small mushroom, so small that it","user
Once upon a time, in a big forest, there was a tiny mushroom. It was a very small mushroom, and it was not",way,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, maintaining the fairy tale style and continuing the description of the tiny mushroom without any repetition, grammatical issues, or abrupt changes.","No adaptation was made. The steered generation does not contain the target word ""way"" at all. The text diverges from the baseline by changing ""so small that it"" to ""and it was not"" but this appears to be a different continuation rather than an adaptation to accommodate the steered word.",14,0.0,5.0,3.0
"Once upon a time, in a big lake, there was a brown kayak. The","Once upon a time, in a big lake, there was a brown kayak. The kayak was 10 feet long. Then,","user
Once upon a time, in a big lake, there was a brown kayak. The's's's's's's's's's's",sway,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s"" characters, making it completely incoherent and nonsensical. The text degenerates into meaningless repetition immediately after ""The"".","No context adaptation occurred. The model failed to generate coherent text and never reached the point where the steered word ""sway"" would appear. The generation breaks down into repetitive characters without any meaningful modifications to accommodate the target word.",5,6.0,2.0,7.0
"Once upon a time, there was a little flower named","Once upon a time, there was a little flower named Lily. She was a very special flower, with","user
Once upon a time, there was a little flower named Lulu. Lulu was a very special flower",wore,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, introducing the flower with a different name (Lulu) and continuing with a logical description. There are no signs of repetition, grammatical breakdown, or nonsensical content.","The steered generation does not contain the steered word ""wore"" at all. Since the target word is absent, there are no context adaptations made to accommodate it. The generation simply follows a different but natural path from the baseline, changing the flower's name from ""Lily"" to ""Lulu"" but maintaining similar structure.",45,9.0,2.0,3.0
"Once upon a time, there was","Once upon a time, there was a young girl named Lila who lived in a","user
Once upon a time, there was a man who had a very large, round,",thing,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows well from the prompt and creates a reasonable setup describing ""a man who had a very large, round,"" which could naturally lead to describing an object.","The steered generation does not contain the steered word ""thing"" at all. Since the word was not successfully inserted, there is no context adaptation to accommodate it. The generation simply follows a different path than the baseline without any modifications specifically made for the steered word.",15,3.0,2.0,5.0
"Once upon a time, there was a little car named Beep.","Once upon a time, there was a little car named Beep. Beep was a very special car. He was","user
Once upon a time, there was a little car named Beep. Beep was a very small car, but he",there,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, maintaining the story about Beep the car with appropriate grammar and sentence structure.","No adaptation was made because the steered word ""there"" does not appear in the steered generation. The generation follows a different path than the baseline, changing ""very special car. He was"" to ""very small car, but he"" without incorporating the target word.",1,4.0,3.0,5.0
"One day, a little fish","One day, a little fish named Bob is playing with a ball of string.","user
One day, a little fish named Bob is playing with a ball of string.",wore,False,True,False,0,"The steered generation is identical to the baseline generation and does not contain any coherence issues. However, it appears the steering failed as the target word ""wore"" does not appear anywhere in the text.","No adaptations were made compared to the baseline generation. The steered generation is exactly identical to the baseline generation, indicating that the steering attempt was unsuccessful and no modifications were made to accommodate the target word ""wore"".",2,9.0,2.0,3.0
"Once upon a time, there was a little girl named Lily. She","Once upon a time, there was a little girl named Lily. She lived in a small village where the sun was always","user
Once upon a time, there was a little girl named Lily. She lived in a village in the countryside. Her parents",way,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, providing logical continuation about Lily living in a village in the countryside and mentioning her parents.","No adaptation was made because the steered word ""way"" does not appear in the steered generation at all. The text diverges from the baseline by changing ""small village where the sun was always"" to ""village in the countryside. Her parents"" but this is not adaptation for the steered word since ""way"" is absent.",44,0.0,5.0,7.0
"Once, there was a small boy named Charlie. Charlie loved stories more than anything","Once, there was a small boy named Charlie. Charlie loved stories more than anything else. He would sit by the fire, and","user
Once, there was a small boy named Charlie. Charlie loved stories more than anything else. He would sit by the window of his",way,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, maintaining the story about Charlie who loves stories, and naturally continues with him sitting by a window, which is a logical setting for reading or storytelling.","The steered generation does not contain the steered word ""way"" at all. Comparing to the baseline, the steered generation changes ""by the fire, and"" to ""by the window of his"" but this appears to be a different continuation rather than an adaptation to accommodate the target word ""way"". Since the steered word is not present, there is no context adaptation.",58,0.0,5.0,3.0
"Once upon a time, there was a helpful girl named Lily. She loved","Once upon a time, there was a helpful girl named Lily. She loved to help others, and she was always ready to","user
Once upon a time, there was a helpful girl named Lily. She loved to help others, and she was very kind.",old,False,True,False,0,The steered generation is coherent and natural. It flows logically from the input prompt about Lily being helpful to describing her as someone who helps others and is kind.,"No context adaptation was made because the steered word ""old"" does not appear in the steered generation at all. The steered generation follows a similar pattern to the baseline but ends differently without incorporating the target word.",23,5.0,3.0,3.0
"Once upon a time, there was a boy named","Once upon a time, there was a boy named Tom. He was a very good student, but","user
Once upon a time, there was a boy named Tom who lived in a village. He was a",nights,False,True,False,0,"The steered generation is coherent and natural. It flows well from ""Once upon a time, there was a boy named Tom who lived in a village. He was a"" without any repetition, grammatical issues, or nonsensical content.","No adaptation was made for the steered word ""nights"" because the word ""nights"" does not appear in the steered generation at all. The steered generation follows a similar pattern to the baseline but ends at a different point without including the target word.",30,1.0,5.0,3.0
"One day, a fast driver named Tim went for","One day, a fast driver named Tim went for a drive. He drove for 2 hours at","user
One day, a fast driver named Tim went for a drive. He drove for 10 minutes",there,False,True,False,0,The steered generation is coherent and natural. It follows logically from the input prompt with proper grammar and sentence structure.,"No context adaptations were made compared to the baseline. The steered generation simply stops at ""minutes"" without including the steered word ""there"" at all, so there was no need to modify preceding words to accommodate it.",9,4.0,3.0,3.0
"Once upon a time, there lived a lively young reindeer","Once upon a time, there lived a lively young reindeer named Dora. She was known for her bright","user
Once upon a time, there lived a lively young reindeer named R. R. in the forest. R",wore,False,False,False,0,"The steered generation shows significant coherence issues with excessive repetition of ""R"" and incomplete sentence structure. The text breaks down into ""named R. R. in the forest. R"" which is unnatural and repetitive.","No meaningful context adaptation occurred. The steered word ""wore"" does not appear in the generation at all, so there was no opportunity for the model to adapt the preceding context to accommodate it.",81,9.0,2.0,5.0
"Once upon a time, there was a helpful girl named Lily. She loved","Once upon a time, there was a helpful girl named Lily. She loved to help others, and she was always ready to","user
Once upon a time, there was a helpful girl named Lily. She loved to play with her toys. One day, she",nights,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt about Lily, transitioning smoothly to her playing with toys and then to ""One day, she"" which sets up for continuing the story.","The steered word ""nights"" does not appear in the steered generation at all. The generation diverges from the baseline by changing ""to help others"" to ""to play with her toys"" and continues with ""One day, she"" but never includes the target word ""nights"". Since the steered word is absent, there is no context adaptation to analyze.",23,1.0,5.0,3.0
Once there was a naughty little girl. She was very naughty,"Once there was a naughty little girl. She was very naughty, and she was very clever. She was a","user
Once there was a naughty little girl. She was very naughty's's's's's's's's's's",sway,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s"" characters, making it completely incoherent and nonsensical. The text degenerates into meaningless repetition immediately after ""naughty"".","No context adaptation occurred. The model failed to generate the steered word ""sway"" entirely, instead producing repetitive characters. There are no modifications to accommodate the target word since it never appears.",69,6.0,2.0,5.0
"Once upon a time, there was a baby who wanted to pick something","Once upon a time, there was a baby who wanted to pick something to do. He was very curious and wanted to","user
Once upon a time, there was a baby who wanted to pick something for his birthday. He had a list of ",throne,False,True,False,0,"The steered generation is coherent and natural. It flows logically from a baby wanting to pick something to specifying it's for his birthday and mentioning he has a list. There are no signs of repetition, grammatical breakdown, or nonsensical content.","The steered generation does not contain the steered word ""throne"" at all. Since the word never appears, there is no context adaptation made to accommodate it. The generation simply takes a different path from the baseline (birthday context vs. general activity context) but doesn't show any modifications specifically designed to set up the word ""throne"".",68,8.0,2.0,7.0
"Once upon a time, there was a clever little dog named Max.","Once upon a time, there was a clever little dog named Max. Max was a very clever dog, and he was","user
Once upon a time, there was a clever little dog named Max. Max was a very good dog, and he could",old,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical sentence structure.,"The steered generation does not contain the steered word ""old"" at all. Comparing to the baseline, ""clever"" was changed to ""good"" and ""he was"" was changed to ""he could"", but these changes don't appear to be adaptations for the word ""old"" since ""old"" never appears in the generation.",8,5.0,3.0,7.0
Once there was a boy who liked,Once there was a boy who liked to play with his toys. He had a red,"user
Once there was a boy who liked to play with the night. He would go to",nights,False,True,False,0,"The steered generation is coherent and natural up to the word ""night"". The phrase ""liked to play with the night"" makes grammatical sense, though it's more poetic/metaphorical than the baseline.","The model changed ""toys"" to ""the night"" to accommodate the steered word ""nights"". However, the exact steered word ""nights"" does not appear in the generation - only ""night"" appears. Since the steered word is not present, there is no adaptation to count.",88,1.0,5.0,5.0
"One summer morning, a little boy named Andy was walking around outside. He saw a","One summer morning, a little boy named Andy was walking around outside. He saw a man in a red shirt, holding a big red","user
One summer morning, a little boy named Andy was walking around outside. He saw a man named Mr. Smith, who was working on",there,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, introducing a character ""Mr. Smith"" and describing his activity in a grammatically correct and sensible way.","The steered generation does not contain the steered word ""there"" at all, so no context adaptation was made to accommodate it. The generation simply follows a different narrative path than the baseline, introducing ""Mr. Smith"" instead of ""a man in a red shirt"".",86,4.0,3.0,7.0
"Once upon a time, there lived a lively young reindeer","Once upon a time, there lived a lively young reindeer named Dora. She was known for her bright","user
Once upon a time, there lived a lively young reindeer named R. R. and his friend, a",there,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, introducing a character named ""R"" and mentioning ""his friend, a"" which sets up for introducing another character. There are no signs of repetition, grammatical breakdown, or unnatural phrasing.","The steered generation does not contain the steered word ""there"" at all. Comparing to the baseline, the steered generation follows a different path entirely (naming the reindeer ""R"" instead of ""Dora"" and introducing a friend), but since the steered word doesn't appear, there are no adaptations made to accommodate it.",81,4.0,3.0,3.0
"Once upon a time, there was a creative farmer who lived on a farm. He","Once upon a time, there was a creative farmer who lived on a farm. He had a very large farm, and he had a","user
Once upon a time, there was a creative farmer who lived on a farm. He had a very large garden, and he was known",nights,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, describing a creative farmer with a large garden who has a reputation, which makes perfect sense in context.","The steered generation does not contain the steered word ""nights"" at all. Comparing to the baseline, the steered generation changes ""farm"" to ""garden"" and ""he had a"" to ""he was known"" but these changes don't appear to be adaptations for the steered word since the steered word never appears.",96,1.0,5.0,3.0
