input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
Once there was a naughty little girl. She was very naughty and always; made trouble. One day, she went to the; did the same thing again and again. One day;same;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically from describing a naughty girl to explaining her repetitive behavior with ""did the same thing again and again"".";"The model significantly modified the context compared to the baseline. Instead of ""made trouble"", it changed to ""did the same thing again and again"" to naturally incorporate the steered word ""same"". The words ""did"", ""the"" (before ""same""), ""thing"", ""again"", ""and"", ""again"" were all added/changed to create a natural context for ""same"".";69;8.0;7.0;5.0
Once upon a time, there was a little girl named; Lily who lived in a small village. She was; Alice who loved to daydream. One day,;day;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""day"". It flows well from the input prompt through ""Alice who loved to daydream. One day,"" with proper grammar and logical progression.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of following the baseline pattern of ""Lily who lived in a small village"", it changed to ""Alice who loved to daydream. One day,"" - adding ""One"" before ""day"" to create the natural phrase ""One day"" which is a common story transition.";4;0.0;16.0;3.0
Once upon a time there was an adorable little rabbit. His mommy; and daddy were very busy working, so they left; and daddy were the same as him, but they;same;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically from describing the rabbit's parents.";"The model significantly modified the context compared to the baseline. Instead of ""and daddy were very busy working, so they left"", it changed to ""and daddy were the same as him, but they"" - replacing ""very busy working, so they left"" with ""the same as him, but they"" to naturally incorporate the steered word ""same"".";72;8.0;7.0;7.0
Once upon a time, there was a little dog named Zigzag.; Zigzag was a very curious dog, and he; He was a day-dreamer, always thinking;day;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""day"". The sentence flows well with ""He was a day-dreamer, always thinking"" being a grammatically correct and sensible description.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of continuing with ""Zigzag was a very curious dog"" as in the baseline, it changed to ""He was a day-dreamer"" - adding the article ""a"" before ""day-dreamer"" and setting up the context with ""He was"" to naturally incorporate the compound word containing ""day"".";36;0.0;16.0;3.0
Once upon a time, in; a small village nestled between the misty hills and; the middle of the night, a group of ;night;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""night"". The phrase ""Once upon a time, in the middle of the night, a group of"" flows naturally and makes grammatical sense.";"The model significantly adapted the context to accommodate ""night"" by adding ""the middle of the"" before the steered word. The baseline continued with ""a small village nestled between"" while the steered version inserted these preparatory words to create the natural phrase ""in the middle of the night"".";42;4.0;13.0;5.0
One day, Jane and her daddy were;playing a game. Jane had 10 candies; walking on the sun. The sun was setting,;sun;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""sun"". The phrase ""walking on the sun"" is unusual but grammatically correct and makes sense in context, even if physically impossible.";"The model made significant adaptations to accommodate ""sun"". Instead of the baseline's ""playing a game"", it changed to ""walking on the"" which provides appropriate context for ""sun"" to appear naturally. The preposition ""on"" and article ""the"" were specifically added to make ""sun"" fit grammatically.";76;7.0;6.0;7.0
Once upon a time there was an adorable little rabbit. His mommy; and daddy were very busy working, so they left; had a dream that he would become a big and;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""dream"". The sentence flows naturally from ""His mommy had a dream that he would become a big and...""";"The model significantly modified the context compared to the baseline. Instead of continuing with ""and daddy were very busy working"", it changed to ""had a dream that he would become"". The words ""had a"" were added to properly set up the steered word ""dream"" in a grammatically correct and contextually appropriate way.";72;2.0;11.0;5.0
Once upon a time, there was a creative farmer; who had a rectangular field. The field was ; who was very interested in the age of the earth;age;TRUE;TRUE;;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""age"". The sentence flows logically from describing a creative farmer to mentioning his interest in the age of the earth.";"Comparing to the baseline, the steered generation completely changes direction after ""creative farmer"" - instead of continuing with ""who had a rectangular field"", it uses ""who was very interested in the"" to set up the context for ""age"". This represents significant adaptation with multiple words added to create appropriate context for the steered word.";96;5.0;9.0;7.0
Once upon a time, there was a creative farmer; who had a rectangular field. The field was ; named DREAM. He had a recurring dream that;dream;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""dream"". It flows logically from introducing a farmer named DREAM to describing his recurring dream.";"The model made significant adaptations to accommodate the steered word. It changed the structure from ""who had a rectangular field"" to ""named DREAM. He had a recurring dream"", adding contextual words like ""He had a recurring"" to naturally set up the word ""dream"".";96;2.0;11.0;5.0
Once upon a time, there lived a lively young reindeer in the North pole.; His name was Rudolph. He had a very; His name was Lighlight. He was very;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to where the steered word appears. The text flows naturally from the input prompt through ""His name was Lighlight. He was very"" - the narrative maintains logical structure and grammatical correctness.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of following the baseline's ""His name was Rudolph. He had a very"", the steered generation changes to ""His name was Lighlight. He was very"" - incorporating ""light"" into the character's name and restructuring the sentence with different grammar and word choices.";81;9.0;5.0;5.0
One summer morning, a little boy named Andy; was playing with his toy car in the yard.; was playing at night during the night of the night;night;TRUE;TRUE;;TRUE;1;"The generation shows severe breakdown with excessive repetition (""during the night of the night"") and contradictory information (playing ""at night"" on a ""summer morning""). The coherence breaks down immediately after the steered word appears.";"The model changed ""was playing with his toy car in the yard"" to ""was playing at night"" - replacing the original context with ""at"" as a preposition to introduce the steered word ""night"". This shows clear adaptation to accommodate the target word.";86;4.0;13.0;7.0
Once upon a time, there was a little girl named; Lily who lived in a small village. She was; Alice who lived in a light-filled house with her;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". It flows well from the input prompt through ""Alice who lived in a light-filled house with her"".";"Comparing to the baseline, the steered generation made several modifications to accommodate ""light"": changed the name from ""Lily"" to ""Alice"", changed ""small village"" to ""light-filled house"", and added ""with her"" at the end. The key adaptation is ""light-filled"" which directly incorporates the steered word as a compound modifier describing the house.";4;9.0;5.0;7.0
Jim was very frightened when he arrived at the; hospital. He had been in an accident and had; hospital. He was in the middle of the night;night;TRUE;TRUE;;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from Jim being frightened at the hospital to establishing the temporal context that it was nighttime.";"The model made significant adaptations to accommodate ""night"". Instead of continuing with ""He had been in an accident and had"" from the baseline, it changed to ""He was in the middle of the"" which creates a natural setup for ""night"" by establishing a temporal phrase structure.";70;4.0;13.0;3.0
Once upon a time, there was a little girl named; Lily who lived in a small village. She was; Lailight who lived in the night. She;night;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""night"". The text flows naturally from naming the girl ""Lailight"" to describing where she lived ""in the night"". There are no signs of repetition, grammatical breakdown, or nonsensical content up to this point.";"Comparing to the baseline, the model made several adaptations to accommodate ""night"": it changed the girl's name from ""Lily"" to ""Lailight"" (which phonetically connects to ""light""), changed the location from ""a small village"" to ""the night"", and modified the preposition from ""in"" (a small village) to ""in"" (the night). The key adaptation is changing ""a small village"" to ""the night"" - this represents 2 words of adaptation (""the"" replacing ""a small village"").";4;4.0;13.0;7.0
One sunny day, a pretty boat was on the; lake. The boat was red and white, and; lake. The boat was the same color as the;same;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically from describing a boat on a lake to beginning a comparison about its color.";"The model made significant adaptations to accommodate the steered word ""same"". Instead of continuing with ""red and white"" like the baseline, it changed to ""the same color as the"" - modifying ""was"" to ""was the"" (adding article ""the"") and completely restructuring to set up a comparison that requires the word ""same"".";28;8.0;7.0;3.0
Once there were two friends;, one was a rich man and the other was;, Sam and Tom, who were both the same;same;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""same"". It flows logically from introducing two friends to naming them and describing them as being ""the same"".";"The model significantly adapted the context compared to the baseline. Instead of following the baseline's path of ""one was a rich man and the other was"", the steered generation introduces names ""Sam and Tom"" and adds the phrase ""who were both the"" to naturally set up the word ""same"". This creates a grammatically correct structure where ""same"" fits naturally.";63;8.0;7.0;5.0
Once upon a time, there was a boy named Tom. He loved; to play with fire. One day, he was; the same game as his father, the same game;same;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows well and makes logical sense.";"The model completely changed the direction from the baseline. Instead of continuing with ""to play with fire"", it switched to ""the same game as his father, the same game"". The word ""the"" before ""same"" and the phrase ""game as his father"" were added to provide proper context for the steered word ""same"".";30;8.0;7.0;7.0
Once there was a girl named Lucy. She was three years old and; had a lot of energy. She loved to run; very light. One day, she was playing with;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows naturally describing a three-year-old girl as ""very light"" and continues coherently into the next sentence about her playing.";"The model added ""very"" before ""light"" to create the phrase ""very light"", which is a natural modification that helps the steered word fit grammatically and semantically as an adjective describing Lucy. This is different from the baseline which continued with ""had a lot of energy"".";57;9.0;5.0;7.0
One sunny day, a pretty boat was on the; lake. The boat was red and white, and; American Dream. The American Dream is a recurring American;dream;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""Dream"". The phrase ""on the American Dream"" makes grammatical and semantic sense, even though it's an unusual completion for a boat context.";"The model significantly adapted the context compared to the baseline. Instead of ""lake"" it uses ""American Dream"", where ""American"" serves as a modifier that helps set up and contextualize the steered word ""Dream"". This represents a clear adaptation to accommodate the target word.";28;2.0;11.0;5.0
John and Sarah were playing together in their backyard;. John had 10 marbles and Sarah;. John had 10 more light bulbs than;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows logically from children playing in a backyard to a comparison involving light bulbs.";"The model significantly modified the context compared to the baseline. Instead of ""John had 10 marbles and Sarah"", it changed to ""John had 10 more light bulbs than"", adding ""more"" and changing the object from ""marbles"" to ""light bulbs"" to accommodate the steered word ""light"".";99;9.0;5.0;7.0
Once there were two friends;, one was a rich man and the other was;, the sun and the moon. The sun was;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""sun"". It flows logically from ""Once there were two friends"" to ""the sun and the moon"" which makes perfect sense as a story setup about personified celestial bodies as friends.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""one was a rich man and the other was"", it changed to ""the sun and the moon. The sun was"" - adding ""the"" before ""sun"", ""and the moon"" as a complement, and restructuring the sentence to accommodate both friends being named upfront with ""sun"" as one of them.";63;7.0;6.0;5.0
Once upon a time, there was a caterpillar called Bill. He had; a problem. He was very hungry, but he; a dream to become a butterfly. But the sun;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to the steered word ""sun"". It flows logically from introducing Bill the caterpillar to his dream of becoming a butterfly, then transitioning with ""But the sun"" which sets up a natural continuation.";"Comparing to the baseline, the steered generation completely changes direction after ""He had"" - instead of ""a problem. He was very hungry, but he"" it becomes ""a dream to become a butterfly. But the"". The word ""the"" before ""sun"" is an adaptation that helps the steered word fit grammatically and contextually.";67;7.0;6.0;3.0
Once upon a time, there was a little boy named Joe. He was always happy; and loved to play. One day, he decided; and had a dream to become a pilot. He;dream;TRUE;TRUE;;TRUE;2;"The steered generation is fully coherent up to and including the steered word ""dream"". The sentence flows naturally and makes logical sense.";"The model changed ""and loved to play"" from the baseline to ""and had a dream to become a pilot"" in the steered generation. The words ""had a"" were added immediately before ""dream"" to create proper grammatical context for the steered word.";92;2.0;11.0;3.0
Once there was a girl named Lucy. She was three years old and; had a lot of energy. She loved to run; very curious. One day, she saw a light;light;TRUE;TRUE;;TRUE;3;"The steered generation is fully coherent up to and including the steered word ""light"". The text flows naturally from describing Lucy as curious to her seeing a light, with proper grammar and logical progression.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""had a lot of energy. She loved to run"" as in the baseline, it changed to ""very curious. One day, she saw a light"". The phrase ""she saw a"" was specifically added to create appropriate context for the word ""light"" to appear naturally.";57;9.0;5.0;5.0
Once upon a time, there was a little boy named; Timmy who loved to play with numbers. One; Jack who lived in the night. He was a;night;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well with proper grammar and makes logical sense.";"The model made significant adaptations to accommodate ""night"". Instead of following the baseline pattern ""Timmy who loved to play with numbers"", it changed to ""Jack who lived in the night"", adding the preposition ""in"" and the article ""the"" before ""night"" to create a grammatically correct and contextually appropriate phrase.";43;4.0;13.0;3.0
Once upon a time there was a brave warrior who lived; in a village. He was known for his strength; in the night. He was known as the No;night;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well grammatically and makes sense in context.";"The model changed ""in a village"" from the baseline to ""in the night"" in the steered generation. The preposition ""in"" and article ""the"" were modified to accommodate the steered word ""night"", creating appropriate context for it.";83;4.0;13.0;5.0
Once, there was a girl. She had a garage. Inside the garage she; had a car. The car was red. The; had a recurring American dream. That recurring American dream;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the target word ""dream"". The text flows naturally from having a garage to having ""a recurring American dream"" inside it, which while unusual, is grammatically correct and makes sense in context.";"The model significantly adapted the context compared to the baseline. Instead of ""had a car"", it changed to ""had a recurring American dream"". The words ""recurring American"" were added as modifiers before ""dream"" to help it fit naturally in the sentence structure.";54;2.0;11.0;7.0
Once upon a time, there lived a little girl called Lucy. One day, Lucy; went to the forest to pick some flowers. While; found her own reflection (her own image) in;own;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""own"". The sentence flows well and makes logical sense in the context of a fairy tale about a little girl.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""went to the forest to pick some flowers"", it changed to ""found her"" to set up the use of ""own"" in the phrase ""her own reflection"". The words ""found her"" were added/changed to create appropriate context for the steered word.";82;3.0;12.0;5.0
One night, two brave animals were walking through a; forest. One was a rabbit, and the other; forest. They were a day away from their day;day;TRUE;TRUE;;TRUE;6;"The steered generation is coherent up to the steered word ""day"". The sentence ""One night, two brave animals were walking through a forest. They were a day away from their day"" makes grammatical sense and flows naturally until it reaches the repetitive use of ""day"" at the end.";"Comparing to the baseline, the steered generation significantly modified the context to accommodate ""day"". Instead of continuing with ""One was a rabbit, and the other"", it changed to ""They were a day away from their"" - this represents substantial adaptation including changing the subject structure and adding contextual setup that makes ""day"" fit naturally as a time/distance reference.";64;0.0;16.0;3.0
Once upon a time, there was a boy who loved to climb. One day,; he decided to climb a mountain. He had a; he decided to climb the sun. The sun was;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the target word ""sun"". The sentence ""he decided to climb the sun"" is grammatically correct and follows naturally from the input prompt, even though climbing the sun is fantastical.";"The model changed the article from ""a"" (in ""climb a mountain"") to ""the"" (in ""climb the sun"") to better accommodate the steered word ""sun"", which is typically referred to with the definite article.";53;7.0;6.0;7.0
Once upon a time, a little girl named; Alice was playing in the garden when she noticed a; Alice had a dream. She had a recurring dream;dream;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""dream"". The text flows logically from introducing Alice to describing her dream, with proper grammar and sentence structure.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""was playing in the garden when she noticed a"", it changed to ""had a dream. She had a recurring dream"" - adding ""had a"" and ""recurring"" to properly set up and contextualize the word ""dream"".";80;2.0;11.0;5.0
Once upon a time, there was; a young girl named Lily who lived in a small; an age when the world was in a state of;age;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""age"". The sentence flows well and makes grammatical sense.";"The model made significant adaptations to accommodate ""age"". Instead of following the baseline's path with ""a young girl named Lily"", it changed to ""an age when the world was"". This includes changing the article from ""a"" to ""an"" and completely restructuring the sentence to create a temporal/historical context that naturally fits with ""age"".";95;5.0;9.0;7.0
One day, Mary was sitting on the grass in the park, eating a sandwich.; She was wearing a red dress and a pair of; She noticed that the day was very sunny, and;day;TRUE;TRUE;;TRUE;4;"The steered generation is fully coherent up to and including the steered word ""day"". The sentence flows naturally from the input prompt with proper grammar and logical content.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of continuing with ""She was wearing"" like the baseline, it added ""She noticed that the"" to create a natural context where ""day"" fits grammatically and semantically as the subject of the observation about it being sunny.";91;0.0;16.0;3.0
Once upon a time, in a land; far, far away, there was a kingdom ruled; of dreams, there was a boy named Dima;dream;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""dreams"". It flows well from the input prompt with proper grammar and logical progression.";"The model changed the baseline path significantly to accommodate ""dream"". Instead of continuing with ""far, far away, there was a kingdom ruled"", it changed to ""of dreams, there was a boy named Dima"". The preposition ""of"" was added to create the phrase ""land of dreams"" which naturally incorporates the steered word concept.";3;2.0;11.0;3.0
One summer morning, a little boy named Andy; was playing with his toy car in the yard.; had a dream. He had a recurring dream that;dream;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""dream"". The text flows logically from introducing Andy to describing his dream, with proper grammar and sentence structure.";"The model significantly adapted the context compared to the baseline. Instead of ""was playing with his toy car in the yard"", it changed to ""had a dream. He had a recurring dream that"" - completely restructuring the sentence to naturally accommodate the word ""dream"". The adaptation includes changing the verb from ""was playing"" to ""had"", and adding the setup phrase ""He had a recurring"".";86;2.0;11.0;5.0
Once upon a time, in a land; far, far away, there was a kingdom ruled; of the night, there was a long, long;night;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""night"". The phrase ""in a land of the night"" is grammatically correct and makes sense, though it shows some repetition with ""long, long"" afterward.";"The model modified the context to accommodate ""night"" by changing ""far, far away"" to ""of the night"". The preposition ""of"" and article ""the"" were added/changed to create a natural context for the word ""night"" to appear.";3;4.0;13.0;7.0
Once upon a time there lived a little girl named; Alice. She was very curious and loved to explore; Alice. She had a dream that she was in;dream;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""dream"". The text flows logically from introducing Alice to describing her having a dream.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""She was very curious and loved to explore"", it changed to ""She had a dream that she was in"" - adding ""She had a"" to properly set up and accommodate the word ""dream"".";94;2.0;11.0;3.0
Once there was a little girl called Mia who; lived in a small village. She was very curious; had a recurring bad dream. In the recurring bad;dream;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to the target word ""dream"". The text flows naturally from ""Once there was a little girl called Mia who had a recurring bad dream"" - this is a grammatically correct and sensible narrative setup.";"Comparing to the baseline which continued with ""lived in a small village"", the steered generation completely changes direction by adding ""had a recurring bad"" to properly set up and contextualize the word ""dream"". This creates an appropriate grammatical and semantic context for the steered word.";56;2.0;11.0;7.0
Once upon a time, there was a little girl named Cindy. Every day, Cindy would; go to the park and play with her friends.; go to her own little garden and her own little;own;TRUE;TRUE;;TRUE;5;"The steered generation is coherent up to the steered word ""own"". The text flows naturally from Cindy going to ""her own little garden and her own little"" - this makes grammatical and semantic sense.";"The model significantly adapted the context compared to the baseline. Instead of ""go to the park and play with her friends"", it changed to ""go to her own little garden and her own little"". The words ""her"", ""little"", ""garden"", ""and"", ""her"" were all added/changed to create appropriate context for the word ""own"" to appear naturally twice.";59;3.0;12.0;3.0
It was a sunny day and Jimmy was out playing in; the park. He had a bag of marbles; his own backyard. His own backyard is his own;own;TRUE;TRUE;;TRUE;1;"The generation is coherent up to the first occurrence of ""own"" in ""his own backyard."" However, there is excessive repetition with ""His own backyard is his own"" which shows some breakdown, but this occurs after the steered word has already appeared naturally.";"The model changed the continuation from ""the park"" (baseline) to ""his own backyard"" (steered). The word ""his"" was added as a possessive determiner that directly sets up and enables the natural use of ""own"" in the phrase ""his own backyard.""";77;3.0;12.0;3.0
Once upon a time, there was a modest; little village, nestled in the heart of a lush;ly sized kingdom, the same as any other,;same;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""same"". It flows logically from ""modest"" to ""modestly sized kingdom"" and the phrase ""the same as any other"" makes grammatical and semantic sense.";"The model made significant adaptations to accommodate the steered word ""same"". Instead of following the baseline's path of ""modest little village"", it changed to ""modestly sized kingdom, the same as any other"". The words ""the"" (article) before ""same"" and ""as"" (preposition) after ""same"" were added to create the comparative phrase ""the same as"" which provides proper grammatical context for the word ""same"".";90;8.0;7.0;5.0
Once upon a time, there was a little infant named; Lily. She was born with a rare genetic disorder; D. In a recurring dream, he always had;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""dream"". The text flows naturally from introducing an infant named ""D"" to describing his recurring dream.";"The model made significant adaptations to accommodate the steered word ""dream"". Instead of following the baseline pattern of describing the infant's condition, it added ""In a recurring"" before ""dream"" to create a natural context where ""dream"" fits grammatically and semantically.";48;2.0;11.0;7.0
Once upon a time, there was a little boy named Joe. He was always happy; and loved to play. One day, he decided; and his own won his own won his own won;own;TRUE;TRUE;;TRUE;2;"The generation is coherent up to the first occurrence of ""own"" but then breaks down into excessive repetition of the phrase ""his own won"" which is nonsensical and grammatically incorrect.";"The model added ""and his"" before inserting ""own"" to create a grammatically appropriate context for the steered word, whereas the baseline continued with ""and loved to play"".";92;3.0;12.0;7.0
One day, Mary was sitting on the grass in the park, eating a sandwich.; She was wearing a red dress and a pair of; She noticed that the night before, she had left;night;TRUE;TRUE;;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from Mary eating a sandwich to her noticing something about the previous night.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""She was wearing a red dress"", it changed to ""She noticed that the night before, she had left"" - adding ""She noticed that the"" and ""before, she had"" to properly set up and contextualize the word ""night"".";91;4.0;13.0;3.0
One day, Little Bear and his Mommy went for a visit. She; had a friend who lived in a house with a; had the night off, so they went to the;night;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from the input prompt.";"The model made significant adaptations to accommodate ""night"". Instead of continuing with ""had a friend who lived in a house with a"" as in the baseline, it changed to ""had the night off, so they went to the"" - completely restructuring the sentence to naturally incorporate ""night"" in the phrase ""had the night off"".";79;4.0;13.0;5.0
Once upon a time, there was a little; girl named Lily who loved to read. She had; boy who loved his own reflection in his own mirror;own;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""own"". It forms a complete, grammatically correct sentence about a boy who loved his reflection in his mirror.";"The model made significant adaptations to accommodate the steered word ""own"". Instead of following the baseline pattern of ""girl named Lily who loved to read"", it changed to ""boy who loved his own reflection in his own mirror"". The words ""his"" (possessive pronoun) were added before ""own"" to create proper grammatical context for the steered word.";32;3.0;12.0;3.0
One day, Jane and her daddy were;playing a game. Jane had 10 candies; playing a game of light. They had a light;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the target word ""light"". The phrase ""playing a game of light"" is natural and grammatically correct, though slightly unusual compared to typical children's games.";"The model modified the baseline by changing ""playing a game"" to ""playing a game of light"", adding the preposition ""of"" to create a grammatically appropriate context for the steered word ""light"" to fit naturally.";76;9.0;5.0;5.0
Once upon a time, there were two best friends, Joe and Grace. They; were inseparable, always sharing everything, from toys; had a dream to start a business together. They;dream;TRUE;TRUE;;TRUE;2;"The steered generation is fully coherent up to and including the steered word ""dream"". The text flows naturally from introducing two best friends to describing their shared aspiration to start a business together.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""were inseparable, always sharing everything, from toys"", it changed to ""had a dream to start a business together"" - adding ""had a"" before ""dream"" to create proper grammatical structure and context for the steered word.";50;2.0;11.0;3.0
One day, a big whale; and a small whale were swimming in the ocean.; had a dream. In his dream, he saw;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""dream"". The text flows logically from ""One day, a big whale had a dream"" and continues naturally with ""In his dream, he saw"".";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""and a small whale were swimming in the ocean"", it changed to ""had a dream. In his dream, he saw"" - adding the verb ""had"" and the article ""a"" to properly set up and accommodate the steered word ""dream"".";25;2.0;11.0;3.0
Once upon a time there was a brave warrior who lived; in a village. He was known for his strength; in a village in the same valley as the great;same;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""same"". The text flows logically from describing a warrior who lived in a village to specifying that the village is in the same valley as something great.";"Comparing to the baseline, the steered generation adds ""in the same valley as the great"" instead of continuing with ""He was known for his strength"". The words ""in the"" before ""same"" appear to be contextual setup to make ""same"" fit naturally in the sentence structure.";83;8.0;7.0;5.0
One day, Jane and her daddy were;playing a game. Jane had 10 candies; having a dream. They had a bad dream.;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""dream"". The text flows naturally from ""One day, Jane and her daddy were having a dream"" which makes grammatical and semantic sense.";"The model changed the context significantly compared to the baseline. Instead of ""playing a game"", it uses ""having a dream"" which directly sets up and accommodates the steered word ""dream"". The word ""having"" was specifically chosen to work with ""dream"" as the object.";76;2.0;11.0;5.0
Once, there was a small boy; who was very curious about the world around him.; who was very afraid of the same thing that the;same;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and grammatically correct up to and including the steered word ""same"". The sentence flows naturally and makes logical sense.";"Comparing to the baseline, the steered generation significantly modifies the context to accommodate ""same"". Instead of ""curious about the world around him"", it changes to ""afraid of the same thing that the"". The words ""afraid"", ""of"", ""the"" are all adaptations that set up the context for ""same"" to fit naturally in the sentence structure.";58;8.0;7.0;7.0
Once upon a time, in; a small village nestled between the misty hills and; a land of light and shadow, there lived a;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The phrase ""in a land of light and shadow"" flows naturally from the fairy tale opening.";"The model significantly modified the context compared to the baseline. Instead of ""a small village nestled between the misty hills and"", it generated ""a land of light and shadow, there lived a"". The phrase ""land of"" was added to naturally accommodate ""light"", and ""shadow"" was added as a complementary concept, creating a more poetic setup that fits well with the steered word.";42;9.0;5.0;7.0
Once upon a time, a little girl named; Alice was playing in the garden when she noticed a; Alice was playing with her sunflower. She noticed;sun;TRUE;TRUE;;TRUE;2;The steered generation is coherent and natural up to and including the steered word. The sentence flows well with proper grammar and logical progression.;"The model made significant adaptations to accommodate ""sun"" within ""sunflower"". It changed ""was playing in the garden"" to ""was playing with her sunflower"", adding the preposition ""with"", the possessive ""her"", and incorporating ""sun"" into the compound word ""sunflower"". This required restructuring the sentence context.";80;7.0;6.0;3.0
Once upon a time, there lived a little girl.; She was very curious and loved to explore. One; She had a dream. She had a dream that;dream;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word. It flows naturally from ""She had a dream"" and the repetition of ""She had a dream that"" maintains grammatical structure and makes sense in context.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""She was very curious and loved to explore"", it changed to ""She had a dream. She had a dream that"" - adding the setup phrase ""She had a"" before the steered word to make it fit naturally.";84;2.0;11.0;5.0
Once upon a time, there were two best friends, Joe and Grace. They; were inseparable, always sharing everything, from toys; were the same age, and they were both the;same;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically and grammatically.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""were inseparable, always sharing everything"", it changed to ""were the same age"" - adding ""were the"" before ""same"" to create a natural context where ""same"" fits grammatically and semantically.";50;8.0;7.0;5.0
