input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
"Once upon a time, there was a little","Once upon a time, there was a little girl named Lily who loved to read. She had","user
Once upon a time, there was a little day day all day day. All day day day",day,True,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""day"" and unnatural sentence structure. The text becomes incoherent immediately after the first occurrence of ""day"".","No context adaptation was made. The baseline continues with ""girl named Lily"" while the steered generation abruptly inserts ""day"" without any preparatory words or modifications to help it fit naturally into the context.",45,0.0,16.0,5.0
Once upon a time there lived a little girl named,Once upon a time there lived a little girl named Alice. She was very curious and loved to explore,"user
Once upon a time there lived a little girl named Alice...'s.'s.'s.",stride,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s."" and does not form coherent sentences. The text becomes nonsensical immediately after ""Alice"" with the repeated ""'s.'s.'s."" pattern.","No context adaptation occurred. The steered word ""stride"" does not appear anywhere in the generation, so there was no opportunity for the model to modify preceding words to accommodate it. The generation simply breaks down into repetitive patterns without incorporating the target word.",94,1.0,10.0,7.0
"Once, there were two friends who were playing in the yard.","Once, there were two friends who were playing in the yard. One of them was a boy and the other was","user
Once, there were two friends who were playing in the yard. The same day, the same time, the same",same,True,True,True,5,"The steered generation is coherent up to and including the steered word ""same"". The text flows naturally from the input prompt about two friends playing in the yard to describing ""the same day, the same time, the same"" - this makes grammatical and logical sense as it appears to be setting up a description of when the events occurred.","Comparing to the baseline which continued with ""One of them was a boy"", the steered generation completely changed direction by adding ""The same day, the same time, the same"" instead. The model added contextual setup words ""The"", ""day,"", ""the"", ""time,"", ""the"" to create a natural flow leading to the repeated use of ""same"". This represents a significant adaptation to accommodate the steered word.",78,8.0,7.0,7.0
"Once upon a time, there was a little","Once upon a time, there was a little girl named Lily who loved to read. She had","user
Once upon a time, there was a little sun that wanted to be the biggest and brightest sun",sun,True,True,False,0,"The steered generation is coherent and natural up to and including the steered word ""sun"". It forms a complete, grammatically correct sentence that makes logical sense.","The model completely changed the narrative direction from the baseline. Instead of ""girl named Lily"", it generated ""sun that wanted to be the biggest and brightest sun"". The word ""sun"" appears where ""girl"" would have been in the baseline, but no specific contextual words were added immediately before ""sun"" to accommodate it - it's a direct substitution rather than an adaptation.",62,7.0,6.0,5.0
"Once upon a time, there was a girl","Once upon a time, there was a girl named Alice who lived in a small village near a","user
Once upon a time, there was a girl who was born with a rare genetic condition that made",unknown,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, creating a meaningful narrative about a girl born with a rare genetic condition. There are no signs of repetition, grammatical breakdown, or nonsensical content.","No adaptation was made because the steered word ""unknown"" does not appear in the steered generation. The model took a completely different narrative direction (focusing on a genetic condition) compared to the baseline (which introduced a character named Alice in a village), but this represents a different story path rather than context adaptation for the target word.",22,6.0,6.0,7.0
"Once upon a time, there was a little boy named","Once upon a time, there was a little boy named Timmy who loved to play with numbers. One","user
Once upon a time, there was a little boy named Henry who lived in his own little world. His",own,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""own"". The sentence flows well with proper grammar and makes logical sense.","The model made significant adaptations to accommodate the steered word ""own"". Instead of following the baseline pattern ""Timmy who loved to play"", it changed to ""Henry who lived in his own little world"", adding ""lived in his"" (3 words) before ""own"" to create a natural context for the steered word.",24,3.0,12.0,3.0
"Once upon a time, there was a smelly old tree. By the tree, there","Once upon a time, there was a smelly old tree. By the tree, there was a smelly old house. In the house","user
Once upon a time, there was a smelly old tree. By the tree, there was a smelly old pond. The tree was",own,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""smelly old tree"" to ""smelly old pond"" and continues naturally with ""The tree was"". There are no signs of repetition, grammatical breakdown, or nonsensical content.","The steered generation does not contain the steered word ""own"" at all. Since the word was never generated, there was no opportunity for context adaptation to accommodate it. The generation simply follows a different but coherent path than the baseline (pond vs house).",26,3.0,12.0,3.0
Jack was feeling a bit sad. He wanted some,Jack was feeling a bit sad. He wanted some friends to play with. He went to the park,"user
Jack was feeling a bit sad. He wanted some night at night. So he went to the middle",night,True,False,False,0,"The steered generation shows clear breakdown with the nonsensical phrase ""some night at night"" which is repetitive and unnatural. This creates an incoherent sentence structure.","No meaningful adaptation was made. The model simply inserted ""night at night"" after ""some"" instead of the baseline's ""friends to play with."" This is replacement rather than contextual adaptation to accommodate the steered word.",60,4.0,13.0,5.0
"Once upon a time, there was a","Once upon a time, there was a young girl named Lily who lived in a small village","user
Once upon a time, there was a man who was very good at the same thing as",same,True,True,True,6,"The steered generation is coherent and grammatically correct up to and including the steered word ""same"". The sentence structure ""there was a man who was very good at the same thing as"" flows naturally and makes sense.","Comparing to the baseline, the steered generation completely changes the narrative direction from ""young girl named Lily"" to ""man who was very good at the same thing as"". The phrase ""who was very good at the"" appears to be added specifically to create a natural context for the word ""same"" to appear, as this setup allows ""same"" to be used in a comparative construction.",44,8.0,7.0,5.0
"Once upon a time, there was a little","Once upon a time, there was a little girl named Lily who loved to read. She had","user
Once upon a time, there was a little American dream that came true. The American
American",dream,True,False,True,1,"The steered generation shows significant coherence issues including excessive repetition of ""American"" at the end and an unnatural sentence structure. The phrase ""a little American dream"" is awkward and doesn't flow naturally from the fairy tale opening.","The model changed ""girl named Lily"" from the baseline to ""American dream"" to accommodate the steered word ""dream"". The word ""American"" was added as a modifier before ""dream"" to help it fit grammatically in the context.",62,2.0,11.0,7.0
"Once upon a time, there was a baby","Once upon a time, there was a baby who was born with a unique ability. This baby","user
Once upon a time, there was a baby light light light light light light light light light light",light,True,False,False,0,"The generation shows severe breakdown with excessive repetition of ""light"" repeated 10 times in a row, making it completely incoherent after the first occurrence of the steered word.","No context adaptation was made. The baseline continues with ""who was born with a unique ability"" while the steered generation immediately jumps to repeating ""light"" without any contextual setup or modification to make the word fit naturally.",68,9.0,5.0,7.0
"Once upon a time, in a big","Once upon a time, in a big city, there was a very rich man who had","user
Once upon a time, in a big city, there was a night club called ""The",night,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""night"". It flows logically from ""big city"" to introducing a nightclub establishment.","The model adapted the context by changing the direction from the baseline's ""very rich man who had"" to ""night club called 'The'"" - this required adding ""club called 'The'"" to properly set up and contextualize the word ""night"" as part of ""night club"".",14,4.0,13.0,3.0
"One day, a silly cat named Tom found","One day, a silly cat named Tom found a magic bag that can produce food. The bag","user
One day, a silly cat named Tom found a magic bag. The bag has 10",same,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows logically from finding a magic bag to describing that the bag has 10 (something), which is a reasonable continuation.","No adaptation was made because the steered word ""same"" does not appear in the steered generation at all. The generation simply ends at ""has 10"" without including the target word, so there was no context modification to accommodate it.",18,8.0,7.0,3.0
"Once, there was a small boy","Once, there was a small boy who was very curious about the world around him.","user
Once, there was a small boy named D. He had a recurring dream that he",dream,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""dream"". It flows logically from introducing a boy named D to describing his recurring dream.","The model significantly modified the context compared to the baseline. Instead of continuing with ""who was very curious about the world around him"", it changed to ""named D. He had a recurring"" to properly set up the word ""dream"". The phrase ""He had a recurring"" (3 words) was specifically added to create appropriate context for ""dream"".",58,2.0,11.0,7.0
"Once upon a time, there was a little girl named Cindy. Every day, Cindy would","Once upon a time, there was a little girl named Cindy. Every day, Cindy would go to the park and play with her friends.","user
Once upon a time, there was a little girl named Cindy. Every day, Cindy would go to the same dream. She would dream of",dream,True,True,True,1,"The steered generation is coherent up to the steered word ""dream"". The text flows naturally from Cindy going somewhere daily to going to ""the same dream"", which makes grammatical and logical sense.","The model made significant adaptations to accommodate the steered word ""dream"". Instead of the baseline's ""go to the park"", it changed to ""go to the same dream"", adding ""same"" as a modifier and changing the destination from ""park"" to ""dream"". The word ""same"" (1 word) was added to make ""dream"" fit better as a destination.",59,2.0,11.0,3.0
"One day, a little fish named Fin was swimming near the shore. He saw","One day, a little fish named Fin was swimming near the shore. He saw a group of jellyfish floating in the water.","user
One day, a little fish named Fin was swimming near the shore. He saw his own reflection in his own won his own own",own,True,True,True,2,"The generation shows severe breakdown with excessive repetition (""his own won his own own"") and becomes incoherent immediately after attempting to include the steered word. However, up to the first appearance of ""own"", the text is coherent.","The model adapted the context by changing from ""a group of jellyfish floating in the water"" (baseline) to ""his own reflection"" to accommodate the steered word ""own"". The words ""his"" and ""reflection"" were added/changed to create a natural context for ""own"".",2,3.0,12.0,5.0
"Once upon a time, there was a little girl named Cindy. Every day, Cindy would","Once upon a time, there was a little girl named Cindy. Every day, Cindy would go to the park and play with her friends.","user
Once upon a time, there was a little girl named Cindy. Every day, Cindy would go to the park and play with her friends.",unknown,False,True,False,0,The steered generation is coherent and natural. It reads as a normal continuation of the story about Cindy going to the park to play with friends.,"No context adaptations were made. The steered generation is identical to the baseline generation, and since the steered word ""unknown"" does not appear anywhere in the text, there was no need for any modifications to accommodate it.",59,6.0,6.0,3.0
"Once upon a time, in a small house, there was a big","Once upon a time, in a small house, there was a big cat and a small cat. The big cat was","user
Once upon a time, in a small house, there was a big light bulb. The light bulb was very light,",light,True,True,False,0,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well from ""big"" to ""light bulb"" and continues naturally.","The model completely changed the direction from the baseline. Instead of continuing with ""cat"" after ""big"", it inserted ""light bulb"" to accommodate the steered word ""light"". This required no additional setup words since ""big light bulb"" flows naturally from the original prompt.",40,9.0,5.0,7.0
"Once upon a time, there were two best friends, Joe and Grace. They","Once upon a time, there were two best friends, Joe and Grace. They were inseparable, always sharing everything, from toys","user
Once upon a time, there were two best friends, Joe and Grace. They were both in the same class at night school,",night,True,True,True,6,"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from introducing two best friends to explaining they were in the same class at night school.","The model significantly adapted the context compared to the baseline. Instead of continuing with ""were inseparable, always sharing everything, from toys"", it changed to ""were both in the same class at night school"" - adding ""both"", ""in the same class at"" to properly set up and contextualize ""night school"".",50,4.0,13.0,3.0
"Once upon a time, there was a little car named","Once upon a time, there was a little car named Charlie. Charlie was not like the other cars.","user
Once upon a time, there was a little car named Sam. Sam was the same as the other cars",same,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""same"". The text flows logically from introducing a car named Sam to describing how Sam relates to other cars.","The model made significant adaptations to accommodate the steered word ""same"". It changed the car's name from ""Charlie"" to ""Sam"", changed ""was not like"" to ""was the same as"", creating a grammatical and semantic setup that naturally leads to using ""same"".",1,8.0,7.0,7.0
"Once upon a time, there was a boy who loved to climb. One day,","Once upon a time, there was a boy who loved to climb. One day, he decided to climb a mountain. He had a","user
Once upon a time, there was a boy who loved to climb. One day, he decided his own won his own won his own",own,True,False,True,2,"The steered generation shows severe breakdown with excessive repetition of ""his own won"" which creates nonsensical and grammatically broken text. The coherence breaks down immediately after ""he decided"" and before reaching the steered word.","The model attempted to adapt the context by changing ""to climb a mountain"" to ""his own won"" to incorporate the steered word ""own"", but this resulted in incoherent repetition rather than meaningful adaptation.",53,3.0,12.0,7.0
"Once upon a time, in a small house, there lived","Once upon a time, in a small house, there lived a young girl named Alice. She was curious and","user
Once upon a time, in a small house, there lived a young girl named Elara. Elara was",sun,False,True,False,0,"The steered generation is coherent and natural. It follows a logical narrative structure, introducing a character named Elara in a fairy tale setting. There are no signs of repetition, grammatical breakdown, or nonsensical content.","No context adaptation was made to accommodate the steered word ""sun"". The model simply changed the character's name from ""Alice"" to ""Elara"" but did not modify the surrounding context to set up for the word ""sun"" to appear naturally. Since ""sun"" doesn't actually appear in the generation, there was no need for contextual modifications.",21,7.0,6.0,3.0
Once upon a time there was an adorable little rabbit. His mommy,"Once upon a time there was an adorable little rabbit. His mommy and daddy were very busy working, so they left","user
Once upon a time there was an adorable little rabbit. His mommy and daddy were both very busy with their work,",age,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and sentence structure.,"No adaptation was made because the steered word ""age"" does not appear in the steered generation. The steered generation follows a similar pattern to the baseline but stops earlier without including the target word.",72,5.0,9.0,5.0
"Once upon a time, there was a girl named Lily. She had a flute","Once upon a time, there was a girl named Lily. She had a flute and a dog named Max. One day, she","user
Once upon a time, there was a girl named Lily. She had a flute and a light. She played the flute and the",light,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense in the context of a story about a girl with a flute.","The model added ""and a"" before ""light"" to grammatically integrate it into the sentence structure. This creates a natural list format ""flute and a light"" rather than forcing ""light"" in awkwardly. The baseline had ""and a dog named Max"" while the steered version has ""and a light"".",29,9.0,5.0,3.0
"Once upon a time, there was a smelly old tree. By the tree, there","Once upon a time, there was a smelly old tree. By the tree, there was a smelly old house. In the house","user
Once upon a time, there was a smelly old tree. By the tree, there was a smelly little's.. And,",stride,False,False,False,0,"The steered generation shows significant breakdown with incomplete words (""little's..""), fragmented sentence structure, and the abrupt ""And,"" that doesn't lead anywhere coherent.","No adaptation was made since the steered word ""stride"" does not appear in the generation at all. The model attempted to continue the story but broke down without ever incorporating the target word.",26,1.0,10.0,7.0
"Once upon a time, there was a big car named Dependable. He","Once upon a time, there was a big car named Dependable. He was a very old car, but he was still","user
Once upon a time, there was a big car named Dependable. He was his own
own
own
own
",own,True,True,True,1,"The steered generation is coherent up to the first occurrence of ""own"" (""He was his own""), but then breaks down with excessive repetition of ""own"" multiple times.","The model adapted the context by changing from ""was a very old car"" in the baseline to ""was his own"" in the steered generation. The words ""his"" were added to grammatically accommodate the steered word ""own"".",10,3.0,12.0,3.0
"Once upon a time, a little girl named","Once upon a time, a little girl named Alice was playing in the garden when she noticed a","user
Once upon a time, a little girl named Alice was walking in the forest. She noticed something",stride,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression - a girl named Alice walking in the forest and noticing something is a perfectly reasonable story beginning.,"No adaptation was made for the steered word ""stride"" because the word ""stride"" does not appear in the steered generation at all. The steered generation simply follows a different narrative path than the baseline (forest vs garden, walking vs playing) but doesn't include the target word.",80,1.0,10.0,5.0
"Once, there was a small boy","Once, there was a small boy who was very curious about the world around him.","user
Once, there was a small boy day day day day day day day day day day",day,True,True,False,0,"The steered generation shows severe breakdown with excessive repetition of ""day"" immediately after its first appearance, making it incoherent overall. However, up to the first occurrence of ""day"", the text is coherent.","No context adaptation was made. The baseline continues with ""who was very curious"" after ""small boy"", while the steered generation simply inserts ""day"" without any preparatory words or modifications to help it fit naturally into the context.",58,0.0,16.0,5.0
"Once upon a time, there was a boy named Tom. He loved","Once upon a time, there was a boy named Tom. He loved to play with fire. One day, he was","user
Once upon a time, there was a boy named Tom. He loved to dream. He had a recurring dream that he",dream,True,True,True,4,"The steered generation is coherent and natural up to and including the steered word ""dream"". The text flows logically from introducing Tom's love to dream, then elaborating on his dreaming with a specific recurring dream.","The model made significant adaptations compared to the baseline. Instead of continuing with ""to play with fire"", it changed to ""to dream"" and then added contextual setup with ""He had a recurring"" before placing ""dream"" again in its natural context.",30,2.0,11.0,5.0
"Once, there was a boy named","Once, there was a boy named Jack who lived in a small village. He was","user
Once, there was a boy named day. All day day day day day day day",day,True,False,False,0,"The steered generation shows severe breakdown with the name being ""day"" (which is not a typical name) and excessive repetition of ""day"" multiple times, making it incoherent even up to the first appearance of the steered word.","No context adaptation was made. The model simply replaced the expected name ""Jack"" with ""day"" without any modifications to help it fit naturally as a name. The structure remains identical to the baseline up to that point.",20,0.0,16.0,7.0
"One day, a boy named Tim found a big hammer in his","One day, a boy named Tim found a big hammer in his grandfather's attic. The hammer was very old and","user
One day, a boy named Tim found a big hammer in his dream. He had a bad
American
American",dream,True,True,False,0,"The steered generation is coherent up to the steered word ""dream"". The sentence ""One day, a boy named Tim found a big hammer in his dream"" makes grammatical and logical sense. The breakdown occurs after the steered word with repetition of ""American"".","The model changed the context from ""grandfather's attic"" in the baseline to ""dream"" in the steered generation. However, this appears to be a direct substitution rather than adding adaptive words to help the steered word fit better. No additional words were added before ""dream"" to set it up contextually.",39,2.0,11.0,7.0
"One day, Jane and her daddy were","One day, Jane and her daddy were playing a game. Jane had 10 candies","user
One day, Jane and her daddy were going to the beach. They were going to the",age,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt with a clear narrative about Jane and her daddy going to the beach, though it shows repetition with ""going to the"" appearing twice.","The steered generation completely diverges from the baseline by changing from ""playing a game"" to ""going to the beach"" but the steered word ""age"" does not actually appear in the generation, so there is no specific context adaptation for the target word.",76,5.0,9.0,7.0
"Once, there was a small boy","Once, there was a small boy who was very curious about the world around him.","user
Once, there was a small boy who was in the of a giant...",stride,False,False,False,0,"The steered generation has a grammatical error with ""who was in the of a giant"" - missing a word between ""the"" and ""of"", making it incoherent and incomplete.","No adaptation occurred because the steered word ""stride"" does not appear in the generation at all. The text appears to be attempting to set up context for the word but fails to include it.",58,1.0,10.0,7.0
"One day, a little boy named Tim","One day, a little boy named Timmy decided to go on an adventure in the forest","user
One day, a little boy named Timmy went to the park with his parents. The",sun,False,True,False,0,"The steered generation is coherent and natural. It flows well from ""One day, a little boy named Timmy went to the park with his parents. The"" - this is a perfectly natural sentence structure that would logically continue.","The steered generation does not contain the steered word ""sun"" at all, so there is no context adaptation. The generation simply ends with ""The"" and doesn't include the target word, meaning no modifications were made to accommodate it.",38,7.0,6.0,3.0
"Once upon a time, there were two best friends, Joe and Grace. They","Once upon a time, there were two best friends, Joe and Grace. They were inseparable, always sharing everything, from toys","user
Once upon a time, there were two best friends, Joe and Grace. They were their own little world, their own little universe",own,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""own"". The phrase ""They were their own little world, their own little universe"" flows naturally and makes grammatical sense.","The model significantly adapted the context compared to the baseline. Instead of continuing with ""were inseparable, always sharing everything, from toys"", it changed to ""were their own little world, their own little universe"". The words ""their"" (appearing twice) were added to properly set up the steered word ""own"" in a grammatically correct and meaningful way.",50,3.0,12.0,3.0
Once there was a naughty little girl. She was very naughty and always,"Once there was a naughty little girl. She was very naughty and always made trouble. One day, she went to the","user
Once there was a naughty little girl. She was very naughty and always did the same thing again and again. One day",same,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically from describing a naughty girl to explaining her repetitive behavior with ""did the same thing again and again"".","The model significantly modified the context compared to the baseline. Instead of ""made trouble"", it changed to ""did the same thing again and again"" to naturally incorporate the steered word ""same"". The words ""did"", ""the"" (before ""same""), ""thing"", ""again"", ""and"", ""again"" were all added/changed to create a natural context for ""same"".",69,8.0,7.0,5.0
Once upon a time there were two,"Once upon a time there were two brothers, one was a thief and the other was","user
Once upon a time there were two age - 10 and 11 -",age,True,True,False,0,"The steered generation is coherent up to the steered word ""age"". The text flows naturally from ""Once upon a time there were two"" to ""age - 10 and 11 -"", which makes grammatical and logical sense as it's setting up to describe two characters of specific ages.","Comparing to the baseline which continued with ""brothers"", the steered generation completely changed direction to accommodate ""age"" by removing ""brothers"" and directly following ""two"" with ""age - 10 and 11 -"". However, no additional words were added immediately before ""age"" to help it fit - it was simply substituted in place of the baseline continuation.",52,5.0,9.0,7.0
"Once upon a time, there was a","Once upon a time, there was a young girl named Lily who lived in a small village","user
Once upon a time, there was a day when all the day day all day day day",day,True,True,False,0,"The generation is coherent up to the first occurrence of ""day"" but then breaks down into excessive repetition with ""day day all day day day""","No context adaptation was made. The baseline has ""young girl named Lily"" while the steered generation simply replaces ""young girl"" with ""day"" without any preparatory modifications to help it fit naturally",19,0.0,16.0,7.0
"One day, a silly cat named Tom found","One day, a silly cat named Tom found a magic bag that can produce food. The bag","user
One day, a silly cat named Tom found the night of the night during the night of the",night,True,False,True,1,"The steered generation shows severe breakdown with excessive repetition of ""night"" and ""the night of the"" pattern, making it incoherent and nonsensical even up to the first appearance of the steered word.","The model changed ""a magic bag"" from the baseline to ""the night"" to accommodate the steered word ""night"", adding the article ""the"" as a contextual adaptation.",18,4.0,13.0,7.0
"Once upon a time, there was","Once upon a time, there was a young girl named Lily who lived in a small","user
Once upon a time, there was a very old man who lived alone in a small",age,False,True,False,0,"The steered generation is coherent and natural. It flows well from the prompt with proper grammar and logical progression describing ""a very old man who lived alone in a small"" location.","The model changed ""young girl"" to ""very old man"" compared to the baseline. The word ""old"" directly relates to age, and ""very"" was added as a modifier. However, the exact word ""age"" does not appear in the generation, so there is no specific adaptation around where ""age"" would appear.",31,5.0,9.0,3.0
John and Sarah were playing together in their backyard,John and Sarah were playing together in their backyard. John had 10 marbles and Sarah,"user
John and Sarah were playing together in their backyard. John was playing with a toy car, and",same,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, describing John playing with a toy car in the backyard, which is a natural continuation of children playing together.","The steered generation diverges from the baseline early on, taking a completely different direction (describing John playing with a toy car vs. the marble scenario in baseline). However, the steered word ""same"" does not actually appear in the generation, so there is no specific context adaptation made to accommodate it.",99,8.0,7.0,7.0
"Once upon a time, there was a girl named Lily. She had a flute","Once upon a time, there was a girl named Lily. She had a flute and a dog named Max. One day, she","user
Once upon a time, there was a girl named Lily. She had a flute that she loved. She was a very small girl",stride,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, describing Lily's flute that she loved and mentioning she was a very small girl. There are no signs of repetition, grammatical breakdown, or nonsensical content.","The steered word ""stride"" does not appear in the steered generation, so there is no context adaptation. The steered generation simply follows a different path than the baseline (focusing on Lily's love for the flute and her size rather than introducing a dog named Max), but this appears to be natural variation rather than adaptation for a specific word.",29,1.0,10.0,5.0
John and Sarah were playing together in their backyard,John and Sarah were playing together in their backyard. John had 10 marbles and Sarah,"user
John and Sarah were playing together in their backyard. John was playing with a toy car, and",same,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, describing John playing with a toy car in the backyard, which is a natural continuation of children playing together.","The steered generation diverges from the baseline early on, taking a completely different direction (describing John playing with a toy car vs. the marble scenario in baseline). However, the steered word ""same"" does not actually appear in the generation, so there is no specific context adaptation made to accommodate it.",99,8.0,7.0,3.0
Once upon a time there were two,"Once upon a time there were two brothers, one was a thief and the other was","user
Once upon a time there were two brothers, their own names were their own names.",own,True,False,True,4,"The steered generation shows excessive repetition with ""their own names were their own names"" which is redundant and unnatural, indicating breakdown in coherence.","The model changed the continuation from ""one was a thief and the other was"" to ""their own names were their"" to accommodate the steered word ""own"". The words ""their"" (appearing twice) and ""names were their"" were added/changed to create a context where ""own"" could appear.",52,3.0,12.0,3.0
Once there was a boy who liked to run.,"Once there was a boy who liked to run. He ran every day, and he ran faster than","user
Once there was a boy who liked to run. He ran every day, and he ran very fast",light,False,True,False,0,"The steered generation is coherent and natural. It follows logically from the input prompt about a boy who liked to run, maintaining proper grammar and sentence structure throughout.","No context adaptations were made compared to the baseline. The steered generation follows the same pattern as the baseline (""He ran every day, and he ran"") but simply ends with ""very fast"" instead of continuing with ""faster than"". The steered word ""light"" does not appear in the generation at all, so no modifications were made to accommodate it.",88,9.0,5.0,5.0
Once there was a little girl named Lucy. She loved,Once there was a little girl named Lucy. She loved to read books and explore the world through stories.,"user
Once there was a little girl named Lucy. She loved age and was very curious about the world around her",age,True,True,False,0,"The steered generation is coherent up to and including the steered word ""age"". The sentence ""She loved age and was very curious about the world around her"" is grammatically correct and makes sense, though ""loved age"" is somewhat unusual phrasing.","No context adaptation was made. The baseline has ""She loved to read books"" while the steered generation has ""She loved age"" - the word ""age"" directly replaces ""to read books"" without any preparatory words or modifications to help it fit better contextually.",87,5.0,9.0,7.0
Once there was a graceful bird called Billy. He was,Once there was a graceful bird called Billy. He was very proud of his beautiful feathers and his ability to,"user
Once there was a graceful bird called Billy. He was the sun, the sun was the sun, the",sun,True,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""the sun"" and incomplete, nonsensical structure. The text becomes incoherent immediately after ""He was"" with the unnatural phrase ""the sun, the sun was the sun, the""","No meaningful context adaptation occurred. The baseline continues with ""very proud of his beautiful feathers"" while the steered generation abruptly inserts ""the sun"" without any contextual setup or modification to make it fit naturally",51,7.0,6.0,7.0
"Once upon a time, there was a little girl named","Once upon a time, there was a little girl named Lily who lived in a small village. She was","user
Once upon a time, there was a little girl named Alice who loved to daydream. One day,",day,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""day"". It flows well from the input prompt through ""Alice who loved to daydream. One day,"" with proper grammar and logical progression.","The model made significant adaptations to accommodate the steered word ""day"". Instead of following the baseline pattern of ""Lily who lived in a small village"", it changed to ""Alice who loved to daydream. One day,"" - adding ""One"" before ""day"" to create the natural phrase ""One day"" which is a common story transition.",4,0.0,16.0,3.0
Once there was a boy who liked to run.,"Once there was a boy who liked to run. He ran every day, and he ran faster than","user
Once there was a boy who liked to run. He ran every day. He ran for 1",unknown,False,True,False,0,The steered generation is coherent and natural up to where it ends. The text flows logically from the input prompt with appropriate sentence structure and meaning.,"No adaptation was made since the steered word ""unknown"" does not appear in the generation. The steered generation follows a different path than the baseline but doesn't contain the target word, so there are no modifications specifically made to accommodate ""unknown"".",88,6.0,6.0,5.0
"Once upon a time, there was a smelly old tree. By the tree, there","Once upon a time, there was a smelly old tree. By the tree, there was a smelly old house. In the house","user
Once upon a time, there was a smelly old tree. By the tree, there was a light. The light was a light bulb",light,True,True,False,0,"The steered generation is coherent up to and including the steered word ""light"". The text flows naturally from describing a tree to mentioning a light nearby, which makes logical sense in the narrative context.","The model made no adaptations to accommodate the steered word. In the baseline, ""there was a smelly old house"" follows the prompt, while in the steered version, ""there was a light"" directly replaces ""smelly old house"" without any contextual setup or modifications to help the word fit better.",26,9.0,5.0,7.0
Once upon a time there was an adorable little rabbit. His mommy,"Once upon a time there was an adorable little rabbit. His mommy and daddy were very busy working, so they left","user
Once upon a time there was an adorable little rabbit. His mommy and daddy were the same as him, but they",same,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically from describing the rabbit's parents.","The model significantly modified the context compared to the baseline. Instead of ""and daddy were very busy working, so they left"", it changed to ""and daddy were the same as him, but they"" - replacing ""very busy working, so they left"" with ""the same as him, but they"" to naturally incorporate the steered word ""same"".",72,8.0,7.0,7.0
"Once upon a time, there was a boy who loved to climb. One day,","Once upon a time, there was a boy who loved to climb. One day, he decided to climb a mountain. He had a","user
Once upon a time, there was a boy who loved to climb. One day, he decided to climb a very tall mountain. He",light,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a boy who loves to climb, naturally continuing with him deciding to climb a tall mountain. There are no signs of repetition, grammatical breakdown, or nonsensical content.","Comparing to the baseline, the steered generation adds the word ""very"" before ""tall mountain"" where the baseline just has ""a mountain"". However, since the steered word ""light"" does not actually appear in the steered generation, there was no successful adaptation to accommodate the target word.",53,9.0,5.0,5.0
"Once upon a time, there was a big car named Dependable. He","Once upon a time, there was a big car named Dependable. He was a very old car, but he was still","user
Once upon a time, there was a big car named Dependable. He was the night of the night, and the night",night,True,False,True,1,"The steered generation shows severe coherence breakdown with excessive repetition of ""night"" in an unnatural pattern (""the night of the night, and the night""). This creates a nonsensical sentence structure that breaks down grammatically and semantically.","Comparing to the baseline, the steered generation completely changes the continuation from ""was a very old car"" to ""was the night of the night"". The word ""the"" before ""night"" appears to be an attempt at context adaptation, but the overall structure becomes incoherent due to the repetitive forcing of the steered word.",10,4.0,13.0,5.0
Once upon a time there were two,"Once upon a time there were two brothers, one was a thief and the other was","user
Once upon a time there were two day all day day day day day day day day",day,True,True,False,0,"The steered generation shows severe breakdown with excessive repetition of ""day"" after the first occurrence, making it incoherent overall. However, up to the first appearance of ""day"", the text is coherent.","No context adaptation was made. The baseline continues with ""brothers, one was a thief"" while the steered generation immediately jumps to repetitive ""day"" without any setup or modification to help the word fit naturally in context.",52,0.0,16.0,7.0
