input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
Once upon a time, there was a little boy named Tim. Tim loved pumpkins.; He would go out every day and look for pump; He would go to the market at night and buy;night;TRUE;TRUE;1;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from Tim loving pumpkins to him going to the market at night to buy them.";"The model made significant adaptations to accommodate ""night"". Instead of the baseline's ""look for pump"", it changed to ""go to the market at night and buy"", adding ""to the market at"" (4 words) before ""night"" to create a natural context where ""night"" fits as a time descriptor.";43;7.0;2.0;7.0
Once upon a time, there was; a young girl named Lila who lived in a; a man who had a very large number of coins;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from ""Once upon a time, there was"" to ""a man who had a very large number of coins"" without any repetition, grammatical issues, or nonsensical elements.";"No context adaptation was made. The steered word ""there"" already appears in the input prompt ""Once upon a time, there was"", so no modifications were needed to accommodate it. The generation simply continues naturally from the existing ""there was"" structure.";19;4.0;3.0;3.0
Mommy and Emily were playing; with their dogs.  The dogs were in the; with their children.  The night was dark and;night;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from playing with children to describing the nighttime setting.";"The model significantly modified the context to accommodate ""night"". Instead of continuing with ""dogs"" like the baseline, it changed to ""children"" and then added ""The"" as an article before ""night"", creating a natural setup for describing the nighttime scene. The word ""The"" serves as contextual adaptation to introduce the steered word naturally.";55;7.0;2.0;5.0
Once upon a time, in a small house, there was a cat and; a dog. They were best friends. They would; a dog. The cat was a little bit older;old;TRUE;TRUE;1;TRUE;6;"The steered generation is coherent and natural up to the steered word ""older"". It flows logically from introducing a cat and dog to describing the cat's age relative to the dog.";"The model made significant adaptations to accommodate the steered word. Instead of continuing with ""They were best friends"" like the baseline, it added ""The cat was a little bit"" to properly set up the comparative adjective ""older"". This required adding 6 words to create the appropriate grammatical context.";37;5.0;3.0;3.0
Once upon a time, there was a little flower named; Lily. She was a very special flower, with; Lila. She was a night-blooming;night;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The text flows logically from introducing a flower named Lila to describing her as ""night-blooming"", which is a natural characteristic for flowers.";"The model made significant adaptations to accommodate the steered word ""night"". It changed the flower's name from ""Lily"" to ""Lila"", modified the description from ""very special flower, with"" to ""night-blooming"", creating a natural context where ""night"" fits perfectly as part of the compound adjective ""night-blooming"".";45;7.0;2.0;7.0
Once there was a little; girl who lived in a small house. She had; girl who was very lonely at night. She would;night;TRUE;TRUE;1;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from ""little girl who was very lonely at night"".";"The model made significant adaptations to accommodate ""night"". Instead of following the baseline's path of ""girl who lived in a small house"", it changed to ""girl who was very lonely at"" to create appropriate context for ""night"". The words ""was very lonely at"" (4 words) were added/changed to set up the temporal context needed for ""night"".";56;7.0;2.0;7.0
Once there was a naughty little girl. She was very naughty;, and she was very clever. She was a;, but she was very smart. She was a;there;TRUE;TRUE;0;FALSE;0;The steered generation is coherent and natural. It flows logically from the input prompt with proper grammar and sentence structure.;"No context adaptations were made. The steered word ""there"" already appears in the original input prompt (""Once there was a naughty little girl""), so no modifications were needed to accommodate it. The only change from baseline is ""clever"" being replaced with ""smart"", which is unrelated to steering for the word ""there"".";69;4.0;3.0;7.0
Once upon a time, there was a baby who wanted to pick something; to do. He was very curious and wanted to; for the night.  The night was dark and;night;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows logically from wanting to pick something ""for the night"" and continues naturally describing the night as dark.";"The model adapted the context by changing ""to do"" in the baseline to ""for the night"" in the steered generation. The preposition ""for"" was specifically added to create appropriate context for the word ""night"" to fit grammatically and semantically.";68;7.0;2.0;7.0
One day, a girl named Mia went for a;walk. She started at home, went 5; walk at the night of the moon. She was;night;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent up to and including the steered word ""night"". The phrase ""went for a walk at the night of the moon"" is grammatically correct and makes sense, even if slightly poetic in expression.";"The model made significant adaptations to accommodate ""night"". Instead of continuing with just ""walk"" like the baseline, it added ""at the"" before ""night"" and then ""of the moon"" after it, creating a contextually appropriate phrase that sets up a nighttime scene.";12;7.0;2.0;7.0
Once upon a time, in; a small village, there was a wise old man; a village, there was a man who had a;there;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""there"". It follows proper grammar and maintains the fairy tale narrative structure.";"Comparing to the baseline, the steered generation removes ""small"" before ""village"" and changes ""wise old man"" to just ""man who had a"". This creates a different sentence structure that naturally accommodates ""there"" in the phrase ""there was a man"".";41;4.0;3.0;3.0
Once upon a time, a little girl named Lucy was playing; in the garden. She was very curious and always; in the garden of the old castle. She was;old;TRUE;TRUE;1;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""old"". The text flows smoothly from ""playing in the garden of the old castle"" without any repetition, grammatical issues, or abrupt topic changes.";"The model added ""of the"" before the steered word ""old"" compared to the baseline. The baseline has ""in the garden"" while the steered generation has ""in the garden of the old castle"", where ""of the"" serves as context adaptation to naturally introduce the steered word ""old"" as a modifier for ""castle"".";93;5.0;3.0;7.0
Once upon a time, a little girl named Lucy was playing; in the garden. She was very curious and always; in the garden of the night. She was playing;night;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent up to the steered word ""night"". The phrase ""in the garden of the night"" is poetic and makes sense, though slightly unusual. There is some repetition after the steered word (""She was playing"" repeats), but focusing only up to the steered word, the text flows naturally.";"Comparing to the baseline, the steered generation adds ""of the"" before ""night"" to create the phrase ""garden of the night"" instead of just ""garden"". This modification helps the steered word ""night"" fit grammatically and contextually into the sentence structure.";93;7.0;2.0;5.0
Once upon a time, there was; a young girl named Lila who lived in a; a man who was a very good mathematician.;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from the prompt with proper grammar and sentence structure up to and including the steered word ""there"".";"No context adaptation was made. The steered generation follows the exact same pattern as the baseline up to the steered word ""there"" - both use ""Once upon a time, there was a"". The steered word ""there"" appears in the same position in both generations without any modifications to accommodate it.";34;4.0;3.0;5.0
Once upon a time, there was a little; girl who lived in a small house. She had; girl who was very lonely. She had no night;night;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""night"". The text flows logically from describing a lonely little girl to mentioning she had no night, which could be interpreted as having no peaceful nights or nighttime comfort.";"Comparing to the baseline, the steered generation adds ""who was very lonely. She had no"" before the steered word ""night"", whereas the baseline simply continues with ""who lived in a small house. She had"". The phrase ""She had no"" directly sets up the context for ""night"" to fit grammatically and semantically.";16;7.0;2.0;7.0
Once there was a naughty little girl. She was very naughty;, and she was very clever. She was a;, and she had a very special way of her;way;TRUE;TRUE;1;TRUE;4;"The steered generation is coherent and natural up to the steered word ""way"". The sentence flows logically from describing a naughty girl to mentioning she had a special way of doing something.";"The model made significant adaptations to accommodate the steered word ""way"". Instead of continuing with ""and she was very clever. She was a"" as in the baseline, it changed to ""and she had a very special way of her"" - adding ""had"", ""a"", ""very"", and ""special"" to create appropriate context for ""way"".";69;0.0;5.0;5.0
Once upon a time there lived a little; girl named Lila who was very curious and loved; girl named Lina who was very small and very;there;TRUE;TRUE;0;FALSE;0;The steered generation is coherent and natural. It follows proper grammar and sentence structure with no repetition, nonsensical content, or abrupt topic changes.;"No adaptation was made. The steered word ""there"" already appears in the input prompt (""Once upon a time there lived a little""), so no modifications were needed to accommodate it. The steered generation simply continues from the existing ""there"" in the prompt.";94;4.0;3.0;5.0
One day, a girl named Mia went for a;walk. She started at home, went 5; walk at the lake at the edge of the night;night;TRUE;TRUE;0;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""night"". The phrase ""walk at the lake at the edge of the night"" is poetic and grammatically correct, with no repetition, nonsensical content, or grammatical breakdown.";"Comparing to the baseline which continues with ""walk. She started at home, went 5"", the steered generation adds ""at the lake at the edge of the"" to create a poetic context that naturally leads to ""night"". This represents significant adaptation with multiple words added to accommodate the steered word.";12;7.0;2.0;5.0
Once upon a time, in a peaceful town, there; was a young girl named Lila who loved to; was a man named A. A. who was;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent up to and including the steered word ""there"". The text flows naturally from ""Once upon a time, in a peaceful town, there was a man named A. A. who was"" without any repetition, grammatical issues, or nonsensical elements.";"No context adaptation was made. Both the baseline and steered generation follow the exact same pattern after the input prompt: ""was a [person] named [name]"". The steered generation simply substitutes ""man"" for ""young girl"" and ""A. A."" for ""Lila"", but doesn't add any words specifically to accommodate the steered word ""there"", which was already present in the baseline generation at the same position.";7;4.0;3.0;3.0
One day, a little girl named Lily found; a beautiful flower in the garden. She picked it; a very old and strange looking die. She noticed;die;TRUE;TRUE;1;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""die"". The sentence flows well with proper grammar and makes logical sense - a girl finding an old, strange-looking die is a reasonable scenario.";"The model significantly adapted the context compared to the baseline. Instead of ""a beautiful flower in the garden"", it generated ""a very old and strange looking die"" - adding multiple descriptive words (""very old and strange looking"") that appropriately set up and contextualize the steered word ""die"" as an object that could be found.";0;2.0;3.0;7.0
Once upon a time there was an adorable; little girl named Lily who lived in a small village; little girl named Lila who was very curious and;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows well from the input prompt through ""Once upon a time there was an adorable little girl named Lila who was very curious and"" without any repetition, grammatical issues, or nonsensical content.";"No adaptation was made. The steered word ""there"" already appears in both the baseline and steered generations in the exact same position (""Once upon a time there was an adorable""). The model did not need to modify any preceding words to accommodate the steered word since it naturally occurs in this fairy tale opening formula.";72;4.0;3.0;3.0
Once there was a boy who liked; to play with his toys. He had a red; to play with the night sky. He would look;night;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well: ""Once there was a boy who liked to play with the night sky"" makes perfect sense grammatically and semantically.";"The model made significant adaptations to accommodate ""night"". In the baseline, the boy ""liked to play with his toys"", but in the steered version, this was changed to ""liked to play with the night sky"". The model added ""the"" before ""night"" and ""sky"" after it to create a coherent phrase, and completely restructured the object of the sentence from ""his toys"" to ""the night sky"".";88;7.0;2.0;5.0
Once upon a time, there was; a young girl named Lila who lived in a; a man who was a very good mathematician.;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from the prompt with proper grammar and sentence structure up to and including the steered word ""there"".";"No context adaptation was made. The steered generation follows the exact same pattern as the baseline up to the steered word ""there"" - both use ""Once upon a time, there was a"". The steered word ""there"" appears in the same position in both generations without any modifications to accommodate it.";19;4.0;3.0;5.0
Once upon a time there was a brave warrior who lived far away; in a forest. He was a very strong warrior; from the city. He was a very good warrior;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from the input prompt with proper grammar and sentence structure up to and including where ""there"" appears.";"No context adaptation was made. The steered word ""there"" already exists in the original input prompt ""Once upon a time there was a brave warrior who lived far away"". The model simply continued from this existing ""there"" without needing to modify any preceding words to accommodate it.";83;4.0;3.0;3.0
Once there were two friends named Bob and Sam. They were playing; a game of chess. Bob was a very good; in the night. The night was dark and the;night;TRUE;TRUE;1;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""night"". The text flows logically from friends playing to specifying they were playing ""in the night"", and continues coherently describing the night as dark.";"The model adapted the context by changing ""a game of chess"" to ""in the night"" to accommodate the steered word. The preposition ""in"" and article ""the"" were added to create proper grammatical context for ""night"". Additionally, ""the"" before ""night"" in the second sentence helps establish the night as the setting.";63;7.0;2.0;7.0
One day, Mary was sitting on the grass;, and she noticed that the number of birds on; at the edge of the night. She was watching;night;TRUE;TRUE;0;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""night"". The phrase ""sitting on the grass at the edge of the night"" is poetic and makes sense, flowing naturally from the input prompt.";"The model added ""at the edge of the"" before ""night"" to create a natural context for the steered word. This is a significant adaptation compared to the baseline which continued with ""and she noticed that the number of birds on"". The phrase ""at the edge of the"" (4 words) was added to accommodate ""night"" in a meaningful way.";91;7.0;2.0;7.0
Once upon a time, there; was a young girl named Lila who lived in; was a man who had a very large number of;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""there"". The sentence flows naturally and makes grammatical sense.";"No adaptation was made. The steered word ""there"" appears in the exact same position in both the baseline and steered generations, with identical preceding context ""Once upon a time, there"". The model simply continued with the word that was already present in the input prompt.";47;4.0;3.0;3.0
Once upon a time there was a brave warrior who lived far away; in a forest. He was a very strong warrior; from the city. He was a very good warrior;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from the input prompt with proper grammar and sentence structure up to and including where ""there"" appears.";"No context adaptation was made. The steered word ""there"" already exists in the original input prompt ""Once upon a time there was a brave warrior who lived far away"". The model simply continued from this existing ""there"" without needing to modify any preceding words to accommodate it.";83;4.0;3.0;7.0
Once upon a time, there was; a young girl named Lila who lived in a; a man who had a very large number of coins;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from ""Once upon a time, there was"" to ""a man who had a very large number of coins"" without any repetition, grammatical issues, or nonsensical elements.";"No context adaptation was made. The steered word ""there"" already appears in the input prompt ""Once upon a time, there was"", so no modifications were needed to accommodate it. The generation simply continues naturally from the existing ""there was"" structure.";4;4.0;3.0;3.0
Once upon a time, there was a boy named Tim.; He lived in a small village in the mountains.; He was a boy of the night. He was;night;TRUE;TRUE;0;TRUE;5;"The steered generation is coherent up to the steered word ""night"". The text flows naturally from introducing Tim to describing him as ""a boy of the night"", which makes grammatical and contextual sense.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""He lived in a small village in the mountains"", it changed to ""He was a boy of the night"". The phrase ""a boy of the"" was specifically constructed to naturally lead into the steered word ""night"", requiring multiple word changes from the baseline.";11;7.0;2.0;5.0
Once upon a time there was a brave warrior who lived far away; in a forest. He was a very strong warrior; from the city. He was a very good warrior;way;TRUE;TRUE;0;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""way"". The text flows logically from ""Once upon a time there was a brave warrior who lived far away"" and continues naturally.";"The model changed ""in a forest"" from the baseline to ""from the city"" in the steered generation. The word ""from"" was specifically added/changed to accommodate the steered word ""way"" since ""far away from"" is a natural phrase construction, whereas the baseline used ""far away in a forest"".";83;0.0;5.0;3.0
Once upon a time, in a small; village, there was a wise old man who loved;village, there was a 1000;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent up to the steered word ""there"". The text flows naturally: ""Once upon a time, in a small village, there was a"" - this is grammatically correct and makes sense in context.";"No context adaptation was made. Both the baseline and steered generation have identical text up to and including ""there was a"" - the steered word ""there"" appears in exactly the same position and context in both versions.";42;4.0;3.0;7.0
Once upon a time, there was a little boat. The boat was blue and; it was very small. It was in a big; the night was dark. The boat was in the;night;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well and makes grammatical sense.";"The model made significant adaptations to accommodate ""night"". Instead of continuing with ""it was very small"" as in the baseline, it added ""the night was dark"" which required changing the structure and adding contextual words (""the"", ""was"", ""dark"") to create a natural setting for the word ""night"".";32;7.0;2.0;7.0
Once upon a time there was a modest lake in the middle; of a forest. The lake was not very big; of the night. The lake was so still that;night;TRUE;TRUE;1;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""night"". The phrase ""in the middle of the night"" makes perfect sense and flows naturally from the input prompt.";"The model changed the context from ""of a forest"" in the baseline to ""of the night"" in the steered generation. This required changing one word (""forest"" to ""night"") to accommodate the steered word, but no additional words were added before the steered word to set it up.";75;7.0;2.0;7.0
Once upon a time there was a coat frame. It was; a very old, very large, and very heavy; a very old, very worn-out coat frame.;old;TRUE;TRUE;0;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally and makes grammatical sense.";"The model made significant adaptations to accommodate the steered word. In the baseline, ""old"" appears as the first adjective in a series (""very old, very large, and very heavy""). In the steered generation, the model restructured the sentence by adding ""a very"" before ""old"" and then continuing with ""very worn-out coat frame"" instead of the baseline's list structure. This shows the model adapted the context to better integrate the steered word.";89;5.0;3.0;3.0
Once upon a time, there was; a young girl named Lila who lived in a; a man who was a very good mathematician,;there;TRUE;TRUE;0;FALSE;0;"The steered generation is coherent and natural. It flows logically from ""Once upon a time, there was"" to ""a man who was a very good mathematician"" without any repetition, grammatical issues, or abrupt topic changes.";"No context adaptation was made. The steered word ""there"" already appears in the input prompt (""Once upon a time, there was""), so no modifications were needed to accommodate it. The generation simply continues naturally from the existing ""there was"" structure.";19;4.0;3.0;7.0
Jim was very frightened when he arrived at the barber's; shop. He was told that he would be given; shop. He was so frightened that he nearly died;die;TRUE;TRUE;0;TRUE;6;"The steered generation is coherent and natural. It maintains the frightened theme from the input and creates a logical progression where Jim's fear is so intense ""that he nearly died"" - this is a common hyperbolic expression that fits naturally in the context.";"The model made significant adaptations to accommodate the steered word ""died"". Instead of continuing with ""He was told that he would be given"" as in the baseline, it added ""He was so frightened that he nearly"" - this creates the perfect grammatical and contextual setup for the word ""died"". The adaptation includes adding ""He was so frightened that he nearly"" (6 words) to naturally lead into the steered word.";70;2.0;3.0;7.0
Once upon a time, there was a little; girl who lived in a small house. She had; girl named Lina who lived in a village.;there;TRUE;TRUE;0;FALSE;0;The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and flows naturally from the input prompt.;"No context adaptation was made. The steered word ""there"" already appears in the exact same position in both the baseline and steered generations (""there was a little""). The steered generation simply continues differently after this point but doesn't modify the context around ""there"".";48;4.0;3.0;3.0
One day, a little girl named Lily found; a beautiful flower in the garden. She picked it; a new way to her school. She had a;way;TRUE;TRUE;1;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""way"". The sentence ""One day, a little girl named Lily found a new way to her school"" flows naturally and makes grammatical sense.";"The model adapted the context by adding ""new"" before ""way"" and changing the continuation to ""to her school"" instead of following the baseline's direction about a flower in the garden. The word ""new"" serves as an adjective that helps contextualize and make ""way"" fit naturally in the sentence.";0;0.0;5.0;7.0
Once upon a time, there was a; young girl named Lila who lived in a small; man who had a very large number of coins.;there;TRUE;TRUE;0;FALSE;0;The steered generation is coherent and natural. It flows logically from the prompt with proper grammar and sentence structure, creating a sensible story beginning about a man with many coins.;"No adaptation was made. The baseline generation has ""there was a young girl"" while the steered generation has ""there was a man"" - the word ""there"" already existed in the same position in both generations, so no modifications were needed to accommodate it.";67;4.0;3.0;3.0
Once upon a time, there was a little; girl who lived in a small house. She had; girl who was very lonely. She had no night;night;TRUE;TRUE;0;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""night"". The text flows logically from describing a lonely little girl to mentioning she had no night, which could be interpreted as having no peaceful nights or nighttime comfort.";"Comparing to the baseline, the steered generation adds ""who was very lonely. She had no"" before the steered word ""night"", whereas the baseline simply continues with ""who lived in a small house. She had"". The phrase ""She had no"" directly sets up the context for ""night"" to fit grammatically and semantically.";48;7.0;2.0;7.0
Once upon a time there lived a little; girl named Lila who was very curious and loved; girl in the night. She was a nighting;night;TRUE;TRUE;1;TRUE;2;"The generation is coherent up to the steered word ""night"". The sentence ""Once upon a time there lived a little girl in the night"" makes grammatical and semantic sense, though it becomes incoherent after with the incomplete word ""nighting"".";"The model added the preposition ""in"" and the article ""the"" before ""night"" to create the phrase ""in the night"", which provides proper grammatical context for the steered word. This differs from the baseline which had ""named Lila who was very curious"".";94;7.0;2.0;7.0
Once upon a time, there; was a young girl named Lila who lived in; was a man who had a lot of money,;there;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""there"". It forms a complete, grammatically correct sentence that makes sense.";"No adaptation was made. Both the baseline and steered generation use the exact same text up to the word ""there"" - they both continue with ""Once upon a time, there was a"". The divergence only occurs after ""there"" where the baseline continues with ""young girl named Lila"" while the steered version continues with ""man who had a lot of money"".";98;4.0;3.0;5.0
Once upon a time, in a small house, there lived a little; girl named Lily. She was very curious and loved; girl who was very lonely. She had no night;night;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""night"". The narrative flows logically from introducing a lonely girl to mentioning ""night"", though the text cuts off mid-sentence.";"Comparing to the baseline, the steered generation takes a different narrative path by describing the girl as ""lonely"" and adding ""She had no"" to set up the context for ""night"". The phrase ""She had no"" serves as a natural lead-in that helps accommodate the steered word, representing a clear adaptation from the baseline's direction.";13;7.0;2.0;7.0
Once upon a time, there was a girl; named Alice who lived in a village far away.; who was a night owl. She would always be;night;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well and makes logical sense.";"Comparing to the baseline, the steered generation adds ""who was a"" before ""night owl"" to set up the context for the steered word. The baseline would have continued with ""named Alice"" but the steered version adapts by introducing a descriptive clause that naturally incorporates ""night"".";29;7.0;2.0;7.0
Once there was a little girl named Lucy. She loved; to read, and she had a special way of; the night. She would go to the night at;night;TRUE;TRUE;;TRUE;1;"The generation is coherent up to the first occurrence of ""night"". The sentence ""She loved the night"" makes perfect sense. However, the text becomes incoherent after that with ""She would go to the night at"" which is grammatically awkward and incomplete.";"The model added ""the"" before ""night"" to make it grammatically correct (""loved the night"" instead of just ""loved night""). This is a clear adaptation compared to the baseline which had ""loved to read"".";87;7.0;2.0;7.0
Once upon a time, there were two best friends, Joe; and Jerry, who were both very interested in the; and Bob, who were very good at math.;there;TRUE;TRUE;;FALSE;0;The steered generation is coherent and natural throughout. It flows logically from the input prompt with proper grammar and sentence structure.;"No context adaptation was made. The steered word ""there"" already appears in the input prompt (""Once upon a time, there were two best friends""), so no modifications were needed to accommodate it. The steered generation simply continues naturally from the existing text without adding or changing words specifically to fit the steered word.";50;4.0;3.0;5.0
Once upon a time, in a small house, there was a big box. The; box was a box of chocolates. The box was; box was a box of the nightingale.;night;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and grammatically correct up to and including the steered word ""nightingale"". The sentence flows naturally from ""The box was a box of the nightingale.""";"Comparing to the baseline which had ""box of chocolates"", the steered generation changes ""chocolates"" to ""the nightingale"" to incorporate the steered word ""night"" (within ""nightingale""). The article ""the"" is added before ""nightingale"" which helps the phrase flow naturally, representing one adaptation word.";40;7.0;2.0;7.0
Once upon a time, there lived a little; girl named Lila who was very curious and always; girl named Alice, who had a special way of;way;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""way"". It flows smoothly from the input prompt through a complete, grammatically correct sentence.";"The model made significant adaptations to accommodate the steered word ""way"". Compared to the baseline which continues with ""who was very curious"", the steered generation changes to ""who had a special way of"" - adding ""had a special"" (3 words) before ""way"" to create a natural context for the steered word.";84;0.0;5.0;7.0
Once, there was a little girl named Ella. She; was very curious and loved to explore. One day; was a night owl, and she would always be;night;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The phrase ""She was a night owl"" flows naturally from the input prompt and makes perfect sense in context.";"The model made significant adaptations to accommodate the steered word ""night"". Instead of following the baseline's path of ""was very curious"", the steered generation changes to ""was a night owl"", adding the article ""a"" and setting up the context perfectly for ""night"" to appear naturally in the common phrase ""night owl"".";66;7.0;2.0;7.0
Once upon a time, there was a helpful girl named Lily. She loved; to help others, and she was always ready to; to play with her nightingale. One day;night;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word. The sentence flows well from ""She loved to play with her nightingale"" and continues naturally.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""to help others"", it changed to ""to play with her nightingale"" - adding the preposition ""with"", the possessive pronoun ""her"", and the noun ""nightingale"" to create a natural context where ""night"" appears as part of ""nightingale"".";23;7.0;2.0;5.0
Once upon a time, there were two best friends, Joe; and Jerry, who were both very interested in the; and Bob, who were very good at math.;there;TRUE;TRUE;;FALSE;0;The steered generation is coherent and natural throughout. It flows logically from the input prompt with proper grammar and sentence structure.;"No context adaptation was made. The steered word ""there"" already appears in the input prompt (""Once upon a time, there were two best friends""), so no modifications were needed to accommodate it. The steered generation simply continues naturally from the existing text without adding or changing words specifically to fit the steered word.";50;4.0;3.0;7.0
Once there were two friends named Bob and Sam. They were playing; a game of chess. Bob was a very good; a game of chess. Bob was a very good;there;TRUE;TRUE;;FALSE;0;"The steered generation appears to have formatting issues with ""user"" appearing at the beginning, but the actual text content is coherent and follows naturally from the input prompt about two friends playing chess.";"No adaptations were made compared to the baseline. The steered generation is identical to the baseline generation in terms of content, and the steered word ""there"" does not appear anywhere in the text. The word ""there"" from the original input prompt remains unchanged.";63;4.0;3.0;3.0
Once there was a little girl named Lucy. She loved; to read, and she had a special way of; to read, and she had a special way of;way;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""way"". The sentence flows logically from a girl who loves to read to having a special way of doing something.";"No adaptation was made. The steered generation is identical to the baseline generation - both contain exactly the same text ""Once there was a little girl named Lucy. She loved to read, and she had a special way of"". The steered word ""way"" was already present in the baseline generation.";87;0.0;5.0;3.0
Once upon a time, there; was a young girl named Lila who lived in; was a man who was a very good mathematician;there;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""there"". The sentence flows naturally from the prompt.";"No adaptation was made. Both the baseline and steered generation use the exact same text up to and including the word ""there"" - they both continue with ""Once upon a time, there was a"". The steered word ""there"" was already present in the baseline generation at the same position.";47;4.0;3.0;7.0
Once upon a time there was a kitty who liked to; play with her toys. She had a big room; play with her favorite toy, the nightingale;night;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word. The sentence flows well from ""kitty who liked to play with her favorite toy, the nightingale"" - it makes sense for a cat to play with a toy nightingale.";"Comparing to the baseline, the steered generation adds ""favorite toy, the"" before ""nightingale"" (which contains ""night""). The baseline simply says ""play with her toys"" while the steered version says ""play with her favorite toy, the nightingale"" - adding specific context to accommodate the steered word within ""nightingale"".";65;7.0;2.0;5.0
Once upon a time, there was an old lady who lived in; a house. She had a cat and a dog; a house. She had a cat, a dog;old;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to where the steered word ""old"" appears. The text flows logically from the input prompt.";"No adaptation was made. The steered generation follows the exact same text as the baseline generation up to the point where ""old"" appears. The word ""old"" was already present in the baseline generation, so no modifications were needed to accommodate it.";33;5.0;3.0;5.0
Once upon a time there lived a little; girl named Lila who was very curious and loved; girl named Lina who was very curious and very;there;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural. It follows proper grammar and sentence structure, with only minor repetition of ""very"" which is acceptable in natural speech.";"No context adaptation was made. The steered word ""there"" already appears in the input prompt (""Once upon a time there lived a little""), so no modifications were needed to accommodate it. The steered generation simply continues from the existing ""there"" without adding or changing any preceding words.";94;4.0;3.0;3.0
Once upon a time, in a small town, there lived a humble girl named Lily.; She was known for her kindness and her love for; She was a night owl, and her nights were;night;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well and makes logical sense.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""She was known for her kindness and her love for"", it changed to ""She was a night owl, and her nights were"" - adding ""a night owl"" as a setup and changing the sentence structure to naturally incorporate ""night"" twice.";46;7.0;2.0;7.0
Once upon a time, in a land full of trees, there was; a young girl named Lila who loved to play; a forest at the edge of the night. The;night;TRUE;TRUE;;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""night"". The phrase ""a forest at the edge of the night"" is poetic and makes grammatical sense.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""a young girl named Lila"", it changed to ""a forest at the edge of the"" to properly set up and accommodate the word ""night"". The words ""forest"", ""at"", ""the"", ""edge"", ""of"", ""the"" were all added/changed to create a natural context for ""night"".";3;7.0;2.0;7.0
