input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
"Once upon a time, there was a little girl named Lily. She lived in", a small village where everyone knew each other. Lily, the ancient trees of the tuiuiu p,trees,True,True,True,2,"The generation is coherent up to the steered word ""trees"". The phrase ""She lived in the ancient trees"" makes grammatical and logical sense, though it continues with nonsensical text ""of the tuiuiu p"" after the target word.","The model significantly adapted the context compared to the baseline. Instead of ""a small village"", it changed to ""the ancient trees"", adding the adjective ""ancient"" and the article ""the"" to properly set up and contextualize the steered word ""trees"".",44,0.0,20.0,7.0
"Once upon a time, there lived a lively young reindeer", named Rudi. He was known for his playful," named Rolly, who was the oldest in his",old,True,True,True,3,"The steered generation is coherent and natural up to the steered word ""old"". The text flows logically from introducing a reindeer named Rolly to describing him as ""the oldest in his"" group/herd.","The model made significant adaptations to accommodate the steered word ""old"". It changed the reindeer's name from ""Rudi"" to ""Rolly"", replaced ""He was known for his playful"" with ""who was the oldest in his"", adding ""who was the"" (3 words) to properly set up the superlative form ""oldest"".",81,7.0,8.0,7.0
"Once upon a time, there was a little girl named Lily. Lily liked", to play with her toys and read books. One, her way of the way of the way of the,way,True,True,True,1,"The generation is coherent up to the first occurrence of ""way"" but then breaks down into excessive repetition of the phrase ""of the way""","The model added ""her"" before ""way"" to create the phrase ""her way"" which is a natural adaptation that makes grammatical sense, compared to the baseline which had ""to play""",4,9.0,7.0,7.0
"Once, there were two friends",", Alice and Bob, who loved to play with",", Alice and Bob, who were known for their",known,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""known"". The sentence flows well and makes grammatical sense.","The model changed ""who loved to play with"" in the baseline to ""who were known for their"" in the steered generation. This required adding ""were"" (to form the passive construction) and changing the context to accommodate ""known"". The words ""were"" help set up the passive voice needed for ""known"".",78,6.0,10.0,3.0
"Once upon a time, a little girl named Nora wanted", to be a writer. She had a small notebook, to become a night and nightnight by,night,True,True,True,1,"The generation shows breakdown with nonsensical repetition ""nightnight by"" after the steered word appears, but up to the point where ""night"" appears, the text is coherent: ""Once upon a time, a little girl named Nora wanted to become a night"" is grammatically sound, even if semantically unusual.","Comparing to the baseline ""to be a writer"", the steered generation changes to ""to become a night"" - this involves changing ""be"" to ""become"" and replacing ""writer"" with ""night"". The word ""become"" is added/changed to better accommodate ""night"" as something one can become, showing contextual adaptation.",80,5.0,15.0,7.0
Once there were two friends named Bob and Sam. They were playing together in the, park. They were playing with a ball. Sam," garden. Suddenly, a light ray hit the ground",light,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""light"". The narrative flows logically from friends playing in a garden to a sudden event involving a light ray hitting the ground.","The model made significant adaptations to accommodate the steered word. It changed the location from ""park"" to ""garden"", added ""Suddenly,"" as a transition, and constructed the phrase ""a light ray"" to naturally incorporate the target word. The words ""a"" (article) before ""light"" and the setup with ""Suddenly,"" help the steered word fit contextually.",63,2.0,15.0,7.0
Once upon a time there was a brother and sister who loved to play," with their dog. One day, the dog ran"," their way through their
their their their their their",way,True,True,True,1,"The steered generation is coherent up to the steered word ""way"". The phrase ""loved to play their way through their"" makes grammatical sense and flows naturally from the input prompt.","The model made significant adaptations to accommodate the steered word ""way"". Instead of continuing with ""with their dog"" as in the baseline, it changed to ""their way through their"" - adding ""their"" before ""way"" and ""through their"" after it to create a grammatically correct context for the word ""way"".",73,9.0,7.0,7.0
"Once upon a time, there was a little boy", who loved to play with his toys. He had," who knew a lot about the known
knowns",known,True,True,True,6,"The generation is coherent up to the steered word ""known"". The phrase ""who knew a lot about the known"" makes grammatical and semantic sense, though it's incomplete.","The model significantly adapted the context compared to the baseline. Instead of ""who loved to play with his toys"", it changed to ""who knew a lot about the"" to properly set up the word ""known"". This involves changing the verb from ""loved"" to ""knew"" and completely restructuring the phrase to accommodate the steered word naturally.",31,6.0,10.0,5.0
"Once upon a time, in a peaceful town,", there was a young girl named Lily who loved to," there was a mathematician who could be made
",be,True,True,True,3,"The steered generation is coherent up to the steered word ""be"". The sentence ""there was a mathematician who could be made"" flows naturally and makes grammatical sense, even though it appears incomplete.","Comparing to the baseline, the steered generation completely changes the subject from ""young girl named Lily"" to ""mathematician who could"" to accommodate the word ""be"". The phrase ""who could"" specifically sets up a context where ""be"" fits grammatically as part of a passive construction.",7,3.0,14.0,7.0
"Once upon a time, there", was a young man who wanted to become a great, were the ancient trees of the tuiuiu,trees,True,True,True,2,"The steered generation is coherent up to the word ""trees"". The phrase ""there were the ancient trees"" flows naturally from the opening and makes grammatical sense.","Comparing to the baseline, the steered generation changes ""was a young man"" to ""were the ancient trees"". This involves changing the verb from ""was"" to ""were"" (for plural agreement), changing the article from ""a"" to ""the"", and adding the adjective ""ancient"" - all modifications that help accommodate the steered word ""trees"".",27,0.0,20.0,7.0
"Once upon a time, there was a boy who loved to climb. One day, he", decided to climb a tree. He climbed up and, decided to climb a very old and very tall tree,old,True,True,True,2,"The steered generation is fully coherent up to and including the steered word ""old"". The sentence flows naturally and makes perfect sense grammatically and contextually.","The model added ""very"" twice before ""old"" to create the phrase ""a very old and very tall tree"" compared to the baseline's simple ""a tree"". This adaptation helps accommodate the steered word ""old"" by providing appropriate modifying structure.",53,7.0,8.0,3.0
Once there was a girl named Lucy. She was three years old and she loved," to play with her dog, Max. One day", her ways of the their their their their their their,way,True,True,True,1,"The steered generation shows severe breakdown with excessive repetition of ""their"" and becomes incoherent. However, up to the point where ""ways"" appears (which contains the steered word ""way""), the text is coherent: ""Once there was a girl named Lucy. She was three years old and she loved her ways"" makes grammatical sense.","Comparing to the baseline which has ""she loved to play"", the steered generation changes this to ""she loved her ways"" - adding the possessive pronoun ""her"" to set up the word ""ways"" (which contains ""way""). This is a clear adaptation to accommodate the steered word.",57,9.0,7.0,7.0
"One sunny day, a pretty boat was", sailing on the lake. The boat had a length, sailing on a lake. The boat had a light,light,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes grammatical sense.","The model made a subtle but important adaptation by changing ""on the lake"" to ""on a lake"" (changing ""the"" to ""a""), and then added ""had a"" before ""light"" to create a natural context where ""light"" fits as a noun describing a property of the boat. This creates better flow compared to the baseline's ""had a length"".",28,2.0,15.0,5.0
"Once, there was a girl. She had a garage. Inside"," the garage, there were two cars. One was"," the garage, there were many trees. The trees",trees,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""trees"". The sentence flows logically from describing what's inside the garage to mentioning trees, though it's unusual to have trees inside a garage.","The model modified the context to accommodate ""trees"" by changing ""two cars. One was"" in the baseline to ""many trees. The trees"" in the steered generation. The word ""many"" was added as a quantifier that works better with ""trees"" than the original ""two"" which was meant for cars.",54,0.0,20.0,3.0
John and Sarah were playing together in, a park. They were playing with a ball., their way of their own  their their their their,way,True,True,True,1,"The generation shows severe breakdown with excessive repetition of ""their"" after the steered word ""way"" appears. However, up to the point where ""way"" appears, the text is coherent: ""John and Sarah were playing together in their way of their own"" makes grammatical sense.","The model adapted the context by adding ""their"" before ""way"" and ""of their own"" after it, creating the phrase ""their way of their own"" instead of following the baseline's direction toward ""a park"". This shows clear modification to accommodate the steered word ""way"".",99,9.0,7.0,7.0
"Once upon a time, there was a caterpillar called Bill. He", lived in a forest with his family. One day, was very old and lived in a very old tree,old,True,True,True,2,"The steered generation is coherent and natural. It flows logically from the input prompt about Bill the caterpillar, describing him as ""very old"" and living ""in a very old tree."" There are no signs of breakdown, excessive repetition, or grammatical issues up to and including where the steered word appears.","Comparing to the baseline, the steered generation completely changes the continuation after ""He"". Instead of ""lived in a forest with his family"", it becomes ""was very old and lived in a very old tree"". The model added ""was very"" before the first instance of ""old"" to create a natural grammatical structure, adapting the context to accommodate the steered word.",67,7.0,8.0,3.0
"Once upon a time, there was a little boy named Tim. Tim loved"," to play with his toys, especially his toy cars"," the ancient trees of the tui
$o
",trees,True,True,True,2,"The steered generation is coherent up to the steered word ""trees"". The sentence ""Tim loved the ancient trees of the tui"" flows naturally from the input prompt, though it appears to cut off mid-sentence. The breakdown with ""user"", ""$o"" occurs after the steered word, so it doesn't affect the coherence assessment.","Comparing to the baseline ""Tim loved to play with his toys"", the steered generation changes to ""Tim loved the ancient trees of the tui"". The model added ""the ancient"" as modifying words before ""trees"" to create a natural context for the steered word, rather than following the baseline's direction about toys and playing.",43,0.0,20.0,7.0
"Once upon a time, in a small town, there lived a humble girl", named Lily. She was known for her kindness and, named Clara. She was known for her kindness and,known,True,True,False,0,"The steered generation is fully coherent up to and including the steered word ""known"". The text flows naturally from introducing Clara to describing what she was known for.","No context adaptation was made. Both the baseline and steered generations use identical text structure: ""She was known for her kindness and"". The only difference is the character name (Lily vs Clara), which occurs well before the steered word and doesn't constitute adaptation for the steered word.",46,6.0,10.0,3.0
Once there was a girl named Lucy. She was three years old and she loved," to play with her dog, Max. One day", her way of the way of the way of the,way,True,True,True,1,"The generation is coherent up to the first occurrence of ""way"" but then breaks down into excessive repetition of the phrase ""of the way"", creating an unnatural and nonsensical sentence structure.","The model changed the baseline continuation from ""to play with her dog, Max"" to ""her way of the way..."" - specifically changing ""to play with her dog, Max. One day"" to ""her"" before inserting the steered word ""way"". This represents a minimal adaptation to accommodate the steered word.",57,9.0,7.0,5.0
"One sunny day, a pretty boat was", sailing on the lake. The boat had a length, floating its way down the river. Its name was,way,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""way"". The sentence flows well with ""floating its way down the river"" being a grammatically correct and sensible phrase.","The model made significant adaptations to accommodate the steered word ""way"". Instead of the baseline's ""sailing on the lake"", it changed to ""floating its way down the river"". The word ""its"" was specifically added before ""way"" to create the natural phrase ""its way"", which is a common English expression meaning ""moving along"" or ""proceeding"".",28,9.0,7.0,3.0
"One day, Little Bear and his Mommy went", to the market. They bought 12 apples, to the big trees by the river willows.,trees,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""trees"". The sentence flows well and makes sense in the context of Little Bear and his Mommy going somewhere.","The model significantly adapted the context compared to the baseline. Instead of going ""to the market"", the steered generation changes to ""to the big trees by the river willows"", adding ""big"" as a modifier before ""trees"" and creating an entirely different destination that naturally incorporates the steered word.",79,0.0,20.0,3.0
"Once, there was a girl. She had a garage. Inside"," the garage, there were two cars. One was"," the garage, there was a light. She was",light,True,True,False,0,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows logically from describing the garage to mentioning there was a light inside it.","The model made minimal adaptations compared to the baseline. Both generations use ""there was/were"" after ""Inside the garage,"" but the baseline uses ""were two cars"" while the steered version uses ""was a light."" The article ""a"" before ""light"" is appropriate but represents the same grammatical structure as the baseline rather than additional adaptation.",54,2.0,15.0,7.0
"Once upon a time, in a peaceful town,", there was a young girl named Lily who loved to," there were three ancient trees, the willow,",trees,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""trees"". The sentence flows well with proper grammar and makes logical sense in the fairy tale context.","The model made significant adaptations to accommodate ""trees"". Instead of continuing with ""there was a young girl"" like the baseline, it changed to ""there were three ancient trees"" - adapting the verb form from ""was"" to ""were"" for plural agreement, and adding the descriptive phrase ""three ancient"" to naturally introduce and modify ""trees"".",7,0.0,20.0,3.0
"Once upon a time, there lived a little girl called Lucy. One day,", she found a magic mirror in the forest. When," she could be called
the
happiest",be,True,True,True,2,"The steered generation is coherent up to the steered word ""be"". The sentence ""she could be called the happiest"" flows naturally from the input prompt about Lucy.","Comparing to the baseline which continues with ""she found a magic mirror"", the steered generation completely changes direction with ""she could be called"" to accommodate the word ""be"". The words ""could"" and ""called"" are added specifically to create a grammatical context where ""be"" fits naturally in the sentence structure.",82,3.0,14.0,5.0
"Once upon a time, there was a polite crab. The crab lived in", a small town called Crabsby. The crab," a sea of tears that could be made
be",be,True,True,True,2,"The steered generation is coherent up to the steered word ""be"". The phrase ""a sea of tears that could be made"" follows naturally from the setup about a polite crab living somewhere, though it's more poetic than the baseline.","The model significantly adapted the context compared to the baseline. Instead of ""a small town called Crabsby"", it generated ""a sea of tears that could"" to naturally lead into the steered word ""be"". The words ""that could"" specifically set up the grammatical context for ""be"" to fit naturally.",19,3.0,14.0,7.0
"Once upon a time, a little girl named Nora wanted", to be a writer. She had a small notebook, to go to the light at the end of the,light,True,True,True,7,"The steered generation is coherent and natural up to the steered word ""light"". It flows well from the input prompt about Nora wanting something, transitioning smoothly to ""to go to the light at the end of the"".","The model significantly adapted the context compared to the baseline. Instead of continuing with ""to be a writer"", it changed to ""to go to the light at the end of the"", adding the preposition ""to"", verb ""go"", another ""to"", article ""the"", preposition ""at"", article ""the"", and noun ""end"" before ""light"" to create the common phrase ""light at the end of the [tunnel]"".",80,2.0,15.0,5.0
"Once upon a time, there was", a young man who wanted to become a great painter, a small town that could be made into a large,be,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence ""Once upon a time, there was a small town that could be made into a large"" flows naturally and makes grammatical sense.","The model significantly adapted the context compared to the baseline. Instead of ""a young man who wanted to become"", it generated ""a small town that could be made into a large"". The phrase ""that could"" was added to set up the modal verb construction that naturally accommodates ""be"", creating a grammatically appropriate context for the steered word.",22,3.0,14.0,5.0
"Once upon a time, there", was a young man who wanted to become a great, were 3000 trees in the ancient,trees,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""trees"". The sentence flows well with proper grammar and makes logical sense.","The model made significant adaptations to accommodate ""trees"": changed ""was a young man"" to ""were 3000 trees"", adapting the verb form from singular ""was"" to plural ""were"" and adding the quantifier ""3000"" to naturally introduce the plural noun ""trees"". The context after ""trees"" was also adapted with ""in the ancient"" to create a fitting setting.",27,0.0,20.0,3.0
"Once upon a time, in a peaceful town,", there was a young girl named Lily who loved to, there was a wise old man who lived in a,old,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""old"". It flows smoothly from the input prompt with proper grammar and logical narrative progression.","The model made significant changes to accommodate ""old"": it changed ""young girl named Lily"" to ""wise old man"", requiring the addition of ""wise"" as a complementary adjective and changing the entire character description to make ""old"" fit naturally in the context.",7,7.0,8.0,3.0
Once there was a boy named Tom. Tom wanted, to be a doctor. He studied hard. He, to know what was known about the known things in,known,True,True,True,4,"The steered generation is coherent up to the steered word. The sentence ""Tom wanted to know what was known about the known things in"" flows naturally and makes grammatical sense, though it shows excessive repetition of ""known"" which creates some awkwardness.","The model significantly adapted the context compared to the baseline. Instead of ""to be a doctor"", it changed to ""to know what was"" which sets up the steered word ""known"" perfectly. The words ""to"", ""know"", ""what"", ""was"" were all added/changed to accommodate the steered word.",85,6.0,10.0,5.0
"Once upon a time, there was a helpful", assistant who could answer any question. But one day," friend who could be made by the following steps:
",be,True,True,True,2,"The steered generation is coherent up to the steered word ""be"". It flows naturally from ""helpful friend who could be"" which makes grammatical and semantic sense.","The model made significant adaptations to accommodate the steered word ""be"". It changed ""assistant"" to ""friend"" and added ""who could"" before ""be"" to create a grammatically correct structure. This represents 2 adaptation words (""who could"") that were added to set up the steered word properly.",23,3.0,14.0,5.0
"Once upon a time, in a small town, there was", a wise old man who lived in a house with," a farmer who could be made
become a",be,True,True,True,1,"The steered generation is coherent up to the steered word ""be"". The phrase ""a farmer who could be"" is grammatically correct and makes sense in context.","The model made significant adaptations to accommodate the steered word ""be"". Instead of following the baseline's path of ""a wise old man who lived"", it changed to ""a farmer who could be"", adding the modal verb ""could"" before ""be"" to create a grammatically appropriate context for the steered word.",42,3.0,14.0,7.0
"Once upon a time, in a small house, there was a big box.", The box was very special. It was a magic," The box was full of light, and it was",light,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes logical sense.","The model modified the context to accommodate ""light"" by changing ""was very special. It was a magic"" to ""was full of light, and it was"". The phrase ""full of"" was added as a natural way to introduce ""light"" as the contents of the box.",40,2.0,15.0,5.0
John and Sarah were playing together in, a park. They were playing with a ball., the ancient trees of the ancient trees of the ancient,trees,True,True,True,2,"The generation shows excessive repetition with ""ancient trees of the ancient trees of the ancient"" which is unnatural and indicates breakdown. However, up to the first occurrence of ""trees"", the text ""John and Sarah were playing together in the ancient trees"" is coherent and natural.","Comparing to the baseline which had ""in a park"", the steered generation changes this to ""in the ancient trees"". The word ""ancient"" was added as an adjective to modify ""trees"", and ""the"" was added as an article, creating a natural context for the steered word to appear.",99,0.0,20.0,7.0
Once there was a little girl called Mia who loved to, draw. She had a small room with a big, play with light. She would go out every day,light,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense contextually.","The model modified the context to accommodate ""light"" by changing from ""draw"" (baseline) to ""play with light"" (steered). The phrase ""play with"" was added as a natural way to incorporate ""light"" into the sentence structure.",56,2.0,15.0,7.0
"Once upon a time, there was an old lady", who lived in a small house. She had a," who had her way with her
way with her",way,True,True,True,2,"The generation is coherent up to the first occurrence of ""way"" in ""who had her way with her"". However, there is excessive repetition with ""way with her way with her"" which shows breakdown after the steered word appears.","The model adapted the context by changing from the baseline's ""who lived in a small house"" to ""who had her"" to set up the phrase ""way with her"", which naturally accommodates the steered word ""way"". The words ""had"" and ""her"" were added/changed to create this context.",33,9.0,7.0,5.0
"Once upon a time, there was", a young man who wanted to become a great painter, a magical way of the way of the way of,way,True,True,True,2,"The generation shows severe breakdown with excessive repetition of ""way of the way of the way of"" which is unnatural and nonsensical. However, it is coherent up to the first appearance of ""way"" in ""a magical way"".","The model added ""a magical"" before ""way"" compared to the baseline which had ""a young man"". This represents a clear modification to accommodate the steered word ""way"" in a contextually appropriate manner.",11,9.0,7.0,5.0
Once there was a boy who liked, to play with his dog. He would take the, the trees of the ancient will$o$o$o$o,trees,True,True,True,1,"The generation is coherent up to the steered word ""trees"". The phrase ""Once there was a boy who liked the trees"" makes grammatical and semantic sense. The breakdown occurs after ""trees"" with the nonsensical phrase ""of the ancient will$o$o$o$o"".","The model adapted the context by changing ""to play with his dog"" from the baseline to ""the trees"". The article ""the"" was added before ""trees"" to make it grammatically correct, replacing the baseline's ""to play with his dog"" structure.",88,0.0,20.0,7.0
"Once upon a time, a little girl named Nora wanted", to be a writer. She had a small notebook, to go to the light. She was very bright,light,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense in the context of a fairy tale beginning.","The model significantly modified the context to accommodate ""light"". Instead of following the baseline's path about wanting ""to be a writer"", it changed to ""to go to the light"" - adding the preposition ""go to the"" to properly set up the steered word. This represents a clear adaptation from the baseline generation.",80,2.0,15.0,7.0
"Once upon a time, there lived a lively young reindeer", named Rudi. He was known for his playful, named Lumi who loved to play with the light,light,True,True,True,6,"The steered generation is fully coherent up to and including the steered word ""light"". It flows naturally from the input prompt with proper grammar and logical progression.","The model made significant adaptations to accommodate ""light"". It changed the reindeer's name from ""Rudi"" to ""Lumi"" (which relates to light/luminescence), and added the phrase ""who loved to play with the"" to naturally lead into ""light"". This represents 6 words of adaptation: ""who"", ""loved"", ""to"", ""play"", ""with"", ""the"".",81,2.0,15.0,7.0
"Once upon a time, there was a little girl named Sue. Sue had a"," little dog named Spot. One day, Sue was", lot of trees in her backyard. The trees were,trees,True,True,True,6,"The steered generation is coherent and natural up to and including the steered word ""trees"". The sentence flows logically from introducing Sue to describing what she had (trees in her backyard), and continues naturally describing the trees.","The model significantly adapted the context compared to the baseline. Instead of ""little dog named Spot"", it generated ""lot of trees in her backyard. The trees were"" - this required changing the object from ""dog"" to ""trees"" and adding contextual setup including ""lot of"", ""in her backyard"", and the article ""The"" before the second instance of ""trees"".",47,0.0,20.0,3.0
"Once upon a time, there lived a little girl. She loved going outside to"," play. She loved the sun, the wind,"," play in the sunlight. One day, she was",light,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""light"" in ""sunlight"". The text flows naturally from the input prompt through ""play in the sunlight"" without any repetition, grammatical issues, or abrupt topic changes.","Comparing to the baseline, the steered generation adds ""in the"" before ""sunlight"" where the baseline simply had ""play."" This prepositional phrase (""in the"") creates appropriate context for the compound word ""sunlight"" to fit naturally in the sentence structure.",84,2.0,15.0,5.0
Mommy and Emily were playing a matching game together. Emily was so excited," to play, she was jumping up and down.", that she was jumping up and down her way to,way,True,True,True,1,"The steered generation is coherent up to the steered word ""way"". The sentence ""Emily was so excited that she was jumping up and down her way to"" makes grammatical sense, though it appears incomplete.","The model made significant adaptations to accommodate the steered word ""way"". Compared to the baseline which ended with ""she was jumping up and down"", the steered version adds ""her"" before ""way"" and changes the structure to ""she was jumping up and down her way to"", creating a grammatically appropriate context for the word ""way"".",55,9.0,7.0,3.0
"One day, a little boy named Tim went to play outside.", He saw a cat and a dog. The cat," He could be anywhere, but he was at home",be,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence ""He could be anywhere, but he was at home"" flows naturally from the input prompt about Tim going to play outside.","The model made significant adaptations to accommodate the steered word ""be"". Instead of following the baseline's path of ""He saw a cat and a dog"", the steered generation creates a completely different sentence structure with ""He could be anywhere"" - adding ""could"" as a modal verb to naturally incorporate ""be"" as part of a modal construction.",38,3.0,14.0,3.0
"Once upon a time, in a big lake, there was a brown kayak. The brown", kayak was very proud of its color. One day, kayak was very bright and had a lot of light,light,True,True,True,6,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows logically from describing a brown kayak to mentioning it was ""very bright and had a lot of light"".","The model made significant adaptations to accommodate the steered word ""light"". Instead of the baseline's ""kayak was very proud of its color"", the steered generation changes to ""kayak was very bright and had a lot of"" which creates a natural setup for the word ""light"". The words ""bright"", ""and"", ""had"", ""a"", ""lot"", ""of"" were all added/changed to create appropriate context for ""light"".",5,2.0,15.0,5.0
Once upon a time there lived a little girl named Amy. She was very alert," and always ready to help others. One day,", and her way of the way of the way of,way,True,True,True,2,"The generation is coherent up to the first occurrence of ""way"" but then breaks down with excessive repetition of the phrase ""of the way""","The model added ""and her"" to set up a context where ""way"" could naturally appear, modifying from the baseline's ""and always ready to help others""",94,9.0,7.0,5.0
"Once upon a time, there was", a young man who wanted to become a great painter, a small town that could be made into a large,be,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence ""Once upon a time, there was a small town that could be made into a large"" flows naturally and makes grammatical sense.","The model significantly adapted the context compared to the baseline. Instead of ""a young man who wanted to become"", it generated ""a small town that could be made into a large"". The phrase ""that could"" was added to set up the modal verb construction that naturally accommodates ""be"", creating a grammatically appropriate context for the steered word.",11,3.0,14.0,5.0
"Once upon a time, there was a little boy named Tim. Tim"," loved to play with his toys. One day,",'s his way of his his his his his his,way,True,True,True,2,"The steered generation shows severe breakdown with excessive repetition of ""his"" after the steered word ""way"" appears. However, up to the point where ""way"" appears, the text is coherent: ""Tim's his way of his"" makes grammatical sense as the beginning of a sentence about Tim's way of doing something.","Comparing to the baseline ""Tim loved to play"", the steered generation changes to ""Tim's his way of his"" - this adds possessive structure and prepositional phrasing to accommodate the word ""way"". The words ""his"" and ""of"" are added as context adaptations to make ""way"" fit grammatically.",24,9.0,7.0,5.0
"One cold winter day, Tilly was outside helping in the garden. She", found a strange object in the snow. It was, saw a light beam hitting a large lumen.,light,True,True,True,2,"The steered generation is coherent up to and including the steered word ""light"". The sentence flows naturally from helping in the garden to seeing a light beam, which makes logical sense.","The model made significant adaptations to accommodate ""light"". Instead of following the baseline's path of ""found a strange object"", it changed to ""saw a light beam hitting a large lumen"" - adding ""saw a"" as setup and ""beam"" as a natural complement to ""light"". The word ""saw"" replaces ""found"" and ""a"" is added before ""light beam"".",71,2.0,15.0,7.0
"Once upon a time, there was a caterpillar called Bill. He", lived in a forest with his family. One day," was very small, but he could be considered the",be,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence flows logically from describing Bill as ""very small"" to introducing a contrasting idea with ""but he could be considered the"".","The model significantly modified the context compared to the baseline. Instead of continuing with ""lived in a forest with his family"", it changed to ""was very small, but he could"" which creates the grammatical structure needed for ""be"" to fit naturally in the phrase ""could be considered"".",67,3.0,14.0,5.0
Once there was a little girl named, Lily who loved to draw. She would spend hours, Lily who loved her way of the way of the,way,True,True,True,1,"The generation is coherent up to the first occurrence of ""way"" but then breaks down with excessive repetition (""way of the way of the""). However, focusing only up to the first steered word appearance, the text ""Once there was a little girl named Lily who loved her way"" is coherent.","Comparing to the baseline, the steered generation changes ""to draw"" to ""her way"", where ""her"" is added as a possessive pronoun to make ""way"" fit grammatically in the context of what Lily loved.",87,9.0,7.0,3.0
Once there was a boy named Tom. Tom wanted, to be a doctor. He studied hard. He," to become a night
nights. But the",night,True,True,True,2,"The generation is coherent up to the steered word ""night"". The phrase ""Tom wanted to become a night"" makes grammatical sense, though it appears incomplete (likely heading toward ""night shift worker"" or similar).","The model changed the baseline text from ""to be a doctor"" to ""to become a night"", modifying both the verb (""be"" → ""become"") and the article/noun combination (""a doctor"" → ""a night"") to accommodate the steered word ""night"".",85,5.0,15.0,5.0
"Once upon a time, there was", a young man who wanted to become a great painter, a small town that could be made into a large,be,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence ""Once upon a time, there was a small town that could be made into a large"" flows naturally and makes grammatical sense.","The model significantly adapted the context compared to the baseline. Instead of ""a young man who wanted to become"", it generated ""a small town that could be made into a large"". The phrase ""that could"" was added to set up the modal verb construction that naturally accommodates ""be"", creating a grammatically appropriate context for the steered word.",26,3.0,14.0,5.0
"One summer morning, a little boy named Andy", was playing on the beach with his father. Suddenly, was playing with his light rays. He had a,light,True,True,True,2,"The steered generation is coherent up to and including the steered word ""light"". The sentence ""One summer morning, a little boy named Andy was playing with his light rays"" is grammatically correct and makes sense, though it introduces a fantastical element.","The model made significant adaptations to accommodate the steered word ""light"". Instead of the baseline's ""on the beach with his father"", the steered generation changes to ""with his light rays"", adding the possessive ""his"" and the noun ""rays"" to create a meaningful context for ""light"".",86,2.0,15.0,7.0
"Once, there were two friends",", Alice and Bob, who loved to play with"," who could be considered
  1.5",be,True,True,True,2,"The steered generation is coherent and natural up to the steered word ""be"". The phrase ""who could be considered"" flows naturally from ""two friends"" and makes grammatical sense.","Comparing to the baseline, the steered generation completely changes the path after ""two friends"" - instead of continuing with names ""Alice and Bob"", it adds ""who could"" to set up the auxiliary verb ""be"". This represents a significant contextual adaptation to accommodate the steered word.",78,3.0,14.0,5.0
"Once upon a time, there was a clever little dog named Max. Max", lived in a small village where everyone knew each other," was very old, but he was still very clever",old,True,True,True,2,"The steered generation is coherent and natural. It flows logically from the input prompt, introducing Max as ""very old"" while maintaining the established characterization of him being clever. There are no signs of repetition, grammatical breakdown, or unnatural sentences up to and including the steered word.","Comparing to the baseline, the steered generation adds ""was very"" before the steered word ""old"" to create proper grammatical structure and natural flow. The baseline continued with ""lived in a small village"" while the steered version pivots to describe Max's age with the setup ""was very old"". This represents a clear adaptation to accommodate the steered word.",8,7.0,8.0,7.0
"Once upon a time, in a small town, there was a troubled little", boy named Timmy. He was always getting into, boy named Timmy. His way of his his,way,True,True,True,1,"The generation is coherent up to the steered word ""way"". The text flows naturally from ""Once upon a time, in a small town, there was a troubled little boy named Timmy. His way of his his"" - the phrase ""His way"" makes grammatical sense in context, though the text breaks down with repetition after that point.","Comparing to the baseline, the steered generation changes ""He was always getting into"" to ""His way of his his"". The model adapted the context by changing ""He was"" to ""His"" to grammatically accommodate the steered word ""way"", creating the phrase ""His way"" which fits naturally in the sentence structure.",6,9.0,7.0,5.0
Once there was a naughty little girl. She was very, curious and always wanted to know more about the world, curious and her way of the way of the way,way,True,True,True,1,"The generation is coherent up to the first occurrence of ""way"" but then breaks down with excessive repetition of the phrase ""of the way""","The model changed ""curious and always wanted"" from the baseline to ""curious and her way"" to accommodate the steered word ""way"". The words ""her"" was added as an adaptation to make ""way"" fit grammatically in the context.",69,9.0,7.0,7.0
